MSigDBID	MSigDBName	Entrez_Gene_ID
M5907	HALLMARK_ESTROGEN_RESPONSE_LATE	25085
M5907	HALLMARK_ESTROGEN_RESPONSE_LATE	364974
M5907	HALLMARK_ESTROGEN_RESPONSE_LATE	308511
M5907	HALLMARK_ESTROGEN_RESPONSE_LATE	25274
M5907	HALLMARK_ESTROGEN_RESPONSE_LATE	360243
M5907	HALLMARK_ESTROGEN_RESPONSE_LATE	24264
M5907	HALLMARK_ESTROGEN_RESPONSE_LATE	301034
M5907	HALLMARK_ESTROGEN_RESPONSE_LATE	311406
M5907	HALLMARK_ESTROGEN_RESPONSE_LATE	116689
M5907	HALLMARK_ESTROGEN_RESPONSE_LATE	29600
M5907	HALLMARK_ESTROGEN_RESPONSE_LATE	303692
M5907	HALLMARK_ESTROGEN_RESPONSE_LATE	25230
M5907	HALLMARK_ESTROGEN_RESPONSE_LATE	363448
M5908	HALLMARK_ANDROGEN_RESPONSE	292872
M5908	HALLMARK_ANDROGEN_RESPONSE	24841
M5908	HALLMARK_ANDROGEN_RESPONSE	114024
M5908	HALLMARK_ANDROGEN_RESPONSE	300772
M5908	HALLMARK_ANDROGEN_RESPONSE	83506
M5908	HALLMARK_ANDROGEN_RESPONSE	305999
M5908	HALLMARK_ANDROGEN_RESPONSE	156435
M5908	HALLMARK_ANDROGEN_RESPONSE	303396
M5908	HALLMARK_ANDROGEN_RESPONSE	361416
M5908	HALLMARK_ANDROGEN_RESPONSE	310914
M5908	HALLMARK_ANDROGEN_RESPONSE	54267
M5908	HALLMARK_ANDROGEN_RESPONSE	84575
M5908	HALLMARK_ANDROGEN_RESPONSE	80338
M5908	HALLMARK_ANDROGEN_RESPONSE	25675
M5908	HALLMARK_ANDROGEN_RESPONSE	680782
M5908	HALLMARK_ANDROGEN_RESPONSE	64194
M5908	HALLMARK_ANDROGEN_RESPONSE	361014
M5908	HALLMARK_ANDROGEN_RESPONSE	297961
M5908	HALLMARK_ANDROGEN_RESPONSE	304786
M5908	HALLMARK_ANDROGEN_RESPONSE	170924
M5908	HALLMARK_ANDROGEN_RESPONSE	171400
M5908	HALLMARK_ANDROGEN_RESPONSE	266603
M5908	HALLMARK_ANDROGEN_RESPONSE	25294
M5908	HALLMARK_ANDROGEN_RESPONSE	293050
M5908	HALLMARK_ANDROGEN_RESPONSE	302642
M5908	HALLMARK_ANDROGEN_RESPONSE	25045
M5908	HALLMARK_ANDROGEN_RESPONSE	298298
M5908	HALLMARK_ANDROGEN_RESPONSE	24788
M5908	HALLMARK_ANDROGEN_RESPONSE	54348
M5908	HALLMARK_ANDROGEN_RESPONSE	294900
M5908	HALLMARK_ANDROGEN_RESPONSE	89784
M5908	HALLMARK_ANDROGEN_RESPONSE	24223
M5908	HALLMARK_ANDROGEN_RESPONSE	293016
M5908	HALLMARK_ANDROGEN_RESPONSE	24908
M5908	HALLMARK_ANDROGEN_RESPONSE	361810
M5908	HALLMARK_ANDROGEN_RESPONSE	362377
M5908	HALLMARK_ANDROGEN_RESPONSE	363109
M5908	HALLMARK_ANDROGEN_RESPONSE	29547
M5908	HALLMARK_ANDROGEN_RESPONSE	309918
M5908	HALLMARK_ANDROGEN_RESPONSE	498272
M5908	HALLMARK_ANDROGEN_RESPONSE	310843
M5908	HALLMARK_ANDROGEN_RESPONSE	116666
M5908	HALLMARK_ANDROGEN_RESPONSE	311676
M5908	HALLMARK_ANDROGEN_RESPONSE	116699
M5908	HALLMARK_ANDROGEN_RESPONSE	679127
M5908	HALLMARK_ANDROGEN_RESPONSE	29360
M5908	HALLMARK_ANDROGEN_RESPONSE	299923
M5908	HALLMARK_ANDROGEN_RESPONSE	360626
M5908	HALLMARK_ANDROGEN_RESPONSE	296456
M5908	HALLMARK_ANDROGEN_RESPONSE	24390
M5908	HALLMARK_ANDROGEN_RESPONSE	25677
M5908	HALLMARK_ANDROGEN_RESPONSE	689210
M5908	HALLMARK_ANDROGEN_RESPONSE	116686
M5908	HALLMARK_ANDROGEN_RESPONSE	25626
M5908	HALLMARK_ANDROGEN_RESPONSE	81680
M5908	HALLMARK_ANDROGEN_RESPONSE	64369
M5908	HALLMARK_ANDROGEN_RESPONSE	499991
M5908	HALLMARK_ANDROGEN_RESPONSE	497757
M5908	HALLMARK_ANDROGEN_RESPONSE	291685
M5908	HALLMARK_ANDROGEN_RESPONSE	25193
M5908	HALLMARK_ANDROGEN_RESPONSE	100360623
M5908	HALLMARK_ANDROGEN_RESPONSE	25532
M5908	HALLMARK_ANDROGEN_RESPONSE	117267
M5908	HALLMARK_ANDROGEN_RESPONSE	363469
M5908	HALLMARK_ANDROGEN_RESPONSE	361103
M5908	HALLMARK_ANDROGEN_RESPONSE	29517
M5908	HALLMARK_ANDROGEN_RESPONSE	65037
M5908	HALLMARK_ANDROGEN_RESPONSE	79242
M5908	HALLMARK_ANDROGEN_RESPONSE	114506
M5908	HALLMARK_ANDROGEN_RESPONSE	25643
M5908	HALLMARK_ANDROGEN_RESPONSE	501099
M5908	HALLMARK_ANDROGEN_RESPONSE	29642
M5908	HALLMARK_ANDROGEN_RESPONSE	29637
M5908	HALLMARK_ANDROGEN_RESPONSE	309728
M5908	HALLMARK_ANDROGEN_RESPONSE	361195
M5908	HALLMARK_ANDROGEN_RESPONSE	307428
M5908	HALLMARK_ANDROGEN_RESPONSE	363247
M5908	HALLMARK_ANDROGEN_RESPONSE	363159
M5908	HALLMARK_ANDROGEN_RESPONSE	81634
M5908	HALLMARK_ANDROGEN_RESPONSE	501560
M5908	HALLMARK_ANDROGEN_RESPONSE	498545
M5908	HALLMARK_ANDROGEN_RESPONSE	64353
M5908	HALLMARK_ANDROGEN_RESPONSE	298552
M5908	HALLMARK_ANDROGEN_RESPONSE	79252
M5908	HALLMARK_ANDROGEN_RESPONSE	619385
M5908	HALLMARK_ANDROGEN_RESPONSE	83425
M5908	HALLMARK_ANDROGEN_RESPONSE	246074
M5908	HALLMARK_ANDROGEN_RESPONSE	50646
M5908	HALLMARK_ANDROGEN_RESPONSE	114483
M5908	HALLMARK_ANDROGEN_RESPONSE	65138
M5908	HALLMARK_ANDROGEN_RESPONSE	24437
M5908	HALLMARK_ANDROGEN_RESPONSE	691018
M5908	HALLMARK_ANDROGEN_RESPONSE	58857
M5908	HALLMARK_ANDROGEN_RESPONSE	58919
M5908	HALLMARK_ANDROGEN_RESPONSE	25019
M5908	HALLMARK_ANDROGEN_RESPONSE	50685
M5908	HALLMARK_ANDROGEN_RESPONSE	25573
M5908	HALLMARK_ANDROGEN_RESPONSE	171070
M5908	HALLMARK_ANDROGEN_RESPONSE	24185
M5908	HALLMARK_ANDROGEN_RESPONSE	288778
M5909	HALLMARK_MYOGENESIS	29437
M5909	HALLMARK_MYOGENESIS	29389
M5909	HALLMARK_MYOGENESIS	56781
M5909	HALLMARK_MYOGENESIS	290561
M5909	HALLMARK_MYOGENESIS	296369
M5909	HALLMARK_MYOGENESIS	24583
M5909	HALLMARK_MYOGENESIS	24584
M5909	HALLMARK_MYOGENESIS	24838
M5909	HALLMARK_MYOGENESIS	24837
M5909	HALLMARK_MYOGENESIS	29209
M5909	HALLMARK_MYOGENESIS	29275
M5909	HALLMARK_MYOGENESIS	316740
M5909	HALLMARK_MYOGENESIS	688228
M5909	HALLMARK_MYOGENESIS	83708
M5909	HALLMARK_MYOGENESIS	29557
M5909	HALLMARK_MYOGENESIS	252942
M5909	HALLMARK_MYOGENESIS	291245
M5909	HALLMARK_MYOGENESIS	29388
M5909	HALLMARK_MYOGENESIS	25420
M5909	HALLMARK_MYOGENESIS	305941
M5909	HALLMARK_MYOGENESIS	292905
M5909	HALLMARK_MYOGENESIS	171409
M5909	HALLMARK_MYOGENESIS	64362
M5909	HALLMARK_MYOGENESIS	498440
M5909	HALLMARK_MYOGENESIS	114207
M5909	HALLMARK_MYOGENESIS	117505
M5909	HALLMARK_MYOGENESIS	116601
M5909	HALLMARK_MYOGENESIS	24265
M5909	HALLMARK_MYOGENESIS	361256
M5909	HALLMARK_MYOGENESIS	306616
M5909	HALLMARK_MYOGENESIS	317454
M5909	HALLMARK_MYOGENESIS	500450
M5909	HALLMARK_MYOGENESIS	363925
M5909	HALLMARK_MYOGENESIS	688698
M5909	HALLMARK_MYOGENESIS	117028
M5909	HALLMARK_MYOGENESIS	287408
M5909	HALLMARK_MYOGENESIS	25438
M5909	HALLMARK_MYOGENESIS	287375
M5909	HALLMARK_MYOGENESIS	58971
M5909	HALLMARK_MYOGENESIS	117557
M5909	HALLMARK_MYOGENESIS	24907
M5909	HALLMARK_MYOGENESIS	24484
M5909	HALLMARK_MYOGENESIS	24261
M5909	HALLMARK_MYOGENESIS	363256
M5909	HALLMARK_MYOGENESIS	25177
M5909	HALLMARK_MYOGENESIS	688173
M5909	HALLMARK_MYOGENESIS	288057
M5909	HALLMARK_MYOGENESIS	24585
M5909	HALLMARK_MYOGENESIS	24701
M5909	HALLMARK_MYOGENESIS	498587
M5909	HALLMARK_MYOGENESIS	25278
M5909	HALLMARK_MYOGENESIS	79131
M5909	HALLMARK_MYOGENESIS	289759
M5909	HALLMARK_MYOGENESIS	257645
M5909	HALLMARK_MYOGENESIS	79557
M5909	HALLMARK_MYOGENESIS	500364
M5909	HALLMARK_MYOGENESIS	84032
M5909	HALLMARK_MYOGENESIS	65198
M5909	HALLMARK_MYOGENESIS	50563
M5909	HALLMARK_MYOGENESIS	25714
M5909	HALLMARK_MYOGENESIS	691644
M5909	HALLMARK_MYOGENESIS	60352
M5909	HALLMARK_MYOGENESIS	24959
M5909	HALLMARK_MYOGENESIS	29148
M5909	HALLMARK_MYOGENESIS	360543
M5909	HALLMARK_MYOGENESIS	305494
M5909	HALLMARK_MYOGENESIS	25433
M5909	HALLMARK_MYOGENESIS	499497
M5909	HALLMARK_MYOGENESIS	24598
M5909	HALLMARK_MYOGENESIS	54321
M5909	HALLMARK_MYOGENESIS	289560
M5909	HALLMARK_MYOGENESIS	114862
M5909	HALLMARK_MYOGENESIS	296654
M5909	HALLMARK_MYOGENESIS	29658
M5909	HALLMARK_MYOGENESIS	59108
M5909	HALLMARK_MYOGENESIS	170897
M5909	HALLMARK_MYOGENESIS	295105
M5909	HALLMARK_MYOGENESIS	81518
M5909	HALLMARK_MYOGENESIS	289734
M5909	HALLMARK_MYOGENESIS	114851
M5909	HALLMARK_MYOGENESIS	367562
M5909	HALLMARK_MYOGENESIS	689256
M5909	HALLMARK_MYOGENESIS	161476
M5909	HALLMARK_MYOGENESIS	303468
M5909	HALLMARK_MYOGENESIS	25245
M5909	HALLMARK_MYOGENESIS	306628
M5909	HALLMARK_MYOGENESIS	315217
M5909	HALLMARK_MYOGENESIS	29201
M5909	HALLMARK_MYOGENESIS	298069
M5909	HALLMARK_MYOGENESIS	117018
M5909	HALLMARK_MYOGENESIS	25592
M5909	HALLMARK_MYOGENESIS	65261
M5909	HALLMARK_MYOGENESIS	361532
M5909	HALLMARK_MYOGENESIS	497892
M5909	HALLMARK_MYOGENESIS	686098
M5909	HALLMARK_MYOGENESIS	24875
M5909	HALLMARK_MYOGENESIS	54250
M5909	HALLMARK_MYOGENESIS	58950
M5909	HALLMARK_MYOGENESIS	683522
M5909	HALLMARK_MYOGENESIS	686019
M5909	HALLMARK_MYOGENESIS	84410
M5909	HALLMARK_MYOGENESIS	286908
M5909	HALLMARK_MYOGENESIS	24183
M5909	HALLMARK_MYOGENESIS	25123
M5909	HALLMARK_MYOGENESIS	499652
M5909	HALLMARK_MYOGENESIS	309957
M5909	HALLMARK_MYOGENESIS	309374
M5909	HALLMARK_MYOGENESIS	25233
M5909	HALLMARK_MYOGENESIS	309368
M5909	HALLMARK_MYOGENESIS	308944
M5909	HALLMARK_MYOGENESIS	29596
M5909	HALLMARK_MYOGENESIS	24586
M5909	HALLMARK_MYOGENESIS	89815
M5909	HALLMARK_MYOGENESIS	84591
M5909	HALLMARK_MYOGENESIS	367313
M5909	HALLMARK_MYOGENESIS	311849
M5909	HALLMARK_MYOGENESIS	308405
M5909	HALLMARK_MYOGENESIS	24582
M5909	HALLMARK_MYOGENESIS	100911597
M5909	HALLMARK_MYOGENESIS	24482
M5909	HALLMARK_MYOGENESIS	24264
M5909	HALLMARK_MYOGENESIS	24373
M5909	HALLMARK_MYOGENESIS	64317
M5909	HALLMARK_MYOGENESIS	25269
M5909	HALLMARK_MYOGENESIS	362930
M5909	HALLMARK_MYOGENESIS	24511
M5909	HALLMARK_MYOGENESIS	113906
M5909	HALLMARK_MYOGENESIS	83817
M5909	HALLMARK_MYOGENESIS	25753
M5909	HALLMARK_MYOGENESIS	114906
M5909	HALLMARK_MYOGENESIS	171563
M5909	HALLMARK_MYOGENESIS	84580
M5909	HALLMARK_MYOGENESIS	83615
M5909	HALLMARK_MYOGENESIS	24854
M5909	HALLMARK_MYOGENESIS	25288
M5909	HALLMARK_MYOGENESIS	29393
M5909	HALLMARK_MYOGENESIS	25482
M5909	HALLMARK_MYOGENESIS	64183
M5909	HALLMARK_MYOGENESIS	362029
M5909	HALLMARK_MYOGENESIS	29496
M5909	HALLMARK_MYOGENESIS	64670
M5909	HALLMARK_MYOGENESIS	29161
M5909	HALLMARK_MYOGENESIS	79431
M5909	HALLMARK_MYOGENESIS	361368
M5909	HALLMARK_MYOGENESIS	313977
M5909	HALLMARK_MYOGENESIS	192248
M5909	HALLMARK_MYOGENESIS	24314
M5909	HALLMARK_MYOGENESIS	24686
M5909	HALLMARK_MYOGENESIS	81751
M5909	HALLMARK_MYOGENESIS	300799
M5909	HALLMARK_MYOGENESIS	361680
M5909	HALLMARK_MYOGENESIS	50690
M5909	HALLMARK_MYOGENESIS	362384
M5909	HALLMARK_MYOGENESIS	303831
M5909	HALLMARK_MYOGENESIS	89817
M5909	HALLMARK_MYOGENESIS	295929
M5909	HALLMARK_MYOGENESIS	81008
M5909	HALLMARK_MYOGENESIS	64159
M5909	HALLMARK_MYOGENESIS	282843
M5909	HALLMARK_MYOGENESIS	25104
M5909	HALLMARK_MYOGENESIS	246074
M5909	HALLMARK_MYOGENESIS	50664
M5909	HALLMARK_MYOGENESIS	63878
M5909	HALLMARK_MYOGENESIS	54249
M5909	HALLMARK_MYOGENESIS	24708
M5909	HALLMARK_MYOGENESIS	297994
M5909	HALLMARK_MYOGENESIS	307989
M5909	HALLMARK_MYOGENESIS	25527
M5909	HALLMARK_MYOGENESIS	298848
M5909	HALLMARK_MYOGENESIS	290628
M5909	HALLMARK_MYOGENESIS	498066
M5909	HALLMARK_MYOGENESIS	25496
M5909	HALLMARK_MYOGENESIS	24855
M5909	HALLMARK_MYOGENESIS	59086
M5909	HALLMARK_MYOGENESIS	83791
M5909	HALLMARK_MYOGENESIS	24245
M5909	HALLMARK_MYOGENESIS	287989
M5909	HALLMARK_MYOGENESIS	299626
M5909	HALLMARK_MYOGENESIS	54226
M5909	HALLMARK_MYOGENESIS	83518
M5909	HALLMARK_MYOGENESIS	25724
M5909	HALLMARK_MYOGENESIS	25352
M5909	HALLMARK_MYOGENESIS	302415
M5909	HALLMARK_MYOGENESIS	290212
M5909	HALLMARK_MYOGENESIS	65152
M5909	HALLMARK_MYOGENESIS	361821
M5909	HALLMARK_MYOGENESIS	307548
M5909	HALLMARK_MYOGENESIS	307644
M5909	HALLMARK_MYOGENESIS	24791
M5909	HALLMARK_MYOGENESIS	689210
M5909	HALLMARK_MYOGENESIS	295062
M5909	HALLMARK_MYOGENESIS	29184
M5909	HALLMARK_MYOGENESIS	302950
M5909	HALLMARK_MYOGENESIS	25239
M5910	HALLMARK_PROTEIN_SECRETION	300674
M5910	HALLMARK_PROTEIN_SECRETION	84599
M5910	HALLMARK_PROTEIN_SECRETION	60384
M5910	HALLMARK_PROTEIN_SECRETION	94197
M5910	HALLMARK_PROTEIN_SECRETION	24941
M5910	HALLMARK_PROTEIN_SECRETION	114023
M5910	HALLMARK_PROTEIN_SECRETION	24944
M5910	HALLMARK_PROTEIN_SECRETION	24329
M5910	HALLMARK_PROTEIN_SECRETION	25151
M5910	HALLMARK_PROTEIN_SECRETION	290659
M5910	HALLMARK_PROTEIN_SECRETION	29411
M5910	HALLMARK_PROTEIN_SECRETION	302290
M5910	HALLMARK_PROTEIN_SECRETION	29631
M5910	HALLMARK_PROTEIN_SECRETION	84360
M5910	HALLMARK_PROTEIN_SECRETION	65046
M5910	HALLMARK_PROTEIN_SECRETION	54241
M5910	HALLMARK_PROTEIN_SECRETION	116563
M5910	HALLMARK_PROTEIN_SECRETION	298675
M5910	HALLMARK_PROTEIN_SECRETION	117548
M5910	HALLMARK_PROTEIN_SECRETION	64310
M5910	HALLMARK_PROTEIN_SECRETION	317576
M5910	HALLMARK_PROTEIN_SECRETION	81024
M5910	HALLMARK_PROTEIN_SECRETION	314894
M5910	HALLMARK_PROTEIN_SECRETION	296380
M5910	HALLMARK_PROTEIN_SECRETION	65165
M5910	HALLMARK_PROTEIN_SECRETION	307382
M5910	HALLMARK_PROTEIN_SECRETION	362751
M5910	HALLMARK_PROTEIN_SECRETION	25508
M5910	HALLMARK_PROTEIN_SECRETION	29521
M5910	HALLMARK_PROTEIN_SECRETION	116743
M5910	HALLMARK_PROTEIN_SECRETION	65158
M5910	HALLMARK_PROTEIN_SECRETION	690961
M5910	HALLMARK_PROTEIN_SECRETION	29528
M5910	HALLMARK_PROTEIN_SECRETION	296306
M5910	HALLMARK_PROTEIN_SECRETION	315864
M5910	HALLMARK_PROTEIN_SECRETION	364033
M5910	HALLMARK_PROTEIN_SECRETION	360834
M5910	HALLMARK_PROTEIN_SECRETION	140673
M5910	HALLMARK_PROTEIN_SECRETION	24896
M5910	HALLMARK_PROTEIN_SECRETION	310710
M5910	HALLMARK_PROTEIN_SECRETION	64516
M5910	HALLMARK_PROTEIN_SECRETION	362283
M5910	HALLMARK_PROTEIN_SECRETION	64351
M5910	HALLMARK_PROTEIN_SECRETION	291464
M5910	HALLMARK_PROTEIN_SECRETION	312915
M5910	HALLMARK_PROTEIN_SECRETION	83800
M5910	HALLMARK_PROTEIN_SECRETION	100909548
M5910	HALLMARK_PROTEIN_SECRETION	353229
M5910	HALLMARK_PROTEIN_SECRETION	56042
M5910	HALLMARK_PROTEIN_SECRETION	292925
M5910	HALLMARK_PROTEIN_SECRETION	114114
M5910	HALLMARK_PROTEIN_SECRETION	116666
M5910	HALLMARK_PROTEIN_SECRETION	363476
M5910	HALLMARK_PROTEIN_SECRETION	60382
M5910	HALLMARK_PROTEIN_SECRETION	361999
M5910	HALLMARK_PROTEIN_SECRETION	171048
M5910	HALLMARK_PROTEIN_SECRETION	316313
M5910	HALLMARK_PROTEIN_SECRETION	502776
M5910	HALLMARK_PROTEIN_SECRETION	93646
M5910	HALLMARK_PROTEIN_SECRETION	85491
M5910	HALLMARK_PROTEIN_SECRETION	65169
M5910	HALLMARK_PROTEIN_SECRETION	140670
M5910	HALLMARK_PROTEIN_SECRETION	366265
M5910	HALLMARK_PROTEIN_SECRETION	309969
M5910	HALLMARK_PROTEIN_SECRETION	294900
M5910	HALLMARK_PROTEIN_SECRETION	297797
M5910	HALLMARK_PROTEIN_SECRETION	309451
M5910	HALLMARK_PROTEIN_SECRETION	294853
M5910	HALLMARK_PROTEIN_SECRETION	363425
M5910	HALLMARK_PROTEIN_SECRETION	24211
M5910	HALLMARK_PROTEIN_SECRETION	84480
M5910	HALLMARK_PROTEIN_SECRETION	363059
M5910	HALLMARK_PROTEIN_SECRETION	314360
M5910	HALLMARK_PROTEIN_SECRETION	29650
M5910	HALLMARK_PROTEIN_SECRETION	64633
M5910	HALLMARK_PROTEIN_SECRETION	501069
M5910	HALLMARK_PROTEIN_SECRETION	310843
M5910	HALLMARK_PROTEIN_SECRETION	171494
M5910	HALLMARK_PROTEIN_SECRETION	116590
M5910	HALLMARK_PROTEIN_SECRETION	64154
M5910	HALLMARK_PROTEIN_SECRETION	501560
M5910	HALLMARK_PROTEIN_SECRETION	498798
M5910	HALLMARK_PROTEIN_SECRETION	313210
M5910	HALLMARK_PROTEIN_SECRETION	64630
M5910	HALLMARK_PROTEIN_SECRETION	24786
M5910	HALLMARK_PROTEIN_SECRETION	363494
M5910	HALLMARK_PROTEIN_SECRETION	312488
M5910	HALLMARK_PROTEIN_SECRETION	65033
M5910	HALLMARK_PROTEIN_SECRETION	29186
M5910	HALLMARK_PROTEIN_SECRETION	287622
M5910	HALLMARK_PROTEIN_SECRETION	500364
M5910	HALLMARK_PROTEIN_SECRETION	503165
M5910	HALLMARK_PROTEIN_SECRETION	84589
M5910	HALLMARK_PROTEIN_SECRETION	25423
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	24575
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	298693
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	192281
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	309526
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	310969
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	287719
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	293624
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	65190
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	310968
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	293618
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	170512
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	305896
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	304545
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	54287
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	294091
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	245920
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	24811
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	301570
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	100360801
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	295704
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	312688
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	24968
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	499801
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	378947
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	245955
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	81635
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	293052
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	171164
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	24508
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	117540
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	24967
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	362376
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	500011
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	314004
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	361673
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	360733
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	288774
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	500015
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	362934
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	114709
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	296474
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	305236
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	308901
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	303903
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	309586
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	362343
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	311021
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	364386
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	25166
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	313236
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	85425
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	303538
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	303905
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	360992
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	494338
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	29630
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	314442
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	498547
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	301000
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	24223
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	308906
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	192262
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	289668
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	303801
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	310917
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	498995
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	362334
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	25599
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	117533
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	29670
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	362248
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	25647
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	290644
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	290749
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	78965
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	25670
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	25275
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	300870
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	25084
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	309656
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	29364
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	691774
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	310756
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	64044
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	117514
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	688811
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	29259
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	114635
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	309178
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	362491
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	316019
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	296731
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	83525
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	290635
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	85424
M5913	HALLMARK_INTERFERON_GAMMA_RESPONSE	25124
M5913	HALLMARK_INTERFERON_GAMMA_RESPONSE	298693
M5913	HALLMARK_INTERFERON_GAMMA_RESPONSE	294090
M5913	HALLMARK_INTERFERON_GAMMA_RESPONSE	24575
M5913	HALLMARK_INTERFERON_GAMMA_RESPONSE	309526
M5913	HALLMARK_INTERFERON_GAMMA_RESPONSE	287719
M5913	HALLMARK_INTERFERON_GAMMA_RESPONSE	293624
M5913	HALLMARK_INTERFERON_GAMMA_RESPONSE	294091
M5913	HALLMARK_INTERFERON_GAMMA_RESPONSE	363938
M5913	HALLMARK_INTERFERON_GAMMA_RESPONSE	24811
M5913	HALLMARK_INTERFERON_GAMMA_RESPONSE	54287
M5913	HALLMARK_INTERFERON_GAMMA_RESPONSE	65190
