Probe_ID	Entrez_Gene_ID
RCN1_33000	362182
GRN_8752	29143
CEBPD_8283	25695
UTP14A_10144	317579
E2F1_8509	399489
MCM3_9207	316273
PC_9434	192181
EAPP_8512	299043
TERF2IP_9998	307861
MEP1B_32655	25727
ALB_8020	24186
UGT2B10_33303;UGT2B1_33224	286954
CCDC86_8215	293738
SNRPF_9910	680737
IFNG_8873	25712
PSMB8_9591	24968
CASP9_8204	58918
BHMT2_8144	365972
SELI_33173	362713
ASNS_8091	25612
KCNK2_32939;KCNK2_8944	170899
SYK_9976	25155
COLQ_8358	29755
PPARG_9538;PPARG_9539;PPARG_9537;PPARG_32510	25664
NADK2_32534	365699
VAV3_10150	295378
EMR1_8558	316137
GRIK4_32724	24406
C2_32411	24231
IQGAP3_32777	310621
ECI2_8521	291075
LILRA3_32676	100912499
ARHGEF12_8080	367072
ALOX15_8036	81639
PMM2_9511	302915
CYP1A1_8415	24296
IGF2BP2_8878	303824
APOM_32774	55939
SULT1E1_32446	360268
EXOSC7_8580	316098
SKP1_9831	287280
PDK1_32702	116551
PRC1_9556	308761
CYP2A3_32576	24299
LBR_8986	89789
HSD11B2_32369	25117
SEC24D_32308	310843
LHPP_8998	361663
FSHB_33074	25447
RAD9A_9651	100361529
TSPAN4_32769	293627
HERPUD1_8795	85430
LOXL2_9150	290350
RAI14_9653	294804
DLG3_32844	114202
RIPK3_9712	246240
KPNA1_32317	288064
PZP_9633	252922
SLC25A14_9851	85263
LOC100360856_32354	691414
TERT_9999	301965
S1PR3_32754	306792
EPHX2_33282	65030
DMBT1_32993	170568
CROT_8384	83842
ZFP318_10202	685082
HMG20B_8806	362825
CCL3_32935	25542
PRKAG1_33315	25520
MAOA_32516	29253
CRAT_8375	311849
RPS5_9747	25538
PKIG_9488	266709
CCNA1_8220	295052
MYO10_9278	310178
NID2_32818	302248
EFEMP2_32619	293677
CBR3_8209	304078
MMP11_32712	103694874
TBPL1_9987	689030
TEX10_10002	298065
PWP1_9626	362856
LOC102553917_33088	102553917
ADAT1_7986	690810
DHRS7C_33024	287411
LPL_32544	24539
SLFN2_32654	303380
PPCS_9540	298490
TLR7_33092	317468
ECH1_8516	64526
P4HA2_9407	360526
KRT4_32858	315323
VAPB_10147	60431
TMEM97_10047	303330
AADAC_7934	57300
KNSTRN_33044	311325
SLCO2B1_32680	140860
GNA15_8722	89788
MYH4_32551	360543
SDHB_9797	298596
FAS_8609	246097
MMP2_9238	81686
CDC45_8259	287961
TUBB4B_32847	296554
PDGFA_9446	25266
CDKN1A_8271	114851
UBE2L6_10123	295704
EPHX1_8567	25315
NRROS_32404	303875
CCL11_33230	29397
HEBP1_8792	362454
ANXA1_33262	25380
ATF6B_32767	406169
SMC1A_9897	63996
TP53BP2_10064	305025
ESM1_32480	64536
PLEK_33161	364206
BNIP3L_8155	140923
CD97_8254	361383
KDELR2_8950	304290
CLTC_8337	54241
S100A9_9775	94195
GXYLT1_32793	300173
CDC20_8255	64515
NENF_9296	289380
PLSCR1_9508	117540
ATMIN_8101	315037
HPX_8826	58917
SDS_9798	25044
MAPKAPK3_9194	315994
B4GALT1_8124	24390
RAPGEF2_33109	310533
SERPINA4_9811	246328
TGIF1_10009	316742
WDR7_10170	66031
PAK1IP1_9417	361232
CMTM7_32862	501065
MRPS2_9250	362094
MYOT_32700	100909868
YWHAH_10193	25576
CNN1_32759	65204
EVI2A_32378	685433
TSPAN12_32937	362326
LOC100911177_9074	100911177
EBF3_32730	361668
RFNG_9680	60433
UPK1A_32418	365227
ECD_8515	688968
TDG_33164	114521
ADRB2_7997	24176
EHHADH_8534	171142
TNFAIP8L2_33086	310663
NR1H4_33039	60351
DNM1L_8487	114114
DYRK3_8508	304775
IL10_32454	25325
TF_10003	24825
ATF5_8097	282840
GDAP1_32550	312890
ISOC1_8919	364879
RGD1304728_9682	360560
HADH_8776	113965
ILK_8899	170922
SLC16A7_9838	29735
ACTC1_32706	29275
GSR_8755	116686
FAM129B_32749	362115
SLC34A3_32462	246234
GADD45A_8678	25112
MSRA_9254	29447
GABPB1L_32696	364738
CNKSR3_32548	308113
RBP1_9669	727679
HSPD1_8849	63868
RGD1561778_33259	100909671
CARS2_32316	361184
SCRN1_9789	502776
MAPT_32343	29477
PRKAG2_9563	373545
NHEJ1_9313	363251
ATP5S_8111	362749
PLP2_32738	302562
COMT_32835	24267
RGD1309995_9688	314690
CDC25B_8257	171103
GPNMB_32856	113955
SIX1_32898	114634
PAFAH1B1_9413	83572
ALDH3A2_8024	65183
RAD51_32943	499870
CTTNBP2_33124	282587
GRM3_33234	24416
SLC2A3_32965	25551
AKR1D1_32336	192242
TSR1_10097	100360406
DEPDC1_32321	295538
RNH1_9718	100360501
CSTF2_33009	683927
RHOA_9705	117273
EIF2B3_8540	171145
PRKAA1_9558	65248
MEX3B_33306	308790
LGALS4_32564	25474
LAMP1_33255	25328
SMC3_9899	29486
WDR1_10165	360950
LAMC1_8981	117036
NOL3_9328	85383
CYP26B1_8418	312495
SLC6A8_32561	50690
TIMP1_10022	116510
VPS72_10160	310661
GC_32893	24384
DDX60_8457	100912658
RGD1564480_9694	501620
USP14_10137	291796
NTRK1_33253	59109
CASP8_32959	64044
SLCO1B2_32950	58978
TRDN_32435	59299
CASR_32371	24247
GNAS_32916;GNAS_8726;GNAS_8728;GNAS_8729;GNAS_8727;GNAS_8725	24896
LOC689660_33277	689660
GJB1_8710	29584
NOP58_9344	60373
MAPK12_9186	60352
PSMD4_9599	83499
TOPORS_33193	362501
STXBP1_9968	25558
PRKACA_9561	25636
LOC500013_9124	500013
VARS2_32745	309596
SLC2A5_9864	65197
FAM69A_8605	360906
RRAGA_9750	117044
TNNI1_33096	29388
BCL2A1_8136	170929
DTX3L_8500	498089
AIF1_32886	29427
EXOG_32486	301062
NFIA_9302	25492
JAG1_32778	29146
NDRG2_32998	171114
BCAT2_32849	64203
FKBP10_33287	360627
ARSI_33170	307404
SLCO1A1_9885	50572
SNCA_9908	317274
CNPY3_8345	685174
MVD_9265	81726
RGD1565002_9697	299135
UFM1_10130	365797
CCNB1_8222	25203
SMAD5_9893	59328
PPM1D_33020	287585
SRM_33210	84596
PSME1_9603	29630
SARS_9779	266975
PTPN6_9618	116689
SULT1C3_9971	100910235
LRRC16A_9159	306941
THRB_32521	24831
IQGAP1_8911	361598
FXYD1_33322	58971
CDCA8_33310	500545
ATG3_8099	171415
NR1H3_32917	58852
CLSTN1_8335	313717
PLK4_9505	310344
PIP4K2B_9486	89812
CCNH_8229	84389
SMAD4_9892	50554
PANK1_9421	294088
LOC100362324_9030	100362324
PECR_9456	113956
ATF4_8096	79255
HK1_8805	25058
PCK1_9439	362282
PUF60_9624	84401
COL8A1_33062	304021
SLC7A13_32952	313089
FGF17_8634	29368
PRKCH_9568	81749
SLC13A4_9836	503568
CYP2J4_32580	65210
CACNG1_32367	29658
GUSB_32941	103693015
NEXN_33316	246172
FBLIM1_8615	362650
CDC6_32573	360621
WIPI1_32665	303630
ABCC1_32904	688708
CCNO_32630	499528
NCOA3_9290	84584
ATP6AP1_33058	83615
KCNG1_32546	296395
RFC5_9679	304528
BCL2L11_32608	64547
NUP153_9379	25281
EPB41L2_8564	309557
EMP1_32450	25314
TP53BP1_10063	296099
ST6GAL1_9950	25197
JUN_8938	24516
RUVBL1_9768	65137
VLDLR_32971	25696
LOC100909675_9046	100909675
STRBP_33130	84476
TRIM72_33144	365377
LCP2_33021	155918
PLIN5_9503	501283
SERPINE2_32301	29366
INHA_33038	24504
KHK_8958	25659
CBR1_8208	100360507
PAQR9_9424	315904
RALA_9654	81757
MCPT1L1_32989	100360872
PRKCB_9566	25023
FBXO21_8620	360818
MRPL12_9245	303746
CAMP_33271	316010
FAM183B_33213	287346
PRKCQ_9569	85420
COL14A1_8350	314981
GNRHR_33263	81668
CRKL_8383	287942
HMGA1_8807	117062
PLAU_33051	25619
MICALL1_9229	362958
NOC2L_9327	313777
PRUNE_9582	310664
DEFA5_32324	286995
LOC100361830_9029	100361830
NAAA_32484	497009
NSDHL_9369	309262
KIF23_32798	315740
CDKN2A_8273	25163
LOC501038_9126	501038
SCN7A_32495	64155
TUBB1_33036	679312
TLR4_10030	29260
IFIT2_8867	294091
LOC685020_32775	288568
TESK1_10001	29460
XPO1_32314	85252
FAIM_8596	100362113
CXCL10_8408	245920
MMS22L_33129	313108
SOX4_9920	364712
XPNPEP1_10181	170751
SUMF1_32831	362409
GAPDH_8682	24383
GOLT1B_8738	362460
YKT6_10189	64351
RRP12_9752	679127
CFHR1_8295	289057
NQO1_33055	24314
TUBB6_10106	307351
LOC100909544_32732	294276
NGRN_9311;NGRN_9310;NGRN_9312;NGRN_33016	499191
PTPRCAP_33252	499300
C4BPA_32954	24235
TCRB_32566	24820
FGF13_32529	84488
ELAVL4_32683	432358
VASP_10148	361517
ATP5L_33116	300677
TMEM119_32949	304581
NR1I2_33293	84385
ZW10_10212	363059
RPP38_9741	291317
TCTN1_9996	304486
ABCB1B_7939	24646
SMAD1_32578	25671
MAPK3_9190	50689
BEX4_32358	501624
APOA1_33150	25081
APOD_33207	25239
CRMP1_32485	25415
OLFM1_32405	93667
GAD1_32823	24379
XPC_32852	312560
NARFL_9282	360496
KLHL24_32733	303803
FBLN2_32957	282583
PAK6_9419	296078
ALAS2_8019	25748
STAT5B_9960	25126
SLC51A_33157	303879
ALDH7A1_8028	291450
GCDH_8693	364975
EPRS_8569	289352
GATM_32792	81660
TXLNB_33223	308622
RT1-DA_9760	294269
RFC4_9678	288003
SLC5A6_9881	170551
CPS1_32421	497840
B4GALT2_32592	313536
COL1A2_8353	84352
NRCAM_33205	497815
IDH2_33002	361596
GRB10_8746	498416
ACSS1_32386	296259
LOC684193_9138	684193
SERPINA1_9807	24648
MAPK1_9185	116590
WDR43_10168	362703
WFDC2_10174	286888
TSPAN6_10096	302313
SENP6_9804	300860
COLEC12_32794	361289
CCT7_8237	297406
PXDN_9628	554172
ADH5_7991	100145871
GPATCH4_8740	295228
NFATC3_9299	361400
TCERG1_9992	307474
PDIA6_33272	286906
RBKS_9663	362706
FGFR4_8638	25114
PSRC1_9608	691380
FCGR3A_8626	304966
CXCR4_8411	60628
USP18_10138	312688
CDCA4_8261	500727
MPZL1_9243	360871
ST6GALNAC2_9951	303692
CMTM3_33221	291813
CPA3_8367	54242
STMN1_32298	29332
COL4A2_8356	306628
GMNN_8719	291137
MIF_9231	103694877
HOMER2_8820	29547
LOC685067_9139	685067
PRPF4_9578	298095
ABL1_7952	100909750
KRT19_33154	360626
SVS5_33083	171027
FUCA1_33043	24375
COPA_8359	304978
STX4_9967	81803
CASP7_8203	64026
CD86_32871	56822
AEN_7998	361594
AMH_32496	25378
UBE2A_10117	298317
ST3GAL1_32507	362924
PLG_9501	85253
MAOB_9179	25750
GAS2L3_32431	680280
CYP24A1_32574	25279
BLVRA_8151	116599
MAPK10_32770	25272
AGTR1A_33175	24180
KIF20A_8961	361308
GLYCTK_33141	684314
RASSF4_33075	362423
BPHL_8157	361239
AIMP2_8006	288480
EIF5_8552	295660
TBP_9986	117526
GTF2E2_8766	306516
ARF1_32413	64310
HPN_33226	29135
CFD_33235	54249
POLR2H_32522	100912534
HSPA1L_33069	24963
F2_32334	29251
HADHB_8777	171155
RNASET2_32523	292306
HIF1A_8801	29560
WASF3_10163	682937
GOT1_8739	24401
WARS_33156	314442
TXNL4B_10113	292008
COG7_8349	293456
KCNK1_8942	59324
TFAP2A_10004	306862
CIB1_33206	81823
CREB1_8377	100363500
NEFH_33218	24587
LOC100912282_32604	100912282
BMP6_32921	25644
EP300_32876	170915
RT1-N2_32930	360323
WBSCR22_10164	368084
GFOD1_8704	306842
FBP1_8617	171049
LRRC14B_32520	502225
PIN1_9485	298696
ECI3_8522	291076
IL4R_8896	25084
ACOT2_7969	192272
GFPT1_8705	297417
LYRM1_9169	365361
S100A13_9771	295213
DRAM2_33198	362011
METRN_9221	287151
SELL_32554	29259
CYTB_32443	26192
MYL1_33311	56781
VAMP2_10146	24803
COL6A1_33258	294337
TIMM9_10021;TIMM9_10020;TIMM9_32659	171139
LIN9_9003	689523
KIFC1_8966	294286
LRPAP1_9158	116565
SHB_9824	362513
MYH7_33103	29557
CENPE_8286	362044
APCS_8057	29339
KLKB1_32603	25048
SEMA6D_32964	311384
RUNX1_33176	50662
CLIC1_8331	406864
RSU1_9756	680419
UBQLN2_10128	317396
P2RY10_32285	317219
MYO1F_32715	314654
MGC108823_9225	102549198
RATNP-3B_33299	498659
CNDP2_8341	291394
DNAJB2_8480	689593
RPS27A_32458	100912032
SLC26A3_33280	114629
PLOD2_9506	300901
RPA3_9723	296883
DDR2_32999	685781
MX2_9268	286918
JMJD6_8937	360665
TNNC2_32753	296369
MAPK9_9192	50658
DUSP5_32605	171109
SACM1L_9776	116482
PLEKHJ1_9499	314634
KPNB1_32711	24917
NDN_32953	308690
MYC_9271	24577
GRIN1_32381	24408
NFATC4_9300	305897
FOSL1_8659	25445
COL6A2_32304	361821
DAK_8436	361730
RGD1564420_9693	362919
CD81_32607	25621
SPHK1_32682	170897
SMN1_9902	64301
CSRP3_32915	117505
PIEZO1_33107	361430
MARCKSL1_32320	103689966
SOX2_9919	499593
F5_33079	304929
CTHRC1_32423	282836
CDKN1B_8272	83571
POLA1_33208	85241
VPS37A_10159	290775
IGSF6_8886	171064
TOR1A_10061	266606
RGD1565356_32319	500902
RARRES1_33060	310486
RGD1559459_9690	501907
HIST2H2AA3_8804	499675
PPP2CA_32614;LOC100362453_9031	103694903
CPQ_33239	58952
NCK1_9286	300955
MYH8_32430	252942
TSTA3_10098	300036
EVI2B_32891	100910940
NPL_33133	304860
SLC15A3_32497	246239
CCND3_8225	25193
MX1_9267	24575
GSTP1_8762	24426
CLEC12A_33112	680338
S100A8_9774	116547
GSTM3_8760	108348148
ARHGEF2_8082	310635
CYP2E1_8421	25086
VAT1_10149	287721
CAMK1G_32797	171358
LOC100911668_32482	100912608
LAMC2_8982	192362
ZDHHC6_10196	361771
CCR6_33084	308163
CASP2_8200	64314
IQGAP2_32488	100360623
ITPR1_32307	25262
RRP8_9754	308911
EGR2_32969	114090
CCNB2_8223	100364016
ETS1_8577	24356
GAR1_8683;GAR1_8684	499709
PAF1_9412	361531
GSTA4_8757	300850
ABHD1_7949	313917
RGD1305347_32873	362576
SMAD3_9891	25631
MBOAT7_33082	308309
DPP4_33201	25253
ACADVL_7960	25363
XRCC1_32947	84495
SRFBP1_9940	291469
SCG5_32648	25719
FGG_8639	24367
SLC1A3_32817	29483
PKIB_33180	24678
CESL1_32986	100125372
IGFBP6_33233	25641
GNA11_8720	81662
YME1L1_32545	114217
CHRM3_32786	24260
MKI67_9232	100910502
ZEB2_33022	311071
RT1-DMA_32874	100909593
GPD1_32517	60666
LCN2_32481	170496
SERPINB2_32911	60325
CD80_32896	25408
DPYS_8494	65135
VGLL4_10152	297523
PTGER4_9610	84023
YWHAB_10191	56011
LRRC41_9160	362566
TCEAL1_9991	302593
SLC7A11_9884	310392
CD320_8242	362851
FAT1_8613	83720
USP22_10140	303201
TBC1D10C_32813	361697
FYN_8670	25150
DUSP14_8502	365977
DCN_8441	29139
SLC7A1_9883	25648
SLC35A3_9869	310808
GSTM5_32667	100912430
FN1_8655	25661
CTSK_33244	29175
LOC502894_33269	502894
NCK2_9287	316369
WFS1_10175	83725
PRDX2_32311	29338
RT1-S3_9763	294228
IGFALS_8880	79438
IL36B_33203	362076
CP_8366	24268
ITFG1_8921	171083
BNIP3_8154	84480
ZFP354A_10203	24522
PKM_33240	100364062
GCKR_8698	25658
CSGALNACT2_8391	297554
ZFP395_10206	305972
UBE2D1_10119	361831
FRS2_8665	314850
LRP10_9156	305880
DDX58_8456	297989
CCND2_33278	64033
LCP1_8988	306071
TRAPPC6A_10076	680465
IGHA_8883	314487
NAA10_32633	363518
HSD17B11_8832	289456
ATP11C_33283	317599
ITIH4_32725	54404
LSM3_33166	297455
ACVRL1_32420	25237
POLR1C_9522	301246
CHN3_8312	689153
CTNNAL1_8399	298019
SLC6A13_32644	171163
MLF1_32449	310483
FAM63A_8604	310665
ABCB11_33142	83569
LOC691603_32330	691603
CYP4A2_8426	103690309
ESCO2_32645	290404
DNAJB6_8481	362293
MAP3K4_9182	308106
MYOF_33305	309499
RNPS1_9720	287113
NPEPL1_9353	311671
DBP_8439	60571
FITM1_32465	290223
TYROBP_10115	361537
S100A11_9770	445415
ITPKC_32806	308451
ASF1B_32459	304648
CREBBP_8379	54244
GABBR2_32714	83633
FBXO11_8619	301674
ATP5A1_8108	65262
DAG1_8435	114489
ACOT9_7972	302640
NREP_9364	338475
PSEN2_32895	81751
KDM5B_8955	304809
PAPSS1_9423	295443
AGRN_33146	25592
DCUN1D4_8444	360928
PGRMC1_9467	291948
CYP3A1_32809	100910877
C2CD5_32440	362461
PIH1D1_9478	292898
PAX8_9432	81819
WDTC1_10172	313020
NR2F6_9360	245980
ITGB1BP1_8926	298914
AFP_32524	24177
SLC1A5_32581	292657
PPAN_9534	298699
MRPL19_9246	297372
CYP2F4_8422	54246
FOSB_8658	100360880
SHCBP1_9826	364648
RUP2_9767	619560
SPAG4_32804	83623
CD37_33149	29185
LMO4_32889	362051
SLC27A1_33025	94172
ELOVL3_32452	309449
ARPC1B_32419	54227
AR_32869	79122
ACOX2_32902	252898
CD3G_8245	300678
OLR59_9393	170816
ECI1_8520	29740
CAR5A_32361	54233
MEST_9219	58827
CYP2B3_32867	286953
PROS1_9577	81750
CXCL16_32294	497942
STAR_32299	25557
CYP7A1_8430	25428
HNF1A_32881	24817
SPC24_9924	363028
RAB31_9640	246324
KIF14_8959	360849
PLOD3_9507	288583
CD33_33256	690492
TRIM2_10081	361970
FADS1_8593	84575
CHEK2_8305	114212
MCCC1_32646	294972
NR1I3_32602	65035
APEX1_8058	79116
SLC22A8_9848	83500
LOC100910973_9069	100910973
RBM12B_32289	313069
PNKP_9513	308576
PLA2G4A_9494	100911675
CHDH_8303	290551
STIL_33274	313506
SERPINA9_32303	299274
EIF4B_8549	300253
XDH_10180	497811
TRIM54_32766	362708
FGF1_8633	25317
ACMSD_32377	171385
SAT1_32312	302642
MCM6_9210	29685
CTTN_8406	60465
STAP2_9955	363334
HNF4A_32734	25735
CYP2D1_32660	266684
RBP3_32447	24711
MFAP2_33232	313662
WRB_10178	288233
LOC100366216_9042	100366216
NUDT11_32363	367747
COG2_8347	690961
NFKBIE_9309	316241
BGN_32910	25181
RAB5A_9644	100361891
LGALS1_33266	56646
MCM10_32579	307126
QDPR_9634	64192
PSMD10_9594	116722
RSB66_32897	296610
EXOSC4_8579	300045
RT1-DB1_9761	294270
DUSP3_8504	498003
TMEM50A_10046	298552
LGALS3_8989	83781
ADAM8_7984	499285
SNX11_9911	303493
CCL22_33187	117551
PMP22_32290	24660
CCDC85B_8214	309161
GRIA2_33071	29627
CERK_8293	300129
TRIB1_10078	78969
TLR1_10028	305354
ABCC3_7941	140668
C1R_8171	312705
CASC3_8197	259170
MUT_9264	688517
DDIT3_8449	29467
NRP1_9366	246331
TLR2_10029	310553
ALDH1A1_8022	24188
PACSIN3_9411	311187
GRIN2D_32951	24412
NR1D2_9358	259241
ELAVL1_8554	363854
STUB1_9965	287155
RGD1308428_9687	308509
PPARA_32870	25747
PKLR_9489	24651
CSRNP1_32455	363165
PSMA5_33243	29672
PGAM2_32589	24959
YWHAZ_10194	25578
ALAS1_8018	65155
LRRC17_32500	502715
ITGB5_8928	257645
LOC259245_33313	102548083
AP2S1_8055	65046
GREB1_33127	500633
GAP43_32848	29423
AKR1B8_8013	286921
PF4_32963	360918
CYP2C23_32352	83790
HAAO_8774	56823
MYPN_32601	309760
IFNB1_32501	24481
TOMM34_10055	311621
CYP2C24_32875	499353
TRIAP1_32347	100910137
NIT1_9319	289222
LOC680329_9133	680329
CHAT_32514	290567
TMCO1_10035	289196
PTBP1_32416	29497
SLC35B1_9870	287642
VNN1_10157	29142
NUF2_33136	304951
HAO2_8778	84029
MVP_9266	64681
ATP11B_8102	361929
ACSL6_32382	117243
DNMT3A_8489	444984
IGFBP3_8881	24484
RGD1565775_9698	361980
LYZ2_32611	688047
INS1_32525	24505
HMGCS1_8811	29637
ARNTL_8086	29657
ZFAND2A_10197	360772
FILIP1L_32649	304020
ITPR2_8931	81678
ADAMTS4_33053	66015
ASB12_32919	503446
NPM1_32887	100363637
MYLK_9277	288057
SFN_9820	313017
RET_32982	24716
GSTM2_8759	24424
BIRC3_8147;BIRC2_8146	78971
BTG3_33276	54230
CCT2_8233	299809
BAG3_8129	293524
TAGLN2_9982	102555223
NUP85_9382	287830
PTPRF_9621	360406
PIR_9487	363465
ADO_7995	309732
PYGL_9632	64035
P2RY12_32757	64803
MCPT8L2_32783	408240
RPIA_9725	362383
ZFP36_10204	79426
PHLDA3_33006	363989
POLE2_9520	299112
AEBP1_33321	305494
NIP7_9316	192180
ACLY_7965	24159
HSP90B1_8840	362862
ST3GAL5_9948	83505
CLEC4A3_8330	362431
UGGT2_33061	361091
CAR3_8196	54232
ADCY4_7988	54223
GLIPR1_32487	299783
CASP1_32985	25166
TM9SF2_10032	306197
SLC24A2_32779	84550
KIF18B_32882	303575
PLOD1_33035	116552
MYBPC1_33131	362867
ITGAX_32980	499271
AKAP8L_8009	299569
CLK2_32549	65169
ASS1_33159	25698
TST_33151	25274
CD3D_33153	25710
ACO1_7966	50655
OLFML3_9391	310743
GABRB1_8677	25450
SPDEF_9927	689210
DLD_8474	298942
NOP56_9343	102554284
SRD5A3_9939	305291
FASTKD5_8612	366192
NOTCH4_32539	406162
AMDHD2_8039	302972
LOC100909655_33228	117043
POP4_9529	292831
IGF1_8876	24482
GFPT2_32470	360518
C2CD2_8173	304055
PECAM1_32814	29583
DNMT1_8488	84350
GRIK2_32967	54257
GDF15_33113	29455
KLF6_8969	58954
NCKAP1L_33041	315348
HTRA1_8856	65164
STK10_9962	29398
UBE3C_10127	362294
DPM2_8491	29640
HSD17B7_8834	29540
TRPC6_10091	89823
ARL1_32616	64187
CDK4_8267	94201
PAH_9415	24616
G3BP1_8673	171092
POLR3D_9526	306012
PLCB1_9495	24654
GINS1_8707	499914
TP53_10062	24842
MBL1_9200	24548
ACAA1A_7954	24157
SQSTM1_9937	113894
FXYD5_32701	60338
MFAP4_32762	102553715
LOC100364316_32692	100364316
MCM2_9206	312538
PCSK6_9443	25507
LCK_32705	313050
ITGB2_8927	309684
RPL6_9738	117042
RRM1_32657	685579
HS2ST1_8829	292155
CDK5R1_8268	116671
DNM1_8486	140694
MLEC_9235	304543
RPS6KA1_9748	81771
C1QA_8167	298566
TCF19_9993	406195
OPN4_32609	192223
GNB3_8732	60449
MBL2_32353	64668
SLC26A2_33072	117267
NUDT9_9377	305149
RGD1305928_9683	300207
MAPK14_9188	81649
CPAMD8_8368	103692218
PRKAB1_9560	83803
LDLR_32688	300438
COL4A1_8355	290905
SLC22A1_33065	24904
ALDOA_8032;ALDOA_32991;ALDOA_8030;ALDOA_8031	24189
TMEM176B_33294	171411
PARP9_9429	303905
TSPAN8_33212	171048
CRELD2_8381	362978
LAMP3_32979	303801
IKBIP_32492	314730
LUM_32586	81682
IRF7_8913	293624
F10_8585	29243
NFIL3_9304	114519
CYP2C11_32593	29277
HBEGF_32498	25433
IL1B_8892	24494
SLC25A46_9858	291709
STS_9964	24800
FGFR2_8637	25022
MGC112715_33057	690899
PPP3CB_32635	24675
SORL1_32956	300652
BAK1_33110	116502
ATP6V0D1_33093	291969
AKR7A2_8014	171445
GLYAT_32740	293779
RT1-CE5_32445;RT1-CE10_32808	309607
BAD_8128	64639
TYMS_32803	29261
RNMT_9719	291534
ABAT_32557	81632
ITGAL_8924	308995
CSNK2A2_8395	307641
SULT1C2A_9970	501084
CHEK1_8304	140583
SLC25A27_32933	85262
TES_10000	500040
OAS1A_9388	192281
MKNK1_9234	500526
GPX7_33289	298376
PARP12_9426	362343
LTBP1_33264	59107
LSS_9163	81681
F3_32469	117258
ECHDC3_8518	684538
RDH7_9672	360420
FAM103A1_33078	293058
NR1D1_9357	252917
RGD1307929_9686	303280
SYTL2_32351	361604
FHL2_8642	63839
NEURL3_9298	316326
SRC_9938	83805
WDR61_10169	363064
PTPLAD1_9615	300783
HHATL_32722	301073
THBD_32575	83580
BLMH_8150	287552
ATF1_8094	315305
PTK2_9613	25614
RAB27A_9638	50645
FDPS_8629	83791
POSTN_9532	361945
TLK2_10027	303592
PSME2_9604	100362709
RPS6_32332	100911372
ACOT1_7968	50559
ARHGDIB_32723	362456
SQLE_9935	29230
ACOT12_32718	170570
MCOLN1_9212	288371
MELK_9218	362510
UNC93B1_10134	361689
ITIH1_33132	306251
PDLIM1_9452	54133
KAT6A_8940	306571
GMFG_32344	113940
SLCO1A2_9886	170698
MMP1_9237	300339
PSMF1_9605	689852
AMY1A_8041	24203
SLC26A1_9859	64076
FOXO4_8663	302415
LOC100911553_9082	100911553
ELAC2_8553	282826
UBA3_32850	117553
PRKX_9570	501563
AQP2_32968	25386
CD68_8251	287435
TIMP2_10023	29543
KLRA17_33064	494206
CDCA3_8260	297594
ASPM_8092	289054
PYGM_32527	24701
SLC37A4_9871	29573
PRR15L_9579	688163
LPIN1_32940	313977
PAPD7_9422	306672
LOC498453_32857	498453
FCGR1A_32326	295279
ALDOB_8033	24190
GSTA2_8756	494499
SPN_32509	24796
PCCB_9437	24624
TNNI2_32751	29389
POLR3B_32505	362858
ETV1_8578	362733
APPBP2_8068	303396
PNO1_9515	289809
SLC27A2_9860	65192
CCDC92_8216	117252
PPARD_9536	25682
TRIM59_10085	365813
ZCCHC18_32845	102555659
SUPV3L1_9975	294385
AHRR_32460	498999
MSMO1_9252	140910
SOCS3_32863	89829
LOC102551660_9116	102551660
E2F2_8510	684111
IRAK3_8912	314870
TOP2A_10059	360243
CASK_8198	29647
PCOLCE_32370	29569
MNAT1_9239	266713
SOAT1_33217	81782
SMC4_9900	295107
CHRNA4_32417	25590
B3GNT2_32526	305571
ICMT_8860	170818
MAPKAPK2_9193	289014
SERPINC1_32513	304917
FEZ2_8631	94269
S100A4_9772	24615
PSMC1_32624	117263
PIK3CA_9482	170911
HSD3B_8835	360348
SYNE2_9977	366669
CYP1B1_32710	25426
ANXA2_32713	56611
UGT2B15_33121	29623
RAC1_9645	364303
SMNDC1_33297;SMNDC1_9903	287768
H2AFZ_33045	58940
UGDH_10131	83472
URAD_32538	684055
TIPARP_10024	310467
KMO_8974	59113
CCDC80_8213	64387
WNT1_32877	24881
LOC102555634_32355	102555634
F11R_8586	116479
ADSL_32625	315150
VEGFB_32839	89811
SLC6A1_32594	79212
RACGAP1_9647	315298
LY96_9166	448830
HMGB2_8808	29395
POLR2K_9525	100363176
ONECUT1_32438	25231
PPOX_9542	289219
REEP5_9673	364838
TRMT6_10088	311441
JAK1_8934	84598
FLNA_8651	293860
RGD1562997_32695	291773
DDR1_8451	25678
DCXR_8445	171408
UBE2T_10125	360847
CCNC_32560	114839
HSPA1A_8841;HSPA2_32402;HSPA1B_8842	294254
TMEM109_10038	361732
ATIC_8100	100910688
RGS1_33288	54289
PLA1A_9490	85311
TXNDC9_10111	280671
RRS1_9755	297784
SKP2_32453	294790
COL5A1_8357	85490
HSDL2_8837	313200
KNTC1_8976	304477
IL20_32840	681112
PFKP_32690	60416
GRB14_32726	58844
RFC2_9676	116468
AGMO_33265	362732
ARNT_32339	25242
C1QB_8168	29687
TNFRSF12A_10049	302965
SELP_32741	25651
CEBPB_8281;CEBPB_8280;CEBPB_32843;CEBPB_8282	24253
MAP1LC3A_33215	362245
ACADL_32776	25287
TM9SF3_10033	309475
POLD4_9519	361698
FBXL12_8618	313782
SLC51B_32490	300790
IGH-6_32666	299357
SNURF_33140	113938
ARHGAP30_32923	498282
