Category ID ID	Category Name	Category Component
276	cluster_276	294324
276	cluster_276	294508
276	cluster_276	294508
276	cluster_276	294520
276	cluster_276	29556
276	cluster_276	29556
276	cluster_276	29556
276	cluster_276	295965
276	cluster_276	296083
276	cluster_276	296083
276	cluster_276	296136
276	cluster_276	296136
276	cluster_276	296136
276	cluster_276	296184
276	cluster_276	296199
276	cluster_276	296199
276	cluster_276	296271
276	cluster_276	296271
276	cluster_276	296271
276	cluster_276	296985
276	cluster_276	297444
276	cluster_276	297867
276	cluster_276	297867
276	cluster_276	297867
276	cluster_276	297867
276	cluster_276	298524
276	cluster_276	298524
276	cluster_276	298657
276	cluster_276	300122
276	cluster_276	300317
276	cluster_276	300317
276	cluster_276	300713
276	cluster_276	300759
276	cluster_276	300759
276	cluster_276	301295
276	cluster_276	303382
276	cluster_276	303382
276	cluster_276	303382
276	cluster_276	303592
276	cluster_276	303592
276	cluster_276	303592
276	cluster_276	303753
276	cluster_276	303753
276	cluster_276	303753
276	cluster_276	303753
276	cluster_276	304816
276	cluster_276	304944
276	cluster_276	304947
276	cluster_276	304947
276	cluster_276	305012
276	cluster_276	305586
276	cluster_276	305586
276	cluster_276	305586
276	cluster_276	305586
276	cluster_276	305938
276	cluster_276	306129
276	cluster_276	306129
276	cluster_276	306129
276	cluster_276	306353
276	cluster_276	308004
276	cluster_276	308004
276	cluster_276	308381
276	cluster_276	308387
276	cluster_276	308420
276	cluster_276	308458
276	cluster_276	308738
276	cluster_276	308738
276	cluster_276	308870
276	cluster_276	308870
276	cluster_276	308990
276	cluster_276	308990
276	cluster_276	308990
276	cluster_276	309001
276	cluster_276	309001
276	cluster_276	309001
276	cluster_276	309095
276	cluster_276	309179
276	cluster_276	309307
276	cluster_276	309307
276	cluster_276	309307
276	cluster_276	309389
276	cluster_276	309458
276	cluster_276	309458
276	cluster_276	309762
276	cluster_276	310040
276	cluster_276	310040
276	cluster_276	310040
276	cluster_276	310040
276	cluster_276	310040
276	cluster_276	310526
276	cluster_276	310526
276	cluster_276	310526
276	cluster_276	310638
276	cluster_276	310638
276	cluster_276	310638
276	cluster_276	310638
276	cluster_276	310638
276	cluster_276	310749
276	cluster_276	310749
276	cluster_276	310849
276	cluster_276	311183
276	cluster_276	311183
276	cluster_276	311183
276	cluster_276	311491
276	cluster_276	312312
276	cluster_276	312312
276	cluster_276	313254
276	cluster_276	314306
276	cluster_276	314306
276	cluster_276	314622
276	cluster_276	314622
276	cluster_276	314622
276	cluster_276	314622
276	cluster_276	314627
276	cluster_276	315265
276	cluster_276	315265
276	cluster_276	316424
276	cluster_276	316539
276	cluster_276	316539
276	cluster_276	316539
276	cluster_276	316539
276	cluster_276	360519
276	cluster_276	361063
276	cluster_276	361063
276	cluster_276	361552
276	cluster_276	361629
276	cluster_276	361629
276	cluster_276	361699
276	cluster_276	361699
276	cluster_276	362267
276	cluster_276	362346
276	cluster_276	362346
276	cluster_276	362346
276	cluster_276	362580
276	cluster_276	362598
276	cluster_276	362829
276	cluster_276	362829
276	cluster_276	363455
276	cluster_276	363538
276	cluster_276	364403
276	cluster_276	364403
276	cluster_276	364706
276	cluster_276	364706
276	cluster_276	364712
276	cluster_276	364712
276	cluster_276	364712
276	cluster_276	364712
276	cluster_276	364712
276	cluster_276	364712
276	cluster_276	365352
276	cluster_276	365352
276	cluster_276	366631
276	cluster_276	366631
276	cluster_276	497198
276	cluster_276	497198
276	cluster_276	497198
276	cluster_276	497198
276	cluster_276	498297
276	cluster_276	498297
276	cluster_276	498297
276	cluster_276	498406
276	cluster_276	498406
276	cluster_276	499264
276	cluster_276	499421
276	cluster_276	499745
276	cluster_276	499745
276	cluster_276	499745
276	cluster_276	500244
276	cluster_276	500244
276	cluster_276	500244
276	cluster_276	500244
276	cluster_276	500244
276	cluster_276	500244
276	cluster_276	500244
276	cluster_276	500244
276	cluster_276	501546
276	cluster_276	501546
276	cluster_276	501546
276	cluster_276	58814
276	cluster_276	58814
276	cluster_276	60583
276	cluster_276	619476
276	cluster_276	64512
276	cluster_276	64532
276	cluster_276	64532
276	cluster_276	64637
276	cluster_276	64637
276	cluster_276	65023
276	cluster_276	65023
276	cluster_276	65146
276	cluster_276	65153
276	cluster_276	65153
276	cluster_276	654441
276	cluster_276	66027
276	cluster_276	66027
276	cluster_276	66027
276	cluster_276	66027
276	cluster_276	66027
276	cluster_276	680404
276	cluster_276	680404
276	cluster_276	680404
276	cluster_276	680404
276	cluster_276	680404
276	cluster_276	681287
276	cluster_276	681287
276	cluster_276	682930
276	cluster_276	685664
276	cluster_276	685664
276	cluster_276	685664
276	cluster_276	685879
276	cluster_276	685879
276	cluster_276	686432
276	cluster_276	686432
276	cluster_276	689791
276	cluster_276	689791
276	cluster_276	690326
276	cluster_276	691468
276	cluster_276	691572
276	cluster_276	78974
276	cluster_276	81735
276	cluster_276	81735
276	cluster_276	81735
276	cluster_276	81735
276	cluster_276	81735
276	cluster_276	81735
276	cluster_276	81817
276	cluster_276	81817
276	cluster_276	81817
276	cluster_276	83518
276	cluster_276	83518
276	cluster_276	83686
276	cluster_276	83686
276	cluster_276	83686
276	cluster_276	83805
276	cluster_276	83805
276	cluster_276	83805
276	cluster_276	83805
276	cluster_276	84023
276	cluster_276	84023
276	cluster_276	84030
276	cluster_276	84030
276	cluster_276	85471
276	cluster_276	85471
277	cluster_277	100125373
277	cluster_277	100125373
277	cluster_277	117280
277	cluster_277	117280
277	cluster_277	140934
277	cluster_277	170906
277	cluster_277	26295
277	cluster_277	26295
277	cluster_277	26295
277	cluster_277	286970
277	cluster_277	288308
277	cluster_277	288308
277	cluster_277	288308
277	cluster_277	290633
277	cluster_277	290851
277	cluster_277	290851
277	cluster_277	290851
277	cluster_277	294408
277	cluster_277	294408
277	cluster_277	294408
277	cluster_277	294408
277	cluster_277	29560
277	cluster_277	29560
277	cluster_277	297411
277	cluster_277	297411
277	cluster_277	297942
277	cluster_277	297942
277	cluster_277	297942
277	cluster_277	299256
277	cluster_277	299256
277	cluster_277	299811
277	cluster_277	299811
277	cluster_277	299811
277	cluster_277	299811
277	cluster_277	299811
277	cluster_277	300078
277	cluster_277	300078
277	cluster_277	303433
277	cluster_277	303470
277	cluster_277	305918
277	cluster_277	307491
277	cluster_277	307491
277	cluster_277	308592
277	cluster_277	308775
277	cluster_277	309391
277	cluster_277	309391
277	cluster_277	309391
277	cluster_277	310682
277	cluster_277	311487
277	cluster_277	311487
277	cluster_277	313138
277	cluster_277	313138
277	cluster_277	314243
277	cluster_277	314523
277	cluster_277	314949
277	cluster_277	315394
277	cluster_277	316810
277	cluster_277	361946
277	cluster_277	361946
277	cluster_277	362007
277	cluster_277	362007
277	cluster_277	362173
277	cluster_277	362173
277	cluster_277	362173
277	cluster_277	362173
277	cluster_277	362173
277	cluster_277	362224
277	cluster_277	362224
277	cluster_277	362260
277	cluster_277	362264
277	cluster_277	362264
277	cluster_277	362264
277	cluster_277	362304
277	cluster_277	362304
277	cluster_277	362375
277	cluster_277	366431
277	cluster_277	366532
277	cluster_277	500584
277	cluster_277	500981
277	cluster_277	60443
277	cluster_277	60443
277	cluster_277	60443
277	cluster_277	64013
277	cluster_277	685425
277	cluster_277	691501
277	cluster_277	691501
277	cluster_277	691501
278	cluster_278	114113
278	cluster_278	114638
278	cluster_278	114638
278	cluster_278	114638
278	cluster_278	114638
278	cluster_278	116546
278	cluster_278	117515
278	cluster_278	117515
278	cluster_278	171015
278	cluster_278	171337
278	cluster_278	171435
278	cluster_278	171566
278	cluster_278	24400
278	cluster_278	24400
278	cluster_278	25308
278	cluster_278	25530
278	cluster_278	25530
278	cluster_278	25576
278	cluster_278	259275
278	cluster_278	282845
278	cluster_278	287475
278	cluster_278	287475
278	cluster_278	287828
278	cluster_278	287828
278	cluster_278	288669
278	cluster_278	288921
278	cluster_278	289820
278	cluster_278	289820
278	cluster_278	289820
278	cluster_278	290939
278	cluster_278	290997
278	cluster_278	290997
278	cluster_278	290997
278	cluster_278	291293
278	cluster_278	291733
278	cluster_278	291733
278	cluster_278	291733
278	cluster_278	29186
278	cluster_278	292305
278	cluster_278	292624
278	cluster_278	293570
278	cluster_278	294667
278	cluster_278	294800
278	cluster_278	295457
278	cluster_278	295457
278	cluster_278	295457
278	cluster_278	296119
278	cluster_278	296136
278	cluster_278	296136
278	cluster_278	296136
278	cluster_278	296731
278	cluster_278	297530
278	cluster_278	297627
278	cluster_278	298032
278	cluster_278	298370
278	cluster_278	298598
278	cluster_278	298598
278	cluster_278	298762
278	cluster_278	299899
278	cluster_278	299899
278	cluster_278	299971
278	cluster_278	300253
278	cluster_278	300253
278	cluster_278	300258
278	cluster_278	300258
278	cluster_278	300838
278	cluster_278	301511
278	cluster_278	301511
278	cluster_278	302808
278	cluster_278	304490
278	cluster_278	305420
278	cluster_278	305420
278	cluster_278	305458
278	cluster_278	307667
278	cluster_278	307667
278	cluster_278	309196
278	cluster_278	309196
278	cluster_278	310653
278	cluster_278	310775
278	cluster_278	310785
278	cluster_278	310785
278	cluster_278	311111
278	cluster_278	311204
278	cluster_278	311857
278	cluster_278	311857
278	cluster_278	313067
278	cluster_278	313067
278	cluster_278	314730
278	cluster_278	314730
278	cluster_278	314787
278	cluster_278	315549
278	cluster_278	360564
278	cluster_278	360564
278	cluster_278	360564
278	cluster_278	360650
278	cluster_278	360650
278	cluster_278	360725
278	cluster_278	360854
278	cluster_278	360905
278	cluster_278	360905
278	cluster_278	360905
278	cluster_278	360905
278	cluster_278	360915
278	cluster_278	360915
278	cluster_278	360915
278	cluster_278	360947
278	cluster_278	360947
278	cluster_278	360980
278	cluster_278	360980
278	cluster_278	360985
278	cluster_278	361517
278	cluster_278	362169
278	cluster_278	362182
278	cluster_278	362182
278	cluster_278	362182
278	cluster_278	362401
278	cluster_278	362483
278	cluster_278	362737
278	cluster_278	362740
278	cluster_278	362788
278	cluster_278	362788
278	cluster_278	362857
278	cluster_278	362987
278	cluster_278	363272
278	cluster_278	363886
278	cluster_278	364137
278	cluster_278	365355
278	cluster_278	365355
278	cluster_278	366468
278	cluster_278	366697
278	cluster_278	367328
278	cluster_278	494322
278	cluster_278	498538
278	cluster_278	500040
278	cluster_278	500040
278	cluster_278	501203
278	cluster_278	502228
278	cluster_278	54319
278	cluster_278	54395
278	cluster_278	56611
278	cluster_278	56611
278	cluster_278	57027
278	cluster_278	60562
278	cluster_278	60562
278	cluster_278	63994
278	cluster_278	63994
278	cluster_278	64185
278	cluster_278	64185
278	cluster_278	64465
278	cluster_278	64465
278	cluster_278	64630
278	cluster_278	64630
278	cluster_278	64639
278	cluster_278	682988
278	cluster_278	686765
278	cluster_278	691031
278	cluster_278	691031
278	cluster_278	691031
278	cluster_278	691149
278	cluster_278	691849
278	cluster_278	692032
278	cluster_278	81714
278	cluster_278	81714
278	cluster_278	81732
278	cluster_278	81732
278	cluster_278	81732
278	cluster_278	81778
278	cluster_278	81823
278	cluster_278	83684
278	cluster_278	83841
278	cluster_278	84351
278	cluster_278	84351
278	cluster_278	85261
278	cluster_278	94340
278	cluster_278	94340
279	cluster_279	170818
279	cluster_279	170818
279	cluster_279	171043
279	cluster_279	171045
279	cluster_279	171052
279	cluster_279	171572
279	cluster_279	171572
279	cluster_279	24640
279	cluster_279	24640
279	cluster_279	24640
279	cluster_279	24640
279	cluster_279	25556
279	cluster_279	25556
279	cluster_279	287940
279	cluster_279	290537
279	cluster_279	290537
279	cluster_279	290537
279	cluster_279	290537
279	cluster_279	290537
279	cluster_279	290626
279	cluster_279	290626
279	cluster_279	295062
279	cluster_279	306129
279	cluster_279	306129
279	cluster_279	306129
279	cluster_279	307924
279	cluster_279	308561
279	cluster_279	313593
279	cluster_279	362298
279	cluster_279	366507
279	cluster_279	366507
279	cluster_279	367072
279	cluster_279	367072
279	cluster_279	367072
279	cluster_279	500638
279	cluster_279	58936
279	cluster_279	84410
279	cluster_279	84410
279	cluster_279	84410
279	cluster_279	84410
280	cluster_280	100036765
280	cluster_280	100036765
280	cluster_280	100359879
280	cluster_280	100359879
280	cluster_280	100359879
280	cluster_280	100361389
280	cluster_280	100361389
280	cluster_280	100361588
280	cluster_280	100363236
280	cluster_280	100366273
280	cluster_280	100366273
280	cluster_280	113918
280	cluster_280	113918
280	cluster_280	113927
280	cluster_280	113927
280	cluster_280	113927
280	cluster_280	113927
280	cluster_280	113937
280	cluster_280	114028
280	cluster_280	114103
280	cluster_280	114216
280	cluster_280	114492
280	cluster_280	114493
280	cluster_280	114700
280	cluster_280	114906
280	cluster_280	114906
280	cluster_280	116506
280	cluster_280	116506
280	cluster_280	116653
280	cluster_280	116653
280	cluster_280	116777
280	cluster_280	117064
280	cluster_280	117262
280	cluster_280	117262
280	cluster_280	117262
280	cluster_280	117557
280	cluster_280	117557
280	cluster_280	117557
280	cluster_280	117557
280	cluster_280	117557
280	cluster_280	117557
280	cluster_280	117557
280	cluster_280	117557
280	cluster_280	117557
280	cluster_280	117557
280	cluster_280	117557
280	cluster_280	140610
280	cluster_280	140945
280	cluster_280	140945
280	cluster_280	140945
280	cluster_280	155268
280	cluster_280	170567
280	cluster_280	170925
280	cluster_280	170928
280	cluster_280	170928
280	cluster_280	171011
280	cluster_280	171075
280	cluster_280	171075
280	cluster_280	171088
280	cluster_280	171106
280	cluster_280	171297
280	cluster_280	171297
280	cluster_280	171297
280	cluster_280	171378
280	cluster_280	171378
280	cluster_280	171412
280	cluster_280	171436
280	cluster_280	171443
280	cluster_280	171496
280	cluster_280	171500
280	cluster_280	171500
280	cluster_280	171500
280	cluster_280	171500
280	cluster_280	171551
280	cluster_280	171551
280	cluster_280	171551
280	cluster_280	171551
280	cluster_280	171551
280	cluster_280	171574
280	cluster_280	171574
280	cluster_280	192213
280	cluster_280	192213
280	cluster_280	192251
280	cluster_280	24167
280	cluster_280	24167
280	cluster_280	24167
280	cluster_280	24185
280	cluster_280	24185
280	cluster_280	24185
280	cluster_280	24192
280	cluster_280	24192
280	cluster_280	24224
280	cluster_280	24246
280	cluster_280	24246
280	cluster_280	24246
280	cluster_280	24283
280	cluster_280	24336
280	cluster_280	24336
280	cluster_280	24336
280	cluster_280	24379
280	cluster_280	24379
280	cluster_280	24387
280	cluster_280	24391
280	cluster_280	24397
280	cluster_280	24397
280	cluster_280	24457
280	cluster_280	24500
280	cluster_280	24520
280	cluster_280	246138
280	cluster_280	246153
280	cluster_280	246153
280	cluster_280	246153
280	cluster_280	246153
280	cluster_280	246153
280	cluster_280	246153
280	cluster_280	246271
280	cluster_280	246301
280	cluster_280	24681
280	cluster_280	24768
280	cluster_280	24768
280	cluster_280	24918
280	cluster_280	24926
280	cluster_280	24943
280	cluster_280	25037
280	cluster_280	25037
280	cluster_280	25037
280	cluster_280	25041
280	cluster_280	25148
280	cluster_280	25248
280	cluster_280	25248
