ID	S4P1_C10	S4P1_D10	S4P1_B10	S4P1_A11	S4P1_F10	S4P1_G10	S4P1_H10	S4P1_E11	S4P1_C11	S4P1_D11	S4P1_B11	S4P1_G11	S4P1_A12	S4P1_F11	S4P1_H11	S4P1_D12	S4P1_B12	S4P1_C12	S4P1_E12	S4P2_D01	S4P1_H12	S4P1_F12	S4P1_G12	S4P2_F01	S4P2_H01	S4P2_G01	S4P2_E01	S4P2_G02	S4P2_F02	S4P2_D02	S4P2_E02	S4P2_B03	S4P2_H02	S4P2_C03	S4P2_A03
FBXO7_8621	4.16551314515162	4.33519371833896	4.48208868525131	4.01435378199635	4.32926613911564	4.43755699329698	4.52642378808484	4.70885664719415	4.24232580028746	4.38607148248956	4.43159633619511	4.32529624816719	4.12849195651358	4.59076611701792	4.2141862448965	4.36644753266607	4.72954117616981	4.35562874936837	4.30320430685397	4.12835795086095	4.46846812264619	4.43380996745649	3.99315437107924	4.24823041245474	4.42402172417387	4.24309055551493	4.63677588940704	4.34019126440491	4.48059937704802	4.14505010435831	4.3300877747659	3.99156514234491	4.30841138295141	4.44144863062935	3.91721338990915
SLC2A1_9862	3.67029432549357	3.76143874661572	3.31505659769944	3.93120171211138	3.18130322692243	3.74430824900026	3.15809994056431	3.47885610124812	3.41818043648109	2.85232850416965	2.72522170662405	3.77587560058349	3.20870507631212	3.13464767270704	3.78923850324611	2.73177032492695	3.23164046618709	3.01452991727791	3.68054338815382	3.36105808425117	2.8387841762462	2.76689303248463	2.61971732709388	3.34847449339978	3.26044232921338	2.96783856816273	3.78263606126725	2.79732031769108	4.2271368693521	3.76271284164324	3.02563233138697	3.4512530886154	3.37944724355486	4.19718897580013	3.46256298906738
SOD1_33183	11.3369600145291	11.2119756199791	11.2470767932334	11.1707496988451	11.196796221678	11.6869963643404	11.3513768948092	11.441602641424	11.3034422200255	11.282213647545	11.5506226946237	11.4072660860107	11.3123934742333	11.3677228017959	11.3820073500646	11.1323923784527	11.481086738387	11.466123408554	11.3747458096192	10.8609059432823	10.9982532915147	11.3014293417474	10.6260725266593	11.1107762568699	11.5302908971876	11.4113146377313	11.0742485182125	11.1105484761703	11.254355850514	11.3081279268142	11.4765814101252	11.4631873548018	11.0212394552129	11.5191424575182	11.5971280825617
NFKB1_9305	4.97732892914185	5.06313017716226	4.91970881612124	4.73163562413871	5.09136865325888	4.77114237249075	4.91786565288407	4.85899337897806	5.1652586111207	5.40157171021576	5.10469076549741	4.94202919493774	4.85565343957725	5.00586657099552	4.61354096345552	5.09255465939684	5.11159134363978	4.98184995619676	4.78279092111154	4.89991851084626	5.03743206875538	4.96316459757407	4.89817252656038	4.97712207512937	5.1156515575846	4.85196946288586	4.93739943146523	4.73098542354697	4.73838837217779	5.12176872811119	4.76854660341309	4.86577788707734	4.4751524241178	4.83266879964996	4.56356037711944
PNP_9516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP30_32923	1.85077104932209	1.61141262962846	2.15161952057025	1.23732534474836	2.40726379646476	2.25035222639253	2.23742981639794	1.57806661009885	1.9660534481888	2.62870556315279	1.97817479812367	2.22517867406945	1.85372935986067	1.17329226022809	1.25168017415963	1.68168046509764	1.92515817850296	2.47302246449668	1.2878864219704	1.2473595607011	2.40085511417982	2.34041517589561	2.61971732709388	2.10663482687463	1.86427588401502	1.35596762389425	1.16030627097617	2.05338382887783	2.20069798326659	2.01255598974459	1.8886596322266	1.96293035516704	2.21453558865241	1.18207510592252	1.5141364250155
NCK1_9286	4.77241268461189	4.46020965059148	4.85251976496524	4.47697976910675	4.65614080841987	4.810315985092	4.68764388771719	4.47123575910397	4.64285031357436	4.8884797689015	4.83433493185446	4.50588932477099	4.88540638878328	4.19554883109559	4.19876743619487	4.88062910394001	4.69099476067128	4.84890472291732	4.42439483342413	4.43369246367805	4.73806338063835	4.7305412032573	4.59444903397768	4.73984729566534	4.6683390551221	5.00870862592305	4.48591049381186	4.67277025291136	4.68174491632554	4.91961321291797	4.5834431570471	4.66848621206975	4.33033875883509	4.41308394886735	4.34378384442285
GRIN2D_32951	0.334216890417257	0.542782753850089	0	0	0.343739881873561	0	0	0.287629186287187	0.312953495655495	0	0.341721149657739	0.415924618063461	0.487697334717794	0.323141213627383	0	0.316533764211639	0.432663471335466	0	0.36551355615929	0.426013826409418	0	0.660509293999166	0	0.451465249537323	0	0.475003763857558	0	0	0.598231376486663	0	0.471062625058095	0.87038564833162	0	0	0
E2F7_32903	0.833561065257748	0	0	0	0	0	0.580539453412771	0	0.312953495655495	0	0	1.00177369241165	0.487697334717794	0	0	0	0	0	0.36551355615929	0	0	0.367729187667851	0	0.451465249537323	0	0	0	0	0	0.283072115932129	0	0.499859415645754	0	0	0
SERPINA4_9811	12.5147119794795	12.4009141313795	12.3999487849858	12.6799429442775	12.5802887623668	12.7107528236336	12.4314484563739	12.4423158617998	12.6351993430528	12.3902811497952	12.4445136099267	12.4245574169792	12.5438855930734	12.5277161684737	12.6236182760128	12.4715536708912	12.253281816568	12.3043028051109	12.7989702979442	12.848680638202	12.3301034697301	12.335261743878	12.7897933277845	12.4282791658746	12.458997361642	12.5061747064389	12.4529840416159	12.3638229700558	12.3074683553411	12.3447476498166	12.5535557380429	12.4962972913796	12.3836310629357	12.5131662429771	12.5494358736465
ARSI_33170	0	0	0.426883351278297	0	0	0	0	0	0	0	0	0	0	0	0.259799447700094	0.316533764211639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS28_10158	7.69130176646528	7.74973331846355	7.6686287589649	7.29160965419567	7.71085872866059	7.67724786584993	7.82279884117572	7.64234124442001	7.63074083949132	7.76496060734056	7.67140713700281	7.52185120067981	7.95626640143658	7.71511035283996	7.51974500569028	7.71610378918839	7.75308292193941	7.74102956845723	7.542279115869	7.71090555997469	7.58732283645291	7.75573758173271	7.87431656410645	7.55192820202995	7.65137104660002	7.74471418431011	7.73760819962619	7.64276996358083	7.53308558981783	7.50446458939692	7.61751747536782	7.67754540840359	7.49938322116018	7.53145334570288	7.49735460720131
SLC26A3_33280	0.334216890417257	1.8124113598243	1.44447172960463	0.929846747849634	0.343739881873561	0	1.57610280411325	0.732832016422839	0.97745794732864	0.697920573380675	1.87683145330541	1.41725427427922	1.77113775767161	0	0.670783021959456	1.44219735697157	0	0.59051497609579	0.36551355615929	1.02186977422901	1.04983303842133	1.11188667867178	1.02095320246569	0.794816513558347	0.992999894974256	0.831750547576212	1.40421190580935	0.765682575434371	0.329904055835976	0.519608689497314	0.659189401105895	1.16493252242043	0.382327988228898	0.884417709914899	1.31325887660975
EGFR_8531	4.36120464095478	3.16890598359428	3.98240320743362	4.01435378199635	3.79846726299415	3.66103911928416	4.05357724346599	3.85385564440653	3.57303159269379	3.91670656878735	3.76145284435324	3.91019972619594	3.38568209268384	3.8129786526477	3.78923850324611	3.70281375882451	3.72686485797406	3.94624877762952	3.94645089374545	3.94744965829681	3.79113505261616	4.03447753917877	3.3594274724	3.90325789794841	4.3085987229084	3.9655136535997	3.5488996251394	3.5671438503704	4.37737319186072	4.01567798669678	4.16910101747731	3.95351218086822	4.09444744395164	3.68305316285624	3.68708079182047
CIAPIN1_8319	4.01079671370855	3.34135882209361	3.78031775357688	3.26276377835767	3.77029802337152	3.47852830317105	3.60249096029703	3.80913980832311	3.93476614888367	3.74881542584937	3.44478625517447	3.54756218934873	3.4131771860791	3.2533467151411	3.44169761019139	3.88154267561009	3.97162360534139	3.60018068209369	3.97318401249432	4.15642078887828	3.8724545533842	3.81397729349118	4.16854399565275	3.71426044585046	4.07425783981012	3.83363321708314	3.44365831834395	3.12133312979582	3.79144830735997	3.66747114438107	3.56213757079759	2.93077747932086	3.20053150945903	3.72980085298952	2.34591059407007
IGF1_8876	5.20850247390792	4.91809531599057	4.86961265300901	5.27749472357961	4.47601367542714	4.75114932652914	5.17688082628435	5.07269085573698	4.46438052989304	4.75079630043751	5.39777570685072	5.03318415268612	4.25544235971178	4.7337478276728	4.98109453953559	5.07165718802661	5.80494483971463	5.10357123020072	5.13027766715383	4.23747558774863	4.87591230706578	5.29727485222888	3.68217791553249	4.75955073141697	5.32021601004803	4.63140889330625	4.48591049381186	5.09838059003474	4.81939008284881	4.80121631977272	4.96860732135589	4.46714014582281	4.97013325814	4.52334266529291	4.92263521040932
TNFRSF21_10050	0.334216890417257	0	0	0	0	0.460269707557057	0.319275894067856	0	0	1.0264046671643	0.617801655647949	0.415924618063461	0.264359302788946	0	0	0	0	0	0	0	0	0.367729187667851	1.02095320246569	0.794816513558347	0	0.256963440712113	0	0.765682575434371	0.329904055835976	0.900824482458996	0.254672678053699	0	0.684268381756399	0	0.455497521588004
AP3M1_32866	5.87315203099489	6.21554555493722	5.85334295969913	5.48851727109215	6.05261629920516	6.15531233088362	5.75511962290785	6.14853915917119	5.85619731751899	5.77382701103262	6.12283341339875	6.03323835249324	5.95733813521101	6.02277037929123	5.76219752223532	6.17776742977497	6.11261685874715	6.32016561455328	5.93014010224894	5.97344905003254	5.88418873123222	5.89128239349353	5.75507056036327	5.70245092369971	6.20854694513669	6.04268783123903	5.97159954346127	5.88543913898582	5.91530050127104	6.14576271205743	5.9855005150608	5.99863590795788	5.64840326522647	5.85008178206247	5.86228682212736
PPAN_9534	7.09063771138569	6.66521567338976	6.68538772710648	6.69348120148537	6.40839125639866	6.28611957977223	6.30427024141017	6.50107110585134	6.73305578519947	6.15592415950737	6.34305717318151	6.27028576170845	6.88069246353759	5.69942560368993	6.10591719459264	6.65608590661271	6.75975497343751	6.6237548120916	6.85498532744691	6.74805935702143	6.7905733113588	6.41756892745136	7.04691179197737	6.38666233377317	6.20854694513669	6.72906241961881	6.30778826867785	6.55647799054261	6.50252941340529	6.62915255233021	6.21279586532258	6.30097010580064	5.97504460213137	6.4124246972745	6.08376671172515
RALA_9654	6.55562242526269	6.47459987173852	6.4385797543178	6.15723522807932	6.3946169555112	6.75123493122681	6.49463154176826	6.49402552000128	6.46285993817659	6.46789694300389	6.60312661784642	6.45196516298095	6.51880638264656	6.46541836824797	6.41032447080864	6.62773265051521	6.58683506072649	6.43425326048768	6.56545325652656	6.48586481512764	6.54399896518	6.3677203827474	6.51687898525653	6.10798587998794	6.38985440427784	6.49340943449306	6.3808779974051	6.50735677335294	6.0941432119552	6.52772281329139	6.44791085713451	6.48562345612566	6.43581278155044	6.6002578762642	6.52871007706775
CCNC_32560	7.5738269848382	7.69513116811343	7.47838977147736	7.23205771767886	7.62694825111541	7.54705262954792	7.68719397152273	7.54172775705235	7.57317849803822	7.61887878876594	7.70690456392964	7.50602602049593	7.85839633591444	7.70125455310153	7.48361951929572	7.75430876231596	7.65636095610811	7.75629714628998	7.53780888368545	7.75974332326711	7.76109279601257	7.58082452291271	7.71383072698634	7.41265005962193	7.57849576609288	7.66657537146505	7.64865387487294	7.43665203460747	7.41642248909867	7.65481101625106	7.43157957965603	7.45729854890637	7.33015227995733	7.46737758611758	7.47344331971174
UGT1A1_33117	9.60289214032674	9.50273764753157	9.46529886712599	9.86082595448731	9.65073135194416	9.88933552712012	9.59496192217949	9.77374505870443	9.61772832634197	9.76032254107624	9.69939944900651	9.70398066917024	9.80071256941088	9.87178221278307	10.1123550177276	9.99937410227682	9.37596196895464	9.8900202485152	9.68333287700493	9.98978858452604	9.83767186938838	9.73704495891808	9.97230175552542	9.73775641161483	9.92995989090497	9.91596386047418	9.96719421814495	9.8031172640663	9.71314912932677	9.87800778487666	9.75392116674725	9.94193053374121	10.0361790980892	9.9781514293492	9.87351971586027
ACLY_7965	8.26723728150973	9.0865458009777	8.64908182415864	8.51914875750191	8.45321149235933	8.94631178001103	8.50341142657171	8.54041826511394	8.71621567756745	8.95550673367154	8.6697591422013	8.67360258317269	8.25962433499118	8.68376030381914	8.56022496914517	8.65325074923568	9.00083151357924	8.62665356461965	8.18522332902856	8.22483206929786	8.21919535028768	8.36475858813099	8.33609657011953	8.82433606361823	9.16091574068896	8.96043743759854	8.89506648245522	8.33574823060236	7.88946422932156	9.24791067823337	8.14598852559685	8.89465074310477	8.43721976781077	8.40507655300634	9.0151823952557
TMEM2_10042	0.833561065257748	0.752893791537574	1.61633782460206	1.60236928625213	1.22971728861372	2.13165235336821	0.580539453412771	1.34734201686694	0.97745794732864	0.500574331571838	1.64990991961121	1.00177369241165	1.26766623179588	1.00303088635124	1.25168017415963	0.575960711488721	1.26236846458121	1.17916729042855	0.656890172950523	1.61404914315858	0.342068334548178	1.45518729350547	1.34703566575295	0.794816513558347	0.992999894974256	0.66437613070838	0.866604024279674	1.26324382588122	1.19197247706804	0.722771617167578	1.81140746466502	2.47374363308029	0	0.884417709914899	1.31325887660975
ECH1_8516	7.51129615748712	7.20357219494251	7.27211211702938	6.86290865286187	7.2370323389422	7.42616865304806	7.14917463855658	7.0760039343164	7.08159285377096	7.12663009423386	7.44893324472332	7.04426465639681	7.73989177501469	7.61889304595101	7.85585283497971	7.48867409651555	7.28149066857349	7.59015430304931	7.4643346414008	6.9894851340093	7.11686239158234	7.54762939468891	7.05809799557848	7.12812756658525	6.81897937689519	7.47908857399066	7.18079449098072	7.68510586304997	6.95500312588836	6.96327985580498	7.26410885439468	7.13487324169262	7.56558483773675	7.12230175837426	6.51706098237468
ABCC1_32904	1.95144678840371	2.69629584881506	2.97938991599011	2.40574726526249	2.89859715358071	2.88529769294336	2.23742981639794	2.75198875230621	2.60578184845779	2.93289771502701	2.94142353467548	2.50542055536053	2.81415575279055	2.59001044627759	2.5199177632645	2.83458428999463	2.99900097281239	2.71449295247253	2.93202783357489	1.90617115103212	2.78379111280342	2.42083373479591	2.35530868526369	3.12366545423442	2.49095258924204	2.60145501673549	2.35525002636386	3.17823711667909	2.61790863827303	2.90756281411656	2.4940470547443	2.57746728848595	2.47291705576184	2.49904391929637	2.54258566252274
ACADL_32776	6.88007842172742	6.87063660496408	6.80127172536376	7.13553082031835	6.62048706935955	7.11418409849187	7.0900750214568	6.80422955943992	6.76874956754848	6.96359937514587	7.10125562196507	6.89833321479122	6.62256032557134	6.99184968044213	7.06596491765517	6.92724188674987	7.05360675670163	6.94719582159949	7.00825705886558	6.50781479039072	6.62053380330408	6.90726691937855	6.55685798701702	6.92936411065051	6.84820760716041	6.81899840357236	6.85109745534134	6.86886983925515	6.65375876455176	6.67883994176761	6.93590641890108	6.90496262667474	6.99818828489347	6.82681004798183	6.97005559165316
AARS_7935	8.28543290808435	8.42739652148453	8.24632643435752	8.01902642411847	8.27296655598766	8.35068256767511	8.27790335360712	8.41640463381908	8.34271316291899	8.27326621434022	8.45142307909168	8.39442012539473	8.6033547282663	8.32231799265363	8.32306027289594	8.22912276782951	8.44553125932745	8.2573305154019	8.34727152872707	8.67144659780262	8.41058705595438	8.2121122122856	8.6376902168255	8.29990055646119	8.36249528787858	8.42681498965984	8.12565958229451	8.30253979090763	8.242662013897	8.57700595808666	8.35182573817553	8.52305662429387	8.1580034635223	8.20659804706953	8.24942558327201
DEPDC1_32321	0.334216890417257	0	0	0	0	0	0	0	0	0.27188976654706	1.04898260926254	0.415924618063461	0.487697334717794	0	0	0.575960711488721	0	0	0	0	0.618375043185958	0.367729187667851	1.02095320246569	0	0.411541692415686	0.98170992171443	0.866604024279674	0	0	0	0	0	0	0.508945493117614	0.801167943532742
HS3ST3B1_33019	5.62903250293015	5.1398983667355	5.59014395249114	5.76551733232119	5.39792049118422	5.09044323766102	5.26315940623471	5.53074842830437	5.40682400747669	5.3064893781896	5.24347573307465	5.46289634929642	5.33685802304814	5.17581255672695	5.22131467457434	5.63157897010769	5.63260301672894	5.5936769902651	5.90258958348453	5.37625299507156	5.46202555317202	5.3392640820274	5.39815779907768	5.320029916871	5.48877705776305	5.68635706458818	5.29596210323682	5.41482440758945	5.89052112196128	5.45690698060374	5.00375825101976	5.3777978846535	4.99779963217637	4.99456650487011	4.90486639669271
STAC3_9953	10.3091916548242	9.57320530077186	9.14388092340395	8.01019037171935	9.29802187597855	9.73311250644855	9.35957519651021	9.62567717693542	9.68805139178846	9.70116752383425	10.5446643682611	9.28121435877518	9.36371066711788	10.0311891817141	9.12822891149051	9.14904492738695	10.3024115575608	9.79259662245139	9.60216382055187	9.93261830909919	9.8168505606836	9.49732527010796	9.75666165267703	9.7108095313528	10.0358275129846	9.15504824929838	8.47687718249253	9.85202957008931	9.1570190844464	10.0400595171742	9.86531852582685	8.00039819784961	8.91729771669677	9.28854846842843	8.94519121558455
NR2F6_9360	0.605386056266809	0	0	0	0	0	0.80166565227727	0	0.312953495655495	0.27188976654706	0.341721149657739	0.415924618063461	0	0	0.259799447700094	0.575960711488721	0.432663471335466	0.59051497609579	0.899191469123299	0	0	0	0	0.451465249537323	0	0	0	0.765682575434371	0	0.722771617167578	0	0	0.382327988228898	0	0
SERPINA3C_32925	10.5131370358582	10.5139627866513	10.4938609948666	10.8859842659192	10.5443620154138	10.5274878143915	10.378480526987	10.4514716031562	10.4810886149196	10.3195479076439	10.6213247059093	10.3825598349973	10.3399616044462	10.2521972177515	10.4203255742761	10.4168235938677	10.3406558507243	10.5598562074739	10.6431973568402	10.7429597063029	10.3049362389994	10.4087633201943	10.6419575752663	10.3256708267993	10.5459893240236	10.5050810075797	10.6855444621769	10.5263688508144	10.3346100199954	10.3887923156332	10.4433783630766	10.2808350543404	10.4538933451286	10.1920163244707	10.5451479527536
CDH2_32994	5.14614456846282	4.8281635954829	4.86961265300901	4.70685059839724	5.03328919767838	5.12192341636636	4.97579574685038	5.10079027774995	4.69774983305001	4.69413358928609	5.04754304105944	5.13272705299563	4.51854616487808	4.81319451280433	4.79880051433111	4.58865349032791	5.08210526081039	4.58575448588319	4.79782412176996	4.79671566495186	4.8627052334441	4.96316459757407	3.56159770080531	4.94306318763465	4.82775978817346	4.73008999215117	4.83707304642855	4.97533568601592	4.59237811860903	4.68444189171085	5.19077148480517	5.11020188213018	4.69389740855025	4.95576327268428	4.58603497070744
TUSC3_10108	2.21713784879486	2.84127400892146	2.847570708176	2.34279117617257	2.33217252752897	2.95687108439894	2.74355709212871	2.49397708591452	2.4223590386047	2.42092833583579	3.0846581571202	2.32476495698617	2.43942514594031	2.76004742391965	2.56871468085765	2.83458428999463	3.06077118611621	2.33521830874972	2.41280926143894	2.14898713216184	1.76899012116712	2.9406114147186	2.35530868526369	2.43539931660602	2.86235660883261	2.34884976264156	3.1411016948589	2.05338382887783	2.98861272804244	2.68247880222232	2.76382601038496	2.47374363308029	2.82147938935875	2.49904391929637	2.94159482046121
EGR2_32969	0	0	0.426883351278297	0	0.343739881873561	0	0	0	0	0	0.617801655647949	0	0.264359302788946	0	0	0	0	0	0	0.426013826409418	0.342068334548178	0	0	0.451465249537323	0.411541692415686	0.256963440712113	0	0.433052486605747	0.329904055835976	0.283072115932129	0.471062625058095	0	0.382327988228898	0	0
ASGR2_32685	10.2737814279382	10.3252518316145	10.3611690123129	9.9101752674826	10.3865923048668	10.3369223999608	10.3041130612362	10.2679725199549	10.2930515760547	10.2326969330499	10.3325925722648	10.1954239113142	10.573980013055	10.4034581827357	10.2317423558318	10.3993711394011	10.2782375484838	10.310914146418	10.3595439461952	10.3237627260199	10.2643965852406	10.371624610959	10.4231186463538	10.3136421514767	10.2095769831786	10.4383366088408	10.3445968880983	10.1752843591828	10.0957085014803	10.2394981471039	10.2305949222516	10.2507516878837	10.0361790980892	10.1038152173019	9.97386620018692
UBE2C_10118	0	0.296768514502051	0	0	0.621134402721947	0.460269707557057	1.31395682031552	0	0.312953495655495	0.500574331571838	0.341721149657739	1.00177369241165	0.264359302788946	0	0.479876735504802	1.1548906631485	0.432663471335466	0	0	0.426013826409418	0.342068334548178	0.367729187667851	0	1.07195831465125	0	0	0	0.433052486605747	0.598231376486663	0.283072115932129	0.825590358410967	0.499859415645754	0	0	1.07981623897604
FOS_8657	1.74253926471806	0.752893791537574	1.24932711623415	1.49064571996178	1.98530464263193	1.70256622470278	2.07729564698265	1.216483678291	0.569973668691935	1.41094165236107	1.52148945448293	1.87704831384522	1.26766623179588	0.809953214292601	2.94647196893019	1.30568421389164	1.03503919728574	1.00832071992564	1.59377497568125	1.90617115103212	0.618375043185958	1.29372436927658	0.598965060607559	1.6801308505092	0	0.66437613070838	1.61278395002305	1.26324382588122	3.70881624807464	1.05929705774336	1.55122081388785	2.57746728848595	1.14650780654992	2.26516299614192	1.31325887660975
PKM_33240	0	0	0	0	0	0	0	0	0.312953495655495	0	0.341721149657739	0	0	0.323141213627383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283072115932129	0	0	0	0	0
NR1I3_32602	4.20683266753975	4.80477658897531	4.13156167559718	3.0818265802064	5.03328919767838	5.37803613281332	3.68815790590417	5.24205621859612	4.14691001926994	4.20324971850544	4.32019556369432	4.56818020432377	5.24803626214041	4.91274457588406	5.26638657294878	4.12411618281177	4.20837330590889	4.79735336275071	4.58899716135718	4.38708301164242	4.41518500177283	5.09155214797581	4.12665477806563	4.59383099745869	3.75958670808741	4.85196946288586	4.87804454671339	3.80252647325136	4.20720765465251	5.00974031121087	5.11242135289588	5.07518967438319	4.99779963217637	5.24038469317776	3.13690792576191
IDI1_8863	5.96632723229159	6.87063660496408	5.96093053041157	5.71669453924119	6.89614422653254	6.23664952946551	6.38345345421495	6.28541746889187	6.77514552352299	6.51118218576583	6.45716670411966	6.82794239911436	6.79183983067101	6.40686334154426	6.43685338732427	6.54675952920408	6.95944858052304	6.89603685209294	6.39797928020602	6.03520741865094	6.32073567097563	6.92805317197714	6.47576045936188	6.38031303754053	6.4564446394729	6.51817047247378	6.71638426204582	6.39181313155901	5.73913725579203	6.7847489863098	5.93175924083896	6.55079249337681	6.35789328565921	5.97176001721346	5.62243929249413
PPARD_9536	2.04555301163549	2.21854493772585	2.4531861571939	1.60236928625213	2.47863922684006	1.08908927524403	2.07729564698265	1.9516719202103	1.9660534481888	2.30462153011252	1.38051077411027	1.5873269396829	1.68352928029104	1.32556439516465	1.57197891661462	1.56690240216351	2.27707844247785	2.18284769110153	1.2878864219704	0.426013826409418	2.0741185846454	1.11188667867178	0	1.83673147676522	2.21137695355637	1.1175391553998	1.40421190580935	1.63251141012717	1.83564028239182	2.29339910449489	1.96198456984586	1.80093284144515	1.14650780654992	1.63925461880645	1.69043213813224
GDF7_32373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPA3_9723	5.64415238353526	5.41166200195167	5.71833269501147	5.10801100885118	5.54649784714496	5.63963357935773	5.62358333995524	5.70561288442647	5.46336698018007	5.63622607570106	5.83608032326782	5.66644033261317	5.34401878877345	5.67836227085011	5.52316024907857	5.78709316804276	6.05307268211238	5.83648064646587	5.47700904927866	5.12961743013912	5.57160477949592	5.82633211897533	5.084757228698	5.19536928253982	5.64920899014699	5.63634129532068	5.35520101311402	5.42661539436337	5.22820412494926	5.79214159035008	5.63379116508786	5.78774390844697	5.51115763619338	5.60881207394389	5.33460740748315
OAS1A_9388	4.58141004676434	5.23044814710066	5.01496638102163	1.89344797353232	4.59321134086892	2.36002398852923	5.65937747494166	4.15121652658501	5.52538525690908	5.68356635663221	5.73834741795113	5.06233266637701	4.24017117320049	1.811682813018	3.15258745967282	4.98490200460266	5.93433661011487	5.29229229584821	3.13507254807659	2.62123008967137	6.25654766693014	4.33350510010969	4.87305671026261	5.35929945748973	4.64948725484643	1.35596762389425	3.20690230471045	4.76853013970003	6.37435442892097	5.55994502924174	6.19389630053606	1.96293035516704	5.33798390708901	4.91588746020538	3.07469589496736
ABCB1A_7938	0.833561065257748	0.936258731005547	1.02359523026904	0.538574722908977	0	1.08908927524403	0.580539453412771	0.287629186287187	0.569973668691935	0.697920573380675	1.22424886753691	1.41725427427922	1.00397104629109	0.809953214292601	0.670783021959456	0.316533764211639	0.432663471335466	1.00832071992564	0	0.426013826409418	0.342068334548178	0.660509293999166	1.34703566575295	0.451465249537323	0	0.66437613070838	1.16030627097617	0.433052486605747	0.329904055835976	0.900824482458996	0.471062625058095	0	0.933822133164309	0.884417709914899	0.455497521588004
HSDL2_8837	5.71029682106329	5.55871925553596	5.49421608066891	5.25202268069624	5.3606194466963	5.59546407925463	5.26315940623471	5.25878016189627	5.62788833502397	5.59348943149056	5.24347573307465	5.53744735552765	5.58065468652411	5.78730526016648	5.85855897266737	5.26814387263356	5.78678143167276	5.81719765476196	5.70144392896647	4.81443700408723	5.54704590609158	5.6118464222782	5.01758379991605	5.43477036057199	4.97130405029448	5.82180874797342	5.71315587862614	5.49540655671777	5.21828129840379	5.63738464346516	5.55303716415193	5.54065761649442	5.63964878220623	5.40786087896092	4.95752947151476
PSMC1_32624	8.46432566852205	8.46518093512434	8.41590527308534	8.06119102737021	8.41050237506984	8.28788488040857	8.40141438769072	8.44134248755597	8.40693111842739	8.44707340493361	8.55654788011543	8.36401576909566	8.67466832176656	8.38107664885419	8.29342529500936	8.49939799014081	8.55555886653915	8.53224848456977	8.48251263625676	8.38015913300839	8.55100236728176	8.52342397691517	8.49063773449922	8.38164099011929	8.42479815319608	8.54674110063392	8.47687718249253	8.44991933507543	8.3142808766444	8.47082214826434	8.35608228344147	8.48187703031399	8.29393228450037	8.57152398675436	8.27385811091449
MMP2_9238	4.43260801361603	3.85549164683226	4.66943314209889	3.56813956051813	4.45846603029673	4.10092357192046	4.27277774818366	4.49965508973694	3.97976403012312	4.06708050847682	4.43159633619511	4.22574792709975	3.97089821223231	4.21518211330248	4.40093746393262	4.61777745872688	4.12407878666029	4.01556219032812	3.74401324500275	4.70468885084526	4.67901135438341	4.20313971006127	4.46596238698398	3.54292938191099	3.98684681645338	4.06968797017289	4.97565470569973	4.09626241624086	4.14571297637958	4.16261997220845	4.42390706677701	4.94548853777812	4.45533364974068	4.62576979501622	4.36992338780341
TSPAN8_33212	2.91021892737871	3.05458381712664	2.70248483377956	2.20798480200253	1.98530464263193	2.73052799943623	2.07729564698265	1.77692938824344	2.86759093400501	2.30462153011252	2.94142353467548	2.66595102894107	2.32827653293746	3.649428109121	1.98538522122055	3.06351103048376	2.64289713695998	2.18284769110153	2.48888579807514	2.77394931581972	2.78379111280342	1.7322961489515	2.03131677883732	2.10663482687463	2.57327671794267	1.89896401534524	3.3301315293956	2.72277062540078	2.42433260867911	2.90756281411656	2.80426338666045	2.93077747932086	2.01236645276567	2.26516299614192	1.98915531298352
SLC22A7_9847	5.09203821749748	4.78100420844334	5.28080388800452	4.35466956073527	4.78843325005939	5.12192341636636	5.27243500833692	4.83688816899571	5.11572017003362	5.16354864942006	5.53715578018572	4.95762729162144	4.99863730689604	5.50576775855865	5.04284500594421	5.00708477140941	5.30266786385753	5.31995672539124	5.1998364154616	4.74220689204099	5.08369950095906	5.41974507309111	4.49917266095509	5.12115671708068	5.25934883558494	5.15797518881975	4.97565470569973	5.09838059003474	4.90847982579869	5.01941553320243	5.14427380491256	4.57132287595984	4.83861669085446	5.1227048422805	4.83151829814162
THAP11_10011	3.98727498712109	3.85549164683226	4.10293823279734	4.20341003561899	3.62055900963392	3.57266789745508	3.82051803654399	3.78625118490249	4.06575629641879	3.55878110278361	4.1783261163992	3.37243631249395	3.93341015956579	4.19554883109559	3.63739121885288	3.83269605875265	4.15272770436617	3.77025858653222	4.26043446019988	4.500899355138	3.9985623035625	4.08471181759713	3.99315437107924	3.54292938191099	4.44603817280233	3.85322757056485	4.3174063541828	3.97302877842786	3.86960281738152	3.99621151255263	3.63120169222605	3.79039135840791	4.09444744395164	3.8615892170881	3.76793978151646
