ID	S1P2_C05	S1P2_H04	S1P2_A05	S1P2_B05	S1P2_D05	S1P2_G05	S1P2_F05	S1P2_E05	S1P2_H05	S1P2_A06	S1P2_C06	S1P2_B06	S1P2_F06	S1P2_G06	S1P2_D06	S1P2_E06	S1P2_H06	S1P2_A07	S1P2_C07	S1P2_B07	S1P2_E07	S1P2_D07	S1P2_F07	S1P2_G07	S1P2_H07	S1P2_C08	S1P2_B08	S1P2_A08	S1P2_D08	S1P2_G08	S1P2_F08	S1P2_E08	S1P2_H08	S1P2_C09	S1P2_A09	S1P2_B09
GNAS_8725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.375037181494963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58701576275309	0.319863561826721	0
SLC6A1_32594	0	0	0.239008762335416	0	0.299636729590402	0	0	0	0	0	0	0.279146514213847	0	0	0	0	0.266111379877806	0	0	0	0	0	0.340715759140006	0	0	0	0	0	0	0	0	0	0	0	0	0
ABL1_7952	5.03396407629358	5.13373694574973	5.09395722054953	4.74987038159025	4.69655701329532	4.26850550363402	4.79566558005625	5.0750340934111	4.86683450745983	4.30809413185972	4.69340663304826	4.35236220015391	4.66680298043931	4.39184814995654	4.65442653126319	4.51579870382386	4.17114398429626	3.87956069257794	4.52159103929856	4.15212214889781	4.45041436423597	4.49940828642444	4.37242767873294	4.63831358101245	4.11057523547383	5.17329010323533	4.3469022150536	4.99352457406233	5.37315453308735	5.5692364846262	4.80904067533515	4.88211901536271	5.19609214039058	5.42385997020518	4.93250000118165	4.77076347923281
CANT1_8193	5.52740228872422	5.56298142094172	5.48491494139671	5.2864209588167	4.94381089845748	4.91596337833718	5.44050607202325	5.39471589188483	5.44265857776496	5.21752500074515	5.36585488780321	4.76858902404615	5.02746245113821	4.93498311262464	4.8210007934178	5.19070759168109	5.0446043717757	4.62500800353022	4.7615417664538	4.78029675764018	4.49510103049428	5.29285225486963	4.97121514117577	4.93641863852107	4.67391912517424	5.05313073174031	4.68798176542384	4.99352457406233	5.12669593247999	4.7399415875326	4.74010189062049	5.19422924274507	5.43255896611091	5.02832998093689	5.01233511990066	4.91877514104233
RNMT_9719	6.64483803419843	6.96133556034893	6.94019848948971	6.97745816007111	6.72518000575312	6.82937699357568	6.40988851714437	7.04526085697694	6.94638620332326	6.91214709245798	6.60472486852994	7.02643418996893	6.6390030619881	6.6605776091366	6.77909280089096	7.05194416305915	6.62994013436235	6.72629033742954	6.65462629775344	6.8228728855621	6.85338994127907	7.06891256770581	6.68685555040092	6.67712425661503	6.85311519105874	6.36566320145138	6.76601939521387	6.47142041020026	6.79070799080583	6.04890849000252	6.87279386661237	6.58554065693861	5.8930477835627	6.55683235262268	6.59338083789757	6.50320116658744
SLC17A3_9840	8.12435933502646	8.1785403463215	8.18890014328065	8.22075509252468	8.35389259157986	8.66734066625017	8.17248796311519	8.05721039580635	8.34353783754494	8.30294928003893	8.5835110722107	8.49126982325487	8.63812830343166	8.68460762887416	8.80635564165743	8.62885091756474	8.6628959286581	8.59164335091242	8.77575477654251	8.21938669997215	8.47532385270768	8.38693386705065	8.56097474324409	8.26245617695663	8.90226312895612	8.30064909825006	8.5945813130137	8.48536633906027	8.55702210277063	8.19235671955365	8.19645933303952	8.46941882997118	8.25038985879576	8.80379877280025	8.36471838814726	8.48826408241568
PAK1_9416	4.64083806611848	4.37641073601661	4.1355922476845	4.58821701057307	4.3497965093051	3.88401566687318	3.38872601344344	4.35249497779708	3.82728055587569	3.96135302956477	4.11590839494926	4.44010497070933	4.45981981445243	4.21676447145431	4.41888472844419	4.29480984504498	4.0351592306435	4.37105097283653	4.16364039608944	4.10893366493268	4.14862427703353	3.84058908690744	4.2565699935872	4.24245797216424	4.12959271066754	3.50245524053948	4.37997862605782	3.50618579413074	4.22233998594656	2.7795454593681	3.65011138072369	3.86561457335502	3.92885190205016	3.86370866653881	4.1800414012625	3.78457783912403
RDH7_9672	11.752794221688	11.7111206105163	11.7814848281837	11.5989406260089	11.8617032825822	11.8859583495969	12.0662758835688	11.9972035320348	12.0057576479918	12.0176083379421	12.1309928166737	11.9182968872326	11.7487391993804	11.7347249261099	11.1538996510294	12.0120155916654	11.8937247126461	12.3399579354823	11.6617265272269	11.7933130942557	11.8471895155667	12.1895497566129	12.0964843513662	12.0250893861022	12.0168537772723	12.0490867522483	11.7464975448919	12.1334477633199	12.033351007233	11.6427237750462	12.009650999948	12.0657045943901	12.0270749536758	12.0285173777095	12.0084588760823	11.836355485663
A2M_7932	6.2925804112478	7.21444172078406	7.5423104864218	9.48843194801936	6.67717450244912	7.6683625101138	7.75224211468427	7.61666931650032	6.88219301814164	7.75260996872213	7.01967132457724	7.2813013224161	6.48005992170818	7.29045080895782	6.38386982263488	5.51841345141114	6.04045121959475	9.23670134332037	5.76651926081629	6.16038100789922	6.90121581066936	7.20543891227397	6.61809803079373	7.5867130005314	6.23833069944721	6.43941962150917	6.10270643338073	5.88335208071949	6.43530479453223	5.29854717664694	8.55447456321368	6.25648412956436	6.96639402901455	5.97759677491092	6.30719054786132	6.44334107867826
CTSC_32456	9.35290726986709	9.48506624831163	9.70012227015573	9.47596677082052	9.26773392261732	9.71161648011573	9.61705170604148	9.61838622449415	9.58805354895097	9.20849508092591	9.42820232293706	9.57413601584033	9.58900722838804	9.66128596572664	9.62970452188455	9.27974540132569	9.60179929404523	9.16121060300008	9.55247917428334	9.45328941097481	9.41828146009087	9.53342915254725	9.40772559330454	9.48495412938391	9.60457237282102	9.21214063378454	9.69933833271146	9.26044466166829	9.46212402852626	8.59806314758554	9.2216553564713	9.23828301704742	9.21913192847477	8.89335869263252	9.5210431636644	9.4410572653983
LAMC2_8982	0.58896115818272	1.33385227657391	0.783017425689577	1.12985068937822	0.547616547042633	0	0.497646532827707	0.797247380921514	0.921859784617305	0.770061637965012	1.15009958350371	0.279146514213847	0.510315882651185	0.262952294108029	0.775083835404874	0	0.684985891015892	0	0	0.335912755345857	0	0.374220312110337	0.847318820995255	0.603744001308521	0	0	0	0.298979453303827	0.55079669539694	0	0.28452116774864	0.53121435683145	0	0	0.994833117258493	0
FBLN2_32957	0.812494020394015	0.520547583125529	0.443991696237345	0.307629242992783	0.759158690324362	0.307208213932736	1.40470356683356	0.577107207467658	1.08283540971289	0.556040322213813	0.314822289024294	0.279146514213847	0.710651549264883	0.262952294108029	0.30695803934737	0.519239303627386	0.684985891015892	0.288377994294971	0	0.335912755345857	0.297793477919685	0.374220312110337	0.340715759140006	0.603744001308521	0.297741792785758	1.1384928677781	0	1.2519571376423	0.763276979563879	1.08959720898488	0.904598742598405	0.918607740342862	1.00322546728512	1.00307879825083	0.581519969125001	0.317052555883832
YWHAZ_10194	8.89228640393542	8.8997982145863	9.04053485784219	8.7175624590503	8.13206534895046	8.18484603548561	8.67375937662042	8.74040180046246	9.04532491015573	8.57076356299264	8.49364460932448	8.06295834290039	8.03098866661912	8.03952481080997	7.80652195990953	8.68003171853467	8.33390934962029	7.56956360672092	7.99000551026555	7.7030797918995	7.85858399345994	8.66995702276625	8.19716964195736	8.4733194822845	7.73954496971586	8.71123745174925	7.53730801534961	8.52016833582964	8.61033825481808	9.20596221194713	8.14738657012162	8.46851261043156	8.76354104673186	8.82950473058245	8.26929167777251	8.27245076229389
CSNK2A2_8395	4.62618637677066	4.58667346655642	4.59952102745954	4.43812513520288	3.47984050088503	3.60331404126023	4.68451054799656	4.64966657172985	4.61365511441788	4.34194061109591	3.96638483167692	3.80962889529697	3.84472749890141	3.53560264402553	3.60211659263224	4.29480984504498	4.0876669102103	3.23390724093479	3.58307375927405	3.38381835777577	3.01919473817964	4.74222630407944	3.94343145395611	3.63603453561924	3.55744511574746	4.43735813074557	3.17358335659444	3.95487104179704	3.68423614490355	3.61841030904062	3.51907448374122	3.79796836720408	4.06495161464338	3.6203597404141	3.51411277728405	3.78457783912403
CYP7A1_8430	0.812494020394015	1.20382687870352	0.623440388118974	1.12985068937822	0.759158690324362	0.962914806608432	1.16074294588052	0.988200962523307	1.22763881508774	0.770061637965012	1.30050481130521	0	1.91010065193202	2.07001392184584	0.962279514017664	1.05866172984575	0.684985891015892	1.34985504632524	1.31287708302186	1.03471071647512	0.938889125741962	1.3107440245786	1.37757265066879	0.603744001308521	1.38102412470132	0.783167889485037	1.27249936681469	0.941929083339815	0.301525856450823	0.537304464266358	1.45630546102404	0.289920081918126	1.00322546728512	1.46334895008348	0.319863561826721	1.30725176755533
RARS_9660	4.96577483194079	5.26179281885819	4.8986457295365	4.84837983358692	3.64866360083728	3.65858177851178	4.79566558005625	4.85975731826729	4.83327453058541	4.58743658084388	4.23278852674361	4.10636808857518	3.94750804271297	3.69998488675895	3.73649857528924	4.56942828612249	4.18727504834095	2.7555131086569	3.47166627200196	3.34711987448241	3.17379920030719	4.99088425421503	3.50956971496496	4.33822768505856	3.55744511574746	3.99083816765846	2.73621279820126	4.29661742971162	3.96755362422784	3.15332265316649	3.79309998565142	3.86561457335502	4.78756963869021	4.1143196300814	3.74530455788143	4.04302214018728
