ID	S2P3_D01	S2P3_F01	S2P3_E01	S2P3_H01	S2P3_D02	S2P3_E02	S2P3_G01	S2P3_H02	S2P3_F02	S2P3_G02	S2P3_A03	S2P3_D03	S2P3_B03	S2P3_E03	S2P3_C03	S2P3_H03	S2P3_F03	S2P3_G03	S2P3_A04	S2P3_D04	S2P3_C04	S2P3_B04	S2P3_E04	S2P3_F04	S2P3_G04	S2P3_H04	S2P3_A05	S2P3_B05	S2P3_C05	S2P3_D05	S2P3_E05
COG2_8347	3.11673014020781	4.22353326640151	3.39185774029438	3.82524268813423	3.55742097487373	3.65141541086936	3.84700095952403	4.05153349789296	3.61505879046994	3.63602517128344	3.28267744537656	4.50935707398993	3.65829357568053	3.7068246378131	3.91622151044689	2.82694175195714	3.96639090328295	3.42317863212061	2.77757343783805	3.44610611736371	3.88500656934989	3.21524203033574	3.35448248897903	2.66665078073736	2.5781019110148	3.74275886151901	2.32493359023042	2.3453961482642	3.64385241213905	3.29967931434381	2.75681818968814
DUSP6_8506	6.76073660762211	6.12580182482205	6.7950587230017	5.89304114164638	6.36451414756169	6.65607103828196	6.12843409589713	6.08368537074071	6.65262364268918	6.90219971383414	5.96098489833016	5.90186992539329	6.36772876495177	6.12278880976129	6.18626641281037	6.9748986167196	6.04281060821074	5.85365454964748	6.50860416971975	6.38934731744515	6.04645021591393	6.38297036696664	6.22950048718286	6.44328359015824	6.32702092912368	5.40709164045198	6.02606599595697	6.69320346620141	6.66081465677868	7.48048054169353	6.41367211601338
UBE3B_10126	7.99588987295637	8.23036352730762	7.92080992469431	8.18409488686805	8.13903104939231	8.08553417894136	8.13366784657657	7.91838295033919	8.04886539874071	7.99913052077974	8.08758007831617	8.45946187588871	8.19498365141428	8.11167659513771	8.12876007963686	7.76081178873477	8.21572382184766	8.19886127996786	7.9224384117166	8.08803405352226	8.06631226858764	7.77037672920904	8.04097422342906	7.96621308561321	8.04850340134467	8.3067656613672	7.66907333108366	7.79069357352404	8.14112053800817	7.86929314108066	7.99335917363175
GATA3_8690	5.96332551657905	6.18960110143714	6.27671748799847	6.08786474005632	6.22526738257578	6.1763550202858	6.36945569387966	6.51088231511385	6.02643642648247	6.12089101007175	6.04941751809455	6.44671312148	6.26618791419114	6.01163066258096	6.82524667879182	5.8297760759949	5.87873589364701	6.3555788110525	5.93586236535054	6.38934731744515	6.25806375370611	6.16286033067534	5.88498389448069	5.68048252513564	6.15757884093396	6.70552498795303	5.46310225784127	5.62467014400247	6.19171954176907	5.63709444919805	5.39070784879924
TGFB3_10006	2.4865902915497	4.27149390834044	3.39185774029438	3.0783621109417	3.03246397849133	2.67746573812352	3.06428523877617	3.88595974008793	3.15684183808049	2.74763801908597	3.03399234855049	2.68788101691475	4.02091995185764	3.68283687706957	3.28735483194298	2.71977711021251	3.24166893627387	2.83660821102355	2.16271992528496	2.77789570882753	2.32162703552712	2.67506458545319	1.63102118562175	2.51288174822712	1.62913651594468	4.71155556393589	2.22534430198836	2.85407941912575	3.5379612685658	3.33095213627409	2.39669519064889
NDRG1_32364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC3_7941	5.07652654934463	5.05334894276778	4.98752424222472	5.12084453185763	5.43610681475415	5.06107926511497	5.43224780548638	5.45450826240856	5.06645780954964	4.93232236494593	5.32320435137954	5.59898268261701	5.60006426551405	5.50318871120864	5.44236278773549	4.82937151331926	5.12248672483444	5.39080217407702	4.76412222949132	5.4471073253236	5.58125058311572	4.99411714926039	4.96354029039759	5.38786024208027	5.04100155337328	5.67171982907686	4.66657283093813	5.03547546930708	6.37587079946013	5.87845438568208	6.33961231430865
RHOC_9707	8.73175097640724	9.2111498403004	9.02536526635412	8.8467278058328	9.01042808251597	8.79930479533826	8.81024254964447	8.82487314682402	8.95941514575567	8.43212025434667	8.97337921927119	9.23357266117435	9.29274781376017	8.76940052291409	8.91010672306877	8.31277209692825	9.25653773234784	8.78804605853516	8.44759689814901	8.55360157624171	9.10145415521119	8.05631286376037	8.38575083448014	8.09936996530159	7.81533468190443	8.76052070087068	8.06803555488725	7.9281137972144	9.17710394267079	8.75747371577046	8.08686942132262
SOCS2_9914	5.58701705009307	5.73911417874182	6.23452736416806	5.61812604851862	5.82935387977404	6.01371172866203	6.28527014609258	6.03836216987295	5.60028496870062	6.09095836094551	5.38952165422127	5.90711433100431	5.70911182530174	6.02122805139841	6.2987649512955	5.97277219027158	5.96045853703268	5.78163793223103	5.30813752111105	5.84711870115993	5.65942884454742	5.83657321719699	5.43149473095456	5.25673739573144	5.67916120601179	6.13332195429146	5.47940502809364	5.63093852805107	5.76282516733605	5.72799937096957	6.22909410555324
APOC3_32553	3.35177472611182	4.1739232424387	3.39185774029438	3.57087801519015	3.86454392358836	3.057436890132	3.27851125978431	3.63072465354779	2.8583085525631	2.84649608850492	3.33256740234857	4.07856676568628	3.72541928697078	3.68283687706957	2.70589593074196	2.29115109683565	3.68797347499282	3.07437850338725	2.10250749888741	3.04834713585339	3.42964642844836	2.80904645659788	2.82420423147056	1.5488471029204	1.36174507937952	3.85347927983726	1.94137649162998	2.5707950168775	4.00346000519518	3.20157540922844	3.43452101132567
