ID	S2P3_D01	S2P3_F01	S2P3_E01	S2P3_H01	S2P3_D02	S2P3_E02	S2P3_G01	S2P3_H02	S2P3_F02	S2P3_G02	S2P3_A03	S2P3_D03	S2P3_B03	S2P3_E03	S2P3_C03	S2P3_H03	S2P3_F03	S2P3_G03	S2P3_A04	S2P3_D04	S2P3_C04	S2P3_B04	S2P3_E04	S2P3_F04	S2P3_G04	S2P3_H04	S2P3_A05	S2P3_B05	S2P3_C05	S2P3_D05	S2P3_E05
CCND3_8225	4.96278836864146	5.23365137792924	4.73859659560078	4.9442118099139	5.20595140526955	5.04432184642148	5.24117938368502	4.85137667762271	4.52914316677679	4.18177839255062	5.11089556191692	5.17221502206381	5.09902616272618	5.09417563308636	5.34429332272772	3.84565461229742	4.79432963048835	4.77427933564574	4.14206935128231	4.89173556225572	5.29323263394912	4.65764163374648	4.67461107447623	4.4433542273014	4.14944020450554	5.26207661431408	3.68528761597784	3.83998053417687	5.07598932990997	4.62852650391259	4.32073735949898
MCM2_9206	6.02129400925363	6.41984710693975	6.1799931708728	6.34329429066016	6.54178987096505	6.35004015468412	6.44899844115056	5.92197324756289	6.17530038394976	5.42352960208154	6.35722360078236	6.57086505900594	6.4788926359691	6.30276079899945	6.68270503861198	5.37394633932505	6.22139558432985	6.2624413377804	5.73732885510561	6.3577118595822	6.5109412023143	5.82607422807977	6.22141288473146	5.82362598794411	5.72983256062981	6.31457447078855	5.4739912150004	5.69216846803231	6.45800812697762	6.0242877706541	6.14462488433749
LOC100910195_9055	3.93783088679197	4.22353326640151	3.60555777062275	3.57087801519015	3.45615984588848	4.03746042264727	3.27851125978431	3.03414973453084	3.79909445231877	3.52100534110595	4.23309208180906	3.8580092459496	4.23568604990477	5.14773249611655	4.35272002015444	3.24278962645962	3.24166893627387	4.24170376509931	3.20732736535608	3.44610611736371	3.5979140664864	3.33855393782344	3.99013649510602	2.66665078073736	3.22852814594506	3.62282950493968	2.22534430198836	2.62204233207482	2.89014377952278	3.29967931434381	3.4903508831681
COL6A3_33029	7.09896991071227	6.69069257583159	6.68970028201049	6.42250385578676	6.00095816742981	7.08265220182249	6.18262943093073	7.10162098573258	7.0475009991724	7.33138872305628	6.3811275938297	6.6511974956269	6.47564689569792	6.76078482115844	6.52452025815078	6.81052320699816	6.87206655603385	6.83143050377653	7.06677030168967	6.02772069177107	6.31150283388743	6.87317128410108	7.01754129957829	6.44682678847669	6.89808992795146	6.64215697051932	6.92059953291406	6.85456500182023	6.02044174258191	6.45876265821861	5.97887391055223
ALDOA_8031	11.4321238333919	11.9944804895164	11.4175772359146	11.6501091972185	11.7463548930349	11.3652136460541	11.8274989058387	11.6134453180927	11.46980966587	10.9569890036887	11.7155371453869	11.9337507312361	11.7185555733318	11.5715733287352	11.9660154903319	10.7890654217936	11.6511807910388	11.624998625239	10.9033678496946	11.5269207585379	11.7416056510844	10.9688257516448	11.1823902550343	11.1593522859459	10.797257315417	12.4356450350974	10.5720262593738	10.7539072497673	12.083929029483	11.5441490229376	11.4027643491314
CPSF4L_32833	0.596088932126379	0.706181100030131	0.640275492489395	0.653345777336004	0	0.824600464863556	0.739418796672302	0	0.502612103777465	0.56203206387089	0.598006580869034	0.725295778559392	0.679270883979671	1.05420730991881	0.465722633273	0	0.543235139095618	0.596409368603502	0.242487443454294	0.683519516360943	0.530398932071891	0.870833347436851	0.274687663194849	0.279746283824163	0.607218572769936	0.714316719689646	0.22292957634635	0	0	0.517587462674905	0.278933638777406
CYP2B3_32867	2.02491487569521	1.17821079284832	0	1.71863386650304	2.0676477743896	1.34601454438295	2.12019121799477	0.378124325671943	0.502612103777465	0.965466207938866	0.752604397308777	1.76350151893511	1.26489905376517	1.05420730991881	0.817228523763915	0.225675415531947	1.61238303529239	1.34246751046031	1.75676642548318	1.77577205015515	1.47369034587039	0.697363893694984	1.81425751264199	1.32069816460335	1.03325666639768	1.64878136333392	1.73959574482247	2.5707950168775	1.95419326390727	1.92794788264725	1.83170418641954
TSPAN12_32937	4.70426567219566	4.67963272718933	4.61248956459096	4.31489802257438	4.89376199666164	5.23360487202388	5.40970299811527	5.16025556855809	5.01159543495393	4.97664875040864	4.99948728964796	5.12798220667378	4.9572884194693	5.08505295593698	5.98835435423243	4.21798705139981	4.78239404433894	5.02169542936866	4.64252912422164	5.53144255027131	4.55081390741359	5.09376115713314	5.07545633890411	5.13901999334555	5.33087971663034	5.59092153110895	4.14650150894425	5.09109376332981	4.72424752258859	4.97383775150063	4.81192381552225
RPS27A_32458	11.6606486613658	11.7868813131842	11.6036228374338	11.7198770437869	11.990259834607	11.7056359383204	12.0567660286466	11.6322248970454	11.4430641911038	11.3235025533893	11.7980366776518	11.7784122119578	12.2333950122488	12.4040924586906	12.1827414100676	11.1275232649007	11.8455505533877	11.8566332181153	11.1010798440043	11.7765271246556	11.8327334752531	11.6167300694567	11.4073700327294	11.3203613938002	11.1703335082954	11.7398794043678	10.7446587798746	11.1785757279484	11.6496191261446	11.7862771575428	11.5920856350363
LOC100912469_9108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAX_8132	8.4037135946961	8.83382909110258	8.4859143276728	8.58144642887246	8.61332618351724	8.46345005288949	8.62694042460484	8.35323660202845	8.41928558094617	7.94995222265552	8.51643459321792	8.77842539992811	8.81440207791163	8.64843415475289	8.7514388190136	7.89412080551358	8.71601202536027	8.49033023100298	7.97060537178273	8.29891240424765	8.60654386230178	7.94063227318567	8.098407301267	7.77650540602009	7.49793366024636	8.54976599905169	7.48889339963448	7.58492188034914	8.66587840008832	8.1655292902827	8.20211257332798
KLHL21_8971	4.64649770934167	4.81524905329302	4.32144542443354	4.22936923817992	4.64040097817902	4.34170917419726	4.52942138536163	4.37691335016387	4.07360637268572	3.88889608574759	4.48549041964988	5.09159280453687	4.72554019345469	4.87880529965115	4.78031637913997	3.77603464906566	4.12602443281191	4.22204999327849	3.51510014175069	4.39230021325386	4.29732335262012	3.60735463457742	4.11762094782075	3.6001545194886	2.75627921484985	4.82460433991492	2.70361841656268	3.19597720673081	4.78337210210231	4.10294990411244	3.04476541004412
OSGIN1_33191	7.77780628636487	7.92770823926813	7.43510384244313	7.87119237536979	8.48906501764367	7.48160376050154	8.42255300653394	7.91121726630057	7.66334309789113	7.29684177392712	8.23423040257688	8.37965317064949	7.95970358026227	8.54328313743306	8.11097623891365	6.44882700846833	7.43777869670903	8.21137490453955	5.93586236535054	7.72315166243936	8.11683520614747	7.84247130443688	7.39005772258868	7.00839364811601	6.63113933186958	7.5796151863575	5.88633536345367	6.18501909150197	7.47151481794548	7.11098817709882	7.40155048910523
STAR_32299	0	1.17821079284832	0.640275492489395	0.653345777336004	0.484399355030741	0.470429880777246	0	0.925204326954209	0.874641839287121	1.2803872284027	0.752604397308777	1.06262779346511	1.38047865455456	1.55475506457183	1.3357322940584	0.592611231527789	0.543235139095618	1.01713642214632	1.06914110426763	1.49475303370675	0.917360753675315	0.271640487426214	0	0	0.335322896004644	0.714316719689646	0.586215551445097	0.894812527981857	0.734186871793522	0.517587462674905	0.512576327049415
PLK1_9504	2.72851791467425	2.05568116613842	1.69354585523265	1.95011656652638	1.37629769634218	2.91721753636622	2.50754651279966	2.37715562659704	2.36954023660759	2.64150427082873	1.83516352375441	2.09295083259476	1.13924716378553	2.40770832665536	2.2077631582925	1.89110528568314	2.5362977244549	2.34924951088008	2.69842281976906	2.81977651457436	2.25604219495081	2.03832940156548	1.89782825644425	2.21340430955299	2.04960186443066	1.0481268545199	2.77579636345537	2.40513227427708	1.34940633664551	1.44691115389579	1.83170418641954
LOC100909929_32704	3.35177472611182	3.89651938006712	4.47429435827547	4.50886197139869	5.02331124423967	5.17322839033782	4.96012433098193	4.82111047038691	4.33426185765754	4.63327779845955	4.53959477332956	4.82964972529944	4.98494671730616	5.27352305322923	4.97639632209565	5.11668024038946	5.44370623593392	4.97549073267876	4.93786055408617	4.6806706941464	4.75452510819349	4.45451499198689	5.04828067601167	4.99155891989511	4.98250041151474	4.0707397104984	4.98091673087891	4.00350729098154	5.08541740243191	4.94380853796938	5.1605787167346
TSR1_10097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRS1_33296	4.0310769404029	3.89651938006712	4.10435142883937	3.49960445531612	3.34725116418855	3.85731210666974	4.1487371401396	3.73180161131212	4.2733788034955	4.29112769865659	3.47265231355849	3.54468063935505	3.68101761062063	3.84293396768534	4.25534387741223	4.19149194552346	3.46717581161338	3.78646276795509	4.49809866896503	4.1010965000358	3.84095217901077	4.34111153892664	4.28217511598361	3.95891070495507	4.6778474224964	3.95630470688886	4.1190166888162	4.26765379821408	3.71846321892464	3.8673152058422	3.85177484467552
SLC7A12_32838	8.74385340173331	7.72303126992815	7.57692340996364	8.12611793292865	8.05061149435333	8.46187349860399	8.28067774986224	7.789491432325	8.46254029386813	8.57050993024887	8.163629468755	8.07985906689403	7.62815707698246	8.98642932699621	8.00797473247223	7.78759307070849	8.18771758383418	8.15677887539071	7.23571812208403	8.42128179920833	8.13290995398593	8.95345498453568	8.9577587660831	7.33908384838905	8.01387088463863	6.80256243491309	7.27363746963701	7.32177594325744	6.1292789694778	7.61041569632227	5.79712257419509
SYTL1_33003	1.83109308119146	0.706181100030131	0.640275492489395	0.653345777336004	0.846398300211284	0.470429880777246	0.739418796672302	1.13658792548851	0.502612103777465	0.965466207938866	0.598006580869034	0.903798810220862	1.38047865455456	0.718917135915547	1.09964985582301	1.01145794304477	0	0.596409368603502	1.40450850100571	0.683519516360943	1.07780445370279	1.16548003615336	0.704160600942322	0	0.335322896004644	2.27626910247501	0.415977389338475	0.894812527981857	0	1.75427879701468	0.278933638777406
G0S2_32729	8.73867907457695	8.81574703816764	8.71988829132136	9.14704656082775	9.02265432602503	8.64391220268704	8.76876999752694	9.01066940280061	8.30985511605605	8.58847425502833	8.6698642120782	9.28281981392773	9.08160686328989	9.07376087096421	8.50290325175254	8.46708531558446	9.21551628335433	8.97505077889994	8.4154755808332	8.62546944470686	8.88599847445241	8.71324983733142	8.78332112097826	7.76093415876999	7.90311081733341	9.44417240868688	7.72711467194842	7.6726074331098	8.45021581504295	8.52794652157085	8.56266380236669
G6PD_8674	6.67665380229061	7.08220431409664	6.91344148857765	6.77918334627899	6.95295102108204	6.67252194148712	6.9563886525014	6.85507221051621	6.73395669868086	6.28851081924135	6.9026413067041	7.26953391239033	7.15291970910212	7.11911917370469	6.93937173898122	6.10995537682585	6.8692480983481	6.93767231218682	5.99502112388409	6.72032137694325	6.88633956035201	6.55812799347598	6.79038003062912	6.1491761976673	6.46160547217875	7.65033564562749	5.75411406602384	6.22285917994686	7.4090604156489	7.14217632662102	7.02995009859168
MAN2B1_9177	9.65696511108507	9.37515623363797	9.72866338213348	9.4282483835205	9.13953508843394	9.6011593612434	9.06590884089089	9.58121780912362	9.9261812363353	10.108189628527	9.22235324416406	9.38502288218672	9.1143249642569	9.25855587800999	9.27511876210762	10.1311117294589	9.55329380996087	9.35651062775305	10.299914179385	9.60205279131707	9.72205218581502	9.7115301329485	9.80622403702712	9.83985302464842	9.86497341766888	9.12629492014927	10.1805491294174	9.76706745480509	9.38513237460107	9.36394242434431	9.81693515017352
GCKR_8698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.513124153447851	0	0	0	0	0
ST6GALNAC2_9951	7.81105305644318	7.02739021796805	7.70217634638344	7.30854984905187	7.38702102397907	7.97049948708683	7.97764440467087	7.75588541146143	7.71862560386438	8.30316660696445	7.74595969633849	7.59609968311023	7.42608220916848	7.88734458509961	8.19027316421768	8.02648950425297	7.57036680609823	7.93630604956431	8.00493300927997	8.35606709076076	7.35620020024964	8.62136608123019	8.57615880858876	8.37050989237832	8.98672841206256	7.79331062381494	8.15518213013356	8.88637594166199	7.9899361823823	8.42392404703861	8.45190515349154
SULT1B1_32942	11.2957939409951	9.87070615098862	11.0611214562924	10.8825216131666	10.6654650635556	10.7015660024477	10.7428054105801	10.8286786291572	10.4072932781811	11.8911913229509	10.9277603569558	9.89400456153733	10.0054444051975	10.2619386469863	10.3358701148491	11.3620173578666	9.76937766947106	10.7643096974443	11.3385148862537	11.5509181537654	10.7078456209956	11.6952643457417	11.3282640563884	12.3089278091032	12.2638883213279	9.92368761070371	10.9953939897429	10.966634941107	10.3640989763839	11.3944563705639	12.0255034177173
TXNDC9_10111	9.93093625586704	9.41573786805097	10.0986467809733	9.8514356893289	9.67975058636915	10.0978783204224	9.70018545916613	9.88949885299562	10.114230284785	10.4880752715351	9.53957273168267	9.54328045092158	9.70467098037425	9.64663537843203	9.60974436094606	10.4793350300406	9.99557813919574	9.97030717258415	10.5618147998759	10.2131598243617	9.80214045258513	10.3288273440499	10.3924513264746	9.64810630068856	10.7592120860883	9.72903267312953	10.6539077713901	10.7432781601856	9.78403295747741	10.1755496815912	10.3163126011177
CASP3_8201	4.88997644776187	4.90920040004544	4.79774371730796	4.80333764208305	5.20595140526955	5.12622778912288	5.21541336348134	5.08583321176617	4.74632017892307	4.35967829962912	4.79225318064604	5.19811804880253	5.15691074891091	5.29741661685436	5.69668077223781	4.02140953445351	4.97297905782234	5.13112029292648	3.89824017612198	4.95887204297247	4.94345305959136	4.6811337018601	4.93415009554618	3.74533625770295	3.7612499754554	5.17093693079419	3.7760709057358	4.00350729098154	4.63717824273206	4.4262022246301	4.30525570392539
PTTG1_9623	2.02491487569521	1.53328390945932	1.08219402987627	1.44277607045003	2.19881773617432	2.27953741613641	2.32683033547974	1.48434766805499	1.41527498583315	0.56203206387089	1.76422324460019	1.56546003369721	2.00239696212747	2.22044187225889	2.2077631582925	1.23547981006853	1.09969345391575	1.72411324985572	0.792541025801392	2.14870651448184	1.78400424330355	1.41003594916113	1.17529653453645	1.5488471029204	1.74628601689917	0.890854932259896	1.00187916819631	0.717671983610582	1.07434518527655	0.897719560247663	1.18889872200283
MAST2_9198	1.83109308119146	1.17821079284832	1.69354585523265	1.71863386650304	0.846398300211284	1.72819634091543	1.87892638796947	1.63113101420433	0.874641839287121	0.965466207938866	1.83516352375441	1.56546003369721	0.679270883979671	1.75209311447693	1.3357322940584	0.592611231527789	1.37869367598936	1.34246751046031	0	1.14542053817615	1.22217738534714	1.61908302273207	1.30341553057255	0.513958338755685	1.03325666639768	1.5470143970993	0.586215551445097	0.515696433893829	1.34940633664551	1.1982917150335	1.047181508214
ME2_9216	5.07652654934463	5.97464443066998	4.76847324693174	5.42005249558286	5.53873602509584	5.27728482040555	5.53997184998858	5.20781972987331	5.29805084961164	5.12187132908256	5.29202198145762	5.80966829151142	5.41590167018495	5.32092089952586	5.81368610449376	4.91283298364508	5.24060232811271	5.17266747157503	4.21497507339288	5.21572375714438	5.46270239427224	5.20328313424406	5.11964160283469	4.24598503871305	4.89639649468028	5.32492090079226	4.19994848979082	4.3611105585601	5.56135736988337	5.12422089562669	5.08099243869517
SERPINC1_32513	9.92866602818303	10.1005051366377	10.7368141334449	10.0593474426493	9.99781235185917	10.4476934012832	9.65896258255633	10.3542238793522	10.4701062911858	10.8433860418709	10.0352196982609	9.84155661519889	10.1711121566065	9.82742899374563	9.19532223596695	10.8823482011618	10.4979478997098	9.84741464600725	10.1060555858389	9.48165909355104	9.63160954180301	10.4465940813668	9.49681110194276	10.2287436988048	10.8059287543054	10.0647144415339	10.6827937903786	10.7166340081251	9.61245685793841	10.610327978106	10.9983592891445
ADCY8_32323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.596409368603502	0	0	0	0	0	0	0	0.279255731116901	0	0	0	0	0
MYBL1_32391	6.66942058707016	5.86949290156741	6.33777578493844	6.23774525342393	6.82678905688604	6.88507114499945	6.72944388631601	6.40773165998122	6.65262364268918	7.09045766857361	6.67502364785166	6.07028070552911	6.18901777028353	7.42231528965781	6.41926885344178	5.90508477125202	6.39211892818077	6.72374349247811	5.45983162214531	6.79571021580255	6.7016075174006	7.11012288957772	6.87530516938349	6.19624710464598	6.84325519693317	5.65958006653602	5.40738946874717	5.85095701986844	5.56809826258284	5.72799937096957	5.60185688428965
DPM2_8491	4.24080725799053	4.36288173279487	3.79164901230883	4.31489802257438	4.52011927829261	4.03746042264727	4.6877110843459	4.20004612268382	3.79909445231877	3.84174392741126	4.37078562172261	4.9154268708157	4.50130470781124	4.68713176109865	4.92303916660574	3.01999207441076	4.3201466415414	4.40748743066178	3.91584205714688	4.32118211092361	4.65626207443197	4.15230984701817	3.89164495713622	3.62538888100377	3.48603603649763	4.39749179118537	3.41844169138181	3.4721728095263	4.15442478957486	3.98993798016699	3.85177484467552
TAX1BP3_32829	7.93083326944308	8.06331128768361	8.01417079846315	8.15249625398802	8.23577241713331	8.07937839834417	8.3144449509575	8.02346697052775	8.18525399710042	7.6028619231754	8.06746410459314	8.18937658335055	8.1355548900748	8.32042495777783	8.5960482059746	7.48076158799455	8.28080053905043	8.14899387713777	7.78552944489656	8.22972332181656	8.22040629903159	7.80152517791084	7.84697745696561	7.83851163747146	7.52277899291263	8.16259925875791	7.40887522501551	7.58653535437287	8.44930330698469	8.12818680627704	7.55670088491037
C4B_32606	1.01665763298064	0	1.08219402987627	0	0	0	0	0.925204326954209	0.502612103777465	0	0	0.521546325964316	0	0.28133075230535	0.251573022626485	0.225675415531947	0.543235139095618	0.822055710783759	0	0.265458106268268	0	0.271640487426214	0.274687663194849	0.279746283824163	0.335322896004644	0.279255731116901	0	0.28076876690518	0	0	0.278933638777406
AURKB_8117	0	0	0	0	0	0.470429880777246	0	0	0	0	0	0	0	0	0	0	0	0	0.242487443454294	0	0	0	0	0	0	0	0	0	0	0	0
UGT2B7_33032	7.07727113616145	6.82532007695005	7.4443879219623	6.90863030722346	7.38012651378329	6.5413261599	7.21228419763636	7.39664708103782	7.06556883576426	7.541476642469	7.41648709571096	7.14633190728854	7.15697798881106	6.39053738825585	7.39130292844028	8.00096956627615	7.02930464580488	7.76523224734307	8.1185536903048	8.40417741690005	8.37128046087691	7.38685683810233	7.72499868147788	9.75985924752409	9.5112039645808	8.13107395898277	8.06803555488725	8.53260336011749	10.0143383144632	10.7397594713315	9.66942424431806
PSMC1_32624	9.43502284261013	9.7478782568754	9.35568571339818	9.60206706801953	9.86646091107742	9.44633628027063	9.78474298929638	9.48193757524843	9.39769750017574	9.18286832982559	9.80416394429958	9.93982277330572	9.79988007138748	9.8019039409381	9.76184421520533	8.81989578280041	9.62145773280205	9.57657479294955	8.72911045274045	9.4306245737216	9.52992212434713	9.22022001199384	9.25231644459802	9.15313277369743	8.97627308982689	9.6395416635088	8.70071437951897	9.01056050725673	9.7384454741068	9.47572126425298	9.39239196048575
PPAP2B_32335	10.1012010969972	9.70267544407601	10.4089456300939	9.88503460543481	9.57647544074671	10.2993404581688	9.69669786094365	10.2733992226134	10.3462468873848	10.7673583216217	9.71909655571383	9.65543118837637	9.50701640727794	9.68525592595826	10.066879730338	11.0214049644811	10.124379934975	9.94055144361548	11.1390431244516	10.4922296615662	9.74688467881402	10.5443033843104	10.5969568802039	11.2390397598708	11.0322372739349	10.0303607345637	11.4960250722561	11.5281413294223	10.0247892825179	10.6029409257071	10.8161351814654
GRIK2_32967	5.38987818523415	5.13339533074025	5.22151904911212	4.61384229302032	5.68016720797637	5.29155578070172	6.20898228739107	5.33107057989603	4.85419617343421	5.32410750714245	5.4863675625153	5.69912639438403	5.30323778433183	6.01643733768724	6.72748426188706	5.10252952491213	4.94112412103752	5.99353259075979	5.13859866714107	6.6349214691618	5.39576164054082	6.35037198248674	6.18028048885658	5.45976784868906	5.88480463044103	4.10695277550769	4.44098807039849	6.34227186682498	5.67812206592815	5.8837363892655	5.35355898638417
TNFAIP3_32414	3.48957660299071	3.55276513002709	3.53778166356804	3.99032856337983	3.90353147393677	4.00318554087386	4.30349492680648	3.73180161131212	3.22273167587646	3.39601482069464	3.53790355430126	3.62326039869932	3.92898449953408	3.88559237601212	4.1037392356661	3.16321758015989	3.49669544034324	3.83901942006076	3.44409119115251	3.44610611736371	3.84095217901077	3.55745248884442	3.13094567542362	3.46690433971613	3.01164115029337	3.40743291819987	2.6661285187235	3.86146412707096	4.55812238392375	4.77215587923066	3.40577440522698
NS5ATP9_9367	1.34189429833505	2.05568116613842	1.08219402987627	1.10139661016701	2.19881773617432	1.54972399843696	0.739418796672302	0.677442493733487	1.80762633207146	0.56203206387089	1.01952215854844	2.23317965248139	1.38047865455456	1.92565768020565	1.94769116415446	1.23547981006853	1.90435677760631	1.18895296638044	0.792541025801392	1.14542053817615	1.68779646348931	1.51834255341105	0.505346584463879	0.279746283824163	0.335322896004644	0.279255731116901	0.586215551445097	0.717671983610582	0.734186871793522	0	0.890011579764077
UGT2B15_33121	4.27932804511484	3.95643166269676	4.28056168013799	3.70365905355955	3.82447343622351	2.98903007947524	4.25373098428003	4.43802151473833	3.92318704999359	4.93232236494593	4.19314074651978	3.62326039869932	3.89050467604233	3.23224629770728	4.02151140743086	4.8120837719893	3.60908082111675	4.29910794235882	4.89412951883587	5.46040720866968	5.29323263394912	4.46808359995615	4.83161952324369	6.61057575749254	6.83996378909496	4.75784339767239	4.0332735635016	4.96775566240806	6.68582290238687	7.95835002898507	6.77287876323151
DHRS3_8468	8.3044821713234	7.81490489499402	8.4285924016581	7.82820341678234	7.88272213672451	8.46345005288949	8.01546358398515	8.37683763043388	8.44020974965291	8.79597228947808	7.83627320065705	7.78740621523573	7.72427912822911	7.86885914937299	7.91879252561173	8.64847711351674	8.36824004239052	7.92874795912321	8.64717761589586	8.11456565886314	7.89376932710492	8.36723384964615	8.55459307651884	8.18141474857848	8.39199315051656	7.95477174221167	8.7384567069023	8.24042603180434	7.42028007841255	7.50296542678423	7.90881335815915
FAM63A_8604	7.33669859617942	7.23515938396098	7.55137249686959	7.15466057847847	7.61260024099018	7.5779006105534	7.72262983668694	7.5005653403945	7.27417310394656	7.45403669685246	7.19670462641942	7.54655128885637	7.1386251499826	7.53379667736985	7.95800624388646	7.39772860650245	7.19152930771294	7.5156827255861	7.06282561870952	7.78392275358692	7.35620020024964	7.54726008786671	7.56642864368642	6.97197064678442	7.46839608572319	7.55032690398073	6.84502543322313	7.17292405156441	7.2877082997025	7.30063660156864	7.22562710935283
SPHK1_32682	2.61261932167715	3.10060049033879	2.94551802562448	2.86807956053336	3.34725116418855	2.7618881372243	3.17537090860329	1.99874090252557	2.48143860432898	2.52693821701295	3.5798204245093	3.21324890711321	2.92877448460858	3.73042006730997	4.41845828416442	1.67862146927532	2.5362977244549	3.27845036212592	1.30114578466662	3.64558722591317	2.71239912713157	2.76575377740559	2.94699824896223	3.08565375722637	2.75627921484985	2.563665577582	1.41738607732127	3.05391591814255	3.85702016069994	4.10294990411244	2.45397915229518
CDA_32590	0	0	1.08219402987627	0	0	0	0	0.677442493733487	0	0	0	0.284213854635686	0	0	0.465722633273	0	0	0	0.242487443454294	0	0	0	0.274687663194849	0	0	0.513124153447851	0	0	0	0.281881793493449	0
FBP1_8617	9.77792079650754	10.5701785944134	9.75408531360376	9.93991135296903	10.208535241226	9.74486068221875	9.83107720396514	10.1245106728158	9.66837802839039	9.05562719591205	10.0529996626725	10.8438500938292	10.5296921407215	10.0500341415878	9.88728937718957	8.74216069601124	10.1296889830042	9.76958820868942	8.64123777594999	8.97503378851009	9.99758754580145	8.83932501321596	9.20746901891803	8.32791237859188	8.1857707664585	10.0522902467032	8.17866859506329	8.10738971138263	9.94093060420469	8.97908141604363	8.84888343397944
EBNA1BP2_8513	7.89096496122869	8.03232760093938	7.96017737420409	8.01230252592555	8.24339056366457	7.80627160153857	8.35925333597057	7.9983275216137	7.70139573917279	7.38582081221806	8.10113644681667	8.29716840125977	8.30330866445682	8.21355791794921	8.11593822424864	7.222343885494	8.03387501583269	8.1332967087151	7.18035791049218	7.99627715398451	8.04947363574579	7.77720557154373	7.83907058352454	7.48407770501523	7.35306483051126	8.3527310372291	6.86997235114776	7.20688863799136	8.16020673119242	7.96210010152503	7.91902095353192
LIG1_8999	5.24169314715159	4.99740572379278	4.90922546674101	5.02257344292211	5.20595140526955	5.11021438411986	5.38680028564249	5.16025556855809	4.50286353943435	4.10398478231003	5.0450880695541	5.43438883534282	5.28851544777511	5.27352305322923	5.35104281012015	3.92820567604095	4.90854991060528	4.98718137538093	4.35058551721975	4.90151989568414	5.2263134974612	4.86673212349603	4.8422067606263	3.74533625770295	4.38447408013887	5.153729248846	3.66642474207012	3.92405960444091	4.93708686129371	4.55096745167586	4.54820625019866
MYL3_33076	1.34189429833505	0.706181100030131	0.640275492489395	1.44277607045003	0.846398300211284	1.10873637418179	1.22589572069811	0.378124325671943	0	0.965466207938866	0.598006580869034	1.56546003369721	0.679270883979671	1.32608150555957	0.465722633273	0.420777845702893	1.24592750075557	1.48120649892478	0.792541025801392	0.854451081232043	1.07780445370279	0	0.704160600942322	1.04956585069429	0.607218572769936	0.279255731116901	0.876177553748429	0.28076876690518	1.21842117762495	0	1.54581013147896
UGT2B10_33303	0	0	0	0.653345777336004	0	0.824600464863556	0	0.378124325671943	1.17013610253216	0	0.424831599371384	1.06262779346511	0.486340425244839	1.1965392504668	1.09964985582301	0.225675415531947	0.543235139095618	0.596409368603502	0.792541025801392	0.48957925266521	0.289438200129525	1.16548003615336	1.17529653453645	0.715405024491026	1.03325666639768	1.43752032921411	0.7384691244876	2.07814216289829	0.734186871793522	0.720137467750151	1.18889872200283
KLHL24_32733	6.08791503133355	6.23868394685556	6.05222743845422	5.73134202399267	6.1703774875042	6.22177560274792	6.16927026197634	6.17027161444786	6.09840649654727	5.63190214758549	5.96098489833016	6.13429060457246	6.01660791980761	6.09124282852685	6.05187297700368	5.74577343831529	6.10642444870419	6.0834118795683	5.30145723866657	5.75297947864891	5.82688477451907	5.70524236762577	6.00291355408354	5.16506631112015	5.24389849892195	6.04741712397587	5.20005080086685	5.28640233224743	5.63382954373505	5.54007406653062	5.69390129019941
EED_8526	7.11503246744514	6.37664410756228	7.083522402615	6.73331795248587	6.56629418463592	7.20832194519144	6.6059750306461	6.93850139040619	7.22678961555132	7.46962936670723	6.65064666609484	6.60030266218289	6.626678438005	6.98086563361539	6.85878535263043	7.70921619422988	7.02677747667563	7.00534690606244	7.86922354264728	7.53167853867448	6.88362773275429	7.53924800344456	7.55037655964583	7.76377782382414	7.92346781701402	6.54980464591714	7.75973880292607	7.87364910613749	6.68891867117508	7.18772969884088	7.43749893180954
CIB1_33206	8.30914389058841	8.48295341286377	8.30917048791671	8.14958903421554	8.53012943699626	8.46502488622191	8.42817214857694	8.42417114988246	8.43500708935574	8.47909864655734	8.27865333361705	8.99645821302596	8.70223923000107	8.5146914092837	8.31028514706071	8.23301460282877	8.73316513226155	8.52683283118281	8.01211079722125	8.16417788217086	8.32105191470872	8.31375451391872	8.42060740357327	8.22230267493388	8.54030317534393	8.48244358961213	8.14414635541067	8.5771076905745	8.46564079228061	8.51268545636033	8.33001968809951
ASF1B_32459	1.6071302099674	0	0.640275492489395	1.95011656652638	1.13554135061011	1.34601454438295	1.87892638796947	1.88630021738079	0.502612103777465	0.965466207938866	0.89222741063321	1.06262779346511	1.48748160986226	1.84148392756623	1.5385603015486	0.592611231527789	1.09969345391575	1.01713642214632	0.450022209874807	0.854451081232043	0.736815072339158	0.870833347436851	0	0	0.335322896004644	0	0.7384691244876	0	0.528377713143998	0	0.512576327049415
