ID	S5P1_H10	S5P1_F10	S5P1_G10	S5P1_A11	S5P1_E11	S5P1_B11	S5P1_C11	S5P1_D11	S5P1_G11	S5P1_H11	S5P1_F11	S5P1_A12	S5P1_D12	S5P1_B12	S5P1_E12	S5P1_C12	S5P1_G12	S5P1_H12	S5P1_F12	S5P2_D01	S5P2_H01	S5P2_E01	S5P2_F01	S5P2_G01	S5P2_D02	S5P2_G02	S5P2_E02	S5P2_F02	S5P2_A03	S5P2_C03	S5P2_H02	S5P2_B03	S5P2_F03	S5P2_G03	S5P2_D03	S5P2_E03
KNSTRN_33044	0	0	0	0	0	0	0.48555893187609	1.23956833164084	0	0	0	0	0	0	0	0	0	0.347056013928198	0	0	0	0	0	0	0	0	0	0.919121779158028	0	0	0	0	0	0	0.48118901235005	0
CLPX_8334	7.28088972261125	7.52979465454118	7.38778186681106	7.14170607401778	7.22678251996861	7.3889419628356	7.13180155567653	7.29963893474991	7.42808348814431	7.16906388795277	7.46174190058247	7.39172250806893	7.40339482805138	7.51408957032889	7.16079367791867	7.12589437371484	7.4486196249253	7.24734962616562	7.38339034553827	7.21129359904495	6.41319583534364	6.82287866490924	6.92511299888658	6.71392086454965	6.18100165029608	6.60005130442636	6.68339178545865	6.38990468971006	6.89319801071704	6.9865879812486	7.11292668978622	6.98251707651849	7.02748412074285	6.76376265108112	6.9040997679661	7.26487736953851
LOC100911177_9074	5.26263610747788	5.00620645775616	4.76542283984822	5.23640683962146	4.94484253119628	5.08224238931058	5.00943674144982	4.6944319053778	5.25629664382481	4.9922521418077	5.0160416538303	4.36632233208698	5.13594446629735	5.00035259319185	5.05396966809191	5.13275174054396	5.04769518998979	4.80344800688869	4.01178853267294	4.78838201898738	4.18033892077968	5.07813725214856	4.96029518723461	4.07769414667816	4.04363082029224	4.54257956966278	4.65723565631597	4.4843400345882	4.47447540249655	4.88273631705872	5.03177929770162	4.95177859384967	4.68012154278094	4.97640534409336	4.55863114460698	4.34407768149775
RT1-A3_9759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRDN_32435	0	0	0	0	0	0	0	0	0	0	0.342572257490552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TXLNA_10110	4.64963824284389	4.7496615813677	4.57783372907541	4.35669142442292	4.81103539891938	4.37648097394259	4.66720070692255	4.58178926268934	4.65072205377208	4.74009286109121	4.5052079465361	4.7426849466914	4.63763509504998	4.40973777612845	4.66326868417221	4.64649334060043	4.83993984967063	4.73142573851513	4.40429230056626	4.36633529216993	5.30536508974456	4.48759482362622	4.73398488192187	5.09654334301808	5.06427517760368	4.91139104347841	4.65723565631597	5.26380369353495	4.97185298011609	5.03383121572188	4.88466812052068	5.00729439331354	4.47605303806929	4.67702213810825	4.99456630024787	4.92523571379577
ATP6V1F_8114	8.76273634972208	8.66851526305881	8.79778361041961	8.70329304000722	8.7087566271977	8.59484923679398	8.63054621687713	8.58972428142062	8.84225029336024	8.64067074248276	8.58996594562512	8.8092597793611	8.6724593560309	8.77267770736025	8.84025905571293	8.7969988700685	8.8623697546448	8.79450273320871	8.78466055427068	8.44561981922592	8.9676202229208	8.7681107302252	8.6927869943769	8.88638563109638	9.02531718454635	8.78556728595314	8.68703266079124	8.65400831590212	8.70076900763664	8.79309572155808	8.5474840193345	8.72073030805304	8.96859167435472	8.70361616343837	8.81993268692717	8.64911509817
SERPINE2_32301	4.76168592417592	4.65815611272904	5.25328259402252	4.77194635540777	4.92504743442268	5.27665827357288	5.20208361381692	4.96081748021756	5.22217757998477	4.8966098589197	5.50749513110072	5.08176427180079	5.11864278923546	4.79476671779378	4.30564537185412	4.60557604142642	5.16210658925201	4.91169042304474	4.33730555162805	4.71327697886379	4.73853014219865	4.96621460032066	4.13522538806501	4.40719149803138	3.59277928607535	5.16641323302086	5.05790810101942	4.16416784019024	4.93779822757211	4.77957789104014	4.93539033103622	4.93278822945664	4.73349149589417	5.14624507902942	5.17929340850503	5.11193327395188
DCC_32537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HK1_8805	2.62771399469498	2.19605403286279	2.5787655689434	2.59973668502439	2.48976095978092	2.44436592774652	2.48580659560026	2.73109267577349	2.45062523922916	1.94795840735799	2.8938222072611	3.05828530434705	2.43328981962068	2.70074769512062	2.37081789134633	2.37911304031626	2.14153000452733	2.55957086817423	3.1579985731776	2.7240382025589	1.94675586502886	2.59531755869872	2.4645896245373	3.03924045757247	1.30763794085562	1.96693725232125	2.08101809395715	2.19025307566082	1.97392696792575	1.94492991120619	2.38635878459711	2.33543739206683	3.20353507218877	2.6798524002186	2.52374349703846	2.59388963427208
CDH2_32994	5.41511333982924	5.69983133844598	5.69314362945749	5.15676285087866	5.43233173901191	5.58779569430747	5.56116747478937	5.6042123380684	5.74698583415472	5.25390077901932	5.55761372192356	4.96647951178298	5.53852102037761	5.2857568532857	5.30298695293195	5.17064889865668	5.28082643903239	4.9502753728916	4.7771401362819	5.054908309634	4.39131871228062	4.64127416264217	5.27292493650617	5.03432836869199	4.66353978750874	4.54257956966278	4.61029626498582	4.79331927912194	5.2044695770968	5.0866469920414	4.98438965402013	5.59545480807839	5.30907890989104	5.06382304487991	4.93979181093547	4.77849879749902
ITIH2_32512	11.0119785128778	11.1276216664637	10.9470029183791	11.1444075522371	10.9946278168149	11.207789137374	10.8219171772227	11.0111717798792	11.0426851987137	10.9882591156396	11.1117427701976	10.4609755937696	11.046769292522	11.0755086411209	10.9941080497825	10.9019630726658	10.9886842296106	11.0268053236442	10.3390977652997	10.927851210869	11.017052644207	10.9744032131413	11.2695683715757	11.1232908647543	10.9748823054449	10.7831132221972	10.9752322889467	10.7635273489069	11.1974908258	11.0061870963417	10.9511921709629	11.0169996421849	11.0962484266841	11.2318564971509	11.0982106041121	10.8680332889602
NUCB2_9374	10.0000395064431	10.0860974772222	10.0337703792682	10.0198055632155	10.0673649022049	10.2435867441109	9.94209638844867	9.92766736130682	10.0681906625088	10.0049667458258	10.0804313191407	9.45399585309113	10.0052676032415	10.2609892251458	9.8517723744353	10.0570654726134	10.0514819158884	10.0602048143822	9.47218001898526	10.1215703751717	10.5088684102043	10.1873321674931	9.93481365209489	10.1824806549494	10.4614468266219	10.1542290728376	10.040997593288	10.338379288056	10.1069492658769	10.139611264062	10.5115397701319	9.71485682065543	10.1542965417872	10.1474613521891	10.042306381066	9.95308743060133
NOSIP_9346	2.13045656098408	1.90903254069966	0.733994388673035	0.814971968840538	1.17577404431573	1.78390713013457	1.58527072622003	2.45227198339557	0.920907542344832	1.94795840735799	1.52411772120885	1.5318512452774	1.81352161060173	1.70069170419605	1.39098554536017	1.51985904204594	2.02540716865149	2.34466827595712	1.13809019491225	2.38000825504832	3.63462431309747	1.17683662507945	2.4645896245373	1.2893129408886	2.229095112752	0.9780425714193	2.33308624928272	1.4760849204061	1.83281492134507	1.60210075347449	2.87627954350382	1.5962290148328	2.65849312043978	2.56468931390103	1.91504486868916	1.17588255730238
CPA3_8367	1.97382634808783	0.351127561116939	2.49637646878336	2.26192786956808	1.9774611592171	2.55756942349438	1.92634008501411	1.23956833164084	2.09607797871057	1.69857082162935	2.24860025450936	0.773437202224639	2.37619428338074	1.80761490694912	1.73030006688336	1.83511224496257	2.76572682820096	2.62463561683164	1.86471847738471	1.26411546228809	1.94675586502886	3.29655074972081	3.32760088856019	1.2893129408886	0.797162133114356	1.96693725232125	2.33308624928272	3.02284906154056	2.77751840550505	1.94492991120619	2.38635878459711	2.64642799072751	2.28230121413926	2.43952958950361	2.18999615300198	1.42173802279975
COL6A3_33029	4.5421650207578	4.4002423509798	5.03718060514468	3.84936516084676	4.08313794884419	4.23046858140608	3.65577745602991	4.58178926268934	4.46868584667643	3.9913083598799	4.74035973635304	4.31583169557269	4.08136398697656	4.57020425104079	3.1125825637333	3.7412567149595	4.59715103424173	4.36326165577467	4.83898103627845	3.76725134017811	2.74634149778786	2.59531755869872	3.32760088856019	3.03924045757247	1.98211508075513	3.28216089016982	3.71330687766649	3.4330398608703	3.29058343130363	3.53436329497756	3.53242952063275	3.18492755268222	3.2772704381417	3.37029320528247	2.61979264592516	3.09691338400199
PPP2R5E_9550	6.74263673470337	6.54398533694919	7.01868000485076	6.70404056904025	6.8735751032274	6.81398483002749	6.92882884150195	7.08084581633971	7.0016582549073	6.84195766612361	7.04211363678454	6.08564055082086	7.09823402145027	6.81734436131266	6.93891302803945	6.79081477891737	6.84083456379994	6.74600762388562	6.20973416655321	6.89179733178926	6.73657067693426	6.90105608889017	6.69274120685768	6.69393653364293	6.72452080215655	6.4797961362285	6.94219072702595	7.00458936462739	6.9326384896933	6.89083771003347	6.66424923787592	6.5308057311119	6.77092039808212	7.03651772218289	7.00092231035022	6.71566006005322
SNAP25_9907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANXA7_8051	4.37995960875579	3.88536531319917	4.18936447671776	4.50878149448277	3.93265270569604	3.92762761262107	4.21766817797877	4.11564459327291	4.01669248300231	4.40681782729803	3.37580941023031	3.65373010318221	3.82819596783281	3.95453679722867	4.41941216563014	4.21015770282881	4.27994707242426	4.55905602912838	3.85299977215182	4.26479071143972	4.48626393462454	3.89422175592753	4.00590867669376	4.30549722907609	4.57700994433943	3.54444842942676	3.62160640077756	2.66579820327692	4.35052424678938	4.27222140553378	3.6585534630985	4.5143756452836	3.99774981515521	4.10632404669716	4.58266623052925	4.04714539760084
FGFR4_8638	5.72873215675467	5.4947083170092	5.96995879250175	5.62468013969564	5.48735975147783	5.5944440212661	5.2331107766921	5.56918556156883	5.78643673260282	5.61407069642128	5.74230314989459	5.29661232011251	5.47875193309016	5.62971323387641	5.70030933653792	5.47321558064819	5.77910991144624	5.4937084051539	4.99923724918595	6.03304316307297	5.86049944046972	5.97222048202799	5.86417430687357	5.97949953712746	6.41101058649016	5.68451391420387	5.74159304643061	5.9652418513235	5.79547335006975	5.96538455656487	5.6330287057935	5.86957438990905	5.8091466299711	5.82155504037301	5.72416090307494	5.3532585627674
NPL_33133	2.72921203823769	2.97982949782181	2.86804634082702	3.18567877263473	2.64302935941673	3.13340103280314	2.72285830004222	2.5513215062367	3.02617104561114	3.31949805699943	2.94493053935538	3.01674128320993	2.86542026592236	2.5852658118733	2.81285087039506	3.12167441186695	3.08865962402793	2.96330020800311	3.1579985731776	2.7240382025589	3.25779520181886	3.47072437041764	2.81275808790141	1.9591145325147	2.229095112752	2.54817890186333	2.89958436934425	2.19025307566082	2.77751840550505	2.5572976483813	2.06048698348826	2.55002578651673	2.65849312043978	2.88580052560972	2.52374349703846	3.23195509850139
NCK1_9286	4.73752765828573	4.45564580438844	4.49538984603965	4.67522513012189	4.65154127233007	4.99448483344487	4.97314024648395	4.63920966795035	4.68452687055469	4.6134574487973	4.6813039779392	4.28116206632368	4.62543684757409	4.3041262874704	4.58182636352739	4.69930482997348	4.80514532579771	4.62414348481687	3.90017896064404	4.26479071143972	5.25231984825469	4.96621460032066	4.25389825820699	5.03432836869199	4.78431903618938	4.65791292831492	4.23041923653913	4.92608516499275	4.29779976702034	4.82173046143619	3.88187734417937	4.83389544696797	4.56706650476484	4.46858240719487	4.4053508490913	4.59020432886255
CASC3_8197	2.99681495361098	3.41203640648393	3.26635036251805	3.18567877263473	3.67264921807829	3.57107196974834	3.35091424233289	3.92563795476772	3.69050041815172	3.45995420728413	3.76518712155234	3.35351897816926	3.89068586494896	3.32225566817713	3.4853057589295	3.6636508191376	3.44568197398577	3.23738537672958	2.94953697616154	1.26411546228809	3.25779520181886	3.47072437041764	3.32760088856019	3.27272463049698	1.98211508075513	3.13065549306012	3.04786605829574	3.17291542845246	3.78780571950498	2.98584498649807	3.24134021616818	3.5761601230111	3.12582718689518	3.43730120973363	3.21936468119986	3.09691338400199
SLC10A1_9832	11.1744635302982	10.9333417436867	11.1641575366206	11.0707800542991	11.0340007105198	10.8469794948738	10.9622011543931	10.9962782781682	11.0905534009969	10.9173832301055	10.8600119918871	11.5234661339549	10.8871833067248	11.0485100480878	10.9157804515947	11.0107593945051	11.0660371796323	11.0469736017548	11.6866122969975	10.8445163575479	10.7740918606377	11.0484131450814	11.1007064866328	10.9686591051075	10.7065881479362	11.1263163170355	10.7835988943999	11.0386958983831	11.0386187153476	11.1028361637828	11.0722906009672	10.9822099722664	11.1591593193092	11.0197019316605	10.9596782932844	11.0649095366524
GCKR_8698	3.11404544514023	2.57531936374761	2.99349252180338	2.40667158043037	3.06090974669242	2.85200069166224	2.84839501875483	3.06863618818448	3.55086017418425	2.79092338173337	2.60698519524891	2.32756626993659	2.59215441286544	2.64416192715899	2.23534386708795	2.67116588361963	2.90368712093511	2.18126512910684	1.54667555959524	2.7240382025589	2.74634149778786	1.8162352287313	1.32571243468357	3.27272463049698	0.797162133114356	2.28663398827144	2.54759428357602	3.02284906154056	2.85255102560501	1.78367481938481	2.65201635150994	2.64642799072751	2.543660643069	2.43952958950361	2.70984441410145	2.94791347486305
NRAS_9363	4.5421650207578	4.30289568759867	4.29062023769447	3.71679598160052	4.41657670570667	4.6304824260679	4.03605803767826	4.58178926268934	4.30446901448991	4.21397049620192	4.55540468867587	4.80502523253567	4.32711437193891	4.12962618710774	4.33907581278194	3.9517868451897	4.57666675966065	3.57028023086314	4.52960012344497	4.26479071143972	1.94675586502886	3.76638854760371	4.56062298235191	3.80705056190141	2.229095112752	4.04584973389529	2.54759428357602	3.93125013774667	3.49175797809795	3.58419198857403	4.53598423151447	4.16972991267272	3.95345127031992	3.50133458295453	3.2794207667669	4.18670471885109
DAB2_33094	4.00817333295229	4.32289759986861	3.86753805957355	3.53974142721778	3.95234443280633	3.86302007554493	3.72289331946051	4.01511697785125	4.11912998076708	4.00971079002707	3.73646503784162	4.59524636427233	4.31197122826084	3.85831986272153	3.96377000977565	4.01564887110531	4.22835279693571	3.97140275905428	4.54452516735978	3.43464070080395	3.63462431309747	3.47072437041764	3.70625767516015	3.47363291600864	1.98211508075513	3.76630713781669	2.33308624928272	2.66579820327692	2.61462249087218	3.19273105931758	3.07032610918394	4.06896776595868	3.12582718689518	3.14829008558016	3.81398532236685	3.23195509850139
F12_8587	9.51416070858603	9.35026010749381	9.52849387098554	9.42335833077284	9.35469857421295	9.40911421851185	9.34475751033565	9.37786990918766	9.36167542910572	9.3146137665276	9.4511784267139	9.61708305657475	9.36753877372459	9.59981147813984	9.57099068578031	9.32604886936675	9.45929481205006	9.47775328738571	9.84800623945039	9.42307334256416	9.51830820160815	9.32244238158848	9.44508452142794	9.35575783070598	9.45338995831353	9.52185910961242	9.39804967984426	9.61990835860048	9.43176640670746	9.65240364263981	9.38831471628304	9.63339443013532	9.61924107417095	9.47850343277953	9.42683364036682	9.53751672607544
LOC100911553_9082	1.70149294261277	2.10657815290494	2.21655031791815	2.59973668502439	2.54268040214612	2.80691505819151	2.32229795758467	2.85259584169828	2.91665054082628	2.28661396599948	2.54207898313093	3.17618828239614	2.77995638142777	2.39261206878287	2.90502562275151	2.72309780948287	2.53037449231307	2.09205473251268	2.04345877773323	2.7240382025589	2.40124823379286	2.2577394173678	2.00472887572721	2.76053292593416	2.4399097494833	1.55561103246469	1.77538464712211	3.02284906154056	1.83281492134507	3.12701116084658	1.04060510725466	2.44671768748929	2.543660643069	1.56876680612806	2.52374349703846	2.59388963427208
PSMB10_9588	4.19717940655172	3.7141922570165	3.45267000727714	4.47634222654576	3.71936880026017	4.160507381442	3.585386293807	3.59510951303555	3.62236913114578	4.13234652980922	4.09431407254106	3.17618828239614	4.23377536067198	3.39264672906274	3.94217694070164	4.13547075534372	3.80392235534358	3.84057976794122	3.1579985731776	4.15555405637118	4.39131871228062	2.86869180181276	3.32760088856019	3.47363291600864	3.67839583211071	3.54444842942676	4.0309999154838	3.65335013029757	3.96733441324463	3.67896575830225	3.98178543330505	3.62430104915453	4.04072857877051	4.67702213810825	4.00395819391243	3.57458890808881
ARNT_32339	3.41754282063731	3.29540410236559	3.89994824009278	3.33787770366641	3.57441056275197	3.39946604493447	3.48584786875446	3.66312861339428	3.51373106087134	3.48647603525602	3.55097644889439	3.85573170238432	3.67091188686082	3.80769289328145	3.29400005085399	3.43363505597497	3.53332931442361	3.43170934115167	3.85299977215182	3.43464070080395	1.94675586502886	3.09842471186502	3.52931680037242	1.9591145325147	2.229095112752	2.96135237068986	2.73429766500459	3.02284906154056	2.77751840550505	2.65379639132019	2.87627954350382	3.62430104915453	3.2772704381417	2.15101225956918	3.33707644590189	3.35543125904009
SLC7A1_9883	0	0	0	0.590890342498337	0	0	0.678245290058445	0.256368670077126	0	0	0.619207129008339	0	0.274509420584244	0	0	0.765841382466952	0	0	0	0	0	0	0	1.2893129408886	0	0	0	0	0	0	0	0	0	0.576887379913802	0.48118901235005	0
PRR15L_9579	0	0	0.41318121305604	0	0	0	0	0	0	0	0.342572257490552	0	0	0.322000895379722	0	0.30270366497221	0.423556368269054	0	0	0	1.27949115023096	0	0	0	0.797162133114356	0	0	0	0	0	1.04060510725466	0	0	0	0	0
PINK1_32483	8.66685325020252	8.93616212173519	8.90845530253164	8.78502740908505	8.81138768076447	8.57985141952966	8.65581299574248	8.64613576675717	8.86269648925062	8.45757709715269	8.81611911345363	8.2247645959935	8.68573733638656	8.75858633999617	8.73038382812773	8.47323025044526	8.57800884478037	8.45203407831909	7.96754769589208	8.58906288218517	8.76003002488314	8.60950668145253	8.53766619523572	8.55084728603631	8.64149909252611	8.63884970760945	8.8219021591573	8.56177559602724	8.90514849897956	8.74461784710683	8.698285816727	8.71518398567336	8.7431982828235	8.92697211270808	8.85489290442302	8.63395075897181
SIX4_32716	0	0	0	0	0	0	0	0	0	0	0	0.306199004113942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCT2_8233	5.84069831035811	5.7301047573949	5.89957538374211	5.85660723669857	6.01316294696365	5.87669445562675	5.90252816309035	5.97809069695839	5.854838729229	6.00194533508249	6.18110472899046	5.40524412830892	6.10653252848329	5.61506638289208	5.81760894294125	5.88011096140997	5.83191968575224	5.87420744660515	5.20111099961635	5.79883242008195	5.40594025933104	5.49595664305944	5.66438869217452	5.68773457696521	5.29863417729423	5.54164423115432	5.82618571776204	5.64394307946264	6.36215383120288	5.74213945562033	5.77903914867218	5.99388067653603	5.99545412507789	6.14590396260107	5.69137740872983	5.74069206267015
SERPINH1_9815	2.91301061524071	3.44890862825672	3.21575183135153	2.92225261185814	2.98646066046288	3.42952227621758	3.10474522359314	3.13401313506176	3.58705766101129	3.16387797210424	3.51760328914958	3.51141937734237	2.94610324749987	3.00031847503597	2.49465534023424	3.000651523836	3.08865962402793	2.85900245749488	3.23362177420703	4.03736374960483	3.79158495827424	4.12022471149597	3.32760088856019	3.27272463049698	2.78689681836207	3.54444842942676	3.41861780178895	2.85534131782607	3.82554324004899	3.76789556435317	3.6585534630985	3.52635717536342	3.81175848940261	3.93141830729959	3.73039026051188	4.08332115036447
PSMD2_9598	4.21478640137208	4.34262598813343	4.13594056579937	3.60120581604448	3.35525559465738	3.30534714564106	3.67849810575811	3.72808467256094	3.90642175154525	3.45995420728413	4.5052079465361	3.21344109197687	3.35355466326588	3.04471397292141	3.32769829181694	3.49466734435919	3.93844093980804	3.75598459964757	3.03656819016175	4.63404629807502	2.74634149778786	3.47072437041764	3.86384900508639	3.80705056190141	3.06639861481719	4.04584973389529	3.52367924704959	3.30883242164785	3.62613457551284	3.31581867378718	4.39812563055389	4.23319583758702	4.37890899927988	3.73234405235593	3.68670321708459	3.02433614285582
JMJD6_8937	3.92504550250376	4.19850214435731	3.86753805957355	3.74430228995786	4.11842845807038	4.08697984625638	4.3650123068688	3.94398324572375	4.21477370223491	4.21397049620192	4.28488882547616	3.70694335234081	4.04519135184939	3.58529613948157	4.14481085785371	4.22824056299744	3.90596879911959	3.72664679187109	3.3739237131651	1.92736482896487	2.74634149778786	4.12022471149597	3.70625767516015	4.59131205170729	3.90842031307256	3.95855180143751	4.16696033092728	5.00825983935846	4.03332497883357	4.66847125264669	4.16297085981526	4.40838563857753	3.90774931437125	4.10632404669716	4.35041153227394	3.89262567798032
LOC100362453_9031	9.47861945092679	9.4839585393679	9.50564027159011	9.44395012099415	9.61427867012683	9.3728361233734	9.487497749443	9.48902172198265	9.47587833044936	9.5147043645251	9.37810007513165	9.92001436069978	9.5656793446481	9.62470204994833	9.82363248826388	9.64447960427795	9.53291313199969	9.8325768378487	10.0240524033508	9.29048519241747	9.47265856089341	9.57225584041871	9.2940040481134	9.57100395140517	9.41337048629832	9.62999305828233	9.2179927609008	9.56835562537557	9.33614328084665	9.61618573070414	9.4744455030628	9.39231561384064	9.52873280376612	9.19726603899983	9.56293889370808	9.41156960822249
COPB2_8360	7.72670971008403	7.72468899628754	7.84225854336884	7.73872671307153	7.50863770326409	7.94135163424865	7.62689911098443	7.50356071796544	7.61718259674179	7.7817981010896	7.64869168575146	8.16302834337931	7.554188031909	7.67278752378086	7.78622640830519	7.70256725773881	7.84312912220386	7.91861687490769	7.88640115056446	7.79755941762347	8.06581326085515	7.91021079528147	7.52982951119065	7.71696939660409	7.93330282961291	7.64944982750203	7.35903242121887	7.58245260488268	7.65005033501704	7.78440376895807	7.99863982262064	7.75149783958953	8.00847543794593	7.63753718559873	7.73873326072538	7.73460080139818
ACOX2_32902	8.80911410908558	8.81163644261319	8.81700536967741	9.09582919177499	9.01471133396484	8.94817953915045	8.98174325301352	9.10426638307337	9.26513845931969	9.08440583252024	9.09101021213621	8.88047341189516	9.14741583050004	9.22918204969389	9.24810754518823	8.92446668160136	8.9265032847588	8.96042845047494	9.00905363012635	9.22440307204062	8.60997881610953	8.70413079870955	8.96918513348438	8.5114257767475	8.22766530267202	8.71740056212754	8.96635632678355	8.55836997871583	8.77135583327263	8.80627765952072	8.84479104991836	8.9362915848218	8.7431982828235	9.06181919370495	8.95496089532689	8.80482698748929
FBXO11_8619	5.45269743979317	5.25550896293005	5.66513206549928	5.24606016105228	5.5533184426458	5.41077445426408	5.27843514741932	5.55134802205411	5.47489744928851	5.42133802763346	5.59808896540386	4.89948444335613	5.64507774283317	5.46796129161391	5.36109633090299	5.45797169049851	5.79692882382064	5.23706356644019	4.99923724918595	5.17172631242306	5.58822298504423	5.45507642078552	5.74765117853566	4.7545718681757	4.66353978750874	5.44859720153288	4.87143699767141	5.36083384900969	5.1755371428365	5.56734440124005	4.88466812052068	5.57109897395855	5.39439957091246	5.33378889051297	5.41172558245544	5.42549343623119
EI24_32946	10.1376457310595	10.041527668022	10.2424701443254	10.1376089180979	9.98042690208375	10.1000036193693	10.0963863111882	10.0947683648785	10.1494883897388	9.98039314626162	10.1257803694519	10.6927679056977	10.1772906484302	10.1864778928952	10.0183835204618	10.1237875353225	10.143578197448	10.095419241821	10.6868397144386	9.74870077209685	9.5625575933796	9.64675892453517	9.84313421323598	9.63004089525973	9.11249698649826	9.91724055399594	9.56119588207403	9.64581247831096	9.70030448046306	9.72915872456825	9.75242844066499	9.96375623271637	10.0150839468085	9.65778443630034	9.65649536330579	10.0164370700563
LOC100362324_9030	5.9393114455478	5.74500653125894	6.08013300560252	5.7520899673478	6.26618962751026	5.98691683655646	6.26724285112983	6.09762195861928	6.05547986512905	6.06928972349568	6.14877179636104	6.29561694004077	6.27608137531865	5.96614242766432	6.39202992312057	6.36996937966562	6.42569767923682	6.1364869195993	6.10287786374248	6.00182381314169	6.55135715108933	6.32967475269359	6.22538584486917	6.22206903653836	6.62020095021715	6.43198407101209	6.01821963689244	6.69294102956504	6.30318842911936	6.52040547809856	6.22874788535736	6.06537293351399	6.62321502618401	6.22388851887171	6.39467983976149	6.65685814089727
ARXES2_33115	0	0	0.41318121305604	0.325487721956718	0	0	0	0.66303045521745	0.37603321048745	0.268030651385725	0	0	0.274509420584244	0.322000895379722	0	0	0	0.347056013928198	0.310548321559109	0	1.27949115023096	0	0	0	0	0	0	0	0	0.492796736108965	0	0	0	0.576887379913802	0.48118901235005	0
SCG3_33017	0.536525130433993	0.633305037650008	0.996285036031394	0.590890342498337	1.03511980126006	0.736760341051194	0.678245290058445	0.830152711190047	0.37603321048745	0.68928922360718	0.342572257490552	0	0.878396422881077	0.58508383283427	0.761617578592762	0	0	0.347056013928198	0.310548321559109	0	0	0	0	1.2893129408886	1.30763794085562	0	0.854206532447745	0	1.06910738288548	0.492796736108965	0	0.490266110771845	0	0.987870305880063	1.12940231787763	0.505657404987661
LPGAT1_9154	8.79088826087094	8.72785327071311	8.82335612956229	8.97622828453379	8.93839115032582	8.95465338445124	8.83461628216397	8.96017919814122	8.75346231997437	8.95090639117429	8.94566698020882	9.17297353653163	9.05152301924977	8.85445235917295	8.94642807227084	8.85270017116936	8.91022366856032	9.1247699621897	9.42507209630631	9.14088912759191	9.26071218448005	9.18856895705723	9.18246400897728	9.39342067058199	9.16905421810633	9.13324293752214	9.00995682924814	9.04562479258741	8.96237873245955	9.25872971258243	9.09953918078496	9.11854952592134	9.15617285311707	8.84759544280422	9.01470481313924	9.05074704449677
PDK2_32491	6.85356919704938	7.13937783191464	6.87118574109266	6.85990788678514	6.9587936901943	6.97294910943799	6.96393273368574	6.94627017418542	6.90101069705745	6.74643241955946	7.16575307625176	6.02407168867641	6.80296438670922	6.83641113549186	6.65352774702197	6.78166027243081	6.88315398555654	6.72390691337753	6.0091510998501	6.78581635579388	6.02766283726412	6.45935869314386	6.56082368603228	6.27683467643256	5.7967091914527	6.24172404218457	6.6720084379504	6.2449053771581	6.54292854145417	6.43472365174083	6.69401315419539	6.64605417695202	6.24555880054182	6.54575197127835	6.42822835284502	6.45076017018192
TNNC2_32753	0.293061251073147	0.633305037650008	0.41318121305604	0	0.505599846328613	0.736760341051194	0.263111468382266	0.473980924899358	0.37603321048745	0.268030651385725	0.85123626500688	0.773437202224639	0.274509420584244	0	1.39098554536017	0.765841382466952	0	0	0.565946036109215	0	1.27949115023096	0	2.4645896245373	0	1.30763794085562	0.9780425714193	1.77538464712211	0.919121779158028	0.792513793894629	0	0	1.77746126455963	0.975361039993724	0.576887379913802	0.48118901235005	0.879345310063207
MAPK3_9190	3.74287439397468	3.93818912194429	3.99302657680196	3.74430228995786	3.67264921807829	3.7244183932004	3.9822857108868	4.19437757363976	4.44915226891704	3.58794100378828	4.22411869429644	3.13794798784885	3.98917282908154	4.04473602917412	3.92025576737329	4.01564887110531	4.03168965826578	3.75598459964757	3.1579985731776	4.15555405637118	3.63462431309747	3.89422175592753	4.13522538806501	3.64995229455101	2.78689681836207	3.54444842942676	3.62160640077756	3.17291542845246	3.66828232189727	3.42922527412159	4.32391943814269	3.18492755268222	3.81175848940261	4.02152015166464	3.49738683731393	3.35543125904009
RPS6_32332	11.9247831670663	11.6768685977363	11.569676992135	11.7107569307761	11.6648270384696	11.6477946159771	11.708856363184	11.6229284922753	11.789404256567	11.792759058257	11.6391503479601	11.200965183041	11.7486501505463	11.8233329557374	11.7324296309746	11.653932774471	11.6976220257257	11.9072050225076	11.1210275789302	11.6431814260961	11.6361587352117	11.7839031133569	11.7944064973161	11.8479909661071	11.5911663455601	11.4920081320311	11.6661475300207	11.600846294172	11.8571129892792	11.6505104086018	11.7722546162365	11.8575616336715	11.7971692198112	11.9403457683481	11.7518945013633	11.5782624607587
