ID	S3P1_G01	S3P1_F01	S3P1_E01	S3P1_D01	S3P1_D02	S3P1_E02	S3P1_H01	S3P1_F02	S3P1_H02	S3P1_G02	S3P1_A03	S3P1_B03	S3P1_D03	S3P1_F03	S3P1_C03	S3P1_E03	S3P1_A04	S3P1_B04	S3P1_H03	S3P1_G03	S3P1_E04	S3P1_D04	S3P1_F04	S3P1_C04	S3P1_H04	S3P1_A05	S3P1_G04	S3P1_B05	S3P1_C05	S3P1_D05	S3P1_E05
RPL6_9738	10.5499038923931	10.4975649870608	10.4652489753144	10.8507551449692	10.3454746876965	10.3312960443374	10.7189872701787	10.6717504833844	10.4631164507407	10.6200262073623	10.5385986573253	10.4329524507139	10.7204728772195	10.351861260708	10.6904920783641	10.5311930835874	10.5499541344219	10.7988300785554	10.4502821544724	10.5203786049158	10.5062411850182	10.6643599745654	10.6786139848288	10.7537375841047	10.6324207836605	10.7245885239549	10.9434012856795	11.0906973175478	11.1334091118529	11.1912452021958	10.8214735307609
SQLE_9935	9.66397325877784	10.1078210869262	8.85128217677618	9.03521786381576	9.22915144031198	10.1317052992534	8.17314111403874	9.53975060512014	9.1953054987173	9.13004285999664	9.56284114947714	7.94308855197315	9.32456608533153	9.61484323876769	9.30424671870414	9.77806970544512	9.1535944921912	9.67997718439974	9.18746055006347	9.31257550388494	9.84153600456668	7.58330984041838	9.44987178521009	9.66702059302113	10.1122094044561	9.9660588946131	9.78039038883061	9.95950085892909	8.24642589181574	9.43317174652859	9.86139229875853
FV1_8669	1.72611504943961	2.45790948999083	2.12054966849165	3.29654563038654	1.94092539777918	0.74400918241598	3.19901152356931	2.95289582827651	2.0186376891868	2.01659229665101	1.90712007575285	2.58908441535624	1.51061528753021	1.94733909782924	1.74578616748336	2.28564894707336	1.10267504833042	1.81544293136451	1.52839805947043	1.56828738656765	2.0015148558692	2.31130770750008	1.7509629725906	1.7974623601688	0.884716237502313	1.87175658713334	2.28201399089364	1.37375767164078	2.08641201325769	1.61092181768333	1.8466862369347
RHOA_9705	7.98077333773596	7.82494051098915	8.68664112508488	8.99169309214648	7.8827944124903	7.80100972082497	9.1510453319437	7.92124596109163	7.68020591076114	7.68659797834512	7.76833035161562	9.09818222072882	8.00635509806206	7.87800982073492	7.85348244472136	7.84122998117813	7.7199580927196	8.0242137397694	7.47955024305963	8.01118450018069	7.98955976218364	8.29839939015286	7.87123959511076	7.92870249429329	7.57755812449243	8.15334821519406	7.95735795330381	7.87982486886844	8.47571318192333	8.38737670676206	8.20813172357904
EDN1_8525	1.10713789757264	1.02653318462497	1.41916022326776	0.667550095646961	0.522908454822464	1.36434185232212	0.494840171980057	1.08667249185251	0.251871296286815	0.686391906607304	0.868037928670842	0.639197897698986	0.944601856287455	1.27995427362373	0	0	1.30765556084473	0.828050771814291	1.52839805947043	1.98122687927538	0.678829531875484	0.926573567535538	0.718286464233258	1.02268815629983	0.509139134717721	1.04538121846637	1.40915371482778	0.844565069174946	1.178036059314	1.61092181768333	0.899621889824118
CLPX_8334	7.26069923278391	6.69110813660611	6.82777506968985	6.30840566949923	6.83470983625984	6.67558372136472	6.35780880536143	6.99230603961336	6.98315215985974	7.13149175275123	6.69866731152431	6.12419930843297	6.86520381582854	6.853273399984	6.46731198665712	6.82077674432703	7.08831237127487	7.17420418182787	7.15964163754218	7.17475896788601	6.87483099520447	7.02822385120419	6.87210010289242	6.54915712794197	6.51338575210298	6.58026817688461	7.26831019171148	6.53770051468023	5.59815368409005	6.53552893779822	6.49432645802634
ESM1_32480	0.657264373671131	0.758231036914938	0.50444191358684	0.667550095646961	0	0	0	0	0.652832334147602	0	0.868037928670842	0.245886254417594	0	0	0.835594173410019	0	0.409107760042618	0.472636010446628	0.39408486376358	0	0	0	0	0.498435144471264	0	0.235504799399184	0.351593141429404	0.675176830741054	0.624008147090513	0	0.721751261383887
SERPINF1_32761	12.6850968007854	12.5525902051507	12.354625966593	11.7421524869132	12.7682642329791	12.5645168165339	11.9014182111632	12.5919389711057	12.6338276081589	12.7300837795036	12.7496271497537	11.7702295668591	12.7660156547418	12.5878511068797	12.6578780784786	12.7862341334562	12.8627540315549	12.6924036280373	12.8705655921176	12.8212897913576	12.6070818922619	12.5947381434323	12.4747491735313	12.4288829989101	12.6188869032285	12.6349719243913	12.6460071980404	12.6478434990228	11.9718599981315	12.2760177283836	12.5535772017012
ATP11C_33283	7.93387765813748	7.85756274270926	7.22893910224084	7.14888761285552	7.82421100619929	7.87060573576645	6.95603985691644	7.86115053066389	8.25923358396785	8.38351949746274	7.89543242272411	7.05253643533911	7.74754945802199	7.82447143581992	7.53433471038919	7.75208122062274	8.09083016694593	8.37776677347286	7.60821279213069	8.15739595010372	8.16490721259853	7.87661814605331	7.84987879149175	8.06944042194084	8.12543654491819	8.12338819889021	8.67261661260462	8.59665467639187	7.95806973117146	7.55557021823338	8.22492426348104
TSKU_10094	10.2059736246169	10.2390698406988	9.8730898832645	9.22021837553433	9.72391267383773	9.50915112563813	8.64804477969021	9.90667572569253	10.2364365897054	9.29723889299435	8.93842160675055	8.49485342997884	9.72946962659848	9.98943764830434	9.46903504075164	10.1971776683995	9.84575295890829	9.53786975942745	9.19907225407345	9.48472420700566	8.70453363962895	9.73811964264128	8.77348032628247	10.0113419652614	9.33151058649019	9.12447049051014	10.3387565144285	9.74248036681287	8.46396923155997	6.83283712101195	8.78085969217627
NR0B1_32885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.239255830319979	0	0
PVALB_32631	0	0	0	0	0	0	0	0	0.251871296286815	0	0	0	0	0.440503857233091	0.835594173410019	0	1.30765556084473	0.255586884359318	0	0	0	3.09868110527041	1.19563331727627	2.03389982253139	0.884716237502313	1.56096175743452	1.55177790560594	3.73700648341547	5.05695939278193	1.01951314708896	2.01060778651738
MTERFD1_9258	1.95808043968793	1.02653318462497	0.50444191358684	0.667550095646961	1.20823443532175	0.925820852321769	0	0.74355952568372	0.8180344943661	0.936500942724898	0.632379258837028	0.639197897698986	1.15890370447163	1.47787986173056	1.12226705512563	0.435467009825195	1.30765556084473	1.55493892351222	1.36207405714738	0.987511768177737	1.37975469901633	1.28759644594789	1.55369489108741	0.695121384504132	0.884716237502313	0.773384051327342	1.2508672449796	1.25852844294787	0.624008147090513	0.598000546199082	0.518825651583637
BCL2_8135	0	0.428365088540152	1.17359022635076	0.912695910251567	0.522908454822464	0.292712511882834	0.494840171980057	0.29250759542296	0	0	0.632379258837028	0.639197897698986	0	0.440503857233091	0	0	0.219006983862087	0.255586884359318	0.39408486376358	0.576649035524214	0	0.443927527600626	0.281046072520159	0.498435144471264	0	0	0.351593141429404	0.483221583351322	0	0.227994589258352	0.282610895048194
VIL1_33160	0.657264373671131	0.428365088540152	0.50444191358684	0	0	0.292712511882834	0.494840171980057	0.5355896444873	0	0	0.35056474503344	0	0	0	0	0	0.219006983862087	0.472636010446628	0	0.576649035524214	0	0.238971779965629	0.281046072520159	0	0.509139134717721	0.773384051327342	1.07304934293442	0	0	0.424827063163991	0
AKT2_32310	4.05149493632449	4.39582009793701	3.40969144294211	4.15126148593211	3.86218544100513	3.87984433562907	4.08384484035459	4.19432957407613	4.08941779619658	4.22252338154773	4.08350782728943	4.06994144161568	4.03658781949571	3.86482714020582	3.71821628070577	3.77447576699976	3.97763667777144	4.32153030143614	3.76174875430503	3.93074245102597	4.42146404197113	3.84108682034813	4.22003571811618	4.16349049605838	4.3847705138478	3.90767618230083	4.43946794859887	4.68186652228719	4.33060614241463	4.60193341628746	4.03245277449096
CHRNA2_32401	0.657264373671131	0	0	0.372045749993713	0	0	0	0	0	0	0.632379258837028	0	0.692818565848998	0	0	0	0.219006983862087	0	0	0	0	0.443927527600626	0	0.270636837955094	0	0	0	0	0	0.752597168714343	0.282610895048194
HS2ST1_8829	5.4305368722389	5.37322369559294	5.47676231863391	5.19363732301894	5.16783638966113	5.15546374882231	4.88954773517257	5.31776467680888	5.23358587492449	5.5262185762911	5.22140825543975	5.04269740743916	5.24740753458628	5.51206171504151	5.35805107039966	5.2070943737123	5.46852116913484	5.72639815398014	5.37573632111203	5.80824838231816	5.45483234452308	5.78726342375197	5.3802199072457	5.02547416311234	5.26503411140468	5.17428994333941	5.66318514318309	5.33586564658367	5.21244202687704	5.20092840814553	5.35108201974162
