ID	S3P1_G01	S3P1_F01	S3P1_E01	S3P1_D01	S3P1_D02	S3P1_E02	S3P1_H01	S3P1_F02	S3P1_H02	S3P1_G02	S3P1_A03	S3P1_B03	S3P1_D03	S3P1_F03	S3P1_C03	S3P1_E03	S3P1_A04	S3P1_B04	S3P1_H03	S3P1_G03	S3P1_E04	S3P1_D04	S3P1_F04	S3P1_C04	S3P1_H04	S3P1_A05	S3P1_G04	S3P1_B05	S3P1_C05	S3P1_D05	S3P1_E05
ITIH2_32512	9.79720361226716	10.1298001898234	10.7256190529937	11.1270429701635	9.83779589299958	9.7246914199351	11.2089653215418	10.1828565276334	9.66003086932059	9.61450957810318	10.0145772353872	11.1488691243349	10.153482822944	9.92359708627922	10.1051098292469	9.85857368591246	9.79047554421947	9.925453993348	9.53646320831584	9.88408385655751	9.94335850751883	10.2204519457763	10.0158311231312	10.0090326580221	9.44798156957831	10.1618771326693	9.8099656495462	9.70480309620748	10.4423184999835	9.70049676280436	9.86574874981607
HPD_33114	9.36892149977565	9.25462333298568	10.4741916214041	10.9628092493203	9.44164009682008	9.36894827341817	10.8939061032968	9.50625390267557	9.29198283460045	9.08947444175615	9.58522804823289	10.9542557483339	9.53459622926816	9.72547052142882	9.36473126832351	9.38445591508941	9.63912808956524	9.95477194342937	9.31602053685346	9.36189253283897	9.7987057800292	10.255956030595	9.72236621801761	9.72445106850838	9.45408780733693	10.0977228360772	9.26321946648797	9.77527386410339	10.5521225726859	10.8220152941389	9.90925415331376
SELP_32741	0	0	0	0	0	0.292712511882834	0	0	0	0	0	0	0	0	0	0.435467009825195	0	0	0	0.576649035524214	0	0.238971779965629	0	0	0	0	0	0	0.239255830319979	0	0.282610895048194
UHRF1_10132	0	0.428365088540152	0.877468630524761	0.372045749993713	0	0.292712511882834	0	0.29250759542296	0.466236850875022	0	0	0.639197897698986	0.387604315717651	0	0	0	0.219006983862087	0.255586884359318	0	0	0	0	0.281046072520159	0.270636837955094	0	0	0	0	0	0	0.282610895048194
MCM4_9208	3.64867095615005	3.85624879161508	3.76099104740513	3.38044883545205	3.34679084413266	3.53259586328981	3.06435922725293	3.85659078136947	3.84323449210889	4.07387160917473	3.61793854805122	3.01099427660789	3.22062696905293	3.54995817537864	3.95558710645221	3.4417170135373	3.73280239445356	3.22254420978534	3.6578720772945	4.10564277674856	3.82969635655504	3.29681149178864	3.41662383004451	3.27296213826524	4.14701585216562	3.81982931146726	3.83253624880035	4.16262256380369	3.82456479398965	4.20656433965182	3.71348441851259
PPCS_9540	7.84975881466312	7.85971155291519	8.31793991826446	8.90492829379656	7.20090831589398	7.7834414711722	8.22929636857229	7.57518787281509	7.90809999126396	7.04094663511558	7.09095237477883	8.15260351920711	7.48998558398262	7.78063121058116	7.21815699825444	8.16544471197406	7.63208154921722	7.72312230759839	7.23978052940048	7.47490017756593	7.39432486513427	7.96664497427974	7.70125653614198	8.13761978257626	6.71572008417663	7.65370516115375	8.22555623333218	7.51273133447815	7.93166619687774	7.66184373547143	7.49671177971199
PMP22_32290	4.72202496309453	3.89028212209872	3.46542442049353	3.33910709464925	3.5754605848878	3.81214806217866	3.06435922725293	3.74008543855966	3.9890070990723	4.22252338154773	3.4465404430255	2.58908441535624	3.70271844021973	3.0253059655281	3.53505638250621	3.88182048105579	3.62191350713392	3.8257701166728	3.88955070728184	3.43664472066316	3.63412491557036	3.09868110527041	3.65696332517383	3.65019610862097	3.65969849244356	3.66710054978243	4.28465588286269	3.8996742842238	3.4250183393524	3.35686393377657	3.97405279711497
TNNI2_32751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263371177959633	0	0	0	0	0.235504799399184	0	0	0	0	0
IL2RG_8894	1.44957086619156	1.25267653738022	1.41916022326776	2.17958758842917	0.72706961175212	1.36434185232212	2.22727335556579	1.36365927131359	0.251871296286815	1.14958954050255	1.40618720364676	1.20210235927683	0.944601856287455	1.05049097179999	1.56631818599156	1.26867039474803	1.10267504833042	0.661260589608342	0.957785938235564	0.576649035524214	1.6794605837281	1.05721287193865	0.895537140335249	1.28946947362199	0.884716237502313	1.72471222138466	1.07304934293442	0.483221583351322	1.28869468096478	1.13648050064952	1.44951064091344
EXOG_32486	1.10713789757264	0.758231036914938	1.41916022326776	1.46734217838355	1.45806486919534	0.925820852321769	1.60683218426484	1.36365927131359	0.8180344943661	1.49966044701943	1.40618720364676	2.44882275421159	1.15890370447163	1.05049097179999	1.56631818599156	1.46557888008695	0.863669579954661	1.35081986537395	1.17404566721905	1.30692919205106	0.848894790919159	1.57611761608228	2.00398294524627	1.16223665622082	1.04124422528415	1.94001551740205	1.55177790560594	1.25852844294787	2.31279296557667	2.02917163306675	1.75716694876642
GNAS_8728	8.71016127697545	8.70828797830441	9.67753389709315	9.86798042527658	8.66984021228008	8.64564255304737	10.0602800818346	8.80247973370089	8.46403776298414	8.64407712770297	8.64624071205762	10.02458233516	8.78104546593891	8.70635876975347	8.80931688410622	8.72129229476356	8.63915777423506	8.85569005108383	8.37398178217855	8.8422474160505	8.84184869868823	9.11859301036852	8.82501934643258	8.94760899061743	8.16106776319054	8.85515594558769	8.77886096367265	8.69757222079024	9.52439303040427	8.88312691423674	9.00703719841393
TNNT1_33317	2.48972649363173	1.62023273656793	1.62894734803865	2.17958758842917	1.8564256268668	2.12899219776395	2.9920067845585	1.69940609717989	1.71765225603926	2.12131256239609	1.40618720364676	3.04387274987808	1.65879851658898	1.94733909782924	1.56631818599156	2.38630945107033	1.85715083888144	1.81544293136451	2.05001029577206	2.78587987346657	2.13906425952095	2.46042318704053	2.51895380848872	1.88065528243064	1.98637633381841	2.12732079713305	2.28201399089364	0.996138608378724	2.08641201325769	1.96735249605506	2.57943786440022
SYPL1_9979	8.76859903857244	8.61214606604606	8.45675216111806	8.20116399887537	8.66906626672148	8.63098292472543	7.98325251807107	8.55079557387704	8.77983643536384	8.9310283329073	8.60810475832844	8.07619024522413	8.59232923035366	8.55569802921514	8.5741573853199	8.57434398033703	8.6012943228531	8.71571928858189	8.71862788153639	8.69778191445128	8.65521780406134	8.4789666930576	8.5835321829464	8.54554537139531	8.69658609566267	8.73961610039644	8.91375626112472	8.8289654067342	8.60565122521965	8.71227574505882	8.74201375298142
GJC1_32338	2.15786378767583	1.02653318462497	1.41916022326776	1.30505616774448	1.67095134171586	1.88725017301517	0.86261346892409	1.08667249185251	1.22357967417015	1.64726312025029	1.79723585474538	0.455903991437015	1.79316915642024	0.440503857233091	1.36131007209722	0.76951537579431	1.48710239774516	1.81544293136451	1.17404566721905	1.78948132062137	1.37975469901633	0.782915964136088	1.05337410818989	1.40638522362454	1.31103947346981	1.72471222138466	1.55177790560594	1.13329058350338	1.28869468096478	0.598000546199082	1.55951540474117
FBLIM1_8615	0	0	0	0.372045749993713	0.285016856509466	0	0	0	0.652832334147602	0	0	0	0	0	0	0	0	0	0.703293739859135	0	0	0	0.281046072520159	0	0	0	0	0	0	0	0
IFIT3_8868	1.95808043968793	1.62023273656793	1.62894734803865	0.912695910251567	0.522908454822464	2.33598104988517	0.494840171980057	0.925292284224239	1.22357967417015	2.31038372808191	1.67828704381729	0.801807628377629	1.79316915642024	2.74701162861389	1.56631818599156	1.46557888008695	1.20880274310582	2.10264532910391	2.80075902832131	1.78948132062137	2.07192821627209	1.57611761608228	2.00398294524627	1.02268815629983	2.55257581699632	2.12732079713305	2.98171056109106	1.13329058350338	0.624008147090513	0.598000546199082	2.57943786440022
TMSB10_32772	7.44876789069961	6.65691859584326	7.70757671883049	7.50252508628572	6.36965427468142	6.6945068331707	7.57631344121345	6.27465043694258	6.19563272005277	7.03089956828897	6.37925421916712	7.32416793662336	6.32575228838158	6.42600658506277	6.30500179524687	6.07882054237965	6.14304992424181	6.74173991640607	6.49516643961183	7.0357999601713	6.81706454942209	6.84367733216531	6.42911269936483	6.54278544210126	6.35458149154155	6.72513170011483	6.85208731126492	6.60410869515846	7.21133398082455	6.375171054308	6.97567006557745
DCXR_8445	8.07022532949893	7.8873586838333	9.23579914217111	9.34489513347491	7.90004731880508	7.99666278691691	9.47101090270752	8.09496383720132	7.78997021941556	7.66076887248729	8.03964207466137	9.55796311504428	8.0320647994657	8.18284333461527	7.79861568146193	7.89133327584132	7.92459804947285	8.24120106280881	7.7993522222434	7.99737962751178	7.97929136993444	8.46652991077684	8.11007484104694	8.22677001519648	7.41176758876601	7.91342439275185	7.80546584785727	7.4664219775201	8.09476017787385	7.56473153938381	7.78271894112701
NR1H2_9359	4.14857544923851	3.59247458647056	4.3401653479095	5.08529333976745	3.86218544100513	4.02644619187209	5.05848993834386	3.61333855382203	4.08941779619658	3.99337718385451	3.55180225055743	4.89734961220454	3.98135242388869	3.79231556451315	3.84177811122832	3.84691889059727	3.7149027413002	4.38981407300157	3.46616841154862	3.67729942604183	4.24984075136533	4.19333972364886	4.04312073534459	3.86971886355963	3.4798535879713	4.28104056980472	4.17872025446179	3.93762871248769	4.43053517693527	4.38265836458798	4.29351064232314
TRIM54_32766	0	0	0	0	0.285016856509466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IER2_32643	5.72623285052082	5.32426953704516	5.59391896062699	5.68930227624831	5.12332672989552	6.09766058821876	6.02765938850097	5.40453434967445	5.31879136563479	6.0418898196302	5.70490226633771	6.22440572813636	5.21185515939945	5.45448467249989	6.07249200635376	5.15097210055912	6.49995690124637	5.98223229870184	6.05169089427208	6.15517257184359	6.27252225626499	6.47433567732553	6.23268147995171	5.750153454466	5.2165969020654	5.57930425557215	5.72470890448014	5.20970599352368	5.70677789852197	4.56066385434167	5.93445988550225
RT1-DMA_32874	3.2714764512509	2.03961899918754	3.40969144294211	2.65428899520967	2.3020677807281	2.05282518953596	3.13325575785213	1.59593570255232	1.79898698611195	2.12131256239609	2.19401627014414	2.97734900641954	1.51061528753021	1.94733909782924	2.41013898573525	1.46557888008695	1.92099708352397	2.03602520446551	2.15548960608808	1.98122687927538	2.53772437459075	2.1449841146959	2.15095263278376	2.10482087214177	2.20075732359145	2.53296582671811	1.80062863468382	1.48046027985802	2.90569959936881	1.76421069600566	2.63074603599431
ECT2_8523	0.657264373671131	0	1.17359022635076	0.667550095646961	1.56843128312761	0.535935911066009	0.86261346892409	0.29250759542296	1.22357967417015	0.936500942724898	1.07055324600481	1.6059830652877	0.692818565848998	1.05049097179999	1.36131007209722	0.76951537579431	0.577050753275889	0.661260589608342	0	0.576649035524214	0.263371177959633	0	0.516167670688942	1.16223665622082	0.509139134717721	0.437906539333302	1.07304934293442	0.261748423292054	0	0.424827063163991	0.282610895048194
SLC35A3_9869	9.18519495196059	8.8832530373808	8.16011965386487	7.53034144073163	9.0810856249582	9.22127116682354	7.48040611059663	9.0016058811848	9.19483598489423	9.47881482984898	8.99317984897115	7.63724208435417	9.02845506011661	8.89780081719259	8.86257037414416	9.07518108146033	9.16270166143536	9.0794477343294	9.17966716564623	9.23939823711068	8.99013206522602	8.6824472853625	9.01692450581379	8.87971499019627	8.95769070252776	9.07267582015229	9.35909515997713	9.2711933555427	8.16897284661959	8.875784514321	9.19027530228057
CCL12_8217	0	0	0	0.667550095646961	0	0	0	0	0	0	0	0	0.387604315717651	0.440503857233091	0	0	0	0.255586884359318	0.39408486376358	0	0.263371177959633	0	0	0.270636837955094	0.276913905530885	0.235504799399184	0	0	0.927455198075282	1.61092181768333	0.518825651583637
SCD1_9787	4.36604497915081	4.32293215471016	6.06898824826834	4.85537861289207	4.76611488832123	2.9538679618797	6.29904826505043	3.61333855382203	3.97157091421108	4.55718899898206	5.01599705363872	5.25414806521849	4.93494316811113	4.26385982888851	3.62954105519056	5.44738650508656	3.25163923518084	3.5673010958254	5.27400333148597	4.7307389066573	4.18777511419047	3.72795154945449	2.46377610515206	2.35805983290198	3.55968979840926	3.87317663001991	4.11121195754083	4.19432206167188	4.39386810674793	1.01951314708896	5.89827705590371
GLYATL2_32403	4.87171439286002	4.50966960670219	4.36967594424244	3.20745989126075	4.55444908586086	4.72346883596051	3.73063332586779	4.62061924313335	4.53151069372319	4.61213263519879	3.77111904233026	3.4394254207983	4.2147850259439	4.597536122129	4.22136030094967	4.64152867646927	4.97688523046957	5.00051413877016	4.52278549796863	4.78317287584235	4.77804978959091	4.62057555363626	4.45037543846971	4.52847149516002	4.84396608442975	4.35790714676175	4.57926566138503	4.97436486323597	4.30450363500051	4.13807405429847	4.45879155627501
AIF1_32886	7.15367244948585	6.47264630372416	6.40454381450425	5.81524490698053	6.22549630193007	6.79144047503452	5.37529313837744	6.110707185366	6.08647524539329	7.05423480180498	6.32583934867976	5.55715299334348	6.46313261564793	6.37105187724765	6.46731198665712	6.00158578158427	5.96519700675683	6.59326254964567	6.59229426729405	6.96379841530611	6.65735126277668	6.26723297877897	6.5532477029792	6.1941476531374	6.95103061146414	6.65578653269578	7.00559784885148	6.37433530204015	6.34145808759668	5.46414084027003	6.74482810671109
SLC20A1_9844	3.8352221991015	4.13700916001358	4.45475000819233	3.33910709464925	3.77279579279404	3.76518547115317	4.01248745708477	3.90068026435913	4.07316052184664	3.7860035357707	3.29306274030641	3.74953503803407	4.30752852224591	4.15240049040996	2.86329126607146	3.57565170096288	3.58297204972161	4.26447645673464	4.03486165889685	4.14624463444391	4.03752030771127	4.17906269154666	3.75214746776176	3.80729655315639	3.9438110921607	4.19984692654533	4.38334205262389	4.22533999375341	4.19509789540829	3.60031451154279	4.30934350668232
PCSK6_9443	4.5549868331819	4.50966960670219	5.66705091780717	6.401716148144	4.71903236952734	4.87492444570054	5.9342145577097	5.07001354779549	4.689163843597	4.71611481589809	5.14496231643393	5.99144651593518	4.97790737358148	4.53224516133155	4.81087592709321	4.79589616931313	4.8182748821563	5.21143121019608	4.61813111680123	5.27933572696828	4.92795248863345	5.49047088072698	5.21461831235733	5.15644338920227	4.23069718629072	5.2023534246987	5.2366403562669	5.41871192084464	6.1123877073247	5.58741275646785	5.64111533022308
MAPK1IP1L_9189	7.31399380657724	7.01410485899025	7.35969732186121	7.65560460431716	6.99645891154729	7.01364638842719	7.49028888558136	7.0931232505837	7.23591115987964	7.16862222307339	7.0101391079727	7.53687721388651	7.0375659539094	6.97702078955498	6.64181442496076	7.07189233367433	7.01157417442991	7.27152334601133	6.9112288798026	7.34139006028866	7.16791734021043	7.19359499937325	7.09500346204271	7.08689521092673	6.74447568224413	7.22489880524331	7.59918570448587	7.18214452081795	7.23398425866236	7.4322863770053	7.3909424495257
PSEN1_9584	1.10713789757264	1.25267653738022	2.37455125014101	1.74566482948229	1.06496732716474	0.74400918241598	1.39871074321413	1.79594960142221	0.966248151372666	1.64726312025029	1.24810868501189	1.77216987984323	0.944601856287455	0.777498748075818	0.477465891719288	1.46557888008695	1.30765556084473	1.11298545781495	0.39408486376358	1.98122687927538	0.678829531875484	1.57611761608228	1.44392738111554	1.28946947362199	1.18243940831645	1.27414169212852	1.55177790560594	1.67275982295814	2.55344855616319	1.13648050064952	1.66172335540751
PCDH8_32697	0	0	0.877468630524761	0	0	0	0	0	0	0	0	0.455903991437015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.239255830319979	0	0
RRM2B_33011	7.29821112941214	7.0063669825421	6.55982999677137	6.20289005670426	7.18799971333837	7.13636051821864	6.11541812947162	6.93250462704735	7.38823508284731	7.43049398738118	7.21632907942141	6.2702787123913	7.02737605460204	7.0213157089611	7.31730006959329	7.34005727740983	7.24930747099535	7.29486090007076	7.48461959678827	7.67200396360501	7.35250433613802	7.1918183924645	7.18304701002216	7.18426195378282	7.63243640533016	7.23342399007657	7.73246003840098	7.50485227232666	6.97734704696966	7.77667898067437	7.71746825235361
LOC689660_33277	0	0	0	0	0	0	0.494840171980057	0	0	0	0	0	0	0	0.477465891719288	0	0	0	0	0	0	0.238971779965629	0	0	0	0	0	0	0	0	0
PTGS1_32494	5.2886499999991	4.71351232446457	5.37857147825262	5.89586369409222	4.69490208191069	5.39023089447943	6.11541812947162	5.08919235040121	4.73121489154764	5.2882981901688	4.83319195414023	5.92681456896145	5.23565382114957	5.54553628832321	5.16648802824283	4.64152867646927	4.4475385623565	5.08532347325408	4.855775185485	5.36783428527474	5.13946564643639	5.20359664731199	5.17222034366786	5.00707763107339	5.25707333548293	5.17428994333941	5.57406336447141	4.6131684295192	5.49805908427858	4.35878022915133	5.31232281731182
MBNL1_9201	7.14193040442492	6.91839309835595	7.09400520499723	7.63866637945502	6.70781758588629	6.65640910197925	7.66041668780722	7.08119907894469	6.80511324914079	7.03425637087394	6.68716053483392	7.45062120549495	6.97177994117782	6.92709563722533	7.04039435327586	6.90377887575468	6.99498281603784	7.00818464246565	6.84181504235848	7.03038717648361	7.08095586953198	7.13932140257715	7.05822438427456	6.93461140705174	6.80305890354949	7.10922770335829	7.28627598401613	6.96272222394417	7.28493554895996	7.14526937256556	7.04113479778926
NOD1_32821	5.50576004855862	5.44367455379046	4.83924998513986	5.17025424436127	5.67913197909413	5.18252427347961	4.90932616187666	5.50791870221269	5.39270836288662	5.74686245258084	5.26333917619758	5.05887296340494	5.57110344821228	5.44268829393899	5.86481030854092	5.50449055377679	5.28659521019654	5.57624791152785	5.5978424328208	5.60478223038371	5.41475360724615	5.2724567182703	5.6449301824444	5.59251412861261	5.27295120080094	5.48535264527864	5.66318514318309	5.36401299688932	5.71175196370953	5.4012411768509	5.5373827788023
SULT2A2_33196	4.89987486602029	4.80556081565161	4.4269456951512	5.34749571668843	4.84498371232234	5.28595938968444	5.30237299610043	4.99064230720457	4.86943178695693	5.20734534507844	5.13370312972202	5.72873359942111	5.35996030188512	4.53224516133155	5.2580708912737	4.51384497263308	5.38609045461048	6.13725801752344	4.63646675847554	5.2609654071852	4.95615066535403	5.09372206389437	5.14617029846227	5.25327979873693	5.43696369997634	5.84266004007471	5.82643951062005	5.80490304259489	5.61418119739842	5.45290663110709	5.8771862813436
RFX5_9681	4.69012880098968	4.37193095259399	3.80485992530986	3.73939893618903	4.51364549042988	4.31433847359836	3.13325575785213	4.74675519405369	4.6348155290927	4.93304432349673	4.7021271543236	3.28297158070725	5.15058212403894	4.26385982888851	4.09458515942841	4.75882500648764	4.56209825711625	4.64580768090868	4.65457228850869	4.7307389066573	4.83989213382175	4.34171430367533	4.66126745489272	4.3207229308118	4.6139817981421	4.88500303442446	5.24716153180815	5.22513381698204	4.90889772015403	5.43017231589258	5.02651501812991
TMEM38A_33190	1.72611504943961	1.25267653738022	2.12054966849165	1.86697927049777	1.06496732716474	1.59668278199869	2.75024307647939	1.79594960142221	1.33685745840039	1.78115629012628	1.54864257009515	2.23769221350459	0.387604315717651	1.27995427362373	0.835594173410019	0.435467009825195	0.727466277307389	1.23679812345449	0.957785938235564	0.987511768177737	1.58630911779961	1.74069721218027	0.281046072520159	0.868181704622332	1.18243940831645	0.773384051327342	0.351593141429404	0.483221583351322	0.927455198075282	1.24467174023116	1.20060822103557
PEMT_32410	3.77567902619817	4.01891357627906	5.1929371046762	4.94077077653634	3.92577089288991	3.38509011883733	5.31725486371418	4.21193457372244	3.47375869406991	3.34181607398909	4.17422251599537	5.29569094403461	3.92391779177793	3.63534838500814	3.53505638250621	3.69820179404678	4.05081127653455	3.8646804273886	3.62151521793051	3.67729942604183	3.80923022357072	4.34171430367533	3.60690776306184	3.94895728245127	3.36603058259971	4.12851040453248	3.33727907348748	3.47838582834548	4.40619430050243	4.02124120034619	3.97405279711497
NR1D1_9357	0	0	0	0	0	0	0	0.5355896444873	0	0	0	0	0	0	0	0.435467009825195	0	0	0	0	0.263371177959633	0.238971779965629	0.281046072520159	0	0.509139134717721	0.615374699401845	0.351593141429404	0.996138608378724	1.39146681151834	0.892219208377521	0.721751261383887
IL10_32454	0.657264373671131	1.62023273656793	0	0.372045749993713	0	1.08726326577048	0.494840171980057	0.925292284224239	0.652832334147602	0.686391906607304	1.40618720364676	0.245886254417594	0.692818565848998	0.777498748075818	1.36131007209722	0.76951537579431	0.863669579954661	1.11298545781495	0.39408486376358	1.56828738656765	1.58630911779961	1.57611761608228	1.19563331727627	0.695121384504132	1.53824174341784	1.47154443065471	1.40915371482778	0.996138608378724	0.927455198075282	1.01951314708896	0.899621889824118
FAM69A_8605	6.90545199910079	6.66185270280512	5.93722025061382	5.5692935377378	6.80964686142229	7.23012636527667	4.98583499310511	6.38740292122356	6.97223488088105	7.22845857359402	6.86108684199101	5.51673573615272	6.89165907517874	6.6981979399458	6.7190563479527	6.71829536435765	6.93632860477954	6.94604340929471	6.95206081717226	7.30598853400469	6.76222178428363	6.79535680753272	6.8614656030989	6.65338000412919	7.34009817747337	7.14400902206866	7.33640736191709	7.63616181274893	6.87020047077288	7.15916090001293	7.40390440369191
CTTNBP2_33124	2.98642401984057	2.26387117087214	2.59045685211831	2.43637519314869	2.3020677807281	1.36434185232212	2.09535636383794	1.97157999969467	1.94907142400452	1.90367162690666	2.00922396427695	2.63296335163269	2.32390319523007	1.94733909782924	2.69869479949503	1.79345465776671	2.25412230333647	1.96617915955974	2.05001029577206	2.5640883180031	2.38014294064016	2.55190576510644	2.28432481325224	1.40638522362454	2.20075732359145	2.12732079713305	2.28201399089364	1.76008036109809	2.55344855616319	2.1453891395545	2.35374407962451
STK3_33031	0	0	0.50444191358684	0.372045749993713	0.285016856509466	0.292712511882834	0.86261346892409	0.5355896444873	0.251871296286815	0.383637299911705	0.35056474503344	0.455903991437015	0	0	0	0	0	0	0	0	0	0	0	0	0.276913905530885	0.235504799399184	0.351593141429404	0.261748423292054	0	0.227994589258352	0
LOC287167_9118	6.23734425871912	6.93886343705781	7.60274648805539	7.71134599256064	6.1207105146522	6.08337379743233	7.94782944712375	6.14776684274907	6.83434609611032	6.62176784485615	6.3552196073449	7.17631913297862	6.91026301722179	5.91348739265208	6.51759634380489	6.24888082156131	5.71805012308949	6.11725690039875	5.78206082583799	6.82688260591353	6.12300586037544	5.38868329330268	5.75244343966292	6.24212911538395	4.73355190643348	5.74109772634863	6.31562293053109	5.24039840319683	4.73413930400888	4.77429640482428	5.81754463750759
PIK3C2B_9480	0.657264373671131	1.02653318462497	0.877468630524761	1.46734217838355	0.285016856509466	0.535935911066009	0.86261346892409	0.74355952568372	0.251871296286815	0.686391906607304	0.35056474503344	0.455903991437015	0.692818565848998	0	0.835594173410019	0.435467009825195	0.577050753275889	0.472636010446628	0.39408486376358	0	1.0010100806284	0.782915964136088	0.718286464233258	0.498435144471264	0.276913905530885	0.773384051327342	0.351593141429404	0.675176830741054	0.239255830319979	0.424827063163991	0.518825651583637
GLIPR1_32487	4.10085162037959	3.50731657686851	3.62076366888842	3.64076910920336	3.14784101408176	3.53259586328981	3.19901152356931	2.91039686306577	3.14090546641628	3.61720395464094	3.29306274030641	3.64626661139005	2.95992273285458	3.41157693617231	3.53505638250621	2.65196505573729	2.68027069265368	3.7653632766966	3.38173573520612	4.18573503981762	3.40782142036831	3.27011931025396	3.35730575076271	3.24183238265976	3.70721777855015	3.85561246538217	2.98171056109106	3.34352408796025	3.35043580905956	2.80574698845943	3.76031316655499
ATIC_8100	2.48972649363173	2.62891719401357	3.57081953532323	4.12717554651511	2.91699916683515	2.2013388267869	4.42345928531783	3.35268179910895	2.37754402028123	2.55435080016315	3.12129235519928	4.08581606111513	3.06991887890524	3.08723236676024	2.78333910345304	2.87622685048449	2.85388038949912	3.22254420978534	2.98374998190028	2.30189470418689	2.13906425952095	3.39889985612248	2.97863844577681	2.84603319976402	2.65306205065057	3.13783445443349	3.21397965066824	3.09750484944737	3.60689056364118	2.87472107851875	3.02520780224043
CREG1_8380	7.92362714471953	7.7481463652661	8.76923444322358	8.71397705810042	7.39313079000451	7.91967961248385	9.24646031150419	7.90374954607518	7.65448493857849	7.61217996788954	8.13165434169262	8.54523908050748	7.86091708892299	8.03552077728524	7.53127846985691	7.83233593126125	7.38283456755827	7.87497196127572	7.53191032526955	7.69271112256133	7.73400774897125	8.09290721824095	7.86858672686549	8.26404478605568	7.66438853253329	7.99189373146689	7.90848279828788	7.85152440877631	7.62657177325745	8.11365743174331	7.89583633311548
ADK_32788	7.87480419306873	7.72711520138589	9.11139590065804	8.75089707963726	7.65629696537957	7.39922360306896	9.20405243162652	7.94512671554881	7.5079716810087	7.3384512675769	7.59444925515594	9.01201448517291	7.58568304152069	7.83579029109568	7.59413801869334	7.67458140530971	7.67668880273295	7.91375454515126	7.68288864209977	7.78559883825192	7.90890164163564	8.40651993422966	7.90010365480048	7.74386353022126	7.1097474044107	7.7719511476529	7.48825682285702	7.27586804461614	7.79539255571273	8.20688716465005	7.74100805843526
PPP1R13B_9543	4.19477101078069	4.16508207489125	4.48202857951572	5.14648592218467	4.35330779655195	3.81214806217866	4.69816527204093	4.0253984681682	4.38114935425227	4.09973506819476	4.3788094990722	4.72560360713737	4.26190189652267	4.03160362919187	3.9916121394305	4.60021043694783	4.2992642407046	4.27895283589868	4.00694681163453	4.29810727529217	4.59887120437834	4.19333972364886	3.81962846602252	4.29061751382416	3.55968979840926	4.44269654398986	3.9402026227437	3.95623793775715	4.59030894249044	4.06616951041306	4.34049730689306
CTSK_33244	2.75934616970243	2.91999720226096	3.62076366888842	3.67440051273245	2.16825435398464	2.39886557132244	3.93741616342106	2.20046536547111	2.62064896337336	2.69672488538903	2.50487817594004	3.28297158070725	2.49141401538243	2.40188665757376	1.74578616748336	2.80527696486136	2.43993386397628	2.63996716265586	2.66444909859645	2.30189470418689	2.8090860561195	2.46042318704053	2.6728529656484	2.35805983290198	2.55257581699632	2.65982372101079	2.50880155835456	2.84134029052949	2.36424287702778	2.53450044247128	2.86303313014764
CD44_8248	2.63082570875318	1.7739769086994	2.25313320952665	2.51272930462419	1.33855077764255	1.70017872926652	1.78868061574501	0.5355896444873	2.08500323853074	2.01659229665101	0.868037928670842	1.69146807305141	1.15890370447163	1.27995427362373	1.36131007209722	1.04057376056467	1.30765556084473	1.45648634909167	1.67751386810279	2.30189470418689	1.76696053708098	1.66075300416049	1.44392738111554	1.28946947362199	1.42910860180506	1.87175658713334	1.681562170057	2.19558536348882	2.0237953759164	1.68960120141092	2.08607503632314
GLYAT_32740	4.75323116799464	3.3693419862672	3.0207273405519	4.05240674715952	4.49978374444039	4.24757035887032	3.68546638696402	4.49682372717872	3.91796115504013	3.99337718385451	3.25199916188726	3.33703012966057	3.89431963607399	3.50528982729788	4.02675947607213	3.39415880350404	5.51063126106578	3.9754850885129	4.08912142513605	3.83463959531248	3.98374437802879	3.72795154945449	3.84143848584553	3.36251333187375	2.87735371534487	3.85561246538217	3.9402026227437	3.86069430985625	2.9400153633673	3.28266148888236	4.01324759084329
LRRC17_32500	1.72611504943961	0.758231036914938	0.50444191358684	1.61320482229879	0.72706961175212	0	0.494840171980057	0.5355896444873	0	0.936500942724898	0	1.20210235927683	0.944601856287455	0	0	0.76951537579431	0.727466277307389	0.661260589608342	0	0.576649035524214	1.0010100806284	0	0.516167670688942	0.270636837955094	0.276913905530885	0.235504799399184	0	1.13329058350338	0.783695143213731	0	1.33042055464498
CXCL12_8410	3.8352221991015	4.16508207489125	5.17633304716883	4.71699395088334	3.60165486138401	3.98605772450856	4.27890721868301	4.48238930164798	3.47375869406991	4.15011123844647	3.79989587143502	5.38179554890253	3.89431963607399	3.71596570291879	3.71821628070577	3.81115198611947	3.93188145519161	4.18983203595681	3.79477620055203	4.26161381261844	4.38043405330897	4.79921879734854	4.08028193501297	4.16349049605838	4.71041756030849	4.56661924989873	4.11121195754083	4.35721564049151	5.25395258685483	5.05253276365184	4.35582550807372
