ID	S3P3_A06	S3P3_G05	S3P3_H05	S3P3_F05	S3P3_E06	S3P3_C06	S3P3_D06	S3P3_B06	S3P3_A07	S3P3_F06	S3P3_G06	S3P3_H06	S3P3_D07	S3P3_C07	S3P3_E07	S3P3_B07	S3P3_F07	S3P3_H07	S3P3_G07	S3P3_A08	S3P3_E08	S3P3_B08	S3P3_C08	S3P3_D08	S3P3_G08	S3P3_H08	S3P3_F08	S3P3_A09	S3P3_C09	S3P3_E09	S3P3_D09	S3P3_B09	S3P3_H09	S3P3_A10	S3P3_G09	S3P3_F09
SPARC_33251	9.46319825129809	9.73175518048956	9.57915302348905	9.24449087642749	9.52643645000373	9.02859754689557	10.0542423697597	9.0646508711998	9.34709267396618	9.62730048716673	9.3449606008546	9.51254903544175	9.07319896635659	9.85275664531553	9.70884502083588	9.72889352949399	9.59840856008388	9.42444916127744	9.29933046253949	9.07814917383085	9.90931659953019	8.81505659991177	9.40153906780017	9.48574800704168	9.28877833145723	8.88348127728097	8.82498101849792	9.22488840332452	8.9197894393133	9.13053832507209	9.19207801356817	9.12841757165768	8.93512404434706	8.86734702171486	8.631710999645	9.14478041920666
AIMP2_8006	8.80260929990258	8.81686375088837	8.70537355917663	8.63187248194534	8.84441167046327	9.31324458434492	8.99597581015064	8.85391032258582	8.90623662515465	8.81715228926379	8.74362265222715	8.9090338871278	9.46981515300159	8.67210608257787	8.75586810670341	8.9105818815067	9.02605743448919	8.90697420750111	8.85161062151763	9.00538232667029	8.73834848079104	8.83652228148976	8.81198660547505	8.76956089630023	8.68165063293527	8.80287150156044	8.92878850826451	8.68134471517162	8.95767050862946	8.87487246487293	8.63945000832784	8.89597952751893	8.87768607608896	9.02538723568533	8.94885547316252	8.77204483025494
GDF15_33113	7.97219111229116	7.95734823979432	7.65676707129563	8.07613459423191	7.59891131153275	7.36981496643399	7.15347246892169	7.47413768899186	6.97068378060743	7.5664354126142	7.16640556699904	7.61809881160123	7.12225478644001	7.67470903883184	7.68636737985472	7.506233434454	7.27549853197908	7.746929401277	7.73310906990002	7.18875648086716	7.35487512317309	7.13402650398421	7.60231877189006	7.40400309018413	7.76375324721675	7.54924167924283	7.54677510208091	7.13666349432141	7.9877680058052	7.81246607364496	8.27758914056913	8.03191796110532	8.09432744136693	7.47591602926175	7.93233931661514	8.53745719365983
BEX1_32763	6.77345230243476	6.71919791379215	6.50108063765891	6.57291945523265	6.3135217047547	6.37851116815531	6.3907803336856	6.29545257670002	6.33623120937543	6.51812979159614	6.34412086425024	6.70586312434711	5.99888197521275	6.51312105554728	6.60162948519502	6.53214247531176	6.57636110467302	6.47827635967483	6.58813957663602	6.12397590202631	6.48840043373517	6.3011020772397	6.44042278552162	6.64219608008796	6.45908123103861	6.20947175615105	6.19854591367185	6.16599678105214	6.8789063609433	6.68913677683087	6.70189506884142	6.9126342767982	7.10382141141904	6.79514181108881	7.01709318675116	6.81385247042038
BBS10_32397	4.05858670160529	3.62569051099886	3.87056205087391	4.07717007755016	3.99630620469509	3.89755600778632	4.07355008302942	3.61049215763508	4.20657995333261	4.20425879176332	4.25841160525236	4.06968627326093	4.45834748612191	3.65401929575015	4.34838916602786	3.99222150940154	4.2804460909459	3.8978656072702	4.34841971928329	2.86128532924215	3.90288839324598	3.99818947406894	4.25523783463153	3.73173732930215	4.11727580838696	3.63301233693169	3.99504896898216	3.84846599759597	4.1907018375267	3.71549671264342	3.92802673749868	3.79802713668164	3.79397636864826	3.87996809125843	3.85947868485775	3.80382244972054
FETUB_33027	4.4842285517325	3.65485630361099	4.0558005156875	4.07717007755016	3.84361484336951	3.42716008079607	4.05345477273824	4.27592074102184	4.46606291016315	3.97741093737385	3.47836424008121	3.9072812601062	3.76902140891131	4.17944570144231	4.49677845319575	4.34151849452123	4.37341705405734	4.09941511868349	4.06687865733228	3.49242701080644	3.92479093239396	4.39530775005524	4.05909027345502	3.9542379617803	3.91883794000517	3.91340551241643	3.50825128209422	4.30247882006477	4.02823214072001	3.48472665572498	4.4399321333004	4.06127814734803	3.38570360728759	4.03292936047349	3.75007646879165	3.98011392290166
KDELR2_8950	9.06416731413426	8.96830488820236	8.98356656229497	9.01780994441441	9.0996356133301	8.99036194021559	9.06347003098393	8.73210738177819	8.81827789234583	9.07707666762455	8.92245880229078	9.23143473775713	8.62327092802905	9.13302810625639	9.04417232660733	8.99474899769518	9.15850048799409	9.10928673050338	8.95257792135467	8.7589133540741	9.03243377798623	8.96511610646612	8.9191279125725	9.07825085619307	8.68426021613116	9.04744077728385	8.73507362234188	8.93743539987295	9.04591686342097	9.0699285868716	9.09389694885396	9.15556646226557	9.2534946198739	9.14421307009232	9.10419893949842	9.1546603232612
GTPBP8_8770	6.63595605308941	6.45060732557356	6.28822696191532	6.66426770673155	6.64535510236417	6.5308949723104	6.57474332847134	6.54440079293702	6.23301675575268	6.54324053811516	6.93950474947214	6.8394846494302	6.14135209449245	6.69281359152528	6.15725127979729	6.51052101375265	6.11342766156263	6.49822948091688	6.44868806739896	5.95319920799587	6.47361746124545	6.40532929987374	5.82307917971575	6.50177066185335	6.52461801484062	6.33368625602435	6.89864432732965	6.71149993251412	6.53756210082889	6.58720414902937	6.33416644576662	6.55304941997985	6.86835296891155	6.49061738825391	6.96296023910756	6.93192202206258
CD40_8247	2.24163106157038	2.46921844793192	2.38082318786741	2.28169681760387	2.60298046241849	1.88091476989226	2.00993205225268	2.52907552216536	3.24626378350353	2.24941789601046	2.22934241355117	1.99261898384852	2.21412181748646	2.81916861680619	2.29956151441459	1.99378056624441	2.46661001751905	2.1624081039131	2.56675187406186	2.26241937289244	2.28985178428059	2.69724212756461	2.75230349287718	2.27097946505307	1.31429871522222	1.62815433047506	1.62092426511318	2.03329555014572	1.55822490453844	2.28795806097827	2.04860863895763	1.92008791129184	1.93186523398909	1.79496968010716	1.75916038770063	1.84525017588336
HSPA1A_8841	6.45971581121175	6.12552296030672	5.89520429294496	5.79452240184612	5.26294863969821	5.65166024763428	5.63444849389836	5.29190317283215	5.25207042023478	4.41844598461098	5.27851710788224	5.73180194195169	7.30721042053627	5.26299016094792	5.17242901249145	5.47135734695822	5.62014175532494	5.27597922943857	5.20110235293194	5.32621114480641	7.45422657666425	5.26885824406411	6.94558257553361	5.34606460688061	5.29592374464254	5.2577988352075	5.39572296606141	5.55106255026709	5.72200971860941	5.57300268454012	5.56130985729531	5.33944821156275	6.63723146863773	5.99039686752307	6.07714252788931	5.59082282848
C4BPB_8177	2.24163106157038	2.53344302100536	2.53842135323337	2.14839044329986	1.64939123828063	1.56136753517543	2.50026569870915	2.11783193432446	2.28709072165857	2.16565527541201	1.79055018262893	1.99261898384852	1.83568359755443	1.96239794303621	2.50046016029386	2.35896482483274	2.46661001751905	2.08007260226684	1.85858901360152	1.94428335803116	1.99086440261167	1.90411976014349	1.77719114756501	1.85524677881398	1.31429871522222	1.87243192928513	1.52011956003113	1.53127115639375	2.13868256283856	2.35793812696121	2.04860863895763	2.01349585608547	2.32829558652024	2.00683258968682	2.52857666200715	1.73718368545991
DUSP6_8506	6.41417792691946	6.37813061795048	6.21227612764908	6.27410454390538	6.01292884003352	6.44867898045312	6.35428462081523	5.99439919824233	6.54923676123017	6.12782744695465	6.01432702956188	6.10090705943146	6.52355818874621	6.30781975884486	6.18182273638906	5.79125704686912	6.07241832690483	5.94468102680387	5.82816749946378	5.88992604886575	6.40125241657217	6.27775318907557	6.13537950614176	5.84274328546633	6.16983237533711	5.761015394359	5.70791922714679	5.9663394989065	5.70865833883856	6.29779452248612	5.79118487051516	5.93055951928462	5.8100060228588	5.9136545083112	5.92184729375205	5.72418777207774
SMARCD2_9896	4.51592968168409	4.59641913748367	4.7469158207635	4.88457582907198	4.82002106304824	4.52058035458867	4.87839020540817	4.36213805605428	4.28046401404127	4.81193285963785	4.36986732151257	4.78232106065461	3.95976659127759	4.86694766719032	4.57306599757643	4.5252408049682	4.46075773020368	4.25761877563549	4.64195453780699	4.00017301531788	4.60527813976144	4.16017784106035	5.00527360901108	4.36003588234573	4.0860408760577	4.28098172778366	4.08602329105223	4.04150074261018	4.66171595492009	4.64558913840127	4.24685314143352	4.61714292381252	4.46702596151837	4.57165517860007	4.32769350558809	4.4253186351055
DPYD_8493	5.22105191139478	5.71908399296905	5.36034367372822	6.29001706661119	6.04829894082691	6.34427174263388	5.48491869946684	6.41322337887227	6.19052913018126	6.11113123403819	6.27134176180715	5.62261769486956	6.20972481806494	5.23299477849893	5.8733273161365	6.40900221168748	5.73846750427163	5.35688565466778	4.67940694146025	6.2226560232443	5.18856638724083	5.78720097931403	6.24018020118157	5.24242355119521	5.9093138256216	5.25061265995623	5.61931641405953	5.62828029935047	6.14017805740004	5.41782463520425	5.75253128025202	5.60255703498014	6.24434238415049	5.43515665682507	6.80439560399734	5.4352414044747
SORBS3_9916	5.73363639661087	5.6190388160374	5.93355186690059	5.70240182172753	5.64821477656821	5.77245852766936	5.62085689753412	5.88797862719386	5.69861591301077	5.6384742620159	5.51995983353829	5.73180194195169	5.70525865634559	5.52470969719538	5.65201909741988	5.75493934265332	5.91121307279376	5.79140216149944	5.71549842185546	5.34655347850976	5.93502348841519	5.41869679391542	6.44773626500475	5.65944497733794	5.90036353813606	5.63422428683756	5.30773436107992	5.32232710223738	5.66784643454654	5.63068361019172	5.62383309319761	5.77918863223272	5.70824213364339	6.08675537974138	5.71177654383006	5.83319609787383
GFOD1_8704	0.996015439119877	0.812489635604659	0.849269336878437	1.05166118642141	0.341560617965337	1.43691756474609	1.83262388064137	0.966728262714881	0.788796718800065	1.05160270451482	1.15687160120555	1.13213925992062	1.83568359755443	0.61045815365192	1.3051857518727	0.298007935226598	1.19758406162208	0.803217803667563	1.20992994236003	1.33295516098196	0.75401602016129	1.03908565178917	1.57831243056678	1.2688928984018	1.31429871522222	1.71425847862989	0.500948904203411	0.599855468555424	1.67266379074029	1.43247537438554	1.52719084450561	0.59097625056527	1.68354566459532	0.63125059019549	1.0426476631818	0.602770892570188
ARHGDIB_32723	7.45354469236157	7.37601509595762	7.11762421427241	7.3788890952159	7.50019094382157	7.15206016076138	7.6056164116809	7.10307462149101	7.07298378430762	7.06642378149231	7.41014113589985	7.36524919870309	6.83357094705145	7.44105203093778	7.37303397324109	7.4693507540062	7.34027127968844	7.27810268978677	7.09375570403638	6.89162064014918	7.38678695000779	6.95424564478096	7.17880825332491	6.98951751988511	7.06283586858941	7.21454002182435	6.65892142109591	6.92445969802272	7.2407389840662	7.3670561620703	6.89932101753996	7.45873296507996	7.36369809738961	7.11661089858931	7.23069939628294	7.20976280969404
CYP2E1_8421	9.92202610868076	9.40639770109317	9.36699170895566	9.83782320779965	9.61756054863926	9.22720196380056	9.60652984530357	9.77076841866044	9.68386761557686	9.8830814750333	10.0276495200613	10.0186183402981	9.478934702459	10.2842606479334	9.74804114843118	10.1425300860909	10.2003052527562	9.84169735844372	9.9279685037428	9.93344547764839	10.6955709427143	10.4938828408535	10.3533040131226	11.0160692607524	11.1678758753876	11.0435764317227	11.0652330760543	11.0464332417971	12.289369604122	11.2597814316098	11.6282017140243	12.0916019326389	12.7178130455203	12.6107245723635	12.6491593297931	12.8676045490826
SHB_9824	6.50386019004442	6.41695369773107	6.70327362343613	6.78988501684745	6.512365562031	6.38694554506603	6.78434254650579	6.61984059971794	6.70827581543145	6.67404180849782	6.64376364812752	6.52630962883189	6.32979521444694	6.6964818019225	6.55348314325169	6.66529591538242	6.81466476011747	6.97908930059643	6.57825961635562	6.63744955327789	6.37762504253328	6.35043112943508	6.8131152061715	6.58886278369254	6.68435270184778	6.7425384400065	5.99761582530877	6.33214977311326	6.11509696063228	6.74570466287537	6.49668390199037	6.4014570070481	6.50930656380623	6.39034039650662	6.17033206796105	6.19670451376134
LOXL2_9150	4.53152279650617	5.05598606124921	4.79977154008967	4.83119992399449	4.56716555229192	4.95427872018302	4.84370663834863	3.9369724338862	4.77806817512743	4.34418676468505	4.00578094038494	4.59936447570924	4.52694890175547	4.87991033375266	4.46509689994252	4.46656173184003	4.799150457265	4.99063143126719	4.76899310041297	4.32119002388824	4.41721802467239	4.17710319424585	5.01515300537034	3.81666951231933	3.88293950421734	3.98443592344865	3.58512083315906	3.86557618998986	3.86931765209466	4.72718064060856	4.07847981901897	3.6014403679687	3.70778433425799	3.67824118973008	3.77821456860218	3.36951521161192
SRXN1_9943	4.73378594846947	4.85702865667658	4.23537008960031	4.0210708131035	4.69168877243102	4.76017311097182	4.26046193890244	4.16516105748797	4.48180906586485	4.30557279297746	4.391161239916	3.78787407334963	3.89894454060786	4.33815019509136	4.48102464060351	4.66227596494177	4.1810686197353	4.09941511868349	4.22720693011049	3.85626239409388	4.06944970690184	4.1430515641583	3.78659399936275	4.09690346110567	4.05411470151256	3.91340551241643	4.37290627296691	3.60532472432547	6.14017805740004	4.64558913840127	4.61019453314694	4.948118368463	5.16962105364344	5.19688081322838	5.02392691325093	5.14929711278777
NOX4_9349	7.91389377859011	7.86988238035763	7.76040487095766	7.67996205447369	7.84838325127588	7.20310424538888	7.6056164116809	7.62649094420998	7.31633977165806	7.93230037729784	7.9079917923848	7.75771797294771	8.05569971133142	7.78045526944893	7.59966408997657	7.45621577889047	7.33160801869865	7.66103208087028	7.6717129627705	7.08563043700994	7.35083605167512	7.25453921690238	6.9429972446829	7.1978069754068	7.1140578830114	6.96300484466395	7.48124766273813	7.23375167880961	6.44397772595581	6.96617529266013	7.01114192868151	6.68667605756761	6.03463336405115	6.23078815555882	5.97751526525303	6.50339767086876
IARS2_8858	7.76684344202501	7.81764336553203	7.75104094559092	7.80427714564407	7.73356690232828	7.73115538190332	7.84800558409698	7.73226207015146	7.92660297532128	7.7465924912346	7.78669403864396	7.8758883929121	7.53747500721925	7.83638745811044	7.82385865943137	7.77763169400696	7.72909372822699	7.85919227397879	7.86898332370964	7.8692211449856	7.91995759873411	7.83167997179827	7.84319295244114	7.76085665469853	7.8866723716353	7.71635575036273	7.3931370860541	7.5908869985635	7.66034161555336	7.74387640926605	7.65508851458905	7.81716802608292	7.68739638400006	7.98738741766111	7.72209670638719	7.69457118801337
CDH1_8262	5.53135073549201	5.75992406908619	5.9240601085959	5.78332391418972	5.48570872043585	5.54264338810575	5.92174743150204	5.91675393810033	5.90540546988807	5.51698292575614	5.45065885598935	5.62261769486956	5.95971186655502	5.61275652348125	5.77984712137966	5.65336992096274	5.65759402115234	5.93885258162015	5.59327921883526	5.69745651880508	5.70122791087629	5.56732318787726	7.07164475973141	5.58875823428413	5.76885418279629	5.3481008172134	4.98735083458832	5.40657180825765	5.52281243694553	5.83466347469603	5.6420736308695	5.51741780867029	5.85581415571852	5.66323330828382	5.68229870885202	5.46941868838179
SLC25A13_9850	9.93820319532523	9.78713783798989	9.85148123171175	9.8025515865469	9.74068785389361	9.82325809716583	9.78432102299118	9.84712761029991	10.0355126363509	9.88144145624137	9.97969570255819	9.63654126185031	10.1724531186776	9.63827326053445	9.8435376290688	9.70925595011916	9.46151231324508	9.71485352799388	9.79245941214518	9.73201890269464	9.4048652699081	9.56004486910236	9.44968689553493	9.44422536970855	9.37610548355198	9.26276191748229	9.60813085023706	9.50939011553993	8.79110240649587	9.0970389787283	9.110367618408	8.81071659869827	8.49898431060205	8.98532357219143	8.52366640762823	8.56340104551265
GRIN2B_32742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.276180965157217	0	0	0	0	0	0	0	0	0	0.325539352091676	0	0	0	0
HK1_8805	6.69600017462082	7.01748460694911	6.43244419359039	6.67944899036403	6.71303903880575	7.52307282344521	7.0482435071991	6.6057719719633	7.13901987629453	6.58817159634177	6.62591119659863	6.94442624319908	7.92070984433262	6.66312722510702	6.57590435061645	7.00643010052778	7.01552774450271	6.64147645215889	6.77273397736605	6.9614312622689	6.97396370425716	6.76010584877892	7.37761191163047	6.6451020139824	6.42827829539302	6.54522427025436	6.65298216708952	6.47277788229289	6.90840352066518	7.20562284325992	6.65176384235946	7.13157980681414	7.12683898201483	7.23435930578189	7.13330278295085	6.78361015063768
MYH11_32622	1.57964730358791	1.81590265320254	1.13906498633668	1.19377072838674	1.76728993272075	1.15028942560293	0.949780856913107	1.54042745603797	1.67034127956832	0.619568563639926	1.65628331276752	0.921342119503694	1.43985536182233	1.63551105438692	1.68110429743947	1.10247548882333	0.719644637850803	1.31613280157066	1.57041243512882	0.464454372239232	1.61326894672266	1.30853260918953	1.86721297316442	0.852462676246843	0.801909485233325	1.43880361829953	1.02705501221102	1.24782987625176	1.1476782250001	0.570905396695576	1.62825035387024	1.33273486074524	0.85153787091909	0.349878776081632	1.5134949450309	1.49324088603871
DAO_8437	13.9502331902166	13.8282605699507	14.0571094022537	13.8960873398263	13.8805302438637	13.8672390896008	13.8471734616633	14.0279689862453	13.807925891897	14.0002307412124	14.0540228579867	13.8453016371446	13.5315594110787	13.9008232428271	14.0153365978704	13.8448090955613	13.7500432312103	13.8558688250753	13.8823478554902	13.7556043159183	13.8627958519643	13.8437258937855	13.538662209038	13.8936067676779	13.8746023334414	13.8723854130713	13.7337916566524	13.7950513992326	13.4684631806251	13.5931041693558	13.6711320109112	13.5144443466139	13.2296318925231	13.3535619163379	13.2526164625933	13.453153330394
MVP_9266	5.94051666000769	6.02857713451461	5.98009594055416	5.90713926844133	5.90129753319785	5.67939193701931	6.04898912718588	5.90531259380061	6.27880257019815	5.97011278688379	5.96547722795298	5.77953651849081	5.94975088289225	5.90043099808913	6.09133518676886	5.67944048796954	5.54218786124075	6.05656222743959	5.81980624874392	5.8189050156277	5.74497388943198	5.85713361636962	6.7988882062615	5.60675725580367	5.68794760603379	5.34135167667407	5.39572296606141	5.42400156664007	5.29163719560553	5.35075718583163	5.67197120824098	5.35737563210525	5.30787734603846	5.40743718475453	5.54982949028378	5.73124749007587
CTNND1_8401	8.45352199142584	8.53352074292375	8.43748135756247	8.49442047930561	8.41271791416946	8.53251212848203	8.64199035949471	8.58747810285658	8.89083891731322	8.37256926595873	8.40065367355588	8.17704121357774	9.32368945244983	8.21702156352522	8.2505277259465	8.46901605034236	8.23411915584234	8.30324167572085	8.40164983593007	8.48231546201088	8.12897430758219	8.23472940274927	8.79989312357634	8.10169181180311	8.21371677183274	8.12182187146448	8.53081783772522	8.13329529692866	8.04599204159885	8.18035056831321	8.22006339074091	8.11593348129967	8.11540486543223	8.42424193859388	8.23733592501851	8.06799371659901
BLOC1S2_33034	8.67941493735732	8.32479821652652	8.32658280733051	8.07038753123268	8.37490818186009	8.64490847067259	8.11363980609301	8.10032891949036	8.23258769058982	8.6861306570465	8.42408612788667	8.7191143914102	7.78723813346528	8.08891089884446	8.61951613534959	8.13403436748978	8.42674636466049	8.45796116719574	8.40024854315625	7.8855326207467	8.44821819897691	8.02637130346297	8.16608260794006	8.19089788344294	8.54762858664517	8.11985132653091	8.12487869029379	7.93582577341675	8.36603090630931	8.336919152935	8.38347739131562	8.37546413175274	8.60933394835281	8.46290887981855	8.52988594207746	8.35867690418124
AKAP8L_8009	4.74720369489381	4.72574468026491	4.63501433821357	5.2197314684498	4.70652479850987	4.53583101173474	5.11976067056194	4.86566645286604	4.80335199166613	4.539856685835	4.87203489298461	4.41015089164394	5.61359725400241	4.90549140378401	4.67351442335489	4.75100068063999	4.562985556386	4.63457251322078	4.67940694146025	4.361730741047	4.59165101013306	4.49316486761796	6.06102876424242	4.02733348497186	4.71566504666593	4.74709199587971	4.1035494664493	4.27712744791614	4.33671282356489	4.71389848879843	4.57264880304229	4.52497614929222	4.50585478609091	4.10372914039363	4.38371044614437	4.4078006966886
TIAM1_10014	3.35035234544529	3.89378851262692	3.35307836094867	3.4982492237503	3.51322991480892	4.01103433170925	3.57846248151419	3.79539766813207	3.91337485576203	3.58454415566384	3.4380095912684	3.72424749701038	3.93977613420483	3.65401929575015	3.70204088196244	4.01287358705984	3.89779141044621	4.01329308055862	3.56491810463797	3.6750998113938	3.55518645543119	3.58149812408162	4.23846821718899	3.14639602565471	3.68868543805472	3.56511914574376	3.28066311826899	3.79588310057657	3.5480691557891	4.12973532131467	3.6916299748689	4.01685018562812	4.22475912588837	3.87996809125843	4.28910283510597	4.00362783659274
TNC_33066	3.03738360824487	3.59592291008374	2.43529133959209	2.71790333098694	2.5381104892316	3.09785042557415	3.76302053078447	2.19503655682082	3.86616432052817	2.84172761161015	2.95671406509872	3.31306633319336	3.38144280762873	3.46049823635346	3.01980589617686	3.09958233007561	3.95907162836844	3.20083030072897	2.78862059907616	3.36527087528935	3.24284611321647	2.26235183415232	3.666362474848	2.07803649085994	2.94310813504027	2.37360525983784	1.88691541065871	2.40500465400438	3.32123855163664	4.04741417396759	2.58959779592161	3.22548835077543	3.81474314437531	2.75777518269029	3.16189342351148	2.6883192031997
PLP2_32738	4.29620571230069	4.69799088194474	4.43568845232423	4.55650432794144	4.59931838894182	4.53583101173474	4.45684114626648	4.60779680000525	4.2623446921648	4.62072061963753	4.11219762772067	4.94466532640956	4.37147324097521	4.48111362340247	3.95106194924149	4.13093789605045	4.502522055548	4.45020085935572	4.66080226940204	3.96551866589318	4.4777362111619	4.25887373904019	4.91317583786276	4.4425252678577	3.88293950421734	4.40267457225793	3.70478092387575	3.93205715007339	4.40452646710309	5.01399280633888	4.41185820804411	4.54075200065953	4.95255583792804	4.17121637315342	4.75328984010233	4.63558046799041
ST3GAL5_9948	7.99627147637928	7.91729004883521	8.07431312758724	7.54723015560388	8.0377337411089	7.70103189102367	7.96692324371586	7.89150082856576	7.9423371033433	7.27567096769766	7.92816319217992	7.83881604779419	7.75327982540355	8.07347781077832	8.0555707763824	7.31576079461055	8.10451055841302	7.95759324081894	7.25128053501358	6.97891164388716	6.22269422951374	7.96799994899653	7.97936844936532	7.99526188716773	7.91583275166559	7.93608900728362	7.43700110428778	7.24360149456093	5.98823756271341	7.95898785333628	8.17379552539043	5.98346513850927	7.90637196694819	7.72268055641965	7.89748890437786	8.09834249494255
RRP1B_9753	3.99251989796912	4.01120854439776	3.87056205087391	3.85984366476341	4.15615167740922	3.72201148244232	4.01240441822627	3.9369724338862	4.22540871636265	3.61644340830938	3.86067222623875	3.87834314792366	3.79150413524671	3.87728716698164	3.70204088196244	3.92842992768604	3.66014988913444	3.77239351149418	4.14926883055111	3.8179242314733	3.8580597910075	3.4202545126903	3.96027922971371	3.85733133553838	3.72968513059779	3.7188354740279	3.21767753938096	3.52144647548646	3.63533214833326	3.81836986617384	3.82534656769372	3.71703215512457	3.70778433425799	3.90661456373663	4.30852719930062	4.0719540076699
CHUK_8318	6.14187966595922	6.12552296030672	6.02518522624606	5.84924693067807	6.02481548532568	6.09425817370862	6.20742583008849	6.06807817735717	5.88778440154951	6.14433264422294	6.12013769363656	6.07563545083632	6.14135209449245	6.06837779470623	6.00584196337434	6.00219726637655	5.81504708394889	5.97916570624432	5.98595670013335	5.35327101151986	6.09328831147041	5.67252262315678	5.93659482221894	5.95003258765569	5.73904338523102	5.64522635272278	5.93046092134904	5.26545078060829	5.74834741954857	5.55821477104379	5.74692381659496	5.73187194400016	5.52505745422705	5.69415320551222	5.67483416895506	5.73827283004116
TBPL1_9987	6.07428699403324	5.69120051452058	6.08603259771247	5.92762806009684	5.94574176151851	6.00392735826118	6.17058441123187	6.22816955947766	5.91703440470187	5.80690669056802	6.10088031122443	6.01710186796101	5.74035244590287	5.93189134800301	5.96678424996716	5.93344882689222	6.03020909023712	5.99610378492272	6.07997856809571	5.64914137023168	5.85743163798514	5.73672050758957	6.27759753144929	5.65368491161745	5.89135737745131	5.68841430947932	5.73628418273876	5.68721030619131	5.80590598503014	5.67247958485011	5.70704918393956	5.86314605770333	5.62838014276461	5.79743466001067	5.88996655395409	5.87204037908958
KYNU_8979	4.6788311042811	4.61137459380726	4.44898648918207	4.24982284003793	4.33864630925752	4.2700626227484	4.57432505264381	4.23993745034412	4.65846462756459	4.43642855418102	4.45321977300142	4.28343614944623	4.59243579784747	4.42914827434195	4.27719943922903	4.5252408049682	4.25623608580748	4.4664977169664	4.69777474322085	4.19224873174145	4.44779442184309	4.24288620560823	3.73969679215869	4.07982294639147	4.0860408760577	4.13251730917039	4.74086985371815	4.41135026307062	3.84511619044571	4.26337863027454	4.29375815185368	4.32084297094925	3.75152393533453	4.27712087084968	3.98550648555813	4.13719004266232
TLR7_33092	1.99401902422648	2.81760613892308	2.26530014206593	1.65344100849244	1.3800419050168	1.56136753517543	2.00993205225268	1.75958557207143	1.87498868360462	1.65336393579847	0.691415342675094	2.1939310730718	1.74643656184443	1.36750075175161	1.88640119819425	1.50363624619746	1.55597762011252	2.38449287962193	1.20992994236003	1.53554392616875	1.81438504565434	1.03908565178917	1.68117606313744	1.77262099652478	1.69163299845194	1.43880361829953	1.88691541065871	1.44283688019257	1.67266379074029	1.6710894311267	1.52719084450561	1.59696503663519	2.14365440387876	2.27570721000844	1.96901711990356	1.62036213823357
PGAM2_32589	6.09542404319949	5.46289170391657	6.06459479587004	5.97269087935265	5.7303594749579	5.31407207819841	5.92174743150204	5.62748927771977	5.82126751339468	5.74331928560825	5.75984810817405	5.69078000197376	5.4251554001067	6.20341004236772	5.93822396922983	6.20426329528053	5.8067362350732	5.87923522918632	6.26995537352068	5.70272633566287	5.95112096374173	5.96339615392431	5.30012124211558	6.2915984013218	5.72896797688739	6.20204015121842	5.86002681321961	6.20684795301314	6.03712629724335	5.82233898479171	6.1252864998355	6.01203989342171	5.82031204323673	6.28256935183848	5.75489384576147	6.43153467643963
PTK2B_9614	0	0	0	0	0	0	0	0.308711334994663	1.9673647824502	0	0	0.37624456073439	0	0	0	0	0	0	0	0.464454372239232	0.297281800173372	0.276180965157217	0	0	0	0.251090832249177	0	0	0.313958717754168	0	0	0	0	0	0.339138738891461	0
SLC16A7_9838	9.61682543454057	9.81203032909355	9.54240413079257	9.62261060152678	9.59032266653162	10.1610940336717	9.9254123795662	9.81920256982214	10.0540636706738	9.60710006085928	9.78178557116229	9.85140288196438	10.5483058789924	9.59077358561948	9.65062182610628	9.93940300413162	9.83491034388863	9.77497405223959	9.69353578597223	10.0093042986413	9.70100910198468	9.73418700388997	10.3955168171688	9.66822772652013	9.70709363583717	9.67072096633859	9.57827812235082	9.40097778139531	9.72213454379069	10.0544949539289	9.75227835386887	10.1316926158071	9.66829768903581	10.4857507422466	9.73097750064483	9.97382260030138
ECH1_8516	9.26815715494829	8.94266563885491	9.02466871590805	8.88725690133682	9.34099560307254	9.03397798370807	9.18390021807332	9.12137801914155	9.35031282943315	9.21759071312313	9.19638281001261	9.36780944582041	8.89843931853176	9.56240937570692	9.198446585556	9.58460045510844	9.81381185829348	9.50308195131857	9.72745590152922	9.61775639529592	9.95360283264582	9.83960192515399	9.77229496338743	10.0122713197491	9.97879627433939	10.1402193167261	10.0025099381318	10.0709376765879	10.602910775058	10.3612538271579	10.2103307674894	10.5813894010603	10.4851005316323	10.6524615522373	10.596014468969	10.5360547199069
CRIP1_32865	8.08744612409479	8.07260404282987	7.89524038657565	7.92255783076256	8.78274658361351	8.19700180375045	7.97629321869193	7.98413982108919	8.11634662565165	8.26221292467898	8.1028850825053	8.28984753953312	7.26163764287743	8.55272660269886	8.11674536244872	8.06525599347758	8.40626468036241	8.20710668141236	8.32248324473429	7.50757675725612	8.23905575917573	7.72062083235748	8.40554976384463	8.08145382269913	8.0614507970841	8.06560300092167	7.65770941663406	7.871641073296	8.27271690439372	8.23018053848817	8.33009887145799	8.25032812180306	7.6789262979082	8.06632221051863	7.68170165397411	8.07771957219981
