ID	S3P3_A06	S3P3_G05	S3P3_H05	S3P3_F05	S3P3_E06	S3P3_C06	S3P3_D06	S3P3_B06	S3P3_A07	S3P3_F06	S3P3_G06	S3P3_H06	S3P3_D07	S3P3_C07	S3P3_E07	S3P3_B07	S3P3_F07	S3P3_H07	S3P3_G07	S3P3_A08	S3P3_E08	S3P3_B08	S3P3_C08	S3P3_D08	S3P3_G08	S3P3_H08	S3P3_F08	S3P3_A09	S3P3_C09	S3P3_E09	S3P3_D09	S3P3_B09	S3P3_H09	S3P3_A10	S3P3_G09	S3P3_F09
NDRG2_32998	2.31554750440204	2.53344302100536	2.07256995040963	1.92203790455043	2.94076133662177	2.8273964972785	2.31011082293033	1.65416402549043	2.21355403136053	1.38363349191788	2.13151325054763	2.5279061709732	3.04962741900437	2.38237725020713	2.22585749272786	2.65013254766164	2.37963379697911	2.1624081039131	2.09867559824557	2.14344525434707	2.93281379523697	2.19747056891945	3.01114789335261	2.38661706267203	1.51526724139471	2.42558077758584	1.80358424999812	2.1496164766973	3.0936509349607	2.87005328726205	2.11975647971544	3.18590629467011	3.04261111804575	2.92350764205249	2.82680823661203	3.09087752803392
SOX2_9919	0.320335590880684	0	0	0.280461158986875	0	0	0	0	0.31329729929951	0	0	0	0	0	0	0	0	0	0.409598406534968	0	0	0	0	0.264710689827331	0.455968719592082	0	0	0	0	0	0	0	0	0	0	0
SPN_32509	2.57831543892026	2.25737206674603	2.00214657562663	2.71790333098694	2.83671404463433	2.87614122972686	3.15678870417363	1.94980015377466	2.66356659799665	2.54293672272888	2.77425708844325	2.79891638562294	1.43985536182233	3.27668657352417	2.62036212593586	2.65013254766164	2.54863948813133	2.99154073047152	1.72168415902098	2.20415838975919	1.99086440261167	2.0582384264407	3.19621403006112	1.68497405823084	2.44901788532392	2.52423060440013	2.17910472472527	2.20443908423464	1.87745178229859	2.91717382076273	2.18755988683299	2.65896309738133	2.49196449074347	2.50225678573648	1.5134949450309	2.95274293465709
TRMT61A_10089	3.89944382442393	3.81845712809466	4.0558005156875	3.62911206406366	3.3337532773476	3.63970580067896	3.904357739853	3.9369724338862	4.52804190880336	3.79430934527574	3.6293612077245	3.39707469102304	3.38144280762873	3.623515215088	3.92800726711497	3.97126950001192	3.83379232711841	3.54574271636517	3.85409105864343	4.00017301531788	3.78809170559824	3.52972710532015	4.25523783463153	4.14696419275284	3.68868543805472	3.56511914574376	3.53433220753225	3.43238887128741	4.33671282356489	3.84298149902674	4.02388196511276	3.87471564395428	4.1450076925081	4.05691741876642	3.80581434983207	4.49333772637629
MTMR2_33004	8.35836630618792	8.35399067905032	8.64165212011559	7.58157542158346	8.28386705768767	8.38978181584156	8.7783240219781	8.65393356356253	8.69282614340036	8.32871239824193	8.20260866750783	8.36478482694701	8.9468164887199	8.22084733871908	8.678550898735	8.29971661305323	8.61343189508858	8.68209519176352	8.76824623600898	8.17150324725243	7.624492456434	8.15901210303937	8.16164194159656	8.18791189510875	8.60934615255223	8.51196680270781	8.23134803837584	8.03273867139007	7.73632485086131	7.65979121831737	8.53351117562191	7.82845866417497	7.58986732883146	8.3702216146235	8.15924709109119	8.13606722278132
CCDC86_8215	4.24036846686283	4.20112486843918	4.0558005156875	4.04001398510748	4.11225972298743	4.34123361750425	4.34555740338547	4.3282668815205	4.20657995333261	4.18311334839279	4.43282877274458	4.09506139541586	3.60099380434902	4.41140204986578	4.143482792365	4.35775456660736	4.46075773020368	4.41704425048134	4.52338459042178	3.8179242314733	4.40168332875888	4.01711289870564	3.87604877081241	4.11378411817032	4.42248162143065	3.9314936545101	3.97614486837467	3.96418302259212	4.7555930954102	4.3345319970635	4.59778754236873	4.55635720761134	4.56833375038353	4.50346509449509	4.71012384840623	4.63558046799041
VDAC1_32318	9.73138791236585	9.66209209280603	9.74802815165512	9.69274445243947	9.8386387476159	9.62316355446137	9.84804883978045	9.6153106695147	9.36205895154624	9.8503407913025	9.56820505872496	9.87310936984273	9.31595554106649	9.80002737642421	9.62576306561939	9.59405413902946	9.79187401060513	9.77333742809114	9.66406306225078	9.1869723610956	9.7025947557005	9.50035690518612	9.97633936175799	9.55033699658059	9.47059169060784	9.58867958112709	8.90399738136003	9.18327318106728	9.42532965702708	9.61210064546195	9.64481894106913	9.4997410238139	9.32445035995698	9.20182857554962	9.35773438574753	9.62256638444372
TNNC2_32753	1.90104280014495	1.00598872520644	1.13906498633668	1.55151482948197	1.64939123828063	1.30071006688332	1.39520742137904	1.41695099941464	1.43178883440838	1.65336393579847	1.34321875570084	0.921342119503694	1.05003871322472	2.22872876760045	1.3051857518727	1.24894389220187	0.404236295561176	1.57852184655474	0.728253175662268	0.650482538342598	1.50111597603616	1.18009046386262	1.07275500625189	1.1429823161238	1.84876807324161	1.09804201655632	1.16699310859849	1.34862572485972	1.43392017847739	0.789256216281474	0.504138028182855	1.33273486074524	1.68354566459532	1.54654866488166	1.37295606572543	1.1994846908719
SLC10A1_9832	4.03689886668833	3.79244645151083	3.61143630745324	4.14872907747535	3.1721348877585	3.25354902015764	3.15678870417363	4.10642013719378	3.71448901968079	3.58454415566384	3.82981306867503	3.65768483772258	4.09244266332419	3.3153702456609	3.40088083658205	3.86168665873618	3.6227647811209	3.51473376464031	3.85409105864343	3.28322463094417	2.84364795212065	3.36223686399482	2.92991935139833	3.14639602565471	3.07622915666897	2.97155981968349	3.18512261548219	3.15466839598933	1.77868840128934	3.00703487559308	3.12731975496177	3.06019479783012	2.32829558652024	2.27570721000844	2.71480048990132	2.95274293465709
TMEM43_32474	7.25181532268047	7.20416411551867	7.07751687190575	7.16473756574554	7.15289268336889	6.85046185963465	7.21582717015922	6.96936971329116	7.24892476038825	7.22484229195784	7.06073739393141	7.16713964281613	7.79282094563505	7.11901291447619	6.99734388779496	7.19670514371011	6.97901039863888	7.20471267219252	7.026318791498	7.03847706482372	7.01282686761976	7.0629586927789	7.05976149030668	7.1738601325329	6.89726133936291	7.0648454563827	7.36434763754495	7.14018304192704	6.9258166041989	7.15492219417045	7.10399086364536	7.1393718525192	7.01464012602835	6.9883912652975	6.88423799284785	7.06360442243545
LOC685020_32775	0.582307349943548	0	0.849269336878437	0.894008471366459	1.22381345107313	1.15028942560293	0.551678048957219	0.308711334994663	0.31329729929951	0.851697856946363	0.94283387128496	1.31602630603696	0.514232533246174	1.21217083367176	0.986061574902093	0.939439123998772	0	1.31613280157066	0.728253175662268	0	1.10039568555294	1.03908565178917	0.527449262093	0.852462676246843	0.455968719592082	0	0.698410580948362	1.13945925508262	0	0.789256216281474	0.504138028182855	1.17993403629222	0.487704158859553	0	0	0.830211309479727
IKBKB_8889	5.72687973259319	5.76661974708133	5.74696915498867	5.78332391418972	5.90773115178066	5.78527688469141	5.49984631775228	5.54878684178975	5.77728389967701	5.69184899002369	5.75163942268848	5.89238907488113	5.54908555286958	5.88122013072284	5.74069042147344	5.82083868102575	5.55216557928303	5.70475855354002	5.76859482084684	5.46292852495505	5.85172634961299	5.48815746518921	6.02236530511393	5.7431950867335	5.61322980974619	5.74064233827647	4.98735083458832	5.42400156664007	5.57524898874412	5.48191228972697	5.47575531413196	5.86314605770333	5.71929848685104	5.37917466888713	5.68972482575083	5.65162285397495
ADSL_32625	7.32522481877653	7.35395399562934	7.37962076395796	7.23423684928154	7.38271556622117	7.33318542333058	7.39818156585342	7.30377486578353	7.34244776980146	7.3077745213279	7.28490719685321	7.10604546318112	8.1424336697402	7.38077256465525	7.21534785193256	7.20121104655795	7.22337595045121	7.34793938002331	7.37628128373833	7.08361202078653	7.18831664839246	7.18512031073985	7.49698206392236	7.05871244022355	7.26463173669023	7.15996866527854	7.45076052915371	7.15417599400266	7.29980767499701	7.19371187918954	7.25976550383835	7.29630100919772	7.30619631192523	7.41689663230617	7.28318740073875	7.29799011756892
UNG_32960	6.79622247092159	6.42966598163608	6.64090652820607	6.63029568013375	6.66447691616569	6.25032467535406	6.55343774146726	6.66463864410212	6.91667832995412	6.76223369392337	6.62141335122575	6.67253883415278	6.07874671253191	6.7714351577629	6.53452889242772	6.66203085154758	6.75544158432721	6.80739789389269	6.52267621826304	6.3756617378117	6.51751956189518	6.37996988449503	6.76122771760268	6.39534010116627	6.49519709270641	6.39363232662588	5.87030181815868	6.37161003077717	6.36957704804821	6.50090626281428	6.64574986714457	6.4689736030994	6.56245943763966	6.36173759880047	6.37304551576984	6.67430454799504
TCERG1_9992	7.5993911932882	7.48152735369484	7.36215429946846	7.47424495013409	7.35708742213587	7.33971740959229	7.60734048664438	7.37186011402771	7.42824527432688	7.36991482614416	7.45380391871919	7.41143119086694	7.3850414523523	7.26449658458579	7.30307973090965	7.44675989339377	7.09957317837924	7.28959783572951	7.50180127385014	7.55642282346254	7.28673973684288	7.28022329235111	7.6897304103028	7.31191867386663	7.1140578830114	7.291836735853	7.06889902572075	7.28393355791723	7.40288377518254	7.18170175837937	7.26565982493573	7.41660444434335	7.52203384488301	7.55384319792233	7.56137075580225	7.24964246560581
