ID	S1P1_F06	S1P1_A07	S1P1_H06	S1P1_G06	S1P1_E07	S1P1_D07	S1P1_C07	S1P1_B07	S1P1_F07	S1P1_H07	S1P1_G07	S1P1_A08	S1P1_D08	S1P1_B08	S1P1_E08	S1P1_C08	S1P1_F08	S1P1_G08	S1P1_A09	S1P1_H08	S1P1_D09	S1P1_B09	S1P1_E09	S1P1_C09	S1P1_G09	S1P1_A10	S1P1_F09	S1P1_H09	S1P1_B10	S1P1_D10	S1P1_E10	S1P1_C10	S1P1_F10	S1P1_A11	S1P1_G10	S1P1_H10
TGFBR2_10008	4.66728260701157	6.03984750367878	4.09351147683113	4.67425553995574	4.72478455524986	5.09423248579673	4.58828601731886	4.45126887373741	5.51331995609568	6.07526579278156	6.55274872207906	6.13354166347177	6.55929461218532	6.09446831812672	5.77670276785983	6.74019838692659	5.90428999002339	6.81196399009168	5.81295004598919	6.5834172089208	5.74951850700101	6.28254176948329	6.16055794018922	5.99181380656255	6.22529990963858	6.44884866416816	6.43207099453782	5.7307567622402	6.26904207237476	6.47467765667611	5.87809650850946	6.3963322571676	6.33333438944711	5.61075949091222	6.08477077937945	6.31721617301565
ABCB6_7940	1.64272216941289	2.07570384637576	2.34092221013418	1.44979730366604	2.20098255451366	1.68952177031736	1.83256835351213	2.26171547702683	1.7447184058071	2.42261066956866	2.33750947916143	1.44899258436827	1.89626741989315	1.71664556299186	2.87151303532187	2.03020872748051	2.28702208476184	2.34314833477562	2.70526142564748	2.53316268699766	1.91291174859979	2.2614825503107	1.73904655616543	2.10741030648105	2.37587393315584	2.77292470714321	2.43921427839282	1.5660428276888	2.22142932021855	2.43208942707016	1.6043118067081	2.41464581445204	2.54259583947261	1.40629293627569	2.4289811400676	2.40592385922319
NUP62_9381	3.93801999530096	5.76493272594764	3.86336490328862	3.61541964845187	4.34160095909178	4.34779529773724	4.38711286328077	4.12496163608096	4.60001329523576	5.12452454450614	5.45135518111451	5.36550118699329	5.18556336678965	5.1101318512889	3.34005889618441	5.47385200608283	4.19755198539102	5.42957920559522	3.06390793007353	4.98592120868718	5.28411771067733	4.32006566784599	4.60771193127056	4.31538855114536	5.06854068243827	5.35441199770883	4.91374218151801	4.1991304796575	4.64481503994346	4.61172153863977	4.74665776883929	4.96915965051948	5.08234514262092	4.37897113331975	4.62951905789455	4.80081849767314
B4GALT2_32592	1.51461541121944	1.62764193185915	0.255357648426659	1.44979730366604	0.598354831219446	1.22360702771648	0.650091716333261	1.1796413622554	0.834925385950561	1.00466511519798	2.33750947916143	1.44899258436827	1.16188433313829	1.33598364949284	0.767261430934459	1.61184577052916	1.90271422887239	1.89377309111842	1.50618897754908	1.66745706158736	1.5904373133979	0.707059364576587	0.831375951515662	1.27394316698097	0.717817907617049	1.63253422187441	1.35683239520615	0.880013031663073	0.859272077185424	1.60966711682317	0.748606291063153	1.16200476142176	1.89329609674901	1.27187921208247	1.06783313006139	1.05306759558201
DECR1_8458	11.0139003236187	10.0079222333468	11.3243466772464	10.7993221355443	11.3847839568287	11.1082506128325	11.2949711686324	11.3760872057103	10.7587209586787	10.7547040012162	10.1192589309624	10.4349134393719	10.3270244338714	10.6629027189794	10.312790984462	10.3690639397533	10.5571046386813	10.1732345344864	10.8977304464808	10.981509615598	11.0486615343573	10.682307149007	11.1157720187978	10.7351446409461	11.0811653243629	10.8501884683496	10.8262787929663	10.7473884283195	10.9412621005923	10.9423755367768	10.7443005301906	10.8502445334771	10.9267614912366	11.7408747217954	11.6428458058646	10.8920979007424
NSDHL_9369	9.37510431511101	9.80352229929457	9.09141446836222	9.73003320494313	9.1837611704512	9.3212918804902	9.07783417522736	8.89890223007055	9.28803094227741	9.4890824533447	9.82487974695671	9.54689902412907	9.46124828126061	9.28951371535039	9.52637328232252	9.48923136644847	9.17276917894509	9.81326132961703	9.07267216230133	9.40956294904278	9.78380539446741	9.77535183687069	9.29554442183314	9.21099388170308	9.42406728922566	9.50090207527757	9.41517910205171	9.4830363241182	9.37437859226192	9.42393981924769	9.13914147386057	9.71715411083244	9.61040548472445	9.55549566702046	9.48336470372474	9.91109227263458
DLG3_32844	5.7061544416583	5.54908010284918	5.78703671235057	6.10485633335543	5.66106403778039	5.94330100209618	5.89807770632949	5.96260507589013	5.79027745841721	6.01666539385746	5.95844777127179	5.5230760140508	5.67227795739876	5.68110316709587	5.28206671289544	5.55497366322896	5.4339181329472	5.789759599162	5.61044188258929	5.80345583880464	5.91495868408709	5.78336403707809	5.62414945592019	5.63494419062588	5.88318892744386	5.72921278055092	5.72902895833753	5.42692207994588	5.69718087318637	5.28928561676889	5.88641463193913	5.76897107118182	5.59570346379997	5.5320765333858	5.92040480575652	5.68711790208871
FZD1_8671	2.71626212730572	2.2319930620517	2.63878133809115	3.43468798848264	3.35780590188611	2.80917644837589	2.61433566062675	3.30106551507377	2.96210996918341	3.00815407855372	2.6229327092073	2.52556199013144	1.98913447703607	2.77480235791278	2.09631830921367	2.35412842384295	1.71485363315489	2.75950179248455	2.22687025507596	2.63777266517078	2.25440858207025	2.52194259067353	2.60074085999512	1.93976524940592	2.76600838773363	2.44215795698909	1.62369343837985	1.92649532323853	0.859272077185424	2.50839339868866	1.23899337852638	2.23665938327375	2.20782196737834	2.68330184061685	2.7754382651252	2.1678542233195
RSB66_32897	0.339500091693779	0	0	0	0	0	0	0	0	0	0	0	0	0.326628511430355	0.303356368212399	0	0	0.747614729157609	1.50618897754908	0	0.323572721283804	0	0	0	0	0	0	0	0	0	0	0	0.380339082240885	0	0	0
HSDL2_8837	3.83449922776014	5.12612739037013	3.44297164263241	3.22802861954329	4.20755164270042	4.36347804897936	3.49144564738948	3.39080997710118	4.45288493348887	5.8078901762095	5.53401098083	5.39546107321222	5.31677341332293	5.71638972413453	4.71552501131014	6.1688567449056	4.6018664750099	5.789759599162	4.92834134872308	5.48376718404982	5.36555689789642	4.32006566784599	5.61270544216618	4.17141446008557	5.21345546198381	5.87976502146411	5.36006111960439	3.90751871275574	5.03345768116143	5.63393413217234	4.30046388848657	5.49975395796618	5.73294916017857	6.21590521162911	6.10788687711317	5.3399902770347
DFFA_8463	2.59479774624822	2.98428410970151	2.72581023086268	2.87765680644121	3.28359808119123	3.09873822745222	3.07047235300521	2.99251925061481	3.34254371840493	3.46790245768342	3.635259470379	3.13517042509577	3.44625072975968	3.51314315969688	2.77616691976716	3.35810339766592	3.49465244163662	2.96165026733569	3.97496005898627	3.90012953759125	2.81439015848042	2.87277610180914	3.42522700874747	2.92947700535244	2.69596855679811	3.12136293203756	3.57634739453585	2.94918666482031	2.55697781761426	3.60150871392811	2.43858509386766	3.07486324395971	3.56794926666375	3.01324695764047	3.39247057892552	3.30279148535672
S1PR3_32754	3.36262874348087	3.72453032965228	3.09619991255382	3.50971865702092	3.59105294040251	3.27492371378605	3.37752932225723	2.59951261220969	3.37922965605863	3.63305300938047	4.28011058960581	3.71272934913077	3.3444679999379	3.95256810708881	3.04515819985086	3.39382412129063	2.53444267663333	3.39316954919481	2.22687025507596	3.79093853994837	3.13655217142863	2.16304877155383	3.37191836013416	2.18445176292974	3.22974217734753	3.68966138452759	3.2996733503805	2.37905520209661	3.25524221480968	3.15609567916754	1.75727558664774	2.6461964761415	3.19290259650345	2.68330184061685	1.83106344074839	3.13640368862162
LOC100911727_32894	2.23709039518998	3.65257837896629	2.28470133513566	2.63112525605537	2.84154434306446	2.66475460225064	3.07047235300521	2.7427436908742	3.44991619415479	3.51099602059444	3.75824486105809	3.20450442246303	3.379199586261	2.97455492474094	3.46760736973112	3.2453067809194	3.94303897033214	3.72489708367203	3.59018529072284	3.72122332838723	3.36495806915052	4.20108606431781	3.00260073383603	3.17577333138161	3.41554073807278	4.05637446484463	3.13850499329056	3.18963302109585	3.96847875285208	4.09772852070674	3.48575318729538	3.40490752173366	4.34379552495743	3.20988390190615	2.98970621795756	3.87827882041881
TMEM176A_32932	10.2075773462313	10.0808386226338	10.204835832847	10.800022930536	10.3940290922256	10.1607327211033	10.2520954066948	10.1479977036553	10.0482432734151	9.5955174111162	9.97508102870341	9.81419410493523	9.83295910351471	10.0271970928063	10.7619107303219	9.59275574002671	11.0420392136388	9.92580633779812	10.8424014330301	10.1264252792428	9.6730860384617	10.6305815962073	9.92439655828915	11.0163619846695	10.2262576715573	10.226242429586	9.8770315139645	10.5341969331216	10.6782549706268	10.0849632495961	10.9447920594823	10.2198678499847	9.75993925515109	9.54186912768625	10.0398790710841	10.1502579419573
KLKB1_32603	8.85544186503937	10.4461322795766	8.68202715991952	8.86227571917699	9.00407196323239	8.98162527271884	8.79775555843292	8.89315504994424	9.1673606273823	9.50382460463046	9.68589291594472	9.52334857945913	9.67812749407019	9.57069602766347	8.92512943813448	9.80745078512385	9.08817007936339	9.68465589958978	9.27909456465676	9.66452588633028	9.6062463914213	9.01605793893283	9.37897218432017	9.52052849516357	9.6584883101668	9.45749932701304	9.42121470399972	8.99276025989025	9.20958280423274	9.642332823465	9.22281457835095	9.4169693223171	9.10802463588689	8.91576357997618	9.02919066130266	9.46165091009116
