ID	S3P3_D01	S3P3_E01	S3P3_G01	S3P3_F01	S3P3_D02	S3P3_F02	S3P3_H01	S3P3_E02	S3P3_B03	S3P3_H02	S3P3_A03	S3P3_G02	S3P3_F03	S3P3_C03	S3P3_E03	S3P3_D03	S3P3_B04	S3P3_G03	S3P3_A04	S3P3_H03	S3P3_D04	S3P3_F04	S3P3_E04	S3P3_C04	S3P3_B05	S3P3_H04	S3P3_A05	S3P3_G04	S3P3_D05	S3P3_E05	S3P3_C05
SERPINF1_32761	11.4052787654414	11.1797766028512	11.1967644865974	11.2265099612681	11.27822614342	11.1440083542192	11.0114885836135	11.2655788199584	11.0189008282481	11.0468055590416	11.0869890516591	11.0587164687503	11.0156696971439	11.1578425113361	10.8718393005108	11.1170198627951	10.9827827024899	10.8083076244751	10.6160892430896	11.1453192761218	10.0780123974668	10.6524909494941	10.8591407837162	10.6713039062407	10.0980766721679	10.1158739666908	10.5614905299511	10.9464621094531	10.3630173219212	10.5694584999866	10.5664478498239
PLA2G2D_9493	0	0	0	0	0	0.460736525371741	0.695831665273172	0.919640808917531	0.225075137812269	0	0.251923547248876	0.49522560907326	0.27804162346465	0	0	0.406297886646452	0.258376007608158	0	0.386665510789601	0	0.461728095322738	0	0.988518045912253	0	0.259660337322117	0.260678342212359	0	0.314587060760695	0	0	0
BDNF_32390	0.916907349235403	0	1.00069660453829	0	0.96175944290304	1.86144315733241	0.695831665273172	1.6911368864996	0.225075137812269	0.438764931249093	0.65295104877741	0.49522560907326	0.511058707201602	0.823951317418522	0.564309642381259	1.30086339176491	0.477431768259967	1.02474433520673	0	1.32886315513911	0.646886767624256	0.281533591270041	0.988518045912253	0.248608250712167	1.47236885283761	0.672765340826996	0.530054937278098	0.791578138284505	2.43056722050059	1.56928908100402	2.14556794687237
CTNNAL1_8399	6.65688463541192	6.75775655579831	6.75626748424229	6.59941360066351	6.89273926633525	7.0721776878503	6.95819040415572	6.51572968810336	7.03904919045701	6.86001525189889	6.82983817998628	6.83848417602606	6.54296600506844	6.69269160301078	6.9765402739669	6.73102413964468	6.62745537670999	6.65220156956769	6.82650731724084	6.71878912011651	6.86085961134909	6.64253112594226	6.72669422513214	6.69600784840625	6.54666766771311	6.64415826360178	6.77550009140535	7.17748754867416	6.69909882665493	6.40966002598417	6.60781438921009
LOC100912469_9108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33187681484743	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM_32527	4.76542206658398	4.71298400404362	4.75622881113634	4.03766139628109	4.3412435494403	4.00448068092055	4.65379949274706	4.3341643387427	4.85932994251848	4.78963845387311	4.55542732248672	4.58100801441867	4.83951695173731	4.53260522241645	4.42113373047316	4.50023875769442	3.71810437212758	4.64699334841094	4.11190890085518	4.47044905387309	4.36554585786455	4.25556465439295	4.41097896654403	4.42617011352856	4.11830449069754	4.2793149015444	4.77700190525771	4.13492593736902	3.6605906788067	4.58620856796974	4.49941172707177
HTR5A_8855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60150578968013	0	0	0	0	0	0	0.259660337322117	0	0	0	0	0	0
RALA_9654	8.35279089264386	8.3709227132187	8.45671612679907	8.46302135967152	8.50639479203677	8.53614746465619	8.47887271543527	8.4860278975822	8.50042262155329	8.40827714514948	8.53656061858051	8.41328589261077	8.52716515186067	8.42929407270723	8.38852741186033	8.50138652376377	8.44438915798795	8.4877242229689	8.36850083096723	8.52917800859168	8.50947024880372	8.48579596340622	8.46082467244447	8.43500734681658	8.46108940336583	8.5730575962271	8.45748558158916	8.03585753129377	8.6459677101277	8.41362196873324	8.60225038667854
RNMT_9719	7.86285177693371	8.11058963033059	7.96138921377348	7.89171521206529	8.0365072629945	8.05256642340837	7.9845090305158	7.94369968880588	8.09096210538514	7.93984421177703	8.19715185381416	8.06620136028692	7.97981986251685	7.87273693342801	8.09470470649074	8.02374694464009	7.97755654451302	8.05450822365812	8.05335042587378	7.87102527816322	7.97631584579326	7.93495852443973	8.10527919062214	8.03977598548666	8.23897561695954	7.91541837864241	7.94557991740209	8.41113934655696	8.05730059179176	7.88941350677199	8.09187283839053
BLOC1S2_33034	8.51217183821621	8.12695608633031	8.30059647157947	8.33105391939068	8.44756196841542	8.61440715941614	8.28322166427365	8.38190330695642	8.46225607485823	8.33076203233149	8.13682096963778	8.60908136831699	7.94912841577835	7.96457212525145	8.064067074741	8.32823250326964	8.64219329244207	8.15087147499332	8.20681284318524	8.12263408238544	8.34850502277158	8.60156394971576	8.34857301070753	8.36019443617309	8.35038556249225	8.46157905429856	8.34871231272211	7.97708126850264	8.51957634837422	8.60802634682009	8.30214088335185
CMTM3_33221	3.30460388208971	3.06313903398755	3.46069792226788	3.07484354281498	2.52065325026714	3.5279259262534	1.7987853609909	3.37326745274747	2.92308959865448	2.88713183287754	3.04442249559316	2.83655383996973	3.31135890909418	3.02233089398758	2.71909519656466	3.08431170172948	2.56151861890867	3.21362573837063	3.1183937816747	2.9168972363975	2.8899091802195	3.13051999703306	2.90599821694516	2.60350939280146	2.98219744866061	3.15731463130126	3.486924926716	2.55412531577574	3.6605906788067	3.38465844475975	4.32550832983296
GSR_8755	7.43329585560692	7.38437903033151	7.48520087246944	7.60047297460394	7.32098079419374	7.55742258465084	7.22647292750883	7.539284347825	7.23610428329375	7.25525858897492	7.21971011016021	7.31363485415043	7.81530599417887	7.49405692199983	7.13724212197291	7.1580780066301	7.09096705252221	7.47295676699828	7.36211813429937	7.42510049643855	7.271617265668	7.54495794838867	7.38986188812126	7.31942848470773	6.74535942723382	6.91902275606261	7.19381923355678	7.00212011371957	6.9198854813572	7.09553760724465	6.93500630205803
CBLB_8207	4.50827383684232	5.09214449863384	5.21080861097569	5.16369825954661	4.2955599719501	4.53595403134558	4.91319785703459	4.39657026060863	4.24007316694278	4.33585098991827	4.79239333248228	4.53077136118387	4.48975665254341	4.59140617991051	4.28606428857541	4.43664959405472	4.20599484224916	4.69099646326237	5.09574578358221	4.5809115534867	4.33890311380876	4.73567735410075	4.70029008295729	4.51191155987722	4.331138399549	4.57136228767476	4.54974315977926	5.03012559113633	4.43421853105853	4.41048491445685	4.57908607649395
