ID	S3P3_D01	S3P3_E01	S3P3_G01	S3P3_F01	S3P3_D02	S3P3_F02	S3P3_H01	S3P3_E02	S3P3_B03	S3P3_H02	S3P3_A03	S3P3_G02	S3P3_F03	S3P3_C03	S3P3_E03	S3P3_D03	S3P3_B04	S3P3_G03	S3P3_A04	S3P3_H03	S3P3_D04	S3P3_F04	S3P3_E04	S3P3_C04	S3P3_B05	S3P3_H04	S3P3_A05	S3P3_G04	S3P3_D05	S3P3_E05	S3P3_C05
NFKBIA_9307	5.29229343273604	5.82552489374506	5.6452212183755	6.26628865016609	5.82266506429228	5.05991783864071	4.88321145679852	5.72015169114315	4.97227273834389	5.31264109824252	4.81212398179223	4.78765058428627	5.74716863956629	5.70657139071835	4.93161618574567	4.93548508874347	5.06012080837053	5.22764896004239	6.08106047341274	5.63335840304824	5.18808055216553	5.0301807193247	4.70029008295729	5.30569309136217	4.94376748704676	4.76243005152246	5.28394574773482	5.34751926395211	5.26376354283444	4.86475357516952	5.30478376564831
SPHK1_32682	2.32085609691102	2.7615406975776	2.58612332149116	1.94715893566137	3.473608566137	4.13378926181121	3.60368245833669	2.32550132056764	2.95485233161973	2.66258192986112	3.10965304043331	1.78962366860967	3.21557986847862	2.63207567262991	2.64742443851707	2.96917688471848	2.82376496287673	2.6851874795563	2.95644709295744	2.9168972363975	3.02973888651065	3.26595450043066	3.0839805785724	2.30721562126117	2.46872056395548	3.05789203942288	3.16859634978968	2.36237050919118	3.78568965610039	2.94294365534776	3.91902915360145
FBXO7_8621	5.66481163555685	5.64031500125988	6.0013711195836	5.63094266547944	6.05974621467965	5.93543802122274	5.67821990645303	5.96632558568239	5.81708352673053	5.89840597989638	5.78621533767981	5.85614465837381	6.01712777528587	5.85314171767267	5.28448678602291	5.75544157721625	5.74317139583189	6.13050815908366	5.69253189676557	6.02258902581404	5.83797802178762	5.80047314501502	5.77955364348361	5.77571667908471	5.43296331117247	5.86379237820247	5.90808984348105	5.9350575646222	5.816739384203	5.54374205489682	5.54858713672297
SLC24A2_32779	0	0	0	0	0	0	0	0	0	0	0	0	0.27804162346465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLR4_10030	1.22162678978551	1.63331714842028	2.00104478071485	1.71585613589592	0.396043919145353	0.809404960204442	0	1.2249456281418	1.12556306498623	0.774744403198595	0.65295104877741	1.15615290229963	1.04456129442206	1.34510995702545	0.399575639288206	1.30086339176491	0.667569276614753	1.19739269154435	0.691298668832174	1.32886315513911	1.09191737355454	0.719366407467284	0.988518045912253	1.21189884372207	0	0.992920234567802	0.916834588418333	1.14944028845861	0.653285789845301	1.47031611437082	1.74607907405404
CMPK2_33290	3.64902062001081	3.9741422516755	3.9081906521257	3.56722261660918	3.66540409465975	3.32622981550341	3.60368245833669	3.60235631510917	3.89187855910486	3.1407387512901	3.52276586020945	3.97668273899544	3.0771016403751	3.30127297227966	2.78737334206535	3.21640148845718	3.17654483997524	3.53662956957781	3.3094203701196	3.4027623274315	3.27431842053072	3.41911841748971	3.61108526957496	2.9226005172148	3.11946831930963	3.98669681114122	2.89487025651806	3.09648529905555	3.54735859529352	3.32925112538484	3.41032317524566
CPB2_8369	0.916907349235403	0.609342402251021	0	1.0992666593057	0	1.08999481825758	0	1.6911368864996	1.42673773024807	1.27606413553753	0.818175653438343	0	0.887674373759233	0.972920336104945	0.7121464470073	0	1.36123610212918	1.35157077354699	1.15670259794674	1.00578152947056	0.810962031743311	1.44566850808973	1.24962987691629	0.248608250712167	1.66410272311337	0.260678342212359	0.530054937278098	0.791578138284505	0.818573669545408	0.669276567815579	1.19171995480537
ARID5B_8084	4.42125443426184	4.71298400404362	4.80869807263046	4.67597614247145	4.22420212622905	5.04355275551718	4.50421534587037	4.81737512171065	4.46628550712847	4.84421437622655	4.87913072245389	4.85043935643991	4.98216688407069	4.63678013727048	4.27421624822387	4.41481473137149	4.69536476702371	4.89288235913353	4.76162021308134	4.83131202169088	5.05527308841665	4.7472988708615	4.87496409920496	4.81150728139719	4.38659560206456	4.45893572865523	4.74152536658114	4.74564056184856	4.90781055028028	4.67777913784117	4.92237325580551
BAMBI_8130	8.61704879184069	8.56359564178338	8.41501671920212	8.32849254548516	8.68642647534919	9.00828751520021	8.87332887897859	8.57641670712889	8.57001347475158	8.7022191028606	8.72203078216218	8.6942778979832	8.73790910752063	8.45327037007302	8.75372562052316	8.77000562270721	8.81925365618844	8.53677705216976	8.2785413470497	8.55936777596463	8.72219872900657	8.70426326186619	8.65788752728601	8.49263622646854	8.44811449946675	8.51097352589361	8.7154234396151	8.05448859291182	8.60976333499742	8.50787124826781	8.56929918848934
SUV39H1_32313	0	0.609342402251021	0	0	0	0.460736525371741	0	0	0.225075137812269	0	0	0	0.711621246844955	0	0	0	0	0	0	0	0.249257498088423	0	0	0	0	0	0	0	0	0	0.279817748339952
P4HA2_9407	6.31458101461372	6.41092088904738	6.52493969624495	5.83239442269436	6.38826499185376	6.38842605247965	6.31681329968709	6.36781573207131	6.48607096894839	6.5781531578411	6.47192101595408	6.0995959124303	6.26452827386109	6.36551240012728	6.72779017060105	6.38017530906029	6.58387476591399	6.35224132215984	6.42862802142441	6.08283142085063	6.29485303393684	6.51916000879752	6.30994023465768	6.4759326896338	6.72936105043279	6.3222654730019	6.52033997457103	6.96320893407585	6.99522319725942	6.37929222887446	7.15246125533395
SATB1_9780	3.16873384339502	2.51855354938437	2.58612332149116	2.32152455470641	2.43896457803417	2.55855543797543	2.96679908296462	2.76461956277678	2.559811283968	2.95483387330604	2.26779790999485	2.56425473503262	2.75248970802504	3.02233089398758	1.95310823005148	2.7771674777339	2.41004066099059	2.56421822483871	2.32071185115875	2.81725197607492	2.60693281477333	3.09457715476567	2.74589251061851	2.55816275706242	2.51922066926169	2.05958720174034	2.89487025651806	2.77562691603837	2.82970585005745	2.46609045296685	1.99876637060766
INHA_33038	0.530102504045759	1.63331714842028	2.00104478071485	1.44025401641332	1.36707629923269	1.08999481825758	1.1632641911347	1.2249456281418	1.59743938357947	2.29568718369171	1.63167760580067	1.95113572054037	1.43316372972326	1.95918747883306	1.18680438396563	1.56153817604347	2.24077181027012	2.03695915078302	2.40685086064792	2.25704568482224	1.70626211328148	2.15308550901117	1.47064746020524	1.21189884372207	1.57141862058755	1.36979312010587	1.78321062910738	1.29979197036945	1.79987468293585	1.56928908100402	1.91935518890595
B3GNT5_32540	0	0	0	0	0	0	0	0	0	0	0	0	0.27804162346465	0	0.213577374065132	0.217404841671321	0	0.60150578968013	0	0	0	0	0.25921723227975	0	0	0.260678342212359	0	0.572706609010255	1.10130866374828	0.259131985339232	0.279817748339952
APOA2_33095	2.55688298679016	3.15112091918706	3.17116317706417	2.61848752040542	2.80776646127314	2.88677488881261	1.7987853609909	2.94248297845276	2.51789734518924	1.94243855525829	2.66498902159505	2.83655383996973	2.39258011775335	2.21992031210362	2.91493887913813	1.56153817604347	2.29942931944073	2.56421822483871	2.32071185115875	2.40166641804021	1.70626211328148	2.40863722600488	2.51699843294023	1.86110035901714	2.74818370867459	0.992920234567802	3.09554151915629	2.55412531577574	3.23270314935529	2.82771981328537	3.04917964229905
ZFP451_10207	3.84005566929123	3.87427129297796	3.70172549468724	3.63512472480815	4.09682044812431	3.93520335044122	3.60368245833669	4.01417249416094	4.10504606499849	3.85866251751924	3.7647269399453	4.28016590318612	3.73636377639498	3.85592357591452	3.69677217674361	3.70436110870344	3.97359866393325	3.87857174890458	3.76575709411116	3.98808994636517	3.90265701717644	3.47610355189701	3.65683046232402	4.03746633379571	3.41449326466401	4.00460771933307	3.69905994005748	3.28859522348193	3.84439326607607	3.92282655579913	3.91902915360145
TP53BP1_10063	3.16873384339502	2.86923264275184	3.70172549468724	3.56722261660918	2.93239879136915	3.09168033757047	3.27462711046295	1.87771787035636	2.75285478704779	2.95483387330604	3.10965304043331	2.83655383996973	3.31135890909418	2.91592358244205	2.57200621406049	2.34084932609474	3.01091122917187	3.04302799417603	2.89815652577219	3.62531123931684	3.32949263632372	3.09457715476567	3.05009746943254	2.8863658694003	2.51922066926169	3.05789203942288	3.05757832997622	2.6127696303692	2.70852842849349	3.08352330100747	2.76109816235688
KPNA1_32317	5.41748085390314	5.529773371033	5.61607430445972	5.4161541209908	5.4372901423264	5.75623439843754	5.51181245668637	5.82598316393085	5.45565215460899	5.71532510703779	5.42541310088696	5.61224385008289	5.58415268839302	5.56704126510632	5.57746075868213	5.48905750157428	5.46430658398723	5.33323602018423	5.40921124885349	5.39496894417221	5.46559278530716	5.53815328901527	5.61548443025573	5.53948858315922	5.26556417300758	5.41909512138253	5.30029330973727	5.5783917637082	5.4579868207939	5.36930877029227	5.1825671230075
FCNB_8627	0	0.609342402251021	1.00069660453829	1.0992666593057	0.396043919145353	1.08999481825758	1.51573959824226	0	0	0.438764931249093	0.466326922527871	0	0.27804162346465	0.470015027941434	0.399575639288206	0.858539323082893	0	0	0	0.324243487720166	0.958268197338993	0	0.669469017896557	0.248608250712167	0.989854028723155	1.12977841716542	1.22153842861046	0	1.10130866374828	0.837566902388468	1.54911395226588
RSB66_32897	0	0	0	0	0	0	0	0	0	0	0	0	0.27804162346465	0	0	0	0	0.33187681484743	0	0	0	0	0	0	0	0.260678342212359	0	0	0	0	0
CDK5R1_8268	1.22162678978551	0.609342402251021	1.00069660453829	1.44025401641332	1.17860523361527	1.32479733333111	1.1632641911347	1.47679047653097	1.00936776355746	1.04707093412396	1.10081787549966	0.49522560907326	1.43316372972326	1.72715518890761	0.968908773085906	1.09658720638157	1.74570116932566	2.12513730007589	0.691298668832174	1.91536226357513	1.32697552699261	2.00604940042985	1.36436695973253	0.460607235883986	0.838981795459253	1.36979312010587	0.289234947066505	0.572706609010255	0.466580908279305	0.47873048650969	0.892325764378083
BMF_8152	3.69920272667649	3.45755619815519	4.17124052776861	4.18085313038002	4.24838236574828	4.07058322573482	3.93128711224062	4.16520778728491	4.06194424328058	4.14615358495505	4.34128615074415	4.04985413903751	3.84704597000714	4.3539412281573	3.86419538606783	4.12322516903411	4.236336990623	4.15479627356569	4.00549357012739	4.14016605236551	4.04131386905066	4.42433059611643	3.72283845171083	3.843209276095	3.72532694564898	3.52308763005364	3.90549547924229	3.8234848643452	3.74518342704187	3.74370689503123	3.7225060224367
MYL12B_32708	10.5724131247362	10.7627660412723	10.7852088425266	10.9049902764958	10.6470385283653	10.8426013012225	10.8376931487979	10.8437540027352	10.6164053285679	10.7304305598577	10.8387904341249	10.6798260171457	10.9343284226779	10.7118835409959	10.6306584794418	10.5884710700437	10.5233562548028	10.9489694801612	10.7309087990643	10.7626588965866	10.629418892111	10.821264355833	10.6627581061953	10.6921163771591	10.7270019584479	10.719337753314	11.0223372433841	10.1968658875238	11.2344566370006	10.5926219250758	11.2559539031361
AIF1_32886	6.46718593064321	6.61808123162602	6.8087353645243	6.5208210549566	5.85451997604815	6.31533157218707	6.73293460846381	6.45103787874517	6.86191117537904	6.17879698584698	6.59376706301011	6.60957346636823	6.62913126112526	6.54580987250458	6.33592553523602	6.46761353711328	6.23522615234511	6.81681304601122	6.1388393068371	6.61875240444607	6.77651006158252	6.43901690478027	6.85243052788685	5.96133875377605	6.65226258744413	6.73815124063225	6.80730397870631	6.91741470955618	6.77147644847335	6.92147690693895	7.3356684255432
IFIT3_8868	1.47307365368486	1.85910224014585	2.00104478071485	1.44025401641332	1.5337464769852	2.00358565732259	2.23845292509399	2.32550132056764	1.95242604208306	1.80244313672479	2.08525251762371	2.22831707212529	1.99119773100447	2.33451133069748	1.28453740140513	1.7822427874334	1.82770097451512	2.03695915078302	0.691298668832174	1.91536226357513	2.60693281477333	2.15308550901117	2.30351284777319	1.4289699735719	1.47236885283761	2.79519682543488	1.68702524967725	2.87480610708717	2.32458676376322	2.11932083067083	2.93268234061065
LCP2_33021	4.04798437934184	4.06754496666438	4.08877381764999	3.69997408483563	3.59171656331336	3.09168033757047	4.09721183474427	3.88952086752624	3.98711661156244	3.78617440986699	3.6377985559418	4.1859243169134	3.73636377639498	3.89379517431671	4.25022420660504	3.26602740737075	3.35306643551173	4.313349477884	3.47808528989429	3.98808994636517	3.92073560409428	3.82218581573083	4.14815958097576	3.37893088315655	3.86854649350214	3.70935181917003	3.81737084922504	4.28672062136213	3.57072715895792	3.78547719726965	4.16263536469129
DTL_33248	0	0	0	0	0	0	0	0.531890081812149	0	0.438764931249093	0	0	0	0	0.213577374065132	0.217404841671321	0	0	0	0.324243487720166	0	0	0	0	0	0	0.289234947066505	0.314587060760695	0	0	0
POLR3D_9526	3.79461569162314	3.76696912473494	4.8593258602914	4.26898239276068	4.36355407470343	4.79250874221423	4.24600669962831	4.12890530742613	4.22712515004228	4.05654122573198	4.25741844449078	4.15309091632969	4.28478496656455	4.25556290556754	3.79953845071742	4.4687944971778	4.25127206863051	4.33199734364284	4.23475847392579	4.45395492369726	4.59676901231509	4.42433059611643	4.50151606801316	4.26617667084567	4.27346390534751	4.50998757362856	4.53600371358615	4.48810978953591	4.5910067121574	4.41048491445685	4.49941172707177
TEX10_10002	2.18658116097087	2.7615406975776	2.00104478071485	2.61848752040542	2.74116547253635	2.81145208942488	2.03530355131776	3.10080550215593	2.75285478704779	2.07004273349497	2.82891582926502	2.34919869662731	2.79729079049034	2.80103868022592	1.89239827591624	2.70703233982249	2.56151861890867	2.4997042120067	2.70766339857831	2.59458555138548	2.46631011113291	3.13051999703306	2.41420091045617	2.13260585997067	2.41638843052066	2.7534364988474	3.01858911476128	3.09648529905555	3.20310103322169	2.70248831744605	2.93268234061065
DAPK1_32687	0.916907349235403	1.03641707566598	0	1.0992666593057	0.70645466790023	1.52668042402912	1.7987853609909	0.919640808917531	1.23309348513453	1.27606413553753	0.818175653438343	0.49522560907326	0.27804162346465	0.657809958321999	0.564309642381259	1.20233780436696	0.985979435734182	1.02474433520673	0.386665510789601	0	1.09191737355454	1.19718450465475	0.837795247118657	0.64540780230464	1.12643164345312	0.672765340826996	1.68702524967725	0.572706609010255	0.466580908279305	0.988260927455016	1.04977540707724
KLHL9_8972	7.15179905664208	7.32414269031183	7.37642391745502	7.17371141026701	7.36034232377513	7.46827624067079	7.11477909104257	7.47566362198315	7.17167448402432	7.46715319844443	7.26336306203618	7.22162482684847	7.53520920662702	7.3735875550083	6.71688979792283	7.25189074892695	7.14194387398936	7.58019206168507	7.27031150955547	7.24986860062763	7.41083225416944	7.43427826620426	7.32227035213896	7.32282179558159	6.92933704612443	7.14779284644895	7.10122084575756	7.5386516532595	7.07297139352258	7.18993298636568	7.16327332338237
PKLR_9489	5.65212875369005	6.09322530275227	6.30515599815938	5.97022580950438	6.23938126987726	6.41411370449409	6.08619646806899	6.2959626819019	6.01838514522747	6.11364098978606	6.06229101961666	5.61224385008289	6.6537037985047	6.48508054114109	5.16766391770327	5.43041380555785	6.40510999519861	7.45179835160975	5.90724387681788	6.51523905951819	6.99275489488379	6.56256358443526	5.98180733688339	5.64627151384722	5.30926985901885	5.46509715655104	6.87162022153817	6.13336213213846	4.93507696445177	5.92166979123846	4.95260433285628
FN1_8655	6.01114999868409	5.89087390502343	6.0237392672807	5.562838711686	6.6420517596633	7.20319145650529	6.89197087804416	6.11292499402589	6.52890607441018	6.28782742270602	6.69818830119606	5.51222646603667	6.27644471726616	6.23513178672157	6.15069787354535	6.66550242480105	6.22391375582311	6.25787265722255	5.98631409732674	5.97714035191166	6.48302834333105	6.37303531483549	6.10655897343668	5.51002284743915	6.16578442254707	5.43899015660396	6.11631409531971	6.48688570163983	6.65057655739212	5.8692166580444	7.57956410354768
C8G_8182	5.80889834847931	5.89087390502343	6.0013711195836	5.69597610228911	6.05289793161468	5.70512686413955	5.6606501398136	6.12218832889201	5.73256714291961	5.50558712133304	6.01625361754715	5.30366639682651	5.81409992159606	5.501096681725	5.92304005752981	5.68421556071352	6.00787889763902	5.88743222793023	5.38818852321881	5.69079579204349	5.65028651273496	5.87652478206697	5.72153861262334	5.58541669345008	5.37929318696741	5.19564439629325	5.53251603146715	5.24000899100239	5.3061493678998	5.31329713859174	5.42465795982836
RGD1565356_32319	2.03851433241605	2.86923264275184	3.00121883729773	2.32152455470641	2.35237141533102	2.81145208942488	2.71772827134576	2.19111318222276	3.01635388318302	2.57923045622615	2.66498902159505	2.66084537750207	2.96375702427409	3.35656268195827	3.0037167344202	2.29377291749911	2.04896991642217	3.43678662463251	2.5650831719473	2.65355596662366	1.93694070941153	2.57438834700714	2.74589251061851	2.60350939280146	2.78991789266283	2.62037266425714	2.25515793139902	2.14116426238983	2.08595529142202	2.30309945404232	1.99876637060766
ITGB1_8925	9.94003495446074	9.92750890847434	10.0647866530495	9.83035081570534	10.0007020868423	10.2865602370432	10.1496031455782	10.0514333290855	10.0289520817887	9.99543827070267	10.0301094642536	9.94955431418656	10.130733891533	9.97051568448551	9.91399924959716	9.9717813038205	9.9608179326554	10.137484104642	9.94920519077197	9.92292003442078	10.035090905317	10.0281395311621	10.0551162843099	9.91044043635198	10.002301141916	9.93331083637069	10.0472961724199	10.3600831484072	10.2969010534058	9.9722159809784	10.4555903831787
CCNO_32630	0.530102504045759	0	0	0	0	0.460736525371741	1.7987853609909	0	0	0.438764931249093	0	0	0.511058707201602	0	0.399575639288206	0.406297886646452	0	0	0.942686848443832	0.588819426909113	0	0.281533591270041	0	0.248608250712167	0	0.260678342212359	0.530054937278098	0	0	0.259131985339232	0.279817748339952
GLOD4_8714	8.78038690885888	7.67520299589201	8.75961287236276	7.68299396610111	8.88938253770614	8.9247496439962	2.23845292509399	7.87412560597994	7.84089837367839	7.84712645281389	7.78281486723552	7.89805034754339	7.75696271117995	7.67893883309278	8.62145310655422	2.7771674777339	8.74733188731344	7.8236381555483	2.02633336406135	7.84596067444778	2.31048550563346	7.87397994195432	8.79908810094986	1.52637162270743	8.77669528237256	7.76723010577753	8.766325230588	7.63552495899732	1.71851919770813	7.63760845745296	7.70473548120112
GNL3_8735	8.64452176791684	8.6244196902514	8.47306416557833	8.58392255546149	8.63002725870765	8.62406972192417	8.54260924137347	8.61301658907957	8.61854011209177	8.49041949835907	8.69172982281449	8.65524241094845	8.84781184815674	8.51304538484366	8.6480925037507	8.66235215839714	8.45087283233224	8.69009916542002	8.39640545427261	8.52917800859168	8.62424074043784	8.69003199178382	8.6179701057903	8.61116273057906	8.70010010346858	8.60496134404026	8.68850677352929	9.06823747091454	8.50600317905102	8.43346356891469	8.49507062423301
ACO2_7967	8.32908301108471	8.48958479964658	8.49724404325411	8.63041396389221	8.47855648912581	8.54052742121451	8.42525500926053	8.57304293939487	8.25781439425914	8.50319542002631	8.35344022487514	8.48923992225836	8.54779659629845	8.47607474347359	7.9002862458982	8.34203727003218	8.38044705934563	8.53778145833443	8.4029706102715	8.60396724207872	8.4515811090853	8.55520872344968	8.34071127637392	8.3618448174666	7.84762045197907	8.17072991604608	8.21390838745111	8.06108466128838	7.81952963007265	8.19373613101908	8.13315378081611
GZMBL2_32731	0	0	0	0	0	0	0	0	0	0	0	0	0.27804162346465	0	0	0	0	0.33187681484743	0	0	0.249257498088423	0	0	0	0	0	0	0	0	0	0
GABBR2_32714	1.6871319048646	2.3797621866401	1.00069660453829	1.44025401641332	2.0562178956594	1.70374987184145	2.23845292509399	1.47679047653097	2.12986407941879	1.27606413553753	1.53999623187723	2.22831707212529	1.73899511501743	2.02891958914796	2.2718553437901	1.71236000988815	1.5662379715079	2.56421822483871	0.386665510789601	0.812311935915821	1.4315465218627	1.32676964280087	2.41420091045617	1.52637162270743	1.57141862058755	0.992920234567802	1.07721595813587	1.97227636424609	1.54059951352413	0.837566902388468	1.19171995480537
LGALS8_8992	5.43239224103042	5.64031500125988	5.55595210296551	5.77335043816687	5.67883922516901	5.31299752029045	5.27831541435111	5.59267069562822	5.47220821656945	5.74431266681284	5.48808309687972	5.48609985399468	5.72414992578611	5.76393362393377	4.93161618574567	5.43041380555785	5.34406731202449	5.72760981731615	5.60413274845029	5.61121581622577	5.65569387391581	5.66611255369845	5.60385350742445	5.4860091369764	5.04202628359145	5.36466003427624	5.67095984786499	5.33014808514644	5.4390649598765	5.57979893269338	5.5219526647681
PAK4_9418	4.04798437934184	4.23795868662523	4.24924711074471	3.34193749622357	4.06993662611821	4.28065703825446	3.60368245833669	3.75307174346136	3.9402833231284	3.70985056670563	3.88138560256093	3.73186041827678	3.96954638703441	4.00178710911942	3.4240023361723	3.84162154782876	3.93711833315298	3.97664159060079	3.76575709411116	3.65447636270158	3.93859044691486	4.10110122087744	3.58765698268201	4.11779971914632	3.72532694564898	3.91274312266383	4.24651140758427	3.48974029279547	4.18446940123706	3.995813880939	4.16263536469129
SLC15A3_32497	0.916907349235403	2.05428659537861	1.58589123204667	0.651893283217405	1.68314041407556	2.00358565732259	1.7987853609909	1.6911368864996	0.882987775675683	1.27606413553753	1.22376616554771	1.95113572054037	1.64407685676763	1.34510995702545	0.846232217082195	1.91260593973688	1.82770097451512	1.84257541819319	1.65607409369367	1.00578152947056	1.52904746189609	1.84230917852918	2.05285634805952	0.460607235883986	1.12643164345312	1.36979312010587	1.68702524967725	0.981576896711703	1.71851919770813	1.12469251105236	1.91935518890595
CD48_8249	9.20404814521656	9.26164187868741	9.13838151213645	8.79900960477432	9.23472951835997	9.04677115405268	9.17814228183096	9.32262434286178	9.22239945732989	8.87490291386863	9.11998013593638	8.80409979737018	9.18724289411906	8.92956627784315	9.42773869459726	9.0393730651688	8.36336443456903	9.20443753866684	9.00820345997205	9.19577571991985	8.75279647807261	8.83459102632059	9.06815747957589	9.16826251721995	9.21664107230441	8.42214185359278	8.87058467757933	9.29724696509875	9.19372951268755	9.11959566106586	8.93183819693862
TXNRD2_33001	4.66799135673352	5.33690018717445	5.17127920156569	5.58016846282376	4.76655543281538	5.07609936609788	4.46426374467229	5.17871259299613	4.90882044611001	4.82625082452005	5.23390335032578	5.02390599333142	5.51207004085738	5.37288278525424	4.33250676688608	4.92006729499992	4.85053308388956	5.23757355326154	4.94554756039803	5.40358371350438	4.75628367253351	5.22562888140386	5.147514424015	4.80181284988975	4.40013309911119	5.0306318673404	5.02338297281338	4.50368910227612	4.34216018496988	4.84513576194161	4.44374098934855
KCNK2_8944	0	0	0	0	0	0	0.695831665273172	0	0.225075137812269	0	0	0.49522560907326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279817748339952
RFC4_9678	4.7416742812412	4.59244519236056	4.70177904384981	4.79948906008448	4.87924076084775	4.6910941327943	4.33730833528327	4.86229240522548	4.81675009246736	4.63312378191926	4.67877014532061	4.74421994497888	4.89209727253267	4.95604103134641	4.17575703783085	4.68489322719899	4.52147344568833	4.88026758469453	4.67747757155021	4.90597134245342	4.7960018478395	4.68823187057104	4.75389593623383	4.37478548208183	4.98027693761062	4.70881180045631	4.81162695603638	4.83456391585775	5.21268623819228	4.90320660361662	5.32032417088575
HSP90B1_8840	9.99128487481171	9.78609946023282	10.0348145459848	9.8705212389682	9.8294511603719	10.0929002078643	9.98817618784515	9.73029948459632	10.0518509314222	9.82330201549671	9.92019899406608	9.92362908806785	10.1158881213776	9.98976953256963	10.1611881197507	9.94346518400501	10.0257739274703	9.77054073126973	9.90641174429274	9.84520813468272	9.86316456039657	9.95328688595924	9.89761855115907	9.94332972291771	10.019945395578	9.87365047314899	9.97817002417008	9.60636773297128	10.1526433803303	10.0018648011155	9.95856542289917
PAFAH1B1_9413	9.6499126002112	9.74250762896479	9.76294250140948	9.74264753996465	9.776912602754	9.92270541114941	9.74622545358368	9.70970819582284	9.73089335410216	9.77670956990382	9.75577636443942	9.79518850668573	9.7358589878698	9.66272254006683	9.8226428316601	9.73266884776796	9.66986559729489	9.7498865983835	9.72076343879223	9.64406637809961	9.72564065540301	9.68110703302813	9.75471891339703	9.78934476257935	9.7405460791528	9.65930878045639	9.70221832940333	9.9678747233379	9.67717438575849	9.67654699982783	9.70250757331644
FITM1_32465	3.9268550349638	4.59244519236056	4.32325135605601	4.96694382115175	4.09682044812431	4.25245528549171	4.24600669962831	4.30191899122708	3.78990629286648	4.2841483600287	4.39460627028601	4.39694838121524	5.05776502714988	4.43323512611237	3.64250684800365	3.82516136788508	3.71810437212758	4.17559486627127	4.25812117035227	4.56563964663009	4.10594536604358	4.50868932752999	3.63413917029156	4.40070655723825	3.61355735391718	4.41942520488966	4.31247115214061	4.05258635691019	5.02241379259951	4.56237805001905	3.91902915360145
POLR1E_9523	3.59702990079159	3.52497555651771	3.32318174098188	3.4210064143705	3.8971786180155	3.82462005226035	3.87144887973847	3.49235430794228	3.75424840916447	3.74851715573741	3.44906934628624	3.59187223215339	3.48572235565364	3.7566525616983	4.05631232609437	3.66790378760367	3.4074130697925	3.63000778276535	4.03284228140699	3.68306355601197	3.64435344354099	3.44789232399016	3.885383157166	3.82418046194183	4.1018297505845	3.66499144427059	3.64887825497229	4.30461937089509	4.07433207561871	3.24193367989883	4.03659024372761
NR4A3_32375	4.15972670120326	4.9023631705611	5.04574480372493	5.23107305289027	5.04025039055606	5.86267763306285	5.18307446085301	4.7231140879425	4.10504606499849	4.84421437622655	5.96869856774395	3.81816720403125	5.37839475266595	4.39413288086892	5.86497876840551	4.98077385326649	5.11830234208741	6.14112147822559	5.67528008604673	4.35082227085506	4.89076161816863	4.36522010849676	5.95000666696097	4.6694723898878	5.30207690748169	4.24958271252518	4.82298640093827	5.22128509208994	3.63864409460866	3.74370689503123	4.41507874716301
HEXA_8797	10.8473704731605	11.0491825995989	10.8748362432877	11.0233491403655	10.7734888762143	10.7800778044414	10.8852728823098	10.9561523547541	10.6747904717925	10.6320761432972	11.0200389924736	10.9877514616367	10.9177803288731	11.0541336673378	11.2390353765111	11.0146981382791	10.3926444168906	10.82012054654	10.6712457705642	10.9914953066264	10.7136519710009	10.825896002449	10.8172625167615	11.0371675113527	10.9410961780273	11.030616224849	10.8991212333543	10.3873715842477	10.8039510234953	11.0012995850924	10.7866080900661
CDC6_32573	0.530102504045759	1.85910224014585	1.58589123204667	1.71585613589592	2.0562178956594	2.13297099078606	2.96679908296462	1.2249456281418	2.01402893346622	1.64738853737512	1.94931310855544	1.78962366860967	1.43316372972326	1.10793668018243	1.69324780708651	1.91260593973688	1.24666377627667	1.6178615264516	0.942686848443832	1.59266606940953	1.32697552699261	0.896810504950847	1.12497321010782	0.64540780230464	3.46689295399778	1.98936728058257	2.71145135214067	1.29979197036945	4.40851005073914	2.11932083067083	3.89846939127211
ASAH1_8089	8.67305161944972	8.71200653705521	8.90225676830778	8.72303580982141	8.96428787466525	9.00934122504611	8.83075776255099	8.99975248178714	8.85521091136895	8.96488136441834	8.77010922799648	8.77607095250893	8.94434037032065	8.88619008963811	8.30219183224538	8.78124892541665	8.71268046408039	9.0038974823645	8.76080118593713	8.96789300095645	8.94557539609032	8.8243403987843	8.88448396859095	8.64544374956999	8.51341060661692	8.84630250280106	8.77585524038089	9.27188251605693	8.76407446347381	8.72735516167631	9.06463943124133
NOD1_32821	5.70220471744017	5.77102708273437	5.75625459332216	5.69597610228911	5.72264940137508	5.44346075309338	5.93362786334234	5.72015169114315	5.90507417051493	5.73471471688452	5.78621533767981	5.82521571350225	5.47807548397417	5.78927199626671	5.84909283687091	5.87220506112791	5.3716665193091	5.49917933405668	5.71802886523048	5.88786127376674	5.49001453861181	5.65381542043418	5.64415800105957	5.8481521151845	5.67491224836572	5.49074010935529	5.57344539263275	5.882399502363	5.56076138863849	5.66058434589122	5.8185630213621
