ID	S3P3_D10	S3P3_E10	S3P3_C10	S3P3_B10	S3P3_A11	S3P3_F10	S3P3_G10	S3P3_H10	S3P3_D11	S3P3_B11	S3P3_E11	S3P3_C11	S3P3_G11	S3P3_A12	S3P3_F11	S3P3_H11	S3P3_D12	S3P3_E12	S3P3_C12	S3P3_B12	S3P3_F12	S3P3_H12	S3P3_G12	S3P4_D01	S3P4_G01	S3P4_H01	S3P4_E01	S3P4_F01	S3P4_G02	S3P4_F02	S3P4_D02	S3P4_E02	S3P4_A03	S3P4_C03	S3P4_B03	S3P4_H02
FEN1_8630	2.32265779821909	2.70609823536403	2.22751780682829	2.21085719901139	2.44352655943479	1.87224006724792	2.66579294382465	1.9632877499678	2.06265665076257	2.26497031567711	2.34644446992769	1.24137216539245	1.9724346402921	2.69980285977233	2.78702544505678	2.24587107500803	2.01545639190667	1.79290196043326	2.55292998920985	2.19387533058151	1.64342735700976	2.67468707186172	1.73136419508413	2.35088458621357	2.0312309766735	1.56529874579394	2.41378410827688	2.15156254862328	1.59568684692426	1.96163877756555	1.97242017890334	1.8557414604557	1.98003980745525	2.5128491571021	2.13296009548441	2.52106707220379
ACTA2_33040	5.73966283361696	6.00856852706609	5.47850019390817	6.32716048932886	5.90513185923883	5.37782960691812	5.45174124930041	6.0047040167308	5.90170323608188	6.11927348592057	5.85022422483248	6.36455895120977	5.72934900482122	6.19671209752882	5.60609447097909	5.42651317710414	5.54995070017831	5.37720346715204	5.54177840047129	5.80113222984383	5.83121542139366	5.9063757822732	6.2935893377248	5.49003235928041	4.99436914061466	5.32868409571149	5.74315968778568	5.49781318565048	5.63044070659777	5.51957796237877	5.43272149623769	5.80753320673205	6.15360496844868	5.18213446823428	5.22863917885826	5.96857106901349
RAI14_9653	6.87619290324525	6.54394576532179	6.42148132615375	6.86178798979746	6.81761901013155	6.57691067333143	6.52762961675857	6.7115219487885	6.57791328339536	6.6543333802407	6.56941432878705	6.67176374298436	6.28912382378294	6.3203119687058	6.66997251523279	6.44450779581063	6.36016975029796	6.03925277329346	6.26491959697033	6.28820766885593	6.58308551359598	6.55587145121598	6.5156405739995	6.3856605190409	6.41951277908863	6.05830546068222	6.54132139257023	6.05351675985407	6.23501094405655	6.43302169653142	6.53768861900979	6.49279573541741	6.24979633098738	6.33268806630845	6.50953139073039	6.39728467313822
PTPLAD1_9615	6.36897090946233	6.51859701818367	6.42148132615375	6.46576645148659	6.7104963720649	6.63600413334555	6.42878423258076	6.32474304933815	6.50407611898704	6.71831505994586	6.20008559602509	6.40382927439852	6.65836853314028	6.71305671672235	6.24335169567925	6.43760177456874	6.29083627493921	5.96355960779667	6.39579620357371	6.31232122676319	6.23539188040842	6.07499825304552	6.07514582285697	6.21410032226853	6.52000603961298	6.72556729308086	6.31351830689546	6.69653328474438	6.46708538344747	6.48056843367979	6.321116113952	6.42530252472675	6.07875112577594	6.48519915845604	6.29817578738473	6.39728467313822
SLC17A2_33216	1.76617862139774	1.84809954473629	2.56341041097941	2.45077052158113	2.21178480521699	1.87224006724792	2.37857819328606	2.70244540149758	2.42468819649935	2.74624137218684	2.02299624689825	2.78903557366933	2.34880387449663	2.73865071145077	2.88633361859634	1.62273103090253	1.78008650821736	1.79290196043326	2.18286529422508	2.77261006334929	2.48598173930263	2.35130568413575	2.33934515767297	1.97436396398429	3.17434093167176	2.78202337036031	1.51357054715745	2.97932571992249	2.5983555233629	2.13012321614199	2.25088921881187	1.8557414604557	1.64476680602152	2.2784484759432	2.51172280092425	2.68194779952222
VAV3_10150	7.03432811285387	6.61742445276803	7.71020021332752	7.18608173733556	7.212542608475	7.44816281602092	7.60148138572548	7.37990884975005	7.01450626409346	7.44454500320417	7.20029577448527	7.29441209920994	7.43907112206086	7.53465218927224	6.96512744630765	7.33205657525951	7.61591030746105	7.37060194897796	7.99329382174051	7.28418259563239	7.66129894984785	7.80133474766876	6.7897250400254	7.44649889185541	6.90903908279077	7.94206562371428	7.90506796139689	7.39222933876904	7.88635325144163	7.66654651089264	7.93397964123912	7.52342242989865	7.8571001066946	8.14802730625944	7.98345638689274	7.7389418989784
TICAM1_10015	3.35131992530921	3.42639364798952	3.35165488766129	3.5714957424605	3.75615610894337	2.87182173655993	2.82973591010647	3.81226541989171	3.16089950567585	3.58960667219719	3.48725908766856	3.57456939885225	3.79357461402032	3.49632880232035	3.50189663992348	3.51069265588461	3.01801643424102	3.38020934193495	3.26754734224006	3.37972619623871	3.85324230075477	3.70621527277557	3.23442615094737	3.20206329611288	3.26979576974949	3.1436466483553	3.36117735547436	2.48305043045297	3.40685265445557	3.53793624526103	3.22574151923032	2.55202228558641	3.58039782588315	3.32004724825075	2.9229988709643	3.07872485644061
ATMIN_8101	7.59037123038195	7.31845806341029	7.48401698668451	7.42044391590357	7.51591755173952	7.45364828854881	7.36465435177849	7.50262231009049	7.68337853745174	7.50020342999901	7.51825237056735	7.54330776359622	7.49158893335959	7.40329455416095	7.42347467476459	7.35055745703034	7.34056771218078	7.16293697655019	7.08022492276885	7.2736942162952	7.43799156364074	7.20128431815241	7.46337309622037	7.31995736797604	7.64268160637689	7.74532653559184	7.41832610735907	7.5856487855918	7.46717663638289	7.48806162228607	7.44598131522904	7.36543159621183	7.2727035181607	7.42418693347026	7.43571239182131	7.35329253517297
MAOB_9179	6.61855390594629	6.23711111465566	6.65031119827158	6.33715904797265	6.54575899419304	6.14672451214207	6.38331443541944	6.56016127581745	6.37884231137032	6.029650008172	6.57715171788598	6.50841869691371	5.89447734894144	6.21748862951794	6.01004273593839	6.38831122404523	6.28334036009178	5.87268051946743	4.9990873779786	6.17629075167966	6.33996904247477	6.00183493258238	5.75701060639911	6.50214309007862	6.78527234637954	6.23757777596986	6.14725815826901	6.50928606808806	6.1138557300201	6.41681807009997	6.78726042870347	6.52832133437792	6.53075500889074	6.43256242553532	6.31872170000871	6.892688189085
BECN1_8140	9.3322755066326	9.15432707230874	9.24165923293192	9.16886809575396	9.15606327847739	9.30148048290191	9.15079886968103	9.31942186673997	9.29774226936618	9.36775757340412	9.30199498503933	9.33703513559522	9.33299976306338	9.03471303309653	9.27206127841584	9.32532557564346	9.05725615555871	9.05073774989118	9.12003800700508	9.10255010753287	9.16527189136047	9.0699834341385	9.11784963583399	9.07691478521411	8.93683076401773	8.62152901444642	9.08567029471392	8.92962245830083	9.09551203999218	9.10353150113811	9.07207393512351	9.03685943763036	9.08624705075852	9.11629872436943	9.20642119573427	9.04945603618226
S100B_32286	0	0.406027218744954	0	0.64005171144943	0.489141010405983	0.414271651510047	0	0.659832553990254	0.84349121659445	0	1.01537148720184	0	0	1.8718051129504	0.988175979366086	1.1684781837506	0.491334518685721	0.741836490930034	0.914668691105905	0.460847774373448	0	0.597275943815473	0	0	0	0	0.69455572305435	1.10278968334599	0	0.56803886982145	0	0	0.726354534551686	0	0.460732667138981	0.746013568067291
WDR61_10169	7.15673584906112	7.24925463103796	7.2275264643606	7.27978194928185	6.82277190928341	7.50474566986934	7.70543165696165	7.27037335505695	6.86521775955077	7.2846836867157	6.85686278366804	6.95164562329623	7.30142649301361	7.92089943681275	6.87732139782256	7.3940149394534	7.81489579642635	7.65192902474462	7.80485206767654	7.83963415983002	7.76120044693167	7.83412842009623	7.67677898015229	7.62837797681579	7.86531638557882	7.87139485888261	7.74793480233871	7.79023509086802	7.68131402789457	7.70040838279335	7.65178971979711	7.57246187623933	7.83762625841807	7.77646607191704	7.66295271931256	7.59478147799934
SCD1_9787	0.485687477873686	0	0	0	0.853770400632469	0	0	0.367314722557618	0.482531928054926	0	0	0	0.664355060161097	1.72475878964448	4.90777636596823	0	0	0.291722700066822	0.288398758775438	0	0.437240391713099	3.31831732347312	0	0.66531082894606	0	0	0	0	0	0.56803886982145	0	0	0.408414738462556	0.279739318945203	0	0.746013568067291
MYH4_32551	0	0	0	0	0	0	0	0	0	0	0	0.933186309590021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTERFD1_9258	3.51179400758286	3.2892242771643	3.51550384677057	2.89169675060888	3.11579390067621	3.31916913819157	2.66579294382465	3.55190183144987	3.28366386492701	2.74624137218684	3.42001364388414	2.88096369971596	3.28878589249159	3.30251512117209	3.37085008680433	3.0851642760543	2.9814249728201	3.28391323213094	3.42445148243256	2.88712677199082	3.53858239350236	2.98615131784199	3.4411872998839	2.89627361829377	3.07212008511668	3.43255043189611	3.8683402182416	3.17534428077158	2.82112878153194	2.2809728227249	2.48420614820605	3.14700242061099	3.0063649131694	2.7607188927206	2.73196703511655	3.47991372975985
CDCA3_8260	3.90774188028769	4.58960010278948	4.85456938645343	4.43697769702563	4.70175709521898	4.58202454055887	3.72452802482732	4.24617064766543	4.78722194093027	4.4299375809578	4.23839773237755	4.99650682042881	4.97327606223128	4.63004389858644	4.99935855971733	4.10607030076926	3.92610016341468	3.96037923817702	4.47529676994669	4.19472667727132	4.52034280371802	4.60496138334198	4.68113577003472	4.0209162153724	4.4990640931491	4.36414360079117	4.37770343332453	4.89202159582468	4.40761362506113	4.73188206461976	4.97708945205948	5.00262734229253	4.69316486614554	4.56568272115287	4.5123503152792	4.91253213101661
CNN1_32759	1.76617862139774	1.84809954473629	1.91167485464556	2.9449746433257	1.93555870234257	1.73482019508142	1.54062246974795	2.4193350981449	1.75837206230609	2.26497031567711	1.82926438165963	2.21348864013568	1.46183176910386	2.44179429470331	2.30296286510033	2.11347354480842	1.94118606787285	1.69644385363126	2.25151565025362	2.13328512508672	2.88209790099141	1.83361337390958	1.85218605592117	1.97436396398429	2.0312309766735	0	1.79640833161976	1.95205005869731	1.00805072413558	1.77084374077141	1.17200979816523	1.69829869763605	2.74984873541819	1.43925295565722	1.5266712093939	2.8266744275292
PIEZO1_33107	4.64473178949389	4.55011318881798	4.70978948058081	4.70748756037235	4.63301994622506	4.83834347802058	4.77330854380905	4.83517697393389	4.2683524268989	5.15537087402466	4.5528266642923	4.36134762746685	4.74059427587233	4.98538836046364	4.40363216819064	4.14050023288742	4.70907918102006	4.71827518169632	5.38253795043397	4.60488515231794	4.94190433907897	4.54283340320376	4.69735553664422	4.50326394434116	4.8780052464192	4.43119313447508	4.87998775389829	4.68231823643715	5.12411832093957	4.56546476417352	4.97708945205948	4.5516270236891	4.86500274771792	4.90143141181871	4.61559491323918	4.91253213101661
THY1_33010	5.54315055498054	5.50872610306492	5.42796562312926	5.92474593072081	5.93399102298276	6.16690179372721	5.8069673858924	5.91742393457084	5.48192193770747	6.54684231868422	6.08540826077058	5.98413289599001	6.97240660773421	6.00289030352658	6.14651174454661	6.04182831154901	6.01120560353492	5.83918797549203	7.0919729535903	6.06715444693916	6.38954579658124	5.65060098318275	6.03103245546329	6.16782155117255	5.97155950796425	6.21872385716695	6.32469190130858	6.1730702796554	6.6883255586359	6.07865165946408	5.55313430780793	6.31435784013784	5.91627678720346	6.7316713637559	6.00469045700573	5.93702748769932
TXLNB_33223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP2_9238	6.08411199156635	5.5790778526334	5.64703629407457	5.84290057900562	5.81492003700909	6.50476253272341	5.8069673858924	6.22201631449938	6.00346238219173	6.49907195799025	5.73043861614677	6.28265825017081	6.50887834368052	6.03054871898088	6.12633854505997	5.88820956165245	5.86319487670784	5.40798832357795	6.3338217396307	5.80113222984383	6.07797425686628	5.81075575675714	5.80270604566363	5.82429542549417	6.35567544017984	6.3106220655499	6.26793789489317	6.47246715244058	6.0819076178775	5.89198636262171	5.78940747615541	5.60059642753686	6.33413353530139	6.21295106440594	6.05861906562858	5.88838001414592
ACVRL1_32420	6.24502598594141	5.91840672172973	6.28617586813587	6.25516036105424	6.42897112436057	6.36037617343766	6.30883408605961	6.4967257098416	6.02121692300126	6.48687805890272	6.48144617314345	6.4645197093116	6.58994498650892	6.50064340635879	6.23395502951383	5.99555574675171	6.06027716230843	5.9321342062687	6.4369100249343	6.27424534854961	6.53982706613321	6.19599485466928	6.29891397014466	6.21410032226853	5.70744406100884	6.03693837125056	6.54132139257023	6.11453156347542	6.20566257772705	6.17813754443024	6.26736215693413	5.97994893108558	6.10299215474946	6.00276497261608	6.14935579145144	5.93702748769932
COL1A2_8353	8.9215607845563	9.37447501843367	9.03855336371263	9.21093654398524	9.31351892436309	9.37052900809565	8.87033486117981	9.13530518961632	9.01721500587413	9.41678833015152	9.07901064722181	9.35217162484878	9.4820286273421	9.20129340613835	9.34042523596072	9.1431191931128	8.78738519336564	8.42573900274081	9.57112322787575	9.11386420852097	9.31390635125547	9.02808024448379	9.21610694932955	9.05165097863238	9.1572431003164	9.60887637288386	9.5033256030538	9.59185469628092	8.9789207772004	9.26837560508531	9.21988372632944	9.01302421369229	9.50960804250698	9.40927274950235	9.22558855762822	8.86271908002907
SLC30A7_33012	7.53540458731575	7.62201011573285	7.50610857836272	7.57630222215308	7.55669406388778	7.63598873680314	7.43319314069706	7.61357692414761	7.69171755454709	7.69828780396936	7.59266323524175	7.55032479307199	7.70476938596466	7.57277630532931	7.68027265002211	7.68390786828672	7.59638224468384	7.49947258598249	7.69821348582571	7.61986922227762	7.64608116916594	7.54025590734438	7.5328082845633	7.72742748293287	7.74589210477301	7.62876244878384	7.68429809189369	7.74077632421221	7.78085494564592	7.63187071609774	7.60921075277141	7.4726572232951	7.57089543273334	7.6047225056866	7.68817493752103	7.36519225820511
CD300A_32694	0.848402342859126	0.981922811823694	0	0	0	0.414271651510047	0.466590574223032	0	0	0.46534192162876	0.595228334880837	0.540765595123288	0.664355060161097	0.615397884839633	0	0	0	0.534263019125726	1.07479321751537	0	0	1.01843097673742	0	0	0.693771901508253	0	0.69455572305435	0.654296135521429	0	0.974539520295497	0	0	0.218611710101274	0	0.248680895050233	0
CDK6_8269	6.56467071162974	6.31574278497371	6.0188886405506	6.64549042062307	5.98084268843067	6.52052948200004	6.30186853218026	6.37600802037577	6.05608366112005	6.27630218203447	6.31559515058582	6.14110327020622	6.67497912020525	6.52862304728997	6.19574410733004	6.31483999402745	6.60832458700009	6.85753141335825	7.04197514147273	6.68109219534872	6.5777486119198	6.57539930938172	6.73577869120119	6.48337077950161	6.71916526606015	6.36307630412708	6.70418665860302	6.57154117834855	6.83609441969814	6.47275200111471	6.21152758713501	6.56869159348915	6.64601384101146	6.90137900122423	6.7120783964303	6.37391628492064
RELB_9675	5.78225520706266	5.96419184708065	6.24589989536132	5.91810005865214	6.01725846505377	6.1055031023243	5.83618872866106	6.0047040167308	5.86284503646664	6.1271516123404	5.74424995985448	6.30772031198009	5.74516648608692	5.74116324772385	5.91915800786158	5.92817476819972	5.64074313067778	5.41558298096627	5.64107690335513	5.67396902070219	5.67003795269618	5.5276785887716	5.59330850137178	5.49003235928041	5.70744406100884	5.99323072211061	5.88577644702576	5.55175695338248	5.92268121362876	5.50432291100753	5.96369222826555	5.85494078337949	5.75079676348999	5.83444788738724	5.63584586006904	5.90477878083242
PPARG_9538	2.43370262015243	2.70609823536403	2.95469346898588	3.31239802145509	1.77469365175081	3.1672001381269	2.66579294382465	2.88340413528611	3.02670882176956	3.28611587208733	2.93343131981557	2.78903557366933	3.5984048476704	2.61882070637526	2.88633361859634	2.93633422884528	3.21998387931518	3.31673130968221	3.51100612008182	2.55889326855003	2.88209790099141	1.72589730373406	2.49590819772329	2.64919909567285	2.23420748956956	2.29829922143848	2.57218337611252	2.48305043045297	3.53822955928409	3.41280035941346	2.68499066013299	2.45690098007657	2.67790043837717	2.80556369517082	2.69052618377498	3.29322006234663
ACOX1_7973	9.27563817225463	9.31092505734854	9.01563622734821	9.44968612593886	9.37268794690569	9.1801612700691	9.23182711164281	9.3337548018172	9.33282160792184	9.37521926062255	9.33773396430376	9.34512768809463	8.95698870993365	9.13913002885824	9.31614120055457	9.01675877092961	9.03175961153818	9.08626556683384	8.9236603199935	9.17008369740598	9.25242991089494	9.22515631702388	9.43200687308313	9.15609431244421	8.988608565877	8.70856522801662	9.17017283620312	8.90910360353463	8.86620900927313	9.03219737063089	8.89603240817894	9.18519145456708	9.03991250056137	9.06015285261083	9.04367473157066	9.16628327500587
GNAS_8728	10.9578685067359	10.9411529549262	11.0354398141205	10.9899625619198	10.9728086207502	10.9927028204804	11.0142170028713	11.0715536946495	10.9186620000039	11.1002784340528	11.0382943394347	11.0033817806568	11.0346076070229	11.0525385995101	10.9162128900905	10.9103477270612	10.965273639618	11.0605520214991	11.2243862803644	10.9676725717714	11.1644990448395	10.9717760352381	10.9252865149538	10.9872683163794	10.9121439584023	10.704283218692	11.1468134105247	10.7565594627507	11.0132284406208	10.9097357603958	11.048882643503	10.8875523088438	10.8770949645762	11.0184941838196	10.8430305194786	10.9470680324277
ELAVL4_32683	0	0.406027218744954	0	0	0	0	0	0	0	0.46534192162876	0	0	0	0	0	0	0.266483498474733	0	0	0	0	0.329328765004693	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIT1_9319	9.13995012198249	9.58327171788721	9.27635049014194	9.08902088886327	9.52982230361661	9.2684021606856	9.43011661868088	9.37591854132329	9.43072617125364	9.5443513687862	9.35583920593782	9.25780348090434	9.53758118458802	9.43914629557209	9.40883079889656	9.35586671480296	9.22119066339082	9.55236598990219	9.45992467006642	9.46448196817123	9.17414008426923	9.20147337206031	9.51327551751589	9.4219148057759	9.1972513108216	9.87582112610858	9.32285450052437	9.48500077685819	9.1645052166162	9.17029636358069	9.12808050812347	9.06131814044733	9.27142990343009	9.40700091243595	9.21922768995561	9.36899383618882
PMP22_32290	5.92214291408946	5.6647643658396	5.69910663931658	5.80737872960638	5.88556662760885	5.97426280506278	5.87425202408807	5.54880773670978	5.21508122969875	6.09537764967478	5.99588097892341	5.71111232441163	6.01680157657211	6.22776575961174	6.02101108528797	5.84710562850075	5.66978045180331	5.24704185000453	6.2012645328924	5.86773418177022	6.03966862554473	5.67976209892138	5.58461479979946	5.74770675779201	5.72439332733847	6.19962027887412	6.34678277739704	6.00277610598179	5.61564034439726	5.94943865480946	5.36121111338628	5.66585225018267	5.86859475598461	5.90311699672887	5.56308455289826	5.30734371286464
PTTG1_9623	1.58557061245846	2.47260427910855	2.48648114473981	2.71893150338025	2.6431440896516	2.41254700614595	2.66579294382465	2.25379116978325	2.71385200576806	2.37492535498513	2.02299624689825	2.34843037006154	2.64702354582929	2.57655862143649	2.97924393104516	2.11347354480842	2.27934465003579	1.88331309794423	2.7556107426776	2.51206999167645	3.01439769821173	2.88961306772637	2.06714739145344	2.17487281438745	2.71315964253757	1.97785932337184	2.23582380384767	2.15156254862328	1.59568684692426	2.7634292990334	2.48420614820605	2.80470366610431	3.03544547237168	2.66661748967194	2.84959285176963	2.8266744275292
RASSF1_32475	6.45046301378351	6.40144663724168	5.34323753368888	6.42884110287936	5.39808041311625	5.62148724153564	6.25935383068149	6.38604598529077	6.06467025413252	6.66519598975378	5.38739471018611	6.34854654773696	6.69140063475769	6.31067553482875	5.5159278564846	6.24535650706043	6.46328063739804	6.34390856891487	6.60046702468278	6.50994777367881	6.2421547974543	5.17515439230878	6.52929619612152	6.32369142097287	6.11983900592382	5.64341449135532	6.20885949855082	6.22932606321457	6.39956982098999	6.44904535144428	6.17862430708138	6.19416529328748	6.14028088240395	6.32885287815381	6.14935579145144	6.2510352170516
CRYZ_8389	6.98958957886932	7.15039613337208	6.8592533512028	7.33321350197198	7.20861131742953	7.34272787071437	7.4235989935831	7.05763468373823	7.30641410371053	7.44769411955481	7.09644427959824	6.91405919732264	7.69665772419476	7.48838729971068	7.3815369586413	7.36154516553208	7.31506258319893	7.38614707824399	7.05643790973244	7.19435715265065	7.22919373633831	7.22867494606335	7.35507974041264	7.38714207985992	6.82510205414739	6.8654719652164	7.29876508242505	6.83349783152488	7.17581644159294	7.21574777157479	7.12179939279267	7.27769707988829	7.15009939394835	6.95461415191443	7.31477948853731	7.31699287043105
LAMP3_32979	0	0	0	0	0	0	0	0	0	0	0	0	0	0.235514855931567	0	0	0	0	0	0.248747562502581	0	0	0.36742928185159	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAK2_10073	9.15014950452928	9.06609645173286	9.13543360515427	9.01854212883548	9.30525907991268	9.10807538674088	9.23640094640918	9.16621418714491	9.25898553693647	9.25902705724433	9.12460323663026	9.08616264210851	9.23278265118775	9.11349478313832	9.14872325264174	9.07466031468009	8.97356310390738	8.98717433118627	8.98920427626579	9.0461505605956	9.01739680207704	9.04218363885852	9.03969847242983	8.96972343962365	8.83321462900155	8.98448124837069	9.04064063597356	8.80744355874039	9.15813556723803	9.22947649128528	9.09429714047649	9.08933888306939	8.87072231034657	8.93455222631585	8.901087206712	9.0439141422433
CPSF4_8372	8.91798384819982	9.07481853520645	8.81591643444041	8.98077271015888	8.90106518283704	8.99787910599939	8.9029232468674	9.00295852184764	8.78622940212365	8.85281402715781	8.8665650619849	8.81470220287818	8.55418598307468	9.21771416872993	8.80919676836706	9.00746155815477	9.34966378101713	9.13997598562413	9.13601410711975	9.2820288309547	9.0582078349739	9.07342104354563	9.1739855942872	9.17230111697101	8.87934670406764	9.07374511626538	9.22188693961109	8.9992239021986	9.00186721380062	8.92743576395031	8.96880572946887	9.0603072638994	9.05818253653078	9.08821534525337	9.03542282664973	8.96400572045265
CTNNB1_8400	6.48954545784038	6.58848049657944	6.63702490565325	6.67338240805256	6.43571340652712	6.82138968201642	6.6088908178237	6.84849964292832	6.45919217674121	6.75944558907633	6.85049207892834	6.72854549228694	6.63308846410689	6.52307036177157	6.62034984259902	6.6194729755942	6.38138991819554	6.57510893947078	6.62007275379892	6.32253349248112	6.68587597108663	6.59466637084364	6.60862201318775	6.2026690587015	6.21884558726768	6.23757777596986	6.62505103060067	6.01562955290005	6.51572620879537	6.49607538780703	6.62576426027492	6.29386198887514	6.27439992403052	6.43256242553532	6.37866008456918	6.14459035019188
BAK1_33110	6.73154344187224	6.54896250310329	6.96227898666517	6.70846896680278	6.53323974020815	7.03770381834346	6.58613659944625	6.80800791501988	6.66519346016873	6.82871764690878	6.53009241468147	6.55102125716639	6.7630685277207	7.05645865166327	6.7838229265044	6.73663713703125	6.59627517844309	6.55461878845326	7.05163307862927	6.61061214584201	6.87179308174807	6.71927199503181	6.53381949701762	6.74213688459538	6.82510205414739	6.47852614458082	6.72962911537603	6.86224594219607	7.07121914395886	6.74999055279565	6.92754227958135	6.79459575709266	6.74616030165973	7.05088190264541	6.83603025586296	6.75475442630845
HIST1H2BCL1_32672	9.12037036666092	9.40730342674366	9.49217261109752	8.97357952779526	9.26890966414849	9.3748722840938	9.17387296204818	9.16037758817398	9.3004711711378	9.10897726563288	9.29145113164439	9.39567726770436	9.49728656798285	9.07748561977403	9.33384275171523	9.18082778516684	9.07798387651462	9.01556280633216	9.28776075283988	9.05434388980278	9.50596703824456	9.18821669369171	9.04604541285326	8.95957199425184	8.85838577730049	8.78425058047971	9.14518012265069	9.05787537268619	8.67244206134238	8.97800896047524	9.23796292657111	8.96521937142492	9.30241525474162	9.36032672494813	8.90051939888861	8.90816356219116
ATF6_8098	8.10419656434351	8.05650833965543	8.25205133514442	7.86251203045486	8.10988954233491	8.07019454375331	8.10212939249412	8.09107986624263	7.92180346874741	8.14301044954622	7.9252715395774	8.00318786121379	7.86173464114834	8.41934556739034	7.88324460174933	7.8977692856028	8.10158044034622	7.92897117772872	7.97310745346985	8.07528747204368	8.19156153101613	8.04771651900077	7.82069208232848	7.96246692924798	8.35606090771445	8.37137084347441	8.22430099122792	8.37302345889415	8.01317375521733	7.96284442668116	8.12742737349813	7.88261586207848	8.10012536383325	8.18668262783526	8.0988250627634	7.92328775293886
ACLY_7965	9.29507183785812	9.06959161538316	9.10036583676178	9.26103325898744	9.22482456200758	9.23454758092552	9.05772945173617	8.88846269433094	9.13196743559552	9.36359545505062	9.35583920593782	9.10296348639132	9.17556563514946	9.01259396418513	9.39203107262977	9.24057296911502	8.88471425330699	8.84043275555929	9.04828593649092	9.12557638416903	9.14466576842712	9.24967273540396	9.18409234544705	9.20847141501247	9.1064286303624	8.94774219337292	8.85273528818774	9.0121088947874	9.01320500427312	9.26724635793543	8.8588704035053	9.28115711079951	9.05641024462592	9.13892603305571	9.02086743639447	8.97763494711918
RGD1562178_32879	8.72542376911315	8.81544502982764	8.83252449550668	8.90633490573849	8.72923239046612	8.67407400903382	8.92802178955916	8.82439048722764	8.81958747502428	8.90300477403875	8.82167550289178	8.79415898520876	8.38782280624092	8.83911308062995	8.91294105013403	8.8170473509779	8.45263707616019	8.35443091783676	8.26745260121364	8.6503809426541	8.65012348303112	8.81462419695735	8.93586548926405	8.73000429959893	8.96918682062462	8.85310934149321	8.66108701315993	8.97145511899799	8.62334614193766	8.75286966131511	9.04151905826548	8.87840934527168	8.69391768169323	8.7941861464031	8.73139747823596	8.9142510909385
SLC24A2_32779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFC5_9679	6.95277221084907	7.09316241817219	7.04172779134209	7.04680183480189	6.9693755162671	7.02670499778087	6.89467904631659	7.10398298434059	6.9324397137943	7.01432412050614	7.13364864643545	7.03404917503382	7.14925091879424	7.04681672801878	6.98206510837375	6.99365318924342	6.99080258409737	7.07934131092995	7.03468902142198	7.10646724441282	7.08992749126449	6.87551733044531	7.15233911195261	7.27700194131721	6.9813264834499	7.40520400575129	7.20513320843899	7.44544589351128	6.88010584763686	7.28433581655689	7.02793792942595	7.01929802931083	7.00327794301583	7.12794384865466	7.02917537043097	6.84249567216756
DDB2_8446	3.03642478387511	3.02692473544608	3.06463289897542	3.31239802145509	2.97477735031476	2.99731775227711	2.01960227871947	3.23397071471651	2.7986527395773	2.90129306081911	2.19376596171019	2.34843037006154	3.00329917843697	3.45026131729171	2.56520161684638	2.93633422884528	3.18822560461693	2.99043460834616	3.59266050793212	3.02691635610031	3.44788760401715	2.88961306772637	3.09446469468593	3.37497807018349	3.17434093167176	3.67314103741481	3.07392846665767	3.08066156595875	3.18420648702777	3.12434653710574	3.15983482524497	3.14700242061099	2.94638388193684	3.35063118096048	2.88676268407958	2.68194779952222
PGAM1_9465	11.7688479434711	11.8046663925572	11.9199376517033	11.8336989632394	11.6563592660224	11.7523790444567	11.8069688351041	11.6128113827074	11.6174706342773	11.6902659966543	11.6096512144825	11.7784838542807	11.5978599467781	11.7780334329694	11.5342044780422	11.7303754512724	11.7518849652372	11.6538433157591	11.6677469645773	11.7550013497397	11.7423367612848	11.759106125743	11.7127901658511	11.8248722125049	12.1519016558258	12.133430100266	11.8219386130171	12.2188074770805	11.8919938117692	11.8428847368266	11.9180411875915	11.9191663755608	11.862138323434	11.9026795690416	11.9041204635466	11.9479394863109
CTHRC1_32423	0	0.406027218744954	0	0	0	0.414271651510047	0	0	0	0.816631701706989	0	0	0	0.437924019603437	0	0	0	0	0.288398758775438	0	0	0	0	0	0.693771901508253	0	0	0.654296135521429	0.590334638795676	0	0	0	0.218611710101274	0.279739318945203	0	0
ETFDH_8575	7.41875925432097	7.23064201983371	7.28827952432188	7.41337281187127	7.53801723834328	7.2946342220769	7.33425359947462	7.46760082342124	7.48655286073937	7.38665283855792	7.63405168377939	7.48590791083209	7.35394934877762	7.42131647511191	7.36871417933993	7.25950651591728	7.1435121576754	7.33299676854894	7.20663648459487	7.18878556227723	7.07863652438537	7.08892502819871	7.22406587017969	7.44649889185541	7.64268160637689	7.46242215335905	7.40785722641204	7.79397029709488	7.46717663638289	7.32397611568242	7.30064285499105	7.43571609615825	7.23245888602425	7.40062994013249	7.4466441318651	7.76612261362774
WNT1_32877	0	0	0	0	0	0	0	0.367314722557618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
