ID	S4P4_F03	S4P4_E03	S4P4_G03	S4P4_D03	S4P4_C04	S4P4_A04	S4P4_H03	S4P4_B04	S4P4_E04	S4P4_G04	S4P4_F04	S4P4_D04	S4P4_B05	S4P4_A05	S4P4_H04	S4P4_C05	S4P4_E05	S4P4_G05	S4P4_D05	S4P4_F05	S4P4_C06	S4P4_A06	S4P4_H05	S4P4_B06	S4P4_D06	S4P4_G06	S4P4_E06	S4P4_F06	S4P4_B07	S4P4_H06	S4P4_A07	S4P4_C07	S4P4_E07	S4P4_F07	S4P4_D07	S4P4_G07
CYP2D5_32296	4.21199111274073	3.94247695826867	3.67242175006759	3.82244098622259	3.83594166770209	4.0767756842588	3.89749424811932	3.50160644294991	4.47737549585355	3.74783558342368	4.53605040951204	4.23706135324353	4.12720394655223	3.92784452460272	3.93050646537597	3.99006420315991	4.05429929665191	4.33912415987107	3.92094237576231	3.56746888726267	4.6451519243106	3.53020737767349	3.86149526311087	3.65835938535129	4.2760986064375	4.41697731943668	4.17516042874364	4.45030107775059	4.28338002978709	4.35129925429134	4.32479210023587	4.3561177990216	3.82185679925364	4.44487693711985	4.18054101716456	4.40867853011638
BUB1_8163	0.295953042696976	0.288237695810248	0.250374212889749	0.845428089608532	0.253948485395708	0	0.739853168732493	0.452908403066756	0.793798010083121	0.49331715257765	0.302972658159113	0	0.487305602885341	0.806028863245214	0	0.285666572274869	0.730950939475748	1.1557966722022	0.276373340842945	0	0.316293107638995	0.516760046805782	0.190290410593037	0.698518276741489	0.305179644553269	0.710449317817329	0.491924890505062	0.323473639372448	0.864737488890818	0.875698690492291	0.499687695102847	0.590687699831417	0.281470830211155	0.759274256564439	0.304157999195736	0.275994206790182
MYL2_32406	0.295953042696976	1.07432625349964	0.463655133230371	0.675904767442889	0.253948485395708	0.59653610651844	0.587369214036889	0.452908403066756	0.450819245119899	0.49331715257765	0.553230313599034	0.629152444106259	1.48965063711872	0.45858790406541	1.13855330941616	0.728503962642164	1.46429566774731	0	0.50821862560823	1.09941008709627	0.795252883071524	0.719058820879586	0.508915501361945	0.698518276741489	0.305179644553269	0.710449317817329	0	0.323473639372448	0.269334910080969	1.17142767011511	0	0.814711727954054	0.51688935605375	0.759274256564439	0.76900446026341	0.507572866511732
CANT1_8193	6.47395813867206	6.16080148766627	6.20874183544937	6.22695157085777	6.24178149226129	6.29138878245081	6.21656432679337	6.31719803443122	6.27918496383321	6.39167204119435	6.48864096591636	6.57575532605545	6.18439235665451	6.23415500995017	6.26439656774703	6.2787406384221	6.40575512219373	6.12457840847912	6.32136492926389	6.30875652591121	6.42725636404	6.2221919037263	6.24808835931015	6.17414777436169	6.28163573561053	6.47954575643868	6.45531597816052	6.37830568367316	6.43954611664669	6.43242777375813	6.25028331865939	6.08294321966455	6.39501631485581	6.57287292220805	6.43346036133279	6.47093604448138
WDR7_10170	0	1.34938443290913	0.649428621846404	0.997109759090395	1.23098013963887	1.76116383846862	0.739853168732493	1.76433761228003	0.938880803314694	1.503119759355	0.553230313599034	0.629152444106259	1.00328625361491	0.806028863245214	0.425797318865717	1.06685844262862	1.07008327127478	0.26864862867756	0.50821862560823	1.09941008709627	0.316293107638995	0.89644784598085	0.190290410593037	0.698518276741489	0.957758567243608	1.04301040029649	0.858092398353174	1.32655977001575	0.864737488890818	0.701480193900814	0.499687695102847	0.590687699831417	1.05461717414109	0.759274256564439	0	0.882300977380294
HHATL_32722	0	0.528366657023335	0.250374212889749	0	0	0.227363911309498	0.223424361559119	0	0	0	0	0.241496944213679	0	0.247439107254151	0.425797318865717	0	0.730950939475748	0	0	0	0	0.719058820879586	0.358381343421622	0	0	0	0.266828498763732	0	0.269334910080969	0.503296065963997	0	0	0.51688935605375	0	0.555222898018672	0
ARHGEF2_8082	2.2150981658802	1.46945962624206	1.43597018875929	0.845428089608532	0.972568749426356	1.34269419760347	0.877750005237005	0.797090869149304	1.30291254569871	0.860252171013128	1.52078444777244	1.4005205989184	1.26686764135228	1.61262548981075	0.754142995829917	1.21028912845024	1.34447423657038	1.1557966722022	0.707912925427073	1.33546085762224	0.795252883071524	0.719058820879586	1.1820186778886	0.87219804842838	0.771224232026866	1.18436111712877	1.39247126306573	1.00386076115382	1.79203274651808	1.29928503652562	1.02486476472037	0.814711727954054	1.1969848756128	1.25415733925336	1.26794737461658	1.17949151535958
CKMT2_33148	0	0	0.250374212889749	0	0.253948485395708	0	0.223424361559119	0.244154510770828	0	0	0.553230313599034	0	0.487305602885341	0	0	0.285666572274869	0.286775791363297	0	0	0.251501092207449	0	0	0	0	0	0	0	0	0	0	0.271370367392498	0.325365940020131	0	0	0	0
APOE_8064	10.0083683581545	10.0053280160482	10.8695557460879	9.47238473849131	9.80358008082141	9.95327402300309	9.97922342637461	10.1170267913455	10.6874676804686	10.2831439162912	9.90554275131768	10.5253972254392	10.1142992725457	9.80868346849148	10.4104949778633	10.9847768712005	9.56215493045998	9.62428070170369	9.45490609378919	9.88044154659878	9.29470189039672	10.0776784709107	9.47121526503283	9.87720146070615	9.62687523214121	9.75745360833588	9.26432411422391	9.80779357914951	9.67542429259635	9.32312395707912	9.56887844628597	9.46726381921281	9.76675326287353	9.58579620210638	9.55285010726127	9.91676511856281
SYNGR3_9978	0.295953042696976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPTAN1_9932	10.177605990534	10.1429014716208	10.2626735126266	10.1723855753634	10.1587295624085	10.3240534466597	10.2152331401636	10.0453243865612	10.3037215703279	10.3298183173089	10.0872815677317	9.99095219366187	10.1309390065378	10.2836807686161	10.0882859869416	10.2601842487723	10.3766483180703	10.2192004564285	10.2128593444675	10.3535941561828	10.4104148693495	10.2316169385795	10.1752996452939	10.4418704169955	10.3258187827405	10.356638836525	10.3858579816032	10.3160441831349	10.1461491447389	10.1684981430534	10.1969792271302	10.258183211567	10.2672750706834	10.2384510547611	10.2407060417179	10.2690371697772
LOC102549198_33139	0	0	0	0	0.253948485395708	0	0	0	0	0	0	0	0.264130655651064	0	0	0	0	0	0	0	0	0	0.190290410593037	0	0	0	0	0	0	0	0	0	0	0.299689701916556	0	0
CMTM7_32862	1.60845988581303	2.25081327530424	0.961681172103227	2.19710744092322	2.02837843191056	1.43666240316315	1.50716853407167	1.98198969975252	1.30291254569871	1.94626095211619	2.17160935289903	1.82825045972119	1.58934251083966	1.61262548981075	2.03204166590393	1.76922448187384	2.4324832911465	2.34867930930948	2.26322565641194	1.62989099018931	2.14788642634186	1.32629853293661	1.82288539566273	1.02719793791966	0.771224232026866	1.43126801477521	2.50403043096828	1.46434352401682	1.28496683206543	1.52532579871869	1.96249430963807	1.59639026880532	1.9262401248806	2.00051761058575	2.38530974942983	2.59928858793994
NUP153_9379	5.50464156067139	5.20264989009041	5.3966009761083	5.16429976166585	5.43129259733125	5.14198346037484	5.15675269445127	5.15651429148976	5.20024455276637	5.55666210836485	5.53401972607174	5.36703315208481	5.1107112752879	5.17689855170816	5.39321387607075	5.68268194475523	5.41153342462539	5.40412426275633	5.44796215882256	5.23133485178513	5.53445161382576	5.3895723488328	5.02602607346655	5.47219502572611	5.45530063745037	5.48199434231905	5.26995318320872	5.42538382368982	5.47616906848882	5.51307894127005	5.16060667407425	5.25506204151039	5.42658382186188	5.57403149730879	5.4187368225357	5.665491132745
ADO_7995	4.58479827100276	4.46002369497691	4.27672108123567	4.01249347520468	4.43255147013217	4.41363298419054	4.32877667115285	4.64222784412918	4.08376688270558	4.62324134956581	4.13681061888985	4.51514749236915	4.4656988936227	4.46871886173129	4.64570330197452	4.51710772046523	4.75218592394104	4.5926790684812	4.54729713570365	4.52929822771667	4.68693999137396	4.65084254972278	4.69798653783216	4.58766360028895	4.34461146983879	4.6783045245196	4.6655746278502	4.62210712420494	4.44164676182507	4.59504874605597	4.49333912201254	4.53993022336782	4.62630320420688	4.33363915545588	4.57080829207506	4.33523799691532
PSMC1_32624	9.93375312753053	9.90140699541204	9.93306206735516	9.87563977149079	9.8518557346357	9.7954038151808	9.88831446453962	9.92460150582602	9.88948301409381	9.85902350132884	9.87499168568826	9.89481683519852	9.9932539329828	9.91035761995406	9.8874876402787	9.98455342695246	10.046676472374	9.9278422190983	10.0285771985766	10.0343017168883	9.99365090678383	9.95845001375114	9.94128215613463	9.92327567438506	9.93009175654956	9.87747305448343	10.0430191251703	9.94028721777295	9.89129018271359	10.0040505894169	9.92608054843369	10.0135647248577	10.0259983308093	9.9541024074831	10.0947617144802	9.9858840587639
COX8B_32651	1.09658478298728	0.288237695810248	0.813986333775573	1.67409632932949	0.469815750076468	1.24217641060696	0.41684291055738	2.96767452219858	0.938880803314694	0.860252171013128	1.26429785374853	2.09758941671022	0.850918390321184	1.20769697180098	0.893973125974438	5.02379474634533	0.730950939475748	1.60728948451832	1.42716187901873	0.651991070637377	0.985871047799384	0.516760046805782	0.508915501361945	1.02719793791966	1.12291280960077	0.277514146451005	0.491924890505062	1.00386076115382	0.692209542167869	1.03112740388751	1.29200195105282	1.81959550591112	0.719227405104814	1.10728494471235	0.955157497458301	1.03853529085004
AQP7_8072	7.90600555717573	7.34766662355406	7.78808292662525	7.19588696491472	7.74187267164121	7.95812843374723	7.98159412909796	7.78299663779821	7.96299991539473	7.86146529599516	8.07290428138679	8.01082662775007	7.7560688685907	7.84788553997244	7.90450644672518	7.78691800832349	7.95396331717643	7.33327667381923	7.64008349159125	7.87569766819016	7.71992858883433	7.6140412458678	7.83020681719882	7.8814787868493	7.89901023266418	8.06744369650223	7.63573865969802	7.73218870845344	8.03499637583048	7.9341688469724	7.91699717303271	7.88894051967145	7.80440656806652	7.9355122249555	7.70858018382871	7.91242542269438
XDH_10180	9.23716904656489	9.44674498353822	9.19157276812983	9.00545220798119	8.94865527438241	9.02731747733987	9.37497599189606	9.52177755609472	9.65754856349179	8.96695325958448	8.94653128064644	9.55723585109693	9.535205622616	9.1202226467249	8.9220602017808	9.78165143068511	8.95105125102508	8.87249400358802	9.25403614966142	9.79240016430775	9.36717907166365	9.31120903399545	9.45623534689917	9.7343634880817	9.3301140518281	9.14098769286592	9.07894092781823	9.3497740361427	9.26519179040938	8.83887965346183	9.3406318326143	9.16046102479037	9.3606836890417	9.11423069410628	9.25885458563608	9.11977514582444
LYN_9167	7.99109855917127	7.83922437982523	7.93720380458218	8.00434465958054	7.64392937483214	7.91592544846424	7.82735527588195	7.89564440919458	7.80396331772999	7.93059522731812	8.13178398327847	8.0219947204383	7.7439507101179	7.69084142088281	7.77707869409301	7.97444613918396	7.95652004727287	7.83152384404986	8.33915049830513	8.14393799929458	8.04985927882902	7.99512117656986	7.9665647887937	7.75268986602373	7.81849364500524	7.97195312423221	8.14562257715667	8.00908939998823	7.80143509895669	7.91931842081482	8.04120643660261	7.82760376352901	7.97962963367705	8.07791411431492	8.27548356900449	8.10258391695656
DDX21_8454	6.03205432175286	5.69049590655813	5.86847026486127	5.85229467186231	5.85243727686156	5.89183996328725	5.73952299739076	5.73793441376811	5.82203293006882	6.04493193561842	5.73095196073823	5.56881552486104	5.97915338751763	5.8780705115916	5.85773818027083	5.78362466466182	6.20536340362047	5.94929274878792	6.34778616182544	6.09629488168907	5.96073860831477	6.10970925153418	5.67789269256453	6.05756980234672	5.81658775424582	5.99509886237469	6.0666703958934	6.16747498946473	5.8797323348175	6.03791981545955	5.6921945986294	5.81770269718091	5.94841900039777	5.99023750078672	6.00301103895194	6.11933899587561
CYP7A1_8430	0	0.288237695810248	0	0	0	0	0	0.244154510770828	0	0	0	0	0	0.247439107254151	0.228550712474009	0	0	0	0	0.251501092207449	0	0.281394717074216	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKIV2L_9830	5.27789142108267	5.07595434581964	5.0289716735811	5.07333658314049	5.19401863629121	5.33126086586315	5.28004065887185	5.17871880144354	4.94073580479416	5.10557664599273	5.20895822151925	4.9740943575361	5.00636033272374	5.20644109432424	5.30199894710799	4.96432103320481	5.03944909736264	5.15342962953077	4.93359647696798	5.17920623590203	5.25773974465856	5.06698292988188	5.14001741304741	5.0063815079902	5.14541588194958	5.33053481516062	5.36547132395342	4.66561808872001	5.27673416485489	5.07765693433093	5.41969572769817	4.93540880290888	5.2981869923539	5.18287443466626	5.35398058818747	5.31442074923141
OLR59_9393	1.49649598938707	1.34938443290913	2.01158504328229	1.84382025319993	0.972568749426356	1.43666240316315	1.32625729230424	1.07477306750947	1.90732197341115	1.78495065741642	1.26429785374853	1.58707963253761	1.68258857650838	1.08582459138567	1.90555020745723	1.46036865315091	1.9481679089937	1.28258933984134	1.30919088709901	0.651991070637377	1.88612047790719	1.44517268615102	1.26899346652569	1.41191385618456	1.2710879043116	1.7368862762193	1.39247126306573	1.46434352401682	1.5095786224936	1.03112740388751	1.29200195105282	1.0085793011774	0.896646616380055	0.547705759237012	1.63797203408259	1.6361174999069
FCER1G_8623	9.03597536035025	8.92802270472178	8.6470192620458	9.21387600618847	8.27210968370676	8.72552550160366	8.78033090064158	8.87175149805819	8.22683786348134	8.72572137991552	9.28053376628929	9.08119814241149	8.35792596366372	8.32024992994402	8.13956709033196	8.91576085015711	8.89150428045801	8.51305010649186	9.56114723230872	9.06649485977412	8.97165836736796	9.07642523681679	8.73979731169575	8.64770698537821	8.25658985242835	8.98123796538661	9.19200132244955	9.19071298778912	8.26897517203062	8.70674492121825	9.05146615571516	8.72615105946302	8.8811339186142	8.86129813050966	9.24385392902194	8.9351325994103
SULT1C2_33309	10.2076404639934	10.3369384125574	10.201759388513	10.0938298125788	10.1423620404131	10.3484359146168	10.325557002587	10.4082344124834	10.1351423554808	10.3012030350779	10.1393252486778	10.0096887965411	10.0604847582169	10.1468125506782	10.0027672288986	10.2699399154879	9.89465829048572	10.0437184843343	9.68103055026682	9.88393528474665	9.97268661551028	10.2826471391111	10.0101624086226	10.2917757499958	9.91432920679162	10.0716741596746	9.38715470678999	10.021375392665	9.76288985926368	9.90921570814742	9.90785873525265	9.54358406393591	9.79116348139904	9.71585931124917	9.40885214603125	9.59796016889278
DCUN1D4_8444	7.00828631845989	6.78459505074016	7.00399000607444	6.99200310870405	6.93146202259236	6.78008316781508	6.85263565517965	6.97542099789051	6.76124729838399	6.80591615341534	6.78612601382735	6.80228047408549	6.89890092775751	6.86806562475773	6.91051508822531	6.7382831124415	6.9249452315158	6.80388922975134	6.8430786624834	6.61937555489863	7.13419387196342	6.65723040626346	6.82850089149155	6.73987946735835	6.95108957587285	6.74502726927	7.02469371847439	6.89943015661191	6.74853939607536	6.93637223724981	6.84588522189691	6.88732723968846	6.77298084677251	6.64120623691123	7.03367178454246	6.74776671534105
GJC1_32338	2.83749614768568	2.60558841030276	3.0021764357293	3.31672148505444	2.83974222828516	2.80204566568258	3.06523874139378	2.70751453784649	2.57337903676409	2.50799619837958	2.82288888903004	3.11323130327288	2.26823418950171	3.26401248081655	2.62052081816348	3.28672350180131	2.7944355308911	2.09587786025634	3.33332325036622	2.57327094223857	3.18415282335941	3.16489291749429	2.82022287680033	2.85367075045375	3.38168473023601	2.79471268550223	3.2833113296701	2.17592617398427	2.61619342064046	2.58721591721182	3.04323608544408	3.10256853181281	2.6748752171219	2.90007076092911	3.04886956360683	2.64862777622008
CASP3_8201	5.39961292887732	5.65294346452403	5.66796611054796	5.41388806652959	5.56633954496271	5.54149230795919	5.20995296637365	5.36453260591227	5.38887852952746	5.77645853848487	5.39671939933825	5.48911599628703	5.34981151879416	5.64981053851522	5.52275334327294	5.49229036424377	5.81243759833698	5.67655867509892	5.74350068409169	5.37729060228407	5.77946931055336	5.3895723488328	5.59615315862084	5.18166344954067	5.58839971852902	5.44734826113224	5.91948018302746	5.58497897657019	5.29946951130759	5.69845983405843	5.51418556239203	5.23581977359716	5.64106561192585	5.52423706344553	6.02917020620797	5.5662735485466
SULT1E1_32446	1.60845988581303	1.34938443290913	1.21822897588584	2.42824641000906	1.23098013963887	1.13412716747347	1.66790077853026	2.78675326907974	1.40635863211267	1.78495065741642	2.38026071820369	1.9691962444861	2.32718251356649	2.40687819175552	1.83788682352864	1.85904722803196	2.37248057824886	1.95065663594	2.38485916969927	2.3756767898109	1.15421759003947	1.44517268615102	1.93352257073512	2.30586419999993	1.64161646537627	1.18436111712877	1.78153592921411	2.09336335972142	2.35192267286967	1.4167278915349	1.51731780285678	3.22472149984608	2.00578350070605	1.91477717493462	2.01830360305525	1.3078933493786
ADM_33168	5.87300153109096	5.75690174449327	5.85908002761436	5.63818585952736	5.6067868820978	5.39702360955757	5.54621230455198	5.68720562298866	5.5945273185922	5.84967941079753	5.59108471399673	5.47736223607203	5.39872649763666	5.56682482118146	5.25088530154582	5.67032827063564	5.6194273677077	5.08547986272706	5.21358234625998	5.29570339738739	5.39012556698902	5.68962842487473	5.02602607346655	5.21430192393547	5.17393890892899	5.33053481516062	4.78732582770089	5.00747086546081	5.13224138004774	5.03236833061423	5.2806791855737	5.18656039670347	5.41205810587538	4.96556421335028	5.32047883067651	5.38890158115808
AKT2_32310	5.36814473815552	4.88401427977081	5.31653321509316	5.17229166272364	5.2388274256278	5.16275612452169	5.14996257327925	5.12636645666902	4.949325738448	5.04451245836659	5.68581959387694	5.34779589959507	5.00636033272374	5.26377100594686	4.88240435035163	5.30521570525719	4.80987958653949	5.10276968792955	5.1290596174834	5.00191713676867	5.4640926209736	4.87915403354581	4.6582606145988	5.14826946107672	4.82407575435369	5.32291014998179	4.96674600752354	5.26489798421174	5.37989505501294	4.92742725198069	5.08345348927883	4.66028364046585	5.11301735579305	4.99719630150401	5.04084437452647	5.42474799179361
UBE2L6_10123	3.43174544649409	3.59184508620377	3.28061762421331	3.48015812056839	2.87801659600603	3.20058398657399	2.27873823797755	3.47792529609129	2.65965854862971	2.91127831467576	3.63813243104026	3.94441593737712	2.89320488581878	3.05255920728777	2.77322621444041	3.18618573361588	3.91401893431603	3.43623995767088	4.30684807357491	3.86012874095553	3.33194959848507	3.23256888883601	3.46081193006965	3.15206513796452	3.17144133599026	3.6628606460968	3.50603818224275	3.86516172637506	3.06851167493035	3.12479009630665	3.55601167339662	3.6006524517847	3.86515704650063	3.35546538411355	4.35613810564173	3.65484246726053
CYR61_32555	2.96917291399265	2.84642016635139	2.74102866650546	2.31730092604665	2.80042471307764	2.53092704729867	3.14935187334644	2.78675326907974	2.81812804847873	3.85333373789823	3.43492429288861	2.88316221819131	2.77113620973769	2.98597906911154	3.12508578007316	3.04021215105522	3.19167376340877	2.83599808986119	2.74436661756321	2.3756767898109	2.97518278003104	3.3590823519519	2.46252037039048	2.85367075045375	2.3232928676784	3.24552336201125	2.34004942232862	2.76145891516563	2.79749243162863	2.04644282518564	3.04323608544408	2.71492878939826	3.32886551873077	2.2308406814753	3.00736319338138	3.26962523238833
OSGIN1_33191	8.93623368945156	8.45745922540629	8.128135992901	8.82521692900009	8.69024363145128	8.50059614322351	7.75200844523749	8.24250850910051	8.5695561327926	8.73748213703211	8.72063589239906	8.59051764122355	8.52066938258712	8.29640804090764	8.89422425866768	8.02989068687069	9.03570029491136	8.98807368426524	8.41607651302847	8.21037867954327	8.86799494421279	8.12099268754403	8.3399204188463	8.10027089166171	8.65338639425937	8.59392877518969	8.6978128088264	8.53027183658706	8.71467390451077	8.91196614009096	8.62585455957502	8.66001956425766	8.24949375447581	8.13115920574051	8.53391006469613	8.43339408160762
MMRN2_32997	5.52618631758964	4.99822604605049	5.4724577572736	5.66675273821769	5.35871233461636	5.34949549337696	5.29857898447118	5.29847056756899	5.56688358716089	5.64746344629551	5.42837967107824	5.46551192985768	4.89386900441672	5.35233076863669	5.50650206455764	5.21453676013415	5.66391001741686	5.4317516037377	5.72634161360522	5.0104664223154	5.88496761212545	5.25772286117854	5.15150881549599	5.32305047397625	5.51597641262986	5.47513136811465	6.07972961249622	5.53110597658654	5.33658324612869	5.53272637016849	5.45415686242059	4.84940104426631	5.50396175786427	4.90014011346293	5.49579716027852	5.40334720042229
UBE2D1_10119	3.80515377872316	4.02318353709046	3.90921201037828	3.71711890903991	3.62708280003336	3.90659242693327	3.14935187334644	3.63606820556467	3.90101315532914	3.53600597385576	3.69129666285904	3.43826752699434	3.83392271314116	3.81730233407866	3.36029357470138	3.82154699426335	4.09199565423511	3.87906707326204	4.1781460220049	3.61309088613439	3.95070201743102	3.53020737767349	3.47916882058567	3.83665064926604	3.9420378776324	3.33920805638907	4.00304801877167	3.67953324605967	3.71258172265411	3.86463863910537	3.50432628171383	3.84880394222278	4.11876981588714	3.77593342917159	4.10384585424167	3.65484246726053
PCM1_9441	5.93337602676225	5.32708160541403	5.79157921277467	5.64968057813682	5.29648648472615	5.23646160375299	5.67949248036487	5.07992950538422	5.3698077920812	5.14766381751379	5.58407381459528	5.64434171636606	4.87423716585746	5.27077967432872	5.27666847744184	4.91281530087042	4.90824801756279	4.93915308695959	4.91352192603483	4.83867650322076	4.86738379534414	4.67536976314014	5.04463434557623	4.76336707699361	5.05629868594255	4.95971667542181	4.69981139360078	4.81479144814565	5.20629597202899	4.82491346312841	4.99259195619373	4.42569827684441	5.08582014464589	5.27177607488424	4.91181282163784	5.32204426443915
PARP9_9429	4.0025151083946	3.85698659584493	4.06434796685965	4.24244635031227	3.64938294411157	3.67557652727884	3.91361930116412	4.04347312532571	3.84687347652774	3.76956141979433	3.93118295494238	4.33148763115742	3.72853475621749	3.85509869289193	3.64397647293102	3.92915348129472	4.07327059354131	3.81756679124725	4.48063950653719	4.05454449044525	3.78100432207074	3.73075387453525	3.55034615982534	4.13824041679405	3.62146338413017	4.13291856441833	4.15884427799222	3.86516172637506	3.8626137297777	3.8226913959015	3.8939348818677	4.18608775205214	3.90719548350396	4.08156933174452	4.4674623334996	4.50559288880533
COL4A2_8356	9.6143747071088	9.45085389945703	9.62215865831662	9.70571553842695	9.63397335729325	9.45540915004431	9.56082785479907	9.44789931217849	9.4983727181663	9.69273183880793	9.7435173285776	9.48129620067051	9.31170442992442	9.88688643758129	9.58586389659214	9.36320818103749	9.84756972835122	9.46167453104274	9.85623447161418	9.91699474402543	9.73940590139927	9.73129468122031	9.44635600975595	9.6011020616375	9.7115984427742	9.69717034939645	9.93218610068802	9.483433847643	9.57805648329436	9.39242060691872	9.4691976468649	9.56494366975624	9.56980213503013	9.49777331152033	9.51725167680761	9.56179396272262
IKBKB_8889	6.02197930722297	5.76278977837729	5.98959667295427	6.09022289852565	6.23442446049299	6.17692215318276	5.94176432581767	6.05444587839125	6.1056151374678	6.07577820934432	6.08888886442126	6.09251825212652	6.15621989990872	6.08308580970352	5.83188471221312	6.04036881919949	5.97257699538785	5.88578912113315	6.08604977454427	5.90780357590693	6.0054631368754	5.96798958935015	5.88826257433732	5.89091075620267	6.10527734627136	5.71538290772858	6.11821262910342	5.96178348055403	6.06805093818582	6.09189377049516	6.07093008633529	5.75825695145013	6.17609238437094	5.97971954941867	6.01353169261277	6.17090871920991
KCNK1_8942	8.2176549697831	7.67252137399068	8.33702447391274	7.95191952454825	8.24582368368445	7.5926860784671	7.4023424911614	7.41174637163082	7.88902457930835	8.20325917216836	8.10018942031244	8.37701879151849	8.2639314755216	8.72674440360223	8.31311485233643	7.99811646759817	9.17009287740849	7.77332600571118	9.28805615655245	8.12240850194143	8.70976177676493	7.96931733609217	8.37097279230633	7.73311464392055	8.46426334800423	8.07767388862419	9.46677076488597	8.40215105779727	8.26897517203062	8.17512182362079	8.4146088350131	8.42006966601761	8.28977706233543	8.08529156124394	8.84349663092214	8.39324831619918
ABCG2_32656	9.38304127656932	9.3385463094313	9.18313120447393	9.21774250184744	9.32103324875735	9.42957247393413	9.23481207843147	9.28004040406212	9.31070772354937	9.28288566141983	9.37799785751807	9.34119690128894	9.32622690894707	9.25179002484027	9.33328588970615	9.20680479827782	9.41655171612643	9.58214010128366	9.23242223149585	9.43726925117569	9.40627202547972	9.32774360360822	9.2816004029612	9.48468662796443	9.49838098207513	9.57209899157526	9.26289354184435	9.38978328239816	9.48525367624795	9.62299645075446	9.50333274411405	9.34351088157781	9.44915727673803	9.64523887065666	9.36279552897296	9.46009327851201
RGD1565775_9698	7.11877093511293	7.16409348456366	7.32707787590199	7.13993211661196	7.31650563118597	7.23715496248762	7.07503700874094	7.24463532431268	7.06774925203119	7.27137609163745	7.01449366490495	7.13149776627517	7.44781162234643	7.3637913275774	7.09209796316617	7.39297556878883	7.45622512983939	7.26963613008854	7.51409941649265	7.12364126000879	7.32932922064776	7.29790752709338	7.09270038456578	7.16203369249691	7.2546382373412	7.19688070425028	7.36766174951617	7.30457851710475	7.07713191970043	7.13153795747079	7.10639453623557	7.18189629229367	7.26234708130838	7.18059443797953	7.32093972501734	7.19239781736669
AURKB_8117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYBL1_32391	6.33030396306192	5.9185944335006	5.52089996353154	6.35535073752375	6.38819824448959	6.04141130102044	6.08035032229609	5.70771168155268	6.43103394369156	6.1929628561434	6.06390904161503	6.40013081493923	6.2275809580466	6.45329367452323	6.48778936832148	5.8617579353415	6.90125284716465	6.52163846363317	6.36636654592237	6.20829239255335	6.59027972552177	6.19700185061051	5.94879105691258	6.12349454262277	6.68654092697349	6.33161936410123	6.36218925575792	5.98486906276657	6.34071016488359	6.46347017226517	6.14873810098529	6.52074620763827	6.20165448730471	5.96379743274508	6.60327183610919	6.0703906513525
PPIA_32595	13.8120486476153	13.8342988902594	13.8735700601976	13.7861909460181	13.8320967165793	13.8343153918503	13.9144113071433	13.7224126764935	13.8804091066977	13.8195059976789	13.9250034267996	13.9752811290971	13.8763126525251	13.880901736283	13.94409015361	13.7876172739095	13.8097764521483	13.7360952031022	13.8304519358279	13.8362892814181	13.7402281353496	13.8112487367597	14.057990133495	13.8313291056558	13.7571394035945	13.9520488151711	13.788356625011	13.8396116769765	13.9841545462508	13.9235719360309	13.9415063141659	13.7749654039996	13.9113858346319	14.0625220725032	13.8875256047186	14.1699104412203
XPNPEP1_10181	6.75511444428149	7.01912316022473	6.93862720502698	6.74648086710379	6.90390235202486	7.02286259560864	6.84003506992827	6.97118663540499	6.77339224257695	7.16268890897898	6.90341631043379	6.34944781305842	6.96767272658699	6.90231682436315	6.9866934733711	6.99014531011798	7.10627069035318	7.06873474499174	6.75838851540148	6.81018523514175	6.83293594059101	7.08556446651565	6.63332047575762	6.9262699457288	6.78227827069061	6.72202254987765	6.64297466008697	6.89028909110551	6.55111509263923	6.63990517937817	6.56920233770133	6.88424094852489	6.94680296079225	6.69684851547754	6.70088830945481	6.58621722035378
RFC4_9678	4.67757240798408	5.21128767742806	5.0289716735811	5.20382377355188	4.96426959874618	5.43166957248133	4.87321019921005	5.08777353951272	4.85190045680493	5.13097599287571	5.05521139977864	5.07892426854811	5.19225162424745	5.35233076863669	4.83112608668746	5.1537156746985	5.31919271490298	5.22623260929804	5.32416599274475	5.26744909924223	5.17205486893168	5.14808331644001	4.71357559550601	5.07906910343213	5.24735334115398	4.77088001411162	5.07505159156138	5.30213601373108	4.86391535724724	5.21370786217126	5.04779259367812	4.93540880290888	5.17455193071481	5.11721412372537	5.32892748622768	5.08275378609968
RGS1_33288	2.41311168258941	2.03423954720476	1.21822897588584	2.42824641000906	1.80820454087407	1.68662188246286	1.87971496222063	1.68382283614204	1.67847632558115	2.60785638255781	1.92759516894517	2.27100507840869	2.32718251356649	2.06373311093201	1.83788682352864	1.94360384567913	1.7735828648186	2.09587786025634	3.30277986332687	2.3756767898109	1.78712808773462	2.62500447307176	1.87926428924684	1.88712016382387	2.02234730629841	1.31309017508954	1.94269836133055	1.91254951565408	2.09896964508907	1.80928663731982	2.03713826841211	2.96910809264076	1.44544444774602	2.2308406814753	0.955157497458301	1.90333406303289
