ID	S4P4_F03	S4P4_E03	S4P4_G03	S4P4_D03	S4P4_C04	S4P4_A04	S4P4_H03	S4P4_B04	S4P4_E04	S4P4_G04	S4P4_F04	S4P4_D04	S4P4_B05	S4P4_A05	S4P4_H04	S4P4_C05	S4P4_E05	S4P4_G05	S4P4_D05	S4P4_F05	S4P4_C06	S4P4_A06	S4P4_H05	S4P4_B06	S4P4_D06	S4P4_G06	S4P4_E06	S4P4_F06	S4P4_B07	S4P4_H06	S4P4_A07	S4P4_C07	S4P4_E07	S4P4_F07	S4P4_D07	S4P4_G07
IRAK3_8912	1.24255637734442	1.77931208592919	1.43597018875929	0.845428089608532	1.54827035713761	0.890228393825551	1.50716853407167	1.5985476645111	0.632476962800801	1.27909818860766	1.63373534175223	0.629152444106259	1.8527413179824	1.42432150881025	1.0214399846558	1.46036865315091	1.7735828648186	0.862919888354475	1.0396524215047	1.44042386939198	1.68083949513949	1.84174420686532	0.645216055324116	1.16714876397262	2.02234730629841	0.510160980534361	1.60007936960058	1.17421409899373	1.28496683206543	1.62631822922911	1.02486476472037	1.17945441661815	1.6573353815052	0.943747763801412	0.76900446026341	1.53478575529877
LOC100361706_33302	0.93416386745951	0.734172492425505	1.33120355992383	0.845428089608532	1.34467532206778	1.24217641060696	1.11936299198695	0.244154510770828	1.30291254569871	2.40070646839955	0.766426706794653	2.27100507840869	1.00328625361491	1.32007127108309	1.44178806287737	1.67343584365574	1.07008327127478	1.0167775476392	0.707912925427073	1.33546085762224	1.15421759003947	0.719058820879586	0.990558183658467	0.272157475050776	0.957758567243608	1.31309017508954	0.491924890505062	0.810664778053193	0.49621090475534	1.52532579871869	0.271370367392498	0.814711727954054	0.51688935605375	1.10728494471235	0.76900446026341	1.03853529085004
SLC16A7_9838	9.72990376824415	9.68978990848344	10.1139377691048	9.61260659506236	9.46117088138188	9.194257777949	9.32837338361191	9.27875607639101	9.68094701725068	9.73613595467693	9.38859935229701	9.75669152651855	9.33163536991042	9.84053401165849	9.54666514333321	9.20198521933963	10.0160573884366	9.34664694735062	9.93458745608189	9.14478726231693	9.97900795183974	9.26852033164717	9.66732770038634	9.37348194405419	9.60347435873858	9.3018679664049	10.4232657200173	9.76133692806806	9.41151123151431	9.48987001738196	9.78090966884194	9.08518267576757	9.53419501138289	9.22078818075673	9.81811721698488	9.87072533581374
LOC501110_33182	7.55236549287033	7.84200810400358	7.69878479008877	7.46348122919446	7.65361475386485	7.77125198165276	7.83795581394587	7.87652699230332	7.59266839624332	7.50948034219756	7.62420607038343	7.72674291317204	7.71802869434172	7.71673526956295	7.16120529277545	7.74482714958074	7.21276687391109	7.83281961705582	7.52406355308453	8.1565105774429	7.69112724989994	7.51049457745177	7.71100747852914	7.89915264805418	7.359764750968	7.52059526338753	7.36410797128752	7.62054042683786	7.62216700253611	7.6081693259127	7.41183423022257	7.7398349082443	7.38083571911238	7.97576369007962	7.47161636973626	7.32160777417361
IL2RG_8894	4.55715742540756	4.43073588992762	4.47416014008301	4.66119855407556	4.45804240985407	4.8829306848816	4.38768474402233	4.65284195016264	4.42906065860221	4.83381361152531	4.66124304278779	4.31837068979545	4.51723964315009	4.50483483400804	4.36239536777193	4.43185651816711	4.43773546376945	4.53015308691283	4.86207838094743	4.71859170700111	4.49641068426747	4.79211555834175	4.41298778978649	4.47095749066479	4.76280299696375	4.44534572930941	4.44110622976214	4.73534143047773	4.58425493043763	4.4232395971451	4.32479210023587	4.37383004868968	4.50835083236923	4.46009036352199	4.5420284915448	4.76249230741857
RTN2_9765	1.37510621333046	1.07432625349964	1.09565016524856	0.675904767442889	0.823639456780931	1.01732577666159	0.41684291055738	1.50791361534561	0.793798010083121	0.860252171013128	1.11664351630684	1.1862031705746	0.850918390321184	1.32007127108309	1.13855330941616	0.728503962642164	2.02812804995859	1.95065663594	0.50821862560823	0.651991070637377	1.30495667150292	1.19674275115042	1.42863578198631	1.52030234885585	1.2710879043116	0.710449317817329	1.14988362649486	0.587537489114262	0.864737488890818	1.17142767011511	1.29200195105282	1.47034190178879	1.32655674876496	0.547705759237012	1.52485731901363	1.03853529085004
HSD17B7_8834	4.88078177412863	5.12249036603682	5.26057433879129	5.59126864515088	5.36546351197899	5.07049820555131	5.15675269445127	4.57684910303428	5.32430386402054	4.9807489664819	4.8366657951147	5.67553769709613	5.35690173451726	5.16189728203951	5.31449933114723	5.16256296834143	5.21200075476731	5.08547986272706	5.28563760058899	5.17160311672363	5.59423637099634	5.41891981424649	4.95566562883677	5.7024539290207	5.83456587020472	5.28417040310586	5.41439935499598	5.19732505903287	5.19825292009741	5.26159168522193	5.39861687900936	5.57899033110386	5.40474003284171	5.14572094052174	5.82929350389742	5.5662735485466
ITIH2_32512	0.541407238109656	1.07432625349964	0.813986333775573	0.845428089608532	0.253948485395708	0.890228393825551	0.877750005237005	1.07477306750947	1.0706974680545	0.49331715257765	1.11664351630684	0.241496944213679	0.850918390321184	1.32007127108309	0.599291167485288	0.524010178931031	0.525890286531819	0.69067332204766	1.30919088709901	0.817034116833577	0.795252883071524	0.89644784598085	0.645216055324116	0.698518276741489	1.12291280960077	0.277514146451005	0.686594625617736	0.323473639372448	1.28496683206543	0.875698690492291	1.16460761501552	3.40780469802334	0.896646616380055	1.25415733925336	0.76900446026341	0.275994206790182
CCND2_33278	2.35007937895467	2.18217202084992	2.56740088929331	2.58014221074027	1.34467532206778	2.57291955032599	2.37504962443169	2.89800433676111	2.04192198337322	2.78896295722245	2.56251342810183	1.75225322990573	1.8527413179824	3.0196531869196	2.44971745713869	2.69473167735876	3.15652488533882	2.22780877087632	3.03192089688423	1.87429786094919	2.2992548726185	2.46538803005216	1.87926428924684	2.17932338825349	2.62821240619517	2.55542468560779	2.74167833286348	2.52993505011474	1.87510255970874	2.18533063143849	2.10810945247507	2.26145055897122	2.22106276356227	1.72630654080592	2.01830360305525	2.54820210023461
TM7SF2_10031	5.16339591026324	5.29493499793149	5.23175933137035	5.27234788640271	5.31752805987397	5.07780824573764	5.20340923307864	5.07204258943429	5.49829399700122	5.07972210539763	5.42052950132273	5.39229018878263	5.31382814715891	5.22098856247558	5.19789400907277	5.1537156746985	5.52612317741971	5.1451088797607	5.56840374230509	5.17160311672363	5.54206160473651	5.12155320419686	5.3490867759174	5.16506307427007	5.30006200342876	4.90969264795831	5.66602363671714	5.48327181528223	5.29946951130759	5.41767786751246	5.34820110376149	4.91135387632157	5.27429309314635	5.09789175817478	5.21503647017881	5.396142471105
EXOSC5_32543	8.1405957460365	8.07044220852811	8.12618016271693	8.17811711301801	7.94369899895825	7.90260840631952	8.01654232672405	7.76842902423069	7.89348266915645	7.93420676462583	8.19527246981071	7.9631637306886	7.43781574268064	7.59497246141483	7.80281530164562	7.49631963637442	7.59232415490882	7.48932343722832	7.2969013753465	7.34765092806442	7.50508689110983	7.13060708169495	7.34998777053487	7.3147024001767	7.38030914025998	7.62193908198244	7.50469373377259	7.28378600553321	7.73349086429206	7.3668219372219	7.61738899578185	7.66448148688669	7.49722471175967	7.38969675294009	7.48679756394805	7.60704887982063
NDRG1_32364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD55_33080	6.52835229225175	6.3250062805019	6.33264634311004	6.51783869171944	6.24178149226129	6.44060400529962	6.39082630895155	6.55078405119645	6.39375712790198	6.48982804770574	6.0938333430643	6.39389196088544	6.30660563739476	6.13393911669071	6.34276772122945	6.41084583443604	6.33677718032664	6.32572325665508	6.23906768814198	6.71401227697704	6.19598764323061	6.35338461568692	6.39309173409516	6.70010328184707	6.58753425155408	6.45882271271824	6.35146078132874	6.39993708274396	6.79194243126644	6.29729001670911	6.52449690110562	6.62795868881635	6.36892990341922	6.52303778525879	6.26757500204957	6.20016117468198
RCN3_32684	5.88416831036563	6.2515338147538	6.20132963457561	6.17619121817453	6.22331808613154	5.88768662808313	5.68419994231641	6.0939284760921	5.62701544246416	6.24429486105575	6.08392738151212	5.94243492989966	6.26198003461499	6.30414391276413	6.15048245020824	6.0307369069619	6.47158504056902	6.10326070383008	6.49351617129996	5.97486558869124	6.34263629372437	5.88629900280241	5.96190379905518	5.61348639805159	5.66407869057692	5.91114435839414	6.42834402925744	5.99627478733051	5.93401767907743	6.01015622694185	6.07093008633529	5.988380388114	5.91789989896828	5.59485685464572	6.24543109502464	6.23288201844406
GNAS_8728	11.1732893978064	10.9855555269915	11.1097030364066	11.0405219744313	11.0146187999502	10.9546571635862	10.9396652902369	11.0248599428819	11.0385123245526	11.1035643262515	11.0824266017915	11.0944281335359	10.8924104470137	10.8884045288821	10.9807765058904	11.0449260714092	11.1362917076631	10.9063272617828	11.0715697400679	10.8956283965109	10.9533621821144	10.7574411224987	10.7816181385952	10.9032690380585	10.9223642355631	10.8469440949222	11.0507879194764	10.894546862462	10.941259365054	10.7350462017152	10.9219572640025	10.9531849864868	10.9767804698238	10.825036558394	11.0502268725119	10.9951910192931
