ID	S2P1_D10	S2P1_B10	S2P1_C10	S2P1_E10	S2P1_A11	S2P1_G10	S2P1_F10	S2P1_H10	S2P1_C11	S2P1_B11	S2P1_E11	S2P1_D11	S2P1_H11	S2P1_G11	S2P1_A12	S2P1_F11	S2P1_D12	S2P1_C12	S2P1_E12	S2P1_B12	S2P1_H12	S2P1_G12	S2P1_F12	S2P2_D01	S2P2_F01	S2P2_E01	S2P2_G01	S2P2_H01	S2P2_D02	S2P2_G02	S2P2_E02	S2P2_F02	S2P2_H02	S2P2_A03	S2P2_B03	S2P2_C03
C4A_8176	7.2341435479446	7.32155781685633	6.96179938587277	7.50951537133038	5.89682329403467	6.36932867843143	6.68731093036756	8.029136141746	5.69320849140893	6.50462636957786	5.61582315345058	6.18555251887854	5.78598765669162	5.85545442559572	6.71618142864108	5.94686558551025	6.43594397090106	5.08953293197268	7.13887741556811	5.06586439355903	7.06817832382949	5.83057528780755	5.99665631906468	6.83788009924275	6.34525144407751	6.44396069519887	6.23021021240216	7.29035425477278	6.43689339950182	5.78601818634418	6.66409298522648	6.46398473832096	6.43233373407972	6.37281789309239	6.93613562815636	6.96526464186637
PPIC_9541	2.61904065899757	3.40912950974619	2.77186409548352	3.11936098734744	2.38535344706636	3.7388127435391	3.08624988969021	3.34718615767697	3.73534718953965	2.54944107842728	3.24684516812223	3.31803036381564	2.93683732095741	2.80515154424961	3.71903537438739	3.6971207029157	2.9003283917415	4.02089692281487	2.92950830926179	3.45922097082805	3.47771590329303	2.87838247905282	3.57825649864747	3.69076266010237	2.40444609518475	3.21076501104795	2.0967809070535	4.12897660733861	3.14234315396405	2.96340998949311	3.14540690650632	3.17275618952016	2.74218645180703	2.62039888634288	3.5692145402285	3.64029057787653
WDR1_10165	4.78179851804756	5.01632229317023	5.26431437228439	5.22666459593605	5.55178094260928	5.8170519428525	5.42144708256687	5.10555677992725	5.74146109413464	5.51618389385508	5.59220645558439	5.56024596979031	5.90683106325363	5.88316895966024	5.79010552652164	5.68330017772889	5.39499024012406	6.24065856634468	5.43404029898345	5.7745595778773	5.89843307027977	6.35202229800314	5.41239309079692	5.71763260147482	6.17563945583431	5.65965292919775	5.68577468226293	5.49153533696951	5.95242304018778	6.43901416110798	5.92566452346519	6.32661798555283	6.24458176554369	6.10788553099025	6.23261633127869	6.76917177763289
FAM63A_8604	6.25120737480426	6.01786451423062	6.10456567542494	5.8372026976864	6.0271480520121	5.88670799730753	6.18642277859914	6.07044810129089	5.96790458224058	5.66161927386517	6.01561724507737	6.05420292877382	5.76177633909617	6.25955743753602	6.11272159513136	6.21899446445779	5.94194606951048	5.62299656221497	5.95017049947045	6.09780375163658	6.04336022861219	6.10810202399243	5.94633250222774	5.88854323887987	5.87144750168892	5.82363800463429	5.90678711680036	5.80703574397193	5.93521970613891	5.6476880422333	5.78779505092982	5.78897646711759	5.64702103955129	5.79653356630852	5.56420980800389	5.60410281271285
RSB66_32897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.647069147197643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02136610733831	0	0
RARS_9660	4.5818055787722	4.3894959183626	3.73047368011805	4.37341129659108	3.05707698897059	3.45417754407656	3.97520267218749	4.3537247497984	3.20355455346638	2.95266344435828	2.98193690704383	3.31803036381564	3.21167334950766	3.65584435347996	3.74971019438113	4.23388829034887	4.90239483882148	2.79461548976549	4.29240285466083	3.57721652580261	5.28889864290026	4.53831360442727	4.39317774004693	4.93367266209921	4.97680765855369	5.05156124274729	4.36913366899948	4.94721813109978	4.76448014064469	4.34356711522643	4.65749836820494	4.84389655723889	4.96071338762329	4.32567728874169	4.44587601591045	4.68385209473035
CYP1B1_32710	0	0.439793516715905	0	0	0.644590846124328	0.483777607507494	0	0	0.665929122269604	0.344454483076636	0	1.21385221211964	0.298144895560474	0.458730908833189	0	0.354311153134448	0	0.331354287601952	0	0	0.349435604053417	0	0	0	0.515442249240608	0.520702182475438	0	0.477955642633074	0.315767993490869	0	0.54761475889133	0.544142202422635	0.70691957599076	1.02136610733831	1.53126260272606	1.2162144675927
ALDOA_8031	6.94086387074603	6.67050160997303	6.46175179725978	6.67204939920455	5.85531408614466	6.08600422430829	6.33233744858693	7.28659035540268	5.88441193126258	6.2110275128804	6.0449094267486	6.38550975180171	6.12182654180425	6.05545940995397	6.8949097825757	6.76462141106751	7.95330978572357	5.99998455301205	7.15172506962555	6.18712353878325	8.09929477480881	7.51836470511812	7.70263862072174	7.73327511258465	8.32029843568595	8.34926222088079	7.2642859211226	8.17638358889482	8.17727358537717	7.64345718480082	7.98733639390795	8.10436092667151	8.64989204020894	7.90952009960158	8.09638997775493	8.14402740482681
PTGS2_9612	0.841002540457828	0.439793516715905	0.386078933642559	0.738723028665497	1.42754588936438	0.483777607507494	0	0.285095457113883	0.371051244286421	0	0.844953685625286	1.6375169046319	0	0	0.647069147197643	1.07963424044315	0.465034931215324	1.35002389618311	0	0	1.40292548648188	0	0.392532550197143	0.912612548651703	0.894421619959308	1.45344561322652	1.85679887790448	1.12320661467243	0.794122345937925	0.9087165566169	0.54761475889133	2.14930757386521	0.70691957599076	0.599241672989011	1.27368903089014	2.92918768849749
PLK4_9505	0.841002540457828	0	1.65437012629836	1.22490238718505	2.30540764825351	1.92174232324539	1.35063652663442	0.523041756354595	1.61025787061737	1.38847876161801	1.37429622130692	1.86359095992036	1.24936894457557	1.69866032826261	1.4318641149021	1.25814213735462	1.09832005344902	2.43009696615491	1.9397918907063	1.80718941565391	2.35358627529241	2.6046885628847	1.93140377563936	1.2164095194572	1.19427416699173	2.16260539292581	2.30247886885336	2.30091049703556	1.88417379500179	1.77094749629711	1.10713058197627	1.10123505303132	1.42555253839334	2.94372649106936	0.959913625006304	1.46701009918315
PNP_9516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHN3_8312	0.480934343438743	0.439793516715905	0	0	0.358000010315066	0	0.331561186657878	0	0	0.344454483076636	0	0	0	0	0.647069147197643	0.354311153134448	0	0	0	0.954084195220224	0	0	0	0.52729623753291	0	0	0	0	0	0	0.299635667837341	0.544142202422635	0.275926857923301	0	0	0
ZDHHC6_10196	5.71243461387549	6.0414763299595	6.16133252194138	6.01181598552738	6.04571975340825	6.53344055480226	5.98340914890972	5.72794305475813	6.16947124704008	6.292699296476	6.3378200846029	5.85810697027684	6.0635977389186	6.30124238547089	6.05862178154966	6.07749160759522	5.79155782112796	6.41229403579986	5.89775017864995	6.32282594045674	5.90504643470949	5.92411345857706	5.93899791738052	5.87775800724572	5.65491407209695	5.6963956620518	5.55107119889511	5.31774171371311	5.70423229077805	5.97395354931909	5.60829308299339	5.40032543074972	5.88686686078415	5.6562768712259	5.76562567779122	5.71729668388161
GCLC_8699	8.28713233917302	8.25611763471151	7.62030670019753	7.51743516670599	7.35324262721965	7.65958391362196	7.98250882871867	8.31202879500325	7.33740414824065	7.37068032508993	7.48236091694586	7.38598981938838	7.34935660491141	7.24299872833902	7.64140340062969	7.59512435875682	7.76433813143502	6.64968236860971	7.62920634184341	6.67131162571224	7.65152057273057	7.81551013745801	7.75995509015723	7.94955778183088	7.50954076697894	7.46788758456141	6.44081127477818	7.56028252723268	7.62372491768008	7.15458175671558	7.3181599542105	7.77381042648187	7.45721454287361	7.39531152618517	7.6503941515696	7.60475404868161
OLR414_32737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM20B_8600	4.43119883707438	5.03212315310947	4.51003838886469	4.89501276290947	4.01872215017299	4.8120481016942	4.689519410388	4.95108656121915	4.59516315398569	4.40771371647301	4.29117366468982	4.39625113417915	4.72690863150988	4.76570781720168	4.66319070978342	4.80747752273534	4.70615207200263	4.02089692281487	4.90666764393826	4.05506465997247	5.28889864290026	5.46604350915526	5.27932951104845	5.43821508536112	5.47159906657977	5.54345262017137	4.83447484623587	5.28904356140719	5.50099335037841	4.97676540106808	5.48730540505004	5.49129826989043	5.36658080589302	5.51721413403182	5.5053857481453	5.3312668019819
GLI2_8713	0	0	0	0	0	0	0.827919071851812	0.523041756354595	0.9106441069218	0	0	0	0	0.806253653796325	0	0.354311153134448	0	0.331354287601952	0	0.700350601667663	0.630521226648201	0	0	0.52729623753291	0	0.520702182475438	0	0	0	0	0.299635667837341	0	0	0	0	0.912452037338061
SREBF1_32750	5.2847412293671	4.91770073092059	4.82316192145899	3.54833436819892	4.4857644641258	4.01249886676482	5.16512967045381	4.80086774190498	4.95028534106428	5.33528089182191	4.34868370957627	4.41422011161828	4.86968238077749	4.52892179607237	5.0801055276707	5.30070055810734	5.39499024012406	4.59916614580969	5.63039726860993	4.98276918791606	6.52767530792802	6.43910622658482	5.10678560551243	5.66841697700301	5.85012576033532	5.58323508487153	5.21151555695714	6.27047511299999	6.94646218611821	6.11303108632851	5.86410488203909	6.39104094397049	6.30351644442837	5.48440258953254	6.3953545655347	5.99184319754656
CLDN4_8328	0	0.439793516715905	0	0	0.358000010315066	0.483777607507494	0	0	0	0.344454483076636	0.33959619230029	0	0.298144895560474	0	0.647069147197643	0	0	0	0.70516755790527	0.392262256087161	0	0.709577580988523	0	0	0	0	0	0.477955642633074	0	0	0.299635667837341	0.297574771926264	0	1.61338090016323	0	0
CROT_8384	8.98029553165634	9.3694404468581	9.19735971955767	9.59995222018671	10.1383082030289	10.5265793002925	10.594639124817	10.2029390736208	11.2764238613352	11.5170313339465	11.3884304586751	11.675111148576	12.0608535194062	11.6916788914532	11.6756278530551	11.8265977858821	11.9763117388347	12.2464961702782	11.7500850057132	12.198807981914	11.9240071948053	12.138474198394	11.837693132388	11.7225790869766	11.6486167417532	11.6596639594123	12.0614572510236	11.7642801698487	11.8660304092553	12.3548742721686	12.0615913416991	11.5549605505936	12.0463439182858	11.8463379944935	11.8540521108346	11.3836974349297
IL20_32840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.520702182475438	0	0	0	0	0	0	0	0	0	0
