ID	S1P3_F01	S1P3_D01	S1P3_E01	S1P3_D02	S1P3_H01	S1P3_E02	S1P3_H02	S1P3_F02	S1P3_G02	S1P3_A03	S1P3_B03	S1P3_D03	S1P3_C03	S1P3_F03	S1P3_G03	S1P3_A04	S1P3_H03	S1P3_B04	S1P3_D04	S1P3_E04	S1P3_C04	S1P3_A05	S1P3_F04	S1P3_G04	S1P3_C05	S1P3_E05	S1P3_B05	S1P3_G05	S1P3_A06	S1P3_H05	S1P3_F05	S1P3_B06	S1P3_D06	S1P3_C06
SYPL1_9979	9.76301998857344	10.6888609097062	10.6692966043171	10.6132949979778	10.8382740423517	10.7658551812241	10.6753294320459	10.8355075203429	10.8065964684498	11.1124009338079	10.300138084933	10.7702705162474	9.64742073115301	10.0298587402078	10.159921870967	9.81316547695197	9.79103933228124	10.0967013011895	10.353964518744	10.0587402072367	9.80295667166263	10.1817131189577	10.0252448492101	9.89787995978927	10.5516525516694	10.1900553966732	9.88694408099273	10.4572392680969	9.39442724342949	10.1599917601239	10.0575228535312	9.54341948441576	9.83040339199754	10.1094575114577
MAPT_32343	8.5908542727396	9.35871692253205	9.6400755519763	9.16204672246241	9.22449799922117	9.46468782712869	9.21204055209162	9.65507619390183	9.32981871569147	9.55307721592778	9.03976345087131	9.01939739689187	8.63770576929002	8.89836805949827	8.2262721312626	8.61254969219918	8.59616273579345	8.75184433235178	8.98148176863932	9.06445719526046	8.47487821194164	9.1005856631874	8.85064994185471	8.91263233187442	9.61749136116113	9.24098984175141	8.98189953668328	9.01998822963208	8.843617576027	9.46942112703135	7.87574208507542	9.41545318028487	9.16505548163693	9.2476393891937
CDK1_8264	3.51017985676904	3.13207370851454	3.02856647356787	4.07062815053846	3.91011437597005	3.19932086461449	2.99821593978817	3.33171739592394	3.28906642973634	2.38296326441514	3.86220731100053	3.63110900384192	3.94112341346023	3.56457056163359	3.50551436405426	3.51715258844047	3.79352398582825	4.28906026631626	4.00590484730462	3.23428050359906	3.6833691786151	3.56954419057953	4.28323314799338	3.92829651761204	2.89530886073204	3.89760771381023	4.15910619639837	2.94056158124434	3.78707330614684	2.97295864851587	6.45842862519627	2.49014128560687	2.74601920792704	2.75456935790546
SLC51A_33157	6.06237083636888	5.92612881955602	6.22396006124647	6.1918032436475	6.24499417080831	5.98203505091821	5.84849567195605	6.0107036515775	6.67803851183629	5.50438961710038	6.0177546610283	6.28908127394847	5.46207019728155	5.96939626451756	5.40694956305862	4.92823986728194	5.63245711140872	5.49189010525402	5.18512847244853	6.45439734320764	5.35423956160547	6.0961165375938	6.25855606894109	5.63716848485323	5.85273235318973	6.47270601950946	5.84970296956845	6.82807849132886	5.30062487498886	6.38355617052244	6.10377897888486	7.0111568917417	6.69092408027329	6.32638165101419
RAB11FIP2_9636	4.84382602470653	3.97793836197387	3.71939969095376	4.50645115259003	4.65357035419233	5.07643286999809	5.42427310237352	3.77561096485946	5.13439355770347	4.39837322760263	5.00023836983223	4.49278388164389	4.89337988872885	5.11871398395224	4.440558292709	5.85784843516908	5.67344611099109	4.96332941510585	5.18512847244853	5.33860030668693	5.30957311938309	5.07113241969802	5.0884545650296	5.33220466028759	4.72614457335411	4.95433235735533	4.9073088473761	4.8821031944666	6.2534377541236	4.75678315246901	4.90144750106982	4.74042538807537	5.10322725601699	4.50856953472736
DSCC1_8498	0	0.829195392292004	1.95009283148128	1.57305825321646	1.73938410453382	1.39892623276045	2.37686487679669	2.38729994493956	0	0.802410276606871	1.27830030105769	0.707330442878103	2.53274767413704	0	0.957207864628269	1.53596452828791	0.778041493748472	0.517410623869977	2.06892452345224	0.719810874913503	0.699134759171183	1.66652364793356	1.08368081758972	2.52140434145089	1.46277082288107	2.77699438619001	2.01285254920029	1.68961238139467	1.83224702069741	0.349430841235307	3.89607746281815	0.992508922524483	2.30804970624296	2.56737403198297
APON_8066	1.45011782511863	0.829195392292004	1.28214143128108	0.991081035778011	1.35574023693873	1.39892623276045	0.764695463430057	1.14344435912412	2.77607518852751	0.319622702489674	2.19024384126523	0.707330442878103	2.53274767413704	1.41489136754926	0.957207864628269	0.96340841201359	1.6527866715113	2.724211561254	0.935888111847154	0.719810874913503	2.04182261736845	2.20918684106947	1.08368081758972	1.60028478530323	0.909340100818919	0.792254517253542	1.74896485981022	1.68961238139467	1.0174694609908	0.349430841235307	1.414979393303	0	1.2124929284364	1.40186629116654
PSMB3_9589	10.5027703134826	10.2374562824262	10.1765939920529	10.4083844295153	10.2750436984297	10.407391450856	10.1720144737294	10.2994996610964	10.3536369480452	10.2274473858842	10.3127246255463	10.176678696693	10.3244588826302	10.3456335813865	10.3331331108188	10.3458802376182	10.114038170556	10.2311883948444	10.374452080065	10.2984625452944	10.3823348026635	10.2507135473659	10.3714867600974	10.1739193686569	10.4604817159417	10.2661842197702	10.3506263218366	10.2009721622254	10.5631607917467	10.587018709574	10.4935957864023	10.4532740289056	10.4539798751932	10.4587473177489
TST_33151	10.8822446310056	11.3689794980176	11.1443747817634	11.3158279919552	11.1167602947725	10.8321299541831	10.8145457330751	10.9681146386088	11.3595236980075	11.2562515478764	10.981599973376	11.6201350814357	10.512692910873	10.9070951517232	10.5186445628386	10.6298137130992	10.5285174779452	11.12642599065	10.2297456565943	11.2419517044091	10.3516829904753	11.1602248648161	11.073335601972	10.4578820590983	10.5753728283305	11.0953445418042	10.8659858978916	11.4687851118008	9.94233599103129	10.9422501923895	10.3609370236844	11.4249881630799	10.8879435901806	11.113891912523
SNCA_9908	2.6315492382666	2.50084416547312	3.26182892427187	2.79203134104132	0.831587042590312	1.39892623276045	1.92449719877586	0.682158856005203	2.55456086914829	2.63414868746483	2.39960627077015	3.04910278943813	0	2.11529736088139	3.09294978737113	2.93534249495641	0.778041493748472	2.724211561254	1.90273111602762	1.19782277284676	1.16803968160701	2.31804497242115	1.92546458256192	1.23553574612528	2.7141017292209	2.101987447756	2.51660680240242	2.04123609462164	1.83224702069741	1.54518024968315	1.414979393303	0.992508922524483	1.67609982137882	2.23127011892126
IKBKB_8889	7.41587490325632	6.64985767918623	6.46518786973856	6.90111861984738	6.76275533894383	6.58419644510248	6.96260689793132	6.44036320915463	6.62201843921933	6.63240831042148	7.49678859040891	7.0851499870155	7.52740831460598	7.90515416248113	7.03269282382983	7.92051626559812	7.96021098124527	7.3992422359851	7.35136178098926	7.37483396180335	7.8087970788533	7.13473030807933	7.23844778767437	7.42934813308759	6.48226873464544	7.30347495734199	7.37455969255291	6.87260166540476	8.14313003512723	6.84902525795601	7.79323980362097	7.52680175107194	7.5210217804549	7.3684470060917
CEBPD_8283	7.05153608753176	6.3672468396762	6.46518786973856	6.88914721805524	6.79349953377539	6.70230154194779	6.16189056690811	5.47660228701947	6.28583125663692	4.82173336166179	6.00179600957745	6.30648707385045	6.49748852894042	6.52724572300193	7.2973480556196	5.99308869930047	7.87052041085823	6.35171282484295	5.38749318361606	6.38907911403347	7.49646931629072	6.57331070082281	6.26906475138422	5.71364450717369	5.68227389786847	6.2057829445622	6.50877549343764	6.65408277516072	8.12206659105069	5.85124894546597	6.77249738358098	7.32492195318907	7.9193403123197	7.6059014430475
PTGER4_9610	5.77350620047394	4.73502975198548	4.78093701766539	5.40879000098754	4.65357035419233	5.21004406951225	5.66191498289735	4.58330738093912	5.00895610792246	5.57364038562882	5.61799348376004	5.26055346071845	5.61079671166155	6.01657808118878	5.12497950589	5.92705268893932	5.8447198226346	5.69775425829848	6.89775228039061	4.78270267282341	6.04105027213447	5.30070741907381	5.51656564947719	5.55641049218614	6.17258917503382	5.36624611305663	5.38593362378838	4.8821031944666	6.36522045328954	5.8095594682426	5.43361052391957	5.41159461354187	4.60132004315193	5.56677562133795
SMC3_9899	8.77327281986284	8.58754102737714	8.49358024819876	8.6929559939879	8.60748327648606	8.30064568562406	8.83306834136127	8.34712278466746	8.53718476871137	8.3743331309147	8.89607324237665	8.81161440532608	8.8117176120325	8.83133785487465	8.88770019585333	9.0319110989236	9.09568253690539	8.91286841744912	9.3062241446411	8.68588229218979	9.23082897103399	8.86636005419249	8.90724782595448	9.01250911956941	7.94944660838727	8.70015697087158	8.85942469660802	8.73054936881983	8.94904392499394	7.83584865289509	8.77451129936732	8.351346715392	8.61889677074569	8.75397806951382
