ID	S2P4_F03	S2P4_D03	S2P4_E03	S2P4_G03	S2P4_A04	S2P4_C04	S2P4_H03	S2P4_B04	S2P4_G04	S2P4_F04	S2P4_D04	S2P4_A05	S2P4_C05	S2P4_B05	S2P4_H04	S2P4_F05	S2P4_D05	S2P4_G05	S2P4_H05	S2P4_C06	S2P4_B06	S2P4_D06	S2P4_G06	S2P4_E06	S2P4_F06	S2P4_A07	S2P4_H06	S2P4_B07	S2P4_D07	S2P4_F07	S2P4_C07	S2P4_E07
CNN1_32759	1.74048823165406	2.25197449589672	2.50321702013881	1.5516780201872	1.04662232435859	2.11316052293699	1.60923137354731	1.72390726631268	2.08511850830846	2.84675135290512	2.55419604008943	2.35559605754973	1.41680819015604	2.74860441812529	1.35721415954174	2.28849003515422	2.44245505251208	2.05576582879254	2.46751623679419	1.97155325608497	1.3836991228151	1.90688758038133	2.74910127009806	2.07053067579127	2.3471351726545	1.92757458085636	2.29061998776297	2.21323651865521	2.48606854040345	2.24203850227563	2.6676036371794	1.47011148260068
SUOX_9974	9.40170631778683	9.74255768381626	9.36819262840994	9.70008188612686	9.61914154603464	9.86955574443374	9.5872715381194	9.70780727864473	9.82161162462957	9.80069442283872	9.77673918688279	9.79139066728895	9.72212244777338	9.92422832831487	9.52178296710875	9.5820153099271	9.77923689692838	9.43759804858781	10.0045724132335	9.74187232066415	9.83950709936949	9.56723899902434	9.54384073124308	9.80399354324063	9.55752144385154	9.52337241908705	9.78482420676743	9.56422761264146	9.70299622372664	9.18003398656084	9.67870055267796	9.07538435912843
CRMP1_32485	0.333612302098261	0	0.907296757764471	0.280504920886609	0.340758205569812	0.776353164297992	0.424186234823579	0	0	0	0	0.569954962903094	0.638442010071143	0.308432086925879	0.532324082713331	0	0.353016888828664	0	0.462131528355971	0.369818368953062	1.05165778146673	0	0	0	0.394482797563561	0	0	0.313218291816341	0	0.340818619093287	0	0.325293150478322
HRAS_33089	10.2528212629672	10.06541623763	10.1648335406284	9.93709517268328	10.2462087104567	9.93264683016192	9.84463994354404	9.86605432155991	10.0455692944294	9.90883540376051	9.96585226564426	9.95841501373434	10.1305373219692	9.98961695499228	10.3006158665228	9.79964437066349	10.1017468369317	9.63712277770202	9.95686272128323	9.99994036261695	9.96677117763432	9.83908155148093	9.74245394642267	10.1441714476654	10.0263074846856	9.66426894249239	9.92224713712691	9.89920830250383	9.94197474733199	9.31471780468832	9.8659071532474	9.59415436771742
GNAI1_8723	4.8756794387188	5.35854700333076	5.57576079284868	5.33182855929174	4.89596052393691	5.27717309496109	5.51118062015458	5.36467836416069	5.00185155489539	5.44566985105266	5.23567926958795	5.65582913586075	5.33068845833012	5.26388686589625	5.50470255137582	5.55974359265644	5.35476718224704	5.96228270167392	5.37814328875178	5.37901194042162	5.45668845989187	5.16691225434676	6.32923796951575	5.38309979541031	5.46213700045728	5.66754047267047	5.02676759158975	5.25167624599112	4.80939577920302	6.05642863813707	5.16752365790202	5.64576754073848
PRUNE_9582	4.39456091557677	4.1784043533743	4.21027654830618	4.21714015461169	3.89277406210629	3.78976309373131	3.73393513536219	3.54583602409737	3.75585944987192	4.08751505309086	3.84174451752764	3.91167620830989	4.31658057741969	4.08493126511978	4.35135876185944	3.81020340626397	4.18492928792066	3.74470205147131	3.93996692315998	4.36294247180647	3.9018646996991	3.85548761548078	3.98042477125912	3.69251720245775	3.65940437779775	2.94238726904447	4.07035782645018	4.00302004083835	3.54142333166951	2.24203850227563	4.04418754530666	3.33700941659508
RPIA_9725	5.6261655879015	5.69025147249068	5.68618612733953	5.59785887785316	5.87807717679656	5.60049932246525	5.40461932808841	5.30479937766815	6.026070561822	5.34849672682442	5.52000051843393	5.6348825178736	5.6026865684073	5.61207484392747	5.82736538366967	5.52436001904226	5.55520159103093	5.30627506681188	5.60212812118534	5.5507114395585	5.5750582585201	5.75688581943624	5.60559851458647	5.84407479476026	5.6272741959056	5.24356905459024	5.47593559755895	5.38322086385053	5.47365747229059	5.0665177224656	5.48140100716345	5.02745820201631
SDHA_9796	10.9830225895013	11.43324461714	11.0682481391361	11.1551205651793	11.0412020509382	11.171884843222	10.7549062376205	10.6291605400828	11.0543465965361	10.8032230975283	10.9085020673557	10.9472847971929	11.1315054090877	10.9298457222369	11.2095575455137	10.7995749414904	11.0031612073538	10.7437386864334	10.9532548377872	10.9934578526186	10.7822689524059	10.8051956271265	10.8594332009026	11.0336960295837	11.2071686387993	10.4776977720101	10.7742307731879	11.1877552293659	10.8896761903823	10.1678029201426	10.9960931929977	10.3361241785286
CHRNA2_32401	3.1383133362382	2.53349096606008	3.19717251408264	3.05260315356137	3.12535974913228	3.14416938755135	2.57442215518811	2.25369695319123	3.2931789699758	2.35873130419872	2.73180991716956	2.48607941418753	3.42510020370457	2.2671696061034	1.69210831687076	2.28849003515422	2.71029933531014	2.46229274955481	3.21826410804878	3.3302563864852	2.47505097946799	3.20944969845991	2.69700075253239	2.70663741641046	1.17497249621102	2.85905797159607	3.34471597900287	3.51430905694406	3.03410879146246	2.24203850227563	1.93272349844801	2.92141615217851
GHR_8706	10.1590932786918	9.91708964668714	9.86505541874007	9.75271335838281	9.83061765103972	9.75561086246175	9.95358697032863	10.1241287827788	9.73602457811279	10.0032786117171	9.96917866452591	9.79375501286826	9.74382750300685	9.74187094145961	9.80586666831386	10.0122054623529	9.98583298725894	10.1352857235291	9.78413613329069	9.86134228255079	9.97832596232282	9.75663560596902	9.81375726928784	9.73867680167427	9.95450747779195	10.3341721952162	10.0874216897959	9.90103884405301	9.82101912196563	10.3889174934077	9.80858367315933	10.3819635593146
ABCG5_7947	0	0	0	0.280504920886609	0	0	0	0	0	0	0	0.312942318901804	0	0.308432086925879	0	0.296963149727234	0	0	0.249491234851609	0	0	0.35049636025326	0.966305182380682	0.661652020970263	0.394482797563561	0.281791928752149	0	0	0	0	0	0
ADIPOQ_32429	5.81800897521136	5.35854700333076	5.584561685198	5.3994111479903	5.65976730169835	5.89934131601339	4.56868432309108	5.19363096068149	6.58112276090426	5.33932944319552	5.49560243711763	5.78186354515878	5.17267847122244	5.22763527268853	5.68445568825014	8.61155753043423	5.25355999539995	6.51481522987913	5.35170708987846	5.71219582544099	5.72158944121654	5.36281651377859	5.76591918224317	5.27884137845336	5.67245247394157	5.87265521062087	5.61723500186239	5.56416371605468	5.26285567264561	5.73414336294326	5.80596745573459	5.86194778159403
MMRN2_32997	4.99817741445733	4.92706686953254	5.72650404844071	4.53018629174407	5.15521727085379	4.88322157895925	4.85089727430768	4.81868689717566	5.23268739657096	4.74456176197442	5.18571901841248	5.24108773341132	4.91762165802969	5.27280920009763	5.43943791521552	5.07396803870666	5.26400624349835	4.67719841295212	5.08906876209239	4.91738467116891	5.08712316624031	5.0279020109234	4.63492765189469	5.21246685896632	5.21584225822986	4.74870125552262	4.59257659111601	5.54929994910461	5.04132116073122	4.51418233200756	5.07407407761484	4.77101801868501
TCEA2_9990	3.69683694147887	3.49360420170588	3.93548706836053	3.08944675814909	3.57571184541226	3.29147805587487	3.06160888062004	3.19632998314696	3.07258584914169	3.39900073112099	3.31865189603485	3.20728580589973	3.38722499896309	3.46089550214878	3.43531616753761	3.81020340626397	3.38208288733328	3.41933318224001	3.53258099710405	3.52592415282394	3.55202094409626	3.77082523557949	3.52257475511321	3.28220181337571	2.9267396090112	3.58507079251675	3.31182676221412	3.41941087485415	2.92904890765093	3.47586967689116	3.10566654428703	3.89826109345509
KCNK2_32939	2.36810765797459	1.76334985265472	2.77333239674263	1.5516780201872	3.12535974913228	2.11316052293699	2.76783745279591	2.18892082882521	2.60793371207492	2.35873130419872	1.93411730373824	2.0527991191571	2.77500746590322	2.03516450195105	1.87874214989	2.41753023037564	2.71029933531014	2.7790902943944	2.13690687536101	1.85985477875708	2.24950193005786	2.70043623903223	2.64294798977023	2.82982450586294	2.51527636277996	2.90132416868996	2.35660681753573	1.87469425677334	1.84354230259052	1.87371485490572	1.82210891564011	1.71205470151173
HSPA2_32402	6.51218185458771	5.47409553669946	7.96881343874353	5.6846975285081	6.70558718893244	5.69616357849757	5.24473738033765	5.67368053000944	6.2707688383898	5.68881231263088	5.86925028368158	5.6136272878039	6.23481554506281	5.65365488345915	6.78863518543498	6.25594155307799	5.97319802641015	6.20213921118204	5.21906242285091	6.5306874435306	6.05995578587882	6.73605955476792	6.02558452021897	6.33484249764538	6.26869803919814	5.4919686072893	6.47457221533984	6.79551013355177	6.09405524363194	4.78907721992046	5.72373990101756	6.50440183465602
ASF1B_32459	1.62354739213743	1.24396662604416	1.858611197811	1.74881284259153	1.76460002805918	1.27833666407558	1.24321920718819	1.30201793080023	1.39041992324363	1.48878289376392	2.027839564393	2.35559605754973	1.41680819015604	1.28105530752981	2.11999638475385	0.753319390481548	1.68608796938946	1.08931480904322	1.53000987643207	1.60659902673042	2.24950193005786	1.54843391872321	0.966305182380682	1.11355782620898	1.93743591188816	1.75392252111305	1.90602945023573	2.42346327864024	1.44675078641225	0.616310675164224	0.883875464345109	1.71205470151173
TUBB5_10105	6.87077719913245	6.77866631757314	7.17287490037745	6.45461092140594	6.55838542460159	6.61382966394455	6.5489294688719	6.60466068035528	6.70481503985491	6.63035140162868	6.42458233410953	6.45883576931871	6.62078081589945	6.20825394903953	7.05628127768892	6.67918007447076	6.67508874878411	7.49252185550858	6.71454895547598	7.04011424630625	6.52665395534465	7.221341359441	7.5885755065517	6.88925919757827	6.24496700980199	7.00298737215722	6.36260958876399	6.56000201780893	6.30295322257114	7.05714273356886	6.6011817529775	6.78146580822692
OPN3_9396	4.05396991831924	3.73513176218735	4.67326143357722	3.26074777534526	3.91842107911283	3.1824304937724	3.44792923028401	3.59666208981358	3.73090598374176	3.71473992360232	3.35527168172475	2.81884347744216	3.7275108296153	3.66444814796166	4.33550162540111	3.63549669958575	3.81041733592667	3.50780886806953	3.79051886581974	3.66534791341053	3.9275232421964	4.33984609425557	2.98463853091712	4.13618733127263	3.79632043072276	3.61077147666467	3.81269032023973	3.84159021601665	2.87350331730224	2.4672991258086	2.60216089030634	3.33700941659508
MYH1_33199	0	0	0	0	0.847408450831446	0	0	0	0	0.331217288140112	0	0.312942318901804	0	0	0	0	0	0	0	0	0	1.07038717415833	0.308544453907711	0	1.17497249621102	0	0	0	0	0	0.358143294406786	0
WRB_10178	4.18355560583524	4.00480452944346	4.14037220047024	3.7721574661006	4.08621641555203	3.81433744100683	3.49242528841747	3.41033768595799	4.02581706506946	3.50118148551837	3.70655863292912	3.88826602255736	3.8156993293629	3.76904593456502	4.0740025722328	3.55362016197645	3.69162735300908	3.76877413153451	3.97502936512418	3.52592415282394	3.44948497998154	3.58495873168618	3.71823410252108	3.75603047141123	3.09547122224712	3.29922434664713	3.52770704104292	3.60334839172095	3.57663304809324	2.72158601261139	3.54935604396002	2.96879359061904
SPC25_9925	2.57122276825064	2.14444487758516	2.34647389745127	2.21677718523475	2.15817083661309	2.46319696346733	2.44456120352301	3.0213528155236	2.00412364652494	2.94671877722768	3.03242770674839	2.60573394902252	2.29175984682756	2.93999972261559	1.7884411103656	2.9739175946353	2.71029933531014	2.95724183569519	2.99731936333034	3.15204282843109	2.60793971141166	3.5172719406333	2.3373625374624	2.42336236103164	2.73562743823556	3.77889529922997	3.20840595905822	2.28676887149424	1.72301052677217	3.60785707488781	2.46163428629445	4.06013197850565
ADCY2_32834	1.62354739213743	0	2.83363811894214	1.44199293566699	1.51851192123029	1.1296081240349	1.24321920718819	1.17398738160685	1.10986186794242	1.19558206291132	0.823328964927102	0.788030685050759	1.41680819015604	0.778278709661671	1.7884411103656	0.753319390481548	0.873172312643738	0.537138824845726	1.21506642402119	1.73877695753493	1.3836991228151	0.6322667565194	1.53985889896856	0.905227270814873	1.5294854761662	0.51743482058755	1.99158714198748	1.43153409671331	1.28586296495352	0	0.358143294406786	0.814556169027434
LOC102555634_32355	1.02903498223464	1.61010124731701	0.663285676558072	0.894122877518888	1.04662232435859	0.963765890119387	0.424186234823579	0.877793733828994	1.39041992324363	0	0.597402010035703	0.569954962903094	0.875757108589025	0.966020264983131	0	1.37845013885616	0.873172312643738	0.537138824845726	0	1.29921574929949	0	0.867894605291706	0.778522099432918	1.2955658219784	1.17497249621102	0.897484983230031	0.543951516860386	0.313218291816341	1.84354230259052	0.616310675164224	1.82210891564011	1.17925306640692
LRRC17_32500	1.74048823165406	2.02825051249698	2.42697310287338	1.19391014015783	3.12535974913228	2.52405665515862	2.48915966969449	2.25369695319123	2.60793371207492	2.12266202316265	3.28107833173308	2.66203444315199	2.37151816528942	3.14826987283217	2.66791157853337	2.21936667820679	2.71029933531014	2.7790902943944	2.365505527258	2.94867058140087	2.47505097946799	2.92599584789175	1.94915799423442	2.42336236103164	2.51527636277996	2.67640246758449	2.41970705075498	2.13575408249167	2.6927527027729	2.15839365824791	2.84780754813726	2.53741063988499
MCPT8L2_32783	0.333612302098261	1.01889500670627	1.11594585591353	0	1.22163579131093	1.1296081240349	0.424186234823579	0.274280457659434	0.300592299009632	0.331217288140112	1.01861927185679	0	0.354253093618511	1.41604407873539	0.920304187582953	0.296963149727234	1.55611103161517	0.293424538021743	0	0.663918645350334	0.851745304045422	0.35049636025326	0.562586954353806	0.661652020970263	0.703936017640507	0	0.297461662100743	0.570416811854999	0.36474690686384	0	0.883875464345109	0.325293150478322
SNCA_9908	0.604383936742	1.76334985265472	0	1.32327745515509	0.340758205569812	1.65002345026464	0.597147967603877	0.50465243722436	2.08511850830846	1.02311179116644	0.823328964927102	0.788030685050759	1.80937839145899	0.778278709661671	1.35721415954174	0.753319390481548	1.68608796938946	1.70286104422577	0	0.908098423845928	0.34281368860548	0.867894605291706	0	1.11355782620898	1.36309099373775	0.719938492572148	1.10091102973882	0.978126099199742	0.36474690686384	0.340818619093287	0.883875464345109	1.00839796786326
PCOLCE_32370	7.82707668506335	7.67156519795877	8.04730886493464	7.39577855550434	8.06009679570447	7.7262178772551	7.52656947378542	7.81005703969059	7.74693693501716	7.65480670391349	7.69503192953758	7.7262017693301	7.48259647678283	7.62852784255823	8.30811171172901	8.08902931193063	7.59127749176934	7.93687747814491	7.8359829122893	7.97723027612533	8.25220123661217	8.15519361844391	7.73301756692016	7.86707022629328	7.98416832693369	7.97154851322512	7.77018286717144	7.80785825389674	7.80507007191807	7.80932481932701	7.63521901768626	8.16516523449393
ARL1_32616	5.04440540221178	4.69904706167167	5.47523259982408	4.93628681254957	5.11141406313324	4.60197355173967	4.96581499483666	4.97093000635214	4.99138330455464	4.77207529362819	4.66488117479862	4.86293134615445	4.19030379234333	4.81624990350185	5.26624682833637	5.25755992662003	4.98970157197053	5.16830575518014	4.70646311503231	4.72358815553512	4.83932694258344	4.94016277273878	4.98918569562555	5.13096136441663	4.9774507371148	5.25175987899404	4.69815405626678	4.79037529985162	4.89557269042889	4.77510464235217	4.46813637573272	5.17615284691523
CDH1_8262	6.22161824760407	6.18677077451525	6.66382663521585	6.03090925571976	6.20944603149768	5.88780932478377	5.62046838288246	5.27390135995151	5.99496750331409	5.60714597167983	5.79787899954578	5.95522283654343	5.99147219358899	6.03553296149876	6.60572458791524	5.66096754097189	5.73866588174277	5.56871493934515	5.66252441940343	6.13440706870807	5.85460045852559	5.99321742024151	5.51069510588038	6.04179207710209	6.46121076077187	5.14147063829039	5.56933853753116	6.13146057211098	5.61584307585396	3.89304188208614	5.63654094533263	5.02745820201631
F5_33079	4.65508370787659	4.71792510743029	4.85882120421206	5.00539489790768	4.37261971539543	4.82394491840923	3.11949680202289	4.77522100645762	4.8709217438547	5.56057204331269	3.52560355442486	3.71280823075591	5.42716578170525	3.60916074914898	6.5345883574738	5.05425545800693	5.29489867913935	5.2980279476073	4.83607667809988	4.06852184114468	6.10562748082085	6.65570552462388	5.69464245032297	6.98514618626929	7.01111403336644	5.18489301782049	6.25858418002589	6.85110932845645	4.79451887974886	3.08087942218263	3.88820612278135	4.94693864977998
DUSP14_8502	4.3213525676915	3.73513176218735	4.51653201489907	3.29269580824674	4.08621641555203	3.78976309373131	3.69638781940302	3.88945309341961	3.62653822164045	3.39900073112099	3.45986383224525	3.93471258157526	3.6008577568864	3.36402380215852	4.18435170737476	3.98696733187009	3.52790745326695	4.71485778848542	3.6457082036382	3.93709168519898	3.9275232421964	3.90928924780475	4.4739638046486	3.9585944794495	3.92136157098194	3.82353947654056	3.78898744364717	4.33311060799896	2.87350331730224	3.69948231692593	4.11627851877847	4.50786021776317
ANXA7_8051	7.12585548511095	6.97975890264774	7.32766875861981	6.51341149195432	7.07692521967105	6.81901592171205	6.50887807448416	6.42647690253548	6.77362958191354	6.64530659195636	6.69841855808449	6.84363403716982	6.81159228418227	6.75202309711081	7.04169575016861	6.97750790748209	6.75872305526288	6.27957551530238	6.64277110063475	6.93034369908174	7.01659687417022	7.43587448938121	6.57995939501048	7.04676247968843	7.3030614960903	6.64085808624036	6.84589313480769	6.98692490426032	6.67196072000732	5.8652291848586	7.05998637967505	6.39158614261445
PPCS_9540	8.9461214575252	8.91193589063433	8.64787667582796	8.69548082974663	8.73722141848959	8.62200819061108	8.69734775245418	8.46688575492811	8.52874102969287	8.83692015802919	8.4839798533861	8.59847250835475	8.80192741227218	8.3969865319852	8.5419956412083	8.32118428969812	8.51066159832298	7.94482306696654	8.64420759905884	8.51086985417794	8.33362455179978	8.67824390296113	8.34986123911687	8.55246986207096	8.25459572000566	8.18333955374203	8.52108335377901	8.73491582232671	8.63962236094452	8.11686931076479	8.54716601292058	7.99682096724127
ATP11B_8102	4.05396991831924	4.06502223317651	3.79088424916039	4.16631155779377	3.50975377706224	4.19729123612016	3.78848510580647	3.64575832508792	4.2355009297463	4.10925103153738	4.16419533247025	4.33176615324098	3.95166493169513	3.74359881525737	4.64949392334613	3.78650368875363	4.16277006505445	3.47891568296509	4.24297151798054	3.63173471079232	4.02582380102114	4.01122339873618	3.58123658427599	4.15986302987181	4.09068777322427	3.61077147666467	3.96852692565983	3.76646432311964	3.88825368009101	2.83368462614396	3.77398422943467	4.20565924758109
CSRP3_32915	2.04333624431448	0.752101345148798	2.71039546430482	0.894122877518888	1.87350606535925	0	0.22762737205994	0.50465243722436	1.10986186794242	0	0.329404664069585	0.569954962903094	0.875757108589025	0.778278709661671	2.61634760866845	1.37845013885616	1.07650084140269	0.745571018423711	0.647419004562702	1.97155325608497	1.65343652116545	2.76021744168154	2.26763205873671	1.2955658219784	2.98520379202288	1.65857225129636	1.50174053305992	2.66322569660877	0.36474690686384	0.616310675164224	1.08888848074302	2.33534147848194
TMEM38A_33190	4.65508370787659	4.69904706167167	5.01020530051572	4.55674148666249	4.31585318411066	4.37299971144361	4.17718201411349	3.92965575788979	4.77653019875387	4.47002295025547	4.14340647486241	4.33176615324098	4.46940371897949	4.39385097799223	5.61390414346418	4.30316403087343	4.56880763651074	4.06937686961325	4.51723705279196	4.49965905302214	4.43653005265978	4.41616024564269	3.91351150994687	4.99278334436868	4.8416454480122	4.00892386764954	4.3057061477492	4.73890205242447	4.34148291598843	3.63904987738776	4.37324910319886	4.01570630168309
LILRB4_9000	4.39456091557677	3.09198519379513	4.36130919226971	2.56955376793929	4.40925995645755	2.63857648187162	4.56868432309108	2.5400241445027	4.00515271912926	2.42955315950842	3.42583539706313	3.60205016575107	3.49799208452056	4.27454544296496	3.70586102269476	3.85646590418405	3.34320134722679	4.12638250702135	2.85399523429927	4.75515048871473	3.30034502926456	4.33984609425557	2.52835917492444	3.98534299748293	3.92136157098194	4.46851722858241	3.09699487379293	2.28676887149424	1.72301052677217	2.6000378518214	2.90319839798765	3.99296969480726
SVS5_33083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.703936017640507	0	0	0	0	0	0	0
CYP2C24_32875	7.61370373029299	7.72852830500158	7.88044976307721	7.36041476029881	7.1917993201871	7.54353073589721	7.59320636759177	7.33068869994716	6.6258006580668	7.37873456244523	6.51232421754213	7.01824140464974	7.99654563763628	6.18007498595308	7.31871825974546	7.36722182929183	7.16764681239429	7.39149260577994	6.66709601092121	7.65212967897238	7.00760301357227	7.57761355995729	7.62736975118823	7.11193635123437	7.30879581428716	7.86345366481632	7.29402801965856	7.60359711364509	6.39951561435236	8.17920706965278	6.80397176736124	7.11728835245556
ST6GALNAC2_9951	7.60215970290178	7.01070900506901	8.0881088319253	7.05751377770079	7.67628430997401	7.24448288701488	7.09487707557598	7.5688716775902	7.28516013902299	7.23537452626741	7.20416529972493	7.18842754477525	7.17050928541249	7.43940251100881	8.16740351552782	8.06213938152712	7.3722021322711	8.09518320169068	7.34687853497033	7.81073520694882	7.78229031868551	7.89177960885564	7.95721215887134	7.75689259633284	7.85687391007264	8.01068691972933	7.35381671184471	7.89714518911484	7.37353272174774	7.75162699899178	7.51813045080595	8.53830246521788
PLK3_32627	2.29350894861111	2.97130298449217	3.05242740550772	2.76441782087914	2.06938039964965	2.46319696346733	2.69355315405062	2.18892082882521	2.49390328682694	3.21076009933429	2.11584294505415	1.96601080310313	1.91962078007316	2.2671696061034	2.50733797365368	2.14676403656503	2.51422026806024	1.59927648955018	2.19754100184278	1.46107840655362	2.07680920198852	1.67806907833733	2.11716511091998	1.9669711969615	2.3471351726545	2.00714350458222	2.14883744360111	1.67006367303374	2.05804381865683	1.76480267318823	1.82210891564011	1.91919094819253
DYNLL1_32638	5.31341058683001	5.74649563573374	6.07142548587342	4.8205225297956	5.12249017815078	4.42179417961404	4.41535426163033	4.14984957016424	5.02256290080438	4.34735263426623	4.41027913766478	4.60020474078025	4.84961703114032	4.32688891478289	5.65919796725669	4.0873688052285	4.84412806070327	4.01002575635258	4.57551357663794	4.0431762581743	4.32511006753134	4.43462430609724	4.25722007183209	4.31553163964233	4.82573553808221	3.58507079251675	4.1837655238564	4.73890205242447	3.88825368009101	2.93769757299217	4.01933384394567	2.96879359061904
SCN7A_32495	1.35670060513757	1.24396662604416	2.34647389745127	1.92222023316074	1.22163579131093	2.03167107679626	2.30184438276672	2.43221272352434	2.16180690820848	2.03453031045381	2.48977561481885	1.96601080310313	1.55986630682437	1.94872548612026	2.26098483407629	2.64542009755129	2.36693222494307	2.40200513163255	2.25572922639056	1.85985477875708	3.08922237044046	2.76021744168154	2.03560580233552	1.60246899968699	3.04139073974873	2.81551604597637	2.35660681753573	1.87469425677334	2.41002510146249	2.93769757299217	2.90319839798765	2.7146231589506
FBXO22_32888	8.58970080844905	8.58562644280503	8.56135996655409	8.62742952210757	8.66898105926477	8.55705539007691	8.25206890307856	8.21470053405095	8.58726124200784	8.480356929836	8.44734528667404	8.634093599753	8.3987147691532	8.61614066332845	8.63156616867692	8.21199723510582	8.68014702397401	8.19959454590891	8.45615478094267	8.36123029314726	8.40842090378482	8.52081098536363	8.31463779747259	8.78053098831229	8.40672062898077	7.98143310537079	8.45107017824206	8.30256669107882	8.39159268380437	7.44687847804127	8.32559727027992	7.73776760790691
MS4A1_32977	0.333612302098261	0.424515935947464	0	0.280504920886609	0.340758205569812	0.307543470414345	0.424186234823579	0	0.300592299009632	0.331217288140112	0	0.312942318901804	0.354253093618511	0	0	0	0.353016888828664	0.92765655428566	0	0.369818368953062	0.619605716977626	0.35049636025326	0	0	0.394482797563561	0	0	0	0	0	0	0
OSGIN1_33191	8.95598040590121	8.40957342210953	8.82357188254395	8.33699341023989	8.2837738022844	8.26556719734423	7.9248440984259	8.02825595837595	8.25230945759584	8.24046195635502	8.23409352537243	8.09165607230905	8.50532460234849	7.85928809721733	8.66208384950432	8.02210973726173	8.51722624141023	8.13855169239379	7.42344527139563	8.45910515188463	8.18597688433469	8.13275266004703	7.60280349554964	7.42934387913911	8.37153714002085	7.30801016654884	8.28942422360562	8.28023564983214	8.20449358368644	6.87916732361291	7.96467313883779	7.7428868580478
CYP2J4_32580	4.57860628680055	4.51701201016243	4.90170789568888	4.31372124717154	4.70286066782667	4.32249698422563	4.13570298031321	4.5226853748032	4.7142370576006	4.61381297431012	4.89372206453563	4.3490176653452	4.703162958551	4.42620145495786	4.95987942011885	4.60363650065064	4.33118790391158	4.55793641899937	3.75060606128409	4.4809035953688	4.04938692476983	4.67100629100406	4.00205685711289	4.22864452412378	4.96297734201311	4.12047629620004	4.72338387626873	4.58707961260356	4.44036832619825	3.84033742856868	4.48638727827735	4.57062747924334
LOC100134871_32288	10.9479217287227	10.5850582069869	11.436583556115	11.030251857065	11.4773446172825	11.3427635666068	10.6480223271138	10.9352942839804	11.6999187852575	10.6020957308409	11.5000017768318	11.0636993910829	11.4656741141198	11.0550505216645	11.6285831048788	11.8580032527597	11.2574454970327	12.4412866161823	10.9218704295008	11.5124641538453	11.0044187645924	10.7665455037142	11.9324378446775	11.4127264273715	11.3113511510731	11.4622694790743	11.3767934099722	11.2372839375261	9.91986714975966	10.8579286025359	10.2629107392968	11.834625749628
RAB27A_9638	5.41367368765354	5.19301074773291	6.05251921251608	5.19483188252751	5.41148826454072	5.25938474432821	4.63964197814341	4.9900672495713	5.2415482700322	4.98690502153761	5.02453495390227	5.16520289312461	5.35050697052309	5.24587493114473	5.41701002792702	5.17782063885285	5.41224995472568	5.17732636721096	5.15934493592272	5.32745306603765	5.48288377420837	5.72723574342529	4.88825177756071	5.38309979541031	5.47239220191633	4.94331859126194	5.07656624796744	5.39988764751787	4.56832411167706	4.04050243257612	4.73560589025032	5.06063680407497
IDE_8862	9.02749062061092	9.07456450958889	9.05490754728465	9.21847064274244	9.16375242231659	9.23562476705095	9.03665156288285	9.27407878164844	9.13754057036936	9.0881169317177	9.22181387764638	9.11634320939064	9.14606853405613	9.21268458296498	9.14456020874004	9.25128121406326	9.26263495258517	9.24243245578909	9.26871943111808	9.28865922410254	9.28933213517331	9.30468945229771	9.18989566238023	9.28116683147975	9.35487994341501	9.35062386890848	9.27863148423455	9.22101713721621	9.20275058065955	9.17472202750447	9.25845355108377	9.26167828447358
TP53INP2_32755	3.66759827745598	3.25596182399	3.59574479954355	4.00210782116764	3.57571184541226	3.29147805587487	3.84104740661195	2.9836585382065	3.96291429849932	3.21076009933429	3.61891635142338	3.6859056329571	3.63357857077687	3.49179260996638	4.25349120916265	3.3423021349023	3.81041733592667	3.11579255229393	3.730227796582	3.52592415282394	3.55202094409626	3.55151225662937	3.33075744415498	3.75603047141123	3.58574380173517	2.46722278220547	3.4692515197982	3.57427494900094	3.50533276145465	1.87371485490572	2.90319839798765	2.10028708010078
WIPF2_10177	4.68457451815204	4.45084494058587	4.55286173369219	4.60842900621701	4.53063416817066	4.72372511422562	4.49405532999083	4.57431907549307	4.52398507870739	4.55166835308437	4.49477147338184	4.68416447692756	4.77824759393905	4.62045452691695	4.76054260208836	4.38434944950746	4.44573685345815	4.19904689281419	4.21391234168117	4.72358815553512	4.75585314363584	4.88752129797471	4.20221422098848	4.47502614887029	4.58234013666623	4.28913644569231	4.33873360458198	4.71245995157161	4.14437530276189	4.4452666114689	4.29257306712511	3.77040093767672
ID2_8861	11.4602219338117	11.7939523563255	11.1099930911067	11.7566579244738	11.6539980584033	11.6477197365905	11.5063049714979	11.2293160111636	11.7337742618325	11.5997133942912	11.6444355058431	11.4869940539273	11.645008256159	11.8136915225244	11.0857245682933	11.2187055088189	11.3327230426497	11.0158396678597	11.3587031626328	11.536787638082	11.5128722258515	11.0350870755963	10.9569776197934	11.5514829819132	11.3448783479074	10.9827482214706	11.3010484573695	11.3503947609368	11.4012401009426	10.2001890998189	11.5045901344224	10.6549465129205
