ID	S2P4_F03	S2P4_D03	S2P4_E03	S2P4_G03	S2P4_A04	S2P4_C04	S2P4_H03	S2P4_B04	S2P4_G04	S2P4_F04	S2P4_D04	S2P4_A05	S2P4_C05	S2P4_B05	S2P4_H04	S2P4_F05	S2P4_D05	S2P4_G05	S2P4_H05	S2P4_C06	S2P4_B06	S2P4_D06	S2P4_G06	S2P4_E06	S2P4_F06	S2P4_A07	S2P4_H06	S2P4_B07	S2P4_D07	S2P4_F07	S2P4_C07	S2P4_E07
DPH2_8490	1.74048823165406	1.61010124731701	2.77333239674263	2.00168650322937	1.37769677447895	1.75530892321222	2.30184438276672	1.6294300955329	1.72966136897802	1.94066247666911	1.93411730373824	2.13466143652614	2.71511846064077	1.53947598003404	1.96372247408375	1.9040667662335	2.28723644242497	1.23467022914503	2.4174123214736	2.07522164371398	2.32866821400363	2.10433350434426	1.41640906313256	1.73446988728685	2.3471351726545	1.3276457254362	2.07235372130665	1.77600400523011	1.84354230259052	1.64699214928997	1.70230373266563	2.01257869084986
GCK_8697	0	0	0	0	0	0	0	0	0	0.331217288140112	0	0.312942318901804	0	0	0.290576062277543	0	0	0	0	0.369818368953062	0.34281368860548	0.35049636025326	0	0	0	0	0	0	0.36474690686384	0	0	0
MKNK1_9234	4.79685541894684	4.47323951255486	4.9569762967824	4.31372124717154	4.61147544728046	4.49962094563577	4.53717196641239	4.35567460225279	4.59484687432098	4.86443943768917	4.62044088266332	4.62873768456651	4.703162958551	4.57789210368715	4.50102324102141	4.23475703124243	4.61849947009008	3.88345473410663	4.45650704056094	4.51817381007009	4.55649802899158	4.35930640554092	3.84334317773783	4.39748185067988	4.74344270071189	4.58978273338856	4.43350814037687	4.26196099054644	4.27872566906048	3.8669303164591	4.41195607376681	4.06013197850565
ORC1_9397	0.604383936742	1.24396662604416	1.29819683675958	0.894122877518888	0.616210850301687	0.560907823451867	0.891060269215183	1.0334785291338	0.761242623258051	1.19558206291132	0.329404664069585	0.569954962903094	0.354253093618511	1.28105530752981	0.739317327781261	0.753319390481548	1.07650084140269	0.537138824845726	0.811595371796616	1.46107840655362	0	1.24792513300159	0.562586954353806	1.11355782620898	0.394482797563561	0.897484983230031	0.938037897092642	0.313218291816341	0.36474690686384	0.340818619093287	0.358143294406786	1.47011148260068
CDK2_8266	3.22114555838087	2.69464705465789	3.19717251408264	3.16042596778943	3.63878577839978	3.29147805587487	2.80359282235924	2.77882699120169	2.66173801133866	3.39900073112099	2.73180991716956	3.12955267772362	3.13636545026261	2.69650709365548	2.9012489411752	3.13272330608521	3.08494444761617	2.91472363064807	2.65215577879472	2.89300936254517	3.17741208260297	2.50461700525363	3.55220380730054	3.23839687252071	2.73562743823556	3.33049606564514	2.93365299201959	3.24590165059132	2.41002510146249	2.93769757299217	3.51420856345746	2.6579369800341
PRMT1_32372	9.08529514091412	9.07456450958889	9.11688763300606	8.95581659354207	9.1817342842714	8.69990955649499	8.98940611637536	9.04678050853435	9.00656822357369	8.83854767865545	8.96322220761091	8.84029485827672	8.93422042107099	8.91007094794912	9.09949907357709	9.18654512772633	8.96981192255378	9.43665923211169	9.00226305643795	8.93786953439578	9.00821597692844	9.03506989354036	9.32422588590955	9.12153031610565	8.93849762164709	9.3075643334137	9.01882389946687	9.05073481499566	8.89108181470232	9.21732594687388	8.74678343121746	9.22495354213842
LGALS3_8989	8.32410065121457	7.9857629185717	9.42503523002549	7.68322464156879	8.49772789682268	7.7941994355781	8.02668789144549	7.94611883371458	7.55236070763809	7.76845300915748	7.7883758363349	7.55836474496683	7.78890732146	7.7324366244895	8.26166841249967	8.8821066305037	7.58504201071288	8.74132682526095	7.75003142413575	8.07113171722307	8.50531733651404	8.95179056515878	8.47018131782184	8.34092522471768	8.40805685381177	8.56982454090823	7.99011582972202	8.07890401539678	7.82533876318841	8.07042900641333	7.77169068540329	8.50051660042631
GOLT1B_8738	6.01659329265837	5.86132000346022	6.28085642687751	5.81690521786766	6.056145803437	5.93339431829287	5.8429674037163	5.40087872128318	5.84023513495515	5.87161205002476	6.00220097663338	5.97202276250568	5.98514715191197	5.72690544982928	6.37309457380085	6.00696896460461	5.78292218794631	5.51279865325338	5.82987983283594	6.10408735176168	6.00678532377031	6.07199453019556	5.40098738173345	5.88015540557996	6.06692878055491	5.51936636472334	5.78239087340371	5.94530491310857	5.71398094507666	4.73235613375309	5.86992436458406	5.46757781237269
GADD45A_8678	8.13142942572214	8.29951986008494	8.09582440354139	8.29127186334311	8.11103304581462	8.05615016763267	7.76173304933393	7.5560870677606	8.35590801961378	8.06109976024618	8.00119589461318	7.94762053688468	7.94533506731222	8.18056583299495	8.22340633875922	7.73073456687346	7.73900030588462	7.86611852249652	8.27809271563158	7.84780439608894	7.840851517457	7.75337981895348	7.58320362569461	7.94067188506947	7.8091232209121	7.31584415031922	7.78822868570161	7.79373905150612	7.70320987987789	6.65718454251046	7.74540961418095	7.04728711821411
TLR2_10029	4.09847104968145	3.94196345886682	4.0415636914542	3.12537283256459	4.56351623932166	3.76476289154876	4.01888217961341	3.16299124475328	4.02581706506946	3.16997431267459	3.86732546985001	4.14685593944055	3.8988062130551	4.72817305625367	4.11173125414483	4.12565136294179	3.97206045688509	4.01002575635258	3.53258099710405	4.83116143637067	4.24574281616626	4.73199382968861	3.10946797384794	3.98534299748293	3.72948601271102	3.77889529922997	4.03048376533772	4.12832524365671	3.67738243923322	2.83368462614396	3.19715481828921	3.60032162473245
LOC100366216_9042	3.54433115434504	3.35576292799329	3.3700198264764	1.83812034865682	3.29159258095729	3.06446153517504	1.90092414157158	3.46607320666938	3.54298829471945	1.73234299567396	3.28107833173308	4.02334697712887	3.26724088283303	3.74359881525737	2.94370703700966	3.43668033487762	3.08494444761617	3.536134745724	2.13690687536101	3.41173462091174	2.94592418633893	3.68088312964355	2.3373625374624	3.28220181337571	3.09547122224712	3.33049606564514	2.84447908867419	2.82005774338588	3.13203458868164	2.32109838388265	2.22128255504672	2.10028708010078
TIMM9_10021	7.60601798469008	7.67639897569044	7.63779249757875	7.57046398658615	7.67628430997401	7.45838667934444	7.75945903100809	7.58312023053156	7.44904522127213	7.53344771157544	7.60856191966011	7.69786788981933	7.54842498181873	7.55545944371681	7.72997929106224	7.59917588262834	7.50803518737771	7.59369080815826	7.49464301602621	7.42813753707761	7.66706623152812	7.41510385406856	7.6769639110462	7.73932084818134	7.64655794457625	7.72175293352843	7.39168661404543	7.45201844875778	7.38847077256417	7.64618651947439	7.45928748313476	7.61285103816098
