ID	S1P1_B11	S1P1_C11	S1P1_E11	S1P1_D11	S1P1_F11	S1P1_H11	S1P1_A12	S1P1_G11	S1P1_B12	S1P1_C12	S1P1_E12	S1P1_D12	S1P1_G12	S1P1_H12	S1P1_F12	S1P2_D01	S1P2_E01	S1P2_H01	S1P2_G01	S1P2_F01	S1P2_E02	S1P2_F02	S1P2_D02	S1P2_G02	S1P2_H02	S1P2_C03	S1P2_A03	S1P2_B03	S1P2_E03	S1P2_D03	S1P2_G03	S1P2_F03	S1P2_B04	S1P2_C04	S1P2_H03	S1P2_A04	S1P2_D04	S1P2_F04	S1P2_G04	S1P2_E04
HSD3B5_8836	9.64220245604996	9.67573625516796	9.37686791787522	9.42674682640015	8.28908297444721	9.90728756319977	8.81608790227172	9.26812365875215	9.73403435616925	9.74186896644641	9.42947921707301	9.28839931998335	9.92814413664616	9.69696352833284	9.44201715676288	9.52348113914573	9.52560107785348	9.40510571045652	9.66552952016046	9.90004296276965	9.02922694168804	9.29895961864579	9.644488916592	9.44161050435641	9.30971454791131	9.30366642315085	9.35078365268275	9.35922568310012	9.48926051005986	9.49990897185211	9.27701209603149	9.20164203416593	9.68139611856501	9.26251072285893	8.59739885648621	7.96296123952527	8.96461042924186	9.38320969769014	9.35949506900825	9.34900177271584
MUG1_33047	13.7785522121914	14.3257062768819	13.5804931022284	14.1145801505761	13.9322117312043	14.1608636865393	13.2444943409309	13.8100142379324	14.0521626110474	14.0401811582774	13.8417702956188	13.6086583746251	13.76259455607	14.2275214861427	13.9058312056281	14.2287592699653	13.9591521169525	13.6707157863895	14.3309291484086	14.2893636911968	13.5873182625716	13.6686094194265	13.7256739196178	13.3810089485151	14.7757793766637	13.7916158789742	13.5618581386407	13.9663114714839	13.2668690415756	13.8730167172253	13.4561568723436	13.2510417519559	13.4252630517219	13.8408498070867	13.2827996028254	12.7365049344557	13.0730126810131	13.1179916348531	13.8144977166219	13.1835172229038
DDIT3_8449	4.63283355062712	4.50250005322781	5.12633435555932	4.64673035523694	4.8149175954424	4.08942432811194	5.2863212278637	4.64787600211182	4.89820768722147	4.73867454421594	5.17799023737242	4.71455756062095	4.49335021302941	4.66254803051127	5.15495250833899	5.11251188225096	4.47706474008567	5.18473559284507	3.691783032504	4.35288271719979	4.67665347444887	5.04854809312465	4.83434045434628	4.71249632091313	2.54958176854269	4.42221245634912	4.50723610136244	4.29495793178625	4.96696075016575	4.16293678206354	4.97952378987529	4.83826456042403	4.34483142694395	4.66584236149178	4.66510486762306	3.91622508360502	3.81555270755423	4.6083342102589	3.55005975063264	4.32332752952201
CRYZ_8389	1.90584200613179	1.16992483446374	1.96093094794542	1.64538153026549	2.30843959923139	1.34732433870524	2.2781685223533	2.02599784063564	2.19162226917455	2.02990967636326	1.84141752712405	1.82942135217977	1.35914742460274	2.35046604859857	2.47025542438948	2.70543511678291	2.0740422035769	0.922563554368591	1.57871566496425	0.450669885883363	1.68335324907767	2.06371031623486	1.8273925278375	1.88487335245669	0.912774610875635	1.00376836115288	2.02223996493251	1.60042134650059	2.66510487893197	1.26868496519889	2.57633287925897	2.3915296137991	1.59646020211203	1.79108951275512	2.38190922433002	2.02591580448063	2.17439691885571	2.07001194413134	1.13116293182477	1.3519702350796
CCDC85B_8214	0	0	0	0	0	0	0	0.596574972637139	0	0	0.403761216571734	0	0	0	0.360463932529232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.239685791389435	0	0	0	0.255894191274506
CLK1_32739	6.3257660916249	7.23042049653247	5.95463291933549	6.55795824930745	7.79012088988017	5.68330299012011	5.88851422439864	6.91078698943533	5.9005740557109	5.74635202205206	5.68315136411972	5.38760792906537	5.89966084115043	5.88130017884966	5.71859834869234	5.96966684048466	6.48694191196951	5.96209571094222	6.07397174046152	6.17262534557698	5.45154830685808	5.64831417240764	5.72092684623963	6.01474745413746	5.87809781917712	6.35911041405534	5.55250311410414	5.87239442223342	5.59078618701209	5.88602600453961	5.58403452443042	5.89749331569948	6.35685112323763	6.22971384547367	7.79534930590255	7.00064276723398	6.35440484285512	6.20506028775292	6.56266494912814	5.71232164295535
PNO1_9515	6.08914445547009	5.22721451225574	5.21072524108144	5.93619159151696	4.91913411174421	5.65594524196079	6.73567253129918	5.94088202680696	6.19891997874932	6.06150793778428	6.36993703942405	5.37779523865253	6.42491271827906	5.75556167865158	5.64685651622205	6.1393882809301	5.78606522417945	6.33445667715062	5.26139230352117	5.04004631387993	6.54916330479456	5.32317718588594	5.97003930028869	6.16997865628289	3.98715319305628	5.67034373951284	5.9455695974269	5.35645840118526	5.04685793101741	5.55944451393502	5.92961285896813	6.08065772020037	5.63157298775038	5.65646591452752	4.95826621999291	5.24985385468127	6.00565744415127	5.80170675900296	4.385147190923	5.51826651938982
SESN2_9817	2.41949916973011	2.63420576759215	3.19430293841339	2.75412332624827	3.31631945270498	2.33743841339288	3.38765234795672	3.55515003819297	1.90487348923815	3.2449525345004	3.32807080592782	3.75338560209145	2.40726359602606	2.75271554135819	2.85687635420886	3.06408854431563	3.65976455730134	3.85121996237979	1.57871566496425	2.61669780444448	4.22449466622142	3.65143307252208	2.54671084575573	2.83206374575604	1.61331782156003	2.22830972061206	2.63357954390782	2.24059442860252	3.02212729549267	1.79347238066563	2.97701095733169	2.60799559660821	2.04544530585007	2.39242904002997	2.46287329181283	2.36650854249323	2.35039314006673	2.84757037701995	1.52132899892317	3.22423344300415
FGR_8641	3.34448547991548	3.12239636531253	4.49614131203276	4.00997153548263	4.6580944119568	3.91577246089798	4.92414555546057	4.52489522882034	4.08062453313505	4.24707618165392	4.4158941699135	4.66700440022744	3.87741879122342	3.50923816938628	4.00391251092474	4.09655067998892	3.91136409525215	4.13474565210888	3.73548281099237	2.52776374847972	4.26193571856279	4.48521875173854	3.85891979820902	4.39757156694411	2.72032172746221	3.55120379434241	4.34280233509738	3.86282733769031	4.36387369710773	3.77449885528279	4.27272633915166	4.06301927650961	3.49876427466056	3.82767980377473	3.97663053662076	4.18347622291313	3.96731091632486	3.98138867230604	3.27389877712623	4.3782141846399
MIF_9231	8.45552726245874	7.68795852704197	8.98444385523906	8.61851002308362	9.79038610944709	8.55273251673141	9.16152572395219	8.97407037137289	8.37511820282843	8.66352545976288	8.79890132526496	9.37911192773131	8.13140611849433	8.52600401832861	8.27527009336011	8.61706526477072	8.62316583293551	9.183067899123	7.37438021834924	8.23859545916063	9.25316285470895	9.74293384895653	8.91818125357082	9.11396708453317	7.60325735114652	9.20882127868156	9.28856700388077	8.82720628750299	9.04115011623385	8.65224232187142	9.52896018376855	9.2335464636176	8.64021908359244	9.11432517284163	9.74414980105059	9.64684338045696	9.3783616746086	9.48372406373657	8.72067028910772	8.85092283417744
ZFP451_10207	2.79751731623806	1.29768037034154	2.22717636880761	2.20730559877011	2.92393206527109	1.88857627780913	2.32511588627915	3.78691636039794	2.4307180037888	2.20093062317419	2.28552931437107	2.1392271672782	2.29670358863936	1.54264529196284	1.09447574603029	1.9112209396232	2.20538587081544	2.5668498060889	2.42532070484846	1.97577601646577	2.78617024460442	2.06371031623486	2.66739179244451	1.78591382633351	1.12226433959552	1.87994712199475	2.63357954390782	1.4295350049554	2.04145149654721	2.38632959529359	2.57633287925897	2.13675153360368	1.83834895637685	2.32961176312108	1.48813168981921	2.41620510435534	2.29408000817091	1.13723336132441	1.75732395874677	1.64838799125386
PSRC1_9608	0.297414030338568	0	0.336868258558717	0	0	0.471030815177163	0.566890372791003	0.596574972637139	0.349904273204873	0.329964833938458	0.977358602992267	0	0	0	0.648628671803069	0	0	0.533802741360244	0.48275292324042	0	0	0.366415141899227	0	0	0.19800432566601	0	0	0.420853995283545	0	0.435473499656784	0.818626267435296	0.510671723912037	0.452069059192852	0	0	0.239685791389435	0.665085017384085	0.847776778025278	0.422341366901442	0.255894191274506
