ID	S1P4_C05	S1P4_H04	S1P4_B05	S1P4_A05	S1P4_G05	S1P4_D05	S1P4_E05	S1P4_F05	S1P4_C06	S1P4_B06	S1P4_H05	S1P4_D06	S1P4_E06	S1P4_F06	S1P4_G06	S1P4_H06	S1P4_A07	S1P4_B07	S1P4_C07	S1P4_D07	S1P4_F07	S1P4_G07	S1P4_E07	S1P4_A08	S1P4_H07	S1P4_C08	S1P4_B08	S1P4_E08	S1P4_G08	S1P4_F08	S1P4_D08	S1P4_A09	S1P4_H08	S1P4_B09	S1P4_C09
CKAP2_8324	2.9515746082301	2.86971508408477	3.90223390861681	3.90027502968057	2.81543825650413	3.45660705560148	3.57076785634736	3.64935275864401	3.75680993664718	2.55896369102272	2.4319687512342	4.60345232692611	3.24412795151981	2.5706120071208	3.25136075383915	3.37313031741877	3.61268368241714	3.34345597177714	2.92359537401245	2.36214797083961	2.96971222553321	3.72827225579212	3.19297132702493	4.03184575623239	2.05455685686083	3.2223506348421	2.5329201489452	2.97315449152399	2.81436731927486	2.24177408739629	2.06560010745223	2.50324286438296	2.62437827309504	2.32455438056331	2.53355221695054
STS_9964	6.08408860382946	5.978208103848	6.79387001142763	6.22182417439296	7.14135148284696	6.67152284001464	5.8983206792272	6.65247275173406	6.83521156386111	6.18890657842325	5.64028649529064	6.60356635940097	6.15526318745404	6.17564434359548	6.95541417516991	6.04133709676802	7.08273130456596	6.2510278144795	6.52207738128056	6.10464382094188	5.50051962439449	7.02198223518712	6.7874819760832	6.64383450875219	6.27296894027431	6.40813182780443	5.81755366430794	6.90420586641496	6.17879089845058	6.38773087263701	4.68325431808846	5.71729779871534	6.76611967093965	6.31430792300054	6.87018402418388
BAG3_8129	7.55498457882093	6.05779168965019	6.35530427757348	6.36803578268622	6.7351072462572	6.86443567278614	6.28696344876759	7.02846889608044	7.22042360543408	5.85048464609496	6.19789557667459	6.83970961108604	6.16239354260629	6.31645206813529	7.13623763076345	6.23947265620563	6.37045379595734	6.00896135573596	6.12593554955871	6.46737852703784	5.96588115081563	6.703674863629	6.77036132390824	6.97786070089398	6.73693449122294	6.71239876053534	5.90796829293972	6.87642764448978	6.33791762036756	7.14338811915302	7.28837177572334	5.73737562663411	6.05394431057068	7.31976936271304	6.73770240029514
APOA1_33150	3.90592915090023	1.97976820858171	2.97408805506624	4.54438801627849	2.60543557667003	2.8360465289054	2.46842161835686	2.5974418573289	1.0308069608921	1.95536585552837	2.49950119013737	5.02594589438338	2.06285736303296	1.93478365310386	2.39542403967765	1.73998630477265	2.64568092116975	3.38917257333961	1.21255019428454	2.03773871743555	2.73233709392348	1.9095723094634	3.38517048898535	2.3543141934845	2.25851658907584	1.47801729636714	2.58865864809752	3.24550542180087	1.66551947316633	2.34165975589151	3.28713563534857	2.73393005160976	1.44469982517777	3.83087024505563	3.14880598404359
OLFM1_32405	3.50626782783015	3.69905130523987	3.96911069766084	3.76602014459613	2.94017608923681	2.98334604104612	3.41594024768419	2.20434762930065	3.05348801066384	4.47885892743937	3.56820609209835	2.95741204091854	3.9188653340279	3.01042534069663	3.01831287582949	3.6669383194288	3.11234469568125	4.24594280041772	3.25754626345884	3.95370610825062	3.58418127794562	2.83321713038676	1.97532678666385	2.3543141934845	2.80589178248333	2.19260851482603	4.23126671465221	1.39591324453751	2.91012548231523	2.01850630704592	5.53610417950897	6.15561823343465	1.92537301512182	2.53876966227483	3.53683990605102
BCL2L2_32990	7.01103327859451	6.74987766804004	7.44764637066418	7.00915486952007	7.55138936537472	7.09656662574524	6.48982936325392	7.29032566224742	7.36893213601909	6.75961817964262	6.84929405451232	7.07109839868584	6.72144324298981	6.70109278217868	7.56563462499642	7.16415458532633	7.47457373788997	6.92973408798997	6.96014957657278	6.40705342433902	6.35956035467006	7.46874785463154	6.88216763961365	7.01809751578889	7.3044852916948	6.66664263213566	6.3114756159695	7.13607598800885	6.65713713241617	6.56868161216817	6.71896627108495	6.75366998431081	7.35141919299608	6.92687971709536	7.44961873818424
CRELD2_8381	9.10526808178512	8.80364906376066	9.18605696550197	9.35510889876713	9.05911371114565	9.23732224008472	8.98852463737527	9.31806715109333	9.53256093590779	8.65696876885903	8.9912417075811	9.05387333901589	8.69403358996042	8.86128793314912	8.52149554816433	8.77469209970469	9.35511498876613	9.11018236270105	8.79119849096287	8.69743768080552	9.05516451481959	9.27277640970483	9.67670581594596	10.0017800521419	9.42555304107843	9.0964802082173	8.53792901093128	9.26088230736687	8.71012308058448	9.36740055839726	8.47996013600561	8.30187337813068	8.98543113988231	9.18666373322812	8.69335654140103
GXYLT1_32793	5.5421670214658	6.49120906862724	6.54991224261622	6.57292944106807	6.16757210056106	6.23754170197273	5.57146338019673	6.2353137797454	6.24997633411495	6.53625108918889	5.9428354655755	6.40025254623153	6.27193206011217	6.37283074920448	6.42211296580471	6.60418180743219	6.57957813887972	6.18127593821835	6.15289804552385	5.44124657370257	6.30096367195051	6.58899751380113	5.95999811900305	6.47175487436228	6.2128906197934	6.04174341527428	6.70735145418197	6.02863769347074	6.45367855175777	6.36417126260151	5.7433622980597	7.22819483565666	6.78313794598703	5.91491923346056	6.41221174955859
PVR_9625	4.09276564849966	5.19975786435824	5.19797523698754	5.14059883214234	5.38149163119715	4.46651836503758	4.90785350716089	4.13749043128772	4.7866356923675	5.2197337471076	4.6317855684158	4.62559361966521	4.74298520316317	4.7610018697083	4.24733727762661	5.048576967781	5.32895597002	5.08774197970487	4.952912455954	4.21728879179229	4.88380091492567	4.72385641662861	4.72313070133806	4.85658112857403	4.48853361039005	4.92900174458622	5.20130678313374	4.63346850736646	5.33422425250278	5.12544946631919	3.60303665879881	5.41056905873699	5.35129896808993	4.22033655921148	5.2460691870273
NCAPD2_9284	4.90767476582689	5.74918669305371	5.07179268837214	5.56796865109169	5.65157480911191	5.54444698112844	5.74412890731053	5.24063266005833	5.22923553747795	5.69084475321682	5.84886329807299	5.27038230232717	5.93980177703847	5.77191066349849	4.90121741755274	5.75912110930046	5.94731459050627	5.94917055239961	5.51708524480357	5.37079857543122	5.4227094307713	4.92636741909139	5.28976987700843	5.31980711384962	5.1319569543924	4.68378512519726	5.58382902062918	5.01461306854318	5.34283002983354	4.76067248304527	4.89116279684881	5.37683385838353	5.62740221808179	4.90041251938043	5.53930076546574
ZFP367_10205	5.49321866914149	6.00207417978252	5.90402016822141	5.9703034549007	5.5862605608906	5.9367485685768	5.61660543208048	5.3339390381671	5.82805831378967	5.94112966923628	5.29548837816282	6.0452947098752	6.04384975160383	5.86220240547771	4.75709703719432	6.04133709676802	6.04975890953864	6.14842028553461	5.68350554271712	5.83056618304088	5.7598159852574	5.44559360074341	5.56264460074464	5.16300457939089	5.90647686629521	5.24426163152794	6.22618171372711	5.41844973280685	6.04279738227609	5.4614645033916	5.92455154108254	6.52252665176617	5.70684377756562	5.52048622183893	6.12453643608078
HSPA5_8844	10.3477397763838	8.70821812195407	10.6243235802391	10.2856214698655	9.49947225770229	10.5474935593355	8.55049737574574	10.3210122582759	10.2667125062903	8.50181613754688	7.98967702321259	10.3504794166783	8.33561590306193	8.62124162799562	9.35403329272619	8.63729771564622	10.2932101587478	8.47930663537537	8.6409862689091	8.02432084076032	8.93419503794786	10.2514483273969	10.6093811912731	10.801178157857	10.4138691089225	10.2449116307637	9.40579208670121	10.2380404018508	8.84041704677791	10.3034396470601	9.70280222468649	9.66189717287499	9.7748243713555	10.383740716446	9.5126254540796
MCL1_9205	9.79452970615268	8.66252569802298	9.79824384251415	9.92775552812605	9.14424104190817	10.195623681122	7.77845237817044	9.58534062106191	9.37375889287063	8.35228952711379	7.73859025164704	10.0863361684475	8.21564140321849	8.29472722740529	8.56723463909769	9.0089936283222	10.1289478871088	8.19713825193236	8.10000453427998	8.25205866622882	8.54416664805854	9.63315944936071	10.1683431851472	10.1609180232174	10.1081250596154	9.93200977686992	8.86579365258647	9.66975535142828	8.54000507647615	9.85220317388145	9.99512522537158	9.50726883208209	9.66549778715192	9.51384400557485	9.08285411780955
WDR43_10168	8.72373876192259	8.81783792677895	8.45619155431894	9.02726473924197	8.57184459888843	8.60508437460471	8.78409439669726	8.63906728362102	8.69563066276543	8.62366971282154	8.99343941181428	8.27455888507196	8.66546030104537	8.51251853679718	9.05594455288865	9.00805711194505	8.83983106099861	9.02042811323134	8.73319997767258	8.78300164725619	8.6893365810579	8.56376647634636	8.70066641994242	8.80382304710477	8.72997318830817	8.42936007631448	8.43715312015889	8.53794962660388	8.39858046269843	9.12173238148504	9.17810120140127	8.55945417580037	8.47120250769287	8.64640857254252	8.68738225831289
LHB_8996	0	0.506514470915293	0.306225882188502	0.914206052136195	0	0.468622808937639	0	0	0	0	0.331826135798094	0.460439335598868	0	0.436056258831705	0	1.00215829562323	0	0	0	1.35219763087119	0	1.65274598285427	0	0.630841688919199	0	0	0.296278068344193	1.56455423665951	0	0	0	0.317034927541696	0.718765515675589	0.849456544347028	1.43866456703974
IL4R_8896	8.81287207264502	9.11675660921176	9.12259812512808	9.30151378435579	9.55661257152904	8.87883678738627	9.30558352328235	9.42342181062325	9.16546011132263	9.33215448220363	9.41834955269626	9.1020459271363	9.16964543884357	9.30777337867869	9.36960644219877	8.94290404483067	9.27445368727347	9.07039471820992	9.00420792752416	8.86857516783603	8.77793718754617	9.39531149866252	9.1185058275144	9.10764079955156	9.0710280619097	8.89206238400906	8.88956658187939	9.47513257730726	9.33953001525862	9.40034944010667	8.50863937693863	8.84963237436887	9.20969147688937	9.15251537575541	9.22243131768077
ADI1_7994	7.62860151900286	6.13321375754823	7.66997488974196	6.8440272265639	6.54684997503887	7.49368687376927	5.92009126163248	7.33615314135849	6.99712032197455	6.21149552132768	5.64028649529064	7.79727821862392	6.16948883004128	6.17564434359548	7.02524983397197	6.91116807133858	7.17390242150956	6.26335545562884	5.92161445307566	6.58873128707755	6.09063136349735	7.36801137154733	6.77894704647615	7.0631716442002	6.5160844750958	7.48117627591251	6.65282940292649	7.04632389975952	5.88676456735642	6.60933086396675	7.39462761262117	7.02812168935792	7.13429289194906	7.03668008627637	7.31969745361493
F5_33079	6.65082908482054	8.40498501566092	8.21919205864243	6.38340327689854	4.57808640340098	5.96361423949679	5.46688003676066	6.24906882888153	6.69699430903899	8.54024583839305	7.19059192119238	6.51144565130117	7.18766359553391	6.25778026416903	6.82291731727625	6.81591730659043	7.76823916879381	5.98682917076685	7.01628739278324	7.29295097445713	5.51933369040562	8.28364131640621	7.65367023286206	6.78684974744271	7.60251345292012	7.04707746504717	9.10437164519179	6.90813088001103	6.13486882625771	7.52433369381915	4.01202180199289	8.97541501889123	8.5782648677548	4.88091484686749	8.06538349499729
CAR9_32677	0	0.27537295971013	0.306225882188502	1.77924380586104	1.3725607587624	0	1.14350307704892	0.783860750277809	0	0.364924531065116	0	1.32414414380761	0.770829975363087	1.04173568698206	0	0.416117050696163	0.563638287313296	1.71702805935367	0.410739784534561	1.35219763087119	0.375313869054179	0.689443709407903	0	0	0.705608207973433	0	0	0	0.311926547092863	0.746865158011123	2.71713156709689	0.576797977375353	0.718765515675589	2.07289066069555	0.752131424659572
C8A_8180	1.35300999813446	0	1.12587865927132	1.77924380586104	1.3725607587624	1.54544425670114	0	0	0	0	0.331826135798094	2.55765269954321	0	1.04173568698206	0	0.416117050696163	0.309171426528061	0	0.410739784534561	1.02526851160556	0	0.689443709407903	1.20363217031777	1.40348827448915	1.5323150274375	0	0	0	0	0.421232682590252	0	0.576797977375353	0.281262305996391	0.849456544347028	0.424534809579935
HSPA4_8843	8.53309535500451	8.65802607230932	8.84396211558169	8.91079472748569	8.77392699944231	8.67583891503442	8.21257689792482	8.505055508393	8.56463107503544	8.60566193456273	8.48227136561056	8.84328096143374	8.60394147437181	8.73315055806549	9.04046085687906	8.62879331927143	8.80402247739869	8.51711800684	8.52452037354582	8.40089041344233	8.38402152466317	8.87461185526512	8.60250745785121	8.61290279545312	8.58819478836522	8.82168932827755	8.74527787955745	8.69500194089464	8.80737637054682	8.5137337143244	8.27264519371677	8.88456122039967	8.9897136883083	8.69327214419011	8.95142949597957
MBL2_32353	0.602312828712216	0	0.306225882188502	1.07427566049352	0	0.468622808937639	0	0	0	0.364924531065116	0.331826135798094	1.52597054411245	0	0	0.961222788279929	0.416117050696163	0	0.725606477407923	0	0	0	0.689443709407903	0	0	0	0	0.296278068344193	0.407418191461093	0	0	0	0	0	0.849456544347028	0
FAIM_8596	7.99667610347054	7.72319628904416	7.82695651701353	7.7721152369947	7.84659802746285	7.88424361239038	8.04601248698443	7.78873997223851	7.91558028693735	7.72965926535877	7.93126439441713	7.84287921444839	7.52845634379986	7.53853907410201	7.46483949367931	8.10232973139148	7.93249728379273	8.03762957675297	7.67397774690055	7.75376943887704	7.43242794658281	7.4359444095822	7.77451161111774	7.79105989445461	7.95952091064404	7.54693975087393	7.61744761612965	7.85001396944266	7.56057293734158	7.62192848214856	8.31656006345983	7.59754442504962	7.78081602500005	7.53464585019248	8.08732819562104
ACAA2_7955	9.70601060951439	10.726372396117	10.4126338974388	10.6036325604707	9.61567319999557	10.9203360498029	10.3205616102891	9.97856603640406	9.87147496044901	10.5031261396462	9.03314845464532	10.0293466620453	10.680284839138	9.95821800059994	9.44602588336565	10.3254864961544	10.588392032277	9.8428554505613	10.3775646199649	10.0696453459563	10.2688437550998	10.5304512447496	9.56448264448523	10.7428077083496	10.9807994948223	9.91565482095942	10.6540959309155	10.2013252535722	11.076817969264	11.3259186739215	11.5023991854494	11.2991346667445	10.2673595819812	10.2912226807636	10.8830896490337
HEXA_8797	9.52608620027694	9.49571947202135	9.88125448330479	9.81681650725298	9.7910340368695	9.71615353677006	9.98064359550635	9.63463937690085	9.63359163487829	9.90342186123114	9.52144805102158	9.77579565157619	9.29009310626539	9.65394539403434	8.85523035024882	9.53958293935033	9.67533789710739	9.20430130736152	9.70042884158215	9.5155988115605	9.73312593185859	9.85027383964155	9.85730715520103	10.0592738897758	9.8207397880271	10.0407648056389	10.1838871875359	10.0985890536034	10.1477731052427	10.0269451203177	9.28512190012557	9.76043836976385	9.95050264601861	9.70614346682738	9.85296186103816
IL13RA1_8891	7.56686096158352	5.14935436536146	7.85079762139835	7.13023701941481	6.87059554038375	7.85105525347486	5.03301139661889	7.02047103432428	6.73280974225519	5.70683271940087	4.77493248196525	8.23009140889849	4.85284374591619	5.39013505436882	7.12159640533091	6.17417854901424	6.96347276025309	4.7094798714913	4.73826255196826	5.0709539340812	5.32984359286118	7.5178017807391	7.02254104687372	8.01558242542746	6.83585274067187	7.84648850592024	5.99304920358835	7.0211744672534	5.29927842796526	7.18432329676576	6.98698182128371	6.58664543813441	6.80274215264183	7.38350702295057	6.58154238162451
CD33_33256	2.9515746082301	2.43734642646533	2.39408579868597	2.75477121790907	2.67888581689418	2.5823735292699	2.21023415401152	2.41424193572243	2.37090833198537	3.35191892280746	2.6849791962915	2.46245266031783	2.65463791716694	2.38813768389314	3.01831287582949	3.17375974199156	3.03031441795911	2.09355278286403	1.9870682560002	2.03773871743555	2.09367474450167	3.25961326707541	2.70897050551102	1.54578972562531	2.43718093463674	1.87911152691058	3.01205776576725	2.19830924970661	1.42736481625644	2.24177408739629	3.28713563534857	2.67962346743688	3.3584078269165	3.29572929260318	2.69470965710841
FCER1G_8623	8.57486191274903	9.38345219362981	8.52818833594042	8.77756169126772	8.46818379228466	8.35580689379171	9.30833766813881	8.34134544204585	7.93107937888891	9.24929340385174	9.22491494241461	8.41466196143518	9.09893901556322	8.92342570874637	8.48383063909585	9.0266728976786	8.07228490629565	8.74957558376254	8.93890087819667	9.37195320985514	9.20939269793906	8.67499118010052	8.41831417118466	8.01558242542746	8.83235175829765	8.4807435311463	9.40482200759636	8.57545471069382	8.6085157800978	8.43111009302303	9.9282927950816	9.14971104116973	9.38991531859124	8.33149802919899	8.94943396027342
ISG15_8918	4.25815664112048	7.79735804084883	6.11560541450784	5.63369980793791	4.96331936447337	4.67595275775338	6.43543907305158	4.54681408454297	3.51496397040374	7.85152165459762	6.79321092493616	5.47934210502386	7.38343653357189	6.935435462504	4.0957817916142	6.21370852998082	5.19418126786492	6.46893863354511	7.22125156777732	6.50075029330967	6.61267216713286	5.81879617552426	5.11090986003122	4.51971330819733	5.80432175865398	4.19072110657262	7.88844722451964	5.09944823199198	6.75709985629392	5.08278378581602	5.96190231484822	8.73447977798479	7.40737023337206	4.84111071941731	6.76972063213816
RGS1_33288	2.03874886357275	2.38021373387711	1.75047290123212	2.49666465285362	1.53960901154672	0.821772049870434	1.49249510876875	2.08671408769631	2.37090833198537	1.59201435975676	0.82848247625015	1.7029963957402	2.06285736303296	0.436056258831705	1.27526878149072	2.00323623382399	2.53104908148164	1.85374919164871	1.72489958203112	2.36214797083961	2.85590125409486	1.78686659366274	0.72385907763392	1.54578972562531	1.1773846677582	2.36919606707856	1.8105236277879	1.71552929921307	1.14196990027235	2.43507533622358	2.06560010745223	2.15080207188555	2.28529540120237	1.13929469154901	2.3521019873975
CNOT4_8342	5.45963875456137	6.24943727967419	5.86357820449274	5.44885648850368	5.32541230502946	5.72277648887521	5.54368420854023	5.18447379619398	5.39934499670527	6.07033093153558	5.48234257495706	5.72472082097091	5.93980177703847	5.42610428741802	4.65234103083651	5.97387098900644	6.0445446733902	5.91831948752709	5.65549771553345	5.42395444504797	5.7988384645673	5.59021099203426	5.32537344931924	4.91019590691581	5.72910797018289	5.40489309839599	6.20404634825338	5.67952977250597	5.81435614993594	5.08278378581602	5.20333458463829	6.51479243133597	6.1877693394042	5.3886347156721	6.11031716805819
AHR_32572	6.0950655692156	7.83903188155141	7.53669142676159	7.0312741529905	7.34405289666966	7.06383301272347	7.28050355124244	7.02447550740887	6.88062035969778	7.50579056446654	7.02572364101842	7.06300834417997	7.62967759603872	7.62876449012783	6.57322997628099	7.32019064331572	7.79798056761813	7.46877896276587	7.7084641377798	7.33055612387871	7.75367810599209	7.32179894539588	7.13382154303424	6.92999477746678	7.67778129142439	6.94623327535072	8.16772539730566	7.30038804206289	7.77128624341212	6.7015164496431	6.66336654574235	8.28378389773596	8.13909766259744	7.27565741407665	7.84480891735106
VCAM1_32349	5.31691072285099	6.38630440494326	6.53527397063076	6.85509254424092	6.31308797824239	6.79632677225005	4.90785350716089	5.35952596099353	5.45186511449221	6.26106345432668	5.74138375380508	6.40025254623153	5.84549225709342	5.83570323249012	4.83095612220387	6.28966036803387	6.30654775668055	5.54694672903388	5.88991188629184	5.57259313674155	6.01310597743655	6.14031011753147	6.58695569690262	5.48791880624124	6.25520666996978	6.27030475809827	6.02875037965728	5.30394870653445	5.92165004874557	5.80553845429079	4.85190920015254	6.68984861171899	6.46588693276711	4.62373524756714	5.67107795051984
CSTF2_33009	3.69124530239199	3.57724275974414	4.03302423821245	4.58483168027592	4.25685909652101	4.76009188419511	3.09715557549355	5.17008573382773	3.91482771381398	4.34223865718551	2.94930009009067	4.7314728490914	3.49065239470464	3.44376942864437	3.97065770490306	3.70442174534927	4.14809734179038	3.55879756458406	3.39939698994651	2.85040519252451	3.81489447471814	4.20639744754321	3.8761214227186	5.01179452902134	3.62702039183076	4.16701547205497	4.23126671465221	4.36307360329434	4.12207394653094	4.54712279300123	4.54241683382595	4.96483348898424	4.17035456789031	4.0561959409161	3.8763289933287
KLHDC2_8970	7.59806149075089	6.27708693715941	7.49946951483021	7.24824814859067	7.31554843654848	7.5887907147414	5.77631384923937	7.38991208625308	7.24543478679457	5.90693684436897	6.23304007279354	7.52723344495828	6.14089587534292	6.31004957401043	6.37350878503222	6.63847602800123	7.32562272593231	6.28769915420124	6.09845953981943	5.8565773890971	6.20544768439063	7.40498766828201	7.31594059121499	7.54424164118032	7.42853520739974	7.48836747203794	6.07826662965148	7.44248229597105	5.75756050900165	7.33432408183427	7.17366343913794	6.68641009238304	6.8465759882332	7.45117308286004	6.87859815822128
BID_8145	7.1957383643123	7.08541131047674	5.86942550122955	5.44885648850368	6.99444491144651	6.33678108200745	7.62121086839483	6.84591257835738	7.15328952374998	7.18184741277556	6.95831857736647	6.14063024914114	7.53121309454766	7.46263960879649	5.91133113934415	7.39946485821765	6.25781602303751	7.21320935948578	7.5245669865958	8.04426237553777	7.55145789106424	6.10221936785472	6.39924000106225	6.27122152881539	6.52104781633879	6.20778162579339	7.89398867073115	6.53946073796785	7.74068004171651	6.558337785762	8.15259504125896	7.55857882579289	6.27857491247168	6.82343206066833	6.60201208937016
GCLC_8699	15.3388958983638	13.2084863488279	15.4461159941509	14.9113446122363	14.5620348376002	15.306216057668	13.9110160437333	15.4112083757709	15.048454054666	13.5090036509914	13.7102651792125	15.6736353085366	12.703346211371	13.5664844196188	16.1035273814389	13.6151840721972	14.8424318867794	13.0039985360449	13.5665211562555	13.2484651192569	13.2846711033129	15.5519883328277	14.5707899200838	15.3986977399022	14.4013575352673	15.961675264406	13.5640988415325	15.2576285178287	13.9348402232437	14.559005615563	13.9081151098778	13.1979753471121	14.8029961036631	15.4127193810488	14.9588086728476
TIMP2_10023	7.25076583083478	6.44668371891122	8.14520526803354	7.88303604160538	7.08166528108984	8.01414138789795	6.39972799422713	6.94219472473791	7.04918434351311	7.07811285706751	5.35138963000403	7.9030330067521	5.83660490955389	6.51321678347628	7.0918605098414	7.28660193833009	7.58823284427289	6.30569109504405	6.40919852710265	6.40705342433902	6.56366674593014	7.34916165308356	7.24024196096735	7.27212657089196	7.11396490936568	8.36960261314501	7.09427349103458	6.89236634535627	6.32928240220336	7.42250901678988	6.69698283596323	7.86269204791753	7.51315530430601	7.01448395215844	7.74939636733665
NAA10_32633	6.96988284033841	6.31187518131908	5.67613745125364	6.16959770870325	6.38068811616977	6.22279051319754	5.96267097335256	6.58357598293008	6.41779358656677	6.21708792311282	6.31029398284954	5.89844732486737	6.51968761084684	6.29715870973857	6.97183274282901	6.61406362203596	6.24423481171444	6.66287382390094	6.31684786237279	6.06056566820135	6.25118500309554	6.1895821364058	6.08296618287505	6.56663328347857	6.24923698148556	5.66393571388366	5.88031758621442	6.15292738255677	5.89848704010046	6.32809437578507	6.69698283596323	6.18027448073454	6.16630956620876	6.45939380574155	6.61213905043325
TMA16_10034	2.36322358416256	2.25867714037933	2.97408805506624	3.16362515130849	3.39722594082583	2.67197952098489	1.89554607496209	3.10067292679732	3.44759033619191	2.81641528303075	2.6849791962915	3.3252508930894	2.57137530342871	2.94581719302869	3.17778304420075	1.41773486467782	3.22725694856835	2.91379059058554	2.20884197921255	2.36214797083961	2.79544165007206	3.62459680763116	3.59420191530872	3.11745465090724	2.86953988814374	3.07728313840904	3.37112195615324	3.29430818334976	3.34650918389719	3.13728018634143	2.53085007064907	2.88556596075751	3.58233247900665	1.92841853962124	3.49367166721581
CAR14_8195	4.74993217949409	4.0314310222609	3.65385948448912	3.66903185087719	2.87915488343479	4.56337078746694	4.28094226116375	4.35662056928192	3.44759033619191	3.86069173411204	4.40403303839245	4.13276385290132	4.42500818216205	3.77657100257456	3.32136737659703	4.32602609975712	3.84637005534413	4.27057958660794	4.09921088547558	5.17797747203184	4.92671349556651	3.00820145892036	3.81063639843394	3.982641306075	3.76729893667004	3.43577658536473	4.54481236937543	3.51625790194739	4.6377878459578	3.79542471960116	5.72175025316026	4.1060685281156	4.33327613669206	3.94792765902698	3.69765021534968
SRD5A1_32503	5.6353466609204	5.48361723426234	6.0398503939936	6.38340327689854	5.79887574415948	6.23754170197273	4.70543798704079	5.29468712472133	5.12527582369554	5.76143523368598	4.82843769921527	6.38085770317517	5.49635668402275	5.66559285622518	5.20884717414071	5.64808341591433	5.99133881909582	5.07381086434311	4.92189760836247	4.90638405053214	5.08663565101717	5.41484543166272	5.75768763337652	5.61444369371651	5.99475593679607	5.47414304134261	5.65735413857908	5.5747782666418	5.4180557176623	5.49439183892206	5.65490091847943	6.04719825211213	5.89080765508056	5.80541657417106	6.02192644907372
SERPINA1_9807	4.72187964348408	2.69331527215368	4.62333335458321	5.1315265133434	4.13164664194397	4.38935821870516	4.30320374632834	4.04590090495305	3.57933114558129	3.678115263369	3.43656276945952	4.88620959346982	3.44460285268979	4.04680913049185	3.78491764520513	3.11929354607951	2.80217207410633	3.94289952578273	3.1545857173139	4.25689123158233	3.47276569916615	2.83321713038676	4.29060346447834	2.86935491929242	3.25039053065809	3.02549403871961	3.57805380757128	3.90990142149226	3.4457182012017	3.48183317212458	4.49224060944458	4.26204225405826	2.57311458916205	4.50138790992232	3.40325553896654
POLG2_9521	6.4854812106313	6.33460988053497	6.62441722596978	5.77439965155109	6.52709660019032	6.14668360739786	6.07690611233088	6.32895384484948	5.9179211347329	6.05167307846701	5.48234257495706	6.49950570129568	6.43978116951222	6.18267045865378	6.04147775670822	6.05591055705797	6.47493073440782	5.96435216225279	5.98300319839673	5.67846354546505	6.02631964266273	6.40828107918374	6.61119758812584	6.36059750194404	6.38065294719451	6.12407518186634	6.36033186501268	6.11946270572994	5.80192671420082	6.32809437578507	6.08550313014877	6.54927449823015	6.56761189365682	6.4126344772023	6.15256131775187
DCTD_8442	1.61945697309393	3.8953275911695	3.13807257005116	3.53784026552492	2.94017608923681	3.05171484450769	2.93553961452362	1.95863066030101	2.75219563617621	3.99696187438341	2.79658242274288	2.73105537404416	4.04767136082339	4.07728952914929	1.94143619703855	3.84531510672648	3.79761268300374	4.00294544411506	3.75659185101258	3.36709752310073	3.68760595291133	2.83321713038676	3.02990054445694	2.3543141934845	3.38715304716908	2.36919606707856	4.21364826687794	2.7810623042379	3.12493307974038	2.82848571437564	2.06560010745223	4.59109006429346	3.88523214336997	2.435634282813	3.49367166721581
FBXL12_8618	3.50626782783015	4.0314310222609	4.60942492216492	4.9053707677976	4.25685909652101	4.71863561669191	3.49543003593499	4.30487873901098	4.7866356923675	4.21386592940085	2.84930508823414	4.62559361966521	3.70113522741962	4.01567083554777	3.17778304420075	4.50662368381508	4.97050769405275	3.47647659343315	4.04266741788859	3.13176005204832	3.98696479856037	3.94462861771175	4.82613902229984	4.37468150309193	5.09249002068855	3.75484416799794	4.42743929437519	4.87720357471874	3.38034257436714	5.18044252085187	4.14787026698319	4.87101914243437	4.61253486638477	3.98492725670794	5.09539903239687
CEACAM1_8277	3.80257686859024	3.55159643164908	4.82936174841589	4.29095259262019	5.10329823385346	4.82012479788723	3.53359065976062	4.13749043128772	4.41560670124076	4.23607039948314	3.17261072954526	4.48734252038478	3.98470537020064	3.77657100257456	3.73448982591693	4.1470275122238	4.78285651455202	3.51822415934671	3.56914122607281	2.95041205910017	3.81489447471814	5.20322864186619	4.8750102937392	4.68263317150366	4.42640172857005	4.63277722498496	4.08389957306851	4.77774177752444	3.95250664676535	4.24570664353317	3.28713563534857	3.95422301709099	5.09380056835311	4.44938794839686	4.79113130986114
POLR1C_9522	7.14382417813684	7.86789317402995	6.54991224261622	7.49102357638117	7.25679220852451	6.91578162135265	7.62342424287177	6.87281499680691	6.97933957675791	7.56619366312868	7.91280487015683	6.60913318165287	7.88590828785198	7.72815718949965	7.48022379088526	7.91518799746543	7.35118858268764	7.73311691841887	7.77288720318331	7.98063756944519	7.88641312565459	6.74133823926248	7.24644618458088	6.91367993215623	7.10737981145408	6.12407518186634	7.50062800801255	6.90420586641496	7.43941923079372	7.42250901678988	7.61579469511796	7.48131474056493	7.01690701562624	6.76080850011782	7.21062319438513
