ID	S5P4_B04	S5P4_C04	S5P4_H03	S5P4_A04	S5P4_D04	S5P4_E04	S5P4_F04	S5P4_G04	S5P4_H04	S5P4_B05	S5P4_C05	S5P4_A05	S5P4_D05	S5P4_G05	S5P4_E05	S5P4_F05	S5P4_A06	S5P4_C06	S5P4_B06	S5P4_H05	S5P4_G06	S5P4_F06	S5P4_D06	S5P4_E06	S5P4_B07	S5P4_H06	S5P4_C07	S5P4_A07	S5P4_F07	S5P4_E07	S5P4_G07	S5P4_D07	S5P4_B08	S5P4_C08	S5P4_H07	S5P4_A08
ENG_32663	5.89206834722145	5.97128406092412	5.75453133926585	5.94781943556746	5.94321081444422	5.62677016678899	5.64659855060142	5.55561951315438	5.63886236497771	6.0259628453821	5.16029278781682	6.13788174441026	5.7193777486682	5.87240449547778	6.12433836740915	5.7546985305226	5.77561593690893	5.75483493495676	5.90177298057594	5.48542478195832	5.81475830965387	5.74294223849085	5.89198754364587	6.04525246077296	5.8924416980735	5.73046430661779	5.57857692589788	5.78433215842586	5.93030823703222	5.99015846690917	5.87370557061653	5.97315838248283	5.47613096013319	5.75255922831718	5.36147526662519	5.70230069894322
PLOD1_33035	3.29248703827764	3.89849373958509	2.95069342287763	3.41427672102368	3.68039331932786	3.1707301380961	3.34272140563562	3.49723711863056	3.3081076492142	3.81211915599942	4.14027416561369	3.74576311249411	3.27075140097544	4.01472535837955	3.35993056602553	3.67030315679668	3.7829589480618	3.45116244968398	3.67327467341142	3.35506414001643	3.71267599262031	3.72028584396542	3.43518533806535	4.15948844738781	3.34441970689465	3.53457424548854	3.54023062191069	3.54509015101828	3.7595537317512	3.40672710213204	3.21150632010374	3.72136321248499	3.27834949470006	3.3384602800197	3.54799748717364	3.58238728344136
SDPR_32765	6.00417830038868	5.86767207739925	5.99213374749566	6.92676397426497	5.96219974689518	5.98903512478245	6.23581679119613	6.17210334258767	6.66918390393712	5.95809886439123	6.25723714534361	6.7503803677962	6.05880517199142	6.90019387713975	6.21711342074361	5.7546985305226	5.99975621732327	5.76162650807316	5.99643065769469	5.98332690933238	6.79163685405553	6.02365750081232	6.14465961772603	5.90799379205665	5.70255751292821	6.00712685061023	5.87425492903719	5.81344511180636	6.63699192775167	5.9783258542735	6.05048123047219	5.86416282991188	5.87830756366917	5.81085835048119	5.84058578305297	5.96686167124176
IL13RA1_8891	8.30071168597869	8.14995828009578	8.35480994596416	8.52711844326691	8.72269138809788	8.3101085363077	8.14739665737195	8.26276236439431	8.32230539358823	8.47845545266217	9.02194500019293	8.3999217161387	8.16573413672361	8.23854224180415	8.43736032381211	8.55689892661669	8.49560806038894	8.361616283261	8.47226135024625	8.14637940568659	8.31400964290222	8.75953002109525	8.26146952167659	8.33974590955373	8.37185003256007	8.32344936918355	8.2375152085679	8.34897198071289	8.10281324644966	8.52693286865393	8.32731873786382	8.46789952513813	8.56117148588953	8.51766683442703	8.25246272044321	8.40304931414195
LOC259245_33313	3.75244473685601	3.5953701985693	3.10336012582803	4.15047459344133	3.83261040909605	3.1707301380961	3.67722164869556	3.31935255859704	3.02214212807922	4.84817768265005	4.36592991008484	5.04434764048064	4.34337040266018	4.50599342307205	3.98432146257284	4.03315815289798	4.38407108707526	3.72577552563969	4.08869600040143	3.943478162602	3.27621846477728	3.35724639668629	3.65821276689389	3.30437705121759	4.95015407323852	3.77670835570147	3.4495257686254	4.51774908772417	3.49352639616519	3.3343092584423	3.30493590620186	3.94173396475669	2.99312401479098	3.46002749732237	2.94209679226084	3.34324187332078
RPS27L_33046	0.713567743866839	0.902698276570771	0.229704832129883	0.479570286478879	1.15239243495678	0.817527687077436	0.311110614728061	0.806129049624685	0.531302169827373	0.715121747083835	1.04702970665331	0.232485877435403	0.529737062423414	0.691322135454819	0.946125440636326	1.14638052806068	0.504399509473045	0.327455402612137	0.685399270896933	1.05208742810515	0.83982268376387	0.29343735388006	0.331514430026487	1.22148263815387	1.27765222321963	0.277106773246137	1.12533073788009	0.247616127248982	0.542144921719941	1.3548089246555	0.270922740372511	0.521406649814667	0.660073854351153	0.530716426269917	0.801413871569963	1.11396505946728
FCNB_8627	1.2866874622759	0.283791229848736	0.427809997510184	0.838876429865817	0.267600119444694	0.652406124976587	0.566888041250161	0.806129049624685	0.672329467058004	0.513741192561979	0.278881930887001	0.432654973990005	1.22094787245928	0.863687584347875	0.454888136708366	0	0.877403144409199	0.594162950526111	0	0.515420939035643	0.83982268376387	0.745599121702922	0.331514430026487	0.289217202955251	1.50152796448756	0	1.12533073788009	0.458893727534654	0.296390337615015	0.603322066295027	0.695760388172199	1.0623878021033	0.255062979063822	0.289625812622966	0.531753205363699	0.99859590590805
IRS1_33296	4.01761396506477	4.03867133726794	3.67089257999223	3.86832389834395	4.97116400010242	4.16695859983286	3.7041106894172	3.69779808196178	3.50954023758002	3.78998323100338	4.3807742261705	3.14870491943767	3.79351260241684	3.81915076883754	4.28790265213355	3.8224344697274	4.02471391872454	3.66910827938633	3.39610961097944	2.93656684160199	3.71267599262031	3.79251575044407	3.17126145191921	3.72342076702873	3.1596569567688	3.68467187932861	3.4495257686254	3.17815371171653	3.55080115192408	4.29950761241616	3.78742376944675	3.37296772957975	3.78278568102014	3.48888353970822	3.58418835044243	3.14046673552965
IKBKB_8889	5.70122715978249	5.622360664654	5.73128360200296	5.86239195391981	5.14742149631248	5.46810264266338	5.53869946751254	5.52076224264469	5.68537247767967	5.75025428477986	5.10772634211435	5.72608736218469	5.60567510764172	5.82103566154288	5.6788231702381	5.81295563493828	5.78659629844646	5.5890945004828	5.62787068818746	5.26953721334004	5.46523599987928	5.4322620138499	5.73989446473932	5.84810086018539	5.75785813046735	5.54660636277038	5.77190682354773	5.81344511180636	5.62498976299784	5.52892568463022	5.61254117728097	5.64947200374757	5.7648727375205	5.5620356055064	5.52865705764642	5.75213002469214
FDFT1_8628	9.35696036866758	9.45861979379567	9.32956911327951	9.40653067284925	9.87546077423721	9.47248292267976	9.25805374021253	9.48196490160838	9.41375100229609	9.4337917070262	10.2020629365118	9.37858457090116	9.47792826676332	9.42001477798087	9.37292656981593	9.52559001050262	9.38581570845441	9.39206782200304	9.21270346356965	9.12509225075396	9.5753932968857	9.65748125625799	9.6317392865267	9.30599033318709	9.57144472972734	9.54993839736986	9.78569256723744	9.36448856955961	9.45032873381453	9.34490194531084	9.5643024201751	9.32705076333322	9.57067930176908	9.52094583961916	9.34477177602131	9.3823380396665
BCL2L1_8137	7.60996013228583	7.45942195140153	7.74367277162575	7.74635265701995	7.2768276553588	7.48854935899548	7.62307577732359	7.45914520807865	7.61042279511046	7.65697971328084	7.05069629031323	7.89334498577136	7.5749131694244	7.78711972142718	7.66678529354958	7.69281644769821	7.9092976556226	7.70148642536578	7.57087053531023	7.4433803030632	7.66298848627744	7.48352816279073	7.62637968056	7.96740057878822	7.90015233905685	7.67149380203433	7.74085402628536	7.99061884841415	7.77800518805943	7.9383368523421	7.89324012703301	7.88186962116925	7.81836914442017	7.93204692154756	7.63686157374683	8.01400958988066
SRSF1_32864	8.2201963322197	7.92969899535109	8.17781252483352	8.14638569359926	7.72749028924364	8.00973099113426	7.82030255198563	7.92233331476772	8.09373876616855	8.26736229731243	8.06145934164445	8.31216565886936	7.98047466858819	8.4082627670111	8.16758348822386	8.22172723900756	8.44018768854974	8.38159353747962	8.36546858853914	8.00160480388691	8.14450204856152	8.19966394503613	8.05134629888339	8.65939771744568	8.35849506440486	8.08100518590318	8.33680749265665	8.32558554208252	8.22220861893899	8.32918042705479	8.22345805107723	8.3621160224125	8.19863748472913	8.42645224010804	8.01709566205929	8.23640046004564
ACOT1_7968	8.86224787200592	9.02873719912067	8.75766580268012	9.00346860274217	8.73378426149136	8.86199070591145	8.84908147608364	8.9398415939464	8.7202280060027	8.8567656311319	8.63536599691552	8.9874414026842	8.96486253535673	8.84812987763251	8.71250565397226	8.82032791934741	8.77599464903017	8.87755514465986	8.95723330106496	8.43744402605739	8.71652140999331	8.93333470734811	9.06819745956013	8.49160023168587	8.9509176967156	9.09742739233064	9.01228112832217	8.77487548559123	8.73973668923916	8.84217408256559	8.78805534542347	8.91699098013282	8.98391255829842	8.85344360723655	8.94902329581352	9.03474274956381
CAV1_32536	6.43863372658508	6.35524572483601	6.50929361925713	6.65202600742529	6.80829494150862	6.50112113850127	6.4010477559765	6.30778688255803	6.34501242884344	6.45668804882653	6.99148244197748	6.43179841079722	6.18293196289432	6.37092160839514	6.52937999222894	6.60102735534632	6.39007425309247	6.36248104561648	6.5738407748166	6.50377691113084	6.48318660033948	6.63106366874859	6.67983331444315	6.27765166209246	6.17436759673558	6.74271945561761	6.11460850383754	6.08816815571145	6.58310156512806	6.2033873933635	6.53160964073072	6.40608858502548	6.56081162462285	6.31655153468047	6.07800392629105	6.67435027004182
MAPK1_9185	8.85479014367043	8.91248917110743	8.67661726674354	8.77904923223283	8.47583876047856	8.92161117856358	8.88917634168342	8.79480597264576	8.8102646391297	8.86803583369957	8.31820548192284	8.81052381012742	8.76455782431333	8.80845680722036	8.85790318583677	8.71524601373146	8.86350697130336	8.70596101082237	8.89716070654638	8.49781453695209	8.71742405445054	8.60514173710769	8.82198790959442	8.87663214166119	8.83933643233841	8.75255149537248	8.90115642613703	8.87608186093524	8.7412752484576	8.82658478503386	8.81543633706795	8.85051377061141	8.83485575665657	8.79254038116328	8.87197769602376	8.86189851450821
COL5A3_32780	1.76530308024995	0.724361719574414	1.14284805991656	0.838876429865817	1.39529830449951	1.4411447083714	0.566888041250161	1.3202115816744	1.55057727421032	1.43882049543056	1.18873360250661	1.15315876626234	1.22094787245928	1.28359362863153	1.68887820361629	1.00813933660175	1.72330971010049	1.01377876520081	1.94036194414596	1.44235678312148	1.50738213392301	2.05581871617957	2.3598970680159	2.11425237557161	1.27765222321963	2.26655332365472	0.959927705525612	1.77996077930408	2.14437880444765	1.3548089246555	1.40742586209062	0.903584474762644	1.45443415452614	1.07834752439485	1.02852077182995	1.99789334608213
SOD2_32976	10.650903119167	10.541844462664	10.7642118007382	10.6636324873126	10.2426903808726	10.4987094469027	10.4684377206162	10.4852939601857	10.6307990380247	10.6784649680525	10.0729110579056	10.7312479406693	10.5470435551738	10.7185670033846	10.5630095525437	10.444581469091	10.7231554829091	10.7336910750929	10.7366083695033	10.5197179837691	10.5263261585116	10.4485522214352	10.6303595376507	10.7864016275535	10.7407448878591	10.6712959928843	10.6640133443978	10.6391765852569	10.4756479916056	10.5732549083456	10.5840773606508	10.6845449388292	10.7274646359366	10.6050023383755	10.6124103705626	10.6793089205898
APOA1_33150	1.54575257172104	0.283791229848736	1.14284805991656	0.670380309121773	0.860140179633898	0.652406124976587	0.566888041250161	0.642826526942501	1.12914331137743	1.54837015465103	1.3177554769728	1.85713052054558	1.07667205905874	1.50806755030733	1.4157826469316	1.27252584524375	1.17351022428681	0.594162950526111	1.94036194414596	0.717312717157588	1.21187417422644	0.745599121702922	1.61667230029174	1.07716457466948	1.94443953929602	1.31169862395267	1.53128155471327	1.77996077930408	0.752066656501123	1.62145092311782	1.02353677602808	0.72511385657887	1.11124972160063	1.35403596148111	0.801413871569963	1.3202430179194
