ID	S1P1_F01	S1P1_E01	S1P1_D01	S1P1_G01	S1P1_E02	S1P1_H01	S1P1_D02	S1P1_F02	S1P1_A03	S1P1_H02	S1P1_G02	S1P1_B03	S1P1_E03	S1P1_C03	S1P1_D03	S1P1_H03	S1P1_F03	S1P1_A04	S1P1_G03	S1P1_B04	S1P1_C04	S1P1_E04	S1P1_D04	S1P1_H04	S1P1_F04	S1P1_A05	S1P1_G04	S1P1_D05	S1P1_C05	S1P1_E05	S1P1_B05	S1P1_G05	S1P1_F05	S1P1_H05	S1P1_C06	S1P1_D06	S1P1_B06	S1P1_E06
DDB2_8446	1.53155420787576	1.79995292368411	2.39640032818417	2.50968275500072	2.63352378220267	3.38555221162256	2.43641861847207	1.85542170589302	3.25300520501402	3.6405530788917	1.6326073219734	1.73749327072386	2.31978298962904	2.31819473299345	2.03696559064507	2.00151414358185	1.83624559236419	2.59694572087608	2.47543805509731	2.37493102904447	2.90499907324619	2.37407685597996	2.35503320901581	1.63647439985032	1.8251297400766	2.18150678277755	2.62018220126562	1.09623487024071	1.89861143589715	1.80194168278685	2.11859098579837	2.05049165256756	2.03365326506181	1.93216501751619	1.59724865107881	1.76126592795307	1.64178425884775	1.85590674147097
REEP5_9673	6.69861897250593	6.48426427656887	6.41781727909621	6.66790005442551	6.94473984778569	8.57763328499066	7.1586275763	6.26563712315287	8.26214714990963	8.28055315803573	6.60930467262714	6.59070912384116	6.57225511325456	7.0287904801654	6.77282721538602	6.67037718296925	6.70256304109385	7.08169573098821	6.86297748704953	6.65724504214249	7.82487179762627	7.25230825042155	7.25728722726028	6.74719900610518	6.82092838923204	7.02469529272262	7.43739258118674	7.25123320651422	7.69132518975448	7.08214275271392	7.2148645692247	7.7938680736076	8.70422915011935	8.0770726332499	7.88662013857669	7.97591320651737	8.11642291821986	8.58726138574682
HSPA8_8845	10.0641139279851	10.2281394130009	10.2769932100114	10.7406278536577	10.4612186373549	11.8712017457632	10.5270778654328	10.0631457054639	11.2824532240591	11.8525954708501	10.5133394217242	10.2710484808806	10.5512691227324	10.2499705958018	10.5262523979317	10.543390383853	10.705986931877	10.7132810277349	10.6668958132659	10.7474468997645	11.1678899544545	10.6690384301509	10.4292110941157	10.1013425645488	10.3350497038969	10.8703333533527	10.4144225911658	10.2985141151657	11.1282547996465	11.1468153078571	10.353930227525	10.1856895041551	12.1251730982472	10.5606533264797	10.9692608405909	10.9167649805183	11.3093469630516	11.8255200089116
C2_32411	6.01204634794158	5.68563564361655	5.97973494816612	6.26982789311108	6.0958444322634	7.15880585560376	6.36876523945677	6.28595237792758	7.06004567840107	7.30993742135004	6.16640552630836	5.81665732314244	6.56213109427117	5.98029871987465	5.99187607561617	6.50298034233334	6.45027108024151	6.41401059915499	6.69530664756388	6.09912780080631	6.80921139662097	6.47354082159962	6.36735303936144	6.5186799658348	6.31642525685469	6.69799443582912	6.90631699231169	6.45096312842279	6.68657725511629	6.54900260577326	6.46577250115245	6.46019294865653	6.87973218586669	6.88685224609839	7.05411919579599	6.73754518685368	6.60394365883081	6.79482207545276
FGB_32596	8.54796529616991	7.49615667517208	8.36250984347515	9.13788893962143	9.07580462336946	10.3225409270973	9.19948616831998	8.74382661428199	10.2240386321222	10.6545880014019	9.00106302334565	8.25025983771986	9.09272004993003	8.77122703671891	8.60458659549435	9.64561452601045	8.94822142097639	9.54950254741724	9.34952979416566	8.26311578209521	10.1545935538943	9.0084547208935	8.8296789245239	8.74037879739051	8.1971660738677	9.21499280481913	9.25231420982795	8.6731324595541	9.55454779939278	8.50567069070788	8.30890117220703	8.61789407024368	10.5556305598726	9.7214284439467	8.03388951708508	8.87533447463587	7.96058285274023	7.89989869881061
COL5A1_8357	1.70892235767565	1.40856283024802	2.06992866437575	2.50968275500072	2.35318914109547	3.3111875984346	3.23029992077496	2.1671759544977	3.73207734719841	2.72753754916689	2.10472082427249	1.41550864829316	2.22028564951169	2.41124572688059	1.26952684928252	0.515179020971502	1.54996323492131	2.10905681328492	1.90180981846473	1.41945480445505	1.8626032802159	2.37407685597996	2.31139075846364	1.47746068920802	1.62973215579739	2.09229202661896	1.89127123724801	1.09623487024071	1.42174978903304	0.871026680169458	1.13344517485919	1.93667526415296	2.29853447667377	1.93216501751619	1.97304165832487	2.10740928808557	1.90945431899164	2.3552462903866
COMT_32835	10.9218422825589	11.0264919376641	10.7302054595045	11.3712053675793	11.5643162306682	11.6592156132752	11.2517784365319	10.9703878448666	12.5531772418556	12.0039012788354	11.3470695006879	10.9339522342298	11.3785015387098	11.3881875648578	11.1082173858831	11.480137343444	11.0004499072374	11.7606812954764	11.7247772061164	11.1407354719491	11.2720142663174	11.5025218263225	11.5863400360525	11.7081324977506	11.3546601072039	11.427234707223	11.8346619666965	11.1018652693949	11.1549268023363	11.3164351552468	11.1279814024544	11.5976626007	10.8566911404211	11.4734824892839	11.4279512194493	11.4929457859059	11.4358748836478	11.8080084018172
CYP2D3_8420	10.8013559114481	10.3579589790151	10.9726146689383	10.6707864167803	10.7695323246022	9.12228229503216	10.7385957349968	10.5078490240451	9.26180254152444	9.29847146897021	10.8400977676493	10.8803366142149	10.6166227816434	10.6550333206174	10.7993021109694	10.5557835759338	10.6307896751052	10.750497222956	10.5611070725639	10.6165945814604	10.6540758617288	10.5285804211196	10.3918856470973	10.2732745653484	10.2957519388583	10.495381863212	10.1157009222435	10.1554220077215	9.75147680479899	10.1743510036722	10.0155361840161	10.0481541461356	8.81212019171958	9.15358238933566	9.5486634473496	9.40494709829408	9.5404471511637	9.08261250800731
FGFR4_8638	4.7996981570594	5.24098773444328	5.25993867591298	5.45207468918048	5.29849576152831	6.37114664209688	5.10088824375556	5.07605401672881	6.31921135533511	6.36893370299005	5.43678411930988	5.15723712204367	5.23260584621232	4.51909702241734	4.76772589705287	5.8276232139367	5.28241150407462	5.69532773169575	6.25290117749745	4.59506657389646	5.75857748946809	5.55533886526174	5.53695764796598	5.70780550934049	5.05164994144257	5.48527721624545	5.84877436770795	5.36484975561004	4.8745439567635	5.73963138902712	4.80634120315692	5.44039947845051	5.63474661372266	5.67608935832303	6.01056949116939	5.9677978079261	6.18755926656162	5.99717958237397
PATL1_9431	5.11517004322962	4.86445052535543	5.37560766756917	4.67344694873092	4.68128897387572	3.33014118821681	4.92344426281721	4.55312102402239	3.14581037141563	3.50420914459493	4.83842630053849	5.17065783343909	5.16731768517263	5.05436574160684	5.08802715649861	5.10749433037175	4.83976078707124	4.69680588164946	4.95907387251889	4.76761370535927	3.82610752695677	4.79586335288331	4.83758238495093	4.87730620086642	4.60521765295231	4.18088880140303	4.46825958890776	3.73637759162652	4.01005675972865	4.62207959297491	4.32920401003106	4.3999787365076	4.25956126250304	3.72288751205421	5.04266065250638	4.77996054602194	4.89912763502768	4.84272457607651
PRC1_9556	2.65414202207699	1.6174899469672	1.04699366846899	2.50968275500072	2.27368194392984	1.28917586811147	2.24823692860143	1.20744782105495	1.34257129913333	0	2.29318016642834	2.58559066522072	3.77010402787591	2.41124572688059	1.42920878529323	2.51623864340429	2.27982592174574	2.55881386263893	3.05279460577397	3.14011425796046	1.59845054239834	2.94382083758891	2.66348886997325	3.21318710652477	2.92274749800005	2.49168744966554	2.62018220126562	1.21885555712774	1.30405228807923	2.76611765043869	2.11859098579837	3.42514513641857	2.96489532378094	1.93216501751619	2.27090019999226	3.15465356283313	2.20316228064381	3.49723416589794
ORC1_9397	0.812611958127709	0	0.340909643938149	0	0	0.479009661814672	0.732872206131778	0	0.75076049785899	0	0.378627151993302	0.415225977348866	0.414367496444044	0	0	0	0.402012071830935	0.211403364815336	0	0	0	0.274055271537304	0.383931887829805	0.216901448531274	0.201145897964144	0.347122300933943	0	0.250549318725975	0	0	0	0	0.270581043217215	0.248233205905304	0.292867775401556	0.243477347165341	0	0.247475486744355
APOD_33207	0	0	0	0.605646917364642	0	0	0.912720882002945	0.284768288191702	0	0	0	0	0.73589344022457	0	0	0	0	0.395751368560256	0	0	0	0	0.383931887829805	0.216901448531274	0	1.23885054039058	0	1.09623487024071	0.505662955667057	0.271713708905888	0.56318547974104	0	0.270581043217215	0.248233205905304	0.536198251820993	0	0	0
CEBPA_8279	6.43415941118858	6.05227822642523	6.8465623737225	6.6455226371104	6.70440249043666	7.98462313354578	6.69796901281249	6.47830358511103	7.81216599940537	8.47730854357737	6.89410125341358	6.22956240747645	6.7115892026086	6.44934160955091	6.71974529127833	6.80382424220048	6.93249525671015	7.80526274462712	6.79349024663095	6.48361582109568	8.27939213309772	7.30479121937533	7.32469154476901	6.98008469690453	6.59173748940217	7.36180801901048	7.41007189961805	6.61067941128787	6.07306076650633	7.165729163063	6.22914261529748	6.63913944958795	6.0258548734112	6.6157046797107	7.23096603843554	6.74002857034029	6.92416244135057	6.31118752091613
HAUS8_33304	2.13873193288074	1.96190852995258	1.87402939684259	2.50968275500072	2.35318914109547	3.36731732136274	1.68099116100212	1.85542170589302	3.22694390708382	3.35362206258344	2.74458695422232	2.32253113805762	1.87251915407775	2.11188762515463	2.03696559064507	1.83795487605719	2.18105294882011	1.99944584084685	1.90180981846473	1.41945480445505	2.2174548306327	2.53894683400013	2.21993364819175	2.0856606336558	1.55824035327033	2.34491724821223	1.89127123724801	1.53436048334477	1.17589302156869	2.62784610349804	2.11859098579837	2.15598176542661	3.14390852113238	2.3591096145439	3.11311430415579	2.9974768606275	3.11000484282977	3.37245061544858
LOC100911740_32571	0	0	0	0	0	0	0	0.284768288191702	0	0	0.678259634616768	0	0	0	0	0	0	0.211403364815336	0.542145230929214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.248233205905304	0	0	0	0
KMO_8974	4.63379366331631	4.06349385153951	4.87060254713191	5.18875471075407	5.082200100979	6.04096961062272	4.85909080845581	4.4703296041302	6.08901652174877	6.41909317277289	4.82321302108813	4.825155603249	5.14035204440387	4.86996029665191	4.67515836373519	4.9156958524697	5.29427468064618	5.20873441540064	5.04130996264605	4.50925075495777	6.04667766233373	4.98880710189419	4.5861310410003	4.433213753027	4.26697796128563	5.03678629095134	5.1680840814798	4.45039309396468	4.02872919161948	4.2502011584044	4.25897595880839	4.6001678385374	3.39087454047071	3.91469591381633	3.56114357637549	3.67422674359378	3.45502094398613	3.31934964351184
