ID	S5P1_D01	S5P1_E01	S5P1_G01	S5P1_F01	S5P1_F02	S5P1_D02	S5P1_H01	S5P1_E02	S5P1_H02	S5P1_A03	S5P1_G02	S5P1_B03	S5P1_E03	S5P1_D03	S5P1_C03	S5P1_F03	S5P1_H03	S5P1_B04	S5P1_A04	S5P1_G03	S5P1_E04	S5P1_F04	S5P1_C04	S5P1_D04	S5P1_G04	S5P1_A05	S5P1_H04	S5P1_B05	S5P1_D05	S5P1_F05	S5P1_E05	S5P1_C05	S5P1_G05	S5P1_A06	S5P1_H05
CMPK2_33290	2.18888765534443	1.17399898777889	2.45557966560779	3.55647688654683	2.74478940864396	2.16446790786036	2.15625731459905	1.83890117234153	2.42753855221005	1.77640947092837	1.4610547852681	2.99837799079613	2.74618903488349	2.07577290930915	1.845861492897	1.19865470481581	2.23621777270673	1.71722278787546	1.41753046861725	2.56200630639304	1.19076320045894	2.07249678737317	2.5860898619338	1.77475756280709	2.147647600252	2.82266712238988	2.81896546973822	1.76475763642572	3.07865527046557	2.50916504787903	2.02720940947352	2.60020607422328	2.38981770033898	2.6749362758879	2.49258137212007
CTNNB1_8400	4.29194964441919	4.00686819336635	3.61038551581218	4.08310455941271	4.28795134358339	4.13713633189778	4.25218830087951	4.51036258347062	4.28906129972759	4.03235892779132	4.23443541556089	4.16148000994326	4.28951209288995	3.76498653092084	4.26023102668792	3.69834213406866	3.95764618633012	4.40673516252283	3.93374594169447	3.88986099263585	3.84569983799002	4.40862744460341	4.17120261094454	4.87364046215636	4.11798209830277	4.08472413083168	4.53217844598966	3.96859562520768	4.34263291475599	4.41521255454597	4.21552613457515	4.35127312306883	4.22949688181302	4.60933188851936	4.19468204814888
RET_32982	0	0	0	0.484105168533292	0	0	0.656506983170126	0	0.330710091153041	0.854853506811244	0	0.662282283733851	0	0	0.365465522399675	0.40470027374863	0.3887959124717	0	0	0.91981274035498	0.242752257532058	0.486217485285477	0.4858134502645	0.456895904161866	0.337912781796355	0.429883934782018	0.876084974408006	0.340805192006071	0.653466889902683	0.476200644993978	0.525518593986635	0	0.339202342471892	1.16539572975363	0.598560032211159
HIST1H2BCL1_32672	7.85782220933265	7.901354043316	7.16624991831273	7.53610306202435	7.71334797034056	7.67992652035161	7.00829400438297	7.44226677143027	6.82763210612876	7.65916146519743	7.59655019587295	7.77019420454148	7.71335064112231	6.64216491288592	7.65161359785313	6.47698702901159	7.30773632340224	7.51790241193031	7.29774644357239	7.48682652127443	7.29073213280264	7.29368816987285	7.4979993236771	7.92588376005903	7.51656214596886	7.33424503913906	7.79822313576231	7.08566253792349	7.7255519658686	7.26043858070629	7.53922733874094	7.52133615431798	7.70784026381373	7.54070267027715	6.97672662636311
OSTF1_33042	8.2420771336398	8.017824685145	8.16573288202734	8.18026017076246	8.12421066595328	8.30428294250911	7.98200283333818	8.11503162691906	8.18150506963117	8.20910126591306	8.01190208704829	8.07452325104902	8.2186362539597	8.13322483606108	8.14442741683717	8.14816891466682	8.355884040306	8.0636933833218	8.14305875548112	8.21697221243548	8.30797140293128	7.98574806437806	8.12753609901732	8.20624496336933	8.21108016365391	8.39667836805275	8.29106115018868	8.22097301462729	8.25737344495293	8.11934029126549	8.18941197628562	8.35118568723109	8.1834232670934	8.09384251036824	8.25621741407078
CCNB1_8222	0.480786491644215	1.81259079455533	0.534593025020303	0.484105168533292	0.439817162040278	0.495455667578749	0.469025724372832	0.768010940529144	0	0.265609451217416	0.66390496334429	0	0.561482927852111	0.619131574861251	0	0.720390292599875	0	0	0	0.91981274035498	0.63202940075573	0	0.263259948563399	1.51749086052663	0	0.604723989696909	1.03156093555024	0	0.252150617103428	0.66595039885119	0	0	0.613639064806337	0	0.598560032211159
TIPARP_10024	4.99319109579057	5.25030597612334	5.54690724951322	5.14117736971604	5.15274902086643	4.8409265216713	4.76149054373073	4.44977945298934	4.86205024850741	4.59970663473332	5.10050756914873	4.99444232844339	5.1591581932316	4.85147011053467	4.70497496346588	5.21983265061251	4.88047090434985	5.12677008146452	4.72927991078117	5.04907787978274	5.63112381152661	4.84061204835077	4.9367682888366	4.79836930981678	4.81682743753587	4.92277248300834	4.78259542824512	4.76093395272352	4.92652618553322	5.55309511460817	4.93842397313724	5.05663960977704	5.09305811008676	4.58463336228371	4.87190503313189
ITIH1_33132	11.6951068600752	11.7364123786661	11.5556489405364	11.754009863609	11.8054315124824	11.599224093118	11.8402271740603	11.9552356774541	11.8685307449968	11.6998627801151	11.5760778865976	11.6613341488561	11.5355054741352	11.7357455958903	11.4645584590984	11.335787118527	11.5690618573313	11.7635844368191	11.6266889824142	11.5975448881542	11.3295811339618	11.5266204251031	11.654466081075	11.6646272964569	11.4698271688249	11.5920442376608	11.7203709055932	11.5951822769029	11.6285052855726	11.6749884147536	11.7004756448264	11.5691941144928	11.5660189770942	11.7272896964235	11.8127172374106
NAAA_32484	2.18888765534443	2.43222970567424	2.19794959839017	2.53222131708425	2.39976963519879	2.79526954425222	2.83729546720628	2.62170004184884	2.42753855221005	1.85912239269842	2.17190862389875	2.99837799079613	2.93753183708952	3.33787601987293	2.33232460625293	1.70783263414165	2.57259942368027	2.57468161972414	2.2625415620875	2.04318489829551	2.48057414779504	2.43521310385744	2.72361387500828	2.45181106542322	2.76688919956277	2.89177225867103	2.5369183138271	2.39599824407895	2.14979954641004	2.85941437876742	2.24346581492194	2.69726452632641	2.38981770033898	2.7656240165297	2.35434940223123
HTR2C_32686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAS1A_9388	4.45691939845977	2.04994670756729	5.98518510272633	6.54693435620328	5.62862220025968	4.8409265216713	5.07274139502266	5.5377779608351	5.96154160161218	5.38657102617237	3.28769077207535	6.23975662890158	5.25214538410231	5.11955835671152	4.58879144678875	5.38544986671148	5.99521176377019	2.37704566901896	3.40215848695135	5.75665633921909	3.53957737998586	4.91915056911374	5.74009524424915	3.34032613018018	5.73491236104421	5.98433807957789	5.80006911303411	4.06361775119264	6.30232493518979	5.18556235380607	2.30890201264397	4.95235296910219	5.56635754823519	5.40706639308906	5.48796159888966
FAT1_8613	5.09686713030216	5.36469870242935	5.15125313959296	4.91199911863278	5.10871875301818	5.07815192471777	5.2506898789659	5.36809661855915	5.41739417437134	5.23993899202012	5.03772950278698	4.91309100518895	5.32244741028275	4.9169205488417	5.26598606809856	4.23340968571619	4.19541144715249	5.43724527193536	4.70427327340524	5.04907787978274	4.49973379100656	5.25062021710368	4.88883231895371	5.0049903024702	5.00644833986404	5.45516154154903	5.17337893733309	4.73229471857057	4.30130637759968	5.05587772243509	5.26127985489383	5.02893716771592	4.95193445240681	5.68780323683618	5.00106673498461
CALCOCO1_32442	4.17046043434715	4.56160282216131	3.94045537325292	4.14943479331429	3.89732408278904	4.0326495270879	4.08263766186974	4.59671877372477	3.84768386242491	3.73668824022656	4.40330870503271	3.78835715176267	3.79141873220166	4.04811060282181	3.47124004900477	3.28436222309676	3.86880611113924	3.88050635535339	3.90476988930788	3.84579569278498	3.91743955859167	4.17253691628373	4.43424953676285	4.28117721557727	4.2638563043574	4.41324365292171	4.11187125189941	4.04044249474805	3.82555175513667	4.44141691284134	4.47983647526225	3.93990747891524	4.10168994490782	4.0476117930429	4.32377107024233
NQO1_33055	2.18888765534443	2.04994670756729	3.7126402186939	2.31822439525398	1.65011863199382	2.34983501671306	1.95654291318633	2.5657049610302	1.73061388735192	1.68866447079395	2.26254564634426	2.64229909596441	2.74618903488349	2.84065033318679	1.95716154355806	3.37720730308515	1.79676449852558	1.53937740703571	4.1091083663002	1.87798336302475	2.10382010379043	2.07249678737317	4.07166157165271	1.85123841783324	2.31002021430525	2.59295098905133	2.9019299697878	1.22176336461557	2.97733900765376	1.90208437554136	1.94726627819417	1.98325590234275	1.96924317146746	2.17686018637764	4.19468204814888
HMOX1_8815	6.72531334791594	7.01989286666733	6.62615140919628	6.89022563011638	7.05398008196779	6.64621105875943	7.41133151289124	7.16448984292989	7.30520135682795	6.8018395454466	6.54426449825937	6.81087476008385	6.91764555975906	7.02418704363575	6.65464825027334	5.74032975645191	6.23919459401757	7.00840907809831	6.67293995665601	7.13522302750722	5.94614661510765	6.90722644600204	6.85932206687914	6.74648918198491	6.84569487511733	6.72799356417285	7.30807151621842	6.56673993204498	7.54554131207347	6.77766914632314	6.87595808488807	7.09227975991121	6.74177414306046	7.02532253446981	6.80602450498298
SIRT3_9828	6.04138959266197	6.03788028377085	6.02547816915158	5.62190191937495	5.8137048533241	5.89715645456004	5.69239986745075	5.87955320166291	5.6645687280532	5.86311303369124	6.23853026339109	5.93088338277015	5.74986076947606	5.35502685890525	5.80902278252749	6.04628553280669	5.68414354847121	5.97215886154733	5.97354950584514	5.91430944844401	6.16088810127731	5.74148150850409	6.05878269811208	6.04881255859864	5.79100388217046	5.94016167726564	5.77827475052444	5.5411806565025	5.53177257031169	5.91283969140192	5.83364891626375	5.78170447715504	5.97173370667107	5.82592477917788	5.68827659701414
LOC100910753_9064	0	1.17399898777889	1.229957269895	0.484105168533292	1.65011863199382	0.691220514740512	0.656506983170126	0.953993094490122	0.826108460083411	1.27202702796924	1.4610547852681	1.73566813272476	0.561482927852111	0.342526496099085	1.59363145467764	0	1.79676449852558	1.71722278787546	1.24330945483648	1.69138867727869	0.63202940075573	0.679109555051991	0.848598275495883	1.31634362828019	1.03963447042897	1.54061681689329	1.62689215984453	1.37783416619142	1.63263721530981	0.476200644993978	1.57411561610929	0.707495232829932	1.04280388810716	1.51824353138336	1.13737920395363
NALCN_32735	0	0	0	0	0	0.268893031773287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.337912781796355	0.23089479742117	0	0	0	0	0	0	0	0.271614379459597	0.425247643821242
MAPK13_9187	0	0	0.534593025020303	0.845940469607074	0	0.691220514740512	0	0.303701008642638	0.330710091153041	0.265609451217416	0	0.662282283733851	0	0	0.899091923417893	0	0	0.466066456872002	0	0	0.242752257532058	0.486217485285477	0	0.640508104479186	1.03963447042897	0	0	0	0.466718324396731	0	0.286556454534777	0.276185579027404	0	0	0.228235634632942
BMF_8152	4.03779201841941	3.4660921646161	3.10853601069609	4.2735927160609	3.67381300664475	3.83969696062905	3.38021309955186	4.02058580307523	3.89841542362962	3.80086901277186	2.26254564634426	2.77100707759762	3.63445957416021	2.9941007605948	2.87627918422466	2.18965139039375	3.40439988608854	3.72277403646005	3.33857634794982	3.49268663450717	3.58434548176622	3.38101135842561	3.53728906350128	3.67089015436289	3.5307034579743	3.57705941106713	3.75817715228738	3.29179310833602	3.14245075874375	3.42986841098438	3.95437130247394	3.44843528248519	3.63197140838972	3.14925930513361	3.38226356666421
F10_8585	10.6601891662832	10.6144193222233	10.8524966733189	10.6855443166597	10.5967763407178	10.6025434442741	10.8625914709045	10.7770795684299	10.7782811585969	10.5705358890407	10.6581162818164	10.5724254926499	10.6301665665347	10.7754075621173	10.5536568880508	9.89193313603833	10.371900901942	10.6486175948685	10.6907235292435	10.5973876149089	10.1395181751334	10.6504019899263	10.6750143174796	10.5937332611826	10.6687468127855	10.565915429008	10.6460533074897	10.6051814983017	10.6187462759655	10.7879631905875	10.7096428642778	10.8133554839473	10.5668729284866	10.6994167702077	10.8194266977426
CYP2W1_32938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.276185579027404	0	0	0.228235634632942
HSD3B5_8836	9.96356321152706	9.79236034570618	9.65324012876307	9.82160467560285	9.84698223738867	9.88869624627835	9.53242550362643	9.75049677643748	9.78353738431343	9.84318396685362	10.0207475932361	10.0720662416893	9.89496168082793	9.67369142696707	9.7700018107311	10.0135214115086	10.1597000854929	9.74139951697985	9.70400119051756	9.92782218992864	10.0236592071802	9.76531037158633	9.64304155767901	9.7627995450917	10.0099767316924	9.80885179576169	9.85027961167097	9.87735983591185	9.8639419752002	9.5236134290415	9.59412961596493	9.74489554520901	9.93290836883556	9.88198325769249	9.61747595007682
TMEM119_32949	1.36849844212152	1.17399898777889	0.534593025020303	0	0.439817162040278	0.495455667578749	1.2293482053973	0.953993094490122	1.61403028991225	1.85912239269842	0.369809981077279	0.662282283733851	1.27938579331215	0.342526496099085	1.10647499895168	0.979250945586752	0.947030653986434	1.87553102543487	0.38279875515694	0.91981274035498	0.793264377344044	0.486217485285477	0.678579326678822	0.94969439666386	2.23111704418073	1.45187099544934	1.1718996915115	1.37783416619142	0.653466889902683	0.833619457486073	1.34373652149142	1.03909924671459	1.64175671409681	1.02558834164327	0.425247643821242
NOL3_9328	1.57411174229821	0.703261395098898	1.229957269895	0.484105168533292	0.439817162040278	1.01750498357877	0.822402863520009	0.768010940529144	1.19418864843121	0.683859307302804	0.369809981077279	0.662282283733851	0.561482927852111	0.342526496099085	0.899091923417893	0.979250945586752	0.3887959124717	1.53937740703571	0.685032039461854	0.91981274035498	1.07003677794512	0.849226632016296	1.58586446015632	0.640508104479186	1.21389683340916	1.3573061662236	0.273631618553182	0.847507663922209	1.3379105434283	1.11983839322841	0.525518593986635	0.507898835697191	1.04280388810716	1.16539572975363	0.892979603106991
GPATCH4_8740	4.48266942661087	4.00686819336635	4.87073996492708	4.08310455941271	3.54756980143444	3.49110254560403	4.97038329138982	3.7207110310978	4.39885063075849	3.71464408719902	3.79244262477894	4.01321120947239	4.10238122855807	4.87800764954436	4.23836120150865	4.07612112637913	3.31755090218107	4.55452417780454	3.381274252531	3.97414842638098	3.3189159115032	3.7029925921385	4.6905994806275	4.13586725857972	4.07344332910507	3.79115061731006	4.04042567128486	4.06361775119264	3.84485589622044	4.24712769795139	3.82614447063546	4.14307654720254	3.63197140838972	4.59703547871873	4.59330602792574
LYPLA1_9168	7.69113070019662	7.62199747878925	8.12690725115767	7.67487161431351	7.48268514053619	7.61958352120372	7.84769703308864	7.54900593978977	8.20688559076599	7.46155027526431	7.62672316776367	7.30117750566295	7.59408041196333	8.05688380488613	7.43316953135717	8.3129453923973	7.32175044422632	7.24439752205566	7.65284187240998	7.83558797137204	7.93065811843725	7.41044178762568	7.63361412827416	7.31941359898665	7.67213975248171	7.66305806466452	7.16843469920418	7.73902216527155	7.202531196321	7.64144715456667	7.75563018422924	7.54108273702474	7.54743428617888	7.68710483462299	7.85722093630791
TSPAN12_32937	5.64508264648925	5.8928977058836	5.4316947131321	5.20494761437938	5.36726140685632	5.63102467297874	5.43493453484533	5.43993978230006	5.64241632306659	5.58794998037609	5.73608229925525	5.60797846714545	5.38948223636493	5.42868182427371	5.54073925631766	5.10235691958486	5.66668079298618	5.49937448567992	5.16160485877215	5.56612180030656	5.33622197009936	5.38121061893	5.22628294008648	5.17084749861999	5.75620306118681	5.24013381957691	5.104987177595	5.48220195362252	5.39440966542133	5.49798027081882	5.4543886026218	5.44690950528132	5.1262828298517	5.40706639308906	5.27457207937293
DYNLT3_8507	5.63363520762454	5.25030597612334	5.33881465970187	5.40825929534977	5.56487239981949	5.57011179438288	5.00531581919512	5.57370924142862	5.33691641207071	5.68750708721182	5.50499401309973	5.57309387924537	5.55922202467973	5.10839466883561	5.09399047881614	4.71465659067527	5.42843810468963	5.80510367294454	5.20978311575986	5.10622746183349	4.97357165958789	5.2954766786383	5.08877580101738	5.42343888412472	5.58432968004473	5.29856059854658	5.41850683600116	5.30878200062814	5.4894681675042	5.09767024989551	5.65644568435908	5.64847699169324	5.49183562495913	5.67030359442135	5.36134547617389
SMC3_9899	6.15784715687404	5.96720946867494	6.24612473320811	6.08713673440589	6.07245803496547	5.960233899103	6.19426017826267	6.18848362026672	5.98520436195308	5.9832280990831	6.24410218834729	6.22859162789151	6.04837999698814	6.29360636303652	6.22504543529799	6.48743804706488	6.07680579657563	6.2430266234961	5.91299527448566	6.22070241357689	6.34126163913642	6.06017419841859	5.99228632868362	6.21721756769892	6.24707642642072	6.10928822219296	5.99218130802861	6.02719030071133	5.77256430634159	6.22714910695966	6.04524058872528	6.04405668841525	6.20213570858244	6.3206138175014	6.24932876436011
PROCR_32752	4.60494600308508	4.00686819336635	4.68197436034344	3.78230133767366	3.86239501321686	4.26563078724863	5.08911666923127	4.32040155768604	3.62478147300805	5.02389532532457	4.09339490207847	3.90516038759069	4.83771884892417	3.84787252667645	3.18147206955753	3.62450859180309	3.86880611113924	4.55452417780454	3.8450111561143	4.56941074925477	4.37787086752973	4.39495126646115	4.2029131037195	4.68800845998357	5.13120021426136	4.75672388254116	4.36678484024241	4.94691244199413	4.58000927428652	4.36133121896492	4.92804864416766	4.89212302385254	4.93952652676671	4.28073750052218	4.38422756511393
NEXN_33316	1.36849844212152	1.17399898777889	1.69718104309438	1.13497930568218	0.776411299458273	1.40002623280978	1.54639912894455	1.74117259893141	1.19418864843121	1.59523521960833	1.85982790356181	0.662282283733851	2.26492160809618	1.77052315975553	0.656811673239168	0.979250945586752	1.16169473288253	1.33648467047098	0.934785599967358	1.22515433422587	1.07003677794512	1.84999467848353	1.67900204169594	1.85123841783324	1.96465500037496	1.45187099544934	1.29978901821935	1.64694871038168	1.54092585135741	1.90208437554136	1.94726627819417	1.73156443006002	1.86812157835624	1.51824353138336	1.13737920395363
TICAM1_10015	2.9492681852281	2.98367674717729	3.55640530682775	3.73987610262411	2.49406259787894	3.35328572956917	3.55543372991031	2.62170004184884	3.76807621843803	3.47342181010288	3.85203887377343	3.52186938332964	4.14179965236515	3.87447571657025	3.39421362610105	2.9023200368226	2.64572546779033	3.80379476618368	3.20233289060211	3.70489864539082	3.23716589340474	3.78916155765517	3.80861106847645	4.26728739758302	3.23965067935274	3.35033001087289	4.04042567128486	3.94382893740656	3.26215546914389	3.79758257400302	2.48908935206722	3.65585400825965	3.32364915167848	3.60721498684677	4.03792107597215
CTH_32463	9.87032154048621	9.9138321445094	9.39905530787604	9.55799906101355	9.95764930462715	9.86194615806452	9.60788095522553	10.1257201662636	9.65112283376628	9.71788244381327	9.98998903441882	9.83774563390537	10.1071110441914	9.67558365276899	9.8265217844734	8.79749550383479	9.86656815550582	9.90412062922951	10.0717839842159	9.42571877810089	9.31360905001348	9.72043855160287	9.69030071779103	10.014010696802	9.60704849567321	10.1478883603434	9.93644026334569	9.61789757393118	9.72824794887792	9.27310469398977	9.81502417569058	9.55036090078277	9.53134012701182	10.1062374847186	9.61432446941104
CLEC7A_32927	0.480786491644215	0.703261395098898	0	0	1.04914088813836	0.495455667578749	0.469025724372832	0	0	0.265609451217416	0	0.662282283733851	0.9646357713337	0.342526496099085	0	0	0.3887959124717	0	0.38279875515694	0.91981274035498	0.938277565326911	0	0.263259948563399	0.456895904161866	0	0.429883934782018	0.50354610136268	0.340805192006071	0.252150617103428	0.476200644993978	0.730467254543913	0	0.339202342471892	0.271614379459597	0
PAK1IP1_9417	2.61860396291967	1.17399898777889	2.19794959839017	1.76226726992495	1.65011863199382	2.22893981559222	2.02623178187147	2.38336477203378	2.03266042640854	1.77640947092837	2.26254564634426	2.16848330556441	2.40110298658592	1.22643198961402	2.24727874344703	0.979250945586752	1.51389553130537	2.26705055499706	1.64481700492213	1.69138867727869	0.938277565326911	2.07249678737317	2.13854892475438	2.40183030885712	1.75503290503377	1.1472664367233	2.31269199456712	1.97493142680467	2.2689204867083	2.29594462479769	1.34373652149142	2.26237279642701	1.75937429831688	2.93150385658259	2.30516339834972
SLC26A1_9859	7.75591771318231	7.70686221750513	7.70818400993892	7.43335572657826	7.72311565431812	7.56911207832655	8.02944269162886	7.76175630589715	7.78633686692286	7.97763808392439	8.05057294177019	8.09925313134461	7.94268732602033	8.17529159856169	7.90861316363774	8.37054058826149	7.71484260365107	7.69825486351696	7.62757091465736	8.03762251323763	7.72611586796138	7.38645315862918	7.69483315341009	7.93139921311564	7.91550423168372	7.54198600656459	7.68711473901605	7.63456217602177	7.25938550000516	7.76720006251489	7.25163237847141	7.63595414951627	8.02655563751419	8.17467336405096	7.88049354369937
WRB_10178	1.75404315939382	0	1.69718104309438	1.5818767450264	1.27841876596878	1.79018638145687	1.44825861615536	1.74117259893141	2.20378098823007	2.08212362504006	1.85982790356181	0	2.26492160809618	1.38286145955985	2.15690369515158	1.84418911381988	1.16169473288253	1.10031448214819	1.71326308300776	1.87798336302475	1.90639700155756	1.6799736935907	1.92699628829525	2.05900072822838	1.50968915294396	1.62421844688021	1.52587979474945	2.06955052462948	1.9503630418457	1.74263255606151	1.46351974852251	1.98325590234275	1.64175671409681	2.10920212489658	1.61203060143452
NGRN_9312	3.27814729215155	3.38165994547749	2.95009549073826	3.10024481355217	3.14429327803679	3.35328572956917	3.5316679011215	2.50744848608467	3.2085533467092	3.33577905386533	3.4117010114397	3.59324623003514	2.26492160809618	2.9941007605948	3.18147206955753	1.84418911381988	3.40439988608854	3.63693108489806	2.62428115110674	3.1742190287589	2.81704563063053	3.00242002326354	3.23386963763371	3.31354326774955	3.5307034579743	3.22203242944595	3.642306844153	2.8336297620212	2.90561279414244	3.23390671016326	3.22489961104371	3.067743623643	2.87997369733685	3.47906707972113	3.28414038027703
CASR_32371	0	0.703261395098898	0	0.484105168533292	0.439817162040278	0.268893031773287	0	0	0.330710091153041	0	0	0	0	0	0.656811673239168	0.40470027374863	0	0	0	0.532002557549081	0.242752257532058	0	0.4858134502645	0.246460011486006	0.337912781796355	0.23089479742117	0.273631618553182	0	0	0.476200644993978	0	0.276185579027404	0	0.500104262198517	0.425247643821242
SLC37A4_9871	8.3315862327644	8.39154716741057	8.36729929001864	8.24046145174906	8.48008727306791	8.30801836549886	7.95879910319194	8.30014838212322	8.0642003591549	7.87205252693093	8.2465087946897	8.35680297851913	8.08345855891254	8.12770641555189	8.25202822005601	8.75919410706689	8.43020921518073	8.30545344054659	8.2720372216446	8.17529463658433	8.45232499747248	8.37169996730095	8.29596917063363	8.56600789661796	7.95900014296448	8.32039861307852	8.24214452410036	8.12784238257869	8.25827359006821	8.34258547168549	8.23851879699279	8.22563273780933	8.31532274679604	8.11447874547669	8.25459898522565
ABCG5_7947	5.12983374501325	6.77709580058072	5.5189551556039	5.8283402778914	6.13963975597623	5.42629864331364	5.2506898789659	6.13657707004715	5.25168276069734	5.46128704597837	5.78276986346588	5.72383146312362	4.42349556617625	6.44327561032899	5.17681208342673	4.98924421206889	5.03816924536011	5.26194940548981	5.23909744850649	6.31260228258887	5.27608902862781	4.84061204835077	5.54976046129338	5.2221505786656	5.80469251237927	5.17924061454138	6.03875572107972	5.14460753992711	4.93555795474598	5.67405535344007	4.72727534741145	5.01016886716705	5.62951467630817	5.49584318149293	6.1828079392113
BDH1_8139	10.5207283574504	10.5151145345383	10.4132520780013	10.5230445100693	10.5597804564312	10.3437945416274	10.7915114244901	10.57142177076	10.4259769809713	10.4713145098727	10.5894661700612	10.4497878723837	10.4342448942924	10.4658735364085	10.3769524405192	9.58091488185016	10.3419587460349	10.5765929793161	10.3475394963102	10.4579827368997	10.0964598019322	10.264387994768	10.6033083093161	10.6027486523036	10.7145593548309	10.2624015970818	10.5873381410117	10.5068925260432	10.1424539311846	10.5212900360023	10.4089267627345	10.3126400245406	10.4478993595037	10.551936424816	10.4591160236538
HIBADH_32345	7.73999166798755	7.65834025317238	7.39875668367053	7.43999632910753	7.65331096862828	7.64195408967983	7.56118314310284	7.52351171499423	7.21050576865263	7.7322999514092	7.76685688151327	7.6539841563404	7.49862484439375	7.23903610102984	7.65161359785313	6.78723762455597	7.52439059468966	7.75793007200317	7.55132735945516	7.70293251634019	7.27716102432928	7.5481012645344	7.52647463860774	7.66226743584959	7.65334923105721	7.71998549701917	7.75981440740526	7.58336618732489	7.74237679803462	7.50833294556598	7.59603690970669	7.63135586354693	7.46974662455297	7.6710638237568	7.2880793538795
PPP2R1B_9546	1.1286317103793	1.17399898777889	2.04953818298891	2.31822439525398	0.776411299458273	1.01750498357877	1.34295153839167	1.2665410945261	1.48719077297441	1.68866447079395	1.60657411267411	0.662282283733851	1.75656513715369	1.52397648989305	1.845861492897	0	1.66225169703617	1.53937740703571	1.572961185015	1.87798336302475	1.19076320045894	2.00207455409145	1.67900204169594	1.85123841783324	1.86364784251718	2.04408867746818	0.50354610136268	0.340805192006071	1.9503630418457	1.90208437554136	1.77272181694427	2.19749127729675	1.96924317146746	1.80152895670962	1.69073861861858
CYP11B2_32978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JMJD6_8937	4.17046043434715	3.94936412983086	4.63065441347527	4.30303166442904	4.06030909341055	3.75465895410718	4.17757984751395	3.88987259509024	3.82163302976965	3.86231578808562	4.36290717944561	4.29592099717288	4.06185545763863	4.43523441315266	4.32391904298517	4.23340968571619	3.44593935426692	4.43244209284914	3.81417716579788	4.12924919482466	3.77020524518339	4.00259272683214	4.5373473469378	4.54566716463901	3.88011613507571	3.92904607870782	4.16322532481583	4.1953562612925	3.93768229185766	4.37499138156	4.01444961528141	4.5199720931131	3.98579091220817	4.84594946164133	4.58302556471555
PSMB8_9591	7.54602229514635	6.3470847106738	7.66419882255325	7.50477349516631	6.01795311180717	8.0380434701429	7.29791569614734	7.90825581354296	7.65603511462162	7.27643670726944	6.30401376631653	7.79689624911841	8.37567643928046	7.55494694669863	7.45703723673958	6.66366191241494	7.83696519409928	6.27179197036073	7.20719642637902	7.4541802486922	6.76243475801602	7.23348801835718	7.48031695379157	7.01312024178501	7.71807242927506	7.35427719325134	8.10222965151956	6.98910616708598	7.46205824475294	7.56306108566837	6.99007459974042	7.72927973518059	5.79705795409962	7.98951902427616	7.50915247217824
DPYSL2_8495	5.32750479615273	4.74176008971636	5.41662403647564	5.09142893172823	5.19547521043158	5.41940833846207	5.09723512949505	5.29248745956786	4.92457850679553	5.44129067304675	5.29557330521923	5.30197383735071	5.63023388059112	5.2471897916625	5.18826495451076	5.72274515311362	5.49920578079992	5.2475399643789	5.09261778475902	5.53870438366314	5.69375580768006	5.02060204480492	5.27930262688036	5.36594521678718	5.79100388217046	5.4665320755625	5.49399022461414	4.95932249280559	5.43955074181534	5.46003141438337	5.4543886026218	5.46079906966529	5.64488121374127	5.46234161669171	4.84634494587449
ALB_8020	15.4691265784909	15.3949129905713	15.2761430882532	15.251408112296	15.4029478393378	15.37695731212	15.4462092515959	15.178182246434	15.3868299345539	15.2581238029813	15.4303864168085	15.3055278523016	15.4182951016591	15.0986044613431	15.3166573958461	14.5338385759199	15.2598349097946	15.5942575512241	15.2380419213572	15.2953166607722	14.895656147464	15.3588940195316	15.2752211249852	15.4842899286365	15.227974001387	15.2388449248013	15.2451414966174	15.3787353537693	15.1943517538008	15.2919306319166	15.3674448569775	15.2961819975227	15.2475991577319	15.3435040532594	15.2162808594099
SKIV2L_9830	2.8734328101267	3.7616711020537	3.55640530682775	3.5067376404291	3.54756980143444	2.91767143308699	3.96334714975241	3.66849800060409	3.62478147300805	3.71464408719902	3.63170060832467	4.37905695058875	3.74097286390575	3.9262541544561	3.8912508652829	4.60375080236593	4.01397220029871	3.88050635535339	3.7007525598422	3.60269102070196	3.9348306278012	3.58749766199419	3.53728906350128	3.46725411488742	3.5307034579743	3.44533844795989	3.9458362126916	3.33052252576051	3.68266691532779	3.45581028248357	3.80361989914513	3.47605301801917	3.75035749843058	3.65544818347655	3.73778487858648
