ID	S2P2_F03	S2P2_G03	S2P2_D03	S2P2_E03	S2P2_B04	S2P2_A04	S2P2_C04	S2P2_H03	S2P2_F04	S2P2_G04	S2P2_E04	S2P2_D04	S2P2_H04	S2P2_A05	S2P2_C05	S2P2_B05	S2P2_E05	S2P2_D05	S2P2_F05	S2P2_G05	S2P2_C06	S2P2_H05	S2P2_A06	S2P2_B06	S2P2_E06	S2P2_F06	S2P2_G06	S2P2_D06	S2P2_B07	S2P2_A07	S2P2_H06	S2P2_E07	S2P2_F07	S2P2_C07	S2P2_D07
NIT2_9320	6.93789397024862	6.07171588090191	6.79201563195494	6.8996092896329	6.89824285107244	6.97764957885697	6.52005486454937	6.52552331270402	7.07944637912119	5.98941458688295	6.70245945427681	6.4876785937083	6.24193904347674	6.39792234032338	6.43907574090812	6.64776438365022	6.58385993521035	6.15154037026071	5.73605556481636	5.82601948714175	6.06046989735838	5.69056328079125	5.12740307715563	5.79166683483015	5.67691609870474	6.72404054606294	6.53331599984637	5.90452695634342	5.86680254064219	6.98510729143373	5.28495276722636	5.63666833147043	6.03957062694969	5.99388873437045	5.59362472297864
ARPP19_8087	0	0.431619123480803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.247332965983921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LYPD8_32327	0.539785474576025	0	0	0	0	1.24730850576675	0	0	0	0	0	0	0	0.346444522692796	0	0	0	0	0	0	0	0	0.429186044968609	0	0	0	0	0	0	0	0	0	0	0	0
TST_33151	10.3434043389177	10.1312424973458	10.2026382532344	10.2942387637725	10.4499271177469	10.195994625354	10.2017400590775	10.3044679383685	10.3775326303344	9.80916434509394	10.3026146377514	10.4166510784981	10.0406972762112	9.9006667620837	10.3941220765916	10.4345154861735	10.2643285681639	10.157273864468	9.89973145331885	10.019295265378	10.2192743156389	9.82102853777979	9.57730622335747	10.0802339416609	10.2915510567682	10.4796894921909	10.0649390821457	10.0222417997354	10.1334900254735	10.5979488313742	9.99211771179588	10.1407991690783	10.5407751005699	10.8156884957134	10.5789131529983
TBPL1_9987	4.03805994101825	3.28075746045714	3.65070992009375	3.3861524567945	3.76613212911672	3.40842225380973	2.96696593034089	3.71699323301065	4.41433958881132	3.13673833980809	2.76122482129596	3.5063722527359	3.01389083869533	3.96872323214593	3.19022813460728	2.90192163552441	3.1990178358269	3.30694144666663	2.84900832264341	2.40633165111345	3.05387483108392	2.54819286378292	3.04892450860557	2.91375202210398	2.71157880305216	2.86763268193244	2.72011882639923	2.9154524768277	3.0097858426503	3.51321024638562	2.37950279844676	2.69966122435501	3.05975776478207	2.86254004261419	2.65161310630633
CLSTN1_8335	2.211027975262	1.78292217989125	2.57387905518105	2.46520787126118	2.64439782726972	2.87190543228639	2.14059895929567	2.40278842183513	2.80962698867692	2.1339828545349	2.44517984656849	1.84436462537753	2.1822790019146	1.89306462951262	2.34021372430488	2.67698436051297	2.24517683412414	1.75996892041988	0.915662871814858	1.85525226028426	2.25399217599352	1.17450304437051	1.91524918477919	1.53479730815998	1.70543224831595	2.22472609488542	1.37680964035864	1.18059660273041	0.941215621863402	2.42458525659404	1.43965882425875	0.779834524904828	1.81985503337005	1.74517496953334	0.611993352237143
GDF9_33177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2G2_10121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NLRX1_33261	4.22469607818387	3.56207616987892	3.39167473806148	3.32828070282726	3.89396361275219	3.85449598311313	3.43324937086158	4.09431298045973	4.04062433623302	3.66596127428578	3.43042681776523	3.95103982087515	3.5380537208683	3.66348185879096	3.93830077093628	3.97038270489661	4.28325146496892	3.91690251581746	3.48465500225516	3.05196683221005	3.62176223921972	3.26610665214667	3.04892450860557	3.702364497109	2.9980814830763	3.73713362860686	3.4034868571981	3.2068904360689	3.35070300193262	4.74826912573257	3.16028835719982	3.18986427799629	4.47611208784681	4.06025211791706	3.74595610553373
CREB1_8377	5.32275900909029	4.81773684016393	5.15698600833567	4.89611571658907	5.1817295656829	4.92615115594733	5.07963255044305	5.17075229711421	5.40955218422402	4.72353491123796	5.29407090221617	5.36316016716366	4.72878507891444	4.93475936928307	5.13837525569422	5.42178127928781	5.0355400431757	5.17602946776607	4.47731823421883	4.67233507271898	5.07689931705341	4.71823099228174	4.67805118437552	4.87043017846891	5.00184813280205	4.93810773644718	4.88485208570135	4.78663836878663	4.91350891484424	5.6457126825328	4.25246096083098	4.22376003888962	4.98269849614043	5.07346030377849	4.89705337444594
SLC7A13_32952	0	0	0	0	0	0	0	0.440796567871731	0.363159477368338	0.22584717917273	0.289594604697332	0	0	0	0	0	0.303119671222984	0	0.529289051882476	0	0.305241668007031	0	0	0.275997278515218	0	0	0	0	0	0.417982006447308	0.55293156727843	0	0	0	0
NEURL3_9298	1.23956240112358	0.763405478301968	1.40673290797576	0.865676276765878	0.705121209419882	1.54773294574927	0.512157435924069	0	1.10094982438963	0.74661814449958	0.917765561138473	1.05627936876354	0.949525023326608	3.60031240552097	1.04922289659603	1.44702726530975	1.11706167948193	1.56214469543532	0.915662871814858	0	1.12308874231143	0.238289195880436	0.759537140217916	0.507578098899058	0.693060014978525	0.837808589942319	1.13599504915229	0.707836149387341	0	1.2291139142978	0.391081216392941	0	0.325439057176436	0.835211329839932	0.338207304270497
FABP4_8590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EDN1_8525	0.931692633702306	1.26001701441292	1.40673290797576	0.865676276765878	1.03595420068916	0.631888855205012	1.99395305627746	1.47859281975308	1.71805130357821	2.29209466387603	0.737159159588465	1.75490261538992	1.31613344471557	2.55719460255832	1.04922289659603	1.05591436717718	1.11706167948193	1.75996892041988	0.529289051882476	1.3196675098603	1.40565435325958	1.73756100795648	0.759537140217916	1.53479730815998	1.15925327415254	0.608704023920055	1.58311859524347	1.30907279903364	1.91090011355041	1.74519511709778	1.43965882425875	1.28325084509458	0.590809366655674	0.835211329839932	1.3702247969102
HTR5A_8855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDC_8447	0	0	0.498598251675485	0	0	0	0	0	0	0	0.289594604697332	0	0	0	0.279629341759767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.417982006447308	0	0	0	0	0
