ID	S2P2_F03	S2P2_G03	S2P2_D03	S2P2_E03	S2P2_B04	S2P2_A04	S2P2_C04	S2P2_H03	S2P2_F04	S2P2_G04	S2P2_E04	S2P2_D04	S2P2_H04	S2P2_A05	S2P2_C05	S2P2_B05	S2P2_E05	S2P2_D05	S2P2_F05	S2P2_G05	S2P2_C06	S2P2_H05	S2P2_A06	S2P2_B06	S2P2_E06	S2P2_F06	S2P2_G06	S2P2_D06	S2P2_B07	S2P2_A07	S2P2_H06	S2P2_E07	S2P2_F07	S2P2_C07	S2P2_D07
P2RY6_32293	0	0	0	0	0	0	0	0	0	0	0	0	0.456800571653539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OLR59_9393	2.96464721746047	2.16590040883571	2.10524937418266	1.79351343420093	2.31955540701081	2.35669136090465	1.83069668899915	2.19330990654386	2.48022233971512	2.47910689232135	2.71312811338238	2.41095053927026	2.45152403904174	1.5360348198794	2.45721142013152	2.67698436051297	1.92816719142243	2.35694427933784	0.915662871814858	3.08413722460266	2.02259252452689	1.95363341473381	1.45015205130166	2.38311423830779	2.61806044205566	1.63206116483495	1.37680964035864	1.30907279903364	1.50603872843492	1.42238752963936	1.26375032288428	1.65571900273756	1.71255682125462	1.36077818735752	1.96570381656072
ATP6V0D1_33093	5.13059011754127	5.10767346336303	5.12320649457459	5.32388154317553	5.30951357846351	5.12101280354653	4.66062841586146	5.02001825845316	5.43840828278911	4.61797225671774	5.13888415831634	5.07974803405615	4.522130276536	4.77231155478071	5.14710960097714	5.32412954555917	5.24572011744229	4.90013699821161	4.4187309899135	4.51603118913261	4.18591956686418	4.16041556632701	4.2752384725378	4.37976616584994	4.44377477915455	5.12330723587019	5.44355300405074	4.75314726662891	4.52878955357201	5.29684447053829	3.59142117527618	4.71872687552752	5.0281587034661	4.70552388369106	4.81818733960477
ST6GALNAC2_9951	2.78635219195269	2.16590040883571	2.10524937418266	2.10056547886526	1.72728123226275	2.43208813512261	2.14059895929567	2.40278842183513	2.14889373385204	2.29209466387603	2.25672235751455	2.72546195360691	2.29607389614669	2.48907980431595	1.74532886091325	2.08307935376575	2.09536178981741	2.2292366681223	2.31873919791627	2.45634812367886	2.10392003590416	2.54819286378292	2.2663999639866	2.44027367873075	2.35371659551964	1.36438548494005	1.48364881605646	2.74419817634772	2.12890927397276	1.59280120425599	1.98479728808631	2.47003741673412	1.59663263238401	1.95423378690823	2.06012241198151
RFC2_9676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275997278515218	0	0	0	0	0	0	0	0	0	0	0
SLC5A6_9881	2.46925128793562	2.04918385411232	2.358509226871	2.46520787126118	2.73823489407264	2.35669136090465	1.83069668899915	2.58567164033816	2.14889373385204	2.86198708222009	2.89658306654624	2.81671121500156	2.12182846852224	2.80143068272362	2.14474064228357	2.72486511217619	1.92816719142243	2.82288644906102	3.01640450514464	2.59676570061842	3.13350513987396	2.71531875864652	2.85529737719115	2.74253048800242	3.23700626369324	2.64359944252874	2.76317521048364	2.78895495329367	2.83477253158212	2.12451810404631	2.94384266939525	2.11958582157734	2.59953547455826	2.69795804382013	2.65161310630633
NGRN_9312	3.82364070579581	2.27387705515761	3.27346266329611	3.20506971185515	3.85259897729241	2.92507080741488	2.80044205650573	3.14759626692192	3.42386700073835	2.92772343246191	2.76122482129596	3.16812135318369	2.591841762803	3.0102441641403	3.3194856884958	3.4210642631559	3.12361882687528	3.30694144666663	2.31873919791627	2.06322067995373	2.02259252452689	1.81323831339771	2.04203605443808	2.32359638498183	1.95530360961106	2.51702343102375	2.84561475108786	2.87450676051609	2.63555886010344	2.74695249540934	2.24382443986914	2.19681778629007	2.71523574579055	2.22008815110694	2.45710584253458
YME1L1_32545	7.3405934005461	6.86769646527869	6.90068720646677	6.89463331630632	6.77358022665486	6.73500430113784	6.74307266609106	6.87208887645632	7.17969563550357	6.7126136176389	6.86810167461126	7.0520952919612	6.72597635644011	6.76133392462381	6.53203500606368	6.84481427118733	6.67250607724611	6.79460785928874	6.79910331626447	6.43402600162152	6.72913151289032	6.89036680818944	6.55767696143672	6.92343905404969	6.74246366951953	6.75941893713122	5.7521720436594	6.82149831981033	6.75136832493909	7.06331610919544	6.62375457939117	6.76525715637496	6.28403099522417	6.76401684292141	6.84377815685724
CBR3_8209	2.46925128793562	1.62876355646982	2.10524937418266	1.15917089651931	1.899647578035	2.27713593722129	1.43548211486809	1.28060852451536	2.80962698867692	1.67943691930919	1.87482103573287	2.35115728354122	1.42020001864567	2.0898643895166	1.43885905479051	1.55692661928334	2.7249619638062	2.08911672679709	1.68530736385997	1.77868773220515	1.74685276774792	1.38754850097127	0.429186044968609	1.6361294657441	1.95530360961106	1.36438548494005	1.76358230243045	1.82106110948424	1.15501127609215	2.00881555358993	1.52017329926083	1.54192306676836	1.59663263238401	1.50060297374688	1.75602524445727
SLC25A13_9850	8.82750967148991	9.05944119666625	8.90160070129645	8.67672981740108	8.63156549033654	8.9101001115954	8.80618885372332	8.80405760329501	8.71541671388766	9.06927090718658	8.89631054960274	9.14806462736886	9.06130679772362	8.82829032258763	8.87665617225042	9.0121980559591	8.76160179939675	9.07625523504325	9.17066800653273	9.31520270287289	9.30862569897199	9.28625137218084	9.00598248912113	9.2093527925814	9.23726896604663	8.92246518249116	8.60752700081663	9.26179892429052	9.21328333570427	8.96105886591188	8.94217433328363	9.34018917962437	9.02796442372007	9.28988594377431	9.15629117733202
LMO4_32889	7.12304205122611	6.63945264721103	6.73724165740328	6.97225996496386	6.93586351001789	6.87330640606267	6.65429853726058	6.89825710733045	7.03919635636683	6.57578616791932	6.8543090341523	6.9090961408133	6.4375237123773	6.95050769495567	6.75410564784232	6.49045014950313	6.80208847718217	6.65247463496074	6.45731014457958	6.26540600690908	6.68355975326129	5.82461098886501	6.2774396648716	6.37892793227906	6.35020210144601	6.4311954892439	6.7306136258205	6.09479511262065	6.22132878546573	7.28157224779974	5.82619951959492	6.13552693628767	6.42240654303792	6.55934014933784	6.53817013646899
MIF_9231	9.16969773758807	8.32866574645941	8.48091559934442	8.71251517469632	8.7967478538294	8.68779546207788	8.4618870594754	8.49527560693974	8.90308042888107	8.06922583382495	8.76387957087582	8.64698916473516	8.0381715002241	8.54559892469577	8.62404483872579	8.51967096005096	8.40452314916621	8.12282451556559	7.88206488777713	7.83308625742679	8.39963675036081	7.7642717972333	7.66775475683932	7.99106045806399	8.06073453470816	8.01378575727218	7.87007383159224	7.80151824133281	8.16419560560259	9.1858153354053	7.85532826795684	8.23322353508156	8.58822875756752	9.40449050024386	8.5419016969257
NT5DC2_9371	2.46925128793562	0.763405478301968	1.61551082855883	2.56880113205195	2.31955540701081	1.90610647435222	1.64658052353789	2.07593718385988	2.40424778721725	2.24129202156707	2.44517984656849	2.08361661141408	1.31613344471557	1.78358673846912	1.54841036189984	2.15474958119552	1.63426128867183	1.66444489431171	1.68530736385997	1.42389893992912	1.12308874231143	1.38754850097127	1.45015205130166	1.81965575836419	1.70543224831595	1.50442246353936	1.48364881605646	1.82106110948424	1.50603872843492	2.23162642255747	0.951682907938378	2.19681778629007	2.47374093895424	2.63864286469474	2.31114591022774
ME2_9216	3.12331154180076	1.92218692674724	2.67059609201745	2.3535966112182	2.69207915557335	2.63717631372526	3.31466871502524	2.30184784942735	2.97631813528579	2.72078293007602	2.85285968946008	2.72546195360691	2.4015455457149	2.74413761804305	2.89073640489744	2.62745981186853	2.91583947724449	2.68364964910914	2.65960808365585	2.45634812367886	2.25399217599352	1.81323831339771	1.91524918477919	1.6361294657441	2.02982210845156	2.64359944252874	3.16746593672401	2.54984219793652	2.63555886010344	2.00881555358993	1.5964309139329	1.76119154715947	2.40647606230538	2.75493053067927	2.31114591022774
TMCO1_10035	8.84042037311574	9.00466213580278	8.94937146678573	8.9883506056588	8.83972115888444	8.90597373498894	8.88633348211935	8.99297833871958	8.86992346629031	9.26357049124891	9.12546587790234	9.18866647729359	9.21886355192747	9.10565651723385	8.86611432536695	9.22953095648399	9.08907200770924	9.36157924288523	9.25680816927068	9.35117420440294	9.11806549968929	9.29535209647613	9.28450772347863	9.392477218	9.60829209201773	9.06147111294528	8.85335346749229	9.31823480585756	9.51429745028638	8.69704655927091	9.21775532064129	9.91800890277777	9.55709016126028	9.68432090843132	9.85637496425202
IDH2_33002	5.25580355949391	5.13656663718341	4.64066308854644	4.89611571658907	5.14793329255575	4.84571183746937	5.34464619161806	4.83371109133816	4.69503895070459	5.08219048765661	4.65708816973767	4.73842005144941	4.78833964192155	4.60540014051628	5.50060371149231	4.97401528654609	4.67525130287649	5.33183026752417	4.29389633118262	5.0019724278763	5.39227807871028	4.40015662488469	5.06903734017358	5.1949697538972	4.96434042931358	5.02207156215037	5.03294159737811	5.09362126484022	5.21693551234626	5.01137664247578	4.50084159898793	5.21279010568702	5.41793836731315	6.09664514757466	5.38143738866428
SQRDL_9936	5.64402017886495	7.43986806512196	6.96883825350191	6.14743816305041	7.0129849805673	5.92197856715812	5.99205817677185	5.87998207756185	7.23556759281271	6.66281158568142	6.78620438620213	6.54884315571325	7.79127269032124	5.83755576959152	6.24524921737447	7.45249926516029	6.46288580301168	6.52909457337029	6.81054170663022	7.60542845787375	6.6296516885894	7.16948458463799	7.11786675223775	7.4314246513766	7.86473185021875	6.51224064661108	6.87254544471592	7.22114701931894	6.79585449805533	6.35737318647024	6.73757991119529	7.47640340821619	8.31433097928518	8.02393065389855	7.6772716767639
LSS_9163	4.38993009428065	5.21992847579184	4.90201619914497	4.22320344149934	4.68880013645211	4.43360833342805	4.96619396725304	4.64054510497857	5.10810789706311	5.33931773125527	5.01541924387435	5.33256614592882	5.19271666322431	4.68366993167628	4.83748430469308	5.4787464135926	4.52218722328624	5.3852388668978	5.51617275240144	5.71740113023849	5.66439755817114	5.32090653104744	5.44679430922779	5.9227952715891	5.98385113582748	6.01148541206342	5.2067614695362	5.15474797635714	5.05333258370807	4.4262313575337	4.6954408340231	5.890218704591	5.60956709043649	5.38453873507678	6.57461550321317
CTSC_32456	9.56752467138961	9.09115277448118	9.28725404546751	9.60205074731925	9.49383886895282	9.34261769230552	9.30515145585594	9.37480229898909	9.44825271355029	9.52216279626186	9.45283882807114	9.47178901987033	9.37107544725035	9.3881435273421	9.19941439574407	9.48027005291198	9.39489638247845	9.75121920591072	9.50050625371523	9.65779049113154	9.25065295258827	9.4132834072681	9.03008603569049	9.42956029783953	9.40807470205256	9.41371930131509	9.70252336497725	9.47838621519922	9.52093814689136	8.84671420999396	9.15649292004576	9.85313620314624	9.43001435349192	9.75976844387367	9.79977145683678
CXCL2_32508	0	0	0	0.865676276765878	0	0.350266667421942	0	0	0	0	0	0	0	1.39426184138536	0	0.281914340143022	0	0.283319284089599	0	0	0	0	0	0	0	0	0	0	0	0	0.208751864973545	0	0	0	0.338207304270497
TRAF6_10072	3.77664908364447	3.05722058121007	3.21051403333706	2.92173129490461	3.29630216097393	3.02586195011321	3.54281936167453	3.41258459273375	3.17228114999827	3.86365130429423	3.45987150249677	3.42170181451117	3.62773384588115	3.75333448234933	3.62477908857536	3.29984406329988	3.46647167391331	3.8533452964524	3.59460173755792	3.77786458751385	3.53644486925756	3.21121146411157	3.71441910478982	3.47506910569416	2.9980814830763	3.31079224516645	3.31943826532054	3.58232831363984	3.69620433045462	2.88461567472442	3.47504786380637	3.58411911348681	3.14476710762055	3.34313028054005	3.8553341278741
RGD1564614_9695	5.05383682542762	3.93532800928215	4.59210109775807	4.72726716084278	4.03005819296085	4.10542481950973	4.27245606232618	4.21025830819482	4.71089402119139	3.367442061079	4.26516192290439	4.17449207797	8.36349557951641	3.60031240552097	3.81217590168426	4.35209735039522	3.52624762716208	3.8533452964524	3.48465500225516	2.72472047216595	3.70231463160925	3.29279031529842	3.67582785413292	3.58053163016489	2.96047443576069	4.42429480416372	2.19946903577058	3.70417444362365	3.1658467018991	3.81826150116829	3.05612084574416	2.8977061540261	9.85192201747833	3.34313028054005	3.20002199010866
CHKB_8309	5.74512260050134	5.0930069450322	5.20621706595035	5.08269175424468	5.31713642585451	5.26199290189993	4.88528882120954	5.03582040033572	5.62569429855743	5.77399680085516	5.38896802743583	5.70518216305798	5.23613773071043	5.76019385919934	5.03863647534276	5.70449245900949	5.42128734372615	6.00325532154684	5.23982108014783	5.74784450649994	5.43219052082583	5.32090653104744	5.30226713746076	5.72996620302298	5.68846397817293	5.13412936642144	5.1591982950427	5.57461517579153	5.79689098054783	4.69311048014386	5.48376112944909	5.6435816283293	5.66817607178557	5.73537479923612	6.04416339691612
IRGM2_8916	6.54791696871604	6.21406158601167	6.55288477116427	6.6684414106142	6.67023220225373	6.69729834496006	6.49981531072473	6.44496864440088	6.74023509368567	6.88592737259023	6.72081855239722	6.77615518499276	6.37414977277795	7.00944136607078	6.20398828924149	6.96929885295418	6.54103382252989	6.82805614482672	6.74051014442467	6.75198747048494	6.55207709699457	6.15422820422097	6.39495457143326	6.4042871269377	6.11800037583063	6.48290892971287	6.3046967491778	6.80252365894807	6.19740893181318	6.7709675955123	6.28373348894962	6.11577616042365	6.57570644824886	6.2825065168059	6.89911233131538
FMO5_33281	9.71579552820416	9.44305045500019	10.2508498242433	9.94422271169708	9.71624571715647	9.20698386520034	9.15792954663459	9.66059098586974	9.9735753461449	8.39825459719483	9.58356600162436	9.39197287769098	8.80072169265638	9.04022303131565	9.11511944680495	9.66034816285522	9.44124366866203	8.87626823598779	9.17066800653273	8.29659492147091	8.53501167772456	8.96033067588085	9.39257405065743	9.05950291985669	8.90990857214276	9.58716756213587	9.5030486205349	9.10525362748093	8.54202109388007	9.99567424698403	8.48879575074817	8.59510995992891	8.79879023483648	8.8080272905595	8.64737098066966
CGRRF1_8300	7.49372538679274	6.95138657531519	6.89569383366115	7.2852496238665	7.12144825408551	6.71249918744173	6.92104516677698	7.10338289747929	7.10966139869275	6.84397957049966	7.06057567377146	7.02842972731515	6.45294157659263	7.17304290428138	6.93142023902236	6.91357315905485	7.1472387644016	7.03078866025878	6.58268563964425	6.40247989729455	6.87237841864884	6.29946043586321	6.18428138156427	6.44325797470754	6.60298240245962	6.74537151592261	6.66968574994133	6.40981113545929	6.4761751040682	7.47383723098998	6.1883973261543	6.39922774158134	6.92120681796964	6.9735518076727	6.54226538624607
NFKB2_9306	1.70875301261598	0.763405478301968	1.40673290797576	1.40293347722446	1.5314912003459	2.00818517527079	1.83069668899915	1.47859281975308	1.8384100440482	1.33638280977097	1.6883897109614	1.92860150175606	1.51726232160256	2.34237004260747	1.83454767350506	1.55692661928334	1.63426128867183	1.66444489431171	0.529289051882476	0.952373534476833	1.74685276774792	1.57314339881629	1.028159682724	1.53479730815998	0.269715018885819	1.36438548494005	1.13599504915229	1.98391290188722	1.15501127609215	1.74519511709778	1.06337552789459	1.54192306676836	1.00876143691102	1.74517496953334	1.3702247969102
SLC35A1_9868	7.03593250577823	7.05339533184429	6.9302898584522	6.88964012102322	6.93833701402277	7.06314247416062	7.14608334045752	7.00245354008003	6.96841349754658	7.43184697162945	7.25577160013873	7.34047841415403	7.3686824549542	7.18654672333145	6.96885115966756	7.17934514258554	7.28121683224915	7.47626175326582	7.73074114157089	7.44746306850204	7.42086392518067	7.54179359612038	7.38036950943569	7.60706643077063	7.61836163952433	7.00026017330707	6.87500105632483	7.43689365739114	7.41976567689296	7.05239966218614	7.39944093772213	7.59349042675159	7.29580759130159	7.24614295740141	7.48430342374095
PTK2B_9614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PKIB_33180	2.211027975262	0	1.40673290797576	0.496816978003987	1.03595420068916	0.631888855205012	0.889366600354711	0.777962192043196	1.44224709257005	0	1.22266893541874	0.517854781979054	0.640382193354939	1.66511395460833	0.513759496708872	1.19839517682393	0.553477506380642	0.520028247456081	0.529289051882476	0.458404519077451	0	0	0.429186044968609	0	0	0.336219840820973	0.998617291878642	0.276338826115344	0	0.741673925304429	0.391081216392941	0	0.814867978043173	0.334994714226659	0
FAM105A_32634	2.96464721746047	1.78292217989125	3.00329327010663	2.10056547886526	2.69207915557335	2.19293618946068	2.70936948663357	2.30184784942735	2.55239531709723	2.1339828545349	2.71312811338238	2.57675987068692	1.92360947743152	3.19262049989657	1.83454767350506	2.57617457476178	2.56315805848776	2.41679468974647	2.03651202035	1.69783103619514	2.10392003590416	1.28495480689052	2.04203605443808	1.6361294657441	2.02982210845156	2.70295274878033	2.62994808063579	2.26306891158792	1.91090011355041	2.81742545460981	1.06337552789459	1.13414856402618	1.47057333271558	0.606674911824503	1.51060407323301
SERPINE1_9813	0	0	0	0	0	0.350266667421942	0	0	0	0	0	0.282039181396673	0	0	0.279629341759767	0	0.303119671222984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF20B_8962	0	1.26001701441292	0.868434160150614	1.15917089651931	1.30489481406905	0.631888855205012	0.889366600354711	0	0	1.01205563067228	1.35393150038333	1.19879198463541	0.640382193354939	1.5360348198794	0.891832796510952	1.32806072005869	1.2647508278856	0.520028247456081	0	1.42389893992912	1.74685276774792	1.17450304437051	1.25453041957147	2.12871994194803	1.28628244905997	1.20927989276653	0.8467678981283	1.42703751747865	0.690131273474307	0.741673925304429	1.354383990436	1.85947574782836	0.814867978043173	2.75493053067927	2.71102777694669
PTPN12_9617	5.35510639921545	5.10767346336303	5.41605792180459	5.53046564501517	5.27078321732905	5.37138625412715	4.94638904455399	5.39559960757771	5.7227222475042	5.03822503474859	5.08321002022121	5.12508203956921	4.81721968890429	5.38244270195567	5.3346564738387	5.42178127928781	5.52015272785413	4.94147528452452	4.87607192029626	4.53942410980417	4.71215219290327	4.42449249097294	4.46825064917531	4.65795674503985	4.69342725599393	5.14487092066235	5.34779838014507	4.85137469530846	4.91350891484424	5.49260699058403	4.11663352229353	4.62403184399535	5.07223008313497	4.7341423555413	4.67633403074939
FOS_8657	2.211027975262	0.431619123480803	1.40673290797576	2.10056547886526	0.275118972741285	1.54773294574927	1.18811224793115	1.47859281975308	1.44224709257005	0.74661814449958	1.47424088054339	1.84436462537753	0.640382193354939	3.05804477331737	0	1.32806072005869	1.63426128867183	1.56214469543532	1.68530736385997	0.642500263861052	1.12308874231143	1.28495480689052	0.429186044968609	1.17950136800325	0	0.837808589942319	0.8467678981283	1.18059660273041	0.385944694695153	1.2291139142978	0.391081216392941	0.779834524904828	0.590809366655674	0.334994714226659	0.842016755114517
C1S_8172	8.82173428540746	7.57529757223968	8.4038780044703	8.61150763521419	8.49625822133653	8.33689028067482	8.45664626677766	8.14076464030777	8.35578912447665	7.45571922414535	8.10260362717981	8.19539361077827	7.4736954596917	8.11110817361072	8.33873373436787	8.53486061710612	8.14094651198119	7.83546471102692	7.57848925285506	7.21300162106299	8.10469414333654	7.42904467384775	7.22198088530103	7.42435903745766	7.44538924556954	8.6177593771107	7.73060061191106	7.72152237478967	7.19662377531529	8.51818286954533	6.83719653316639	7.02024804417159	7.06718747656306	7.08883837926049	6.44500201179532
GSTM3_8760	3.33272606504647	3.38075066308879	1.7978600485728	2.92173129490461	1.97867678982619	2.43208813512261	2.96696593034089	2.07593718385988	2.86735732487811	2.82796045372109	2.32231519976482	3.16812135318369	2.49982896939386	4.66835199774048	2.56542861704495	2.52299882824408	3.04406091506953	3.2422480502431	3.59460173755792	2.18688200646636	2.83314626131837	2.93450553690487	2.36672347909213	3.03002652702063	1.876725415687	1.63206116483495	1.99792544054443	2.99401432746719	2.77137601381249	2.51217727169971	2.78996725715062	3.55508099993166	1.71255682125462	5.47209398887564	4.69116369958906
AQP9_32709	8.69003551795996	8.52172794348746	8.60388498780762	8.38365428582109	8.59675831400269	8.76819241736849	8.81849807135124	8.59730473772791	8.62626393384689	8.86211273278292	8.76609116479893	8.93803048487493	9.06482327760788	8.67098271255259	8.74116497784144	9.07934969687045	8.93976940393264	8.77056234053512	9.01622878646234	9.382233204824	9.04078482838135	9.28915328911764	8.62168989109053	9.09330781875812	9.19943037587551	8.83976478553858	8.4986800442341	9.3076997226058	8.95252239086902	8.22602188634769	8.86575453138543	9.01055205859156	8.41295255610963	8.7893987846217	8.84927940669123
KMO_8974	6.53385576440419	5.87142867211797	6.50122118816353	6.75335279205252	6.92841745078311	6.72754153595404	6.46543866260507	6.32147968166328	6.8588307233079	6.00852842433432	6.64273132571487	6.47372698461405	6.24902204299948	6.09980900965035	6.5219970910042	6.97920353604506	6.54465162357548	6.43454007796252	5.67478866244119	6.04613591055524	5.85264235910855	5.5203674333066	4.92838283331504	5.72996620302298	5.45149104914782	6.54504826105637	6.89691547774449	5.76026372838582	5.85155678593201	6.45455121166494	5.09430053889328	5.74349221341083	5.84371245696234	6.50640262201169	5.73629580304268
INS1_32525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.305241668007031	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAMC1_8981	7.02592083556119	6.43948381004293	6.73164812339798	6.59057899513567	6.59697698542878	6.42016641981007	6.26416630830057	6.54221502485432	7.12749125443135	6.08615093765939	6.67133203886443	6.55548187174476	6.0403242844277	6.53935310649218	6.40670885542785	6.33329522331004	6.58737204957546	6.41265900920319	6.22915287661494	5.94903257505149	6.51538810197444	6.16148581830068	6.13534481269672	6.21663176386182	6.25633261950864	6.56518050854501	6.99273947972604	6.28647244135472	6.14834553256237	7.29398325331272	5.76142538521689	6.19791112534138	6.74181962609651	6.67456331219877	6.30740453062235
CHN3_8312	0	0	0	0	0.275118972741285	0.350266667421942	0	0	0.653041040674997	0.22584717917273	0.289594604697332	0	0.456800571653539	0.346444522692796	0.279629341759767	0	0.303119671222984	0	0	0	0.305241668007031	0	0.429186044968609	0.275997278515218	0	0	0.262573650357151	0	0	0	0	0	0	0	0
LOC100911177_9074	5.27283598726041	4.74455049557143	5.08861705985786	5.21631982601348	5.06886643038515	4.83185818710211	4.86433318651718	5.0669147226776	5.26668892948449	4.4266080952428	5.19248940289625	5.07974803405615	4.30822849180347	5.32498936868571	4.92133955372541	5.26057623816079	5.55644392898825	4.96170856614689	4.00624466866344	4.40579893869083	4.00719895403247	4.10126112981788	3.89326005221277	3.97802681620038	4.30062450653063	4.88783905462498	5.01524063796411	4.62323237133973	3.69620433045462	5.07028495326665	3.20968100526969	3.84626931974657	4.47611208784681	4.14794635739173	4.14107620659431
CLIC1_8331	5.88461770962207	5.20636505795085	5.8049761360044	5.79898047013059	5.63638620931494	5.67279064899255	5.55543534291621	5.38330016951031	5.78396196467641	5.06768369841598	5.68541784265334	5.7521736126177	4.96218206526455	6.31673913953544	5.51417091584978	5.84652987854233	5.3813821806425	5.58105590014109	5.27327396191575	5.0019724278763	5.49383903934371	4.55146237119791	4.63846110725951	5.06470798562823	4.97380916990702	5.62321628540218	5.26783394391384	5.25386367144196	4.89875132077177	6.28460940613668	4.6867458460696	5.14620018339403	5.46828413814778	5.65533627991369	5.16480178452917
PCK2_9440	2.78635219195269	2.27387705515761	2.67059609201745	2.46520787126118	2.78295964778388	2.63717631372526	2.80044205650573	2.58567164033816	4.11400551585061	2.1339828545349	2.25672235751455	2.77180789407021	1.99275304333099	1.39426184138536	3.25630402352447	2.62745981186853	2.77510064913681	2.52952527513594	2.03651202035	2.45634812367886	2.73444179451445	1.81323831339771	2.71007995664511	1.90334698849553	2.5180572475336	4.13208297255722	2.84561475108786	2.13023235311048	2.48561421224312	3.18036717005781	1.80364312053912	3.15157850416748	3.4081326860578	3.70300634306015	3.88143032712022
PPP3CB_32635	4.86457704467057	4.33492952964102	4.43576243875837	3.69173600981974	4.4737532462327	4.41514490768578	3.82899927830783	4.29148462083276	4.48979815667689	4.27068502655739	4.56524804194194	4.6167365106547	4.2946012450412	4.43484015254603	3.8766161759642	4.49701889694524	4.41558476417355	4.38978932017686	4.29389633118262	4.18626175624932	3.85106530661429	3.78147561987657	3.55344462143335	4.01612343784366	4.31559586552362	4.11032584418666	4.46984577097075	4.36694647730377	4.42961032364443	4.2841556218147	3.62821577101784	4.06802983801322	3.99364697223822	3.58227382738482	4.24523416655015
LRPAP1_9158	7.47176634735341	7.08338481791432	7.39757284050229	7.50686372396621	7.48510159688573	7.44622666881259	7.32545677542101	7.24265825571027	7.3232732310104	6.932706126275	7.51091573364566	7.3709068580663	6.75113870562908	7.20789332300072	7.49201377240365	7.6327298168278	7.40778157016274	7.19788894613259	6.89355562502671	6.86044893180946	7.14637503709471	6.71895813307707	6.34663600762823	6.94087385386933	6.85434321083349	7.33642593162831	7.38956716446333	7.19644050170873	6.82346594756421	7.86552093989626	6.20066461247512	7.17140509184019	7.71435382574218	7.61843575681151	7.13702931338276
LAMP3_32979	0	0	0	0.496816978003987	0.275118972741285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.269715018885819	0	0	0	0	0	0	0	0	0	0
F10_8585	10.5156115505864	10.1701903618218	10.6129394562905	10.5339068257174	10.4344592363038	10.4326733186476	10.3518443202397	10.4405328099527	10.5452659734259	9.85634785165535	10.4085773223583	10.2937412870035	10.1028590011719	10.2181896721476	10.5407339494669	10.5748257543964	10.545745399205	10.183892566816	9.96516341150615	9.82029828971304	10.1667144166056	9.89718202763489	9.73870824671092	9.74310602070822	10.1010970042244	10.337107420609	10.4395567581164	10.1505101420198	9.98857174558763	10.9804030990696	9.44227897752315	9.82033499473581	10.4802155481083	9.92984683622178	9.85060711838234
NCKAP1L_33041	0.931692633702306	0.431619123480803	1.40673290797576	0.496816978003987	1.17668228924561	1.4053266236579	1.64658052353789	0.777962192043196	1.10094982438963	1.4300913623767	1.0782571979512	0.898130338611126	0.803218262529112	1.89306462951262	1.04922289659603	1.55692661928334	1.2647508278856	1.33281769525212	0	0.952373534476833	1.52857372434228	0.924453480305162	0.429186044968609	0.707076274983019	0.693060014978525	1.03546736196827	0.8467678981283	1.53608145678526	0.690131273474307	0.741673925304429	1.26375032288428	0.779834524904828	0.590809366655674	0	0.611993352237143
CFD_33235	5.23856764245615	4.25812793500435	5.07100630034843	5.15105238189174	5.24703588856533	4.96474915456804	4.73177413464555	4.92138836963413	4.69503895070459	4.53603767045821	5.20123311593394	4.49769094889826	4.00773686797887	4.96014075427855	4.74845262889298	5.16835116512731	4.67525130287649	4.34427871591711	4.29389633118262	4.3539665048491	4.6458060491236	3.5355538940151	4.4223640744729	4.55820000362611	4.71617159454305	4.52640245081445	4.41690155407387	4.01796280361529	4.27820110727303	5.05578183892155	3.41314058488963	4.10856647841837	4.14576039745477	3.67375714726538	4.09721206938945
SYNGR3_9978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPKAPK5_9195	4.48068827371951	3.56207616987892	4.06073274926394	4.12464846590278	4.17133526576151	3.96015957887157	3.91303149727565	3.96822868120122	4.18383420332608	3.34355621799421	3.90734220786846	4.24189518487034	3.39212706958864	3.72400103042455	3.85545429403237	3.93010034061555	3.76825987535315	3.74076836430636	3.09334092374343	3.29123575224941	3.62176223921972	3.18296017081096	2.98722514886239	3.6305060269786	3.0347330726598	3.73713362860686	3.50843808569365	3.42107575679489	3.26123359405282	4.73011622614363	2.91435261056135	3.29897865759395	3.53952118371621	3.10094583982579	3.5645701456083
