ID	S2P3_E10	S2P3_C10	S2P3_B10	S2P3_D10	S2P3_G10	S2P3_A11	S2P3_F10	S2P3_H10	S2P3_B11	S2P3_D11	S2P3_E11	S2P3_C11	S2P3_G11	S2P3_H11	S2P3_F11	S2P3_A12	S2P3_C12	S2P3_B12	S2P3_E12	S2P3_D12	S2P3_G12	S2P3_H12	S2P3_F12	S2P4_D01	S2P4_F01	S2P4_E01	S2P4_H01	S2P4_G01	S2P4_G02	S2P4_F02	S2P4_E02	S2P4_D02	S2P4_B03	S2P4_C03	S2P4_H02	S2P4_A03
SMC2_9898	5.94735469102803	6.06494409174565	5.67073770511841	6.13308820977096	5.76575207871174	5.5829183608568	5.88176874055683	6.13891630650145	5.83245428380408	5.58474722043379	5.78138827156419	5.99390297447891	6.3313287113969	5.5737990040652	5.97596528862922	5.38531570936432	5.66566457250175	5.5992598852806	5.69064749683217	5.72112583556122	5.52981490481045	5.70726197188768	5.43696327393666	5.73925581896329	5.54629951542637	5.66485754460645	5.57652366686845	5.46535925382047	5.10619367325621	5.61396079382259	5.472286349331	5.577246653454	5.84759874710075	5.357176148578	5.30107745332009	5.50075435309101
UROC1_33128	0	0	0	0.338069966071349	0	0	0.414815203739901	0	0.804414734614847	0	0	0	0	0	0	0	0	0	0.321349466230637	0.445615398900818	0.333159218835195	0	0.569158385294824	0.734239049553157	0	0	0	0	0	0.518236290991486	0	0	0	0	0	0.264555553590834
CALR_8190	11.1193362199988	11.3097788097105	11.1551948428236	11.2229486361284	10.9781734560419	10.9808431960431	11.1298960511252	10.952935107457	11.1556819046881	11.0104589660747	11.0263182419954	11.1939372021465	10.5192877167811	10.9636273605287	11.0370964920505	11.0978369874604	11.0775166732341	11.2094881117185	10.8983500811428	10.9871097498663	10.667674332542	10.9424495957962	11.0139588261173	10.7824397441766	10.6669576088812	10.8672456941309	10.9766738724414	10.8409155806787	10.6431639981159	10.6979170064048	10.7575670445289	10.6951956346481	10.4599205287448	10.8057715910012	10.4414598563171	10.6669516403028
FAM103A1_33078	8.73698958661611	8.93973568363993	8.92237043159765	9.01175738883973	8.82678219781508	8.81409414723687	8.62968335601214	8.60244535252813	8.79566200596251	8.74846377783801	8.83179595974112	8.66693632656275	8.3626370302045	8.74179693689457	8.60648454807745	8.89228457641773	8.5283977008869	8.90283123863936	8.73857829147429	8.80132280656591	8.77712631382689	8.95021967220646	8.73106804158836	8.81655629659839	8.63168658597624	8.55444290163686	8.6381057950007	8.92314499300966	8.78908858816954	8.64045909844177	8.67463278816375	8.73972352863597	8.43443421461951	8.58246911527331	8.6064455528128	8.89904399280833
SLCO1A1_9885	10.5172697990618	10.3997270396976	11.3820032807848	9.61267444539998	10.9272982407535	10.4171889587761	10.7601082206157	11.0828836924087	10.7544776417352	11.0913224280845	11.3360676545667	10.7170231459723	11.0846596663647	10.5686639334343	10.0807618893603	10.1580247854977	9.71318509919242	8.36453872810841	10.5001868820951	10.8878269256413	10.6317500123909	9.33323849626583	10.5536286416422	10.6990983704128	10.3688783245822	10.6860013148584	10.6311961353521	9.67131037469282	9.04301218418878	9.65111219942085	9.9657564509117	10.1978264010204	8.58846592652606	9.33691089158627	10.1079826261561	9.6630115302444
SLC6A18_32647	7.92540418623049	8.14165294218818	8.27225028200534	7.44481816573979	8.43089781666595	7.96008786575409	8.22472271841933	8.34596088422591	7.97615101086065	8.38338540679606	8.73779427258276	8.70578148987278	8.11014699428472	8.45334785737593	7.95156402621726	8.11550997982207	7.6093201558814	7.42003187085407	8.42651968185306	8.41974054284043	8.85121874211777	7.77541597753168	8.57148550141238	8.35221220511503	8.70058180979639	8.79659863478855	8.11521415234758	8.03403437169305	8.05814076618948	8.65135547708842	8.35073374919394	8.96463646802662	8.31799326415212	8.61243928753144	8.58449590399637	8.21755048601317
CTSS_8404	9.14625370554552	8.80777658166454	8.51854261490439	8.71810971630985	8.76868500776999	8.50422969484091	8.667997782424	8.79942867177049	8.83274273251702	8.8171333039684	8.55443219014145	9.10800389659348	8.41250321403727	8.74457556376552	8.42167334485388	8.71071454716758	8.63769832177716	8.32136831534301	9.0222496585527	8.77355539246796	8.45174497528477	8.68289576863533	8.39928148763032	8.58689401323443	8.51902995828265	8.66323515553679	8.65265269815104	8.4252176816013	8.29069565405879	8.55185455414142	8.7004776284257	8.91892592658792	8.78495736749625	8.5916169110559	8.58449590399637	8.50173209965798
PSMB9_9592	6.13067303050996	5.65707205508435	5.67933626060539	5.66232250604796	5.86668751615049	6.18454850630099	6.39143862621131	5.31962658712144	5.95034309937124	5.86082309525631	6.22107003687331	6.47533035149986	5.31305974851948	5.49678451248218	5.6987644766223	5.89483883488637	5.23360088797003	5.61884176440848	5.87367081293917	5.69112345023786	5.6615181634124	5.61905660166471	5.17253516025104	5.77465806458093	5.0388281266492	5.58843399691045	5.15410700890267	5.44315740298114	6.00767747925295	5.31825524576198	5.9090393761586	5.55008828784677	5.29834486659356	5.09431525795488	4.92720230439212	5.5261804727349
ACOT1_7968	8.78414657139127	8.69652694185655	8.73092577534896	8.78872359274615	9.44670214902716	8.94495355872281	9.03985864383169	9.25061497153565	9.52183782487831	9.40295640193107	9.36800736063003	9.27140107944614	9.46380498835281	9.806103816846	9.77803945107534	10.059481508359	9.62647094619271	10.268474107369	9.98259359135042	9.87363929218358	10.1624690827324	10.2849402645278	10.0100960431572	10.0443893421318	9.80323031059989	9.91130854790127	9.70968107898064	10.0639455062933	10.0752368834884	10.1442042305566	9.93410925095662	9.83404437434081	10.2628765085392	9.82162242360989	10.2964985341672	10.1455733777646
UBE2J1_10122	7.21162336512916	7.10565707687952	7.10247432624079	7.39362869347513	7.26057910674074	7.37691575028772	7.23752124337182	7.09060395804993	7.05252630837893	7.2281563212567	7.14633065959185	7.07956702072886	6.66763676018214	7.20449793431473	7.06886567333394	6.77524162855938	6.78237376831968	7.12141361356796	6.93670735931875	6.98181375023338	7.00614742272397	7.26478055864276	6.96086578116131	6.83033606110408	6.8144895851495	7.01412361199415	6.84805411313023	6.97522351494417	7.47861736967964	6.86292592545044	7.14770392300368	7.04797781046315	7.0047151166811	7.09867665170319	7.09854804729641	6.98859911562407
CCNF_8228	1.66951583854949	1.58003710789782	1.64690060157179	1.63808088270996	0.441955375999717	1.10076498770209	1.41448169619564	1.08438225179635	0.804414734614847	1.29038516554764	1.45521310454684	1.10265933588532	1.8141607679956	0.49840914427211	0	0.823544170778631	1.37427164373864	0.733340868842924	0.806114719211097	1.58034913077696	1.35536252478427	0.308425798922057	1.77327439047254	0	0	0	0	0.743907467725323	1.33353582518323	0	0.943563090795153	0	0.878358919402924	0.573059031592877	0	1.49128529454352
SOD1_33183	12.7140489313965	12.5058057173694	12.8157378171601	12.3986893650391	12.6822741906258	12.3161179673597	12.2746533477842	12.1993782330416	12.3463472944512	12.0560244844823	12.3553446517127	12.1165663391149	12.1088648681011	12.1266089694894	11.8672383367425	12.6619430620988	12.3800990985003	12.7176845636778	12.6884123015955	12.7562689007598	12.9453207708579	12.7267812227995	12.7048121563895	12.6733147126967	12.5779873080587	12.7713096618389	12.7028156654841	12.6844752895215	12.3606707893544	12.4091208968712	12.5946838305702	12.5997417400114	12.2863500672776	12.4547227220957	12.463940691263	12.6465414809982
SLC1A5_32581	6.11562530064868	5.38018462384086	5.1948827078072	5.13193133503027	5.83079545964733	7.02623873676594	5.36836594584223	5.56983720146693	5.55169704974446	5.73917542054994	5.5989814519756	6.34562923864798	4.05333820139773	4.6637228008186	4.90369982112322	5.69497450177236	5.82611497802355	5.51816107855414	5.97443046189464	5.81221520605115	5.45489592556322	5.49492147203383	5.6254394386678	5.58826209794513	5.83602690843563	5.46562635308168	5.52323820184721	5.5299855798385	6.89564847475322	5.66400998668063	6.62066316629096	5.66846623786825	5.31363009056853	5.97018278100716	5.73534025705342	5.83167273751334
E2F1_8509	2.689901947734	2.39610588640226	2.62684707533249	2.31062106986122	1.81110511544116	2.47993811572776	2.11479312167277	2.7229766967724	1.31781015263913	2.08859968439281	1.20569150225254	2.57833682546259	2.59289953940579	2.76068287904711	2.22269794100812	2.0282130693925	2.42734268250597	1.57891622249342	2.31961218651568	2.90960197761551	2.21311893431993	1.94870128033227	1.96419412417622	2.11022928060967	0.759488039919973	1.56713246023163	1.72559414951685	1.88706596596004	2.92362748983754	2.52462445224408	1.72603814089689	2.04133576615014	1.72477178254387	1.97307773764862	1.62156385160578	1.93271239721336
CHMP6_8311	6.14556542694123	5.72066591369865	5.93767086058495	5.77792299560194	5.64693635480062	5.79605942151566	5.69956743918097	5.13644789628802	5.38131194006005	5.57383967216617	5.73495663526866	5.76950950432525	4.43534261020206	5.59858322037009	4.90369982112322	5.38531570936432	4.94752297872457	5.3564923503425	5.38949096322752	5.36353334238957	5.50527166715557	5.76531415668404	5.2841860645779	5.30320169764836	5.41187994471407	5.56867836177807	5.00659875820072	5.46535925382047	5.97318179898293	5.45246780844064	5.69432251682961	5.64298668033842	4.35685376877337	5.15481401725587	5.46834168753102	5.55116623109478
ECI1_8520	9.94668312484461	9.63672864654903	9.67005906653967	9.69541267751129	11.4719776783132	11.5119133935844	11.4697697998004	11.3267389334343	11.5915339362574	11.8231382528222	11.6316902174395	11.4733820409145	11.1863115996376	12.1218081710916	11.8263780565827	12.182624053895	11.699342743423	12.1032540093378	11.8046615186305	11.7539097343289	12.0752262886794	11.9768792172459	11.7913741175651	11.8484336263346	11.6945315289164	11.7889626738143	11.3207516978048	11.7328204054572	12.2759417216528	11.904388737941	12.1883473167981	11.6484957691246	11.6810217431082	11.4454246418539	11.9614362498408	12.0010476325031
