ID	S2P3_E10	S2P3_C10	S2P3_B10	S2P3_D10	S2P3_G10	S2P3_A11	S2P3_F10	S2P3_H10	S2P3_B11	S2P3_D11	S2P3_E11	S2P3_C11	S2P3_G11	S2P3_H11	S2P3_F11	S2P3_A12	S2P3_C12	S2P3_B12	S2P3_E12	S2P3_D12	S2P3_G12	S2P3_H12	S2P3_F12	S2P4_D01	S2P4_F01	S2P4_E01	S2P4_H01	S2P4_G01	S2P4_G02	S2P4_F02	S2P4_E02	S2P4_D02	S2P4_B03	S2P4_C03	S2P4_H02	S2P4_A03
TXNL4B_10113	1.9664689590721	2.04501999416173	2.39594099485459	2.58909796842253	2.50074481724618	1.8761451958133	2.2216936628441	2.21459696341687	1.85300959534757	1.81982494273765	2.1647673622707	2.15137352304716	2.59289953940579	1.4063297966866	2.34345678995667	0.823544170778631	2.5303479647399	2.10849848933919	2.45706303275413	2.0271918756248	2.74736979635811	2.11669084875372	2.05094592939362	2.31646984301516	2.36662677802966	2.64040599991204	2.48911283294755	2.82218967870627	2.18495419973025	2.00914041494311	2.23053797089482	2.04133576615014	2.64137701901271	2.67002926384728	2.15762802935948	2.27024561577335
DDX42_8455	6.81037868338547	6.45446145179321	6.67811874357952	6.5819404925905	6.60616840273565	6.7527105759665	6.86948293576942	6.85608809166376	6.45264008676065	6.59683219323466	6.47523919107969	6.66128153409983	6.49322898342663	6.62038954432729	6.49579543859377	6.18163113231937	6.04196742282187	6.46675681326303	6.54402999139701	6.39015068711261	7.05487726908599	7.22165731721293	6.45642138588554	6.41391586894301	6.6550101115071	6.9159062642387	6.37337478653372	6.60707718904368	6.98492560092138	6.92581811157035	6.6474840431543	6.59565052711325	6.48957509176127	6.29087461121375	6.73586204144767	6.55435640784801
ST14_32674	5.78564057360151	5.68921935742295	5.97307030357251	5.15349878768955	5.67757017760745	5.27703875536483	5.62361951074092	6.40522542651895	5.49312827785674	5.70958395263614	5.63735453869956	7.11582621539658	4.46851950664679	5.82549108864687	5.05284453638077	5.53652382407043	5.41952920039965	5.1831889477699	6.24507018263036	5.83982510625987	6.02597987414681	5.58364177601486	5.58966271673855	5.64675212276811	5.87060764306503	5.58843399691045	5.67753065375494	5.59184063097153	6.04136757225715	5.49456717019555	5.86400996683063	5.81255992668189	5.77767445084926	6.93294871667875	5.42249748266046	5.79553488484724
PC_9434	8.60717843779335	8.56193824653416	8.52332655123547	8.48174672707556	8.70567467214649	8.98352703036367	8.65732429714146	8.46853169140253	8.66645616136446	8.73995060173449	8.51203664419645	8.17504024509006	7.87056531724906	8.37661138590023	8.68714777661047	8.57461490289722	7.8843089347765	8.48591296553738	8.2615565589898	8.34544007958423	8.406074197639	8.62919426912391	8.15679497074591	8.45943973897989	8.08335705328738	8.1179255446217	7.65623306497611	8.15165760050365	8.06907087637767	8.06896009100704	7.99117185124923	8.07145574416009	7.24689208589406	7.47988990871629	7.37314357454866	8.04028696379315
CSNK1A1_8393	8.72340537944851	8.67260635878523	8.56336198999938	8.68516976994291	8.51529086948278	8.86338606030844	8.4626375058156	8.52447576134141	8.54485683075793	8.4579507342046	8.47719970895283	8.8763503600867	8.11277252653712	8.50013719041941	8.37816053816788	8.23089505982999	8.20938777260751	8.3312938229797	8.27556332591559	8.23019870473611	8.33821536637658	8.47344180291021	8.26282489927344	8.09997979126059	8.37891992998861	8.25402945757046	8.19120398348777	8.373325098381	8.68813254612504	8.43059398112288	8.37300218334594	8.40468233147012	8.07840931309602	8.36497814549068	8.26707813639865	8.20678017188371
KIFC1_8966	4.62224790617877	4.26245061247474	5.4473156375366	4.18302481006826	5.18927039116481	4.578556970433	5.19553208836481	4.95291597562764	4.61546165191079	4.79440387156419	4.78476840295694	4.60481481151919	5.27605930103439	4.79818395100992	4.30347335817607	3.81616147718028	4.32972925742834	3.42175367959161	4.06336675054177	4.72866024385927	4.80817786401098	3.66441805596814	4.3466954288292	4.51703336567805	4.02179728137196	4.0045759311687	4.23882607332894	3.38486182920612	3.18708850400383	3.20349289229143	4.17636577321845	4.05148726928584	3.16409258362976	2.87573490091545	3.92537357853218	3.51926863275281
B4GALT1_8124	6.81504381497942	6.78708824271932	6.60327884384373	6.81971040126186	6.43743049611224	6.87967822180992	6.78484358172264	7.04848462669946	6.56495525075539	6.77881956789322	6.5101229312268	7.0836411168444	6.65328052774915	6.42638090963114	6.5964364925898	6.5801309799121	6.9167852441836	6.59422893377423	6.86131555637583	6.56300308390312	6.66577085140003	6.69670772420752	6.77266887845114	6.36829581778668	7.04391496777329	6.65993502797725	6.71180233597532	6.85424436771193	7.01914491029997	6.68650021238753	6.85157133814934	6.71049096373534	6.84557151924828	7.01954739876486	6.60857875326731	6.77455426194721
TNNI2_32751	0	0.36093014944538	0.383512967094616	0.338069966071349	0	0	0.736609904861042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00967958270039	0	0	0	0.274495171198044	0.314797805520973	0	0.264555553590834
GNAQ_33018	8.93320227183856	8.87918882021307	8.82110579249331	9.01028056951388	8.8848196739611	8.8274849840495	8.73720495539424	8.85459619154487	8.71979039510595	8.81134057960248	8.848248102478	9.02781151079474	8.72717310628273	8.77750824029597	8.76489097720048	8.59198654651511	8.74600208178735	8.91937587226122	8.91895144627806	8.79898031846561	8.72582429887358	8.89783452695087	8.80313230929416	8.81443158351085	8.7617377340489	8.87308870148247	8.78304586074369	9.05526419704941	8.95589347780781	8.78599235912269	8.97118502615419	8.86760050219189	8.88171334251924	9.00160717481158	8.71976363444387	8.88927939219039
DAB2_33094	10.8560071479671	10.8701127860818	10.7717404611168	10.9981578278554	10.6072138874677	10.7615172759486	11.0237890130112	10.6328696811572	10.6376668148394	10.4652368173054	10.3645344269589	10.1226232086397	11.1541732719981	10.4536577911829	10.8877785030862	10.3378193450708	10.6237392179166	10.6161282970649	10.3637021545785	10.1057571127313	10.4114366341046	10.631453505715	10.1005781226753	10.2673634724306	10.1930299257324	10.1468721995556	10.1767534139852	10.472949912872	10.1942037566812	10.2666869807846	10.1452574903337	10.0286016123018	10.4032234109534	9.85733070794854	10.0346461631757	10.368845575624
RAB5A_9644	7.53089472221339	7.46490299778064	7.55437316606769	7.37538919917785	7.54990799527396	7.73571219357067	7.46672118867073	7.36761973297675	7.49301415006974	7.49999507164272	7.58305102534193	7.73665785049678	6.72367437397059	7.27538243443071	6.94072645574389	7.31105253685185	6.64565890061703	7.21659103876011	7.33474435391977	7.21580602552644	7.56873188229253	7.15082965194895	7.25157608143806	7.25060651479179	7.14625425408457	7.09920942385596	6.97915183368391	7.12917321388235	7.55446670510517	7.30671792522985	7.2562398807442	7.33328993085077	6.84030400815117	7.4660291788377	7.27981095313436	7.32011287955827
PTGS2_9612	5.25089828090743	5.02468104906905	5.09559025029129	5.72128029792576	5.81250892850898	5.67198759272755	6.06521308119094	5.69991978995975	5.143071301294	5.11344852588979	4.69058924261422	6.01111763352444	5.07532516217191	5.38725369642329	4.73733984684846	5.05872463700941	4.49166040344484	5.9734249438346	5.11612900995474	4.5507458845795	5.48867443404968	5.45628149471239	4.9535811281184	4.67526454780213	4.53434009741416	4.17104513270063	4.75251224252943	5.35076694754283	4.90128785524406	4.04957140392118	5.11684054154196	4.16324636943107	4.32703622868065	3.87331020753339	3.10701403924186	4.56943332169644
COLEC12_32794	5.10614724156393	4.83656051444109	5.00272402093927	4.85752455385225	4.21441774741627	4.79229781920673	5.24706153766782	5.20378666767633	4.74157927457235	4.83150922701673	5.5461761232749	5.96768960453803	4.17891702039772	4.75474126276696	4.30347335817607	3.73508588353467	4.8710830520943	4.67309989050823	4.9629815628461	4.60538900088427	5.06484515346359	4.51908434564004	4.56875673356584	4.63730380507403	4.44537533403418	4.61811057687765	5.15410700890267	4.45390419821073	4.99596599828619	4.35396884851698	5.24530150464734	4.98720563357485	4.74293340225609	5.16465501220125	3.92537357853218	3.66373439032501
PRKAR2B_33052	8.02137578514823	5.44751453900061	6.11926818163846	5.68471497434588	6.0956612092164	10.2844529887095	5.68095198320427	6.09820385457667	5.91508473719424	6.3313888778162	6.75081683130617	6.68828751548876	6.20906247213842	5.58624433290941	5.17178653623398	4.67987104427117	8.61883003521726	5.04527184136042	5.70451913548005	6.02359694865897	6.03171967676882	5.40850455967821	5.9751761622566	5.72122349969878	5.43517105097513	6.17647922340835	5.41037278340004	4.90748385481684	9.39756070995627	6.11453611828168	9.36275463289552	5.75425953262379	5.06537705594236	5.98691949924597	5.60800883258417	5.4878712530175
LOC691496_33185	0	0	0	0.611766147669948	0	0.466299555275646	0	0	0	0	0.521545944753211	0	0	0	0	0	0	0.527727275128808	0.321349466230637	0.239944784301564	0.333159218835195	0	0.312466416002193	0	0	0	0	0	0	0	0	0	0.274495171198044	0	0	0.264555553590834
GNAS_32916	0.78828985858951	0.36093014944538	0	0.338069966071349	0	0.466299555275646	0	0	0	0	0	0.467280104139454	0	0	0	0	0	0.527727275128808	0.321349466230637	0.239944784301564	0	0	0	0	0	0	0	0.743907467725323	0	0	0	0	0	0.314797805520973	0	0
FCER1A_32292	1.06387502731305	0.649392203444466	0.383512967094616	0.338069966071349	0	2.82883068610881	0.414815203739901	0	0	0.445179359134187	0.521545944753211	0	0.588142558019501	0.868141460356527	0.493152578686711	0	2.42734268250597	0.913272510638432	0	0.625590688070529	0	1.41602365249061	0	0	0	0	0	0	2.71678270806512	1.44827362736175	1.50921177795269	0	0.505018468143824	0.573059031592877	0	0
PRDX1_32791	11.5137316926288	11.551643647571	11.6027419709992	11.3541822626929	11.5153741044752	11.3918833745045	11.4153806823068	11.6895687692684	11.544360116604	11.3963356047412	11.5001400935944	11.440998559398	11.9783636118869	11.3997194762472	11.6888980698914	11.3500809639617	11.4790360131547	11.2403675019455	11.6182415665796	11.569260375085	11.3832536941302	11.4646633820541	11.6256034399533	11.7158412234493	11.5281626719849	11.5237671225517	11.4438478663059	11.5206153886375	11.247504107061	11.4954821166275	11.3371122507751	11.3719237335149	11.6365118615197	11.361277886342	11.3562250998317	11.3578275959816
KLHL21_8971	5.02793402863788	5.14546099415978	4.91807089031375	4.61481180679999	4.66529100551453	4.578556970433	4.64300238807134	4.844564737434	4.80073105390265	4.90297411386035	4.58983001875129	5.06662959604318	4.00892610528507	4.51542947217601	4.62269607509327	4.39324149582694	4.8710830520943	4.51487893681931	4.68371761420565	4.21349534480393	4.89890289155077	4.4887730499378	4.81171953527645	3.90052062401291	4.8085241207658	4.36677795949503	4.10014852731461	4.87468059446383	5.37637911452196	4.70419643291249	4.72191891254936	4.56707167476011	4.67354393483753	4.93094144370291	4.80746274207679	4.73122518257536
LAMP1_33255	11.5104996669178	11.5504136140326	11.336859390733	11.5306605569203	11.2504585163393	11.4827809767754	11.3411856229618	10.8601052478565	11.2710741645418	11.2388784059292	11.1218863194473	11.1301239148735	10.4305251552851	11.2721724940508	11.0252974318641	11.2709506521634	11.1201983306053	11.4517783148781	11.0596580277346	10.9976174763151	11.238447984297	11.4923801085178	10.9789511604154	11.0892333172961	11.4581192702514	11.0957960922794	11.1444989919119	11.3573213451339	11.2901661928883	11.3999564304959	11.1250728388257	11.0682516324673	10.6117782530252	11.1369028754543	11.0036296708459	11.4075226169738
CLU_32773	6.54991283690105	5.8823432345201	5.57260827583718	5.4079682740853	6.04173387682814	5.96419912936948	6.07237280702908	5.43621653581009	5.87894305490906	5.69958369597615	5.83740217991899	6.10229291419663	4.86717300954719	5.70512686413955	5.3553224844829	5.73722389002024	5.61968275694425	5.30906439152397	5.86134043448198	5.0768793194053	5.85522758916143	5.32518271905873	5.43696327393666	5.37415994030537	5.15560711935969	5.50773451891717	5.44898402718958	5.37442514738272	6.07428884715701	5.54885424380467	6.02607919347535	5.27948456807382	5.75545919367176	5.28683020144577	4.44432520178383	5.79553488484724
NOL3_9328	2.21260990673444	2.14112000013177	2.01619137550075	2.31062106986122	2.1967463526742	3.17197327680566	0.999555374664756	1.56599572276648	1.51908537577074	2.08859968439281	2.01736914569653	2.02148142639872	2.70849852469781	1.61507482352035	2.45488376770524	0	2.31641368780774	1.68180077047226	2.38997392166475	1.8930561403209	1.84707089218245	2.33686816261919	1.87189013721114	2.31646984301516	1.622306915324	0	1.72559414951685	1.88706596596004	3.54118902029225	2.28978420641051	3.53824416736167	1.87620614399629	2.05087130752679	1.78172612881765	0.75903764330665	1.14247587230708
CHIC2_8307	1.9664689590721	0.649392203444466	0	0.611766147669948	0	0.818132764380627	0.999555374664756	1.56599572276648	0.45756128368814	0.445179359134187	1.66787544177089	0.819669160535281	0	0	0.85999693254363	1.72650203176839	0.483459814821758	0.527727275128808	0.806114719211097	0.785583904297095	1.62206448539924	0.562387954083207	0.976228426345556	1.21849577834125	0.759488039919973	0	1.44909765340236	0	0	0.518236290991486	0.547584256954005	0	1.63026921684474	0.792032344185657	0.75903764330665	1.00455864011006
IARS_33171	6.17489681995051	5.79640818031367	6.03467950405229	6.02022625938895	5.89303245355356	6.35563284820017	5.83201623444239	5.88909142293002	6.11476263594338	6.24464083108181	5.9934692579026	6.03656049981639	5.4687351887287	6.08427915499202	5.74334590739013	5.94977101789927	5.86605041233715	5.9734249438346	5.98014393125315	6.03558529421004	6.19919238420797	6.22670648844873	6.00807387721489	5.70296293772512	6.12093429949972	6.10969326967282	5.77192622758623	6.0541199832716	6.48668362059082	6.43589944613066	5.97405313016533	6.66057573186411	6.44515696263809	6.7940340838676	6.45764927277885	6.32730604543124
PXN_9630	3.92381552975468	3.69361545695598	3.96501729954502	3.39318530698306	3.20855130019759	3.76463514104268	3.54350738320423	3.27554672984646	3.31574676535822	3.95040633285335	2.63828514182052	3.64096998396437	1.32764716070955	3.27288234096145	2.91078553648423	3.24294253127056	3.22649966699744	3.5899321825336	3.48921523978942	3.04227635161754	3.25887723230276	3.58067173512374	3.51079015952351	2.49688123880216	3.75189384263954	3.14610230701088	3.18190884591534	3.07412195861487	3.87595323612372	3.26964150802422	3.21869614616377	3.60045018126178	2.43322280559008	3.74799992059072	3.04785142351137	3.51926863275281
PLAU_33051	11.3121359692072	11.3566648696295	11.6836315271687	11.2529178390982	11.3660534550161	10.9731963182596	11.5229995307033	11.4810283393653	11.5183474683283	11.2234756663949	11.4955778965377	11.3832920894436	11.0182933635557	11.3244127374848	10.890878105385	10.9943981212109	10.8583767044349	10.9670123009942	11.2764260872417	11.0344257266464	11.2990478550059	10.7944443770698	11.0750701721772	11.034151798579	10.7236252446344	10.9715402228806	10.9483172332444	10.6602359266709	10.7231867369059	10.6850973691094	10.7690621759024	11.1662461260328	11.2975505784657	11.2747599625463	11.0599241817663	10.9615484002411
NUP133_9378	5.25089828090743	5.23529503014431	5.02987276872488	5.18525721899329	5.27189802741971	5.31901273108902	5.45856245034303	5.26812202179267	5.48112369616452	5.05189495405538	5.07304679756327	5.47913573675542	5.43556330929732	4.94069100791747	5.0878402385018	4.54366291152709	5.23360088797003	5.12959363380874	5.00842165788295	5.27865461537674	5.07599866701561	4.84042618735444	5.23871018962245	5.17658408218307	5.12728654878008	5.2592680131439	5.46790892709368	5.17331491734041	5.06310786240798	5.13520897370731	5.29703743288791	4.83800386456711	5.31363009056853	5.10457621020784	5.00702774982487	4.82640436038528
PLK3_32627	2.689901947734	2.47198288290432	1.64690060157179	3.11401173850346	2.07929221857613	3.04433541734488	1.99933301060053	1.69640993010334	2.63808777385895	1.48924329019435	2.01736914569653	2.90737336757498	1.8141607679956	2.23691954798813	1.15221696400852	3.12059791568636	1.37427164373864	1.86787191943915	2.08524918373405	1.29135583935915	2.29176121016454	2.11669084875372	2.35363138002263	1.21849577834125	1.91516102997091	2.09488442943563	1.95752601723374	1.88706596596004	1.82116309876783	1.66038855357466	1.91449453700761	0.918662036642635	0.878358919402924	2.06000763671776	2.7090459309143	1.3841202147802
CYP1A1_8415	0.447328490783844	0.36093014944538	1.78077870164004	0	2.30535390316109	0.466299555275646	2.11479312167277	2.21459696341687	1.31781015263913	1.81982494273765	1.85317964778147	1.72028003531512	1.59131562109787	0.868141460356527	1.60292531597158	1.34454251618125	0.844935949617645	0	0.583997990656723	1.8930561403209	2.12994140805718	0	1.5531792231194	1.86950792497104	2.36662677802966	2.91529885053868	0.656991216171473	0.743907467725323	1.33353582518323	2.52462445224408	2.60359621201298	2.94067608985803	2.12205382785112	3.52167953127145	2.78347163183634	1.77196629484821
BUB1_8163	0.447328490783844	0	0.383512967094616	1.21432502766094	0	0.818132764380627	0.414815203739901	0.641762104814461	0	0	0	0	1.00476746119161	0.868141460356527	0	1.34454251618125	0.844935949617645	0.527727275128808	0.321349466230637	0.239944784301564	0.333159218835195	0.308425798922057	0	0.734239049553157	0.759488039919973	0.72629403455013	0	0.743907467725323	0	0	0.547584256954005	0.531249867601852	0	0.573059031592877	0	0.681492234899171
ALAS1_8018	8.20674849413183	8.12412156170559	8.34160504416621	8.35948539792241	8.53911931161172	8.38414911608562	8.47619674596766	8.30948500472591	8.44950423809627	8.64022030870292	8.54268647588757	8.5773177712401	7.91937285250356	8.51973437114303	8.30940071409455	8.69204031896889	8.32672774801286	8.38087824422077	8.66599663874792	8.77653490461691	9.03390410984403	8.64560150951728	8.71455288199796	8.67149735386829	8.8204063356851	8.67714012864541	8.64643626302809	8.58330113650642	8.69344000292838	8.8014477399978	8.90186794655009	8.8100952366596	8.59473589403842	9.16984583285211	8.65681140801809	8.99036682047918
DAG1_8435	5.66679310183671	5.64892204209209	5.95193503760998	5.73565082283829	5.45986803027513	5.70402013379896	5.58409164748372	5.55272012859598	5.82297402379721	5.71951536793045	5.40503257515877	6.06980103911581	4.62384175149495	5.23749842537452	5.36961323566787	5.3311735697893	5.47223048407191	5.5992598852806	5.43179977370226	5.43768404474509	5.69807188357716	5.863080466699	5.46882354255304	5.39705775667091	5.33966180126238	5.23440541417985	5.00659875820072	5.35076694754283	5.51072177184821	5.45246780844064	5.60135562453008	5.71811384561377	4.99126795111375	5.19378152792578	5.19600144856484	5.26436608858103
SPINK3_9928	1.06387502731305	0.649392203444466	1.64690060157179	1.86419367399542	1.81110511544116	1.53993121887858	1.41448169619564	1.42261030586815	1.08382997330964	1.05966683984775	0.903798225260948	0.467280104139454	2.32954848899713	0.868141460356527	1.15221696400852	0.823544170778631	0.844935949617645	0.527727275128808	1.16831712624814	0.625590688070529	1.49486768867596	1.85675189067702	0.787003362677181	0.734239049553157	1.25446073937028	1.85500718435751	1.10673791894385	1.23229918867734	0.591422766461282	0.898716516781208	1.25393395224509	0.531249867601852	0.703731770836754	0.982107762385551	1.44937826988941	1.77196629484821
PSMB8_9591	6.93561712988377	6.17687446335913	6.48564765956071	5.8977800476474	5.59438859899308	6.96586987462354	6.98401074349743	6.33186963897571	6.84337673985543	6.83471493680563	6.92637267169176	7.32988825364849	5.34913493505658	6.53950096669112	6.26300066722834	6.98263963348552	6.17509654929403	5.23486433703818	6.03057178403512	5.91530021898307	6.51411615235037	5.98753007873786	6.01348462934151	3.96323697480766	5.52474809271014	6.5331543922705	5.88888606326479	6.08312506518246	6.7740046804361	5.77064958396179	6.89698458728406	6.63495518953241	6.11083295826987	6.10916435576854	5.9362948895757	6.14237277776663
TGFB3_10006	3.81623813852376	3.33572850072531	3.29732645670438	3.56396839974928	2.82650832405683	4.29986758492562	4.24708494925429	2.66043119128402	2.45381332383039	3.21941907913458	2.99419635753583	3.54967123243617	2.81551809289661	3.55201171346648	2.09090009919603	2.98690864603791	3.82140945209354	3.26488140331158	3.5519400339351	3.22088452441204	2.80212848952401	4.00147897715116	2.48407345189347	3.05288847449024	3.5101196704852	2.64040599991204	3.35454411958941	3.64038892309426	4.06252671741876	2.62910933790727	3.97932645370639	2.76284814762574	2.59208581115915	2.96854144139802	2.5475804831735	2.8558389625467
ABCB1A_7938	0.78828985858951	0.649392203444466	1.33489569993659	1.36982178826406	1.48141330330423	1.8761451958133	1.73634308032153	1.42261030586815	1.51908537577074	1.81982494273765	1.45521310454684	0.819669160535281	0.588142558019501	1.16218742084465	1.60292531597158	1.34454251618125	0.483459814821758	1.07323124194964	0.583997990656723	1.3942546440457	1.49486768867596	0.562387954083207	0.787003362677181	1.21849577834125	0	1.56713246023163	0.656991216171473	0.743907467725323	0.591422766461282	0.898716516781208	0.943563090795153	0.531249867601852	0.703731770836754	1.15003097045975	0	0.264555553590834
ZDHHC6_10196	6.02188595920308	5.90988719668854	5.89401209587243	5.87199242383027	5.98571222542286	6.22190273110999	5.90601603548918	6.08039770346447	6.02665834836277	6.06155962809904	5.78138827156419	5.97648042194611	6.74413974929678	5.94626955830202	6.23204930606604	5.21638381571544	5.82611497802355	5.43959010976589	5.83635894702104	5.69616737687376	5.86168695877245	5.82718999651497	5.72773573097911	5.60802342692422	5.96963839430445	5.66485754460645	5.98398318093367	5.97894862296993	5.80030584903876	5.75918261066726	5.80567181433545	6.09217110438862	6.21218401844963	5.89532579319004	5.81733950022224	5.66998905654407
SEZ6_9819	2.51744438076913	2.31601560243169	2.55390892084531	2.38543943114548	1.28319702170714	1.10076498770209	2.50176794341125	2.1247919641641	0.45756128368814	1.81982494273765	0.903798225260948	1.54225953000145	1.32764716070955	1.79739896044045	1.39510059599375	0	0.844935949617645	0.287860143656863	0.998552992987754	0.929592045927665	0.603632759372185	0.966004320131757	1.14348780023041	2.11022928060967	0	0	0	1.5965138022221	1.59785423259493	0.898716516781208	1.91449453700761	0.918662036642635	1.17467778085033	0.314797805520973	0.75903764330665	0.681492234899171
LSM3_33166	7.74648518978419	7.37882034411486	7.69032824809687	7.64270513250391	7.65370742611669	7.67774587809692	7.78265861083875	7.70048367946559	7.39084568790093	7.37361703371552	7.51598305285914	7.54313075451965	7.5013196048342	7.64610757380299	7.346818095298	7.29699785986429	6.87335810186643	7.17310219136648	7.61182916484997	7.21931398742514	7.1712540795863	7.40326041986039	7.50114080770424	7.63465791227186	7.26149085534298	7.74808232255346	7.61438058325308	7.61463554638743	7.7572971394186	7.13102824908271	7.65356241356182	7.70050223523476	7.57328338760132	7.40506984396642	7.60630288293826	7.5466607729422
TNIP1_10051	8.30785119013027	8.26941858211454	8.46608779208947	7.87951700800805	8.02719880734031	8.38250054919092	8.14207171348538	8.27075503445267	7.95243539300597	8.31297783587283	8.39746212348084	8.47557356917255	8.37581268272966	8.04814095340632	7.80678753821926	7.71679567387396	7.94616396520026	7.62759144015801	7.99852403826397	8.09256707488943	8.29352627307174	7.94129022569322	7.95927533898483	8.10346450370519	8.34550466292994	8.23535466722947	7.61012777477985	7.92210618974691	8.25045205229437	8.20195743663265	8.1752300655004	8.01298442627366	8.1061059027678	8.355343021508	8.16114637955821	7.67865210257702
PKM_33240	0.447328490783844	0	0.383512967094616	0.338069966071349	0	0.466299555275646	0.414815203739901	0.356275485223033	0	0	0.521545944753211	0.467280104139454	0	0.868141460356527	0	0	0.483459814821758	0	0.583997990656723	0.239944784301564	0.333159218835195	0	0	0	0	0.72629403455013	0.656991216171473	0	1.33353582518323	0.898716516781208	0.547584256954005	0.531249867601852	0	0.314797805520973	0.428872051596888	0.852049741844608
MIF_9231	10.7894149815946	10.853142347058	10.8961341700712	10.5442186782092	10.5760485393635	10.3214905420211	10.6030465564185	10.5810484713914	10.4017303973232	10.3980306803926	10.5025882209706	10.6024366767707	9.64068431104346	10.4959094157593	10.19951550683	10.8646199548044	10.6947608560299	10.6933878302285	10.969367824614	10.8566308780203	10.8911245485537	10.7825849908272	10.9671486802954	10.7660422444593	11.038389244227	10.9663591857819	10.8475999055522	10.621216781	10.5656940331823	10.7739560682896	10.5621806293519	10.6511434128098	10.5632468497563	11.0351349088142	10.7951523492508	10.7081493066249
GLYCTK_33141	7.49355067466819	7.32356851389397	7.64055908628551	7.3120707454045	7.32649868365629	7.40641834941174	7.43096155169632	7.23976674063944	7.44128595726371	7.32890510262226	7.27765376769692	6.86437412228894	6.66763676018214	7.38629323802351	7.26508952999199	7.26847095369048	6.53852834741481	7.21230067396073	7.29174374294294	7.30764976232919	7.479151557009	7.31531445610063	7.27654329949981	7.25687891779856	6.97407219326138	7.50469944623713	7.1174144204161	7.17704358057971	7.18908655070281	7.14431226800617	7.34083843611187	7.40325319052767	6.9761822994922	6.84694285550752	7.18002013211759	7.27207824853952
PFKL_9463	4.99542155694141	5.14546099415978	4.93252920357193	4.92177660764118	5.02427957698418	5.11175717967491	4.75403106448731	4.77246539824968	4.92999299419338	4.50392125453865	4.8073829701371	4.94649912231046	3.76370374463874	4.73251930464759	4.00702837531995	5.35849860864077	5.17121243282465	5.10203036147567	5.14693329472849	5.20978651418693	5.61639491547171	5.12294240028902	5.16282883954366	5.41959781975116	5.48065469083764	5.28370939280087	4.68941111357943	4.9709341657134	5.47829061136395	5.30254180763112	5.22763553113142	4.96681277217315	4.93307579313495	5.27779079127948	4.84270001848363	5.15452401844998
NREP_9364	9.72541962913037	9.51869563877336	10.0487427579635	10.271805292754	9.22872339313633	9.94628168244772	9.77937797253382	9.76984395036654	9.48624466671333	9.75465505102157	8.9685100274208	9.06228454390834	8.94466488660045	9.20119442144335	9.32373494034252	8.99161782253909	9.32358319552874	10.1036583675057	9.55839631471188	8.93746780623669	8.94621110132521	9.51671198253113	8.97798377682004	9.06017281974023	8.15173665180083	8.34684347687621	9.16428651631537	9.20626387020677	8.54867333660461	7.98038134425185	8.55931395814877	8.26551886967712	7.79912530014963	7.65416537013647	7.43506010048593	9.25226193051361
FEN1_8630	2.32153660091398	2.23121646908881	2.12090242525595	2.58909796842253	2.30535390316109	2.26771939690135	2.73620964954367	2.37899774813801	2.24250672261519	2.68307894533404	2.42086677600287	3.29241569196	1.59131562109787	2.67005049870616	2.45488376770524	2.49018236341931	1.58036862646052	2.49502771843224	2.16767347408383	2.20756469568213	1.49486768867596	2.40337764752348	0.976228426345556	2.31646984301516	1.91516102997091	1.56713246023163	1.44909765340236	1.23229918867734	2.01449512850092	2.98463541262657	1.72603814089689	2.32383870860362	1.97599353204119	1.67560632986857	1.7753728623899	2.49290843348179
PIK3C2B_9480	3.33454336857568	2.14112000013177	2.62684707533249	1.86419367399542	2.1967463526742	3.10956543121449	1.87382234484791	2.29913785448536	1.31781015263913	1.96046238984136	2.01736914569653	3.50175964094801	1.32764716070955	0.868141460356527	1.78454726502392	2.0282130693925	2.71661673250472	2.18054589632525	1.90476782165796	1.82100174387213	1.49486768867596	2.11669084875372	1.96419412417622	1.86950792497104	0.759488039919973	0.72629403455013	1.44909765340236	1.23229918867734	3.10450088386741	2.28978420641051	2.89973763234431	2.04133576615014	1.8970157340442	1.56105653099325	1.2538215170935	1.85457699447212
ARID5B_8084	4.82086707966142	4.60340662368643	4.51885254416261	4.32283935959992	4.32175107187789	4.48332770492664	4.66211074278739	4.32538242196255	4.12280667674872	4.8130758372739	4.66605145628343	4.85412253236087	3.70922891618	4.59148066555392	3.89293357886493	3.81616147718028	4.01145225349118	4.20519108851046	4.06336675054177	4.15608218811672	4.69698556372417	3.81860160264867	4.12468921416727	4.38581715846162	4.49054336611941	3.67569286357265	3.94670921911961	4.45390419821073	4.51029566751595	4.22653435309208	4.41359355440889	4.45440568557397	4.49734337083191	4.07462750370322	4.51155548735138	4.35915528281958
SLC5A6_9881	4.39185134647822	4.00588879452808	4.64712132556415	4.00465156865532	4.26908234981084	4.40753955813248	4.34492920230209	4.88615585313202	3.65188703676966	3.8813090902039	3.98246887532906	4.35808186764038	4.68157244003787	4.02398574116675	3.93197637851102	3.96580434481178	4.59032445918435	4.11613879684328	4.31917753951255	4.53956444012615	4.49574806366827	4.22020021385745	4.87253239682708	4.7483148479162	4.6973307937179	4.95891961086337	4.23882607332894	4.49764927053829	3.97225390494233	4.70419643291249	4.2828436033686	4.79237856285561	4.85164467698489	4.84786936740628	4.19448375114546	4.51966679151747
