ID	S1P3_E11	S1P3_D11	S1P3_B11	S1P3_C11	S1P3_G11	S1P3_H11	S1P3_A12	S1P3_F11	S1P3_D12	S1P3_C12	S1P3_B12	S1P3_E12	S1P4_D01	S1P3_G12	S1P3_H12	S1P3_F12	S1P4_G01	S1P4_H01	S1P4_F01	S1P4_E01	S1P4_G02	S1P4_D02	S1P4_F02	S1P4_H02	S1P4_A03	S1P4_C03	S1P4_B03	S1P4_E03	S1P4_D03	S1P4_F03	S1P4_G03	S1P4_B04	S1P4_H03	S1P4_C04	S1P4_A04	S1P4_G04	S1P4_F04	S1P4_D04	S1P4_E04
DPM2_8491	4.52392119110442	5.25277441174084	5.79789333963735	5.85678115513698	5.2231685772804	4.86934635599782	4.95281281189447	5.47318002525978	5.61242949667072	5.33779072230134	5.20512458265875	4.99804799483258	5.19657434769761	4.30933813581473	5.42954553573732	5.12509100322855	5.6248772621223	4.96611454382492	5.75416670508135	5.48543590894879	5.58727367564554	5.37753267957014	5.65153090362079	5.06047409352019	5.49307772539925	5.25769921320516	6.23127553599156	5.2709980015857	5.18453861873365	5.40316341621075	5.14222090405562	5.39721583935113	5.47816163581299	5.11957030911041	5.29091273214674	5.42697997257672	5.53580318612821	5.35395142260235	5.45323371929101
KAZALD1_32890	0	0	0	0	0.776367001797585	0	0.326520639244483	0	0	0.475621538484394	0.82748244209991	0	0	0	0	0.770801719513241	0	0	0.740318543173767	0	0	0	0	0	0.62222142139994	0.318164587305613	0	0.366618568449949	0	0.338968793045271	0.34265506779713	0.530857339942197	0	1.58777352907809	0	1.52885741290655	0.721115997027805	0	0.669481985451431
PLCB3_9496	2.05091099096344	2.76579594669585	4.03646574285773	3.74821924024066	3.35988081326719	3.75983572287716	4.3254519522555	3.61557833203738	3.20737731787428	3.91251741110404	3.62767614262398	3.19806192041509	4.14131388182279	4.30933813581473	3.9100257224688	3.53521505135067	3.01628718318299	2.85998960545624	2.81453029511639	3.44498321958932	4.24922588247335	3.3004203066236	3.11735034125805	4.12263118342015	3.908844554257	3.53729196677455	2.93950958586947	3.92381842906942	3.9582151941424	3.5997690587149	3.48379652941204	3.2061069880959	3.64005343697815	2.74054869607132	2.74897367852703	3.38237132982636	3.93225468216239	3.1901929156885	4.10758735577523
SPTLC2_9934	6.75334999236201	7.37290829761667	8.06158905575638	8.09099393185921	7.35333377557508	6.31133762848276	6.48608573285152	7.12210232411422	5.423991041401	7.54601594969464	6.16999935925913	5.5409870729545	7.4347475022806	6.29498370824243	6.61987345734813	6.07434405924888	6.3727226788989	5.94285013394517	8.10461322921744	6.79710588342989	7.12831487704019	6.18098065888086	7.57280517932634	5.06047409352019	7.71826538099448	7.77883061073107	6.49110585249886	7.35149254014741	6.57289755147248	7.64316344835451	5.77129495293513	7.30184004284571	6.27514304432892	5.51719191709652	5.98022590022204	7.4401593701386	7.69945230670008	6.43806642441163	7.65022497063287
LOC100911867_9094	0	1.73139724052646	2.86867017198488	1.56747467472762	0	1.03247601311011	0.326520639244483	1.38305265215273	1.08623089521059	1.35730910503155	1.02345497448267	1.29878922378757	2.52510565481994	1.84156730771002	1.86041401329019	1.0421725988601	1.83934794980474	0	1.22717996644395	2.38921902786968	2.76807207813531	1.68392380086983	1.83159709687386	0.954759917015945	1.57396871685453	1.6873701482128	0	2.06440022289129	2.10610754088628	2.06289059344033	1.05126956730679	1.22302865689646	2.10859683086982	1.41767299873616	0.347659575568703	1.65761239479623	2.77317568532913	1.68551168592587	2.18364869485696
GRB14_32726	2.05091099096344	1.11119577737147	2.37923574702452	2.30091712130574	1.27835620633019	2.0484439250132	0.592608639434985	0.851277971615154	1.85629565475028	1.11872613488448	1.19596270062557	0.663653658589984	0	0.453271740912147	1.46156994394705	0	1.1948695281129	0	1.59054642768567	0.771003352439197	0.661017121652654	0.797153097340106	1.54571221187565	0.954759917015945	1.05553364330504	1.15944647595814	0	1.29079984103345	1.86561208675367	1.21677202769742	0.619343848640009	1.22302865689646	0	0.738652868354834	1.2402979531233	0.854476351671545	0	0	0.373231574280913
TSLP_32811	3.38280919007388	2.49594710134249	1.63287556969429	1.56747467472762	1.94532637205782	2.63869002870297	1.82369017029865	2.54215649288489	0.458797111146622	1.56197895982887	2.03504099756329	0.369655921932072	2.06031395268253	1.50878782485638	1.86041401329019	1.27049028865512	2.07830350400402	1.62606541800693	1.59054642768567	0	1.73326234965106	0.797153097340106	0.713543792055367	0.954759917015945	1.73843131119696	1.98583593595998	0	2.16089691900508	1.57684563586918	1.75858871899926	1.77095316394617	0.530857339942197	0	1.73991703026803	1.39778534266837	1.38747543444976	2.77317568532913	2.11263904673903	1.74932277798059
UST5R_10143	11.3342495385594	11.3948759908688	10.8230684471086	10.5028112363832	10.1183719959326	11.1154163679497	10.9585239100144	10.7630898315267	10.6509664989648	11.0210915189477	10.5028565385862	10.5158414142156	10.9352815609163	10.7204487811191	10.1254557877655	10.2370506118764	10.7155553798196	10.8685448892711	10.6270538849171	10.9761345161416	10.4760894502939	10.5464285061205	10.6449448476522	10.920376447862	10.3365370041683	10.4537877485975	9.77063839940717	10.39300005791	10.7784344372765	10.1985552013346	10.3527737244883	10.4719972334251	10.7631149629903	10.8588209140844	10.7054225806523	10.487760080007	10.0400112612211	10.1783849001898	10.5478934471977
AURKA_8116	2.86539443979369	2.76579594669585	4.41363593014129	2.64083967636111	4.06020903349607	2.63869002870297	3.22982180000574	3.61557833203738	4.21696571044589	2.77773683730785	3.8762076568132	4.44195946298751	3.85556867545293	3.94453289803577	4.24635562031888	4.70435894763875	3.92425708108899	5.01348480089051	4.20430984291573	3.77781008814235	3.09686245396869	3.97758905794738	2.88718833378184	4.04275301050651	3.74444090318857	3.68298718093117	2.79290249176393	3.43791069576867	3.68918878186964	3.16117267977423	4.36250053440657	3.43099781584423	2.77841039002453	4.44142555935079	4.09399815427999	3.18285492119654	3.02379182864306	3.91055190129099	3.46447618773945
SLC18A2_9842	0	0	0	0	0	0	0.326520639244483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238478498028699	0.318164587305613	0	0.901480528465905	0	0.338968793045271	1.22678032712007	0	1.33853623509411	0.416092276872236	0	0	0	0	0.373231574280913
KCNQ2_8947	3.76284857842377	3.51629461132506	1.92666003723868	2.48086674091414	1.65004610591774	1.62810340140104	0.326520639244483	3.04209883870612	2.80535981523472	2.29430357884747	1.48921777377179	0.663653658589984	1.75620260901436	1.6847514488694	0.524585028809935	1.46756340218427	1.1948695281129	3.22447271605277	1.22717996644395	2.57172367701706	1.4560654257926	2.4398923874107	1.1888151198865	2.38464576347072	1.48412685682316	0.578684522700553	3.19441196124741	2.49293943092344	2.72660856215318	1.04223018814417	0.34265506779713	0.737410988517698	2.77841039002453	1.87753542291884	1.2402979531233	1.38747543444976	3.23724815866859	2.34018198295924	1.30815956611788
ACP5_32623	0	2.76579594669585	2.86867017198488	1.85538092770055	1.94532637205782	1.03247601311011	0.817178249299226	0.851277971615154	1.08623089521059	2.17461553704645	0.82748244209991	1.46062089147909	2.06031395268253	1.84156730771002	2.30645991928817	1.93541098835974	1.1948695281129	0	1.59054642768567	2.57172367701706	3.09686245396869	0	1.83159709687386	1.52432154817468	2.96908912484641	3.2310139531381	0	1.96098359532779	1.72844168483684	2.65467466571525	1.52437327116234	2.18849593775693	0.819237356502659	1.73991703026803	1.53976056251252	1.77581208024649	2.08484104467518	1.84236288838769	2.18364869485696
RGD1566401_32721	0	0	0.765903952915332	0	0	0	0.326520639244483	0.851277971615154	0.458797111146622	0.475621538484394	1.02345497448267	0	0.842128158780853	0.797663269534202	0	0.770801719513241	0	0	0	0	0.661017121652654	0	0	0	1.05553364330504	0.799278206789874	0	1.10923302863267	0.732100957339157	0.338968793045271	0	0	0	0	0	0	0.721115997027805	0.453569304481164	0
ENTPD5_32499	0	0	0	0	0	1.03247601311011	0	0	0	0.475621538484394	0	0	0.842128158780853	0	0.908459010658217	0.436277890939483	0	0	0	1.27077549397426	0	0.797153097340106	0	0	0	0.578684522700553	0	0	0	0	0	0	0.594212838919534	1.00210878458525	0	0	0	0	0
CKM_32556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP1A_8648	8.6447459693575	8.58451633359647	8.61154996237174	8.65674730907627	8.73897623338913	7.98879096451897	7.46355677700114	8.58402596399037	7.8106619384814	8.300884718787	7.36139670049289	6.86242206787111	8.18942034837964	7.31616184555909	7.50865569482079	7.28880047654332	7.57866017530326	7.96786423109622	8.68665413935696	7.91827620981643	8.25250474132074	7.79157290277818	8.55189628741549	6.8917990175527	8.26007875595634	8.42718751333913	8.73387108488665	8.39621525060682	7.86027814154328	8.40718739869645	6.92009679209196	8.30438308764223	7.75366412465121	7.01167632012185	7.77475879369687	8.36705223844111	8.68465428842671	7.84575937307556	7.89534179209869
TXNL4B_10113	3.76284857842377	2.99303619331524	2.37923574702452	1.20741587213196	3.93132797344676	2.63869002870297	2.97409017229867	2.3278286499243	2.24609001540434	3.37467945711354	3.32723263532535	3.45015786613424	3.02400645470851	3.06743797649414	4.1064514051991	3.24406689139628	3.12688164271843	2.37111291658723	2.32862621842186	3.13274426080163	2.99536945716083	3.67837620984374	2.6132057282138	3.0884904292467	2.75529995612376	2.30681479717208	4.05022692368035	1.96098359532779	2.8639453228306	2.82611120161676	2.89416124988865	2.71366151713175	2.83102272287406	2.94226492804683	3.81554905004583	2.67521729170805	2.08484104467518	3.06840975170804	2.78764513119235
C8B_8181	2.05091099096344	1.11119577737147	0.765903952915332	0	1.65004610591774	1.62810340140104	0.326520639244483	1.38305265215273	0.806357713525955	0.475621538484394	0.331355892843403	1.11648358900784	0	0.797663269534202	1.21136067337232	1.46756340218427	0.717754840603956	2.04615941065806	1.88055960454262	0	0	0	0	0.554960616938342	0.62222142139994	0.799278206789874	0	2.56524730063105	1.40742927857704	0.843627382866577	0.619343848640009	1.58570474826762	1.47704019434148	1.22480220939498	1.53976056251252	1.38747543444976	0	2.86397999777106	0.669481985451431
