ID	S2P1_F01	S2P1_E01	S2P1_D01	S2P1_E02	S2P1_H01	S2P1_G01	S2P1_D02	S2P1_F02	S2P1_H02	S2P1_A03	S2P1_G02	S2P1_C03	S2P1_D03	S2P1_B03	S2P1_E03	S2P1_H03	S2P1_A04	S2P1_G03	S2P1_F03	S2P1_E04	S2P1_B04	S2P1_C04	S2P1_D04	S2P1_G04	S2P1_A05	S2P1_H04	S2P1_F04	S2P1_B05	S2P1_D05	S2P1_C05	S2P1_E05
TINAG_33073	0.498418535332342	0	0	0	0	0.558181927816432	0.531063959150216	0	0.307309502309259	0	0.815596486210533	0	0.791711314684877	0	0	0.44699946947668	0	0	0	0.295759429275641	0.515045092854322	0	0	0	0.458948934291537	0	0.252076014909221	0.386079141515608	0	0.714149273443019	0
ELAC2_8553	1.40634981657571	1.79419284271188	1.51240475594355	1.38455269529236	2.40051520495123	0.959640382085726	1.58615226186541	1.33048204920868	2.03075022600971	1.29711204001997	1.7137297118868	1.40670567992253	1.67508427736771	1.77350238023837	1.54068682346474	1.29443455693269	1.66408506324371	0.612969444817944	2.1519244579304	2.0653771068532	1.74833818124987	1.9355034905775	1.45729019350137	1.81832902436088	2.30236890018497	1.22231394406266	2.01959999612577	1.50640982271834	1.22576010819716	2.45512567590123	2.09651061136562
ZMIZ1_10210	4.86102055575462	4.85077721939018	5.99155331058748	5.0539019437449	5.90153124846226	4.50658773704044	4.55288239980946	4.71412359680878	4.73546662811388	4.78643470156782	4.99009444909387	5.20939763073042	5.14416691642649	5.29850147721812	6.00017765950681	4.23242309108277	5.28081822411536	4.93765595107034	4.98254327803263	5.3985934373538	5.56487171469069	5.23750665233539	5.18215218996532	5.47851899017099	5.77962129357285	5.32898967478835	5.57241621683675	6.76012683881581	7.18386040125543	7.53834796148225	7.23332856668028
E2F1_8509	0.868155996303493	1.04110692232481	0.800032775838346	0.343106448314519	0.36213632753897	0.558181927816432	0.289831194825497	0.324785051998394	0.775845947931599	0	0.464681694913012	0.411710543434033	0.791711314684877	1.44770359612196	0	0	0.585508274984267	0	0.819977342525647	0.295759429275641	0.893810762964841	0.724169881886706	0.255792249313412	1.53358509546818	0.953339823992747	1.22231394406266	1.22431024590981	2.22713827317179	2.97914500754509	2.14276727508415	3.59580148661785
UBA3_32850	3.50036920549859	3.84788419041396	4.53817933654438	4.02712258884399	4.59165254543388	3.51008535072161	3.54595193887145	3.37039855854898	3.51670959712437	3.43792179602072	3.10437975359307	3.35717745253361	3.62438914508091	4.1077473526243	4.45960389484411	3.04684760728903	4.04593168180648	3.46710648138815	4.09363991517273	3.98089480320234	4.13076567464783	4.14839557503803	3.09856412227461	3.51383685213001	4.36900241362695	3.40586797862165	4.1995689616598	4.51003923535295	4.43666568325647	4.79119666012115	4.83158251531562
MYH8_32430	0	0	0	0	0	0	0.531063959150216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.247648084295451	0	0	0	0	0	0
PAK6_9419	0	0	0	0	0.36213632753897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.252482511997179	0	0.324299919737675
HGD_8799	8.9220047382354	8.79627743917486	9.45023199966831	8.87417549631007	9.13357663862919	8.94894733787571	8.53186059968467	8.80779994556058	8.71427063113891	8.66067355972564	9.11055808559649	8.84050424317014	8.59904258226278	9.22342191350911	9.10894218765433	8.60190687099491	8.99504368491226	8.92618734640693	8.98451058741755	8.6798343710782	9.07590218819935	9.07259886940427	8.60068050363473	8.61242250026835	8.83132099055724	8.09543600736595	8.8977321971491	8.22074105060751	7.9278466522251	8.38952000530421	7.62462868009919
STK3_33031	0.498418535332342	0	0.454776372790504	0	0	0	0	0	0	0	0	0	0	0	0	0.44699946947668	0	0	0	0.295759429275641	0.280385537902126	0	0.472989352848668	0.395984739854526	0.247648084295451	0.341008005651903	0.252076014909221	0	0.467290333720333	0.279180272867679	0
BCL2_8135	0	0	0.800032775838346	0	0.36213632753897	0	0	0	0	0	0	0	0	0.428192827029362	0.710563571891122	0	0.415446849331279	0	0	0.541080577773487	0.515045092854322	0.724169881886706	0	0	0.643219012324903	0.341008005651903	0.252076014909221	0.941490093523824	0.654220679403708	1.04790541994685	0.324299919737675
QDPR_9634	7.7631195538544	7.84004444389699	9.11731382884831	7.83376486817494	9.12475505768221	7.76397542726953	8.02722463619642	7.55137071787761	7.80375555962677	7.73502506439192	7.74528586877604	7.82170232684739	8.0887776616919	8.17929867393791	8.87669704191301	7.40226661681729	8.54788373245393	7.83026079599595	8.08513364800155	8.25257736626411	8.7838651217217	8.48314617708853	8.14991584377389	7.5903269163396	8.17876628140029	7.02297118492458	8.33148471165667	8.40309996683523	8.1086550144014	8.4409476953508	8.83277098461771
GNGT2_33125	1.79742186009572	1.63951550584733	3.07234711386527	1.88160585409051	2.80568116015901	1.74934659942087	1.58615226186541	1.17784706588154	1.64919290709184	1.29711204001997	1.53608484919927	0.993338398380167	1.29997923748387	2.15557775343164	2.26863185913254	1.96555042369821	2.54567677404878	1.64044302958667	2.27109434883297	2.41226355866953	3.19404563963348	2.29622216482292	2.22830569798455	2.05603064348558	2.68500508684886	1.37842710908975	2.3785757460897	2.63603941833209	2.7522467730937	3.37771072515202	1.59285346639799
LHCGR_8997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.466589736999328	0	0	0	0
FXYD1_33322	2.10477723353423	1.26927730252167	2.8678363436232	1.88160585409051	2.74557204521292	2.10664569984769	2.44624155825238	2.40384656438015	1.8525490383997	1.06558857524233	2.0143919867707	1.72763071524062	1.97251135260977	2.15557775343164	3.00015792064196	1.29443455693269	2.22367855915439	1.04180913374407	2.27109434883297	2.34924001268649	2.40337354807065	2.01522371609597	1.45729019350137	1.17846761818751	1.8566990299368	0.341008005651903	1.71854143981885	2.22713827317179	0.96810992723907	2.3381672360063	0.588913378606685
WFS1_10175	0	0	0.800032775838346	0	0.651366852917663	0	0	0	0.307309502309259	0	0.464681694913012	0.411710543434033	0	0	1.54068682346474	0	0.87521330436853	0.612969444817944	0	0	1.05143963194406	0.28370444941898	0.978163545119182	0	0.643219012324903	0.341008005651903	0	0	0.819685185876578	0	0
POR_9531	7.46593313837184	7.48148781284684	8.79025023894516	7.37839677504909	8.21791360667344	6.97403487061993	7.47118991937365	7.81020444500412	7.35208908300396	7.90255084214429	7.64202798587034	7.3086578373544	7.8941207935009	7.82427280551951	8.66001379765999	6.53180142966931	8.19556709302389	7.52492359792807	7.71125795620311	8.34633275444422	7.90415635702925	8.67177704651926	7.83269858006984	8.10903228157558	8.78858186569459	7.66425136189411	8.7917157156648	8.74392790165669	8.80969876109447	9.40746422046693	9.36494914748888
CFI_32585	11.5967578002649	11.9018969299881	12.7114176618611	11.7208082943656	12.7005602272529	11.3923616724654	11.8150750826661	11.418699671063	11.5441331074032	11.569668422341	11.6189480963162	11.400983696083	11.6560210236905	11.7708623072407	12.6240203830812	11.0225981103661	12.3624377634682	11.5428681508204	12.0550638106429	11.94723144568	12.4165216204786	11.9517866438936	11.7729874988616	11.3758731627767	12.0868524047081	10.6313429869885	12.0078584425787	11.8810065441376	11.824944272603	12.1079904303678	10.8569118835272
ATP5S_8111	1.40634981657571	1.46624071410337	1.07841242288333	1.22800282612767	1.09849444995027	1.53089481268588	1.58615226186541	1.00713181268945	1.2776202854107	1.06558857524233	2.14408410111718	1.40670567992253	1.97251135260977	0.757956921137839	1.82610017740917	0.787770289747647	1.41606065671307	1.64044302958667	1.5427264064876	1.71163135020344	1.65314901891427	1.56357282592217	0.978163545119182	1.17846761818751	1.08652571818579	1.64760475074526	2.21022436575676	1.7885585664996	1.44429431473109	0.714149273443019	1.32903190338528
PPARGC1A_33189	3.44677762821739	3.44265894238048	2.79267327769352	3.30158833093335	2.3203659775483	3.56869954251376	2.98138033856297	3.53655879037342	3.42402372550799	2.9180315413736	3.39236154258375	3.65066968433471	3.28887830330313	2.62835497437433	2.06426766069737	3.28048877873419	2.06013775323136	3.83138043375854	2.83249028413324	3.51934373385419	2.51587058162719	2.95173978091353	4.0629238724246	4.95442235966342	3.65658117748165	4.80378341692172	5.75180454503521	5.29846101606073	4.93755889871529	5.28554732982683	5.19140462993127
MYO1F_32715	0	0.769944299578219	1.51240475594355	0.620088987074699	1.09849444995027	0	0.918377773044174	1.00713181268945	0.963171969788033	0	0	0.411710543434033	0	0	0.710563571891122	0	1.0008185839889	0	0.467476835552628	1.09602894808742	1.05143963194406	1.33411989223453	0.472989352848668	0	1.20844867864064	0.341008005651903	0.6532974253389	0.690349043802429	2.02150929299691	1.3187716607455	1.46696483883755
RGD1562178_32879	7.41800130953407	7.35046991121248	7.47380357123477	7.58011425731147	7.40137505457494	7.36568507063945	7.28820226515177	7.20148347017279	7.36876270781197	7.31070128399371	7.71950580714736	7.03114164718113	7.1656075506083	7.57781302801031	7.21582256691221	7.21745618891113	7.12574628956794	7.4699795109126	7.4895736447822	7.4460792150414	7.48940374510051	7.5520924502953	7.12422207763082	7.48489620209927	7.68298659874992	7.42108676250441	7.79991990189854	7.87534849723049	7.14344767556237	7.41020630857163	8.18795277221919
PLTP_32412	3.39111823274602	3.81211547683626	4.90229004483117	3.76752710454013	4.87023899472628	2.92861200470669	3.79751516316874	3.26066490654281	3.83736634715451	3.5318049735012	3.22655208398368	2.92699421552536	4.65117691746911	3.98718647579562	5.44763532056211	3.10889979733408	4.83446932116074	3.39633350459191	4.627999340301	3.20023990481937	4.85237456472072	3.89804029619425	3.70348355936244	2.26005194331023	3.85633254484039	2.46803631880163	3.61638783575466	3.35121957658512	3.26400849873446	3.62243548831893	2.59481948239469
AKAP8_8008	4.51546021499372	4.60120505147669	5.29163100367054	4.82708067376572	5.57875028633698	4.01052929851101	4.79179675119879	4.24229191034391	4.13896627309872	4.6879117998443	4.37578095360119	4.9412749172401	4.44871008669608	4.94096754592357	5.58786902015102	4.20427385682825	5.13772687606385	4.96236492634577	5.14738900911399	5.35113078391481	5.27632599042136	5.27847141718706	4.91162858459802	4.79942159338504	5.29977048635206	4.04134763868457	4.98814181631335	5.18135099190712	5.69693646828106	6.16330180267437	6.3648231400838
RAB30_9639	5.15638812651242	5.44840010827299	5.55307544758099	4.55782294956535	5.78691727044408	3.318438035494	4.65833705968294	4.14270226997862	4.69637116596568	4.36977527983732	5.13755090235064	4.37960203763798	4.73278118081485	5.46575836627517	5.1181724919882	4.05464799248405	4.89235249446117	4.20713759953006	5.14738900911399	5.56037220982973	5.68403490326104	4.49277258505703	4.5428147326968	5.39435220901112	5.07776654856192	5.52551694817652	6.36671855623142	8.81641716656358	8.15004018206728	8.75011214295393	8.89214414965319
SCN3B_33222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279180272867679	0
CPAMD8_8368	9.66879354782636	9.88350303161643	9.92959784855934	9.9980056005448	10.1831011608765	9.80619017008284	9.71201460040122	9.30595223349473	9.75042231403526	9.36572946490768	10.1221001678731	9.18388544256448	9.70852836791172	9.9186256723828	9.92512772316558	9.26400047929181	9.71387513549124	9.61273866643502	9.68879649529172	9.60323826421706	9.7983056392142	9.41423615176651	9.01081548374091	8.99919462996355	9.46863654196463	8.8426323271913	9.15708160700603	9.05647943347801	8.08750855446312	8.90013343760773	7.53139242081037
HEATR1_8791	3.94890410714481	4.21956340997946	4.5834806420747	4.18452146728583	4.75300696826365	4.38137517046012	4.01165767872235	4.07947219599027	4.43653620433447	4.49160497610533	4.68374332082517	4.30924463835451	4.86534368879281	4.55216539388369	4.69048899021398	4.3906756521023	4.24947812119261	4.2479071729428	5.08369271820861	5.08712297715197	4.90497146544478	4.79337277017362	4.49396925293899	4.96904447000526	5.26506192597667	4.42836879927131	4.95300334518278	5.30966568230028	5.3293861302291	6.01876880498115	6.08310762530029
PRKCD_9567	2.23694487657482	2.06122934202923	3.64243363470738	2.40483769907213	3.41969324093233	2.39278800305231	2.98138033856297	2.5968293438873	2.88942361583264	2.32416345728707	2.74420258139506	3.04714861795916	2.77589621741587	2.7068073783417	3.11058357256622	1.96555042369821	3.17137994091131	2.23444834561586	3.55032146885838	2.74163403234427	2.93547888524559	3.37080796171837	2.6852123754677	2.16164479680431	3.23682182632099	2.46803631880163	3.11049418717681	3.55327361028738	4.48675185080336	4.74599706949708	4.27799519912841
CAR14_8195	7.58233655391936	7.48433148122481	6.56046622033711	7.77485169650668	6.62325386395864	8.05796919955799	7.29025447951674	7.515987609682	7.47268308288105	7.25673027340178	7.82723244501521	7.49451424742779	7.51609827593177	7.56207134556882	6.86041942830723	7.91551967081628	6.96548300777798	7.83361287044059	7.36449319720665	7.4156412813745	7.16646844143934	7.35361288588034	7.41239498201544	8.09243348802074	7.09956142451712	8.13428947096084	7.75472362592469	8.06084520560825	7.83301607155061	7.1114886986725	8.44745658404113
FSHB_33074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MNAT1_9239	2.5733672590143	2.73153769556422	3.87883347785916	2.47618590163149	4.10966845451495	2.73745969942468	2.6129271649197	2.40384656438015	2.74363341194291	1.82797685402149	3.03918122556158	2.65172768522658	3.11716811387743	2.85196820479709	3.90705904367867	2.3205491331024	3.50399270393375	2.87830289288654	3.40152511917636	3.16407571463481	3.96230093688898	3.21070544262692	2.64102883673697	2.67113263155321	3.65658117748165	2.53593924211308	3.80555378626891	3.69673285891921	3.939615885186	4.75743041851877	4.55047272048061
COL6A3_33029	3.82835266007918	4.37474116304084	2.93927663666847	4.49049306594609	2.74557204521292	4.09271705140656	3.02146397165623	3.84612462861825	5.31951884808696	2.9180315413736	4.82583267194823	4.10289691002218	4.26889600811247	4.3951813000094	3.63876645343893	4.74347993565047	3.3707122038807	4.03145807389183	4.15690799642173	4.04195313977161	3.12477452231864	2.7334046611318	3.63755031974803	3.51383685213001	3.08590063112648	3.86776853309346	2.90520960552175	4.38849272936381	4.44935118306147	4.32206957825571	4.1404304947413
VKORC1L1_10156	7.74658176236455	7.87730076357721	7.47980607381388	7.92584197807369	7.39160239429099	8.06307503453597	7.96692008244123	7.99002026951808	7.9714285891418	7.88930984566243	8.07910662925473	7.85706794647943	8.00913142216881	7.87186983226707	7.56519503170193	8.19303883329881	7.39680406318299	8.0275594206561	7.83489665553583	7.99906810086085	7.83941875813866	7.71315460403313	8.02117049664295	8.54692437973637	8.10119569730006	8.61922710942963	8.12598564057278	8.46829542843402	8.65675446975464	8.13613143005522	9.21942487982804
FBXO11_8619	4.51546021499372	4.68269341221803	4.60560879491346	4.74279091088515	5.09161621064955	4.34829712622508	4.52526869877593	4.16317777414619	4.73546662811388	4.36977527983732	5.15304199888854	4.65014039278946	4.58679421580135	4.98885218728271	4.57966030186518	4.5778356063002	4.65501394320598	4.72308813587526	5.03400428334686	4.7020151264121	5.15127531490934	4.87042192140332	4.2801521873935	4.1229800699047	5.18563006322851	4.37374946081224	4.98814181631335	5.15674342610136	5.07487527818337	5.64691701039736	5.14076695614343
ZFP354A_10203	8.68799208949417	8.2870083687743	8.96944397038294	9.30731612207411	8.79478642266007	8.74802700852723	7.25706350412382	9.26568772391647	8.88481049760992	9.49300251944019	7.1687706793621	8.35300876279345	8.03147607066388	8.06480911419494	8.68699886863865	6.67200358149465	8.97365590321102	9.13621580235511	8.63607582634989	9.58924332621898	7.35407926498539	8.9725474224157	8.73810833600911	9.63370656441371	8.73822502576873	9.6119941374805	8.53007753768637	7.16362291475133	6.99776883559248	6.62934029788642	7.08319515765885
GLB1_8712	0	0	0	0	0	0.558181927816432	0	0	0	0.448204482676138	0	0	0	0	0	0	0	0	0.467476835552628	0	0	0	0	0.395984739854526	0	0.847935869044255	0.252076014909221	0	0.252482511997179	0.279180272867679	0.324299919737675
PIK3R3_9483	1.95926908469852	2.87712297625268	2.79267327769352	2.84300995242252	2.68284922302225	3.51008535072161	2.71423028710648	2.76701694746253	2.93492056565391	2.52015457445691	2.0143919867707	1.98999602704353	2.3280312781048	2.98384927208758	2.60680842175858	2.42180908534301	2.27431672212389	2.97860760256221	3.45284809150698	3.08890857500038	2.56899186085553	2.5845493768677	2.54838260156045	2.99068142028459	3.0537249262907	2.07028469057768	2.14943911894512	3.21483935305803	3.29244889146935	3.1879572598002	4.86939532805982
ALDOA_8031	5.50994060298553	5.86972638089206	6.88386793715665	5.68580501304259	6.93385952309826	5.50483574524753	6.05341951157525	5.80187481556889	6.08127171633999	5.91618079746521	6.06052781468123	5.93328239607072	5.94681309059717	6.42634144343548	6.95965414187062	5.6022750199696	6.41947008665648	6.02365168846706	6.54269266881921	6.58316427157185	6.76120841092593	6.71255920760504	6.22709915866471	6.26898799033813	7.02269010028378	6.15231845798852	7.26251544721953	8.12726153032624	8.24677375973324	9.00097157096846	9.43596947545052
EFEMP2_32619	1.79742186009572	2.06122934202923	1.51240475594355	2.16681340119991	2.91887070462687	0.959640382085726	1.22341227666289	2.01068454169195	1.2776202854107	1.67176763519751	1.53608484919927	2.31125471744316	1.97251135260977	2.03911148818539	2.75017539973543	1.82473313109278	2.27431672212389	1.04180913374407	2.48343391462663	2.21427889152695	2.56899186085553	1.66592305762913	2.03698144676186	1.68297065625623	2.50633548504735	1.64760475074526	1.87690954339458	3.26174657753926	3.14428514679288	3.83160584665118	2.71044782090116
CYP26B1_8418	1.79742186009572	1.26927730252167	1.51240475594355	1.05237412971603	2.14532968828205	0.959640382085726	1.35472329720941	1.71030517547349	1.94439930342751	1.06558857524233	1.33345314707843	0.731638775922882	2.21897748412009	0.428192827029362	1.18452564233965	1.49365272867909	1.50355959614858	1.64044302958667	1.8792446319807	1.89931938967759	2.00117951074426	1.45340321714243	1.45729019350137	1.17846761818751	1.08652571818579	1.51928473116312	0.466589736999328	0.386079141515608	0.819685185876578	1.04790541994685	1.17650379978333
LCK_32705	2.23694487657482	3.13047681291591	2.71337801671486	2.78799024849333	2.47644510292544	3.01545972563289	2.25775075710282	2.5968293438873	3.35875049038705	2.21518528837266	2.8237912367659	2.40419672217006	2.9222245435929	2.7068073783417	2.26863185913254	2.6888588118609	2.32323760641966	3.07238957744923	2.66849311240329	1.60775818737461	2.62022643323641	2.63589336747336	2.22830569798455	3.04689855301779	2.76667373760535	2.98780714190534	2.62171880073558	2.63603941833209	2.94372108046136	2.21088385533682	3.86898922456009
CTTN_8406	5.61084896235118	5.66439404150093	6.82849682658532	5.91492761114844	6.75866626537684	5.22403118329483	5.85696803114747	5.46511599353631	5.59930535454393	5.84480958395964	5.83899967896231	5.68734359130296	6.02987576409027	6.14568768184011	6.72809923135617	4.97769100568306	6.32654688199505	5.58847316736685	6.18874820564065	6.12808478176825	6.62987191927183	6.57792314064329	5.98347676433359	5.69628147922601	6.41399188767066	5.16711735131326	6.49134857876855	7.02094122694116	7.70530854769565	8.14486392431938	7.93361271395087
BUB1B_8164	0.498418535332342	0	0	0	0	0	0.737679568586886	0	0	0.448204482676138	0	0	0	0	0	0	0.222626349874249	0	0	0.295759429275641	0	0	0	0	0.247648084295451	0	0	0	0.819685185876578	0.512995818993453	3.0978975534147
DFFB_8464	1.40634981657571	0.769944299578219	2.54037808586253	2.40483769907213	2.40051520495123	1.93902912167843	1.07894187863999	1.17784706588154	1.64919290709184	1.29711204001997	1.53608484919927	1.98999602704353	2.3280312781048	1.77350238023837	3.21315474028654	0	2.37055387694489	1.64044302958667	2.38116719609112	1.71163135020344	2.28135678289981	2.23093537668202	1.11366544926471	1.53358509546818	2.35612703192934	0	2.01959999612577	1.7885585664996	2.21221097195964	1.99605337709753	2.59481948239469
NR1I2_33293	4.6870522924218	4.35000979799522	5.99993142500266	4.75718564996635	6.12441079623369	4.31444283764683	4.79179675119879	4.20327707936667	4.43653620433447	4.78643470156782	4.17796386201632	4.13036305031652	4.93596088729198	5.33601062282966	6.18820481189075	4.05464799248405	5.9480291372357	4.86088365866726	4.75610852500628	5.70582503863766	5.59078968082605	5.46037199802649	5.06162659502048	4.34100917916382	5.62397409287118	3.86776853309346	5.32003684325562	5.30966568230028	4.71400842520478	5.46362400606762	5.56615868334155
MRC1_33067	4.88136252221845	5.09358491510205	5.13308964777665	5.04219403052357	5.26220538216002	4.89807114335462	4.76843170580888	4.80813409931713	5.20347856293346	5.24025559070926	5.16836852361853	4.9412749172401	4.9700141932825	5.20699057495702	5.31553138797713	5.02673735921705	4.9940516445518	5.10234087209568	5.05075796509448	5.15318550014975	5.33116957539383	5.06091963138061	5.17442295966876	5.39435220901112	5.30661310893786	5.05587220028635	5.20527067403327	5.30966568230028	5.30167160308604	5.13589720587471	5.55846295191331
TSPAN4_32769	2.10477723353423	1.46624071410337	2.71337801671486	1.98307017297893	2.86338571200519	1.27335927476254	1.68928676358091	1.91733856069235	1.53564654027963	1.06558857524233	1.0976367738712	1.98999602704353	2.10100123161852	2.15557775343164	3.71066007630914	1.66866951177835	2.50384834911845	1.04180913374407	2.27109434883297	3.16407571463481	3.05200885030557	2.7334046611318	2.28682933875526	1.17846761818751	2.12791729193956	1.64760475074526	2.70855549109547	1.91132054256158	2.32664065843478	3.85308011939486	3.05478682255996
PPARG_9537	0.498418535332342	0	0	0.343106448314519	0	0	0.289831194825497	0	0.307309502309259	0	0	0.731638775922882	0	0	0	0	0	0	0	0	0	0	0	0.395984739854526	0.458948934291537	0.847935869044255	0	0	0.96810992723907	0	0.324299919737675
PRDX1_32791	11.4489224952791	11.623435562425	11.1620735977068	11.5257303578352	11.140975526431	11.8285963634077	11.3767626789525	11.4773646987181	11.349048213037	11.3520738213132	11.6974768214518	11.8236203801216	11.412134785567	11.623494420861	11.1239491024199	11.6921991004645	11.0500092743988	11.7426347199226	11.5399129655478	11.5914592135328	11.3613998513783	11.5901117868563	11.7098061629051	12.2233619885697	11.6525862396012	11.9171104442091	12.0166597663763	11.6538187786702	12.0545846096384	11.6036189515275	12.8721297939555
HPX_8826	13.1584774636026	13.8439357379408	12.5624996764598	13.6853118829539	12.5164546986582	13.7319061643827	13.5236980388733	13.5953396822461	13.9347750477121	13.7020405469178	13.5819201520859	12.9895797174557	13.2537574464071	13.1011351141808	13.0993937611976	13.9589610645609	12.9284884046422	13.5002858827527	13.300505323793	13.5358803306059	13.832695775818	12.70060355614	13.5206210412566	13.8332224473179	13.5180423503014	14.060237741981	13.767144629766	14.2369874233691	14.7054941001407	13.9187462910589	13.4794566718453
LOC100362453_9031	10.4413260394077	10.6824855068235	9.65375548416593	10.7579351858209	9.70318808198386	10.7319471180406	10.4834703567027	10.7910647058557	10.7341849498955	10.7739063311464	10.7157876991922	10.4416401115794	10.4953683551326	10.5350248705756	9.88781632733788	10.6407391749371	9.81568321881491	10.4188852764044	10.3999478538064	10.3970739377395	10.0517111543561	10.0361561540722	10.7763547470845	11.2528055591647	10.4200982502268	11.3608926378606	10.9325759810372	11.6093141435492	12.3069613835586	11.6827687341835	12.4127642728423
POLR2K_9525	1.61509647726046	1.63951550584733	2.8678363436232	2.5441712490431	2.86338571200519	2.8361994197766	2.38610662550968	1.91733856069235	2.11222329409705	1.82797685402149	2.47512487649826	1.72763071524062	1.4996886269629	2.54538982767007	2.75017539973543	2.51642554492023	2.97105421718608	2.52722925683167	2.97973351435948	3.08890857500038	3.57779007944347	3.14133437703639	1.96712011115341	2.67113263155321	2.68500508684886	1.8743692370086	3.20312951444279	3.11618565937903	2.62384121099838	3.2540206306255	2.76496276477004
PECAM1_32814	2.5733672590143	2.73153769556422	3.94974439368931	2.78799024849333	3.60024403087716	2.39278800305231	2.44624155825238	2.53532602885385	2.46219901324425	2.42548465078888	2.26307301073694	1.57607351214896	2.3280312781048	2.91941516937686	3.30891497297685	1.96555042369821	3.80887477997989	2.77049982990441	2.90798956266004	2.63997587959062	3.26014252777266	3.40080171607978	3.16247443364725	1.94206983697693	3.23682182632099	1.97565003341054	3.01150012536748	3.16635560328276	3.17516023420317	3.80980709711001	2.76496276477004
PTPN1_9616	0	0	0	0.343106448314519	0	0.558181927816432	0.289831194825497	0.589720957623546	0.560515232525823	0.789672833065017	0	0.411710543434033	0	0.428192827029362	1.18452564233965	0.44699946947668	0.222626349874249	0	1.33956872292777	0.541080577773487	0.280385537902126	0	0	0.395984739854526	0.643219012324903	0	0.466589736999328	0	0.252482511997179	0.714149273443019	0.588913378606685
CHEK1_8304	1.61509647726046	0.769944299578219	1.51240475594355	1.65438050918295	1.27895946813689	1.74934659942087	0.737679568586886	1.00713181268945	0.963171969788033	0.789672833065017	0.815596486210533	0	1.06811360146559	0.428192827029362	1.54068682346474	0.44699946947668	1.32291033995313	1.04180913374407	0.467476835552628	0.750686182950633	1.32287178061719	1.56357282592217	0.661725627720809	0.706359220904188	1.61351761618695	0.616623592181538	1.22431024590981	1.7885585664996	1.80170400473787	2.07127451935519	2.53333351446151
VTN_10161	12.8717885927581	13.2182174638205	12.2824618010062	13.111067255958	12.255729968674	13.3504076413328	12.9211646839191	12.9165546977182	13.1948058248361	12.9310929605525	13.0907434327896	12.5610839409972	12.7506030593675	12.8244987387659	12.591362758924	13.2441395418112	12.5227869751991	13.0439707752528	12.7768417559576	12.8818739114971	12.7675390588514	12.4677852601101	12.772941319802	12.8707909267812	12.7245941580107	12.9381068077946	12.8551495781918	12.6132576358688	11.5002418697928	11.6250367294679	10.6107957032045
GLYAT_32740	3.33322502009994	3.48870230393723	1.84558735315071	3.87703101928083	3.34063194438727	3.51008535072161	2.50396990293727	3.10002470353738	2.93492056565391	1.29711204001997	3.03918122556158	4.77720766276643	3.17670472510982	3.16149784355418	2.75017539973543	3.61580061385042	3.14440946357567	3.6607102354841	2.83249028413324	2.78989726354429	3.05200885030557	2.8247403999395	4.17562271432813	4.14889768298254	3.67784774076189	3.54419495053661	2.8679649786994	2.77186485119985	2.53141390272208	2.45512567590123	2.65379175638882
PGM1_9466	8.3495217035747	8.37391199851225	9.28780575796013	8.47656655768675	9.21756465022941	8.24256251281095	8.42477823277162	8.37503255888305	8.08677854082988	8.12408167213276	8.58943762204515	8.57664389249898	8.34217942186691	8.55029234632001	9.1056125232759	7.93919728933441	8.63704841731114	8.2793843434827	8.36178847823633	8.6515436624759	8.97495921571562	8.81091493984525	8.49527042164613	8.40088766243492	8.73251975960019	7.85908741543992	8.72688565445229	8.97349188224322	8.72159123098779	9.07993303834016	9.57547772585711
FAM57A_8603	0.498418535332342	0.435737363688059	0	0	0.36213632753897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.280385537902126	0	0	0	0.458948934291537	0	0.252076014909221	0	1.10267909236007	1.99605337709753	0.324299919737675
CSNK1E_8394	1.61509647726046	0.769944299578219	3.00734559148456	2.07786502963319	2.68284922302225	1.53089481268588	1.96068368689559	1.46850236799354	1.53564654027963	1.96891265529039	1.7137297118868	1.98999602704353	2.3280312781048	1.61978026242721	2.88057435535712	1.29443455693269	2.32323760641966	2.23444834561586	1.8792446319807	2.83659804800335	2.89444568445754	1.85111910959126	1.64796080996818	1.17846761818751	2.59843442233576	0.616623592181538	2.32461233601836	2.4048260737386	2.83191095919961	3.57152688312292	2.53333351446151
MBNL1_9201	6.77519117126383	6.66019504460949	7.214192777544	6.74577590395787	7.30574815205687	6.54102600899034	6.75219556589645	6.95955749800963	6.54820825541084	6.5643124340316	6.83597241132301	7.02383736244601	6.76122707811468	7.1635528731566	7.25842410492202	6.65650465297717	6.87813972877957	6.77515324179819	6.98760197473026	7.01742089452982	7.14476232372924	6.95925821952527	6.78674086096571	7.20814539949889	7.04741061741244	7.08094760501822	7.21695696447203	7.49585191223778	7.51779696805035	7.87127482301698	7.99903794123705
