ID	S4P1_C06	S4P1_A06	S4P1_B06	S4P1_D06	S4P1_F06	S4P1_G06	S4P1_E06	S4P1_H06	S4P1_A07	S4P1_D07	S4P1_C07	S4P1_B07	S4P1_E07	S4P1_G07	S4P1_H07	S4P1_F07	S4P1_C08	S4P1_B08	S4P1_A08	S4P1_D08	S4P1_F08	S4P1_E08	S4P1_H08	S4P1_G08	S4P1_A09	S4P1_D09	S4P1_C09	S4P1_B09	S4P1_F09	S4P1_G09	S4P1_E09
DNMT1_8488	3.34561080405286	2.68633711650599	3.38247829013198	3.65904740444207	2.97211709570839	3.37190959890514	3.46191162069489	2.85496581861345	2.96313358158958	3.02979740226066	3.64448535681542	3.53721802973156	3.77716919020488	3.07487733777751	3.56192102599218	3.6660868426112	3.26651617279491	3.6826423954623	3.11904912256087	2.8268076009396	3.24548312326168	3.35493722605766	3.22603404848467	3.8179833686589	3.54178893855752	3.43764207431581	3.52990088740285	3.59813354339354	3.85800866099516	4.02241825962373	4.11907331114871
CASQ1_32992	0.726551666628778	0.433770734242967	0.545902522263914	0.435622687056619	0.287905734160693	0.369903222384552	0.503303160741733	0.590270959375557	1.13729046653725	0.309057803221431	0.565006187772678	0	1.02684306426411	0.905864782734539	0.287601802413049	0.51915440484526	0.486538203930919	0	0.214335977593223	0.668882533831715	0.510147582639461	0	0.222975699745154	0.93674086956278	0.783898398247484	0.263895627757359	0.276214114211399	0.773281097166287	0.284213742291683	0.63651197717545	1.19716644926638
CD8A_32613	0.726551666628778	0.908350655797999	0.756937917775939	0.435622687056619	0	0.664057052441047	0.273489167333368	0	0.485315229697247	0.563447782113928	0.309987463305198	0.683696301160543	0.602913255781873	0.522893030395821	0.287601802413049	0.282804523039761	0.486538203930919	0	0.400909060218323	0	0.510147582639461	0.836452902179397	0.876324185810818	0.686582139395432	0.239329943136958	0.263895627757359	0.707558716134937	0.773281097166287	0.521546135358693	0.873300724866449	0.516986334107077
ACTA2_33040	2.64095281599473	1.7136677417557	1.91057924811674	2.2330265576992	2.60405589663638	2.6463448352216	1.41674295854944	1.88602613029427	2.07009171544471	1.95113269074435	1.1365094504008	3.53721802973156	2.95310592564846	2.1682149078763	4.00013078410634	1.56023443142297	2.63552821495977	3.26474003860344	2.17751464964274	2.65731289171667	2.6065252673221	1.24786387424129	3.17355046390022	2.82673363610642	3.82501547987558	1.26604643601909	4.59761507735609	3.70659595911568	2.9941969069671	4.11767014903939	3.32915550306306
ACO2_7967	3.57426168240431	2.7996903754275	3.86473431545621	3.82970166452774	3.8771295296849	3.99146045852693	3.59246461855426	2.98347758456296	3.56035743379484	3.74660443681627	3.82612448835874	3.74718559134568	3.72151907088113	3.77274877110643	3.85371461791729	3.39623218075672	3.70402723913631	3.50253780256052	3.31752247000932	3.95878817259423	3.92700154661901	3.53684053254341	3.75866382802132	4.33615342362577	4.06165976478315	3.58969287182734	3.60687786254702	4.2808052126779	3.92158079524223	4.3511911368065	4.1010710663427
CSNK2A2_8395	4.5928757875572	3.61168008786067	4.37692480517425	4.37432241728026	4.28930375928537	4.48126201445266	4.14553145746242	3.26213261772758	3.90652601189959	4.2047337678313	4.20928769464138	4.39274634597878	3.90757041979244	4.0640215077297	4.64653381103688	3.9550666190817	4.07404438522193	4.31795405965684	3.77118990127018	4.16259489351375	4.1502133554021	3.74136528128752	4.23907822531212	4.29195080723445	4.33106695232844	3.79138273141021	4.05440980482981	4.22718745307361	3.72178818549627	3.75250644195457	4.00752776586366
GABPB1L_32696	0.522510683898222	0.233126894005799	0.941006167684861	0.612344659782858	0	0	0.273489167333368	0.743333404645524	0	0.309057803221431	0	0	0	0	0	0.51915440484526	0.263682812985315	0	0.214335977593223	0	0	0.478016293441377	0.416058081790527	0	0.624178432764118	0.263895627757359	0.507947437794637	0.306127069856445	0.284213742291683	0	0.516986334107077
RGD1564420_9693	5.29239998472545	4.58344335264978	4.98119364601591	5.20077849425392	5.10227504894631	5.1492351622871	5.32308406982368	4.65909197850081	4.83756627310145	5.1650740830567	5.29834703053003	5.12722015633982	5.18098583531219	5.23626397165017	5.37823971196544	4.97886414150953	5.11647404388651	5.28132614121072	5.02473861821921	5.34053913749309	5.26037338555281	5.05362536957874	5.18055413597078	5.37606431617711	5.37851033288693	5.22225189412867	5.39737501914926	5.52083046267044	5.47026149852	5.43118918030868	5.44841645569608
NR5A1_33081	0	0	0.298619236094361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258957465337865	0	0	0	0	0	0	0	0	0	0	0
NDUFV3_32394	7.63612711570026	6.8520356521966	7.60630832612252	7.67393130584947	7.53124103014184	7.70396557097509	7.71524177576664	6.87371208730451	7.48342733091429	7.40652157067514	7.64348428416902	7.63839025563703	7.54475870782353	7.37231034382558	7.42232715923542	7.51326768862331	7.47797576550878	7.50992580680325	7.39966634798335	7.55292264416457	7.44178074952368	7.30318227748241	7.48921372009342	7.59459734122447	7.80754251779166	7.64465540642162	7.8765979529952	7.94466376474608	7.81696161088036	8.12757898100449	7.81027790847233
STXBP2_9969	4.44171668426202	4.19869772565637	5.15886085620138	5.43038859482515	4.98643262796624	5.40945176668039	5.13021431016535	4.3004598856587	4.85760383792317	5.11622605314481	4.70974153741475	5.22400127929658	5.14970219121038	5.28556965314702	5.10988931456452	5.37490921892594	5.25171146098845	5.55675913448252	5.1274681523299	5.16191274509278	5.43320951616624	5.20725605911818	5.44692788327149	5.48805076121959	5.63575309572042	5.95927287342118	5.87298864037076	5.31349987362718	5.57282098591085	6.08963585829966	5.91821660278364
