ID	S4P3_G01	S4P3_F01	S4P3_E01	S4P3_D01	S4P3_E02	S4P3_F02	S4P3_H01	S4P3_D02	S4P3_H02	S4P3_A03	S4P3_G02	S4P3_B03	S4P3_C03	S4P3_D03	S4P3_E03	S4P3_F03	S4P3_G03	S4P3_B04	S4P3_A04	S4P3_F04	S4P3_E04	S4P3_C04	S4P3_D04	S4P3_A05	S4P3_G04	S4P3_B05	S4P3_H04	S4P3_D05	S4P3_E05	S4P3_C05	S4P3_F05	S4P3_G05	S4P3_H05
STAR_32299	0	1.04955811170813	0	0	0.898815976699646	0.650215678294922	1.00577860928418	0.76753732211265	0.96647047067029	0.41813339970524	0.637016277490468	0.694826609384863	0.503062494594335	0.812668237616	0.460279185624045	1.15160786163717	0.566621809317953	0.515217511602158	0.273217632402907	0.546621534900177	1.05488415140757	1.04283624103343	1.02936718743599	0.634843302331267	0.370920786122743	0.743324399270676	0.913848467794998	0	0.783913931387977	1.21073344678118	0.577849090361942	0.923410687372076	1.14398069407492
PSMB9_9592	5.63538902048111	6.15133467191164	6.44808941887902	5.75349932843585	6.18500256216008	6.11537322604678	5.53484635646202	5.83766350154162	5.86401897804288	5.79784602516356	5.95563963107657	5.79833413294453	6.45241255175067	6.45309484297116	5.7086782613806	5.54876048496168	5.53789758969757	6.51669638853472	6.08151097781159	6.17796717505807	6.29615816951686	6.22077527126757	6.07221723820586	5.94533481404909	5.91221730208886	6.35945333856559	5.88575128613712	5.57692139719777	5.72708418716555	5.49004444927295	5.38845291061836	5.38009159656769	5.85462585681213
LOC100911740_32571	1.62642064042549	2.99173903882512	2.11804937195371	1.29706590542578	2.629289178244	2.61462155804221	0.588817477520033	2.56475120112615	2.52863905355185	1.7456174285312	1.68725712790729	2.10422907559735	1.62578197366507	0	1.70259026281274	1.27811311026047	0.566621809317953	1.65354068689576	2.24883913070387	1.50723373836993	1.44577023544337	1.641799434883	2.55055615767639	1.68305696859427	2.17572741265255	1.59554499186276	0.913848467794998	1.55935329070125	0.783913931387977	1.78295880690654	1.44582089407966	1.76167533067977	1.77391144562968
MT2A_9256	10.8000872458205	10.8946734863979	10.9650320801735	10.4218760718909	10.6367849214394	10.7192714856268	10.9470617122137	9.78424412501522	9.73796460491005	9.43649233642622	10.2093785420199	10.6407882828802	10.1260300318904	10.7589795517537	10.8971635305079	10.971184420114	9.5414580629638	10.7607255950134	10.192367102966	9.98648848685924	10.2982332772036	10.5252473498779	9.8745356580744	9.88942215416624	10.379090887077	10.2005688518032	10.3114507194491	10.287748769615	10.9492989157884	9.73674991639984	10.4580964777194	11.1751869222188	11.3993809973836
MAPK14_9188	9.06444602300465	9.03244272671033	9.00364943824013	8.98354247461865	9.07113064817242	9.06519861189272	9.17642107736553	9.11494155930836	9.13193360567541	8.96893735877188	8.92365638855776	9.00706259612295	9.08582939620563	9.04714291651423	9.15379914539372	9.04251253825193	9.1366532150791	9.0387087221916	9.09720874811033	9.06252095425917	9.09225494760168	9.10442578886612	9.074846749	9.1131407116807	9.10821424964729	9.09174033863152	9.13483708138829	8.98416490820679	9.01559649986356	9.07471804298102	9.05005619809494	8.97382257847422	8.94049487512252
ANKRD23_32357	0.761983163675839	1.38119677057614	0.638624705550639	0.571203101928492	0.518301028993236	0	1.00577860928418	0.434220612376519	0	0.41813339970524	0.637016277490468	1.28901388254401	1.17098666418532	0.462815082807644	0.248418270808506	0	0	0.894075967342409	0.700883911328163	0.299046002479422	1.05488415140757	0.510060194772152	0	0.24398142293263	1.11949675563513	0.743324399270676	0.528103502967594	0.899508054096986	0.566763632836414	0	0	1.31864825015376	0.682528081796747
IER3_8864	5.7517403473821	5.60319194559144	5.61142657989998	6.00335642707409	5.61417092691863	6.01732318741259	6.00003792427815	5.39534186210024	5.37668291421522	5.86596074580697	5.91639851398646	5.57936725753636	5.76009837179739	5.94733120874276	5.74451431868031	5.92740020377032	5.70020274076614	6.07281075397167	5.56971982936896	5.37636614258128	5.74374402553715	5.99476576973366	6.13055080356692	5.73184986116476	6.02043081107587	5.8314819482548	5.72625353228649	5.67181899397326	5.69394114275745	5.85083846403947	5.90372179796617	6.02141356273421	6.05168896016845
GRIK2_32967	5.37007944830847	5.1169351120918	5.21703222166424	5.40223701430494	5.25455664642603	4.60558409990296	4.98844933832894	5.41921869082164	4.86515661496739	5.44390495772323	4.53632553761206	5.58557644088149	5.91277122530372	5.71776383299059	5.11415123200294	5.18692804409524	5.41315247682139	5.17772597906073	5.1113869948855	5.79671055846391	5.57790399485849	6.33507958116304	5.65191544678598	5.10997303049618	5.37359788419569	5.91979808442716	4.72338701048412	5.13686713481747	6.28078817353523	5.37070654764834	5.79271893131774	4.92070914376091	4.722896983502
SNX7_33286	7.26100992943733	7.34951749814984	7.3735257622737	7.18260624798695	7.59190974153114	7.34616261163243	7.0775376202998	7.36940158472781	7.700646101899	7.4676011217738	7.46282647245138	7.49356595991122	7.33840517822535	7.67319385156524	7.41353843216525	7.09165222013005	7.18543026460285	7.40484156213487	7.07974168265008	7.58972632901998	7.43623438949135	7.28158655915213	7.37972033861065	7.29860014265622	7.41821691249032	7.46329695459613	7.09956826720728	7.43826692929432	7.24197452121066	7.38702488924752	7.30511777619361	7.34063357010948	7.44557847226664
GAS5_8688	8.67507704291055	8.52555679475335	8.77702397847537	8.61306270429091	8.78479310603733	8.52236732772024	8.61883502165613	8.69344684007353	8.48499721945458	8.45179315728905	8.48355576265848	8.66619513306338	8.65684001609543	8.87303997511297	8.47553358096009	8.57950686061637	8.50665601644672	8.60125699256952	8.53561651560364	8.71888661221778	8.46499206412195	8.78190227781772	8.52151140228373	8.44657059569635	8.51225448035533	8.6439466607173	8.32557703767964	8.56678781354153	8.84115056862798	8.52483002447984	8.5503631022139	8.62971717397701	8.60053666173689
PFN2_9464	6.86426221599652	6.44504147655476	6.73877357462016	7.08790678025403	7.02989751911008	6.77065110005076	6.95980837196089	6.95318654130107	6.44070103883341	7.23465405026178	7.27393882721647	6.98641406819794	7.44069127947995	7.19405605071613	6.6442228333378	6.92519876061709	7.12952911938212	6.94128859640778	6.96163003164057	7.11621589496117	6.96235117708932	7.59336613449559	7.33390515574615	7.29352574770416	6.82010194305495	7.45408373292563	7.08084764665454	7.18942418658499	7.32007885356446	7.29168279390121	7.4624901543185	6.73874166516228	7.07029710092482
GNAS_8727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.288082296218335	0	0	0	0	0	0
