ID	S3P4_G03	S3P4_F03	S3P4_E03	S3P4_D03	S3P4_C04	S3P4_A04	S3P4_B04	S3P4_H03	S3P4_D04	S3P4_F04	S3P4_E04	S3P4_G04	S3P4_H04	S3P4_B05	S3P4_A05	S3P4_C05	S3P4_D05	S3P4_G05	S3P4_E05	S3P4_F05	S3P4_B06	S3P4_C06	S3P4_H05	S3P4_A06	S3P4_G06	S3P4_E06	S3P4_D06	S3P4_F06	S3P4_C07	S3P4_B07	S3P4_A07	S3P4_H06	S3P4_D07	S3P4_E07	S3P4_F07	S3P4_G07
NR2F6_9360	0	0	0.465859084620304	0	0	0.286050034309056	0.337431722423714	1.06384869633573	0.808768567438816	0.337680535860126	0.755933599644863	0.826468017622995	0	0.964678278874675	1.21850887995323	0.64265695035368	0.96073083764857	0.575687291111182	0	0.533955311894099	0	0.748325747110567	0	0.779770033891864	0.372540178963107	0.660099515552634	0.618658168924665	0	1.33819770844013	0.419428706178143	0	0.543330055779695	0.36016822397635	0.346431231644514	0	1.23808356702258
CAMP_33271	0.297415384001568	0	0.251652167340569	0.273861894326412	0	0.286050034309056	0.840375343751822	0.627840706720011	0.322587968447045	0.337680535860126	0.29815936535349	0.330879059595758	0	0.30790300922987	0.250452428752884	0	0	0.575687291111182	0	0.291540687782568	0.330630923064353	0	0	0	0	0.367478212467947	0	0	0	0.419428706178143	0.53441986069796	0	0	0.625572869683278	0.322535391418111	0
GSTM3_8760	0.297415384001568	0	0	0	0	0.286050034309056	0	0	0	0	0	0	0	0	0	0	0	0	0	0.291540687782568	0	0	0	0	0	0	0	0.506965388338371	0	0	0	0.543330055779695	0	0	0	0
SFN_9820	2.53798087947373	1.58686916122908	2.14739001691035	1.03224169078112	2.18666435910692	2.54214470007432	2.05729903451691	2.74956214890616	2.32456578014106	3.06768183084732	2.35961795452969	1.48772130773424	1.60190224126442	1.41432469744806	2.20226789965279	2.03090436301867	2.10836874945241	1.4416723397169	1.97139655579839	1.96765062942686	1.02165942066642	2.1372448578202	1.28007488359643	1.54182166115963	1.61466844771869	1.59963708895964	1.87862023782127	1.17834741261605	1.10182787827436	1.74922744818732	1.36135214698257	0.93709196285702	1.0937644885499	2.0898167547572	2.52606870373966	2.68602965792397
CSNK1A1_8393	8.35723272019678	8.14863961848432	8.30557372621733	8.26911610911657	8.35457579045826	8.44990316596687	8.37487717957782	8.38080806386587	8.34424896347523	8.25799016856045	8.18350264253721	7.86259890183231	8.30911507251353	8.18137586826098	8.34426219471677	8.14324676838715	8.3458168848107	8.00276881563937	8.39480625389386	8.33654782311866	8.47541774735158	8.40608385356524	7.99792996508446	8.24220650217749	8.33552846286107	8.36491622488905	8.29570537254916	8.32833878333436	8.45215302058186	8.37644967783506	8.37455874162599	8.31671630595368	8.06982742376643	8.07374600856222	8.29419495362441	8.46606229256067
ANLN_32599	4.47842124441737	4.18150448566904	4.67714175685605	4.32355985518944	3.72028479144534	4.27954409100987	4.07127514035893	4.71995809214066	4.42940795655835	4.85572379105277	5.03039374359255	5.16189720623921	4.93138880657356	4.99674659355806	4.37269662940266	4.69896720735377	4.35043074815736	4.64552747610357	4.63001709944496	4.24151477051727	3.97095515987626	4.41921978293482	4.48721216990878	4.56684421913353	4.52965061002676	4.22464572754936	4.0700173877687	4.37779867667781	4.05880263290179	3.28870467486697	4.88121607541853	4.16360353072824	5.66985727710414	3.91775698398577	4.00284449570102	3.34656496931574
NOTCH4_32539	6.34621603097876	6.10201906097279	6.16775841477881	6.13752929069243	6.0872574095323	6.22272574203174	5.92010745033612	6.27305082217007	5.88588359540062	6.3335027486171	5.82163556075883	5.75762556459031	6.29802930400653	5.9630121738299	6.2564990042365	6.08285166568508	6.351764344535	6.26697449744043	6.57978059464671	6.88142183153964	6.69721394942824	6.12234277054936	5.70236499986313	6.31497448556333	6.05328356834017	5.99233100103112	6.23701014027322	6.22274934024073	6.19406071159143	6.27778603928952	6.38367267606706	6.07281774397066	6.441672607297	6.23065234266216	6.44594258880548	6.11441290417199
PARP9_9429	3.8587275573223	4.01266584198813	4.02197548376949	4.16448336404695	3.66363556422648	4.67588967585308	3.59302178605209	3.84384686091357	3.93381776755591	4.13869683944973	4.37458205878488	4.68632317545552	4.05354450671753	4.14188189110013	3.96325847620691	4.17924447975517	4.20995771553514	4.01810058350294	4.14973024438339	3.93852916821103	4.23049984200168	4.22310571932614	4.63967439610566	4.27793524670694	4.12922506165724	4.0836618147179	4.0700173877687	4.54325281714712	3.95599625521156	3.98600178200946	4.93507002318158	4.23541817440321	3.89677582074841	4.15603438560032	3.70324049482028	4.37179039448533
SLC6A3_33188	0	0	0	0	0	0.286050034309056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.543330055779695	0	0	0	0
PWP1_9626	5.62370600778797	5.6752283833127	5.4741085085296	5.75745382166667	5.60600468528467	5.61547886681946	5.8754768968076	5.79506681183512	5.61793900056172	5.7480491584341	5.66072704943182	5.53509483778035	5.84932077319707	5.49986865368521	5.83581576993724	5.60591342608972	5.86420802749398	5.67989381378261	5.57133828947689	5.85505413221993	5.60434402124338	5.70011140345948	5.64173868720164	5.83677783795783	5.63267537398334	5.73382194180772	5.65903383490744	5.67541783901911	5.6300908085846	5.86684951211305	5.9273278257099	5.79240158023175	5.56141217291058	5.78874660295499	5.62502420973101	5.56074227114285
