ID	S5P1_C06	S5P1_B06	S5P1_D06	S5P1_E06	S5P1_A07	S5P1_F06	S5P1_G06	S5P1_H06	S5P1_E07	S5P1_D07	S5P1_C07	S5P1_B07	S5P1_H07	S5P1_G07	S5P1_F07	S5P1_A08	S5P1_B08	S5P1_C08	S5P1_D08	S5P1_E08	S5P1_F08	S5P1_A09	S5P1_H08	S5P1_G08	S5P1_E09	S5P1_C09	S5P1_D09	S5P1_B09	S5P1_G09	S5P1_H09	S5P1_F09	S5P1_A10	S5P1_D10	S5P1_E10	S5P1_C10	S5P1_B10
GNRHR_33263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.268607946500237	0	0	0	0
STMN1_32298	6.30866949159336	5.6934644803487	5.91655608995402	6.53171927726637	5.1223913776109	6.19096034318015	6.46657345117603	6.43515450566023	6.46332106098563	6.21138199478525	6.27945137813848	6.14121303215424	6.43630992092806	6.38398247747531	6.35061240686289	6.06497053234744	5.86699526733022	6.5731021377194	6.60547838257173	6.13669745615783	6.5115581265214	5.92725571137301	6.10486153054893	6.03401788655341	6.36278949299716	7.14624595145425	6.84159991973523	6.35312462669432	7.70265995663767	7.46451705911068	7.22405669730229	7.51836684953512	8.60727036485394	8.70063855118473	7.92845851243858	8.10278788988433
SLAMF9_32467	0.868725580769914	0.952683207241171	0.655233567077163	1.07040305154017	0.924652315568091	1.14252288956383	1.73287666248497	0.952925339374269	1.39659170390851	0.550034372528053	0.330342510238504	1.51196000853395	0.319754934343402	0.414380438931249	1.44096931275748	0.94969919238245	1.39996840754736	1.07614876924361	1.4459397061211	0.737193162914807	0.647402361757413	2.68351123285921	0.665741656139972	0.916848396489546	0.728920159598126	0.67294151352266	0.75530625557934	0.306612026380283	2.11303196286277	1.10038156359587	0.518364936161945	0.690582227802962	1.81351706741752	1.38830349935428	1.94772404504411	1.66858898964094
OXCT1_9403	2.9662283933569	2.50521642527808	2.58067962962231	2.96719145680909	2.92352876809277	2.81523467573412	2.76760144856303	2.50562912833907	2.6162686255741	2.37214006290135	2.84307616770379	2.38766023664231	3.11963407008152	2.50033477474796	2.29867990274875	2.29636153768775	2.29057931923765	2.70973203668966	2.38272407291388	2.32238319649384	2.41737490910891	2.9157920740655	2.97106375822762	1.98548395284502	2.74361191906888	2.31096111843521	1.90764426426567	1.84991847143663	2.93583494876412	2.14806913072367	2.15660633235808	1.95047912793007	3.46726979115495	3.02929915272358	3.53273121726155	2.47922381196867
NIPSNAP1_9317	9.58144164931895	9.20541567008341	9.69523824115434	9.46240573428185	8.64318035984727	9.47188264107236	9.62617315137196	9.55973725995327	9.56899533240593	9.6633631395893	9.56705491671206	9.56742617200441	9.7531561129913	9.63822069850693	9.45725401155093	9.62426510927901	9.696442768073	9.5908741408432	9.73615614546266	9.56005141637649	9.76918581989168	8.78192077548707	9.64076229144502	9.70327251988208	9.69731184910189	9.81411239887337	9.91084934892	9.86323621218222	10.1256051974223	9.56464358896115	9.97248651467812	9.9272998153251	9.89494224208233	9.92288117472679	9.73859174258425	9.53502641652246
TNNT3_33197	0.695581291761455	0.303187188009847	0.46805907184508	0.286885872337721	0.677005552327721	0.681524594220109	0.367916065246797	0.247512898594206	0.950858114755289	0.30107285416011	0	1.04143219542682	0.319754934343402	0.414380438931249	0.575321240873098	0.640511669642878	0.495428605829605	0.453614239032876	0.655169291635075	0.530689772768298	0.647402361757413	1.20744539868768	0	0	0.524329907117168	0.67294151352266	1.14011263244178	0	0.636295139256816	0.251792586090117	0.282339574943714	0.268607946500237	0	0	0	0.284399849894553
USP18_10138	3.69796419120188	2.0956346814703	1.8807759662029	1.94862025966294	3.1349817821505	2.85591304067029	2.99488702205094	2.91658309538488	2.77217873104043	2.23663485366455	2.79039093727848	2.97796758955005	1.57770586572316	1.99802792052142	0.794947140755831	2.83747934965727	2.09690817628612	4.43896732865252	3.20770712325253	2.80784252542887	2.56274958174064	3.23524049657446	2.93464494189242	2.36287288390263	2.36835522930272	4.09141622555662	3.3385479155809	0.774333328656814	4.5515446585179	3.28858596289796	2.08490873403109	1.39898469846447	3.05924494325678	3.70235282782758	4.57659700886861	4.23787637679864
LOC100910669_9062	6.77099333322703	6.24038404787571	6.06019670626856	5.92697401690262	6.4368105893684	6.1709486201948	6.58916229013949	6.16105845808643	6.60833297104057	5.87732737909604	6.45896268418319	6.51541724723517	5.78371428306448	5.92024549184453	5.43915089362057	6.42855026196604	6.58277720923335	6.77397643608024	6.16776115518859	6.21649860251514	6.14668094884716	6.80384684066049	6.27837118659475	5.04297308806637	6.2426834579654	6.62449046033541	5.59905892432333	5.89456455598199	6.58181601827841	6.05322386588207	5.21333325633063	5.05003365763212	5.7666840789209	6.80940885250312	5.97097655808896	4.94732868765062
LOC501038_9126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGK2_32380	3.67482219370385	3.66600240072607	3.79064521239744	3.61119643564991	3.91381989172498	3.24087486635164	3.40409716866221	3.79846070020294	4.19068663191903	4.14635714080725	3.71079611651174	3.85727854050606	4.11900933576007	4.02727846523	4.12228410610394	3.75293016011851	4.05051051798005	4.21332166671629	4.14316655817398	4.4230743684935	4.24292792026009	3.31874273387996	3.85666928718523	4.29628963846145	3.68180517399467	4.58378295488484	3.93317509000916	4.62526949715255	5.13304756131962	4.83079958907039	4.86302238739455	4.65237744620887	4.81995588451723	4.72361897675467	5.11770860817409	4.89546087302167
ESCO2_32645	0.270842602167911	0	0.46805907184508	0	0.377855499436761	0	0.660814388097415	0	0	0	0	0.338644027096227	0	0	0.316151074097814	0.246461573118429	0.691185072816245	0.798202763207319	0.252900325627313	0.737193162914807	0.647402361757413	0.805838960587618	0	0.670832138575806	0	0.260756483875019	0.228969455728122	0	0.873024695758291	0.466101163604221	0.721150836973294	0.268607946500237	1.42043081431897	0.759840068960037	1.09967353086772	1.06316990959571
EIF2B3_8540	4.79942911216565	4.52252797072989	4.20459075176601	4.61708847584977	4.87989423340053	4.35923704558115	4.33429431080764	4.43212194633745	4.39643179529737	4.35706381945816	4.86031678100039	4.43537947630301	4.23760449960422	4.752354957748	4.55706835836143	4.36182925388983	4.63022439340145	4.43896732865252	4.30573885678803	4.26524249271369	4.39306399982869	5.270347479408	4.54117880105357	4.96308281725543	4.74726160015724	4.69829924547213	4.72550262858087	4.55434227555209	4.95111934903612	5.24040330219362	4.65595491825242	4.96751200387163	5.40929566742901	5.31560109851682	5.42651721592305	5.89234592976006
CCP110_8230	2.88789189263521	2.0956346814703	2.75461154349949	2.65078658682097	1.99786650566374	2.68582886803465	2.34108163789557	3.08514434683922	2.95687631268617	2.16378992729391	2.35529524477512	2.92869001361532	2.84859047990613	2.87219800321332	2.67583878520001	2.54686815800712	3.10100806506413	2.28670401656656	2.83414645376045	2.66344406306869	2.51590033832399	2.59695758819702	2.60454370166725	2.44358865953389	2.79005942846068	2.91409059551398	3.09893973764256	2.32929501975028	3.21955379258514	2.82821336129279	2.77325129586579	2.28931902682696	3.05924494325678	3.38889757371214	3.38270332553954	3.34368465512112
GNAQ_33018	6.96232757036062	6.63940554917242	6.96555909603257	7.09066775927946	6.27888949766732	6.96098238663518	7.16912132815382	6.97324095530391	7.10281010584278	6.65846835490919	6.89921727236195	6.85576908380591	6.83468649171056	7.11978548552025	6.82600323550215	6.91186460819682	6.9508997429913	7.07410895411545	7.07194894537909	6.87092871310861	7.03212149543549	6.51613515526087	6.91668817112479	6.96261969225478	6.91201889051589	6.90525538056373	7.24151406301274	6.88816746594298	7.2030423041326	6.96515715522044	7.01089147028697	6.93008845457632	7.33948315121396	7.33435438076804	7.28169012703713	7.27666218315442
HMGA1_8807	4.35135656354303	3.69234125270682	4.23427121361426	4.34769056907562	2.86544121050305	4.16247952788962	4.65021626139691	4.3417974852656	4.63180641913874	4.42097449823847	4.51547947148012	3.98329271335934	4.44903011755264	4.34327425636679	4.060072853407	4.72913263494149	4.10305364852517	4.70728949630527	4.26318642922182	4.49595455492015	3.99220299061204	3.58921109177399	4.57706379557782	4.78866446395506	4.24556266702705	4.43316673789487	4.32852911210661	4.13553389447502	5.1889262067801	4.36741456777657	4.52662483749754	4.10156164261779	4.85171793961842	5.09923372831012	5.20970485218111	5.11998049970563
GLB1_8712	0	0	0	0	0	0	0	0	0	0.947285494683411	0	0	0	0	0	0	0	0.244562416511765	0	0	0	0	0	0	0	0.481519613223804	0.228969455728122	0	0	0	0	0	0	0	0.652170691633665	0
FKBP5_8650	6.58179015887952	6.85876043828934	6.50879478519034	7.54784601614395	5.91367843795824	6.5759074016286	7.46315155337876	6.29087727349206	6.17744323693121	7.04564023823761	7.37449082342749	7.84621397541458	6.71030419509675	6.09894632361367	7.59125007117149	7.293959537221	6.51005507424428	6.33306739431565	6.73568104820789	6.79786499839612	7.61062068845171	6.53662639623459	7.82749262419139	7.72217082108066	7.07564040641238	7.29197114126712	7.30565765836157	7.0071406424111	6.72098531326482	6.67332175054751	6.27654484316139	6.81680600276082	7.35249269095502	7.42638818218488	7.43964265909498	7.08852518832902
LOC100364316_32692	0	0	0	0	0	0	0.367916065246797	0	0	0	0	0	0	0	0	0	0	0	0	0	0.249483925277603	0	0	0	0	0	0	0	0.352946324442042	0	0	0	0	0	0	0
INS1_32525	0	0.303187188009847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGF1_8876	5.24662464689824	4.88419762146506	4.99328510213774	4.57775603394463	5.65542252020934	4.74219882283863	4.76255435017961	4.31491662647773	5.22449803066857	5.16225207359333	5.33516562114883	4.97385279789508	5.31130288172471	5.33133596331563	4.99415335793483	4.65639438955555	4.70011285489983	5.25988039271758	5.06918837245493	5.54143807036042	4.05908602936068	4.74478499141783	4.83592551777849	5.00358087963718	4.75898484567022	4.73095365734289	4.02748803897353	4.86686742593536	4.38928935337631	4.720343702412	4.80842048015715	4.3242328612191	4.48396678681217	3.8250483355996	4.39256358731826	4.5103513005703
LOC500013_9124	0.498786546119494	0.553591025658426	0.655233567077163	0.286885872337721	0.377855499436761	1.00460175168136	0.367916065246797	0.458715390856384	0.950858114755289	0.30107285416011	0.825326099672343	0.338644027096227	0	0	0.575321240873098	0	0.268877200117923	0.453614239032876	0.468010285686909	0.289610061985244	0	0	0.476041924539081	0	0.524329907117168	0.481519613223804	0.426527707092149	0.306612026380283	0	0	0	0.268607946500237	0.27450832039495	0	0.362627521534274	0.284399849894553
SLC27A3_9861	2.4159635726631	1.73927459204059	0.8208892828349	1.34484438183885	1.13595220447459	2.27031374978141	2.25590442422225	1.42461523177198	2.011610760306	1.39199973374803	1.83718371023764	0.612715747805793	1.57770586572316	2.2203263660376	1.44096931275748	1.77476460094772	1.50783410240212	2.11276709705521	2.21425061895476	2.11591481777286	1.93799473702606	1.77885062310503	2.0452259662713	1.87340347568982	0.908067953481972	2.19090618587565	2.35837918084956	1.53326363623266	2.51395205668279	1.63112393520758	2.08490873403109	0.862812097775218	2.31674063886861	1.9157930110966	2.68471644227407	2.23399841581019
LRRC17_32500	0.695581291761455	0.553591025658426	1.44605116472806	1.21413971206868	0.677005552327721	1.59109491358475	1.11233291448825	0.458715390856384	1.92564486362998	1.39199973374803	0.598959384690845	0.612715747805793	1.1638803431854	0.735914153921462	1.30452716668053	0.246461573118429	0.691185072816245	1.07614876924361	1.22724924166933	1.22271750856112	1.09267478872746	0.805838960587618	1.11953358837853	0.916848396489546	1.34137602309551	0.841914437076503	0.426527707092149	1.12697229563416	2.36667013115218	1.33656060608685	1.84558481286884	0.268607946500237	1.97605013233431	2.00155459480814	2.23724284551162	0.521861875958336
MYBL2_9270	0	0	0	0	0	0	0	0	0	0	0	0	0.319754934343402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.352946324442042	0.251792586090117	0.282339574943714	0	0.27450832039495	0	0.362627521534274	0
RCN1_33000	3.24290786628482	3.08470246047398	2.48516072508182	2.96719145680909	2.97936777509677	2.97148820086589	2.76760144856303	2.95190775577331	3.08136973169489	2.99309620391242	3.20695242016529	3.07174371032211	2.84859047990613	2.99769897836542	2.61943569557583	3.60616251729937	2.66143348670224	3.30264104555757	2.43477649656753	3.02039829138202	3.21822302523867	2.98559139023206	2.60454370166725	3.54298072443682	3.31968158290203	3.49844902485541	3.00932858851983	3.54299993199929	4.18462203762362	3.10893022189497	3.1696241975711	3.73104140281199	4.37160680308594	4.0630598648828	3.90713183726883	4.45409282355312
FGL2_32918	3.89106166803361	2.96016884690281	3.52848377980743	3.32483418829317	2.74174077191971	3.56912737413447	3.44315201156761	3.79846070020294	3.86084564179014	3.2954719255646	3.46403585981212	3.98329271335934	3.27562514342197	2.73473036696315	2.83291330558661	3.62806580598164	3.81881623712894	3.92832009017766	3.29478412717639	3.1343598064166	3.50880875054281	2.9157920740655	3.75590413882809	2.59261803896246	2.96219983476032	3.4205136443881	3.47869368684282	2.57840655276904	3.49251349772736	2.57478623380454	2.67900431148135	2.56351882636241	2.98480786748249	3.8250483355996	3.76274011423709	2.87168637675214
SYNE2_9977	1.51531407908716	2.0956346814703	1.54410763847978	1.34484438183885	2.10215351177175	1.77202707890903	1.45571488727174	1.08607219176609	1.73662876905588	2.0870703916916	1.83718371023764	1.04143219542682	1.79957855661392	1.87255683804522	1.68034299727877	1.60844676039076	2.34976017577059	1.91494739098523	1.80355901991804	1.58534176202884	2.36546843054258	1.69799006492433	1.74223665573933	2.08948128621861	1.85980751870323	2.19090618587565	1.53205367045955	2.10942663220948	2.20262494585045	1.71731027042812	1.05715738821214	1.70092526112232	2.77995095628204	1.62288758743477	2.80757647203319	2.91401060441045
SIRT3_9828	5.60597834699374	6.15299816723934	5.88415734665128	5.54722866404278	6.04377609394249	5.62371177179968	5.94747607046594	5.53852519527762	5.63663632247981	5.89993094232768	5.78229023694603	5.55565488388821	5.97795827311163	5.81333362565667	5.60809650630318	5.76235089129584	5.45344444165374	5.78951049180147	5.30420616342333	5.67925569009255	5.52136697444219	6.38989289223786	5.62289859569475	5.84637135978115	5.78465514371603	6.00441286215456	5.82596825124488	6.03142946850502	6.25529711038695	6.56997751067877	6.08310997207556	5.93464865809636	5.83713385979392	5.9968285185977	5.64822561565791	6.29597373022407
TRAPPC3_10075	3.47496835058625	3.00288567038373	3.59862374066892	3.63693867387775	2.74174077191971	3.14565114825661	3.2801579003457	3.17757139251005	3.5521008380833	3.78275618628172	3.99313871501045	3.2825475835442	3.51361425696592	3.31956127582056	3.6735813947163	3.51506432517624	3.59251285654508	3.91070738751397	3.45459873474462	3.92863857297196	3.55588512303586	2.76516473700329	3.77662807689722	3.92673793729919	3.77712470675026	4.07455183213466	3.5007827085373	3.78525662987525	4.02184775154258	3.70190344510619	3.91176422498411	3.87884388969665	4.42888037122229	3.89395024050948	4.35276223500355	3.79247096387785
DAPK1_32687	0.695581291761455	0.952683207241171	0	0.910744925595258	0.677005552327721	0.488058196612432	1.11233291448825	0.247512898594206	0	0.762290016098185	0.598959384690845	0.612715747805793	0.319754934343402	0.414380438931249	1.30452716668053	0.246461573118429	0.691185072816245	0.798202763207319	0.655169291635075	1.22271750856112	0.249483925277603	0.247369186635186	0.983536137948455	0.916848396489546	0.908067953481972	0.67294151352266	0	0.774333328656814	0	0.251792586090117	0.282339574943714	0.268607946500237	1.52918930630955	0	0.362627521534274	0.284399849894553
ACOT12_32718	8.86118959162562	9.07198002681638	9.38130960060082	9.03267803930418	8.34412027598148	9.41856633782416	9.63305084355664	9.35726289088661	8.75818730259807	9.50558250009106	9.38471232894584	9.56541248581921	9.02529576426134	9.09277179647638	9.52838348744583	9.35264842206395	8.9759783539358	9.47206413603421	9.29530793966466	9.12899185257905	9.49690172550621	8.60680214581332	9.34370918465349	9.53215465873753	9.29196028352778	9.37818671156004	9.35482763237528	9.543436077609	9.1729990116749	8.89654439151712	9.27986860593842	9.34912659965483	9.4610202428184	9.42639722459624	9.2793711270806	8.87294833350489
CDK4_8267	6.59725850453564	5.96053997655479	6.23186141066987	6.15342585924317	5.85518473982887	6.1300726623462	6.38868742757887	6.06350053947882	6.53038547883604	6.34093250486036	6.34027707470513	6.25553344822343	6.47706323618558	6.38398247747531	6.14121423519843	6.25642688843382	6.24369688193009	6.39771317105823	6.18305951284938	6.4906334183819	5.87693996011103	5.64398940483449	6.42669448089233	6.50281795712345	6.40443806302806	6.56234007791489	5.86480909581297	6.58074746844397	6.59841760624464	6.76723209970712	6.57688980395645	6.43532140963512	7.13311022434423	6.63923379938363	6.92930336000918	7.01751082206442
ATF1_8094	5.04480517393924	4.62179357468937	5.2689669974725	5.16030029834445	4.69214479568869	5.06202428823019	5.08002132167288	5.22866329502538	5.08274636251423	4.97268796264057	5.06269558056509	5.37430311485027	4.97813052503649	5.11292311231193	4.91435152566738	4.92763332924594	5.10407535362787	5.04259504669212	4.96683827876677	5.01550160596615	4.94614708163799	4.60763009138581	5.05533004453221	5.06864942331787	4.61159723566193	5.27203389852422	4.99038979294695	5.14306582752008	5.11007567772884	4.92436553069796	5.17931108572972	5.17787491159068	5.32882906806262	5.48893859674538	5.18724989178276	5.40604913911332
ACACA_32532	7.24165851467309	6.62580396939802	7.15980184257186	7.38459396596525	6.21636138958867	6.95397296776784	7.09135215469131	7.04041932017957	7.3600030615485	7.09054805986186	7.32209684045205	7.18441762769896	7.2512674275307	6.91227516316967	6.93401252693672	7.12518324745164	7.02084746925592	6.8886266921407	7.18073849499781	7.06784957305625	7.3129769607925	6.28997710696297	6.76419643408553	6.86708387413044	6.76280261779141	7.25127953786478	6.95394255101801	7.15109468680299	6.96134716654402	6.82660614227037	7.0348719507494	6.85811080589114	7.35803249492322	7.09684551851982	7.56685484164542	6.91182492688988
CEACAM1_8277	6.7238551391872	6.40868373304191	6.90456420655054	6.72712955579889	6.42680364440457	6.87453429167433	6.76128981189391	6.79748668212204	7.09544673533984	6.89344263131569	7.07194329154259	7.05835699198556	7.10031611360312	6.62188750596317	7.01822706386361	6.90515301160948	6.66953591460273	6.94811287179595	6.97859561254582	7.12181046731243	6.62351847718727	5.82148153407304	6.93293448766373	7.36616039916497	6.75988845487755	7.03296085726526	6.73847662360563	7.07459003741858	6.69033807237255	6.41095792891397	6.8444763096425	6.86319173843328	6.94959731670569	6.72997333836423	6.90542839373996	6.49032360699828
CTHRC1_32423	0	0	0.252928641128646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.247369186635186	0	0	0	0	0.228969455728122	0	0.636295139256816	0	0	0	0	0	0	0
LOC100911626_9086	0	0	0	0	0	0	0.367916065246797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257567301227709	0	0	0	0	0	0	0	0	0	0	0	0	0
FASTKD5_8612	4.45007236814766	3.95417486905734	4.0124137578491	4.07384487709027	4.07627450141813	4.22592704858651	4.37525799525496	3.9459096968538	4.53351814385589	3.70787096102232	4.32488806162331	4.16449015388416	4.11900933576007	4.6219675425938	4.10184365031987	3.79226030795027	4.61823993124006	3.97990370092306	3.82989185820455	4.10673523427902	4.54078683892349	4.61865600938725	3.83707143932436	4.49874039652961	4.27851609333462	4.45938688904531	4.42409565751675	4.4171629209037	4.68188748750334	4.85951198418829	4.14116658404298	4.27932580482678	4.83062112148918	4.9345600845125	4.81494618558387	4.96756470588744
CHPT1_33298	8.91587838325391	8.94012492804615	9.22839508302365	9.00267241797959	8.8962153613651	9.09769530311335	9.12752185384399	9.17635264060057	9.09121951344812	9.32944404149863	9.21893846562029	9.03501637570468	9.17089359016674	9.23577905885057	9.22181956417542	9.13424962245267	8.98358881590658	9.11734403673307	9.0372994954269	9.40452684425276	9.16336386656959	8.5991682570323	9.16710214900914	9.24179911254276	9.3493085865042	9.29645824034033	9.18190626808023	9.29145886770416	9.41068797982638	9.44896183441768	9.44198919286766	9.5448305614339	9.92604500763903	9.67829823352658	9.64540188452668	9.53120761582779
PTGER4_9610	1.29018018405892	0.952683207241171	0.96946782796309	1.07040305154017	0.377855499436761	1.26840169110513	1.11233291448825	1.42461523177198	0.765336623468947	0.550034372528053	0.825326099672343	1.51196000853395	1.31539876810581	1.58320967435366	0.9855138405634	0.640511669642878	0.863525412885273	0.798202763207319	0.820812878447986	1.58534176202884	1.21504022253922	0.805838960587618	1.11953358837853	1.31032696523595	1.21088516108469	0.841914437076503	1.34935238633784	0.55934463418525	2.20262494585045	0.652653493586474	1.19974647884468	0.690582227802962	1.17472005395341	1.62288758743477	1.44073584203493	1.45587461799283
PTK2B_9614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284399849894553
TYMS_32803	5.86815371645929	5.36545344647451	5.81218003346243	5.626464805926	5.01961008550494	5.36651745256688	5.30869671494683	5.52685959270093	5.94594556155882	5.34632967569744	5.38931150108112	5.68740757516407	5.83478161235882	5.65086449893152	5.41450029523868	5.9695490073506	6.15522961107165	5.94468388506771	5.91179884014601	5.60212160935954	6.13510218563134	6.00913970692224	5.94010822929564	5.81637325614799	6.31593999511011	6.85182042104093	6.30850011090647	6.66058537880755	7.52083514118571	7.49990373318031	7.03724822052712	7.04633155508105	7.91020487141174	7.82224222000405	7.72720521214169	7.95352534688333
TUBB5_10105	5.54347158164967	4.52252797072989	4.61880873838421	5.00092678410309	5.49227331846456	4.99985566352975	4.76255435017961	5.04457555670898	5.45677381140222	5.0952755407355	5.07376040658951	4.96165541342531	5.16931216420326	5.52098914301709	5.01616595945984	5.06243054924719	4.47938931241935	5.34102299986725	5.24712421490061	5.13896673592482	5.09700374111474	5.75308215155967	4.83592551777849	5.14304541201659	5.17237674701876	5.22695722904307	5.22741238542221	5.03259358818171	6.14661231201891	6.13769979279432	5.27100718986101	5.33241514800694	6.26825075600747	6.4914342118235	6.2935625932716	6.70741672651794
SGCB_9821	0.498786546119494	0.952683207241171	0.96946782796309	1.07040305154017	0.377855499436761	0	0.904165929223891	0.806229261557737	0.302471743961248	0.550034372528053	1.02094472950206	0.338644027096227	1.45250562373744	0.414380438931249	0.575321240873098	0.803372470460942	0.495428605829605	1.68562646680346	0.655169291635075	1.22271750856112	0.462118912644288	0.952484624902486	1.24380820723344	0.670832138575806	0.728920159598126	1.57582915290538	1.02288962556901	1.41012333340887	1.55589647700113	1.94870729349518	1.19974647884468	1.70092526112232	3.35354893483323	2.08250284005189	2.32213487592301	2.53452916559929
CYP2F4_8422	5.76235330243468	5.45278344079589	5.7773208359326	5.65823716353269	5.4434761925601	5.55125034876956	5.92695788052949	5.52099122672918	5.87890600502782	6.12287655387668	5.95379847864323	5.8616223401301	6.24663215541867	6.00490541587682	5.62967459101541	5.75241383597144	5.38436349863468	5.92288477794602	5.65629223003844	6.02292791769809	5.29034780589867	4.77466656807406	5.73832470507622	5.88301256497556	5.96248319136051	6.06543348401735	5.56801133305271	5.91169056492704	5.51171359670264	5.70858568714506	5.79934309111127	5.67053891372086	5.62069814877234	5.41271968852828	5.30663918445095	5.37608386580292
TMEM5_10045	6.37478521719609	5.76965540854292	6.38855824821071	6.56226834655917	5.69764912875621	6.62380524691221	6.58916229013949	6.53170335165941	6.65916274466786	6.38165373705769	6.46737771262804	6.0052119647877	6.35992091950842	6.25793184714835	6.19044404853155	6.36801333707562	6.10028427368282	6.29623745490572	6.17543061192284	6.38330613481422	6.2823321130311	5.92725571137301	6.55819093970926	6.21736408843178	6.30398598554409	6.2938807997446	6.60973396043675	6.33207671436636	6.68646098257562	6.64885692227417	6.64078916370712	6.71087485522466	6.75896768444145	6.86481118113077	6.8916060393118	6.73423953052753
RAD21_33184	8.08935587233726	7.91537470773975	8.28365285621677	8.40295290275853	7.64030354893635	8.3675923914018	8.2255958100504	8.34167609242788	8.30649337401585	8.04016984421262	8.13947218900083	8.15019005135836	8.10937850765667	8.18555569266224	8.16450658400687	8.18517141626216	8.10282009570372	8.2798328076035	8.25118124159819	8.17770954535705	8.43422928719511	8.11703490599039	8.26160965678102	8.31963208370973	8.31326857170574	8.25310950732554	8.46735615003323	8.29267030384239	8.66709099627371	8.4557335056603	8.48685074817711	8.60441011695476	8.76432192428219	9.09197739923129	8.74605222316167	8.77731506417823
WDR7_10170	0	0	0	0	0	0	0	0.247512898594206	0	0.30107285416011	0	0	0.80269413450137	0	0	0	0.863525412885273	0.244562416511765	0.252900325627313	0	0.462118912644288	0	0.257567301227709	0	0.285855162527328	0.260756483875019	0.228969455728122	0.774333328656814	0	0	0.282339574943714	0.268607946500237	0	0.299949087636696	0	0.284399849894553
LOC100911784_9090	0	0	0	0	0	0	0	0	0	0	0.330342510238504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228969455728122	0	0	0	0	0	0	0	0	0
GREB1_33127	0	0.303187188009847	0	0	0	0.26456995454589	0	0	0.302471743961248	0	0	0.338644027096227	0	0	0.316151074097814	0	0	0	0	0.289610061985244	0	0	0	0	0	0	0.228969455728122	0	0	0	0.282339574943714	0	0	0.548142565725387	0	0.284399849894553
SHB_9824	4.99895557665176	4.56590928757525	5.05279713839519	4.97087901848188	4.35484557216254	4.68690293294904	4.89521795133816	4.7048319013371	5.42579474448264	4.95120437950416	5.20031387418057	5.09046964726114	5.08745277624044	5.25796618206457	5.08025756520507	4.85519723800257	5.12962836392911	4.86192922061501	4.72698553672351	5.29415372582034	5.03189541294186	4.3004204590904	5.42707502142575	5.4372062034801	4.93465396082976	5.19610414964373	5.21410415798693	4.97943905674321	5.42129408316645	4.8783409540105	5.23833349490496	5.11110498147878	5.29841882911586	5.4205253537082	5.36782297209492	5.48538198267345
FBP1_8617	7.49882685552504	6.87034199542918	7.58244697354935	7.56303161409468	6.61483476207155	7.24753294983164	7.41730515010737	6.93623798765086	7.50784444379303	7.69558742150732	7.57664409126322	7.38726728909939	7.86566481266626	7.74557505462485	7.3197893521458	7.44658456096833	7.60893138501786	7.80718219998759	7.53833823241373	8.13385177648462	7.17466769820475	5.62770883649273	7.84231349060327	8.14357553134469	7.92565310439054	7.75054975109848	7.08765392368488	7.74386934469683	7.4922489163884	7.05064427677227	7.78685977697127	7.48744100058715	7.67893865381065	7.64369700023914	7.50918366241889	7.05818049478207
NR1H2_9359	4.7886901162394	4.49286501371619	4.53781423851826	4.88755058520825	3.7943725066813	4.67558480169955	4.8377567810908	4.76565293774251	4.76153092344834	4.62469455350228	4.65462530172345	4.89907194926043	5.13915656823074	4.9670803236665	4.902582193567	4.81756805471071	4.78832384457362	4.71745557627108	4.72698553672351	4.73148924387988	4.59813652243406	4.15652986829887	5.02966108900797	4.90725395340416	4.91382999692377	5.1404707701705	5.02890214153072	5.07375069166457	4.77245541077088	4.74106585101761	4.84142896910456	4.77606149872016	5.36596203343821	5.15644293783301	5.04464475922809	5.01694672812708
GADD45G_33229	4.58031817082633	6.275651337684	5.87476533516604	4.87678779862041	2.80491638509642	5.08786919161518	3.72251752017741	5.94139473074729	5.19724006907076	3.3943044804398	3.89674064611107	7.09231899191883	2.99046816071016	3.83885586191743	3.52797084413853	4.89186985268783	4.77758795119477	5.95760697669907	5.29719321625205	3.84183142830973	4.75765735039024	3.29144215831444	4.13866718004818	4.25215252581072	5.16358320067187	4.35151976503312	6.54477347500617	3.60045912124926	4.18462203762362	3.47331151900806	4.48545162268334	4.11865811778736	4.62543075519464	3.95971090161156	4.69273944140865	4.95748217664052
