ID	S5P1_C06	S5P1_B06	S5P1_D06	S5P1_E06	S5P1_A07	S5P1_F06	S5P1_G06	S5P1_H06	S5P1_E07	S5P1_D07	S5P1_C07	S5P1_B07	S5P1_H07	S5P1_G07	S5P1_F07	S5P1_A08	S5P1_B08	S5P1_C08	S5P1_D08	S5P1_E08	S5P1_F08	S5P1_A09	S5P1_H08	S5P1_G08	S5P1_E09	S5P1_C09	S5P1_D09	S5P1_B09	S5P1_G09	S5P1_H09	S5P1_F09	S5P1_A10	S5P1_D10	S5P1_E10	S5P1_C10	S5P1_B10
MEST_9219	3.6513029197724	3.5265729595337	2.53371055533258	4.07384487709027	2.86544121050305	3.49379763938173	3.58958631882178	2.98638811684063	4.36411459255682	3.26096366035005	3.39513657634102	3.15979457496968	3.27562514342197	3.36685850038908	3.14407039876978	2.67864107153842	3.64070261833142	3.63847579656247	3.84920037028275	3.7963871877625	3.06393256781344	2.98559139023206	3.26307837811925	4.38070846248933	3.52586458397617	4.04021985876835	3.21036993791705	3.73482786745618	3.72195384410358	3.37066607425155	4.04997191752534	3.46304699796417	4.88279576514203	4.28451986207846	4.35276223500355	4.07954510932459
GLRX_8715	6.0364669435441	6.12909420567984	6.02666545281282	5.79027646498994	6.07614811263317	6.24172781936845	6.28501677059809	5.97612425926825	6.14452365846074	6.22934243365705	6.39864170113507	6.41163740431907	6.12880783458781	6.27662749877246	6.42654314469374	6.100656337055	6.06540128741077	5.97889149997949	5.98781380752056	6.01302939639132	5.78113916870779	5.59458594167709	6.0675071601392	6.09150887217807	5.65889664313766	6.07818018269916	5.83033590133674	5.81790870590981	5.85347373464794	5.61626313879073	5.56252995936833	6.21853944047696	6.33344303065943	6.26739006517703	6.03524995153423	6.21365022811898
HPD_33114	10.9271644252539	10.4829070039013	11.0245734453268	10.8344182245611	10.7382861719565	10.861401289795	10.4728867134098	11.0330745685755	10.8157294174312	11.3815802101422	10.9150119936556	10.8279657804767	11.2921728573377	10.9194601194113	10.8971918587876	11.1296862838561	10.8862813460565	11.0792671791186	10.6950258132789	11.1317825061029	10.9310605729534	9.48468194319323	11.0854490925489	10.7687710085431	11.1600649446587	10.8514002147691	10.7777042433826	10.6325943691011	10.8378622080865	10.4890896408709	10.8807550569023	11.052141654983	10.8924357212793	10.4999995711065	10.7704502463464	10.1928946631539
C2_32411	6.55034684896593	6.36841341087232	6.76156264092348	6.58228083451499	6.01066098761203	6.81646200881784	6.87633829840313	6.58611405444571	6.94516161539054	6.75771473191872	6.7311905954211	6.80547013891784	6.6509874565251	6.82605854858353	6.64359444498373	6.83861188988122	6.89735961351436	7.07212971261823	6.91129553875959	6.91411846278248	6.60405225794001	5.73292868253998	6.64528124580413	6.87073739304235	6.55660407414707	6.778216703041	6.49886810259556	6.44225246825014	7.01179531337627	6.1416016681761	6.66864570121505	6.47900342517588	7.45254983935615	6.90431425454411	7.1012942878195	6.74600255402337
EGF_8530	4.4770792148011	4.99414872030115	4.89450469693201	5.26305992313894	4.80461127795983	4.82648728177336	5.10459045178002	5.01147396135611	4.89192602783395	5.05555924184163	4.87304057520624	4.96165541342531	4.84745949954041	4.9360552543289	5.05920848062689	4.98816234084111	4.31092299802081	5.21753091865203	5.14926116011457	5.00555182382714	5.07293113352142	4.53964411218238	4.94064138616304	5.0813182343618	5.04410438955406	5.35817005326659	4.85117885473318	5.12359898143138	4.74289335925138	4.44524574469342	4.72833031689889	4.96751200387163	4.34209417980584	4.84459234404997	4.69273944140865	4.57772305172375
NCAPD2_9284	1.7100118489876	1.9284298403266	2.02360245335931	3.00721844235574	0.924652315568091	2.27031374978141	2.76760144856303	2.12725619524502	2.24247699702864	2.23663485366455	2.0313041603447	2.23387111640562	2.31321574255415	2.11345453633726	2.22498766358792	2.18256060829988	2.29057931923765	2.58202630702289	2.48501608648809	2.18807100645096	2.36546843054258	2.55165224710437	1.90167081840277	2.66173103921989	2.42831766272627	2.71083169573746	2.62291257658206	2.57840655276904	3.3429082593947	2.93997836910172	2.86171713980143	2.99239263749948	3.43966886882768	3.77721487800247	3.34262518804686	3.54563142919287
SLC37A4_9871	8.31099137074857	8.68698588261761	8.14012355553101	8.01594287046843	8.84359145914131	7.96334824761107	8.1256042896211	8.00054885001848	8.14349886632424	8.44072805421548	8.44873673936608	8.30905856667179	8.48098479862364	8.17396779117286	8.27817441994009	8.24574959557692	8.09635485811944	8.25037865474657	8.19663642254276	8.1854422430455	8.32381495927245	8.96261227516066	8.61442418855171	8.40777262300621	8.43974636653178	8.64666478903571	8.29951658791718	8.74687601696104	8.13695132163243	8.67888193425782	8.55227966939015	8.55109641605093	8.16530468199349	8.35656979228215	8.22011756790462	8.49489042100484
RNASET2_32523	8.4981329445198	8.25941670914521	8.31089557382495	8.0438736407412	8.39889591023175	8.06876939614245	8.15383673472005	8.00476004679256	8.10978632964382	8.40462975259234	8.28819536015565	8.09960139393682	8.50876737552699	8.22619742645279	7.98361918445803	8.28677600670509	8.253760446945	8.4722191921177	8.13504002074615	8.49019226773471	7.89662735431882	8.39788363567856	8.42558911765635	8.45963913845189	8.51513185921111	8.56902069033812	8.07683720252182	8.64217488310206	8.78780949880281	9.06728730536376	8.77507244461905	8.44156843742661	9.46187802707828	8.66082806390175	9.05049534779652	9.10986671059513
CLEC7A_32927	0.270842602167911	0.303187188009847	0	0.526076817145239	0.377855499436761	0.488058196612432	0	0.247512898594206	0.552387930454392	0.30107285416011	0	0.338644027096227	0.319754934343402	0	0	0.456898603523842	0	0	0.252900325627313	0.530689772768298	0.249483925277603	0.642582889211586	0	0.374060683463101	1.06740706418576	0.481519613223804	0.228969455728122	0.306612026380283	0.352946324442042	0	0.282339574943714	0	1.17472005395341	0.548142565725387	0.362627521534274	0.72570674880101
BCL2A1_8136	4.69977293620469	3.69234125270682	3.86841790677536	4.3001485942324	4.47625415912526	4.50703438727223	4.51011096309481	3.87406811124192	4.51891394231566	4.00754705286941	4.26822031375001	4.09917874270749	4.13946463731257	4.05642158785305	3.70101950489588	4.53412284733596	4.08575102876337	4.9764097808479	4.17412049009233	4.17934060406984	3.81002593864943	6.24087085766502	4.4278358014987	3.95454794839164	4.03027326851873	4.86449133164575	5.33583410731033	3.76026257681481	5.52045151339453	4.0227985445791	4.03102025611992	3.1994047902363	3.87014926884975	4.10241187071697	3.34262518804686	4.45409282355312
DDX21_8454	4.9026389427346	3.43595184357421	4.89450469693201	4.70489715945984	3.69781343057826	4.59376966913357	4.69943598346559	4.55207286644034	4.90321591473641	4.49707624646775	5.09563868062304	4.3254482096795	4.61889988467	4.43489676550113	4.69991078029371	4.70872178477045	4.7226763749848	4.76723841601142	4.30573885678803	4.40804588154223	4.40596866720426	3.69717258865973	4.91282794632451	4.92141501403558	4.64987962727557	4.78378704069159	4.69708617348333	4.6928725133237	4.87139799035082	4.77160146157852	4.92592864286089	5.08524745624549	5.35122333782762	5.15644293783301	5.20970485218111	5.04578444332771
ARHGAP9_32400	1.40713422691967	1.2649588272694	1.722240244036	1.07040305154017	0.377855499436761	1.85463917913835	1.29421610186472	1.42461523177198	2.011610760306	2.3059777905951	2.0313041603447	1.96725801007753	1.1638803431854	1.58320967435366	2.14732767684977	1.42042624769728	1.01745786996826	2.44190863106684	2.02346967294135	1.07830193710816	1.70725156105208	1.61232690320941	1.6553853314278	2.18648335621459	1.21088516108469	2.19090618587565	1.14011263244178	1.64671495721826	1.91520055156314	1.22329871312478	1.32950168196752	1.15566469132552	1.89707124885276	1.10802579968926	1.28025996695613	1.66858898964094
ADCY8_32323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARFIP2_8077	3.50151737478301	3.04437397751251	3.55224467896079	3.75918009842003	2.37621388321095	3.04369531589306	3.81474865449993	3.49745047266398	3.88382368230554	3.62888487481815	3.56158241052437	3.83069890920636	3.633832434783	3.62207425119479	3.43298399265483	3.49136170950368	3.71009729242742	3.61691470334878	3.84920037028275	4.04977801962026	3.50880875054281	2.87958379674543	3.48077982028089	3.2606081640362	3.18711998866658	3.36611491604978	3.52253862029534	3.76026257681481	3.59534248815511	3.00995071366213	3.36388828042266	3.09960855175178	3.64696884548464	3.1840475805553	3.66861665301854	3.64948745537724
MAPK14_9188	7.77257155006775	7.77455172377615	8.10841945535114	8.19557056942477	7.76469009634126	7.91363474023832	8.29261820336239	7.963166897131	7.62328082150498	7.6562972155009	7.85679101636339	7.83120799339586	7.56091145926004	8.03812630009873	7.77836698194106	7.86263556193921	7.94625617041678	7.97334564419734	8.06451397039121	7.9463354985811	7.7936013441824	8.01745385846258	8.04489006570659	7.6238449294006	7.85230683462967	7.97160532579757	8.22434718464178	8.01214746654789	8.14262225574184	7.96047716687215	8.01617005986484	8.1001660936504	8.25513404003559	8.24889753788694	7.95362245433987	8.19256361817337
TGFB3_10006	2.88789189263521	2.67331824708622	2.09004101097697	2.37297323969478	1.32022155189829	2.32928386849739	2.57004656599343	2.30168546084945	2.44144493280319	2.0060407974139	2.35529524477512	3.20188348155597	2.23933013958202	2.11345453633726	2.49954932714925	2.5921430349795	2.61394268025802	2.28670401656656	2.32872307445773	2.256789563812	2.36546843054258	1.61232690320941	2.69441521940961	1.98548395284502	1.9443806027424	2.47416494291055	2.15054323665464	1.84991847143663	2.76987561516193	1.7986368096267	2.15660633235808	1.87199492455676	2.37618915679966	2.30121198324402	3.45966659479072	2.87168637675214
SCYL3_9790	5.38138442671656	5.13523190283429	5.5948780536508	5.65823716353269	5.0328653807073	5.17885941555651	5.81230844650727	5.53852519527762	5.59546995633654	5.47233420374623	5.78901966611727	5.24942438851	5.62594581625563	5.60228610951918	5.2935440336683	5.42969761419164	5.58241069289311	5.75538110514549	5.66721272279178	5.8446544226797	5.48534232304665	4.65123700464481	5.41390661413544	5.92578789617947	5.42136957095794	5.63616828302234	5.53092392664747	5.60278840048113	5.90108997136138	5.32519063209384	5.793732237357	5.6763238976665	6.03455006670938	6.10734649414173	5.9309915723598	5.39861596751489
