ID	S5P3_C06	S5P3_E06	S5P3_B06	S5P3_D06	S5P3_F06	S5P3_A07	S5P3_H06	S5P3_G06	S5P3_E07	S5P3_C07	S5P3_B07	S5P3_D07	S5P3_H07	S5P3_F07	S5P3_A08	S5P3_G07	S5P3_C08	S5P3_E08	S5P3_B08	S5P3_D08	S5P3_F08	S5P3_G08	S5P3_A09	S5P3_H08	S5P3_C09	S5P3_D09	S5P3_B09	S5P3_E09	S5P3_G09	S5P3_F09	S5P3_H09	S5P3_A10	S5P3_E10	S5P3_B10	S5P3_D10	S5P3_C10
IL2RG_8894	4.7445151475096	4.49553279725187	4.2478936630792	4.05839443776934	4.22353475469709	4.78282417812358	4.29926064301162	4.43201929534695	3.9277224442442	4.63540550128539	4.39568931978645	4.29863922956452	4.17168522833641	4.30366808445775	4.52608239049223	4.24498983724397	4.34135929645532	4.60667555718148	4.14644676885814	4.47256127645051	4.33322352521817	4.48869228440073	4.13817063826795	4.60172978167737	4.32858373221177	4.43019221731	4.02363334504503	4.06246380960294	4.05726718655613	4.38645782208634	4.33304083199546	4.13220150415513	3.69131499731519	4.29484620717822	4.55948337910084	3.99702195172368
LOC100910898_33247	6.15147797189706	6.09969511989391	6.13516452870735	6.17456293401877	6.22172924229896	6.21367942132449	6.23395446436463	6.49991029221308	6.32471800832024	6.15240100403736	6.32248538230277	6.10067046579896	6.39251107457411	6.19991605936916	6.08935940235333	6.47590555124683	6.13796949177376	6.11934055869334	6.0078453665866	5.91025289844891	6.10687153495755	6.04843924152562	6.61931501652792	6.12576435089196	6.03203734024618	6.00104562340463	6.21923216021636	6.10496211022026	5.89504787600386	6.08090686246307	6.3432266985064	6.29859518383425	6.21802318821023	6.14267427635423	6.03279399272092	6.11315254747092
BLCAP_8149	6.82261163528737	6.78767845432182	6.28865701488434	6.72556384189279	6.53978600917079	6.60824243081442	6.71255958053394	6.58755445863197	6.01013556361344	6.42892524581036	6.61787164093665	6.56790441933486	6.62158738714223	6.49273726520064	6.41423135638242	6.54228282607431	6.46814376629076	6.64489588467831	6.62745484226798	6.16030825947981	6.50485769380295	6.4772546208231	5.87943594045327	6.63936718938806	6.40719189427761	6.14769890771305	6.14457524525321	6.36866009653577	6.5988468132874	6.53451417633005	6.21037706628421	6.43581005353878	6.14109696429503	6.43147500761599	6.61258434476806	6.54285432516591
GNAS_32916	0	0.312919150136108	0.578347964942626	0	0	0.339455873269281	0	0	0	0	0	0	0	0.351303362436209	0	0	0	0.292373344124267	0.243206260796092	0	0.32053647871325	0.502350546914845	0	0.325443480643489	0	0	0	0.308010632823184	0	0.300496724446508	0	0.869296475447376	0	0	0.375293545048429	0
SPRED2_9931	6.68083660926129	6.8495891261555	6.47214083134256	6.72900326280015	6.64827546074918	6.87273433634398	6.72254090049425	6.55588058757404	6.3955233751744	6.58404362238163	6.74560122545069	6.83319683877577	6.84871173239695	6.76192242068639	6.49004808557982	6.61458167606773	6.55976098272867	6.77488625931405	6.62208612934041	6.38496202369805	6.72780369435253	6.56871871177915	6.25767329458463	6.54868537967557	6.73728809462153	6.63925134175293	6.55089663971715	6.72410100726959	6.47558781936534	6.7011043989001	6.76534231271028	6.37243701270014	6.61404494431762	6.79634558980716	6.96453885580083	6.84321586448626
HGF_32812	7.5558591000662	8.37973266979243	6.99424048232686	7.93519058467934	6.54727804278344	7.36813870281097	8.14847817619939	7.04411260800169	7.80483939713814	7.53071262413282	7.31766654317445	7.66484083937303	7.99131891982578	7.38352280778463	7.03942247156994	6.78090752796957	6.98954112066877	7.01682689801746	7.97311973952965	7.55128493568206	7.54381251314812	7.71916707817594	7.33656776267149	6.67553122228184	7.56893788370758	7.75761362684202	7.87731650888312	7.42528792057104	7.48947395095082	7.32480197151193	8.02817529791929	7.50829425299314	7.6922857939904	8.07334980171663	8.08724188937281	7.55392525656784
SPP2_32854	2.68548355837415	2.960163711653	3.23010369587184	2.87083401335862	3.31641112205199	2.71608332786736	2.28784639823198	2.73738158149408	2.50300544608713	3.18750745982632	2.91219507883586	3.45035359279901	2.24209754764608	3.03007611495587	2.76824879632052	2.92330677730812	2.99376356262208	3.50259162118778	2.74248641547219	3.40548888716024	2.69454291516196	2.89841221954005	2.95364835185867	3.14478653525492	2.83529119715292	2.8867475289404	2.96536108935953	2.98221474894089	2.96410825260207	3.29272259495086	2.38419244515734	3.07740482914084	2.6214648740879	2.84987033504727	3.12510381889372	2.37207145378356
MIF_9231	10.7198824723111	10.6441896337327	10.5823125261396	10.7531936509025	10.521851732404	10.8726232609117	10.8677484612552	10.6682542527915	10.6615542162352	10.7489245726106	10.7543231070291	10.7360512409825	10.9705098429589	11.0022517452797	11.160390153222	10.5951395889666	11.091826914855	11.0234175013624	11.1958829644309	11.0605894265097	11.0532210080395	11.0935685569665	10.8355581333911	11.2588720737091	11.2830227877764	11.0718462399381	11.0061462889074	11.2046018326472	11.1057275673826	11.0201319137823	11.0031633374351	10.7393790115822	10.7273197445908	10.4450722384948	10.4124875079345	10.5711547771898
DUSP14_8502	3.23589456932543	3.88815522982759	2.79028445292035	3.7141980106869	3.0472505363998	3.88699129189807	3.51554564818786	3.55342008092312	4.20173856949587	3.63806394276726	3.11989966408176	3.57007554058324	4.0751977115199	3.77428949892215	3.16873927826146	3.36177274206207	3.87762665951021	3.11073258762875	3.69324328171325	3.0252828633867	2.80138137845865	3.28494510761364	3.93287572251967	3.63078174864982	3.53219866631602	3.24060020686984	3.93780779101277	3.57869398830678	3.48608925861283	3.39153448678901	3.66534536778205	3.44906772094006	4.01249077943317	3.59321648681234	3.90341067257882	3.17082369721495
PRCP_9557	3.31678151527776	2.960163711653	2.84081183376125	3.33534402437704	3.08891535909067	2.77318287342593	3.24711400078247	1.88171207141125	3.39910454753454	2.26802656195174	2.44080897113528	3.17622408193793	2.82020373704476	3.65305196367823	2.91445067263299	2.97914450473401	2.99376356262208	3.25350893297451	2.5747666734943	1.58905788489337	1.80237868825913	1.71846364752992	2.85360700544978	3.89895572798773	3.80277342025476	3.76166766791367	2.780492686144	1.5380391283172	3.08470586968501	4.2526528018841	3.55011482841962	1.96114229836242	3.01549767954903	2.61576180734576	3.51078735868267	2.8610141332587
TSR1_10097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HDAC6_8786	6.71853840971765	6.7130332437844	6.60597681790106	6.78625270667797	6.52468420167579	6.91457600851484	6.8524527325256	6.73222062917064	6.44204145326228	6.74669959174222	6.7298438794894	7.00238064018154	6.69485521423366	6.54479022651025	6.88834252383005	6.32785438550677	6.67897340938064	6.42490422423773	6.80378239747754	6.56916425972989	6.79722201267896	6.86780313202491	6.19773000459196	6.89386086182092	7.08395974420424	6.80756732711111	6.47294598222469	6.85740526289973	6.6122857831782	7.06023235209467	6.65812244175622	6.67637395709138	6.9434449908925	6.9108240093086	6.91211793632635	6.88630092434476
ABCC2_32541	3.23589456932543	2.42221576550824	2.84081183376125	2.09886994732703	2.76830723181082	2.88101907780122	2.77080773045232	2.45291219473051	2.39073045628687	2.52877077107498	3.04036911525592	3.05832072467964	2.1691765692638	2.70359959136594	2.86734394752834	2.60621701356563	2.61070663383738	2.77420407167736	2.3849519849969	2.66813620012837	3.08131323021554	2.53355717044453	3.13505308426316	2.76980134628731	2.14057300224523	2.21873898433526	2.44939255568285	2.89258224658341	2.96410825260207	2.60750886211056	2.9055630380899	3.07740482914084	3.12608392051264	2.95406593934539	2.85582478149676	2.71569983001943
