ID	S3P2_G03	S3P2_D03	S3P2_F03	S3P2_E03	S3P2_B04	S3P2_H03	S3P2_C04	S3P2_A04	S3P2_D04	S3P2_G04	S3P2_E04	S3P2_F04	S3P2_B05	S3P2_C05	S3P2_H04	S3P2_A05	S3P2_D05	S3P2_E05	S3P2_F05	S3P2_G05	S3P2_H05	S3P2_A06	S3P2_C06	S3P2_B06	S3P2_G06	S3P2_E06	S3P2_D06	S3P2_F06	S3P2_A07	S3P2_B07	S3P2_C07	S3P2_H06	S3P2_D07	S3P2_F07	S3P2_G07	S3P2_E07
RPS27A_32458	10.6806909480386	10.5163716098164	10.9041477587096	11.0809419575774	10.8094904256207	10.3436580481156	10.8188009829818	10.5412666604689	10.4985683072176	10.5003015793147	10.6599282143037	10.5919257658586	10.3814479787366	11.0032645573761	9.63797614168108	10.9854646492092	10.6489891445723	11.2380258507457	10.5827121001846	10.54964409219	10.438854654989	10.7126035458927	11.0943014764599	10.1822037866079	10.2099401523583	10.6792787286864	10.8953282825979	10.4144065639173	10.467813897565	10.60047273865	10.8537694388325	9.90487736884884	10.6824234231789	10.3870148153969	10.6231687167767	10.8855531980658
RT1-A2_9758	0.438848185777014	3.82819800392349	5.64964686729502	4.99841382651922	4.78823190063054	3.82073850353703	0	4.63619592014955	5.13478611732525	3.79753218886834	4.00111791636985	4.16380839719593	5.07332546956427	5.52482793638053	0.191878339732608	0.32160374484444	4.25569273794017	4.79582554264489	4.52075366152335	4.57521516599744	4.62885733076136	3.65543518467355	4.6504828138416	0.564232711733925	0.251014055109797	3.96932851442647	0.456923701834282	5.12362680807767	4.87416814024346	3.92082026208961	0	4.05356920647584	3.50170354485188	4.02801913821906	4.49737378281701	4.72674353057065
MMP1_9237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQGAP3_32777	0	0.402768241254604	0	1.12159891544807	0.238715045297798	0	0	0.493640493040572	0	0.215756294539007	0	0.259168719595873	0.837694314472078	0.263250169896026	0	0	0.256589206137267	0	0.512293619124768	0	0	0.393452654382557	0	0	0.650883893440082	0.436519779232216	0.640544817960663	0.299081528273045	0	0.30087806662874	1.08310493112858	0.62116124487155	0	0	0.27694925778163	0
CDK5R1_8268	0	0.402768241254604	0	0	0.238715045297798	0	0	0	0	0.215756294539007	0	0.478793581016218	0	0	0	0	0	0	0.278767441498827	0	0	0.393452654382557	0.449302761107563	0	0.251014055109797	0.234707150668806	0	0.299081528273045	0	0	0.640894243634578	0	0	0.289172067129582	0	0
PXMP2_9629	9.18468302609382	9.57909739581783	9.45395055710767	9.41493543201079	9.67837630899778	9.59323360856007	9.39658432170419	9.35493100411042	9.62018226823747	9.41614461149312	9.94077041388244	9.70833510537518	9.66848673938374	9.56200734226086	9.49740496522229	9.44959095104465	9.71515502739691	9.56379410368994	9.55491254930068	9.34084471164402	9.63992299671471	9.41295202069746	9.36943323067832	9.50493612201347	9.44015907972834	9.57246999484465	9.54021896114243	9.44675586940263	9.68250027765433	9.50086006116835	9.45491019192923	9.333024647699	9.5679700581234	9.45782092889222	9.69688910419295	9.65290747382434
UBA3_32850	4.48099537896427	4.36769080615702	4.88817830993439	4.36443221970767	4.34011466521986	3.96556075733795	4.81265658996882	4.25970205992616	3.84444002356137	4.01465692002685	3.90233448243309	4.08235364373543	4.21062367449553	4.33751345138687	3.29564882418597	4.69887967504863	4.10064402663345	4.88946793925786	4.50729450251758	3.96818712750533	3.75811150745489	4.08663030877103	4.4358940844736	3.871856074179	3.79939236623436	4.34033418010632	4.34878590011546	4.15512938521732	3.91334480919862	4.08752077666575	4.36284423994426	3.29118722133565	3.77996636232326	3.54263742097045	4.00231845455533	4.14445135745316
SACM1L_9776	8.19593229280731	8.31675969227173	8.23071163171195	8.02501491388538	8.55595981863862	8.36831291367531	8.14613103546775	8.11165468666303	8.32817130261224	8.26894758309024	8.38793894817726	8.3165716266337	8.3396066661047	8.32321815323623	8.1794592207575	8.22359038188603	8.45445488824957	8.18779768816896	8.26554164604282	8.10811960656055	8.37745239809746	8.2999418027083	8.12534651558489	8.07411530452338	8.25209401513015	8.38835716410382	8.33760203603636	8.28534292362697	8.38282542200769	8.27017044070152	7.90243439332004	8.16719404059328	8.25573077710768	8.22858594265129	8.43621278944132	8.24702338636606
SLC22A8_9848	7.98943103124431	7.97099600773445	8.54966508822798	8.59210073437324	8.01700753274627	7.66130417649651	8.86006652492225	8.50662917222997	8.04908284999989	7.85295389146031	8.15033757365294	8.04174902110404	8.03965827482312	8.10981387070823	7.40812295770846	8.47310202989729	7.8190415577697	8.37549567921699	8.14578531927226	7.75793365613414	7.41212608833456	7.71726631598647	8.59287093374392	7.82743120109383	8.01830496757294	8.12997959286101	8.18433985811029	8.10033831301989	8.14721172073649	8.2093027866515	8.16108472021791	7.54001780800701	7.70441705072501	7.8950036741215	7.57135265046798	7.84316165786329
POLR1B_32822	3.54419483330113	3.41430690588513	3.60480737057523	4.05990885236856	3.66632282440639	3.93773602373753	3.98207670606118	3.70440755501189	3.58697083803824	3.43830151132042	3.81451159660592	3.08372036361034	3.38492003450312	4.32315751802462	2.83121784772113	3.39084954339535	3.64205555905823	3.83512994655238	3.48948941969415	3.19964862579141	3.01604279035845	3.37934311049255	3.98166080443545	2.75343573839942	3.10462711528168	2.65536005345691	3.53846830806381	3.38471237466596	3.46211924358559	3.26003713545829	4.1520910218939	2.67381131761203	2.45287639192037	3.20347318235351	2.70096812615336	3.59073993267469
