ID	S1P3_G06	S1P3_A07	S1P3_H06	S1P3_F06	S1P3_D07	S1P3_C07	S1P3_E07	S1P3_B07	S1P3_H07	S1P3_F07	S1P3_A08	S1P3_G07	S1P3_B08	S1P3_D08	S1P3_E08	S1P3_C08	S1P3_A09	S1P3_F08	S1P3_H08	S1P3_C09	S1P3_B09	S1P3_E09	S1P3_D09	S1P3_A10	S1P3_H09	S1P3_F09	S1P3_G09	S1P3_D10	S1P3_C10	S1P3_E10	S1P3_B10	S1P3_G10	S1P3_H10	S1P3_A11	S1P3_F10
CLEC4A_32636	4.79178691603514	4.60141678129056	4.8272109426976	5.03221055098821	3.99596195982654	3.55147562309689	3.52539215778378	3.77092912027711	4.64924124394513	4.86085714935176	4.28777449992874	4.88784424869152	5.12441862604179	4.26690245740057	3.71667034599462	3.90860374704961	3.85561063960393	4.05374066439724	3.99067990730689	5.81682771956903	2.44641272215624	4.40727344889588	4.32177324833109	4.99619653844655	4.20952452754264	4.64439342511491	3.77915464190336	4.18671382870653	4.98173732872728	4.73088304762367	4.81472479258229	3.65606026425035	5.09188329405533	4.86150274972409	5.26806093366695
KLHDC2_8970	7.52293324515905	7.40514151196555	7.53534419267324	6.6503953304869	6.51745520323344	7.16799481445594	7.0366086719915	7.18628752764475	7.55066885926947	6.83276103811834	6.82892436462554	7.0082218772637	7.59740767587232	6.90418842805697	7.18880931797456	7.04256785266995	7.44248337797944	6.83783473961951	6.98316345299447	7.2216407350967	7.09532350692971	6.80694887675299	6.80504491622299	7.01458239993119	6.72799497308424	7.38297059147225	7.40107406051233	7.20603204368895	6.55313095811324	7.02806872492489	7.78699847380159	7.673191062347	7.37956623414831	7.18137842751543	7.18246657837197
KCNK2_32939	1.94124533877291	1.56896901070721	0.566076493022169	0	0.665830736074535	0.645661457962653	0.543155774352543	0	1.80868149512992	0.463790289997229	2.10028863166203	1.4131451931439	1.58162595960891	0.357037358433199	2.16046649217383	0.69867574363082	2.12731928477152	1.69135822195905	2.6754243300993	1.49332660590232	0.455105026989063	1.74460338122288	1.14913650412145	1.55200035060812	1.94758830507715	1.05314178229961	1.184534212683	1.4817021378995	2.71439436494099	0.66063979362005	0.538428923615474	1.41035574018306	2.00341699310807	1.33190281724748	0.538257198472394
ECSCR_32931	2.31513668858354	2.48271776866991	2.7582821774118	2.61922219192519	2.89749156045099	2.73217454931202	2.35456724744572	1.63621447001619	5.76004579043421	2.65723893441132	2.80283300551883	3.83848489548714	4.00528770860526	3.0035708770524	2.16046649217383	2.42252914143717	2.12731928477152	2.60792030191841	2.6754243300993	5.44828284892805	2.71440797120732	3.09140989929623	2.82559344616467	3.12580595957403	2.40215943971227	3.41621742670661	2.96140107454749	3.8703776472812	4.05110197598565	2.88530463950399	3.26234451437049	3.21569953377551	2.64768267873295	2.9686532392752	3.51108777196746
GAP43_32848	0	0	0	0	0	0.645661457962653	0	0	0	0.463790289997229	0.37729557777861	0	0.288597416438189	0	0	0	1.08611546970916	0	1.18131073919278	0	0	0	0.314478697559962	0	0.777638924224748	0	0	0.44207412031363	2.11699887905871	0	0	2.10971289137672	0	0	0
GPS1_32610	3.81410968348186	3.43757807268861	3.64752209428785	4.03848550989739	3.6020707242456	3.0596898272068	3.206145561821	3.81482161957072	3.72281532874352	3.71513930984581	3.40121406126747	3.41229284494535	3.20065056575079	3.67731735073467	2.82243225547107	2.50401205029694	3.85561063960393	3.93858523011743	3.90169713568845	3.67806415712476	2.86888510401754	3.09140989929623	3.98707484771532	4.00642612544188	4.46417992573681	2.75137092650098	3.17978173065681	3.46461210652618	4.09872387268446	4.00902202795926	3.32880781026339	2.57871677293976	4.07037189609925	3.10210779364246	3.81908541248776
FGF13_32529	6.23683116679718	6.86691812666779	6.62263513575189	6.71068399157358	6.71159447258715	7.28226423199083	7.21588755594862	6.9160262949647	5.9762419368674	7.26847944701279	6.82892436462554	5.85500438880652	6.13120029979004	6.87687427521774	7.18880931797456	6.82992051223495	8.21663097947759	6.9498656426099	6.69618869309106	6.04550638189734	6.91198149783884	7.37540533319995	6.33351045217595	7.06541844854631	6.87131980267741	6.84492091157658	6.57922390547242	6.85918069138654	7.13010128453355	6.8213430607595	6.5575379038058	6.89141814758722	6.89629960677776	7.56339269602885	6.67661498099957
SPTLC2_9934	6.73689931604823	7.83816776823589	7.82547491789298	5.5896151984587	6.18091858548974	6.80990201697943	6.49418366665093	6.5895208181884	7.6257289432408	6.09783318814628	6.42440034332479	7.84664998930136	8.57871498246024	6.27903471299817	6.90530083451607	7.62387794998098	6.85234430655524	5.72568583795927	5.89813601400378	7.9340604782989	7.33621344755591	6.37183318031028	7.59917852845241	5.74299707570485	5.6210789503038	8.03471996838286	7.93647599633653	8.27814228861008	5.95872549651284	6.36299037883898	8.17804150127824	8.25383778656738	8.54176035559202	8.26801472332389	8.09876461929453
POLD4_9519	2.74000794192179	2.9789719641	2.12546680269675	0	1.97541290696677	2.13314868648558	2.21947880162089	2.38321553691474	1.17095688589523	1.53396304304965	1.76181184568485	2.58243887390858	2.31792331857642	2.03165043186216	2.41636480195919	3.1354822052072	1.69867751745527	1.37438616679662	2.05989794776985	1.64059149065431	2.86888510401754	1.93403807649545	1.97186417695676	0.471392306349304	1.94758830507715	3.09175170774884	3.9070733268889	2.30571285030497	1.07904382227755	0	3.11946082579521	1.80200309826175	2.463158846547	2.01245766433824	2.46523570135078
ADH5_7991	9.93381943370879	9.67120033589456	9.9952068986768	10.0933186105785	9.55625569107286	9.60828124782743	9.56441009259925	10.0775467341702	9.39939505437171	9.94830094516764	9.85177666776581	9.53484069074993	9.33410772039102	10.0412389538943	9.67729448917111	9.41155367141721	10.0079844839662	10.0825084126358	10.0885176493958	9.58609039833944	9.50102497467199	9.5812462334416	9.76532518582513	10.1779281315899	10.0434930971733	9.41863166051589	9.14940367815366	9.26744739150858	9.83591991225282	10.0691649709479	9.7664394815509	9.29781553412986	9.20483207018547	9.30945689189735	9.39735662881512
C4B_32606	0.648993656389082	0.988021535177454	2.12546680269675	0	1.11966366484504	0.645661457962653	1.50010131676033	1.63621447001619	0	0.463790289997229	0.92350221690166	0.9984863537071	0.734964595617314	1.26541597231322	0.901222934644343	0.39122569289945	0	0.711081040547255	1.37004375027699	0.68268536468181	0.800550154174363	2.51148178492528	0.314478697559962	0.8261060295439	0.777638924224748	0	0.510253053327549	1.28346212298155	1.41627397158557	1.45541297412404	1.4903442549519	3.0808488743104	2.25152412430471	2.26103787395096	1.70535238348457
ZW10_10212	4.82107507694793	4.09281887374667	4.49966291198332	4.59388215074732	4.55946362958249	4.89662432624621	4.40018837617424	4.19295377973747	5.17173031517608	4.65914066124489	4.28777449992874	4.99706586655026	4.80823930180662	4.88951680052026	4.32828115471699	4.07782966512496	4.06369522972765	4.60000841923104	4.3681622447368	5.42814792814388	4.0830390273308	4.40727344889588	4.39039958890492	4.39884531978778	4.55466087876017	4.70511286018352	4.52754581740836	4.94299085229612	4.57343670640111	5.11625840600256	4.58927758048189	4.78285050249908	4.88704309976897	5.41707548175571	5.06865512004567
UBE3C_10127	3.55990856232601	3.81893652641495	3.99052340119321	2.80767471763981	2.89749156045099	4.45186303091338	4.30329958138123	3.41941204683107	4.43639927486336	3.53810257206309	3.27325270672099	4.0560467190881	5.26398924409939	3.769315400015	4.12807236879945	4.38794553762671	2.95197899860626	2.88172396541928	2.87561026685583	3.83922827792685	4.53934222506406	3.77563495005472	3.69315784441549	3.30571922277458	2.96089496880366	4.80095655870431	4.3588041441429	4.74502418176418	2.83177487490494	3.27973165596067	4.35422440710606	4.32677533951519	4.88704309976897	4.5704733456347	3.9514897803281
ACP5_32623	1.71030327845716	1.98199479941548	1.7665777622768	0	2.07917275844784	2.30777672390625	0.936826648556285	2.12881660810899	2.04580105160847	1.71147842935898	1.88367642847466	2.22001312075137	2.49837760822317	2.59795408447709	2.01320126137907	2.72402351890723	1.69867751745527	1.95107911746077	1.53691868206733	1.64059149065431	0.800550154174363	1.52648038741933	2.36192491732004	1.55200035060812	1.47809552046286	1.05314178229961	2.26864398660929	2.19709818279594	0	0	2.3424154172783	2.57871677293976	0	1.71194291043885	1.70535238348457
TNFRSF1A_32996	4.07946962571953	4.00717460105009	4.23098659254369	3.12371269498845	3.41642706129531	3.74610214443677	3.52539215778378	3.30095289921568	4.7022252055335	2.96807006327575	3.48062181969674	3.93576830275385	4.58682656010077	3.57905074989261	3.27448303458993	3.1354822052072	3.85561063960393	2.9427618928135	3.43638322174457	4.81918842781461	3.600088693142	3.87144523128887	3.77243843428367	3.56322058127881	3.20393939745708	4.21405084760675	3.98645644690564	4.42207799538987	3.46122977367851	4.10952254046005	5.02977538089855	4.32677533951519	4.84988607997527	4.47526824098936	4.94702704483896
F3_32469	6.79709547072674	6.65800309060775	6.42705378289997	6.53508881034979	7.23693295520152	6.66495551080477	7.46017668465986	6.47791899660745	6.51457700145466	6.73857547417159	7.41597719342876	6.73396513714611	6.59825809191301	6.67759679010381	7.14526019453471	6.87656214118863	6.37469509435283	6.79709399658307	7.27945240703132	6.3268129515173	7.07165259442583	7.06175386627107	7.62788604977	6.85517637147701	7.55027190940365	6.92368289427577	7.37180626169066	7.6921704386395	6.9919086332665	6.74528279260178	6.9962667775465	7.98782740358404	7.99605817421757	8.39374735959206	7.50689752142586
CDKN2A_8273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68268536468181	0	0	0	0	0	0	0	0.44207412031363	0	0	0	0	0	0	0.538257198472394
GLYAT_32740	9.3195527196798	8.02769632683328	8.82840389778552	6.13845670555533	8.39809022423998	9.28968058363952	8.9411323205177	9.2151189602185	7.2987612670364	8.79642159229491	8.87186502287188	8.29618876161463	8.34913453767066	8.57225369818632	9.30525940373576	9.10050757327186	6.60850477461361	8.11287799596062	8.04998476521625	6.30489582548259	9.03122617964811	9.18063794731655	8.78262562263838	7.30637039838765	7.48273873248369	8.70528780888718	8.81485063484667	8.41628358041935	6.12894077200818	8.13410615571738	8.7807638921242	7.93504693994933	8.394709597901	8.83113226652277	8.18647783777811
RAD9A_9651	4.7313641426247	5.04991214586882	5.15361927693029	4.54173029992869	5.003760605866	4.81218539271508	5.08386280795659	4.25799299614521	5.71778354676946	3.9096709703474	4.67300144942843	5.33094702739655	5.42880968998606	3.98932345936466	4.8891035474308	5.39639743631744	3.6123717644733	3.63998986727385	3.73999015670401	5.37654577612464	5.19395816394462	5.06368304618973	5.28524340166291	4.28905600965442	4.39238906877508	5.56153641409679	5.65015565164049	5.71787038408105	3.95086593863039	4.52793190368082	5.251566930668	5.12885231940792	5.5280172992506	5.60870163351948	5.71569450391921
MAPK10_32770	2.47108133079976	3.09421639317412	2.65200679165262	3.70078411044755	3.53065356627555	3.55147562309689	3.34243084024357	2.69645615436158	2.92047469996327	4.26301192115016	1.88367642847466	3.36649832304539	3.56695615456583	3.70863974925656	3.76350748148994	2.65434888951217	1.69867751745527	3.48445849006048	3.43638322174457	4.39019402998519	3.13562263204688	3.37908146611233	2.6123068951379	3.56322058127881	3.08752921927989	2.96506588297246	1.82611116480254	2.40671977469865	3.38645244654855	3.95601830747873	2.20761808069134	0.871065709694685	2.64768267873295	1.71194291043885	3.26185059542775
BGN_32910	7.27564085931172	7.69715693712557	7.8527203091017	7.99795437831833	7.69042953052027	7.19603406098631	6.90521459000717	6.83840754978597	9.58540737281634	7.48851953803602	7.87126249343405	8.85080702295405	8.68189401366979	7.68044061849027	6.92603663814374	6.88038172532328	6.92080238842507	6.7762839075381	7.4512876806528	10.0539174848387	6.71723786932898	7.12629770105815	8.19850296156385	7.99813044902676	7.96544695439399	7.78806985690647	7.74716716663959	8.28479228143148	7.77895010896431	8.09786487376864	8.14844487343855	8.07023557588296	8.24890303547953	8.1302690573039	8.92146118632932
MCM3_9207	4.30352085240282	4.19963420302584	4.61730423474333	5.68886595930904	4.71252459571927	4.52442730285652	5.21394441274749	4.12484348757078	5.04071940300508	4.08106161006647	4.51222958197189	5.42330638375625	4.98004380207931	4.30838510842309	4.80204338250568	4.56924944473135	5.0689920552055	3.90830057225134	4.32318330909203	5.28993974388791	4.39421643701774	4.5297994208221	4.51857291647002	5.06443172392167	4.7587715655078	5.05533943508318	5.46853770417251	7.09690227839386	5.23714183483634	5.71944992325347	6.13372119525439	6.85054767635047	6.42656593350745	7.59770089053081	7.25686878800814
XBP1_10179	8.94862491794762	8.35394920719785	9.07068270169952	9.73387225980328	8.97365420395763	8.63184618197608	8.47658645515386	8.91588259330574	9.17958462371692	9.32849230704879	9.2367149314778	8.63481113166243	8.48908396456975	9.24410159520299	8.37695761381756	8.1250306017549	9.30408929349459	9.22835815320908	9.67504093027085	9.23842084656565	7.91265610657332	9.03176525129778	9.00955829303954	9.12578229322013	9.37325100005065	7.88966388087965	7.71256551922724	7.73650475680538	9.43567633284384	8.9887528316329	8.0360715626247	8.60968234349203	8.20175539535755	8.28565964967351	8.26492684056338
GALE_8680	3.97910383371345	3.78502944391581	4.46869010703889	4.64421435606359	4.55946362958249	4.41416467164528	4.82931105983226	3.81482161957072	5.55448642307997	4.42456361068936	4.60374894164645	4.75197091412181	4.44734826613688	4.42612322699803	4.0918264702886	4.45094597931867	4.15746780179848	4.70943939456957	5.18979145952314	5.28993974388791	3.91585919335425	3.82433529715433	4.2311284124059	4.57291172562552	4.70051205302395	4.94218033345967	4.72563210666531	5.17546455560667	4.14482391992764	4.88060675316027	3.56771099292229	3.91582959855211	4.46377911608481	4.08169071874033	5.00912245249249
MCPT1L1_32989	0	0.409060698740151	0	0	0.37099089591832	0	0	0	0	0	1.4820367192057	0	0	2.03165043186216	0.901222934644343	0.39122569289945	0	0.967571086415485	2.81191884788719	0	0	0.556017757855779	0.572525382778468	0.8261060295439	4.34246371730921	0	1.43146250377722	0.779984278315498	3.13560840650401	0	0	3.0808488743104	0	0	0.538257198472394
LCP2_33021	4.12715007619626	4.93092142577106	4.87524021844643	4.48762228234878	5.24596476417049	4.81218539271508	4.70838614573054	3.17188995314564	5.01302657517558	4.86085714935176	4.68980734546767	5.57194356205008	5.00014918319978	4.7609528354413	3.76350748148994	4.07782966512496	4.15746780179848	5.07925271168798	4.4952514789321	6.17197037217618	3.84315713347614	4.20144575063143	5.27620425383571	4.88738228864398	4.79634394375763	4.62357212445625	4.74858467413913	4.74502418176418	5.12661694262753	4.56380222602422	4.94756056568956	4.49533383855865	4.41373113784655	4.97025065851198	5.16272246186065
TMEM119_32949	2.14026955939544	3.71472664848417	3.59111822173726	2.80767471763981	3.37624935111292	3.24288386705793	3.206145561821	2.12881660810899	4.66711964656372	3.49022760132701	3.35980865511345	4.60195777581036	3.51200607652638	3.64529979000826	3.39836858949286	2.24430439064437	0	2.88172396541928	3.05137325124395	4.52901198714412	2.11701123069137	4.12574946095018	3.66573234211253	4.00642612544188	3.79262771962422	3.5979823056577	3.30892873209403	3.68171356472158	3.38645244654855	3.65714492308053	3.90920576997537	2.7661911029926	3.21351590748506	3.53871363238938	4.76705062880532
PLOD2_9506	5.62311451477042	5.38023789938724	5.69855549525941	6.24013714174936	5.96086662058232	5.07632271142342	4.98319800374806	4.43717534432414	8.52124234511209	5.11874503989959	5.33826107935738	7.27930683444393	7.57747410764054	5.97210594405082	4.47621235762796	5.28554553891432	3.85561063960393	5.15858554691768	5.18979145952314	8.62768449794049	4.84880794572764	4.89154222861033	6.47453278639395	6.15650433457509	6.02876950894084	6.32543845196857	6.27377695516697	6.6536131113591	5.61008945452365	5.53297496914515	5.91320281227401	5.90351934314527	6.07057551769207	5.31078695183422	6.73902195799723
GADD45A_8678	6.78228025974919	7.36266880138242	6.92604023145317	7.91838288139501	7.16800268702756	7.38814337346036	7.51889246425322	7.08686265499718	7.29301571238864	6.71793846910734	7.06622471850886	7.30987314240293	7.91056052444538	7.13786135990884	7.31601759554597	7.62159776650442	7.96108273364542	6.94614389705017	7.15342776238461	7.07071123533691	7.63161029720528	7.42756240792967	7.094491125462	7.21175446166736	6.85360692594269	7.61163662124	7.77538114474874	7.48832964724611	7.05362506890412	7.0216344827816	7.06123915122207	7.9925312409034	8.05029664874917	7.12760280655654	7.8301082071285
MMS22L_33129	2.74000794192179	2.09700737729888	2.7582821774118	0	1.86360823291348	2.13314868648558	2.79556618143987	1.63621447001619	2.65977434677451	0.814198363143875	2.19750571789515	2.58243887390858	3.90221727443869	1.69881597931097	2.01320126137907	2.42252914143717	1.69867751745527	1.5415599149927	0.96411795998836	2.99257517983147	2.71440797120732	2.10146116522294	2.6123068951379	2.5906760241035	1.80740865688841	3.55464261730105	3.17978173065681	5.07161695580514	1.41627397158557	3.09595572061525	4.79134583708826	3.65606026425035	3.70464410013227	4.31953192485594	4.50502856890239
GPATCH8_8741	5.42752159897	5.29847722220599	5.76379899491922	4.43140561188662	5.17747505237581	5.82987959499155	5.50284531974604	4.95142806966972	6.08663790902196	4.39886357759228	5.13237675459005	6.01938557707321	6.47078208422189	4.74593422296295	5.51361379075518	5.60468210754324	4.40696476062022	4.13444999921904	4.88391952897444	5.83223262544379	5.80453439955474	5.19910743933309	5.63553515102102	4.00642612544188	5.01926647368225	6.08007592739008	6.04259837859753	6.05779168475094	5.29960814530471	4.56380222602422	5.90233176542477	5.61714511693193	6.10251989637817	5.69574470767512	5.87979876338386
UGGT2_33061	2.61180176756809	3.25146863925843	1.7665777622768	1.44080823710855	2.77922092955988	3.0596898272068	2.35456724744572	1.98254191627263	3.50153870188572	2.37037767172705	3.27325270672099	3.36649832304539	3.16547456298319	2.84347069020622	1.66408282246213	2.24430439064437	1.69867751745527	2.26968607418748	3.05137325124395	3.80840364983218	1.84646451318788	3.16888145249914	2.55366633298675	3.24820548620735	3.36263799390655	1.28296857972453	1.184534212683	3.46461210652618	2.83177487490494	3.58915063122282	2.78263297932178	2.93208155984697	2.463158846547	2.9686532392752	3.67329024419972
ALDOC_8034	0.648993656389082	1.40004881359499	0	2.61922219192519	1.86360823291348	1.09011686639367	0	1.81974557863391	5.25683683638854	0.814198363143875	1.76181184568485	2.58243887390858	3.01551017672623	1.26541597231322	0	1.16737634542093	2.4573487864417	0.711081040547255	1.18131073919278	4.50998007653415	1.07905227622036	1.26940203308477	1.67448777760091	1.88952335174761	2.07534550510197	1.95113396836786	1.82611116480254	2.75208430328473	2.11699887905871	1.11207755497962	1.89310593209897	3.21569953377551	1.70359415276177	1.71194291043885	2.20718607741199
NET1_9297	8.16360554498853	9.05990996784487	8.61338367654861	9.09350696768741	8.16592697063845	8.54730207667843	8.38879810402205	8.43617370951455	10.1677828823528	8.26912252113631	8.41301279803261	8.67293556394152	9.4772470560183	8.41617236487535	8.69500028018886	9.15670657706569	10.11558617802	8.19670989497221	8.58809506407326	9.54636175052464	9.3311642414299	8.44104105163893	8.41471240760103	8.01977384488242	8.00610040044206	9.25988038264718	9.1364098185337	9.35378459913587	8.66730889631057	8.03855337928525	8.74774232488202	9.95612802176884	9.82233227823557	9.3266051267951	9.40795968673049
RGD1565356_32319	4.17330499214733	3.20093203432219	3.85337395740784	3.60237838078981	3.33492059719161	4.20930897839632	2.88756234695835	2.12881660810899	4.16162438047903	3.28105871640966	3.27325270672099	4.43451636459876	4.4619187643104	3.70863974925656	2.29408197630111	2.85402425434696	3.14748813544948	2.60792030191841	2.6754243300993	5.39740863860221	2.34474573986379	3.00954093248873	3.13651808457095	3.89841022224397	3.02560108196995	3.75938783453635	3.17978173065681	3.64082849951145	2.94031947630874	2.88530463950399	3.26234451437049	2.10971289137672	3.21351590748506	2.01245766433824	3.45269786967433
UHRF1_10132	0.648993656389082	1.85701284392475	1.28775322915411	2.14713023904983	1.46437793484801	1.93443423241538	3.206145561821	0.882366384347421	1.52477322335984	1.71147842935898	1.4820367192057	2.58243887390858	1.47072825712593	0.881569935246261	2.29408197630111	1.92735207555346	1.08611546970916	1.37438616679662	2.44291572287641	2.00921221320163	1.84646451318788	0.956362163170095	2.05876981313817	2.16286148988987	1.65212798896161	1.81082784399501	3.58878058730321	4.85635701296672	1.07904382227755	2.88530463950399	4.35422440710606	4.20236154292167	4.00426997833765	5.67447131087216	4.83719881721236
SRPX_33152	4.03015933803244	3.34752232059767	4.11575915024222	3.60237838078981	3.15663944246005	2.46353123861249	2.79556618143987	3.36139796114196	3.65276082981653	3.58443973521677	3.82291432401239	4.02690408568722	4.02504672809728	3.70863974925656	2.41636480195919	3.18573754904133	2.72575896601887	2.81798910655555	3.63348295596502	4.28216567703481	2.11701123069137	3.16888145249914	3.28809865735716	3.41429402244966	4.00007052655499	3.72069759825114	3.17978173065681	3.20895260076081	3.95086593863039	4.15726377754161	3.99357208498341	4.38517723679923	2.95816367426982	2.4730164818654	3.81908541248776
MGP_33209	6.80444641186062	7.48122622991521	7.3941294767525	7.18878275920359	6.97300651670715	6.24930694315003	7.13842408556606	6.16682192684658	6.12595156799251	6.73344383202367	7.80338909844143	7.34866511947881	7.03333981031625	6.76957757787726	6.41946685108686	6.35740884951842	7.47015909347847	6.63548138011064	7.03986444314307	6.57590904461799	6.15171295490582	6.88936838098296	6.74078683833813	7.75656227932747	7.23847946934071	6.89790373018554	7.39381258667759	7.85071472359231	7.2770549310006	6.79894304273855	7.8590458401937	8.24598008482323	8.73501362670326	7.83189650837752	8.84123019722544
HPN_33226	8.62244435908214	8.35683734068485	8.55744295457364	8.36356806833789	8.24195814719291	8.25913553559925	8.58016670106218	8.55901305561145	7.56980315679495	8.56325207368174	8.27086450958401	8.4316081084603	7.93687542553197	8.46513883339859	8.45572239532643	8.22604541347912	8.42425020741486	8.64880175431847	8.64288805335804	7.25916754874179	8.36295681871344	8.19242779660412	8.15231744302613	8.44945842848792	8.46272334628862	8.08699089198216	8.14330769852277	7.88831646977484	8.16743631650892	8.37271626379003	7.72047664486121	7.64955977068822	8.00453643282946	7.69598607957248	8.05282360758702
SAPCD2_9777	2.14026955939544	1.98199479941548	2.41262604093684	2.61922219192519	2.89749156045099	2.958560022361	2.47808247170014	2.78738549074437	2.15118574146739	2.47246832527035	2.73967297722224	1.73484604441172	2.03574034672029	1.69881597931097	2.29408197630111	1.16737634542093	1.08611546970916	1.18527072247237	2.05989794776985	2.46947839620294	1.84646451318788	0.556017757855779	2.05876981313817	2.49502024934033	1.65212798896161	2.305044573969	2.13566619819488	3.3677146557304	1.68942031645726	1.96492256561852	2.46568725924177	3.99297165162723	4.13357735888026	4.08169071874033	4.18461766221635
CORO1A_8364	5.34926551295385	5.59114762095722	6.07270324216962	5.27515757150656	5.39416110516402	5.58044345250249	5.15962472714713	4.95142806966972	5.86446232699898	5.33745010604828	5.26164689957479	6.17360176671014	5.68003317993925	5.4302502769854	4.63577370972222	4.74712391802284	5.44872326600103	5.15858554691768	5.21463293231471	6.571326221037	4.69204405578689	5.19910743933309	5.58518818269688	5.54228058029873	4.5978586625897	5.7462360531014	5.52280277485062	6.05000547605517	5.05599502579366	5.38041240484621	6.44966856830708	6.05511028019918	6.45158530520623	6.43845886166415	6.38811614274053
SNX6_9913	8.70134841186689	8.64960572336664	8.74361492046487	8.45099415819774	8.16297790982141	8.49634724547236	8.25918068056693	8.86850849660807	8.7554871805369	8.51172899863857	8.31079484767008	8.29160152277355	8.68267174030415	8.4126103329254	8.71450040702144	8.49127693649322	8.77430394979181	8.33831679626306	8.75297381608194	8.55642889379517	8.58402611198459	8.678101917728	8.36761624308908	8.71393077112188	8.52978444127993	8.68658833195544	8.49508112076647	8.53120289315074	8.13924663512114	8.50544995814994	8.74774232488202	8.32269518225723	8.42975687027398	8.21374693149223	8.31904377112835
ATP5A1_8108	9.8990491174763	9.2333702627297	9.61331181180824	9.42033272121899	9.36099208378343	9.47044085591185	9.23619369957457	9.75031236885165	9.04419672121641	9.76430194734614	9.53988767871336	9.92721875502786	9.26724137374665	9.47282074492896	9.38324603063162	9.00664533895246	9.04968710116673	9.89398287083752	9.67727666633068	8.80600825204224	9.08640494862738	9.32194879541118	9.65415192616178	9.54316625522849	9.6328107363352	9.38500427817469	9.31520776873029	8.97948605406403	9.388555947641	9.38062965725669	9.15394275359927	8.58186043691935	8.82870737239961	8.86439099096544	8.97559939856629
FIS1_8645	9.93298127166383	9.72974476253905	10.0537723239757	9.76263603978654	9.60704819772241	9.81948584436185	9.68228501744241	9.97488572464159	9.72903061906945	9.70720600615214	9.77461253941216	9.855473495299	9.6326297632198	9.90167948418108	9.8397850558757	9.67390489005976	10.2718341184099	9.78881790773164	10.0205863619438	9.69595152301876	9.73312198602525	9.75381303517928	9.78736308061073	9.82161323826558	9.51732269357695	9.783752706667	9.7662224498727	9.61618783371383	9.45066493764778	9.78471428935152	9.57092365475348	9.47800627788915	9.51778208611167	9.30773080433501	9.57722173146082
CRIP1_32865	8.74593580360524	8.65665444640559	8.85858433961994	9.80335055020417	9.24794743525528	9.02006593503906	8.81501427005893	8.67816201530921	9.33794207387193	8.99709698775294	9.13530659528581	8.66940389114117	8.39730862829406	9.45503823133838	8.54723712315581	8.09740157900756	9.09779236952482	9.06036050832266	9.3487929535507	9.83339260445334	8.1383134215989	8.93806184002452	8.62601443824404	10.0428092183153	9.63993261342401	8.47332464439988	8.93477978985996	8.7440177738734	10.2226232269366	10.3328853362806	9.01451434777296	9.38983112746187	9.36319846944401	9.51640953705463	9.57037298684521
PPP1R3B_9545	4.87792583463593	4.58180143748769	4.85142544131384	4.82962966438099	5.0298946935312	3.1541926529928	4.82931105983226	4.95142806966972	6.31924620597802	5.02104951579011	5.49945988372066	5.64088794744105	6.02726776198116	5.12829159659601	4.86782606836446	5.25055814677534	5.0689920552055	4.46087362419429	5.64755355870431	6.79220632411183	4.53934222506406	4.5297994208221	5.35558736244426	4.6855252217781	4.98713380049469	4.87329578590261	4.62998602394253	5.27233635258267	5.91948298745888	5.27615893688369	4.83773092436887	6.39062208864369	5.3263686097689	5.16586892528624	5.47290513979632
FKBP14_8647	5.60638943231713	5.2619668901507	5.67160889829458	5.97108934717872	5.26809069732253	5.27867540961256	5.76784819387012	5.25207666190427	7.33276221313593	5.35091604263245	4.93506199336663	6.07026512964172	6.52729417201154	5.679816505626	5.19273023124747	5.20254797156151	5.11646831196072	5.17139369721795	5.321411788132	7.6980106047251	4.67119437516482	4.64272912429818	5.29422626752193	5.74299707570485	5.52363554890575	6.01760865659269	5.05514358452017	5.99429265130368	5.17184794517734	6.17864235566855	6.00752300986325	6.0906437008133	6.25242187778275	5.65287952447606	6.2831238477493
CYP3A23/3A1_33326	0	0.409060698740151	0	0	0	1.42941201374057	0.936826648556285	0.507615270028829	0	0	0.37729557777861	0	0	0	0.519868181825311	0	0	0.711081040547255	0.397208031573994	0	0	0	0.314478697559962	0	1.47809552046286	0.441853061799312	0.510253053327549	0.44207412031363	0	0.66063979362005	0	0	0.809308480424951	0.814486754004629	0
PEMT_32410	0.648993656389082	0.409060698740151	0.566076493022169	0	0.665830736074535	0	1.50010131676033	0	0	0	0.676095310377013	0.414280874643248	0.288597416438189	0.643012073658695	0.519868181825311	1.35475445800037	0	0.398914157748963	0.70833171274889	0.68268536468181	0	0	0	1.34811193363649	1.47809552046286	0	0.510253053327549	0.44207412031363	0	0	0.929624410553889	1.80200309826175	0.809308480424951	0	0.538257198472394
SOCS2_9914	6.30060222106309	5.48954348345437	5.94349862512958	6.94957146959954	6.42200727244349	6.06698036052851	4.85232565016886	5.48724887729099	5.86446232699898	6.24932711531289	6.20814157893482	6.30686459903486	6.54108296135402	6.08382479670635	5.64449483003603	5.55774890849638	5.74904526685933	5.96517073513274	5.69245759136149	6.77636565079567	4.8854748088638	5.62734884501234	5.7895825749407	6.30491734071349	5.9968501492884	5.96891658453528	5.53605601104618	6.13342632473439	7.0353857610728	6.74528279260178	6.10556291702503	6.50037912470727	5.80537253153641	6.0661860288636	6.73290134757459
