ID	S3P1_B10	S3P1_C10	S3P1_D10	S3P1_E10	S3P1_A11	S3P1_H10	S3P1_G10	S3P1_F10	S3P1_B11	S3P1_C11	S3P1_D11	S3P1_E11	S3P1_A12	S3P1_G11	S3P1_F11	S3P1_H11	S3P1_B12	S3P1_D12	S3P1_C12	S3P1_E12	S3P1_F12	S3P1_G12	S3P1_H12	S3P2_D01	S3P2_E01	S3P2_G01	S3P2_F01	S3P2_H01	S3P2_E02	S3P2_D02	S3P2_F02	S3P2_G02	S3P2_B03	S3P2_A03	S3P2_C03	S3P2_H02
MYO10_9278	5.0988613050781	5.54250387852694	5.74066941050437	5.59918080451004	5.45999206967809	4.8376531280355	5.27877517426665	5.57790286352168	5.71047007945872	5.39279287314458	5.49107872131233	5.61772201720075	5.30633173805627	5.6076406322799	5.60499575814048	4.97015904557446	5.49306807938192	5.49460496464135	5.63575542027691	5.68994863489896	5.63173732989524	5.12847469901001	5.31830315140581	5.52561591484983	5.53586586629734	5.10644567910965	5.64261912041761	6.36534444088775	5.20641458714978	5.28023303242436	5.66847369660599	4.89137529229104	5.77343484374563	5.8831129077215	5.61990143518967	5.38184516630942
KIF20A_8961	0.851928414566597	0.647598437727059	0	0.885789049540296	1.67570295279996	0.782282728973476	0.825266671464144	0	0.615658198656533	0.946256637999416	0.903662243299054	0.845813228920656	0.640606257566415	0	0.796749863950105	0.552716126177031	0.944013045719229	0.363195965079536	1.02097968926686	0.361094788425166	1.6140237831523	0.811569592181578	1.31418009889908	1.27464154685203	1.21746142025477	0.885061747961032	1.75696400366324	0.807879897800126	0	1.29173104667245	0.565039359126008	0.661141247986676	1.78276514769729	0.639581423715434	1.40592982429398	2.49998181566238
KIF14_8959	0.619749103719885	0.359835017828677	0	0	0	0	0	0.452314770860627	0	0	0	0	0	0	0	0	0	0	0	0	0	0.462115105672475	0	0	0	0	0	0	0	0	0	0	0	0	0.411401325936758	0.265999490037454
CYTH1_8433	0.851928414566597	1.93839547136005	1.56761056922824	0.885789049540296	1.77155804662039	1.86372041999177	1.10955699686025	1.83900684131982	1.76347788015882	0.946256637999416	2.2329486773882	2.23897899017052	1.08268099224194	2.05579196316861	1.30705908905297	0.951356064922583	0.387315592211168	2.05276159955693	2.35535070043516	1.58053209424434	1.6140237831523	1.52997070638109	1.57635104210193	2.39455830093798	1.86819036817365	1.64020868018081	1.01431280931715	2.30475744884043	1.22060851769594	1.40876858054084	0.970011154127297	1.64687898981074	1.25988808364783	1.25984056215301	1.40592982429398	1.69026379399075
GNAS_8728	8.64760668719263	9.30734271147617	9.1865208457195	9.40533208336533	9.61930470908797	8.81591572830198	9.05015273522909	9.32664304171747	9.49945699668745	9.24209915665882	9.0096337997323	9.71059239252973	9.07569634115139	9.35544442284716	9.22902106910401	8.75843897211238	9.28254651578386	9.29710239967695	9.44957404769719	9.23959187615263	9.27658158557489	8.75672651323789	8.60272622459281	9.44471358179002	9.22339519047597	8.84545638770905	9.3405672718229	10.0133241770716	8.87149886863533	8.92403661267197	9.15562932242283	8.47573632474536	9.49744135458838	9.0987622868114	9.09307959373585	9.36949549997374
PRCP_9557	0.619749103719885	1.70762775417461	1.08567086447479	2.79377617822192	1.94604761670275	1.86372041999177	2.3910098530176	1.83900684131982	0.846702184614228	1.25719156893082	1.8529683856766	2.53198408539986	1.69418333660668	0.839499736552731	1.15616267420668	2.37895607436839	1.91518314942628	2.3241800137733	2.0313562244833	1.58053209424434	1.97978705237043	1.32782519154247	0.580663196635463	1.27464154685203	1.73092279134549	0.509363269597	1.75696400366324	1.93164086577569	1.09787076546951	1.96215388720264	1.76432039841176	1.35062253479971	2.16572837852203	2.20982799479385	0.411401325936758	2.01329515040259
YKT6_10189	7.22276682158338	6.87214474886049	6.25168624871213	6.63022054817837	6.33786971182611	7.21032404789791	7.08006152361477	6.54006523708154	6.65532561060744	6.80127292051679	7.08025560148171	6.57507798880818	6.52097099494637	6.7061888947861	6.80507572723762	7.13770828059361	6.94555037340669	6.55956421713141	6.53839055709065	6.62693066209682	6.42285931512628	7.16329847071266	7.38801978538749	6.72839179301085	7.12070457379721	7.01454293064276	6.90680716123672	5.55961938324244	6.98450375210491	7.16952060050123	6.53621514917433	7.24194961593443	6.29936406478096	6.55712630781748	6.68134980695209	6.28800083223364
MRPS2_9250	2.7871581143149	3.37130954494674	2.6624835960753	2.53706194033357	3.00417764990828	2.94833916593636	3.46391180462502	2.22722906867171	3.50830307570234	2.99122684692993	2.63803994411473	2.77540924799418	2.89303551688188	2.18663776027978	2.93256170747293	3.04196006749935	3.12083893096751	2.48035691100555	2.69812543597343	2.67888402464829	2.58625855844464	3.27558503357405	3.63195885194796	2.95272273576429	3.21468030775198	2.13335791121369	3.14070405968276	2.0009185822233	2.47548510329547	3.18088523438231	2.5931129354463	3.61342622583203	2.99527793983611	3.13918776997118	2.861868742886	3.15320286569639
LOC100361907_33106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIST2H2AA3_8804	7.38207797057058	8.23358423881911	7.72412435173041	8.4359910300711	8.5865500617135	7.89524562556129	8.11343407440346	8.66160879122027	8.41297636374541	7.87245109433133	7.93945941835093	8.75509254508998	8.12026969601171	8.26534957413998	8.23730904543807	7.70237386863993	8.34962646876615	8.58937878964479	8.74776853959948	8.38997383946284	8.12232106279804	7.8954701572805	7.85130537423504	8.3107186363919	8.21378109382869	7.94841445317879	8.2280614207372	8.83193521477937	7.83968963069365	7.92884214335603	7.90973843443126	7.3623678716822	8.53513216761151	8.23695059382026	8.29378531340681	8.55836180223671
LOC501038_9126	0	0	0	0	0	0	0	0	0	0.300670387409768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAS_8609	2.84217254515081	2.60857850456348	2.30108059186579	1.43057961056602	1.5730229365276	2.70461745053303	2.03120111612808	1.68230485754047	2.24055804906415	2.55238918367637	2.2329486773882	1.87089410435798	2.0265921575375	2.79092245778851	2.15062077239272	2.09353071039024	2.23127548048729	1.44235071410645	1.90488509897653	2.14169512425269	3.25377917733205	2.255681854352	1.79812638786199	2.57721234610805	1.57920802507766	1.64020868018081	2.68698961766224	1.85886791183616	2.14442395602798	2.41809520637194	1.65874865484925	2.03577975377528	0.763314525555774	2.44969785778795	2.65068011579452	1.14718485794355
GBP4_8692	0.342900546683205	0.359835017828677	1.26480825680998	0.646331618663722	0.729813719403456	0	0	0.452314770860627	1.51747684477571	1.82736498803787	0.521457328459887	0.614962676587342	0.640606257566415	1.12706817913031	0.796749863950105	1.11577353337609	0.387315592211168	0.653100731843305	0.425565479439106	0.361094788425166	0.913266334480279	0.811569592181578	0.993546229752911	0.438129669005059	1.21746142025477	0	0.748427178741204	1.32266300744988	0.46480265288243	0	0.781688551703518	0.472545337439922	0.431561888915226	0	1.57524559820301	0.855890295704569
GRB7_8748	1.22744525231453	1.93839547136005	1.42413914118434	1.93580537991781	2.30758871465453	1.54577070405626	2.03120111612808	1.98034356075734	1.76347788015882	2.23495070409486	1.93739302830884	2.15538315065997	1.56386320124942	1.75201576257987	1.15616267420668	0.765761346392821	2.13340957818786	2.14902071950923	2.0313562244833	2.04558350692072	1.74651866733548	1.0926674116351	0.580663196635463	1.80071448466016	1.73092279134549	2.13335791121369	1.01431280931715	2.06702147843461	1.22060851769594	1.61771245957463	1.13656525373749	0.661141247986676	1.78276514769729	0.639581423715434	0.731143309653226	1.59678644819163
EMP1_32450	1.7717739113011	1.43278564496853	1.42413914118434	2.53706194033357	1.5730229365276	1.95583351309326	1.3469427372194	1.50648463925768	2.39452928108668	1.39067671841994	1.76329455603224	2.59679791646646	1.56386320124942	1.12706817913031	1.98138967400531	1.83497238815555	1.91518314942628	1.71816542359931	1.90488509897653	1.71158369218029	1.74651866733548	1.86509517702633	1.45121270709795	2.06819638249913	0.412882259806328	2.26627577209178	2.0214163153793	1.85886791183616	1.71403503316273	2.17539583525142	2.20028745726542	2.44807808814366	2.27370146749711	2.02443459554356	1.7267611243212	1.77805121151412
LMO4_32889	6.21946451078751	7.03681543513811	6.48649897095974	6.71415931702203	6.96582311124704	6.36777289012823	6.54283952390231	6.93249728464431	6.92231749765151	6.97608020267475	6.65090703619035	7.30436209089593	6.53842784926725	6.56897628474452	6.80824252281471	6.57444408328767	6.76533718935626	6.99147689777805	6.72776046215895	7.03935435621794	6.45710639874546	6.48746365353163	6.43842307456661	6.8707948214191	6.80307908245228	6.15558783171917	6.92710191366037	7.19597314495603	6.33336883758942	6.41633855386054	6.31517077307786	6.45953292139707	6.69370598961694	6.57833748955525	6.55541005798389	6.72074241064867
RT1-DMB_32359	3.84951877192503	3.97549401155043	4.17919437634532	4.59529568739123	3.63374494183142	2.85573059768772	3.35928926959686	4.13508505099889	4.23500752764921	4.59524483388118	4.11500560063245	4.14916413834728	4.12846105131046	3.99992436753565	4.35138024581996	3.86180612710205	4.08863236208294	3.67097170417619	4.28742334471832	3.90068420998529	4.5650782492836	4.04264065933059	3.89482010928619	3.49704457824031	2.992442533395	4.13039152687847	4.55082011862569	4.05099928439007	3.5878123735895	4.08154242308925	3.40443414268104	3.49444340981479	3.76053443604748	3.35120033800012	4.4671835842268	3.15320286569639
CHP1_33118	1.98234330990238	3.41027198992039	3.10029559219326	3.24454452145994	3.63374494183142	3.03535994850911	2.99036726663869	3.59060368184262	3.69774937960494	3.57175951743015	2.99394090116897	4.08283466494774	2.89303551688188	3.44199720625484	3.14784181783581	3.08227936425489	3.73533775769577	3.67097170417619	3.58245519402671	3.45338677603528	3.20854472832552	3.27558503357405	3.38061794350437	2.57721234610805	3.26527438282538	1.64020868018081	2.68698961766224	4.00114813642181	2.2634207315011	2.71939753798336	3.15551607974232	2.92380356100458	3.28055887676863	3.42798814605467	3.10256938709958	3.52711774546541
FGF21_8635	2.99564787956716	6.93361360023386	2.84257500680293	3.40709655581098	4.17943529062591	4.09395304632273	6.12299908125317	3.79578594348387	4.7591871567914	6.36744540193117	4.36409623594886	5.75184069055121	3.87726441024603	4.03508508571245	5.21420153680677	5.7607610487345	2.23127548048729	4.52625405692516	4.75891671113705	5.71359781295465	3.25377917733205	3.53252625638074	4.85787237430173	4.60998451215433	5.79025712109272	5.50650332400593	4.02672108565201	4.60108700822261	4.50254239809177	4.33917932908665	3.80162973076036	3.46942229697313	4.30957035593768	5.09565810418099	5.61990143518967	4.46314882679026
