ID	S4P2_G03	S4P2_F03	S4P2_D03	S4P2_E03	S4P2_A04	S4P2_B04	S4P2_H03	S4P2_C04	S4P2_F04	S4P2_G04	S4P2_D04	S4P2_E04	S4P2_C05	S4P2_A05	S4P2_H04	S4P2_B05	S4P2_D05	S4P2_F05	S4P2_G05	S4P2_E05	S4P2_C06	S4P2_H05	S4P2_A06	S4P2_B06	S4P2_F06	S4P2_G06	S4P2_D06	S4P2_E06	S4P2_C07	S4P2_H06	S4P2_A07	S4P2_B07	S4P2_D07	S4P2_G07	S4P2_E07	S4P2_F07
TNFAIP8L2_33086	0.447385123274367	0	0	0.730551770328643	0	0.612548494910333	0	0.300768401307464	0.227513702310138	0.220245905139886	0.455019490313826	0.41405424911168	0	0.324512063786845	0.41631196111033	0.466843554520952	0	0	0	0.569524807038899	0	0.231204061277076	0.350944043577016	0	0	0.207860593748087	0	0	0.295365439280456	0.221748756056858	0	0.326608386687122	0	0.508089142140229	0	0
SOD3_33241	1.66966148116241	1.89055092688809	2.17057318460577	2.48926418541412	2.34085511706752	2.9775455592894	1.72168498414335	2.16253383712353	2.35037590433999	2.7597150233321	2.29084131582441	2.16686379766225	2.30017962127992	1.81656220868636	1.94236417792101	1.87757790066426	2.08397071690896	2.31811090981667	2.41855091645014	2.37711464950588	2.3788321788438	2.4182857382362	2.43464657960857	2.5352980798112	2.00045138816472	2.03544215462281	2.36841666591582	2.22806203107478	2.14010355792239	2.0554660850498	2.10893071774344	2.188041466346	1.80550053643742	2.26288036994743	1.56163204594327	2.26631155215684
IFIT3_8868	2.51761969782621	1.42886860701289	1.9266134940757	2.20976671631407	1.18309506630564	2.17835919719336	2.4845062708496	0.549521940270111	2.76717290334507	1.31289118612387	2.39621847418455	1.1133586145076	2.10615527135834	1.46763732474294	1.22530382438417	1.10181610235425	3.29561306969746	2.46121525369894	1.6659242483366	1.90414231585914	1.92629185808459	2.10516504085822	1.67949558679462	1.76489095370939	2.12974729983941	1.97984584888763	1.06744689978375	1.96688956550205	2.21261062649953	2.16641712201365	2.51951119608559	1.47427105691873	3.65192015525492	2.74399556380916	2.22862681271382	1.88364357758916
RPS19_33100	11.5177056014434	11.7557816603392	11.4210301182407	11.3724731959171	11.4822748414047	11.4942061094113	11.2881109115385	11.6290798458062	11.2225006547782	11.4977348252569	11.6183451307607	11.6669416857349	11.5420028781519	11.8136690293219	11.5659794830717	11.7598944331642	11.0345528162613	11.508591438524	11.7732203319559	11.3041397239604	10.9682173232861	11.6929510405771	11.5847997157751	11.3417993267706	11.3995790397242	11.6256351592471	11.6357626397473	10.7651533865068	11.5608647387019	11.3724293214178	10.6554282569066	11.1785335749219	11.2096519395254	11.2856443695766	11.6644926352372	11.7821127773185
SENP6_9804	7.19044752023923	7.35284742431196	7.18966368792803	7.00640391424402	7.2377815809414	7.46445554524391	6.75822300159782	7.35716155237399	6.9440742902116	7.15493724449647	7.53795187181422	7.27221281211602	7.13812582456436	7.30511367723593	7.20472887822346	7.45624452268337	7.02689983142923	7.29466442370762	7.35047438138457	7.2708932497748	6.78208082278173	7.31600751947317	7.1014030684915	6.99889006198574	7.1823711140554	7.168784315037	7.21416456750893	6.87967699602276	7.61756575874886	7.01418699360027	6.56576141036327	7.04821355696463	7.03833528079879	7.14117601140628	7.24121516443567	7.35928277350117
LOC689064_32448	10.5016508533279	10.5807916267909	10.8255132201851	10.8197077669702	10.5488804335393	9.89117229235717	10.2547152506842	10.683605255164	10.6062543694377	10.8969308295036	11.1981197445665	10.2766436118186	9.61389827719409	10.8310494172949	10.1257564279819	10.1572178509436	11.0521467922096	10.2470219782229	11.0168290528659	10.4068298592704	10.0477590162679	10.093258215125	10.4006789158218	10.3419915626677	9.22460248752789	10.2484760785629	10.1027240178204	10.3830272350676	10.2022479915007	11.0981222444671	10.5595812092482	10.2170647259966	9.37826166293817	9.9483999812137	9.59648741979242	9.44836777790031
ID2_8861	7.88181140791827	8.50313197403019	8.77380573832882	8.41441110225392	8.7641895058863	8.15149866920592	7.55104195015861	8.11050300656534	8.53787668814224	8.57178613076103	8.63708931790126	8.47518060012756	8.31714329991257	7.62751826308716	8.72275545757899	8.22319649772201	7.3785633274244	7.83773476306633	8.39597684955942	8.08777797855432	8.28406276197579	8.14073453846539	7.36990935474459	7.41847887164163	8.49195222111709	8.50820873042513	7.9126676672735	7.38555870360866	7.65382450621679	8.48735394908696	7.72235796167343	8.15631114208106	7.91573511287558	8.59880956880281	8.11642581798899	7.13145071401701
ABCF1_7945	6.21095139823266	6.5661524377378	6.26667191997041	6.09267056452322	6.39837737214734	6.62984463411433	5.9872028830147	6.24107175874741	6.10103907397965	6.41971050319179	6.64391322536079	6.48795987235806	6.27496841829917	6.36586385068066	6.31184811183508	6.29927677678898	6.06725998174629	6.56908893868156	6.68290766661297	6.42403883927991	5.97250876502398	6.65739938484863	6.41863256446727	6.18460659867671	6.38429890604727	6.31699432447894	6.3474166765784	5.70068222316953	6.59129392103742	6.19848969871475	5.85316070283541	6.38491441026104	6.27525241429949	6.2940201899762	6.38593849694536	6.39134605389972
PLIN2_9502	6.32656448885188	6.70835447226943	7.10043806256808	6.98778985215836	7.01495795746914	7.04445084962346	6.83283330331311	7.08894278767216	6.65716900495672	6.85334487398872	7.2870691778984	7.3418620449296	6.90434764459702	8.10822397179201	6.91193935001211	6.25665705679695	6.0788307305386	7.26407959849635	7.15834360637928	6.99611461587387	6.78894849333101	7.42216340759753	7.17748083167033	6.65001813881105	6.56664950733205	6.82274675126679	7.10356980329458	6.33126327793563	6.7428205183718	6.53210799255932	6.25301843628806	6.54263593026314	5.62416040226795	6.10344576557332	6.60425731296845	6.08327959446097
ASB12_32919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.260098898286924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
