ID	S4P1_F01	S4P1_G01	S4P1_D01	S4P1_E01	S4P1_H01	S4P1_D02	S4P1_E02	S4P1_F02	S4P1_G02	S4P1_H02	S4P1_B03	S4P1_C03	S4P1_D03	S4P1_E03	S4P1_F03	S4P1_H03	S4P1_A04	S4P1_B04	S4P1_G03	S4P1_E04	S4P1_F04	S4P1_D04	S4P1_C04	S4P1_A05	S4P1_B05	S4P1_G04	S4P1_H04	S4P1_D05	S4P1_F05	S4P1_C05	S4P1_E05	S4P1_H05	S4P1_G05
PARP9_9429	5.06171632051495	4.494792434197	3.63327814137022	5.26493578505924	4.99167527520873	4.20159457028038	4.00916789036645	4.69983906055973	5.4178415929747	5.52433193467203	4.16484164002413	5.11464022734046	4.707103483046	4.9474532583207	4.4775999709295	5.25694941141556	4.83494872661128	5.10664345184526	4.29362877967217	5.26432560914645	5.14286502380719	4.36210851624591	4.74513204234569	4.85649008884976	5.29361599895368	4.56624818192707	5.21618405403943	4.85545827439013	4.07296844833942	4.35751812591474	4.41600368302747	4.63080196350758	4.52715260304712
ASNS_8091	3.52848481785035	4.36367368890704	4.20893191350831	4.51583276554121	4.29992433857664	3.13746669627074	4.33121783107346	4.12279357655038	3.70719540005682	5.21184294970399	4.24434591545329	4.42790124020786	4.29917909121335	3.45309813478768	4.07721782967036	4.01234983087643	4.36960099863958	3.7297540531985	3.914984126223	4.35021811843743	4.34081416928482	4.69075140378834	4.5281612737845	4.11083509405323	4.32258707331938	4.7730501902747	4.79865385439771	5.3309617201917	5.17042059683974	5.14207244981782	5.31831220337634	6.49292377978625	6.5526368899181
CES1D_32914	6.90755344733967	7.15002781964437	7.62373047700106	7.52783060754753	7.58071257869167	7.13951009805803	7.36902799021732	6.98752387493696	6.43736343068976	6.73435999931114	7.33592449935836	7.54220036937694	7.03221877177749	7.25852464830451	6.84569434205398	6.6039946506712	7.48089118678984	6.2211250959982	7.39663558522833	7.71352739631619	6.96547566463834	7.33654268973919	6.74454372618171	7.53571436762924	7.33679994714492	7.60379603118557	7.80863904443039	6.63011075410291	6.85218793899912	7.80086444354151	7.48173882371113	6.88602847633588	6.96494475752878
HDAC2_8785	7.93413384341827	7.97845574420988	7.94864331187794	7.63935636429609	8.12071973560396	7.99204722319078	7.5364190197134	7.88928021807688	8.11782432388494	7.92485403035158	8.06931374864748	8.52784201470798	7.95548259826949	7.91447637655989	8.11864038044706	8.04984258948672	7.98634008991464	8.08343912436103	8.08277929475142	8.33354254962809	7.97289516331895	8.30382867036697	7.90845467937902	8.26024751174192	8.21218715555708	8.40519680860037	8.08693316729361	8.3788551553611	8.08138208323554	8.25055900804139	8.29734189783357	8.24305753754234	7.87247895009821
WDR7_10170	0.475442652561052	0.575001754504865	0.464970831048754	0.800410722421411	0.42894193064898	0	0.264668516778324	0	0	0.27315422928413	0	0.418422707858569	0	0.774708182868076	0	0.381561404421491	0	0.455988919151055	0	0.472925524177364	0.251844010963369	0.219599740328617	0	0	0	0	0	0	0	0	0	0	0
MTF2_9259	4.27397853716266	4.61498099752827	4.14834321209321	4.31547350598678	4.39795770083918	4.30738907463736	4.53291525989017	4.40798720773523	4.66853285812864	4.48993100931059	4.64674430603362	4.31049091308308	4.23020818599188	4.52582851560576	4.23152996031452	4.51084009154694	4.2553627374359	4.4717205288024	4.1781146106506	4.43027300419519	4.16790386317679	4.64408304344381	4.46519216942997	4.49509976613809	4.5536017128944	4.46765855044332	4.23937954922235	4.6774690679114	4.53369319408485	4.12924943607985	4.83436435265215	4.51242567183627	4.17978505115757
EIF2S1_8541	8.20613494799398	8.41707939122691	8.17622003278988	8.136086866508	8.02616050016658	8.2094119569804	8.20055603722048	8.06751611256674	8.27011110596968	8.44579967257453	8.2631063708889	8.41575524903904	8.33798899607915	8.28537554987786	8.46049310884485	8.27663070207711	8.38814357429913	8.27393489686891	8.6122740301967	8.5325540805664	8.32232525961004	8.3904929133121	8.28812906761333	8.42616813317977	8.45840352143738	8.53968690045588	8.47158927390299	9.0420698335138	8.57687214778919	8.68777753284003	8.71671536285796	8.87793973427475	8.88630831470644
CIDEC_32477	6.9028550571868	6.85280975415252	7.11545758224402	6.98949632576617	7.13835716538505	7.23261948403213	6.9731730618244	6.6575929800312	7.16558451607226	6.55728477939218	6.6523104801718	6.45628254807062	6.61635296393246	6.7546472467617	6.83770484168567	6.91029984872094	6.83183751200117	7.62674090466576	7.47622661984488	7.0708706580704	6.82206881595495	6.66936173517205	7.03642332102043	7.09027101063311	6.64283547639721	6.78161710227887	7.22177693242903	6.49005738177285	6.65833624146183	6.92329216276707	6.6630844156395	6.75470896247221	6.98160633324901
PCK2_9440	2.5069413108428	2.88084821290174	2.14489639958497	2.5411132661714	2.5478057290584	2.58492787662186	3.04421214858724	2.52602956192355	2.41402619454743	1.52407532079144	2.82725154448616	2.81892843249031	2.02270864927264	2.06997632160858	2.44528110021099	2.6891914993492	2.56510526784827	3.0112688229596	2.32886818301536	2.0368087382884	2.78922239423862	2.75582059465535	2.98147829713705	2.35803840033765	2.16181951764455	2.50960085946465	2.8402293283316	2.51968951429498	2.67826217802522	2.76815393678832	2.76237201958631	3.04865147781487	3.0453897858709
PXDN_9628	3.37410382670331	3.77943425635969	3.49413588214066	4.0508093875456	3.59453280774093	3.67803360215395	4.02709732000862	3.6350141570519	3.12621655582788	4.24233147390657	4.24434591545329	3.98226226272384	4.1823248493036	3.82279267318186	3.74267136861157	3.77773989795503	3.90371976389909	3.98813114119952	3.70844455514332	3.82673317535624	3.9178020889352	4.05476136130007	3.65855122575589	3.94893238041565	4.06511973771377	3.70014839561233	3.73581216691745	3.99705779335424	4.28076070964826	3.8947845416006	3.90342941488877	3.80239461809009	4.10875512340907
