ID	S5P2_C04	S5P2_B04	S5P2_H03	S5P2_A04	S5P2_E04	S5P2_F04	S5P2_D04	S5P2_G04	S5P2_B05	S5P2_H04	S5P2_A05	S5P2_C05	S5P2_G05	S5P2_E05	S5P2_F05	S5P2_D05	S5P2_B06	S5P2_C06	S5P2_H05	S5P2_A06	S5P2_D06	S5P2_G06	S5P2_E06	S5P2_F06	S5P2_H06	S5P2_C07	S5P2_A07	S5P2_B07	S5P2_E07	S5P2_F07	S5P2_D07	S5P2_G07	S5P2_B08	S5P2_C08	S5P2_A08	S5P2_H07
ADK_32788	9.67557454362045	9.04687895834125	9.41921774588612	9.43028217281963	9.30765828669657	9.2369932989095	9.55585982793098	9.19173661571626	9.260562198283	9.31076784000384	9.47087473858381	9.49579732191538	9.21027315655122	9.25746894156215	9.02692427804644	9.38916306468426	9.23241162792827	8.57950290886624	8.98960070167333	9.67528446164257	9.16732207836764	9.15315840104274	9.20954845578194	9.27728406367063	9.10183798583558	9.15588372371479	9.15709604612378	9.59001527957016	9.16256491591423	9.53491441886407	8.83195455707137	9.17879683243244	9.33315484097738	9.32444114273152	9.28258284162234	8.96721164545586
ITIH4_32725	11.9041180950552	11.5281223944003	11.8543198014576	11.96726821048	11.8713187567243	11.8136407557933	11.8733888066424	11.477069605028	11.6993293028811	11.8022898453536	11.9877158455189	12.0740627216972	11.9670477923314	11.8937548786931	11.5891156278311	12.3200806412216	12.0686069180211	11.5014219258941	11.5616588211961	12.1818388621199	11.9440579575021	11.8666884153678	11.8636932613024	11.6306934623665	11.7905368655781	12.5661769950304	12.0113957043866	12.1383808359195	11.9012819522327	11.831871853995	11.8085806167879	11.8606364558923	12.0078433472722	12.0543786172084	12.4091227007053	11.8572218166611
PSMA5_33243	8.28915430724928	8.43494702519466	8.69274523622911	8.50464987530312	8.67575994761096	8.35029281037944	8.75743842669712	8.55713441133844	8.60889707458457	8.58384388284486	8.5926129126401	8.29826029866524	8.83126218728975	8.54050343970172	8.61379704401573	8.64909851146635	8.47537700189661	8.65559225291836	8.87422207591274	8.80033320633817	8.75773554324886	8.47210869868396	8.63462618781223	8.65765189835974	9.00019400209233	8.6062582537551	8.66299928269341	8.76745604704927	8.65461596715692	8.65139030877111	8.49074899657571	8.66062872383197	8.62393957315712	8.67753911786164	8.48932625370761	8.97149045031203
SERPING1_32597	9.76652925465713	10.0795202256663	9.95418052369103	10.1088952872146	9.49257951227471	10.2813009561693	9.58269384457537	10.0313131086337	9.6591440161474	9.92755107028172	9.70141158394084	9.87477382651162	9.65453722958125	9.87314706747611	10.0564117609196	9.50489290970503	9.90067003817634	10.020435065076	10.4943516799935	9.33067854225743	9.90578065107741	10.3949652303413	9.59888184359848	10.1834042616063	9.89345132632503	10.0454373163682	9.86705356699557	9.49703066588386	10.0993951583278	10.3027122177493	10.3157522241444	10.2514419394532	9.95250586056536	10.036452175665	10.1179438501491	9.68750165916835
MALT1_9176	3.27387511089398	3.01798224926601	2.458823314504	2.60191133940089	2.17722691805752	2.02627500498544	2.41078753141157	3.43722663936421	2.90206962716574	3.2114627203427	2.49117312006856	2.00447052766846	2.59689745058012	2.26239279535236	2.6707210109917	2.25996710105076	2.25396834137048	3.0842963378999	3.28494969132694	2.28476673833134	2.82424767550401	3.30300977340734	2.72064298698661	3.56471493602434	2.68636666246424	2.39091149155197	2.75078766160197	2.94453815406528	2.62147153357228	2.81782636217039	2.20139656192422	3.35678079912819	2.18840402384401	2.61013532905714	2.29348698873488	3.31027501282728
PDK2_32491	6.73668196259506	6.28611739451417	6.4255298847903	6.8736727427864	6.81600859583064	6.6784391268294	6.69819707144817	6.51627139986636	6.75271062554576	6.72530850034349	6.96438667174804	6.99459550267226	6.62887467412625	6.60307140463591	6.44983074972022	6.9923929033702	6.82730285063544	6.42915486539656	6.5857152919215	7.22716550159332	6.47441966710827	6.57221565763112	6.68325162349117	6.49777656400456	6.97783814100415	6.98330547466272	6.68484245263492	6.96132131369368	6.61141480649196	6.84679956765986	6.32523089016074	6.36911652331889	6.97189231875253	7.30957361560576	6.85137775295758	6.66313058597595
WDR7_10170	0	0	0	0	0	0	0.477691006593886	0	0.548435181850709	0	0	0	0	0	0.619879980955234	0	0	0	0.662779255435013	0	0	0	0	0.745923648144325	0.748128720599578	0.683842243531063	0.710843295482793	0	0	0.898732706382503	0	0	0	0	0	0
TFF1_33246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.619879980955234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A46_9858	6.46780900250852	6.45325636373949	7.0326851610281	6.63166034457419	7.09039627359754	6.84197484103475	6.81847050123133	7.00457134950189	6.87712620506327	7.05751823365379	7.00129118981286	6.78726329431955	7.15886774484852	6.81255036850895	7.21534386179201	7.03933306724689	6.70603064307827	7.01495968181491	7.10889478493617	7.18390424701552	7.1665246902109	6.97565799030679	7.06093870884968	7.34107249531712	7.34649472298858	6.83793195268408	6.97504627356996	6.55715172456899	6.61983950938815	6.9207151847308	6.76788388429559	7.07730253038165	6.53600086005384	6.74067662898153	6.50390689461087	7.46891852604354
CLTC_8337	7.51975236902129	7.04828270432182	7.12338312540039	6.98923193243059	6.72765422864646	7.24414824505422	6.72520979745322	7.47221305712053	7.18288636163034	6.45191865578418	6.96971689619408	7.30970074932229	7.00855188829583	7.33031052623175	7.36846004820129	6.76552035381268	7.03114518650332	7.2836133723654	7.45414063833222	6.48417611830589	7.3241759779765	6.95200228304336	6.94787031915522	7.51669131198975	6.71398119499549	7.12165794271425	6.78820044185448	6.88161102872548	6.38301973888169	7.85675010944521	7.13720245491446	7.1651051483597	7.3571723539574	6.77471067485266	7.03430225476009	6.80414532630261
FXYD1_33322	2.78931307302076	2.88563388913106	3.08680681613993	3.221996251706	3.18626557381219	2.74587420246414	2.7840218972346	2.8369329694814	2.90206962716574	2.99244668687671	2.98796186662885	2.32669616575955	3.65702672512532	3.03099749177964	3.17811066834855	3.10091226807782	3.18244173904942	3.17900996337529	2.99955878738318	3.03429346917527	2.82424767550401	3.39944602727968	3.14214078724617	3.38938323755089	2.13686866082343	2.2136502396026	3.0007871842129	3.5802467296816	3.70326390062041	2.81782636217039	2.67781606521977	2.84056692765671	3.54523069842495	3.56674457077761	2.63301136134524	3.31027501282728
HSPA4_8843	6.31904114017968	6.49360333533142	6.3655877112074	6.45827997670519	6.65890372727971	6.3304216833285	6.72520979745322	6.66346202652914	6.67648152379094	6.43025610004825	7.00648703697851	6.25380691349203	6.79554039595433	6.59049167981042	6.61693498897852	6.85745153178696	6.46347484379338	6.30864081624562	6.49535636114781	6.75194693066914	6.73624468051461	6.50877431208481	6.79643949847904	6.51923334283552	6.9933119205776	6.79917854934983	6.7113843995341	6.78931705905719	6.68552256690532	6.74583676902243	6.42931625960105	6.70363366797936	6.5137031028125	7.04951582538905	6.7848583907021	6.79451739785089
LSP1_32853	4.16596142860958	4.17319245744744	4.20875004790286	4.20053230974655	4.29799972091158	4.46437725587005	3.88146514469046	3.85986905768871	4.31921616856269	4.53476771753259	4.21450780180164	4.29105492749881	3.87130877048688	3.81573297384335	4.05012487988846	3.93706593504965	3.48962890891394	4.19098509683892	4.76769857861959	4.13733481413222	4.09047570464727	4.27960017545299	3.60683667368833	3.64498790409315	4.85120565459343	5.05049530830867	4.54142934207929	3.84765436968988	4.88908796903898	4.25949680202241	4.45914218023678	4.76515349566579	4.05790450518361	3.97072735852124	4.35839481164652	4.34523289972204
LOC102553917_33088	8.05475432497797	8.25216631708583	8.63950328248585	8.17650782676612	7.85858955997383	8.89638393575285	8.44449391117955	8.25059566825663	7.16904356657077	8.27910450270934	7.84136974331003	8.27740141758302	7.73534183914941	8.79879673908341	8.76028200053151	8.33786522099571	7.84816732895569	8.66993250925167	8.23231804352886	7.90362339992077	7.72946275183339	8.33251519455632	7.25826729623515	8.29056700902845	7.50602597723914	7.94601138987267	8.45360627487312	7.18909960745709	8.88176061713326	8.40510382876037	8.68619804060762	8.28647574208132	7.55574956260152	8.2056014442084	8.29090203171375	7.44450121596845
LOC100909655_33228	0	0	0.999628289063894	0	0.435397488144401	0.52514066769725	0	0	0.548435181850709	0	0	0	1.00717281142934	0	0	0.506997428465067	0	0	0.662779255435013	0	0	0	0	0	0	0	0	0	0	0.898732706382503	0.677958204094693	0	1.27691581509526	0	0	0
NHEJ1_9313	3.21384614196161	2.73990663737991	2.99934944299829	2.418591813886	2.94361828877559	3.29005243961472	2.60944096719716	2.75174831526577	3.1477096746484	3.40157031164272	3.14698002485711	2.58992889964258	3.40527078898692	2.78822447452137	2.99597564340133	3.41752293310408	3.09421269474777	2.87388899205136	3.4480024453496	3.99441207306366	3.65671855407119	3.19966256845136	3.46793122232285	3.38938323755089	3.39431928185882	3.24637350972337	4.08057360973068	2.82565441523708	2.74983798452574	2.98466591964956	3.13723476144672	3.24399581049998	2.74261328017759	3.56674457077761	3.24110661154358	3.84592439899566
SHC1_9825	7.42033551060255	7.09773180138558	7.24243537476847	7.62171648595203	7.5550681156791	7.22310368212644	7.31454083736303	7.22601594044584	7.40779431457413	7.44004655630636	7.58770451821552	7.32784856640442	7.45717179522409	7.4707789670098	7.30621637507337	7.59258273785237	7.37797740098666	7.30477247373787	7.25924230065637	7.79998843440199	7.62422606850648	7.38193754471496	7.45958836791593	7.3044658290071	7.8067945510985	7.70735518051833	7.84695586895647	7.55881971521977	7.51196911298727	7.42031581389939	7.2832501469775	7.36036333557072	7.44816486533283	7.92408950040321	7.67648593494603	7.67710728393809
CYP7A1_8430	0.838670042345574	0.438310887425759	0.584714704071998	0.786106887314091	0.435397488144401	0	0.477691006593886	0.495353707602863	1.51095895764593	0.902867083765724	0	1.00298189046799	1.33053119908401	0	1.65397228737223	0.506997428465067	0	0	0.662779255435013	0	1.41080178189225	1.60732294386553	0	1.23517267911445	0	1.14588913302114	0	0	0	1.84530237650378	0	0	0	1.82895841200124	0	0
F5_33079	8.61343059011092	8.78535766451533	8.90915111227402	8.72070606864867	9.11579652135947	8.81433439783913	8.75874634398784	8.73827123592405	8.52805879813564	9.27678050604626	8.96640087143327	8.64618766593793	9.197921031234	8.69685408331437	9.03580367639614	8.77369910126467	8.88502493261868	9.05576196749118	8.7663018470857	9.19834832515739	9.32613421568233	8.89649490754837	9.33975131237996	9.0288085352203	9.51219641254668	9.06896228505204	9.19206946912265	9.04697962361881	8.97664807925605	8.86169976157799	9.07758120297492	9.2278152230892	9.29607403100162	8.72182646036941	9.15671463334352	9.64527388831224
RHOV_32970	0.838670042345574	0	0.584714704071998	0	0	0	0.477691006593886	0	0	0	0	0	0.589748335247325	0	0	0	0	0	0	0	0	0.750423404666448	0	0	0	0	0.710843295482793	0	0.653189913378643	0	0	0	0	0	0	0
PMM2_9511	4.45237267648487	4.25594358926384	4.35684476499572	4.43601675468718	3.94893884637211	4.28103818944597	4.52235331056266	4.58143043474785	4.69904745715154	4.05797060835645	4.41537587226525	4.46511898072118	4.22299360026272	4.09046673328221	4.26674227060436	4.90954157287813	4.14530311294624	3.70987296175818	4.671940865952	4.34796788390867	4.86791775687495	4.51305909224703	4.19646245190567	4.5024275834531	4.11359283601357	4.39311458224435	4.69118027153571	4.97484021054912	3.76533476843802	4.79687040602219	3.56043743114926	4.44626781307087	4.23189692064914	4.76374346544826	4.26387428730059	4.23565849614384
PDE1B_32328	0.479437912011934	0.438310887425759	0	0.4459463983004	0	0.52514066769725	0	0.863409348347233	0.548435181850709	0	0	1.3255056245733	0	0.50790633317727	0	0	0	0	0.662779255435013	0.635303737823012	0	0	0	0	0	1.14588913302114	0	0	0	0	0	0.824056493647572	1.64837610590874	1.18675559502562	0	0
UCP1_32389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102549726_32764	6.31904114017968	6.52174704222076	6.41711769554563	6.32122854442964	6.61809483874876	6.42928678852783	6.04782609042509	6.70370861745455	6.39660027282058	6.48731540254308	6.24568695391688	6.50573782156332	6.44040930810984	6.78521229357806	6.60106910098472	6.33997479825695	6.28566670652423	6.7477306782897	6.67898076590108	6.0016261607354	6.63553723914554	6.93601353696054	6.40726741257281	6.36186858398836	6.30661726186132	6.79917854934983	6.77986453550554	5.83344845237156	6.40268248256774	6.16757983752603	6.25897322333815	6.49767167746365	6.56881434335965	6.65190393432711	5.83122719531364	6.54177357251511
GLRX_8715	5.85212004188213	6.11193380835652	6.34799376180126	6.13302129707503	6.05581830102719	6.01492908156123	6.03924103137978	6.19182462056098	5.92272856257257	6.16765732939541	6.22800268051541	6.03928986044642	6.13304631204889	6.1929723161261	5.99547180859213	5.68736143926471	6.27567271365267	6.25529548667397	6.21867103613234	6.36334484257827	6.46542014511084	6.63298433722506	6.11308194829817	6.18521335747465	5.89352491937608	6.14440164254392	5.88130272191664	6.12535589047186	5.85028730456467	6.16757983752603	5.84268089232804	6.1041932861189	6.33448638761346	6.15384851662096	5.86381804362782	6.45886812299041
PLIN2_9502	6.80947236903798	6.48219030618819	7.17917070136707	7.30558774514486	7.1162690295229	6.92251001695906	7.31809385791547	7.08947576200229	7.19659759511101	6.71936657107834	7.26678434956847	7.09337675521639	7.59543636015723	7.43252461083664	6.93433836133496	7.67812348980163	7.26633191554868	7.43522333598955	7.37018620018143	6.9777130045024	7.2837911935706	6.95993069476569	7.37949353985247	7.35307117586302	7.54329716523397	7.77282276673789	6.45284970056794	7.41179970582039	7.50743584344206	7.48439650487971	7.03532299848985	7.19575335049868	7.58277670185533	7.97986112210889	6.72402658791112	7.76846515954691
PARP9_9429	4.22797333087048	4.86028439452699	4.12858199632461	4.6172680614137	3.57540723494156	4.46437725587005	4.42025915344469	4.50540286461644	3.59693095693935	4.50744283964108	4.44629411216522	4.91265003419669	3.65702672512532	3.81573297384335	5.249277166736	3.57873675352809	3.48962890891394	4.36223455355469	5.91836731947714	2.70766775505998	4.04287101457634	5.56667759026578	3.04774163489294	4.16399701206205	5.33690977479452	3.57475812451564	4.65517443780345	4.85852980692054	4.77302118181026	5.49460131422127	5.00869497840804	4.80545703796548	3.86001298821195	5.64793301324513	4.95039228255505	4.49541278575013
CLPX_8334	6.7941806262891	6.72907706124679	6.76081456922337	6.93474631565269	6.45387485907496	6.71507670205686	6.75697128485387	6.90944790799089	7.1597406909526	6.61441922692196	6.82429804975566	7.25384602920293	6.72842003528703	6.9567495388122	6.62480297780093	6.42727229390315	6.88760345749234	6.5581039413642	6.84185048453849	6.81000872826916	6.75851942135034	7.22630093769729	6.49931405787926	7.03334746740103	6.73254042448062	6.09406222851957	6.46329872393201	6.89643523088108	6.70148648779619	7.09502898859875	6.84518946530758	6.67128442265308	7.2398182050965	6.88787882494563	6.65121095070517	6.34475698080719
MICALL1_9229	2.70460754896539	3.07986545273428	3.52288310731259	3.43023179397509	3.44147472499748	4.10816761521015	3.6752961167954	3.49078293371562	3.07038530853295	3.62142077540922	3.93821833568062	2.91205529531867	4.1427792447268	3.47607601235072	3.67902301711795	4.28746774766885	3.79965484981389	3.77196692063777	2.772159054169	3.30045114478429	3.52431985053889	3.73130888658663	2.83811107226898	4.10845275417867	3.56971047022648	3.1511054949187	3.71132428688293	3.9074211170382	3.07798478233899	3.6132437507235	3.40571774567704	2.98793777750773	3.14202477962434	3.2167055869281	2.63301136134524	3.98785932422902
TLR1_10028	2.61461674661677	2.95332519074186	2.90624623577162	2.51316136207472	2.48018333540352	3.08138327794354	1.90596405797808	1.95146256389195	2.36806619779767	2.41923970210218	2.49117312006856	2.00447052766846	2.01074588811245	2.12957340070496	3.08991548507481	1.42457711154442	2.40830218658409	2.62746816260375	2.772159054169	0.635303737823012	2.28411354258075	3.80358281846201	1.42088635202014	2.13265516394654	3.39431928185882	2.39091149155197	2.2692017758233	1.78062173760479	2.74983798452574	2.62913861212448	3.23238979491633	3.12164018965369	2.58043826590767	3.56674457077761	2.77686069141865	2.44884180573383
PPP1R15A_9544	3.80824212258617	3.35479635073994	3.75419907302063	3.47791143284531	3.48751431736291	3.22379381356679	3.7613302240185	3.54242204821828	3.07038530853295	4.09515606832237	3.42047348228324	3.70593994172006	3.33481358903386	3.47607601235072	4.00260579570795	3.6287055728227	3.68351164214359	3.83149825654938	3.36877836213704	3.77874358250118	3.52431985053889	3.48983796649838	3.46793122232285	3.29302006221246	4.16914901991781	3.71460232805225	4.08057360973068	3.72013729711431	3.49921429397942	2.98466591964956	3.13723476144672	3.12164018965369	3.25387183453531	3.84821980822382	3.99631499998855	3.7693520342007
PSMD2_9598	4.13392640553577	3.30384261704015	3.90619665770779	3.77370731263565	3.48751431736291	4.1798200679239	3.80249679260881	4.05026836266047	3.59693095693935	3.06920618564741	3.75278534959397	3.76040466932253	4.50553023258566	4.0171614494402	3.90259754900841	3.6287055728227	3.6217345321684	3.70987296175818	4.1627542439154	4.04364306683303	3.83499340194516	4.32941220666493	3.90488512761072	3.72102884543181	3.19461567932682	3.3357383287368	3.48390206119002	4.12443228282934	3.76533476843802	5.22133405367923	3.23238979491633	3.35678079912819	3.99490923694858	3.56674457077761	3.99631499998855	3.7693520342007
RPLP0_9739	3.92516518530038	3.13920304531787	3.80666452550365	4.38690805847428	4.01330006786916	4.46437725587005	3.71895439835784	3.59227651267605	3.8492444568156	3.89883231941826	4.3837804886654	4.64957598673115	3.8206476006864	3.85833145098956	2.78747857380459	4.37790160727311	3.26558462717309	3.43072984733999	4.1627542439154	4.86871152152867	4.26658699923289	3.48983796649838	3.60683667368833	4.26905451169162	3.29792019648221	4.21614110353229	4.4179428353602	4.26813983531933	3.82484487983755	4.12301411466333	3.40571774567704	4.3405210614589	4.61370046575566	4.13694855182624	4.16272421333285	4.1775836722074
FGB_32596	11.0384187280771	10.4199025944494	10.3829613314742	10.769933161848	10.8005390198689	11.0513217630927	10.969228141536	10.4600600835734	10.236891608619	10.6396150218421	10.6900881074722	10.944063926378	10.8562597786305	10.5347246411579	10.3037424816539	11.1303242691934	10.6559360754265	10.1698988387742	10.6944342653227	11.0829769462941	10.6623029447113	10.3839576471283	10.4315216241759	10.2506911451736	10.4875011227884	10.736597653102	11.0816561638759	10.9397320818602	10.6575655553846	10.9497871187213	10.3299416715481	10.5649025784527	10.5848924532786	10.8968385135686	11.267584366756	10.6200496927477
SLC25A27_32933	0.838670042345574	0	0.584714704071998	0	0.435397488144401	0	1.12269896171418	0.863409348347233	0.944856253431593	0	0.944461096003751	0	0.589748335247325	0	1.05206433545177	0	0	0.655800189385507	0.662779255435013	0	0	0.750423404666448	0	1.23517267911445	0.748128720599578	0	0	0.686106509340964	0.653189913378643	1.84530237650378	1.76532071347527	0.824056493647572	1.27691581509526	0.712112548902157	0	0.801817572827406
KHK_8958	9.15039295543019	8.71397065384439	8.80661306445368	8.82116951229706	8.56068023023988	8.99154590451949	8.55852651453874	8.98915861796837	9.0873919852748	8.59524479079331	8.97570292606093	9.23596816542151	8.66353084890587	9.01661813342172	8.86197534099351	8.64455160178701	8.82118267427395	8.68211171720756	8.71917096538325	8.66529961470738	8.76692110501078	9.17886134718486	8.49403183535624	9.02130890475535	7.96427327336681	8.59725051547192	8.50255339420023	8.61671622066763	9.03450850519696	9.08479789187088	8.74587586456968	8.55229694766732	9.19460127561413	9.20315587240006	8.53557558500796	8.54741360440324
ITGAX_32980	0	0.438310887425759	0	0.4459463983004	0	0.909310580945548	0.477691006593886	0	0.548435181850709	0	0	0	0	0	0	0	0	0.655800189385507	0.662779255435013	0.635303737823012	0	0.750423404666448	0.640775025120522	0	0	0.683842243531063	1.18492841851128	0	0	0	0	0	0	0	0	0
GPX7_33289	5.48401695663681	5.63335334020638	5.24720356693968	5.82730949702971	5.80622619347542	5.53058925627354	5.46520566057977	5.25850518226703	5.24792307099412	5.64796098690634	5.77133768813985	4.64957598673115	4.99113794554765	5.08384463934939	5.65480082579042	5.55147776899589	5.54774998947008	5.44580041975014	5.42577222953432	5.89835497581783	5.77178296512654	5.31796712696959	5.88638721280861	5.65605227240595	6.34330681061265	5.42096909448346	5.92731559888955	5.70461149423739	5.9064597368292	5.22133405367923	5.00869497840804	5.15651628536848	5.47273857902619	5.17396951448211	5.63749283119456	5.55717582139871
CRY1_8386	1.91050341084022	1.6462095037933	1.32148203027008	1.66595870159147	1.04043664195226	0.52514066769725	1.12269896171418	1.78993700791089	1.25549808163569	1.20455842792841	1.51042512254919	1.00298189046799	0.589748335247325	1.82044878995525	1.38418356656112	0.506997428465067	1.88471814746519	1.10499351301446	1.11520571793232	1.68394744065336	0	1.89884524789659	1.08292943663715	1.89071534089988	0	0.683842243531063	1.18492841851128	2.21835127635671	1.71833591649142	1.44829574975365	1.48523190565283	2.2785451372947	3.45449538535144	1.18675559502562	0	1.99029564651153
CAPN1_8194	0	1.04617728540871	0	0.4459463983004	0.435397488144401	0	1.12269896171418	0.495353707602863	0.548435181850709	0	0.944461096003751	0	1.00717281142934	0	1.05206433545177	0.881413267272786	0	0	0.662779255435013	0.635303737823012	0.635011033663424	0.750423404666448	0.640775025120522	0.745923648144325	0	0	0	0.686106509340964	0	0	0	0	0.775347234733848	1.18675559502562	0	0
B4GALT2_32592	1.126048482028	1.04617728540871	0.999628289063894	1.29209244137517	1.26851430511021	0.909310580945548	0.835945416547603	1.60801985526224	1.72791726941214	1.20455842792841	2.23200972221889	1.3255056245733	1.59451834626013	2.38400858536642	1.65397228737223	0.881413267272786	1.05458671288028	1.44703357414768	0.662779255435013	1.68394744065336	0.635011033663424	1.24157965561435	1.42088635202014	0.745923648144325	2.34416863375063	0.683842243531063	0.710843295482793	0.686106509340964	0.653189913378643	0	1.48523190565283	1.72732389774405	0.775347234733848	1.54329967095594	0.722815125497789	1.69148417530295
TUBA1C_32945	6.37492950835839	6.1699928851922	6.26605268155646	6.11050931418965	6.01710433015745	6.28240144563286	6.31293087433155	6.183716884015	6.40449845256994	6.37084681190154	6.08797335303462	6.23469704744418	6.44040930810984	6.08949028167431	6.3201571443227	6.05025950273356	6.04801700407902	6.25529548667397	6.98154260503579	6.05061571545574	6.29301999060246	6.50877431208481	5.91340770450097	6.47599584082533	6.61742538106064	6.2284782450026	6.05715430920358	6.40995265863573	6.43168307464161	6.54679792270607	6.06579049400719	6.0715140488055	6.35970780719189	6.48719635405331	6.31647735079297	6.8420270954592
AK2_33292	9.49505206959902	9.26236328091068	9.55480524229636	9.43103938938384	9.74085915837444	9.55255037352391	9.68323610258652	9.41507573782405	9.5242922813427	9.56632400795386	9.77632645800474	9.41745988807783	9.72767969040327	9.59869018238387	9.50198075421857	9.84586384975629	9.49719812719397	9.46934094046614	9.26452550818611	9.78520840463336	9.67836324607199	9.28049402305093	9.68764214504437	9.59148528758421	9.74710373158696	10.0161667679897	9.79442800842795	9.80364596182095	9.74524482954226	9.67727641721424	9.41586138597673	9.61274413225061	9.66447329466731	9.85149752078114	9.65148793483483	9.72599821090236
LRRC14B_32520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FASLG_8610	0	0	0	0	0.435397488144401	0.52514066769725	0	0	0.548435181850709	0.520939199670416	0	0	0	0	0.619879980955234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ECSCR_32931	1.75069319219626	1.47253180452936	1.32148203027008	1.49110250072618	1.04043664195226	1.86173440919912	1.36179800602131	0	1.51095895764593	0.520939199670416	0.944461096003751	1.3255056245733	1.33053119908401	1.42650111800181	1.88116993213587	0.881413267272786	1.38718861037262	1.44703357414768	0.662779255435013	0.635303737823012	1.41080178189225	1.24157965561435	1.42088635202014	2.52088315440291	1.23831342897601	1.14588913302114	1.82661652658771	1.78062173760479	0.653189913378643	0.898732706382503	0.677958204094693	0	0.775347234733848	2.27178634955681	0.722815125497789	0.801817572827406
ITIH3_32422	11.8679062197194	11.6845961097926	12.2333255878913	12.035824584443	11.9714074573347	11.9320081451995	11.9063651137137	11.958139419535	11.9093963550171	12.0332822359497	11.956678824392	11.9036124834511	11.9542529656039	12.0635133068625	12.0971745637714	12.0877810766925	12.1045137853629	11.6721823462468	12.2075015323514	12.1173712020288	12.0346875135957	11.8159914155577	12.1692161172003	11.9671201362301	12.2996912461915	11.8585468679095	11.8878775966894	12.2330283228077	11.7697647701016	12.0671498738634	11.8869936427406	11.8960613677668	11.8679049107681	11.8681690195618	12.1108307045676	12.3357078014079
CDKN2A_8273	0	0	0	0.4459463983004	0	0.52514066769725	0.477691006593886	0	0	0	0	0	0	0	0	0	0	0	0	0	0.635011033663424	0	0	0	0.748128720599578	0.683842243531063	0	0	0	0	0	0	0	0	0.722815125497789	0
HN1L_8817	5.41904123945049	5.07303006628621	4.78064323957714	4.52948695007679	5.33827237468484	4.92685104450186	5.15141894025816	5.02433328182646	4.79830538391081	4.95453810839909	5.28181934684394	4.67814980270584	5.35380850723995	4.807717892626	5.28943097845405	5.60238307853101	5.03452964903744	5.3058902937008	5.62643174569343	5.29187118471912	5.16333072303966	5.04734052317161	5.30679048277599	4.8459392032765	5.71837740116295	5.42096909448346	5.19607946643302	5.4268199467998	4.97039373423991	5.37948556545712	4.80706252990471	5.51354940823639	5.01393055346529	5.24852227912906	4.95039228255505	5.3882336820469
MGC112830_9226	2.30509608065296	2.06872324082663	1.99944239767537	1.96260801745576	2.38609364610385	0.909310580945548	2.30016240047212	2.66121651463244	2.36806619779767	1.45394222500976	2.08258154244315	1.58893698664126	2.33338753764348	2.6972858957024	2.40435237964137	2.49364339209891	2.40830218658409	1.95510734907351	1.9692508594094	2.70766775505998	2.11026225820689	2.83604092095463	1.42088635202014	2.82648310224422	1.60352001130112	2.93932731406995	2.44819369559717	2.55372522523106	2.62147153357228	2.62913861212448	2.53580196192098	2.84056692765671	2.39769667210453	2.27178634955681	2.77686069141865	1.99029564651153
CLTB_8336	0.479437912011934	0.438310887425759	0.584714704071998	0	0.769405070128764	0.52514066769725	0.477691006593886	0.495353707602863	0	0.520939199670416	0	0.586951112346528	0	0.882815317966341	0	0.506997428465067	0	0	0	0	0.635011033663424	0	0.640775025120522	0	1.89470189792942	0	0	0	0.653189913378643	0	0.677958204094693	0	0	0	0.722815125497789	0
SPRR1A_33122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRL_32948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFCAB14_32678	3.58947710789466	3.19619620959506	4.32122176220446	3.52406558829763	3.98147833609824	3.7327108265245	3.88146514469046	3.73226807926898	3.80218898148852	3.45975270392346	4.0631567281244	4.0499913807479	3.92025112714601	3.7718383216395	3.84986752157297	4.40682891338389	3.7427516844957	3.70987296175818	4.33937065444729	4.18199355712575	3.65671855407119	3.48983796649838	4.438902378797	3.92770684843041	4.59137043562523	3.90183071129771	3.96767522408142	3.96481007669886	3.76533476843802	4.55306033827264	3.23238979491633	4.39436309945484	4.17619884555011	4.18835599197122	4.26387428730059	4.54218875039308
GZMBL2_32731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.710843295482793	0	0	0	0	0	0	0	0	0
