ID	S3P1_G05	S3P1_H05	S3P1_F05	S3P1_A06	S3P1_E06	S3P1_C06	S3P1_B06	S3P1_G06	S3P1_H06	S3P1_F06	S3P1_B07	S3P1_E07	S3P1_C07	S3P1_H07	S3P1_G07	S3P1_F07	S3P1_E08	S3P1_C08	S3P1_D08	S3P1_F08	S3P1_G08	S3P1_A09	S3P1_H08	S3P1_E09	S3P1_D09	S3P1_B09	S3P1_C09	S3P1_H09	S3P1_F09	S3P1_G09	S3P1_A10
PPARA_32870	3.82803965446586	3.31102025906105	3.72606721552866	3.87519776866568	2.72621399583605	2.65330240179422	2.19798306669747	2.82572074165605	3.36263805205421	2.84362124346849	3.55411126738253	3.73259164224661	3.608962887514	2.65129496090089	3.388363306381	3.33564414082813	3.02519082410412	3.3536040153142	3.75399965207034	3.43529282830766	3.29751234391489	2.47980048255066	2.44157527575899	3.30460021536027	2.63203350149367	3.36652007326632	3.20635875762075	2.1765882120707	2.42710364334899	2.97406522890898	2.74913807979809
GPLD1_8743	8.66557267550104	8.33130019583037	8.33826894960047	8.38993290978359	8.68947664631812	8.714614383799	8.93021329609118	8.79527565281401	8.59531037502205	8.52368185656393	8.68217358920885	8.87429415044713	8.8931651033621	8.55668626890359	8.76917389595759	8.88309606495472	8.42345674389684	8.96840369959258	8.79105883042194	8.62573909037038	8.28377981597233	8.1967636415154	8.31641690698803	8.16044801555131	8.27636245445504	7.89406287201718	7.98522820173562	6.83312661862762	7.69350344113638	7.28339343835433	7.65957394434309
FEN1_8630	0.37856639814782	0.491255037867865	0.522952146390275	0.250861822687575	0.535429394182184	0	0.780456963651258	0.97197837051783	0.255153208481137	0.543638533707948	0.359287704704912	0.652386519767124	0	0	0.813689588762671	0.382041008749072	0.282607451723525	0.253535235660062	0	0.284711061744162	0	0.261894601649713	0	0	0	0.588281526847293	1.09968606514743	1.0400153360983	0	0	0.526311818848718
EPHB2_8566	1.48557940920293	0.491255037867865	0.522952146390275	0	0.925047643148037	0	0.309438095456017	0.401094716879497	0.826883943936987	0.297276021639686	0.646701643023919	1.28060907052699	0	0.323702712959707	0	0.382041008749072	0.282607451723525	1.10617985285396	0.260966101282418	0.522389798623532	0.686268637209777	0.261894601649713	0.47032482211891	0.55326274423751	0.470001047451296	0.811620840581843	0.297034201722536	0.435183898639301	0	1.20550834052708	0.28702456681235
SLC27A3_9861	1.48557940920293	1.39103556521779	1.76676849959967	0.464496228626372	1.69904844990684	1.07991170805648	1.13496000655341	1.95776077690516	1.34919530259357	1.61324805805077	1.93656216371125	1.83711465308918	1.51948314142176	1.32724541377816	1.53319065746555	1.33108659925271	1.20059728687063	1.44843736795105	1.4774326895558	1.06407669251866	0	0.483472325458167	0.973466833439146	1.26435728570551	1.10790972687576	0.811620840581843	0.297034201722536	1.36981501522243	1.50762803219982	1.56524509522541	0.731499435666892
MGC112715_33057	6.08557351702033	5.42581349412071	5.50979199170511	5.3601057669295	5.706767459937	5.74502462196166	5.69918830986715	5.75178700009628	5.09094163255893	5.4970584823224	5.86806582156423	5.72095778257167	5.77802233697248	5.38367812479785	5.10176936968726	5.74830153488845	5.18077598301355	5.55206405763616	5.84574210147104	4.83233053883663	5.59115627114859	4.43971890021336	4.64897357555763	5.26273550692373	5.00871761952186	4.41885923108267	4.57661952374754	4.90066493634182	4.79335559611445	4.77874734151136	4.68108849724686
SEC24D_32308	9.09958472058234	8.79569623321131	8.66455720176657	8.79959697708689	8.6054179078451	8.7411458689759	8.60990800197317	8.97876901421613	8.66090933409619	8.75369517695082	8.87958618604927	8.78361417218791	8.6214862383775	8.40435927259682	8.82085189863968	8.47830471647716	8.76514030608063	8.27314403270648	8.29410241286106	7.92319807337959	8.54133272247098	8.09855731780921	7.94777617600201	8.13188543847939	8.06129740128124	8.05565645471337	7.79339625549572	7.85008847936604	7.94758643157036	8.43665312984119	7.81572649970321
TXNRD2_33001	2.29297065793754	2.60189606272921	1.85652964549709	2.01388511972643	2.67637611802319	2.65330240179422	2.34108175661554	1.83352820869936	2.10059493427497	2.64683254698433	3.28785112436837	2.86580538230812	2.88767001767672	2.59234238472262	3.10047462280501	2.75712987556102	2.01059323431302	2.83753813185039	2.66757048791897	2.7381891278029	2.12106178811441	2.42737845107251	2.44157527575899	2.0948454355837	2.87859250481984	1.32789685517453	2.6975039695596	1.15852517072818	1.25251630553833	1.97779886262551	2.79561625980357
EIF4B_8549	6.77633916556886	6.58079799171383	6.7049422126123	6.65129409086801	6.56862584294214	6.52888929583991	6.61303217066728	6.87461207573715	6.65296218743576	6.2917114116867	6.86619200408232	6.8887180322847	6.78589075162605	6.56334631519756	7.08609119375021	6.58340854412928	6.48736494917318	6.44413522972827	6.80271955988618	6.97988173597162	6.99312679999743	6.53547937414105	6.64740086419908	6.8313355725879	6.66279337513624	7.0432816848623	7.26840436970629	7.11545487971697	6.71950859578574	7.68241862158693	7.28711677872289
PTGER2_32472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAMP2_32728	6.47920648731121	6.22165655111105	5.8086027473392	5.65473936043662	6.08176485283879	5.75249622098471	5.8800104878534	6.39252297685791	6.13064478079596	5.93499296397088	6.00776726760715	6.05457101777766	6.20571400585246	6.27552327708147	6.43663161356813	6.00140395905183	5.67204056644894	5.53423112834398	5.63165179662976	5.52858437237348	6.09396903540649	5.535553066682	5.74443065078184	5.73105186193385	5.95064232151211	5.47731605973698	5.17819197505558	5.69699584133939	5.28616297484077	5.57579997373593	5.48556001523271
LOC102555086_9117	3.18607780844455	2.21754234605698	2.02085688965913	3.00485295030754	3.14796370240504	2.83319105375209	2.47125875803375	3.17196550517124	2.84615213823571	2.97538473104361	2.73462246050931	3.2594971460007	3.36938497649146	2.32901350720561	2.89539135030733	3.33564414082813	2.41354718942128	2.94941668463014	3.19053829498871	3.03553362814117	3.00087218927297	3.13143147155805	2.3354044416846	2.8229763179799	2.53950152294979	2.65220555694114	3.37479750751215	2.61003996843522	2.6553145318761	3.03280937144679	2.43360733548776
CAMSAP2_8192	3.40620731336453	3.50392275308182	3.4940282060811	3.71751020690774	3.71513380703263	3.09066212111522	3.03152726373738	3.49266142840469	3.49230331307313	3.09611474215542	3.9202570603935	3.38323982773531	3.86805236377052	3.59307830107742	4.11191345771337	3.7145057485812	3.33463067402891	4.17784639656267	3.62082206878719	3.57389719587262	3.50525297714355	2.92005053617204	3.41082056625816	3.37128162512445	3.27276759182011	3.46846558444908	3.55396952810602	3.48676738812017	3.61952538991039	4.11497615373222	3.44697844319994
ARHGAP1_8078	1.32207050528657	1.14860975354778	2.16836608632763	1.71326148336347	2.05158589916385	2.447744966071	1.54290165554448	1.83352820869936	1.23525977208373	1.81436283715446	2.22536783222268	2.32260961809425	2.15932848968914	0.811155005718025	1.53319065746555	2.01143907483836	1.84667226272643	2.15647616408377	2.75491851272533	1.33751922355507	1.90343303954486	1.84305123828525	1.10853387728613	2.0948454355837	1.23136276547897	2.17765755133242	1.61237371327513	1.71744748535856	1.99839776205936	1.39656035807104	1.7745590162341
DFFB_8464	1.32207050528657	2.27912599363344	1.85652964549709	2.01388511972643	2.33467159754354	2.29239113123077	2.34108175661554	2.36922187677729	1.34919530259357	1.99084117821375	3.15675045569323	2.47874629073287	2.24298852960654	1.81368284536717	2.56682874198434	2.4719061258603	2.22609317097096	2.53682855915722	2.47520421187548	2.7381891278029	1.90343303954486	1.99486377472193	2.3354044416846	2.17168857184956	2.21988082312853	2.40036470831169	3.01562232747152	1.79268138302311	1.8215896995082	2.39097075285651	2.24551448773581
ELOVL3_32452	0	0	0	0	0	0	0	0	0	0.297276021639686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SULT2A2_33196	4.69510837256321	4.05469100971833	4.98105237583139	4.62875700355693	3.92174711437181	5.13965903917981	4.39882205293135	4.40545469185258	4.27641740763137	4.85381062905407	4.64601016831701	4.35332658100995	5.31001840593883	4.13763002779044	4.31777598790232	4.41368484792599	4.12480304819702	3.18098169479603	4.00623928772626	3.03553362814117	3.84805295751049	3.80099308608605	3.18489097897545	3.99610108545903	3.75660599942453	4.17930914797405	3.20635875762075	3.31876814230735	3.53601238822271	4.2695263353051	3.26073782007093
UGT1A1_33117	10.546745845146	10.5298598184468	10.0346431269991	10.7503755106426	10.2252164720771	10.5394922321708	10.1775828353976	10.9242838426317	10.239574314809	10.3496440428884	10.6180449380695	10.5743632402683	10.5760216016408	10.7151262187456	10.8826843689025	11.0357186059359	11.6700167410608	11.4817068835083	11.1601033987101	11.615635512642	11.9635310585573	11.9092527878118	11.9167717588394	11.8038131207099	11.6966652226178	11.7929296584187	11.7988115527292	11.7660113972	12.0066964122428	11.9343092011716	11.7587515558885
PCM1_9441	4.29300698369987	4.35558185122255	4.15545472354587	4.43969174032754	4.15797381999119	4.4881746115366	4.26161326444535	4.53076730590453	4.34669085085269	4.23634878026953	4.16732128453413	3.87993958179807	4.23792613924758	3.91515353419969	3.90856954249996	3.93070489054975	4.37097414208654	4.39100987275819	3.83641074728465	4.25608980021821	4.2685459444257	4.76950227579203	4.24199978917915	4.43066160882955	3.98429342075454	4.31321364730872	4.3688371425928	4.50163754096662	4.84052991232523	4.94090492392371	4.6048337812889
ADO_7995	2.20181961107417	1.49850734654331	1.85652964549709	2.14356289738301	2.26893572063358	2.1182667294602	1.95259426922477	2.53795277219122	2.16424712649413	1.90529880129714	2.31007643080234	2.32260961809425	1.76565288649503	1.81368284536717	2.47150103572658	2.54867016742104	1.66171011732053	2.62932600984527	2.25318344261275	2.48065073196479	2.21868757961262	1.67336439771419	2.15988497343782	1.73855290451269	2.15898139813258	2.46756472924849	2.97425087864487	2.05961434911003	1.9127006045601	2.09270230340198	1.67861861372077
APOA1_33150	11.7459956194782	11.0218356613151	11.2592096396434	11.4155500827604	11.0073472060275	11.039530012547	10.728656642217	10.9747858499935	10.4192861678696	10.6851512550268	10.383466810531	11.2630302665719	11.2767182404569	10.3865975042429	10.8114790317676	10.8978670565957	10.1472368092046	10.1795414941817	10.5350267822326	9.44355671592287	9.82892510166302	9.21184346986945	9.17149408340166	9.31227028131897	9.36783896034309	8.70861509838282	8.31017964303987	8.49657852451978	8.03510157201371	8.147014271995	7.88049753513725
EEF1E1_8529	5.17415770078746	5.17353564230676	4.73108612280665	5.41250994534673	5.02041966161412	5.03326181440382	5.24186466851979	4.60864343710824	5.13925903800001	5.0258015268324	5.29193403380423	4.9682567708388	5.02104957419826	5.31240867380382	5.37632503931028	4.92642014112348	5.08285089788599	5.22896125244464	5.37327571093875	5.74943335776376	5.52590002205527	5.54788261428308	5.38065858203313	5.35624060333019	5.28293575421439	5.81711238196361	6.12543306339112	5.90202266123241	5.77319604129255	6.48897429229229	5.89608440972711
STAT1_9957	2.10451881014215	1.77989130903734	1.67104991608977	2.08018054194143	2.20006102421198	1.69055718550787	1.76224228166227	1.95776077690516	1.23525977208373	1.37948479477243	2.13537355956825	1.5855304590821	1.64781220700023	1.59086942488556	1.53319065746555	1.33108659925271	1.20059728687063	1.7248672962539	1.99066918888951	1.33751922355507	1.64704146038273	1.13376990162811	0.65821791855102	1.39829671821242	0.97289567148479	0.588281526847293	1.37868515062753	1.55407672694389	1.38570376237217	0.98523726703535	1.46517536600742
TGIF1_10009	2.9820599549048	2.44951881918853	2.78618836592669	2.823212766055	2.57121764561888	2.51956794707618	2.89899646890432	2.45605266736629	2.28369943957639	2.88889278432022	3.48291618111216	2.74795894337934	2.88767001767672	2.59234238472262	2.81999656240806	2.88105139872553	2.01059323431302	2.7982305112619	3.05942312110241	3.46409948846519	2.76269009483619	2.80148345531347	1.96001498456268	2.8229763179799	2.38852439405063	2.9155042323278	3.34264637128456	3.31876814230735	2.89762295841438	3.43247690460641	2.88430824290407
XBP1_10179	6.08557351702033	7.22570891051362	6.31543313842521	6.70217717516569	7.46703255102412	6.45296183558369	7.89959619251772	5.83514513997047	7.20976022473196	6.94207058339047	6.03912650750119	7.09586581706523	5.83978816551973	6.8321406611835	7.10606571649308	6.47449146025643	6.11644094454616	6.83735813492087	6.50180456712039	6.73004402967163	5.44751783041737	6.98642300864614	6.66394605729883	5.90430274997058	5.33203720460385	4.90441920615387	6.79395240500285	4.94256273074675	6.37560009137654	6.086231542758	5.86917198997118
HIST1H4A_32934	4.85322671856608	3.92584289311996	4.42854095258164	4.52547106933477	4.78204338182262	4.7643040921514	4.52410727629092	4.21940276630029	4.38726845095538	4.30475991245276	4.82938594645815	4.46958287696251	4.9605501310711	4.19819229911746	4.70066883708883	4.55063168565881	4.24492368263895	5.07301515155436	4.71048521123354	4.57938885016	4.39922847297064	4.66017461473451	3.8948341502024	4.55060686692085	4.28431444149981	4.2948286891739	4.40041615529768	4.17600625220281	4.71956937611837	4.87821167231497	4.25171496671804
IKBKE_8890	3.59715287161142	3.98247814680964	3.92590513961345	3.71751020690774	3.90019807702453	3.87237147261125	4.20659800693582	3.82180110631142	3.58824824575639	3.83508321867935	4.07350956280432	3.56846453933907	3.99413307136313	3.7630850478362	3.7551081358731	3.74744668224643	2.86301643487667	3.32623014822634	3.49960419454847	3.49234220080631	3.15680309255302	3.31576242660829	2.71997407036299	3.79218021870764	3.05608040501986	2.9628525666944	2.74747390875891	3.03873554057117	3.02560624351409	3.34245462105304	3.32552641145986
CXCL12_8410	4.33650898199289	4.20505528630618	4.32227605877974	3.93015345186977	4.73412906153188	4.31733402973416	4.50902883073653	5.04661998039735	4.20254489841513	4.74722049997658	4.80039661153867	4.78592308146676	5.44862403064029	4.34826551342624	5.03665443108075	5.0503939200738	4.08856220098224	4.32339543265166	5.02355067411002	4.59249438245999	3.84805295751049	3.09828274957272	3.27381135075602	3.95321098250846	3.58203187738255	4.23822484554813	3.78685790241814	2.87528802191287	2.75717103763006	3.8468340411107	3.66293785205521
PGAM2_32589	0.678160913259496	0	0	0.250861822687575	0	0.354425841883103	0	0	0.255153208481137	0	0.359287704704912	0	0	0	0	0	0	0	0	0	0	0.261894601649713	0	0	0	0	0	0	0	0	0.28702456681235
F5_33079	7.8318602378709	7.59912985250572	8.12341602506695	7.97442306668846	7.71704600977528	8.08131778774672	7.71481290604587	7.82220880921725	7.86873219549095	7.76160458622517	7.8757143992792	7.66211676764302	8.02954598378215	7.11731185307509	7.68355078188702	7.87501214948586	7.50874200958727	7.60197513504888	7.80650253044109	6.92654443944474	7.11223863213453	6.87584888533341	6.72566768286794	6.93416788934148	6.73498417768621	6.35410831381301	6.17648684767715	6.01629693401632	6.89735432199351	6.1339705975313	5.64636565043204
XRCC1_32947	0	0	0	0	0.29241276798639	0.354425841883103	0	0.401094716879497	0	0	0.646701643023919	0.362759423683123	0	0	0	0	0	0.656610136090578	0.260966101282418	0.284711061744162	0.686268637209777	0.261894601649713	0	0	0	0	0	0	0.299159889163882	0.725167517595866	0
CYBA_32388	3.88774657814826	3.71918509581205	2.91712384304231	3.44303922658181	4.02491341479071	3.26795176510534	3.72251765688461	4.08962328478148	3.74217856334013	3.2075171685292	4.12117780664297	4.08826459984527	3.608962887514	3.89089601295365	3.28000017743276	3.8419836269156	2.98632408268765	3.01945576226214	3.83641074728465	2.99662747718653	3.68681072919305	3.02960893753762	2.38946630410159	3.08379356653442	2.38852439405063	2.76335432844086	3.13306165601802	2.72973345827874	2.6553145318761	2.63801371400881	3.12171917143175
PSMB10_9588	2.86810129643678	2.6493103835567	3.11196926108915	2.93491657640399	3.03385914602817	2.51956794707618	2.80335595056436	3.00920557105995	2.33991042319344	3.17133048301184	2.79465297330742	2.92130490606506	2.88767001767672	2.09423639449509	2.65624607985175	2.3049182377846	1.93095961273346	1.95675236577012	3.19053829498871	2.53596780740077	2.01634715709059	1.67336439771419	1.45122225494081	2.01367794666735	2.02888162803292	1.70732456140119	2.14705969357288	2.05961434911003	2.42710364334899	1.85294578613709	1.46517536600742
CDK6_8269	3.63248641925021	3.31102025906105	3.46578224503734	3.19636502071558	3.32011918442166	3.18202857339979	3.49654835469242	3.68469002565706	3.30732271707006	3.4382061552018	3.62195758054689	3.70122606250266	3.40614393393793	2.96190859019489	3.7950307841442	3.5374758297557	3.66506667485081	3.85287115558849	3.97018956994479	3.62581355851103	3.616904872056	2.92005053617204	3.05710464935338	3.12302205336329	3.05608040501986	3.43527777678045	2.93165792672441	3.29308781283298	2.9415577104112	3.34245462105304	3.15774973429404
CTSK_33244	3.0358323104266	1.94098239637653	2.78618836592669	2.823212766055	3.03385914602817	2.71579093724151	2.40763802299434	3.00920557105995	2.44616012925786	2.41889672295493	2.22536783222268	2.68521755044113	3.36938497649146	2.65129496090089	3.03529987988603	2.9392364007132	2.22609317097096	2.15647616408377	3.05942312110241	2.01946272540588	2.76269009483619	1.67336439771419	2.38946630410159	2.38034298025843	1.80868080037822	2.25577602655907	2.53628625980029	2.28478502042719	1.50762803219982	2.47810411840244	1.86451519196311
ATIC_8100	3.40620731336453	3.08828454482447	2.91712384304231	2.93491657640399	3.07290537271243	2.99311581782873	3.11356688736246	3.11972614977179	2.88445369313292	3.13421273410091	3.86532844620255	3.49720221943281	3.3316648815198	2.81494510618259	3.9445133725473	3.61091440772627	3.27137392666046	3.08625147498903	3.5493200631992	3.7479756721812	3.68681072919305	3.06435442325693	2.76156620972092	3.5256320144179	3.05608040501986	3.46846558444908	3.92354842125555	3.21318464959133	3.18030217404709	4.00190392810967	4.05559579083217
IER2_32643	5.85821424619636	5.88289746363109	6.16104400538215	6.52607675531254	5.48587481574119	5.71474515935243	6.00349849769299	4.96013616594959	5.29666188482634	5.14254859623979	5.44024991173256	5.7287562402223	5.558839620907	5.30324725137633	5.4779298855189	5.56642494574924	4.5811995067959	5.19909148836855	5.5050942371752	4.87585941668004	4.57542505127765	4.04667268056967	4.6926323902594	4.93922355780707	4.91974032021513	4.48522267133948	4.65725740646806	4.18998861000624	4.80529457482496	4.69027839410162	4.61782609454389
DHCR7_8466	6.44979600209694	5.38437971723359	6.4036923642378	6.04334147638991	5.17197260893047	6.86157509628492	5.88585893947399	5.79406803484012	5.44498984171709	5.89671862569861	6.64760420338516	6.47657571608579	6.7070646292236	5.82247564874723	6.03965224831489	6.60603608797505	5.95974116990865	5.22896125244464	5.81049658790156	5.39284145694523	5.7383356447595	4.27148638714172	4.95711904392333	5.73105186193385	5.33203720460385	5.07572789264261	5.20526459601289	4.56738508839346	4.03902044597293	4.79580826523008	5.15214455308011
TLE1_10026	5.71722372540364	5.46609045136121	5.60351609046734	5.97529033464821	5.44180856490411	5.57845818895373	5.4614136637765	4.75281666788718	5.34553149189913	4.95306451181665	5.84695655832095	5.93157523051833	5.52581503427155	5.14815233902108	5.56131863498856	5.76448463888992	5.14593105550869	5.30805058024473	5.59661100014986	5.4224995659235	5.34314349636669	4.87112548737146	4.31365557115488	4.97182110519505	4.8443833484569	5.40201594488949	5.29200461250989	4.95898698750462	5.23411823712235	5.57579997373593	5.29649793105053
ARHGAP9_32400	1.32207050528657	1.39103556521779	1.45815626795631	0.963169734423212	1.23150639493977	1.41730438848973	0.968569885256038	0.714592001157246	0.826883943936987	1.10037912678931	1.57509288749933	0.893478021839129	0.848071292210536	1.0044324589307	1.53319065746555	0.933234642394245	0.899612909335192	1.22951001604408	0.842474824734608	0.726394251052768	0.936345467548665	0.483472325458167	1.10853387728613	0.302991945064166	0.470001047451296	0.588281526847293	0.54323079257017	0.435183898639301	0.546813385671206	0.407675015627573	0.731499435666892
E2F8_32642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOD1_33183	10.9681119016691	10.4503162631566	10.8189482501531	10.7242133265683	10.9315341204345	10.6578612765253	10.7139375984173	11.0660398925193	10.6740362545835	10.8621129898659	11.383079452323	11.3379158632154	11.1454626233792	10.9042326486466	11.4468829241805	11.1463748608829	11.137206035376	11.1664317379865	11.4981161361353	11.4166659608803	11.3892710922931	10.9036440288647	10.8317041656924	11.2325668080015	11.0647573659567	11.3394464790949	11.3225158523646	10.4457610771797	10.8085596889029	11.1205054849403	11.0201074867155
TM9SF3_10033	2.9820599549048	2.98118445704421	2.78618836592669	3.54044797766328	3.03385914602817	3.04271324877623	3.1529010716268	3.40807133574832	2.95813492323679	3.09611474215542	3.62195758054689	3.49720221943281	3.51111460147983	3.00774788910258	3.48915267391025	3.33564414082813	2.81945514588081	3.71191998133254	3.36725931765349	3.03553362814117	3.05474362630042	2.62652326860084	2.3354044416846	2.61856902734719	2.760573774026	3.00869621102806	2.59205137445451	2.43323713438609	2.4876288700067	2.91282721722515	3.08476566464087
PSME2_9604	2.45962581115108	2.73970563712818	2.59078497467336	2.26253974019434	1.88605876058382	2.02263180497935	2.753047970198	3.00920557105995	2.63772311801854	2.47934471300557	3.28785112436837	2.55090353343949	2.72260803012191	2.70793284447982	3.03529987988603	2.82042077144652	2.94638119820845	2.53682855915722	2.62182975828298	2.36321569164312	3.25211719965885	2.47980048255066	2.15988497343782	2.67244943866782	2.15898139813258	2.46756472924849	2.53628625980029	2.05961434911003	1.8215896995082	2.84887416763028	2.43360733548776
TTR_10102	13.9510392421279	13.6645794057671	13.9896169826492	13.9414910104864	13.9064178959596	14.1806293141595	13.6728993103062	13.7323619326649	13.6185478491141	13.9529567621013	13.6022615759969	14.022563020091	13.9532179227116	13.4201628969813	13.5370576003097	13.9006700299983	13.1915807375562	13.5353693850651	13.6559217630852	12.5007707555363	12.4113557340763	12.4838493052332	12.274561035161	12.641471722485	12.1656623767253	11.7086359472342	11.7126983416384	11.4179358840039	11.8715445737575	11.3164777579925	11.6217661160828
SCP2_9788	9.42209144229674	8.94862550807302	9.4004108872829	9.17769248148262	9.21036813780086	9.22009565070779	9.16296043662999	9.30470218184618	9.08553970938556	9.24590831799271	9.62362476146389	9.47571543053949	9.43410024077682	9.14069257254518	9.55871666054023	9.66698246764313	8.90716236561672	9.17528207189301	9.4592382912779	9.15696863767494	8.99239339424772	8.661340381579	8.54052903205558	9.09704439119528	8.74629731962399	9.02044316899895	8.8859777486479	8.08240344308807	8.42960814227189	8.37129005554743	8.62657502074744
GALNT11_32432	6.01369592892227	5.36320787542036	5.92728669859696	5.71335773049711	5.96726466949239	5.70707494276776	5.47699534399694	6.06662663090119	5.41913080362761	5.99315906133419	6.05761999300646	6.10337762199493	6.03432181935944	5.57852116431928	5.96286760993121	6.22252944477795	6.05202858361589	5.91567752157137	6.36967091168303	6.10537866457563	6.61249254443683	5.82615814020281	5.64236981538626	6.90069829660977	6.1939336202435	6.41920871811733	6.54827513260826	6.57794736901773	6.25455357586614	7.02221003076419	6.31837868217741
HSPA1B_8842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100A13_9771	2.00017801080263	1.39103556521779	1.85652964549709	1.62718422172801	1.59558988794107	1.69055718550787	1.13496000655341	1.1903228993159	1.81352969853167	1.37948479477243	2.31007643080234	2.47874629073287	1.97587726818039	1.70657334941861	2.25957514706127	2.4719061258603	1.75715331905722	1.34312246105777	2.42281938960538	2.01946272540588	1.78092541638386	0.844955425322777	1.88672553085396	1.52085078351121	1.64067071618478	1.17545247719315	0.54323079257017	1.36981501522243	1.6200464426975	1.39656035807104	1.67861861372077
E2F2_8510	1.32207050528657	1.01018396924344	1.33863765895398	0.963169734423212	1.48413497974501	0.876118117780655	1.28412894659241	0.714592001157246	1.64528075351146	1.50109590732001	1.27140294749858	1.4411106627753	1.04739209776115	1.32724541377816	0.463465987109794	1.14583183513077	0.518819805021034	0.656610136090578	1.37086002304004	1.20726668184383	1.33502060533752	0.675506078195412	0.47032482211891	1.11669838035602	0.470001047451296	0.588281526847293	0.54323079257017	0.769066161625138	0.546813385671206	0.98523726703535	1.21457726863552
KNSTRN_33044	0.92611184898695	0	0	0	0	0	0.309438095456017	0	0	0	0	0.362759423683123	0	0	0	0.683802780001511	0	0.253535235660062	0.260966101282418	0	0	0.261894601649713	0	0.302991945064166	1.64067071618478	0	0	0	0	0	0
LOC100361706_33302	1.63242900041018	1.59852521355678	1.67104991608977	1.53564353388141	1.23150639493977	1.07991170805648	0.309438095456017	0	1.34919530259357	1.10037912678931	1.09164539188134	2.40278917434693	1.04739209776115	1.0044324589307	1.09528398418917	0.933234642394245	0.899612909335192	0.656610136090578	1.66952097070569	0.905092897919746	0.936345467548665	0.261894601649713	0.65821791855102	0	0.657791547108407	0.811620840581843	0.297034201722536	0.233939075284409	0.546813385671206	0	0.526311818848718
GM2A_32907	7.39341184540579	7.15765692781497	7.26801162142189	7.15085278374585	7.1890629390829	7.33700671950401	6.78562642323665	7.11706226314633	6.54650965087222	7.08751604791854	7.30073679663852	7.76429745010346	7.72581685262778	6.87605449685085	7.45032341604136	7.46635655955114	7.19178558626809	6.98906913522822	7.47786423711431	6.84675603883384	6.6303433001012	6.02887623935212	6.06823577071157	6.64176593040686	5.76388426688275	5.92863384826089	5.94981234219627	5.23329945807507	5.58518042435376	5.90155072629717	6.14523822065537
COL14A1_8350	5.90952647986707	6.78299125029318	6.1298809376989	6.23376978636109	6.7208165336826	6.21411248525976	5.8017410349788	6.54885665761473	6.35180238439244	6.07867856188664	6.24678779717813	6.09736633221373	6.54757427111244	6.18365488397523	6.37869449568625	5.98768339408923	6.48736494917318	6.25385521347305	5.92320957929291	5.91507208334287	6.30872945434609	6.13074871487049	6.17982276999941	5.98636485976914	6.05041953247474	5.56431245399555	5.38175635878142	5.09895257037104	5.88429950448885	5.36335309321104	5.03110689770632
PCBD1_9435	11.4864186480855	11.4917614595074	11.4196664919015	11.5573032698393	11.5089278504845	11.5742177652136	11.7287400135852	11.90039728009	11.7257014622486	11.6718195181983	11.4502315852046	11.5176068517309	11.6841853423987	11.793892555796	11.8408850292036	11.6045973724683	11.9007798183345	11.7781889621186	11.5210740938593	11.5854316910622	12.0467858417747	11.9487992648688	11.9302986744792	11.870433081209	12.0437778035308	11.8062753325627	11.5747267368279	11.580595526359	11.9124789579666	11.7675865503623	11.8393922147177
LGALS1_33266	2.67827216572131	2.21754234605698	2.09649593785107	2.26253974019434	2.20006102421198	1.56039055036179	2.34108175661554	3.27109057175627	2.39401317257632	2.07159411019041	2.73462246050931	3.21577303075773	2.6010438210609	2.39948697599701	3.4396379778719	2.21356823551817	1.55950261577817	1.22951001604408	2.57459119778524	1.93966345646314	2.01634715709059	1.13376990162811	1.54947538559525	1.73855290451269	0.97289567148479	1.46576132953887	0.297034201722536	0.233939075284409	0.942391244362525	0.98523726703535	1.34531064451138
EAPP_8512	6.39940562478545	5.90259796163596	5.89587447058838	5.83833781692184	6.20112051093122	6.11905030889595	6.17570492536398	6.2898860485277	6.00589914189259	6.03906474705395	6.46107105271823	6.33559343809774	6.28186346136716	6.37506659125737	6.33873538820392	6.52760902084545	6.05202858361589	6.04304197287366	6.33465600716524	6.51974895716711	6.50532980950335	6.03764581444788	6.05575164067864	6.29624619187273	6.18250456251655	6.41495890151249	6.67955823333937	6.12945409841688	6.16009078423658	6.91308017655836	6.42939733419668
EI24_32946	10.4547421112835	10.6200104816163	10.3280734841689	10.6082402042441	10.7143176327016	10.6284692367484	10.8127994198875	11.0541285740101	10.9541893238233	10.8062413439178	10.6775455705193	10.6489520606289	10.7321084998026	11.0544362061172	10.9648306398811	10.754581876681	10.9957693620203	10.8981589815396	10.5870944867223	10.7380355708057	11.0220969418745	11.0747673807557	11.1500523804074	10.929648808391	11.0217129835606	10.7597979370253	10.7049512490683	11.3767917285844	11.0595470324663	11.2427694204247	11.0158194651973
